,Hot Return,Lost Cause,Bow Down,Yarramundi Bee,Springvale Bray,Like A Tiger,Faster Than Slow,Sophia Palms
14-12-2022 13:00:54.759447,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:00:56.006087,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:00:57.300688,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:00:58.515401,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:00:59.662843,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:00.820477,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:01.996690,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:03.427442,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:04.651016,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:05.853958,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:07.076192,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:08.333466,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:09.654844,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:10.875454,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:12.034101,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:13.198608,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:14.237375,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:15.402614,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:16.650966,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:17.872502,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:19.085775,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:20.235151,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:21.380446,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:22.503946,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:23.697356,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:24.944879,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:26.180199,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:27.323419,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:28.494315,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:29.659875,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:30.877962,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.033333333333333)"
14-12-2022 13:01:32.203108,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.2, 5.066666666666666)"
14-12-2022 13:01:33.447881,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:01:34.647392,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:01:35.861578,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:01:37.043308,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:01:38.217252,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:01:39.402246,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:01:40.531310,"(21.0, 95.0, 58.5)","(10.0, 19.0, 17.775)","(15.0, 42.0, 30.75)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 40.22727272727273)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:01:41.741905,"(21.0, 95.0, 50.0)","(10.0, 19.0, 16.421052631578945)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 35.14285714285714)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:01:42.888887,"(21.0, 95.0, 50.0)","(10.0, 19.0, 16.421052631578945)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 35.14285714285714)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:01:44.523353,"(21.0, 95.0, 50.0)","(10.0, 19.0, 16.421052631578945)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 35.14285714285714)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:01:46.011107,"(21.0, 95.0, 50.0)","(10.0, 19.0, 16.421052631578945)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 35.14285714285714)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:01:47.842991,"(21.0, 95.0, 50.0)","(10.0, 19.0, 16.421052631578945)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 35.14285714285714)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:01:49.841200,"(21.0, 95.0, 50.0)","(10.0, 19.0, 16.421052631578945)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 35.14285714285714)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:01:51.762814,"(21.0, 95.0, 50.0)","(10.0, 19.0, 16.421052631578945)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 35.14285714285714)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:01:53.610532,"(21.0, 95.0, 50.0)","(10.0, 19.0, 16.421052631578945)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 35.14285714285714)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:01:55.056862,"(21.0, 95.0, 50.0)","(10.0, 19.0, 18.813333333333333)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 35.14285714285714)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:01:56.409102,"(21.0, 95.0, 50.0)","(10.0, 19.5, 18.813333333333333)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 35.14285714285714)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:01:57.735744,"(21.0, 95.0, 50.0)","(10.0, 19.0, 16.421052631578945)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 35.14285714285714)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:01:58.975556,"(21.0, 95.0, 50.0)","(10.0, 19.0, 16.421052631578945)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 35.14285714285714)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:02:00.156521,"(21.0, 95.0, 50.0)","(10.0, 19.0, 16.421052631578945)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 35.14285714285714)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:02:01.294826,"(21.0, 95.0, 50.0)","(10.0, 19.0, 16.421052631578945)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 35.14285714285714)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:02:02.515465,"(21.0, 95.0, 50.0)","(10.0, 19.0, 16.421052631578945)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 60.0, 37.5)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:02:04.121143,"(21.0, 95.0, 50.0)","(10.0, 19.0, 16.421052631578945)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 55.0, 33.0)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:02:05.423916,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.555555555555555)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.75)","(5.5, 99999, 99990)","(17.0, 55.0, 33.0)","(4.6, 7.4, 5.066666666666666)"
14-12-2022 13:02:06.640526,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.5)","(5.5, 99999, 99990)","(17.0, 55.0, 33.0)","(4.6, 7.4, 6.0)"
14-12-2022 13:02:07.892620,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.5)","(5.5, 99999, 99990)","(17.0, 55.0, 33.0)","(4.6, 7.4, 6.0)"
14-12-2022 13:02:08.976483,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.5)","(5.5, 99999, 99990)","(17.0, 55.0, 33.0)","(4.6, 7.4, 6.0)"
14-12-2022 13:02:10.118979,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.5)","(5.5, 99999, 99990)","(18.0, 55.0, 33.0)","(4.6, 7.4, 6.0)"
14-12-2022 13:02:11.200345,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.5)","(5.5, 99999, 99990)","(18.0, 55.0, 33.0)","(4.6, 7.4, 6.0)"
14-12-2022 13:02:12.378108,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.5)","(5.5, 99999, 99990)","(18.0, 55.0, 33.0)","(4.6, 7.4, 6.0)"
14-12-2022 13:02:13.535317,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.4615384615384617)","(5.5, 99999, 99990)","(18.0, 55.0, 33.0)","(4.6, 7.4, 6.0)"
14-12-2022 13:02:14.723930,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.4615384615384617)","(5.5, 99999, 99990)","(18.0, 55.0, 33.0)","(4.6, 7.4, 6.0)"
14-12-2022 13:02:15.912327,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 55.0, 33.0)","(4.6, 7.4, 6.0)"
14-12-2022 13:02:17.075548,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 55.0, 33.0)","(4.6, 7.4, 6.0)"
14-12-2022 13:02:18.260373,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 55.0, 33.0)","(4.6, 7.4, 6.0)"
14-12-2022 13:02:19.377324,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 55.0, 33.0)","(4.6, 7.4, 6.0)"
14-12-2022 13:02:20.467146,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 55.0, 33.0)","(4.6, 7.4, 6.0)"
14-12-2022 13:02:21.532011,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 55.0, 33.0)","(4.6, 7.4, 6.0)"
14-12-2022 13:02:22.666518,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 55.0, 33.0)","(4.6, 7.4, 6.435714285714286)"
14-12-2022 13:02:23.795073,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 55.0, 33.0)","(4.6, 7.4, 5.775)"
14-12-2022 13:02:24.991616,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 55.0, 33.0)","(4.6, 7.4, 6.435714285714286)"
14-12-2022 13:02:26.111561,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 55.0, 33.0)","(4.6, 7.4, 5.775)"
14-12-2022 13:02:27.278201,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 55.0, 33.0)","(4.6, 7.4, 6.435714285714286)"
14-12-2022 13:02:28.471240,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 55.0, 33.0)","(4.6, 7.4, 5.775)"
14-12-2022 13:02:29.571308,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 55.0, 42.95454545454545)","(4.6, 7.4, 6.435714285714286)"
14-12-2022 13:02:30.663095,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 65.0, 37.285714285714285)","(4.6, 7.4, 5.775)"
14-12-2022 13:02:31.787235,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 65.0, 37.285714285714285)","(4.6, 7.4, 6.435714285714286)"
14-12-2022 13:02:32.793665,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 65.0, 37.285714285714285)","(4.6, 7.4, 5.775)"
14-12-2022 13:02:33.826190,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 65.0, 37.285714285714285)","(4.6, 7.4, 6.435714285714286)"
14-12-2022 13:02:35.093948,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 65.0, 37.285714285714285)","(4.6, 7.4, 5.775)"
14-12-2022 13:02:36.272666,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 65.0, 44.578947368421055)","(4.6, 7.4, 6.435714285714286)"
14-12-2022 13:02:37.483783,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 65.0, 44.578947368421055)","(4.6, 7.4, 5.775)"
14-12-2022 13:02:38.656862,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 65.0, 44.578947368421055)","(4.6, 7.4, 5.775)"
14-12-2022 13:02:39.816583,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 65.0, 44.578947368421055)","(4.6, 7.4, 5.775)"
14-12-2022 13:02:40.961565,"(21.0, 95.0, 50.0)","(10.0, 19.0, 13.666666666666668)","(15.0, 42.0, 27.27777777777778)","(3.0, 4.9, 3.730769230769231)","(3.2, 4.5, 3.857142857142857)","(5.5, 99999, 99990)","(18.0, 65.0, 44.578947368421055)","(4.6, 7.4, 6.4714285714285715)"
