,Caveman,Paradiso Havana,Maniac Moo,Invictus Sharon,Fire Up Jazz,Lifes A Riot,Deeming Rate,Seriously Fly
09-01-2023 18:34:54.185196,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 4.0, 3.208)","(31.0, 260.0, 218.46153846153845)","(26.0, 110.0, 72.0)"
09-01-2023 18:34:55.422990,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 4.0, 3.208)","(31.0, 330.0, 218.46153846153845)","(26.0, 110.0, 72.0)"
09-01-2023 18:34:56.562461,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 4.0, 3.208)","(31.0, 330.0, 218.46153846153845)","(26.0, 110.0, 72.0)"
09-01-2023 18:34:57.808773,"(41.0, 95.0, 69.5)","(18.0, 70.0, 62.42857142857143)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 4.0, 3.208)","(31.0, 330.0, 218.46153846153845)","(26.0, 110.0, 104.66666666666667)"
09-01-2023 18:34:59.006717,"(41.0, 95.0, 61.875)","(18.0, 70.0, 62.42857142857143)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 140.0, 104.66666666666667)"
09-01-2023 18:35:00.158746,"(41.0, 95.0, 61.875)","(18.0, 70.0, 62.42857142857143)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 140.0, 104.66666666666667)"
09-01-2023 18:35:01.332015,"(41.0, 95.0, 61.875)","(18.0, 70.0, 62.42857142857143)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 140.0, 104.66666666666667)"
09-01-2023 18:35:02.458884,"(41.0, 95.0, 61.875)","(18.0, 130.0, 54.666666666666664)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 140.0, 104.66666666666667)"
09-01-2023 18:35:03.556656,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.533333333333333)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 140.0, 104.66666666666667)"
09-01-2023 18:35:04.710983,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.533333333333333)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 140.0, 104.66666666666667)"
09-01-2023 18:35:05.880168,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.533333333333333)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 140.0, 164.66666666666666)"
09-01-2023 18:35:07.045270,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.533333333333333)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 230.0, 164.66666666666666)"
09-01-2023 18:35:08.327592,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.533333333333333)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 230.0, 164.66666666666666)"
09-01-2023 18:35:09.538927,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.533333333333333)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 230.0, 164.66666666666666)"
09-01-2023 18:35:10.816150,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.74375)","(10.0, 21.0, 13.533333333333333)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 230.0, 164.66666666666666)"
09-01-2023 18:35:12.210334,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.74375)","(10.0, 21.0, 13.533333333333333)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 230.0, 164.66666666666666)"
09-01-2023 18:35:13.561434,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.74375)","(10.0, 21.0, 13.533333333333333)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 230.0, 164.66666666666666)"
09-01-2023 18:35:14.880245,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.74375)","(10.0, 21.0, 13.533333333333333)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 230.0, 164.66666666666666)"
09-01-2023 18:35:16.157983,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.74375)","(10.0, 21.0, 13.533333333333333)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 230.0, 164.66666666666666)"
09-01-2023 18:35:17.424211,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.74375)","(10.0, 21.0, 13.533333333333333)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 230.0, 164.66666666666666)"
09-01-2023 18:35:18.703452,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.74375)","(10.0, 21.0, 13.533333333333333)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 230.0, 164.66666666666666)"
09-01-2023 18:35:19.921195,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.74375)","(10.0, 21.0, 13.533333333333333)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 230.0, 164.66666666666666)"
09-01-2023 18:35:21.213211,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.74375)","(10.0, 21.0, 13.533333333333333)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 230.0, 164.66666666666666)"
09-01-2023 18:35:22.422128,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.74375)","(10.0, 21.0, 13.533333333333333)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 230.0, 164.66666666666666)"
09-01-2023 18:35:23.677433,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.74375)","(10.0, 21.0, 13.533333333333333)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 230.0, 164.66666666666666)"
09-01-2023 18:35:24.958402,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.74375)","(10.0, 21.0, 13.533333333333333)","(2.4, 4.0, 3.208)","(31.0, 330.0, 185.0)","(26.0, 230.0, 164.66666666666666)"
09-01-2023 18:35:26.354068,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 51.15384615384615)","(1.65, 2.4, 1.74375)","(10.0, 21.0, 13.0)","(2.4, 4.0, 3.1333333333333333)","(31.0, 330.0, 185.0)","(26.0, 230.0, 164.66666666666666)"
09-01-2023 18:35:27.637430,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 51.15384615384615)","(1.65, 2.4, 1.8568965517241378)","(10.0, 21.0, 13.533333333333333)","(2.4, 4.0, 3.1333333333333333)","(31.0, 330.0, 185.0)","(26.0, 230.0, 164.66666666666666)"
09-01-2023 18:35:28.975674,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 51.15384615384615)","(1.65, 2.4, 1.7663265306122449)","(10.0, 21.0, 13.666666666666666)","(2.4, 4.0, 3.390769230769231)","(31.0, 330.0, 185.0)","(26.0, 230.0, 151.33333333333331)"
09-01-2023 18:35:30.223149,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 85.0, 71.66666666666667)","(1.65, 2.4, 2.065)","(10.0, 21.0, 16.0)","(2.4, 4.0, 3.7912500000000002)","(31.0, 330.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:31.443989,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.38, 2.065)","(10.0, 20.0, 16.0)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:32.664936,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.38, 2.065)","(10.0, 20.0, 16.0)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:33.877778,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.38, 2.327272727272727)","(10.0, 20.0, 16.0)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:35.018545,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.38, 1.9090909090909092)","(10.0, 20.0, 16.0)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:36.225489,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 1.9090909090909092)","(10.0, 20.0, 16.0)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:37.442168,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 1.9090909090909092)","(10.0, 20.0, 16.0)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:38.704828,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 1.9090909090909092)","(10.0, 20.0, 16.0)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:39.943628,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 1.9090909090909092)","(10.0, 20.0, 16.0)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:41.256730,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 1.9090909090909092)","(10.0, 20.0, 16.0)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:42.524688,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 1.9090909090909092)","(10.0, 20.0, 16.0)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:43.782743,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 2.027142857142857)","(10.0, 20.0, 16.0)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:45.060481,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 2.027142857142857)","(10.0, 20.0, 16.0)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:46.285946,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 2.027142857142857)","(10.0, 20.0, 16.0)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:47.519123,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 1.8619565217391305)","(10.0, 20.0, 16.0)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:48.782160,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 1.8619565217391305)","(10.0, 20.0, 18.57142857142857)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:50.023407,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 1.8619565217391305)","(10.0, 20.0, 18.57142857142857)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:51.338198,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 1.8619565217391305)","(10.0, 20.0, 18.57142857142857)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:52.729031,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 1.8761904761904762)","(10.0, 20.0, 16.833333333333332)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:54.047955,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 1.8761904761904762)","(10.0, 20.0, 16.833333333333332)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:55.393263,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 1.9088888888888889)","(10.0, 20.0, 16.833333333333332)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:56.724809,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.38, 1.9088888888888889)","(10.0, 20.0, 16.833333333333332)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 142.30769230769232)"
09-01-2023 18:35:58.100576,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.38, 2.1625)","(10.0, 20.0, 16.833333333333332)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 212.30769230769232)","(26.0, 210.0, 146.0)"
09-01-2023 18:35:59.412995,"(41.0, 90.0, 78.0)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.38, 2.2716129032258063)","(10.0, 20.0, 16.833333333333332)","(2.4, 3.95, 3.7912500000000002)","(31.0, 320.0, 162.3529411764706)","(26.0, 160.0, 146.0)"
09-01-2023 18:36:00.688225,"(41.0, 90.0, 78.0)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.38, 2.2716129032258063)","(10.0, 20.0, 16.833333333333332)","(2.4, 3.95, 3.7912500000000002)","(31.0, 300.0, 162.3529411764706)","(26.0, 160.0, 146.0)"
09-01-2023 18:36:01.943865,"(41.0, 90.0, 78.0)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.38, 2.2716129032258063)","(10.0, 20.0, 16.833333333333332)","(2.4, 3.95, 3.7912500000000002)","(31.0, 300.0, 162.3529411764706)","(26.0, 160.0, 146.0)"
09-01-2023 18:36:03.184362,"(41.0, 90.0, 78.0)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.38, 1.8228571428571427)","(10.0, 20.0, 16.833333333333332)","(2.4, 3.95, 3.7912500000000002)","(31.0, 300.0, 162.3529411764706)","(26.0, 160.0, 146.0)"
09-01-2023 18:36:04.468930,"(41.0, 90.0, 78.0)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.38, 2.045)","(10.0, 20.0, 16.833333333333332)","(2.4, 3.95, 3.7912500000000002)","(31.0, 300.0, 162.3529411764706)","(26.0, 160.0, 146.0)"
09-01-2023 18:36:05.966660,"(41.0, 90.0, 78.0)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.36, 2.045)","(10.0, 20.0, 16.4)","(2.4, 3.95, 3.7)","(31.0, 300.0, 162.3529411764706)","(26.0, 160.0, 146.0)"
09-01-2023 18:36:07.777348,"(41.0, 90.0, 78.0)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.36, 2.045)","(10.0, 20.0, 16.4)","(2.4, 3.95, 3.6475)","(31.0, 300.0, 162.3529411764706)","(26.0, 160.0, 146.0)"
09-01-2023 18:36:09.582228,"(41.0, 90.0, 78.0)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.36, 2.045)","(10.0, 20.0, 16.4)","(2.4, 3.95, 3.6375)","(31.0, 300.0, 162.3529411764706)","(26.0, 160.0, 146.0)"
09-01-2023 18:36:11.023694,"(41.0, 90.0, 78.0)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.36, 2.045)","(10.0, 20.0, 16.4)","(2.4, 3.95, 3.6375)","(31.0, 300.0, 162.3529411764706)","(26.0, 160.0, 146.0)"
09-01-2023 18:36:12.561873,"(41.0, 90.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.36, 2.045)","(10.0, 20.0, 16.4)","(2.4, 3.95, 3.6375)","(31.0, 300.0, 162.3529411764706)","(26.0, 160.0, 146.0)"
09-01-2023 18:36:13.997483,"(41.0, 95.0, 78.0)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.36, 2.3382758620689654)","(10.0, 20.0, 16.4)","(2.4, 3.95, 3.6375)","(31.0, 300.0, 162.3529411764706)","(26.0, 160.0, 163.77777777777777)"
09-01-2023 18:36:15.447125,"(41.0, 90.0, 78.0)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.36, 2.205)","(10.0, 20.0, 16.4)","(2.4, 3.95, 3.6375)","(31.0, 300.0, 162.3529411764706)","(26.0, 180.0, 163.77777777777777)"
09-01-2023 18:36:16.830867,"(41.0, 90.0, 78.0)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.36, 2.205)","(10.0, 20.0, 16.4)","(2.4, 3.95, 3.6375)","(31.0, 300.0, 162.3529411764706)","(26.0, 180.0, 163.77777777777777)"
09-01-2023 18:36:18.164317,"(41.0, 90.0, 78.0)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.36, 2.3375)","(10.0, 20.0, 16.4)","(2.4, 3.95, 3.6375)","(31.0, 300.0, 162.3529411764706)","(26.0, 180.0, 163.77777777777777)"
09-01-2023 18:36:19.561370,"(41.0, 90.0, 78.0)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.36, 2.0149999999999997)","(10.0, 20.0, 16.4)","(2.4, 3.95, 3.6375)","(31.0, 300.0, 162.3529411764706)","(26.0, 180.0, 163.77777777777777)"
09-01-2023 18:36:20.917842,"(41.0, 90.0, 78.0)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.36, 2.245)","(10.0, 20.0, 16.4)","(2.4, 3.95, 3.6375)","(31.0, 300.0, 162.3529411764706)","(26.0, 180.0, 163.77777777777777)"
09-01-2023 18:36:22.299864,"(41.0, 90.0, 78.0)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.36, 2.245)","(10.0, 20.0, 16.4)","(2.4, 3.95, 3.6375)","(31.0, 300.0, 170.0)","(26.0, 180.0, 107.41176470588235)"
09-01-2023 18:36:23.661188,"(41.0, 90.0, 78.0)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.36, 2.245)","(10.0, 20.0, 16.4)","(2.4, 3.95, 3.6375)","(31.0, 300.0, 170.0)","(26.0, 190.0, 107.41176470588235)"
09-01-2023 18:36:25.027958,"(41.0, 90.0, 78.0)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.36, 2.245)","(10.0, 20.0, 16.4)","(2.4, 3.95, 3.6375)","(31.0, 300.0, 170.0)","(26.0, 190.0, 107.41176470588235)"
09-01-2023 18:36:26.423968,"(41.0, 90.0, 78.0)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.36, 2.21)","(10.0, 20.0, 16.4)","(2.4, 3.95, 3.6375)","(31.0, 300.0, 170.0)","(26.0, 190.0, 107.41176470588235)"
09-01-2023 18:36:27.776838,"(41.0, 90.0, 78.0)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.38, 2.3559259259259258)","(10.0, 20.0, 16.4)","(2.4, 3.95, 3.6375)","(31.0, 300.0, 170.0)","(26.0, 190.0, 107.41176470588235)"
09-01-2023 18:36:29.240145,"(41.0, 90.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.38, 2.252)","(10.0, 20.0, 17.0)","(2.4, 3.95, 3.335)","(31.0, 300.0, 193.84615384615384)","(26.0, 190.0, 123.84615384615384)"
09-01-2023 18:36:30.578226,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.38, 2.225)","(10.0, 20.0, 17.0)","(2.4, 3.95, 3.6475)","(31.0, 290.0, 221.8181818181818)","(26.0, 180.0, 181.55555555555554)"
09-01-2023 18:36:31.921739,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.38, 2.36125)","(10.0, 20.0, 17.0)","(2.4, 3.95, 3.335)","(31.0, 290.0, 221.8181818181818)","(26.0, 200.0, 181.55555555555554)"
09-01-2023 18:36:33.256934,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.38, 2.156862745098039)","(10.0, 20.0, 17.0)","(2.4, 3.95, 3.335)","(31.0, 290.0, 221.8181818181818)","(26.0, 200.0, 181.55555555555554)"
09-01-2023 18:36:34.595474,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 2.156862745098039)","(10.0, 20.0, 17.0)","(2.4, 3.95, 3.335)","(31.0, 290.0, 218.46153846153845)","(26.0, 200.0, 136.15384615384616)"
09-01-2023 18:36:35.950836,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 2.156862745098039)","(10.0, 20.0, 17.0)","(2.4, 3.95, 3.335)","(31.0, 330.0, 212.30769230769232)","(26.0, 200.0, 136.15384615384616)"
09-01-2023 18:36:37.295621,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 1.8916666666666666)","(10.0, 20.0, 17.0)","(2.4, 3.95, 3.335)","(31.0, 320.0, 212.30769230769232)","(26.0, 200.0, 136.15384615384616)"
09-01-2023 18:36:38.627835,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 1.8095238095238095)","(10.0, 20.0, 18.642857142857142)","(2.4, 3.95, 3.335)","(31.0, 320.0, 180.0)","(26.0, 200.0, 112.11764705882354)"
09-01-2023 18:36:40.011841,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.4, 2.08)","(10.0, 20.0, 18.642857142857142)","(2.4, 3.95, 3.335)","(31.0, 320.0, 180.0)","(26.0, 200.0, 112.11764705882354)"
09-01-2023 18:36:41.377400,"(41.0, 95.0, 61.875)","(18.0, 90.0, 79.57142857142857)","(31.0, 80.0, 71.66666666666667)","(1.65, 2.38, 2.08)","(10.0, 20.0, 18.642857142857142)","(2.4, 3.95, 3.335)","(31.0, 320.0, 180.0)","(26.0, 200.0, 112.11764705882354)"
