,Lady Adele,Middle Child,Miss Illuminate,Pants On Fire,Sockastar,Bella Tesoro,Cannoli,Harper Rae,Hear Me Out,Lady Shalaa,Thida,Two Gets You Five
10-01-2023 13:17:33.235628,"(101.0, 200.0, 160.0)","(14.0, 19.5, 19.071428571428573)","(8.0, 8.4, 8.266666666666666)","(31.0, 44.0, 40.0)","(21.0, 34.0, 31.647058823529413)","(101.0, 300.0, 218.1818181818182)","(2.7, 3.55, 3.5017751479289942)","(4.0, 4.8, 4.71980198019802)","(12.0, 32.0, 27.545454545454547)","(12.0, 16.5, 16.2)","(5.0, 6.0, 5.972727272727273)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:17:34.589752,"(101.0, 200.0, 160.0)","(14.0, 19.5, 19.25)","(8.0, 8.4, 7.966666666666667)","(31.0, 44.0, 42.758620689655174)","(21.0, 34.0, 35.333333333333336)","(101.0, 300.0, 233.33333333333334)","(2.7, 3.55, 3.4884615384615385)","(4.0, 4.8, 4.815053763440861)","(12.0, 32.0, 31.28205128205128)","(12.0, 16.5, 15.382352941176471)","(5.0, 6.0, 5.972727272727273)","(101.0, 170.0, 165.71428571428572)"
10-01-2023 13:17:35.990401,"(101.0, 200.0, 190.0)","(14.0, 20.0, 19.75)","(8.0, 8.0, 8.0)","(31.0, 44.0, 42.96296296296296)","(21.0, 36.0, 35.84615384615385)","(101.0, 300.0, 228.88888888888889)","(2.7, 3.5, 3.4884615384615385)","(4.0, 4.9, 4.815053763440861)","(12.0, 32.0, 30.09090909090909)","(12.0, 15.5, 15.409090909090908)","(5.0, 6.0, 5.972727272727273)","(101.0, 170.0, 165.71428571428572)"
10-01-2023 13:17:37.458091,"(101.0, 200.0, 190.0)","(14.0, 21.0, 19.78125)","(8.0, 8.2, 8.0)","(31.0, 44.0, 42.666666666666664)","(21.0, 36.0, 35.84615384615385)","(101.0, 290.0, 260.0)","(2.7, 3.5, 3.4876470588235295)","(4.0, 4.9, 4.767123287671232)","(12.0, 32.0, 30.09090909090909)","(12.0, 15.5, 14.962962962962964)","(5.0, 6.0, 6.666666666666667)","(101.0, 170.0, 165.71428571428572)"
10-01-2023 13:17:38.945008,"(101.0, 200.0, 191.42857142857142)","(14.0, 21.0, 19.78125)","(8.0, 8.0, 7.952941176470588)","(31.0, 44.0, 42.666666666666664)","(21.0, 36.0, 35.84615384615385)","(101.0, 280.0, 260.0)","(2.7, 3.5, 3.490625)","(4.0, 4.8, 4.756338028169014)","(12.0, 32.0, 31.555555555555557)","(12.0, 15.0, 14.227272727272727)","(5.0, 7.2, 6.55)","(101.0, 170.0, 165.71428571428572)"
10-01-2023 13:17:40.403132,"(101.0, 200.0, 191.42857142857142)","(14.0, 21.0, 19.78125)","(8.0, 8.0, 7.952941176470588)","(31.0, 44.0, 42.96296296296296)","(21.0, 36.0, 35.84615384615385)","(101.0, 280.0, 260.0)","(2.7, 3.5, 3.490625)","(4.0, 4.8, 4.756338028169014)","(12.0, 32.0, 31.555555555555557)","(12.0, 14.5, 14.227272727272727)","(5.0, 6.6, 6.55)","(101.0, 170.0, 165.71428571428572)"
10-01-2023 13:17:41.798620,"(101.0, 200.0, 191.42857142857142)","(14.0, 21.0, 19.78125)","(8.0, 8.0, 8.066666666666666)","(31.0, 44.0, 42.96296296296296)","(21.0, 36.0, 35.84615384615385)","(101.0, 280.0, 260.0)","(2.7, 3.5, 3.490625)","(4.0, 4.8, 4.756338028169014)","(12.0, 32.0, 30.0)","(12.0, 14.5, 14.227272727272727)","(5.0, 6.6, 6.55)","(101.0, 170.0, 165.71428571428572)"
10-01-2023 13:17:43.257199,"(101.0, 200.0, 191.42857142857142)","(14.0, 21.0, 19.78125)","(8.0, 8.2, 8.066666666666666)","(31.0, 44.0, 42.666666666666664)","(21.0, 36.0, 35.84615384615385)","(101.0, 280.0, 220.0)","(2.7, 3.5, 3.490625)","(4.0, 4.8, 4.756338028169014)","(12.0, 32.0, 30.0)","(12.0, 14.5, 13.785714285714286)","(5.0, 6.6, 6.55)","(101.0, 170.0, 165.71428571428572)"
10-01-2023 13:17:44.663696,"(101.0, 200.0, 191.42857142857142)","(14.0, 21.0, 19.7)","(8.0, 8.2, 8.066666666666666)","(31.0, 44.0, 42.666666666666664)","(21.0, 36.0, 35.84615384615385)","(101.0, 280.0, 208.57142857142858)","(2.7, 3.5, 3.48974358974359)","(4.0, 4.8, 4.756338028169014)","(12.0, 32.0, 30.0)","(12.0, 14.0, 13.291666666666666)","(5.0, 6.6, 6.571428571428571)","(101.0, 170.0, 165.71428571428572)"
10-01-2023 13:17:46.052745,"(101.0, 200.0, 191.42857142857142)","(14.0, 21.0, 19.7)","(8.0, 8.4, 8.072727272727272)","(31.0, 44.0, 42.666666666666664)","(21.0, 36.0, 35.84615384615385)","(101.0, 280.0, 208.57142857142858)","(2.7, 3.5, 3.4595482546201235)","(4.0, 4.8, 4.785106382978723)","(12.0, 32.0, 30.0)","(12.0, 13.5, 13.236842105263158)","(5.0, 6.8, 6.554838709677419)","(101.0, 170.0, 165.71428571428572)"
10-01-2023 13:17:47.555742,"(101.0, 200.0, 191.42857142857142)","(14.0, 20.0, 20.714285714285715)","(8.0, 8.0, 8.010526315789473)","(31.0, 42.0, 41.81818181818182)","(21.0, 36.0, 35.84615384615385)","(101.0, 280.0, 208.57142857142858)","(2.7, 3.55, 3.48875)","(4.0, 4.8, 4.764516129032258)","(12.0, 32.0, 30.0)","(12.0, 13.5, 13.236842105263158)","(5.0, 6.8, 6.554838709677419)","(101.0, 170.0, 165.71428571428572)"
10-01-2023 13:17:49.136042,"(101.0, 200.0, 191.42857142857142)","(14.0, 22.0, 20.714285714285715)","(8.0, 8.2, 8.133333333333333)","(31.0, 42.0, 41.81818181818182)","(21.0, 36.0, 35.84615384615385)","(101.0, 280.0, 208.57142857142858)","(2.7, 3.5, 3.48875)","(4.0, 4.8, 4.764516129032258)","(12.0, 32.0, 30.0)","(12.0, 13.5, 13.236842105263158)","(5.0, 6.8, 6.542857142857143)","(101.0, 170.0, 165.71428571428572)"
10-01-2023 13:17:50.700664,"(101.0, 200.0, 191.42857142857142)","(14.0, 22.0, 20.875)","(8.0, 8.4, 8.1)","(31.0, 42.0, 41.81818181818182)","(21.0, 36.0, 35.84615384615385)","(101.0, 280.0, 220.0)","(2.7, 3.5, 3.48875)","(4.0, 4.8, 4.764516129032258)","(12.0, 32.0, 30.0)","(12.0, 13.5, 13.236842105263158)","(5.0, 6.6, 6.542857142857143)","(101.0, 170.0, 165.71428571428572)"
10-01-2023 13:17:52.223648,"(101.0, 200.0, 191.42857142857142)","(14.0, 22.0, 20.823529411764707)","(8.0, 8.4, 8.1)","(31.0, 42.0, 41.81818181818182)","(21.0, 36.0, 35.84615384615385)","(101.0, 270.0, 244.0)","(2.7, 3.5, 3.5351063829787233)","(4.0, 4.8, 4.764516129032258)","(12.0, 32.0, 30.0)","(12.0, 13.5, 13.441176470588236)","(5.0, 6.6, 6.527272727272727)","(101.0, 170.0, 165.71428571428572)"
10-01-2023 13:17:53.696852,"(101.0, 200.0, 191.42857142857142)","(14.0, 22.0, 20.823529411764707)","(8.0, 8.2, 7.905263157894737)","(31.0, 42.0, 41.81818181818182)","(21.0, 36.0, 35.84615384615385)","(101.0, 260.0, 244.0)","(2.7, 3.6, 3.5327868852459017)","(4.0, 4.8, 4.766666666666667)","(12.0, 32.0, 30.0)","(12.0, 13.5, 13.441176470588236)","(5.0, 6.6, 6.5)","(101.0, 170.0, 165.71428571428572)"
10-01-2023 13:17:55.220984,"(101.0, 200.0, 191.42857142857142)","(14.0, 22.0, 20.823529411764707)","(8.0, 8.0, 7.905263157894737)","(31.0, 42.0, 41.81818181818182)","(21.0, 36.0, 35.84615384615385)","(101.0, 260.0, 244.0)","(2.7, 3.6, 3.5327868852459017)","(4.0, 4.8, 4.766666666666667)","(12.0, 32.0, 31.0)","(12.0, 13.5, 13.195652173913043)","(5.0, 6.6, 6.5)","(101.0, 170.0, 165.71428571428572)"
10-01-2023 13:17:56.805107,"(101.0, 200.0, 191.42857142857142)","(14.0, 22.0, 20.823529411764707)","(8.0, 8.0, 7.88)","(31.0, 42.0, 41.81818181818182)","(21.0, 36.0, 35.84615384615385)","(101.0, 260.0, 244.0)","(2.7, 3.6, 3.521153846153846)","(4.0, 4.8, 4.766666666666667)","(12.0, 32.0, 31.0)","(12.0, 13.5, 13.258620689655173)","(5.0, 6.6, 6.5)","(101.0, 170.0, 165.71428571428572)"
10-01-2023 13:17:58.394086,"(101.0, 200.0, 191.42857142857142)","(14.0, 22.0, 21.176470588235293)","(8.0, 8.0, 7.88)","(31.0, 42.0, 41.81818181818182)","(21.0, 36.0, 35.84615384615385)","(101.0, 260.0, 244.0)","(2.7, 3.6, 3.521153846153846)","(4.0, 4.8, 4.766666666666667)","(12.0, 32.0, 31.0)","(12.0, 13.5, 13.258620689655173)","(5.0, 6.6, 6.44)","(101.0, 170.0, 165.71428571428572)"
10-01-2023 13:17:59.951433,"(101.0, 200.0, 191.42857142857142)","(14.0, 22.0, 21.11111111111111)","(8.0, 8.0, 7.861538461538461)","(31.0, 42.0, 41.81818181818182)","(21.0, 36.0, 35.84615384615385)","(101.0, 260.0, 244.0)","(2.7, 3.6, 3.521153846153846)","(4.0, 4.8, 4.766666666666667)","(12.0, 32.0, 31.0)","(12.0, 13.5, 13.258620689655173)","(5.0, 6.6, 6.44)","(101.0, 170.0, 165.71428571428572)"
10-01-2023 13:18:01.411569,"(101.0, 200.0, 180.52631578947367)","(14.0, 22.0, 21.11111111111111)","(8.0, 8.0, 7.861538461538461)","(31.0, 42.0, 41.904761904761905)","(21.0, 36.0, 35.84615384615385)","(101.0, 260.0, 246.66666666666669)","(2.7, 3.6, 3.517)","(4.0, 4.8, 4.766666666666667)","(12.0, 32.0, 30.666666666666668)","(12.0, 13.5, 13.258620689655173)","(5.0, 6.6, 6.44)","(101.0, 170.0, 165.71428571428572)"
10-01-2023 13:18:02.852633,"(101.0, 210.0, 180.52631578947367)","(14.0, 22.0, 21.11111111111111)","(8.0, 8.0, 7.861538461538461)","(31.0, 42.0, 41.904761904761905)","(21.0, 36.0, 35.84615384615385)","(101.0, 260.0, 246.66666666666669)","(2.7, 3.55, 3.5076923076923077)","(4.0, 4.8, 4.766666666666667)","(12.0, 32.0, 34.72727272727273)","(12.0, 13.5, 13.258620689655173)","(5.0, 6.6, 6.44)","(101.0, 170.0, 173.33333333333331)"
10-01-2023 13:18:04.362310,"(101.0, 210.0, 180.52631578947367)","(14.0, 22.0, 21.11111111111111)","(8.0, 8.0, 7.861538461538461)","(31.0, 42.0, 41.904761904761905)","(21.0, 36.0, 35.84615384615385)","(101.0, 260.0, 246.66666666666669)","(2.7, 3.55, 3.480508474576271)","(4.0, 4.8, 4.766666666666667)","(12.0, 36.0, 34.8)","(12.0, 13.5, 13.258620689655173)","(5.0, 6.6, 6.44)","(101.0, 190.0, 173.33333333333331)"
10-01-2023 13:18:05.927302,"(101.0, 210.0, 180.52631578947367)","(14.0, 22.0, 21.11111111111111)","(8.0, 8.0, 7.8875)","(31.0, 42.0, 41.904761904761905)","(21.0, 36.0, 35.84615384615385)","(101.0, 260.0, 246.66666666666669)","(2.7, 3.5, 3.4833333333333334)","(4.0, 4.8, 4.766666666666667)","(13.0, 36.0, 35.14285714285714)","(12.0, 13.5, 13.15)","(5.0, 6.6, 6.538461538461538)","(101.0, 190.0, 173.33333333333331)"
10-01-2023 13:18:07.463737,"(101.0, 210.0, 180.52631578947367)","(14.0, 22.0, 21.11111111111111)","(8.0, 8.0, 7.9)","(31.0, 42.0, 41.904761904761905)","(21.0, 36.0, 35.84615384615385)","(101.0, 260.0, 246.66666666666669)","(2.7, 3.5, 3.4833333333333334)","(4.0, 4.8, 4.788333333333333)","(13.0, 36.0, 34.36363636363636)","(12.0, 13.5, 13.15)","(5.0, 6.6, 6.538461538461538)","(101.0, 190.0, 173.33333333333331)"
10-01-2023 13:18:08.989871,"(101.0, 210.0, 180.52631578947367)","(14.0, 22.0, 21.11111111111111)","(8.0, 8.0, 7.8)","(31.0, 42.0, 41.904761904761905)","(21.0, 36.0, 35.84615384615385)","(101.0, 260.0, 246.66666666666669)","(2.7, 3.5, 3.4787037037037036)","(4.0, 4.8, 4.788333333333333)","(13.0, 38.0, 35.333333333333336)","(12.0, 13.5, 13.136363636363637)","(5.0, 6.6, 6.538461538461538)","(101.0, 190.0, 173.33333333333331)"
10-01-2023 13:18:10.457073,"(101.0, 210.0, 180.52631578947367)","(14.0, 22.0, 21.384615384615383)","(8.0, 8.0, 7.8)","(31.0, 42.0, 41.81818181818182)","(21.0, 36.0, 35.666666666666664)","(101.0, 260.0, 246.66666666666669)","(2.7, 3.5, 3.4787037037037036)","(4.0, 4.8, 4.788333333333333)","(13.0, 38.0, 35.333333333333336)","(12.0, 13.5, 13.055555555555555)","(5.0, 6.6, 6.538461538461538)","(101.0, 190.0, 173.33333333333331)"
10-01-2023 13:18:11.879244,"(101.0, 210.0, 180.52631578947367)","(14.0, 22.0, 21.384615384615383)","(8.0, 8.0, 7.8)","(31.0, 42.0, 40.90909090909091)","(21.0, 36.0, 35.666666666666664)","(101.0, 260.0, 246.66666666666669)","(2.7, 3.5, 3.4787037037037036)","(4.0, 4.8, 4.788333333333333)","(13.0, 38.0, 35.333333333333336)","(12.0, 13.5, 13.041666666666666)","(5.0, 6.6, 6.564102564102564)","(101.0, 190.0, 173.33333333333331)"
10-01-2023 13:18:13.329949,"(101.0, 210.0, 180.52631578947367)","(14.0, 22.0, 21.384615384615383)","(8.0, 8.0, 7.978571428571429)","(31.0, 42.0, 39.6)","(21.0, 36.0, 35.666666666666664)","(101.0, 260.0, 246.66666666666669)","(2.7, 3.5, 3.4765306122448982)","(4.0, 4.8, 4.788333333333333)","(13.0, 38.0, 35.333333333333336)","(12.0, 13.5, 13.035714285714286)","(5.0, 6.8, 6.552380952380952)","(101.0, 190.0, 173.33333333333331)"
10-01-2023 13:18:14.829698,"(101.0, 210.0, 180.52631578947367)","(14.0, 22.0, 21.238095238095237)","(8.0, 8.0, 8.013333333333334)","(31.0, 42.0, 39.0)","(21.0, 36.0, 35.666666666666664)","(101.0, 260.0, 246.66666666666669)","(2.7, 3.5, 3.4765306122448982)","(4.0, 4.8, 4.788333333333333)","(13.0, 38.0, 35.333333333333336)","(12.0, 13.5, 13.035714285714286)","(5.0, 6.8, 6.552380952380952)","(101.0, 190.0, 173.33333333333331)"
10-01-2023 13:18:16.365973,"(101.0, 210.0, 180.52631578947367)","(14.0, 22.0, 21.083333333333332)","(8.0, 8.2, 8.164102564102564)","(31.0, 42.0, 39.0)","(21.0, 36.0, 35.84615384615385)","(101.0, 260.0, 246.66666666666669)","(2.7, 3.5, 3.4745283018867927)","(4.0, 4.8, 4.748181818181818)","(13.0, 38.0, 35.333333333333336)","(12.0, 13.5, 13.035714285714286)","(5.0, 6.8, 6.552380952380952)","(101.0, 190.0, 173.33333333333331)"
10-01-2023 13:18:17.880064,"(101.0, 210.0, 180.52631578947367)","(14.0, 22.0, 21.083333333333332)","(8.0, 8.2, 8.028571428571428)","(31.0, 42.0, 39.6)","(21.0, 36.0, 35.53846153846154)","(101.0, 260.0, 195.0)","(2.7, 3.5, 3.4745283018867927)","(4.0, 4.8, 4.743564356435644)","(13.0, 38.0, 35.333333333333336)","(12.0, 13.5, 12.909090909090908)","(5.0, 6.8, 6.573913043478261)","(101.0, 190.0, 152.5)"
10-01-2023 13:18:19.407851,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(8.0, 8.4, 8.025806451612903)","(31.0, 42.0, 39.6)","(21.0, 36.0, 35.53846153846154)","(101.0, 260.0, 195.0)","(2.7, 3.5, 3.4765306122448982)","(4.0, 4.8, 4.722972972972973)","(13.0, 38.0, 48.5)","(12.0, 13.0, 12.916666666666666)","(5.0, 6.8, 6.586046511627907)","(101.0, 190.0, 152.5)"
10-01-2023 13:18:20.819854,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(8.0, 8.4, 8.025806451612903)","(31.0, 42.0, 39.0)","(21.0, 36.0, 35.53846153846154)","(101.0, 260.0, 195.0)","(2.7, 3.5, 3.4765306122448982)","(4.0, 4.8, 4.722972972972973)","(13.0, 65.0, 39.0)","(12.0, 13.0, 12.916666666666666)","(5.0, 6.8, 6.573913043478261)","(101.0, 190.0, 152.5)"
10-01-2023 13:18:22.253154,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(8.0, 8.4, 8.06857142857143)","(31.0, 42.0, 39.6)","(21.0, 36.0, 35.53846153846154)","(101.0, 260.0, 195.0)","(2.7, 3.5, 3.4718750000000003)","(4.0, 4.8, 4.722972972972973)","(13.0, 60.0, 36.6)","(12.0, 13.0, 13.605263157894736)","(5.0, 6.8, 6.573913043478261)","(101.0, 190.0, 152.5)"
10-01-2023 13:18:23.709937,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(8.0, 8.4, 8.145454545454545)","(31.0, 42.0, 39.0)","(21.0, 36.0, 35.53846153846154)","(101.0, 260.0, 170.0)","(2.7, 3.5, 3.398979591836735)","(4.0, 4.8, 4.73936170212766)","(13.0, 55.0, 36.5)","(12.0, 14.0, 13.333333333333334)","(5.0, 6.8, 6.573913043478261)","(101.0, 190.0, 152.5)"
10-01-2023 13:18:25.788131,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(8.0, 8.2, 7.99375)","(31.0, 42.0, 40.5)","(21.0, 36.0, 35.53846153846154)","(101.0, 250.0, 150.0)","(2.7, 3.45, 3.4028301886792454)","(4.0, 4.8, 4.73936170212766)","(13.0, 48.0, 40.0)","(12.0, 14.0, 13.333333333333334)","(5.0, 6.8, 6.586046511627907)","(101.0, 190.0, 152.5)"
10-01-2023 13:18:27.911524,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(8.0, 8.0, 7.99375)","(31.0, 42.0, 40.90909090909091)","(21.0, 36.0, 35.14285714285714)","(101.0, 250.0, 190.0)","(2.7, 3.45, 3.3931818181818185)","(4.0, 4.9, 4.80125)","(13.0, 48.0, 46.666666666666664)","(12.0, 14.0, 13.333333333333334)","(5.0, 6.8, 6.586046511627907)","(101.0, 190.0, 152.5)"
10-01-2023 13:18:29.591410,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(8.0, 8.0, 7.99375)","(31.0, 42.0, 40.90909090909091)","(21.0, 36.0, 35.14285714285714)","(101.0, 250.0, 190.0)","(2.7, 3.45, 3.3931818181818185)","(4.0, 4.9, 4.801449275362319)","(13.0, 48.0, 43.0)","(12.0, 14.0, 13.333333333333334)","(5.0, 6.8, 6.685714285714286)","(101.0, 190.0, 160.0)"
10-01-2023 13:18:31.159039,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(8.0, 8.0, 7.994594594594594)","(31.0, 42.0, 40.90909090909091)","(21.0, 36.0, 34.0)","(101.0, 250.0, 190.0)","(2.7, 3.4, 3.373684210526316)","(4.0, 4.9, 4.756084656084656)","(13.0, 48.0, 40.0)","(12.0, 14.0, 13.333333333333334)","(5.0, 6.8, 6.685714285714286)","(101.0, 180.0, 160.0)"
10-01-2023 13:18:32.887112,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(8.0, 8.4, 8.296969696969697)","(31.0, 42.0, 36.666666666666664)","(21.0, 36.0, 34.0)","(101.0, 250.0, 170.0)","(2.7, 3.4, 3.373684210526316)","(4.0, 4.9, 4.756084656084656)","(13.0, 48.0, 40.0)","(12.0, 14.0, 13.333333333333334)","(5.0, 6.8, 6.685714285714286)","(101.0, 180.0, 160.0)"
10-01-2023 13:18:34.809304,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(8.0, 8.4, 8.296969696969697)","(31.0, 42.0, 36.30769230769231)","(21.0, 36.0, 34.0)","(101.0, 250.0, 170.0)","(2.7, 3.4, 3.3739999999999997)","(4.0, 4.9, 4.756084656084656)","(13.0, 48.0, 46.54545454545455)","(12.0, 14.0, 13.333333333333334)","(5.0, 6.8, 6.788235294117647)","(101.0, 180.0, 160.0)"
10-01-2023 13:18:36.726336,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(8.0, 8.4, 8.337931034482757)","(31.0, 40.0, 37.09090909090909)","(21.0, 36.0, 34.0)","(101.0, 250.0, 170.0)","(2.7, 3.4, 3.3739999999999997)","(4.0, 4.9, 4.756084656084656)","(13.0, 48.0, 46.54545454545455)","(12.0, 14.0, 13.333333333333334)","(5.0, 7.0, 6.771428571428571)","(101.0, 180.0, 160.0)"
10-01-2023 13:18:38.293942,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(8.0, 8.6, 8.381818181818181)","(31.0, 40.0, 37.09090909090909)","(21.0, 36.0, 34.0)","(101.0, 250.0, 170.0)","(2.7, 3.4, 3.3739999999999997)","(4.0, 4.9, 4.756084656084656)","(13.0, 48.0, 42.0)","(12.0, 14.0, 13.333333333333334)","(5.0, 7.0, 6.771428571428571)","(101.0, 180.0, 160.0)"
10-01-2023 13:18:39.903621,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(8.0, 8.6, 8.123076923076923)","(31.0, 40.0, 37.09090909090909)","(21.0, 36.0, 34.0)","(101.0, 250.0, 180.0)","(2.7, 3.4, 3.371111111111111)","(4.0, 4.9, 4.756084656084656)","(13.0, 48.0, 42.0)","(12.0, 14.0, 13.333333333333334)","(5.0, 7.0, 6.771428571428571)","(101.0, 180.0, 160.0)"
10-01-2023 13:18:41.637034,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(8.0, 8.2, 8.189473684210526)","(31.0, 40.0, 37.09090909090909)","(21.0, 36.0, 34.0)","(101.0, 230.0, 180.0)","(2.7, 3.4, 3.371111111111111)","(4.0, 4.9, 4.756084656084656)","(13.0, 48.0, 46.54545454545455)","(12.0, 14.0, 13.333333333333334)","(5.0, 7.0, 6.771428571428571)","(101.0, 180.0, 160.0)"
10-01-2023 13:18:43.336538,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(8.0, 8.2, 8.191304347826087)","(31.0, 40.0, 37.09090909090909)","(21.0, 36.0, 34.0)","(101.0, 230.0, 180.0)","(2.7, 3.4, 3.371111111111111)","(4.0, 4.9, 4.756084656084656)","(13.0, 48.0, 37.0)","(12.0, 14.0, 13.333333333333334)","(5.0, 7.0, 6.771428571428571)","(101.0, 180.0, 160.0)"
10-01-2023 13:18:45.139043,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(8.0, 8.2, 8.191304347826087)","(31.0, 40.0, 35.23076923076923)","(21.0, 36.0, 34.0)","(101.0, 230.0, 180.0)","(2.7, 3.4, 3.371111111111111)","(4.0, 4.9, 4.738095238095238)","(13.0, 38.0, 44.85714285714286)","(12.0, 14.0, 13.416666666666666)","(5.0, 7.0, 6.771428571428571)","(101.0, 180.0, 160.0)"
10-01-2023 13:18:46.791594,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(8.0, 8.2, 8.191304347826087)","(31.0, 38.0, 35.75)","(21.0, 36.0, 34.0)","(101.0, 230.0, 180.0)","(2.7, 3.4, 3.3674999999999997)","(4.0, 4.9, 4.738095238095238)","(13.0, 50.0, 44.85714285714286)","(12.0, 14.0, 13.333333333333334)","(5.0, 7.0, 6.771428571428571)","(101.0, 180.0, 160.0)"
10-01-2023 13:18:48.617086,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(8.0, 8.2, 8.191304347826087)","(31.0, 38.0, 35.75)","(21.0, 36.0, 34.0)","(101.0, 230.0, 180.0)","(2.7, 3.4, 3.372340425531915)","(4.0, 4.9, 4.738095238095238)","(13.0, 50.0, 44.85714285714286)","(12.0, 14.0, 13.416666666666666)","(5.0, 7.0, 6.771428571428571)","(101.0, 180.0, 160.0)"
10-01-2023 13:18:50.443569,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(7.5, 8.2, 8.293333333333333)","(31.0, 38.0, 35.75)","(21.0, 36.0, 34.0)","(101.0, 230.0, 180.0)","(2.7, 3.4, 3.372340425531915)","(4.0, 4.9, 4.738095238095238)","(13.0, 50.0, 44.0)","(12.0, 14.0, 13.416666666666666)","(5.0, 7.0, 6.771428571428571)","(101.0, 180.0, 160.0)"
10-01-2023 13:18:52.043476,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(7.5, 8.4, 8.330434782608696)","(31.0, 38.0, 35.75)","(21.0, 36.0, 34.0)","(101.0, 230.0, 156.66666666666666)","(2.7, 3.4, 3.372340425531915)","(4.0, 4.9, 4.737426900584795)","(13.0, 50.0, 44.0)","(12.0, 14.0, 13.333333333333334)","(5.0, 7.0, 6.8)","(101.0, 180.0, 160.0)"
10-01-2023 13:18:53.637697,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(7.5, 8.4, 8.272)","(31.0, 38.0, 35.75)","(21.0, 36.0, 34.0)","(101.0, 290.0, 156.66666666666666)","(2.7, 3.4, 3.372340425531915)","(4.0, 4.9, 4.737426900584795)","(13.0, 50.0, 44.0)","(12.0, 14.0, 13.333333333333334)","(5.0, 7.0, 6.8)","(101.0, 180.0, 160.0)"
10-01-2023 13:18:55.207455,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 21.083333333333332)","(7.5, 8.4, 8.293333333333333)","(31.0, 38.0, 32.857142857142854)","(21.0, 36.0, 34.0)","(101.0, 290.0, 180.0)","(2.7, 3.4, 3.372340425531915)","(4.0, 4.9, 4.737426900584795)","(13.0, 50.0, 44.8)","(12.0, 14.0, 13.416666666666666)","(5.0, 7.0, 6.8)","(101.0, 180.0, 160.0)"
10-01-2023 13:18:56.770388,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 20.625)","(7.5, 8.4, 8.293333333333333)","(31.0, 38.0, 35.1764705882353)","(21.0, 36.0, 34.0)","(101.0, 280.0, 260.0)","(2.7, 3.4, 3.372340425531915)","(4.0, 4.9, 4.737426900584795)","(13.0, 48.0, 44.8)","(12.0, 14.0, 13.416666666666666)","(5.0, 7.0, 6.8)","(101.0, 180.0, 160.0)"
10-01-2023 13:18:58.243952,"(101.0, 210.0, 172.66666666666666)","(14.0, 22.0, 20.625)","(7.5, 8.4, 8.293333333333333)","(31.0, 38.0, 35.1764705882353)","(21.0, 36.0, 34.0)","(101.0, 280.0, 260.0)","(2.7, 3.4, 3.372340425531915)","(4.0, 4.9, 4.737426900584795)","(13.0, 48.0, 41.84615384615385)","(12.0, 14.0, 13.416666666666666)","(5.0, 7.0, 6.8)","(101.0, 180.0, 160.0)"
10-01-2023 13:18:59.969565,"(101.0, 210.0, 163.33333333333334)","(14.0, 22.0, 20.625)","(7.5, 8.4, 8.283870967741937)","(31.0, 38.0, 34.142857142857146)","(21.0, 36.0, 34.0)","(101.0, 270.0, 244.28571428571428)","(2.7, 3.4, 3.369047619047619)","(4.0, 4.9, 4.737426900584795)","(13.0, 48.0, 44.44444444444444)","(12.0, 14.0, 13.416666666666666)","(5.0, 7.0, 6.8)","(101.0, 180.0, 160.0)"
