,Lady Adele,Middle Child,Miss Illuminate,Pants On Fire,Sockastar,Bella Tesoro,Cannoli,Harper Rae,Hear Me Out,Lady Shalaa,Thida,Two Gets You Five
10-01-2023 13:14:37.315530,"(101.0, 200.0, 160.0)","(14.0, 17.5, 17.38)","(8.0, 9.4, 9.142857142857144)","(31.0, 60.0, 47.142857142857146)","(21.0, 36.0, 31.5)","(101.0, 310.0, 266.6666666666667)","(2.7, 3.35, 3.307894736842105)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 31.0)","(13.0, 17.0, 16.105263157894736)","(4.8, 6.8, 6.608695652173913)","(101.0, 170.0, 140.0)"
10-01-2023 13:14:38.909066,"(101.0, 200.0, 160.0)","(14.0, 17.5, 17.38)","(8.0, 9.4, 9.142857142857144)","(31.0, 60.0, 47.142857142857146)","(21.0, 36.0, 31.5)","(101.0, 310.0, 266.6666666666667)","(2.7, 3.35, 3.307894736842105)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 31.0)","(13.0, 17.0, 16.105263157894736)","(4.8, 6.8, 6.608695652173913)","(101.0, 170.0, 140.0)"
10-01-2023 13:14:40.502721,"(101.0, 200.0, 160.0)","(14.0, 17.5, 17.442857142857143)","(8.0, 9.4, 9.35)","(31.0, 60.0, 43.333333333333336)","(21.0, 36.0, 31.5)","(101.0, 310.0, 266.6666666666667)","(2.7, 3.35, 3.255)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 30.333333333333332)","(13.0, 17.0, 16.105263157894736)","(4.8, 6.8, 6.608695652173913)","(101.0, 170.0, 140.0)"
10-01-2023 13:14:42.136487,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.442857142857143)","(8.0, 9.4, 9.35)","(31.0, 60.0, 43.333333333333336)","(21.0, 36.0, 31.5)","(101.0, 310.0, 266.6666666666667)","(2.7, 3.3, 3.24375)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 30.333333333333332)","(13.0, 17.0, 16.105263157894736)","(4.8, 6.8, 6.608695652173913)","(101.0, 170.0, 140.0)"
10-01-2023 13:14:43.873802,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.442857142857143)","(8.0, 9.4, 9.35)","(31.0, 60.0, 43.333333333333336)","(21.0, 36.0, 32.666666666666664)","(101.0, 310.0, 266.6666666666667)","(2.7, 3.3, 3.24375)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 30.333333333333332)","(13.0, 17.0, 16.105263157894736)","(4.8, 6.8, 6.608695652173913)","(101.0, 170.0, 140.0)"
10-01-2023 13:14:45.467799,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.442857142857143)","(8.0, 9.4, 9.35)","(31.0, 60.0, 43.333333333333336)","(21.0, 38.0, 32.666666666666664)","(101.0, 310.0, 266.6666666666667)","(2.7, 3.3, 3.24375)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 30.333333333333332)","(13.0, 17.0, 16.105263157894736)","(4.8, 6.8, 6.608695652173913)","(101.0, 170.0, 140.0)"
10-01-2023 13:14:47.022796,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.1875)","(8.0, 9.4, 9.35)","(31.0, 60.0, 43.333333333333336)","(21.0, 38.0, 31.77777777777778)","(101.0, 310.0, 266.6666666666667)","(2.7, 3.3, 3.24375)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 30.333333333333332)","(13.0, 17.0, 16.105263157894736)","(4.8, 6.8, 6.608695652173913)","(101.0, 170.0, 140.0)"
10-01-2023 13:14:48.720835,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.1875)","(8.0, 9.4, 9.35)","(31.0, 60.0, 43.333333333333336)","(21.0, 38.0, 34.0)","(101.0, 310.0, 266.6666666666667)","(2.7, 3.3, 3.24375)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 31.166666666666668)","(13.0, 17.0, 16.0)","(4.8, 6.8, 6.608695652173913)","(101.0, 170.0, 140.0)"
10-01-2023 13:14:50.334167,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.1875)","(8.0, 9.4, 9.35)","(31.0, 60.0, 43.333333333333336)","(21.0, 36.0, 34.0)","(101.0, 310.0, 266.6666666666667)","(2.7, 3.3, 3.24375)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 31.166666666666668)","(13.0, 16.5, 16.0)","(4.8, 6.8, 6.608695652173913)","(101.0, 170.0, 140.0)"
10-01-2023 13:14:52.047139,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.1875)","(8.0, 9.4, 9.35)","(31.0, 60.0, 43.333333333333336)","(21.0, 36.0, 34.0)","(101.0, 310.0, 266.6666666666667)","(2.7, 3.3, 3.24375)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 30.571428571428573)","(13.0, 16.5, 16.0)","(4.8, 6.8, 6.608695652173913)","(101.0, 170.0, 140.0)"
10-01-2023 13:14:53.645841,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.1875)","(8.0, 9.4, 9.35)","(31.0, 60.0, 43.333333333333336)","(21.0, 36.0, 33.0)","(101.0, 310.0, 266.6666666666667)","(2.7, 3.3, 3.24375)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 30.571428571428573)","(13.0, 16.5, 16.0)","(4.8, 6.8, 6.608695652173913)","(101.0, 170.0, 140.0)"
10-01-2023 13:14:55.266763,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.1875)","(8.0, 9.4, 9.35)","(31.0, 60.0, 43.333333333333336)","(21.0, 36.0, 34.0)","(101.0, 310.0, 266.6666666666667)","(2.7, 3.3, 3.2795454545454543)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 30.571428571428573)","(13.0, 16.5, 16.0)","(4.8, 7.0, 6.71304347826087)","(101.0, 170.0, 140.0)"
10-01-2023 13:14:56.895512,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.1875)","(8.0, 9.4, 9.292307692307693)","(31.0, 60.0, 43.333333333333336)","(21.0, 36.0, 33.0)","(101.0, 310.0, 266.6666666666667)","(2.7, 3.3, 3.3011627906976746)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 30.571428571428573)","(13.0, 16.5, 16.0)","(4.8, 7.0, 6.71304347826087)","(101.0, 170.0, 140.0)"
10-01-2023 13:14:58.530809,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.1875)","(8.0, 9.6, 9.176470588235293)","(31.0, 60.0, 43.333333333333336)","(21.0, 36.0, 31.789473684210527)","(101.0, 310.0, 266.6666666666667)","(2.7, 3.35, 3.3011627906976746)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 30.571428571428573)","(13.0, 16.5, 16.0)","(4.8, 7.0, 6.71304347826087)","(101.0, 170.0, 140.0)"
10-01-2023 13:15:00.149071,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.1875)","(8.0, 9.6, 9.176470588235293)","(31.0, 60.0, 43.333333333333336)","(21.0, 36.0, 34.68852459016394)","(101.0, 310.0, 266.6666666666667)","(2.7, 3.35, 3.307894736842105)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 30.571428571428573)","(13.0, 16.5, 16.0)","(4.8, 7.0, 6.71304347826087)","(101.0, 170.0, 140.0)"
10-01-2023 13:15:02.001742,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.1875)","(8.0, 9.6, 9.176470588235293)","(31.0, 60.0, 43.333333333333336)","(21.0, 36.0, 34.68852459016394)","(101.0, 310.0, 266.6666666666667)","(2.7, 3.35, 3.307894736842105)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 30.571428571428573)","(13.0, 16.5, 16.0)","(4.8, 7.0, 6.71304347826087)","(101.0, 170.0, 140.0)"
10-01-2023 13:15:03.859983,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.1875)","(8.0, 9.6, 9.078260869565218)","(31.0, 60.0, 50.90909090909091)","(21.0, 36.0, 34.68852459016394)","(101.0, 310.0, 266.6666666666667)","(2.7, 3.35, 3.307894736842105)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 30.571428571428573)","(13.0, 16.5, 16.0)","(4.8, 7.0, 6.823529411764706)","(101.0, 170.0, 140.0)"
10-01-2023 13:15:05.728357,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.1875)","(8.0, 9.6, 9.142857142857144)","(31.0, 60.0, 50.90909090909091)","(21.0, 36.0, 34.68852459016394)","(101.0, 310.0, 214.28571428571428)","(2.7, 3.35, 3.307894736842105)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 31.0)","(13.0, 16.5, 15.9)","(4.8, 7.0, 6.823529411764706)","(101.0, 160.0, 146.66666666666666)"
10-01-2023 13:15:07.531887,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.1875)","(8.0, 9.4, 9.142857142857144)","(31.0, 60.0, 50.90909090909091)","(21.0, 36.0, 32.0)","(101.0, 300.0, 214.28571428571428)","(2.7, 3.35, 3.307894736842105)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 31.0)","(13.0, 16.5, 15.9)","(4.8, 7.0, 6.823529411764706)","(101.0, 160.0, 146.66666666666666)"
10-01-2023 13:15:09.302816,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.1875)","(8.0, 9.4, 9.142857142857144)","(31.0, 60.0, 50.90909090909091)","(21.0, 34.0, 31.454545454545453)","(101.0, 300.0, 214.28571428571428)","(2.7, 3.35, 3.3015151515151517)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 31.0)","(13.0, 16.5, 15.9)","(4.8, 7.0, 6.823529411764706)","(101.0, 160.0, 146.66666666666666)"
10-01-2023 13:15:10.970361,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.1875)","(8.0, 9.4, 9.142857142857144)","(31.0, 60.0, 50.90909090909091)","(21.0, 34.0, 31.454545454545453)","(101.0, 300.0, 255.0)","(2.7, 3.35, 3.297222222222222)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 31.0)","(13.0, 16.5, 15.9)","(4.8, 7.0, 6.823529411764706)","(101.0, 160.0, 146.66666666666666)"
10-01-2023 13:15:12.668763,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.1875)","(8.0, 9.4, 9.142857142857144)","(31.0, 60.0, 50.90909090909091)","(21.0, 34.0, 31.454545454545453)","(101.0, 330.0, 255.0)","(2.7, 3.35, 3.297222222222222)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 31.0)","(13.0, 16.5, 15.9)","(4.8, 7.0, 6.823529411764706)","(101.0, 160.0, 146.66666666666666)"
10-01-2023 13:15:14.298759,"(101.0, 200.0, 147.5)","(14.0, 18.0, 17.535714285714285)","(8.0, 9.4, 9.120000000000001)","(31.0, 60.0, 46.666666666666664)","(21.0, 34.0, 31.333333333333332)","(101.0, 330.0, 250.0)","(2.7, 3.35, 3.2887096774193547)","(4.0, 4.8, 4.715648854961832)","(11.0, 32.0, 31.0625)","(13.0, 16.5, 15.9)","(4.8, 7.0, 6.823529411764706)","(101.0, 160.0, 146.66666666666666)"
10-01-2023 13:15:16.030487,"(101.0, 200.0, 147.5)","(14.0, 18.0, 17.535714285714285)","(8.0, 9.4, 9.120000000000001)","(31.0, 60.0, 46.666666666666664)","(21.0, 34.0, 31.454545454545453)","(101.0, 320.0, 250.0)","(2.7, 3.35, 3.2875)","(4.0, 4.8, 4.716603773584906)","(11.0, 32.0, 31.0625)","(13.0, 16.5, 15.863636363636363)","(4.8, 6.8, 6.769230769230769)","(101.0, 160.0, 146.66666666666666)"
10-01-2023 13:15:17.655332,"(101.0, 200.0, 147.5)","(13.0, 18.0, 17.535714285714285)","(8.0, 9.4, 9.120000000000001)","(31.0, 60.0, 46.666666666666664)","(21.0, 34.0, 31.454545454545453)","(101.0, 320.0, 250.0)","(2.7, 3.35, 3.2875)","(4.0, 4.8, 4.716603773584906)","(12.0, 32.0, 31.0625)","(12.0, 16.5, 15.863636363636363)","(5.0, 6.8, 6.769230769230769)","(101.0, 160.0, 146.66666666666666)"
10-01-2023 13:15:19.370882,"(101.0, 200.0, 147.5)","(13.0, 18.0, 17.535714285714285)","(8.0, 9.4, 9.120000000000001)","(31.0, 60.0, 46.666666666666664)","(21.0, 34.0, 31.77777777777778)","(101.0, 320.0, 250.0)","(2.7, 3.35, 3.2875)","(4.0, 4.8, 4.716603773584906)","(12.0, 32.0, 31.0625)","(12.0, 16.5, 15.863636363636363)","(5.0, 6.8, 6.769230769230769)","(101.0, 160.0, 146.66666666666666)"
10-01-2023 13:15:21.044498,"(101.0, 200.0, 147.5)","(13.0, 18.0, 17.535714285714285)","(8.0, 9.4, 9.120000000000001)","(31.0, 60.0, 46.666666666666664)","(21.0, 34.0, 31.333333333333332)","(101.0, 320.0, 245.0)","(2.7, 3.35, 3.2875)","(4.0, 4.8, 4.716603773584906)","(12.0, 32.0, 31.0625)","(12.0, 16.5, 15.863636363636363)","(5.0, 6.8, 6.769230769230769)","(101.0, 160.0, 153.33333333333334)"
10-01-2023 13:15:23.198704,"(101.0, 200.0, 147.5)","(13.0, 18.0, 17.535714285714285)","(8.0, 9.4, 9.120000000000001)","(31.0, 60.0, 46.666666666666664)","(21.0, 34.0, 31.333333333333332)","(101.0, 310.0, 245.0)","(2.7, 3.35, 3.2928571428571427)","(4.0, 4.8, 4.701010101010101)","(12.0, 32.0, 29.5)","(12.0, 16.5, 15.863636363636363)","(5.0, 6.8, 6.769230769230769)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:24.912046,"(101.0, 200.0, 147.5)","(13.0, 18.0, 17.535714285714285)","(8.0, 9.4, 9.120000000000001)","(31.0, 60.0, 46.666666666666664)","(21.0, 34.0, 30.88888888888889)","(101.0, 310.0, 245.0)","(2.7, 3.35, 3.306756756756757)","(4.0, 4.8, 4.701010101010101)","(12.0, 32.0, 29.5)","(12.0, 16.5, 15.863636363636363)","(5.0, 6.8, 6.769230769230769)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:26.511365,"(101.0, 200.0, 147.5)","(13.0, 18.0, 17.2)","(8.0, 9.4, 9.22857142857143)","(31.0, 60.0, 46.666666666666664)","(21.0, 32.0, 30.88888888888889)","(101.0, 310.0, 245.0)","(2.7, 3.35, 3.3653846153846154)","(4.0, 4.8, 4.641935483870967)","(12.0, 32.0, 29.5)","(12.0, 16.5, 15.863636363636363)","(5.0, 6.8, 6.769230769230769)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:28.005819,"(101.0, 200.0, 147.5)","(13.0, 17.5, 17.0)","(8.0, 9.4, 9.22857142857143)","(31.0, 60.0, 52.72727272727273)","(21.0, 32.0, 30.88888888888889)","(101.0, 310.0, 245.0)","(2.7, 3.4, 3.375)","(4.0, 4.7, 4.641935483870967)","(12.0, 32.0, 29.3)","(12.0, 16.5, 15.863636363636363)","(5.0, 6.8, 6.769230769230769)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:29.569347,"(101.0, 200.0, 147.5)","(13.0, 17.5, 17.0)","(8.0, 9.4, 9.22857142857143)","(31.0, 60.0, 52.72727272727273)","(21.0, 32.0, 30.88888888888889)","(101.0, 310.0, 245.0)","(2.7, 3.45, 3.375)","(4.0, 4.7, 4.641935483870967)","(12.0, 32.0, 29.5)","(12.0, 16.5, 15.863636363636363)","(5.0, 6.8, 6.769230769230769)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:31.240729,"(101.0, 200.0, 147.5)","(13.0, 17.5, 17.2)","(8.0, 9.4, 9.314285714285715)","(31.0, 60.0, 52.72727272727273)","(21.0, 32.0, 30.88888888888889)","(101.0, 310.0, 245.0)","(2.7, 3.45, 3.425)","(4.0, 4.7, 4.609999999999999)","(12.0, 32.0, 29.5)","(12.0, 16.5, 15.863636363636363)","(5.0, 6.4, 6.260869565217392)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:32.965616,"(101.0, 200.0, 147.5)","(13.0, 17.5, 17.26923076923077)","(8.0, 9.4, 9.284210526315789)","(31.0, 60.0, 48.333333333333336)","(21.0, 32.0, 31.09090909090909)","(101.0, 310.0, 245.0)","(2.7, 3.45, 3.470833333333333)","(4.0, 4.7, 4.609999999999999)","(12.0, 32.0, 29.75)","(12.0, 16.5, 16.0)","(5.0, 6.4, 6.2)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:34.608156,"(101.0, 200.0, 147.5)","(13.0, 17.5, 17.323529411764707)","(8.0, 9.6, 9.299999999999999)","(31.0, 60.0, 48.333333333333336)","(21.0, 32.0, 31.09090909090909)","(101.0, 310.0, 245.0)","(2.7, 3.5, 3.4833333333333334)","(4.0, 4.7, 4.648076923076923)","(12.0, 32.0, 30.125)","(12.0, 16.5, 16.0)","(5.0, 6.4, 5.60301724137931)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:36.182758,"(101.0, 200.0, 160.0)","(13.0, 17.5, 17.26923076923077)","(8.0, 9.6, 9.299999999999999)","(31.0, 60.0, 48.333333333333336)","(21.0, 32.0, 31.333333333333332)","(101.0, 310.0, 245.0)","(2.7, 3.55, 3.5076923076923077)","(4.0, 4.7, 4.648076923076923)","(12.0, 32.0, 30.125)","(12.0, 16.5, 16.0)","(5.0, 5.8, 5.60301724137931)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:37.791714,"(101.0, 200.0, 160.0)","(13.0, 17.5, 17.26923076923077)","(8.0, 9.6, 9.299999999999999)","(31.0, 60.0, 48.333333333333336)","(21.0, 32.0, 31.333333333333332)","(101.0, 310.0, 245.0)","(2.7, 3.6, 3.5076923076923077)","(4.0, 4.7, 4.648076923076923)","(12.0, 32.0, 30.8)","(12.0, 16.5, 16.0)","(5.0, 5.7, 5.572727272727273)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:39.327321,"(101.0, 200.0, 160.0)","(13.0, 17.5, 17.26923076923077)","(8.0, 9.6, 9.299999999999999)","(31.0, 60.0, 48.333333333333336)","(21.0, 32.0, 31.333333333333332)","(101.0, 310.0, 245.0)","(2.7, 3.6, 3.533333333333333)","(4.0, 4.7, 4.648076923076923)","(12.0, 32.0, 31.25)","(12.0, 16.5, 16.0)","(5.0, 5.7, 5.572727272727273)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:40.980299,"(101.0, 200.0, 160.0)","(13.0, 17.5, 17.26923076923077)","(8.0, 9.6, 9.36)","(31.0, 60.0, 48.333333333333336)","(21.0, 32.0, 31.333333333333332)","(101.0, 310.0, 245.0)","(2.7, 3.6, 3.533333333333333)","(4.0, 4.7, 4.684745762711865)","(12.0, 32.0, 31.25)","(12.0, 16.5, 16.0)","(5.0, 5.7, 5.544444444444444)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:42.538392,"(101.0, 200.0, 160.0)","(13.0, 17.5, 17.26923076923077)","(8.0, 9.6, 9.36)","(31.0, 60.0, 48.333333333333336)","(21.0, 32.0, 31.333333333333332)","(101.0, 310.0, 245.0)","(2.7, 3.6, 3.55)","(4.0, 4.7, 4.685245901639345)","(12.0, 32.0, 31.25)","(12.0, 16.5, 16.0)","(5.0, 5.6, 5.463636363636364)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:44.190816,"(101.0, 200.0, 160.0)","(13.0, 17.5, 17.125)","(8.0, 9.6, 9.269767441860465)","(31.0, 60.0, 48.333333333333336)","(21.0, 32.0, 31.77777777777778)","(101.0, 310.0, 245.0)","(2.6, 3.6, 3.5555555555555554)","(4.0, 4.7, 4.685561497326203)","(12.0, 32.0, 30.666666666666668)","(12.0, 16.5, 16.0)","(5.0, 5.6, 5.463636363636364)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:45.767139,"(101.0, 200.0, 160.0)","(13.0, 17.5, 17.125)","(8.0, 9.8, 9.27142857142857)","(31.0, 60.0, 48.333333333333336)","(21.0, 34.0, 31.454545454545453)","(101.0, 310.0, 245.0)","(2.6, 3.6, 3.5555555555555554)","(4.0, 4.7, 4.685561497326203)","(12.0, 32.0, 30.666666666666668)","(12.0, 16.5, 16.0)","(5.0, 5.6, 5.463636363636364)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:47.379857,"(101.0, 200.0, 160.0)","(13.0, 17.5, 17.125)","(8.0, 9.8, 9.27142857142857)","(31.0, 60.0, 48.333333333333336)","(21.0, 34.0, 31.454545454545453)","(101.0, 310.0, 240.0)","(2.6, 3.6, 3.5693548387096774)","(4.0, 4.7, 4.685561497326203)","(12.0, 32.0, 30.666666666666668)","(12.0, 16.5, 16.0)","(5.0, 5.6, 5.463636363636364)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:48.973883,"(101.0, 200.0, 160.0)","(13.0, 17.5, 17.125)","(8.0, 9.8, 9.27142857142857)","(31.0, 60.0, 48.333333333333336)","(21.0, 34.0, 31.454545454545453)","(101.0, 300.0, 240.0)","(2.6, 3.65, 3.5693548387096774)","(4.0, 4.7, 4.685561497326203)","(12.0, 32.0, 30.666666666666668)","(12.0, 16.5, 16.0)","(5.0, 5.6, 5.463636363636364)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:50.597406,"(101.0, 200.0, 160.0)","(13.0, 17.5, 17.125)","(8.0, 9.8, 9.27142857142857)","(31.0, 60.0, 48.333333333333336)","(21.0, 34.0, 31.454545454545453)","(101.0, 300.0, 240.0)","(2.6, 3.65, 3.5693548387096774)","(4.0, 4.7, 4.685561497326203)","(12.0, 32.0, 30.666666666666668)","(12.0, 16.5, 15.916666666666666)","(5.0, 5.6, 5.463636363636364)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:52.268065,"(101.0, 200.0, 160.0)","(13.0, 17.5, 17.125)","(8.0, 9.8, 9.27142857142857)","(31.0, 60.0, 48.333333333333336)","(21.0, 34.0, 31.454545454545453)","(101.0, 300.0, 240.0)","(2.6, 3.65, 3.56)","(4.0, 4.7, 4.692777777777778)","(12.0, 32.0, 30.8)","(12.0, 16.5, 15.916666666666666)","(5.0, 5.6, 5.463636363636364)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:53.859397,"(101.0, 200.0, 160.0)","(13.0, 17.5, 17.125)","(8.0, 9.8, 9.27142857142857)","(31.0, 60.0, 48.333333333333336)","(21.0, 34.0, 31.454545454545453)","(101.0, 300.0, 240.0)","(2.6, 3.6, 3.56)","(4.0, 4.8, 4.692777777777778)","(12.0, 32.0, 29.0)","(12.0, 16.5, 15.916666666666666)","(5.0, 5.6, 5.463636363636364)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:55.447568,"(101.0, 200.0, 160.0)","(13.0, 17.5, 17.125)","(8.0, 9.8, 9.27142857142857)","(31.0, 60.0, 50.0)","(21.0, 34.0, 31.454545454545453)","(101.0, 300.0, 240.0)","(2.6, 3.6, 3.56)","(4.0, 4.8, 4.692777777777778)","(12.0, 32.0, 28.4)","(12.0, 16.5, 15.916666666666666)","(5.0, 5.6, 5.471794871794872)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:56.976048,"(101.0, 200.0, 160.0)","(13.0, 17.5, 17.125)","(8.0, 9.8, 9.27142857142857)","(31.0, 60.0, 50.0)","(21.0, 34.0, 31.391304347826086)","(101.0, 300.0, 240.0)","(2.6, 3.6, 3.56)","(4.0, 4.8, 4.692777777777778)","(12.0, 32.0, 28.4)","(12.0, 16.5, 15.916666666666666)","(5.0, 5.6, 5.4818181818181815)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:15:58.485660,"(101.0, 200.0, 160.0)","(13.0, 17.5, 17.125)","(8.0, 9.8, 9.27142857142857)","(31.0, 60.0, 50.0)","(21.0, 34.0, 31.391304347826086)","(101.0, 300.0, 240.0)","(2.6, 3.6, 3.56)","(4.0, 4.8, 4.692777777777778)","(12.0, 32.0, 28.4)","(12.0, 16.5, 15.916666666666666)","(5.0, 5.6, 5.4818181818181815)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:16:00.109802,"(101.0, 200.0, 160.0)","(13.0, 17.5, 17.125)","(8.0, 9.8, 9.27142857142857)","(31.0, 60.0, 50.0)","(21.0, 34.0, 31.391304347826086)","(101.0, 300.0, 240.0)","(2.6, 3.6, 3.56)","(4.0, 4.8, 4.692777777777778)","(12.0, 32.0, 28.4)","(12.0, 16.5, 15.916666666666666)","(5.0, 5.6, 5.4818181818181815)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:16:01.681819,"(101.0, 200.0, 160.0)","(13.0, 17.5, 17.125)","(8.0, 9.8, 9.27142857142857)","(31.0, 60.0, 50.0)","(21.0, 34.0, 31.391304347826086)","(101.0, 300.0, 240.0)","(2.6, 3.6, 3.56)","(4.0, 4.8, 4.692777777777778)","(12.0, 32.0, 28.4)","(12.0, 16.5, 15.916666666666666)","(5.0, 5.6, 5.51304347826087)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:16:03.395239,"(101.0, 200.0, 160.0)","(14.0, 17.5, 17.125)","(8.0, 9.8, 9.428571428571429)","(31.0, 60.0, 50.0)","(21.0, 34.0, 30.59090909090909)","(101.0, 300.0, 240.0)","(2.7, 3.6, 3.52)","(4.0, 4.8, 4.692777777777778)","(12.0, 32.0, 28.4)","(12.0, 16.5, 15.916666666666666)","(5.0, 5.6, 5.51304347826087)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:16:04.916555,"(101.0, 200.0, 160.0)","(14.0, 17.5, 17.125)","(8.0, 9.6, 9.428571428571429)","(31.0, 60.0, 50.0)","(21.0, 34.0, 30.59090909090909)","(101.0, 300.0, 240.0)","(2.7, 3.6, 3.5529411764705885)","(4.0, 4.8, 4.692777777777778)","(12.0, 32.0, 28.76923076923077)","(12.0, 16.5, 16.08823529411765)","(5.0, 5.6, 5.51304347826087)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:16:06.470846,"(101.0, 200.0, 160.0)","(14.0, 17.5, 17.53846153846154)","(8.0, 9.6, 9.352380952380951)","(31.0, 60.0, 55.45454545454545)","(21.0, 34.0, 32.333333333333336)","(101.0, 300.0, 240.0)","(2.7, 3.6, 3.47112676056338)","(4.0, 4.8, 4.723220973782771)","(12.0, 32.0, 28.76923076923077)","(12.0, 16.5, 16.08823529411765)","(5.0, 5.6, 5.51304347826087)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:16:08.260055,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.53846153846154)","(8.0, 9.6, 9.388235294117646)","(31.0, 60.0, 55.45454545454545)","(21.0, 34.0, 32.333333333333336)","(101.0, 300.0, 240.0)","(2.7, 3.55, 3.47112676056338)","(4.0, 4.8, 4.723220973782771)","(12.0, 32.0, 28.76923076923077)","(12.0, 16.5, 16.08823529411765)","(5.0, 5.6, 5.51304347826087)","(101.0, 170.0, 153.33333333333334)"
10-01-2023 13:16:09.967470,"(101.0, 200.0, 160.0)","(14.0, 18.0, 17.53846153846154)","(8.0, 9.6, 9.388235294117646)","(31.0, 60.0, 55.45454545454545)","(21.0, 34.0, 32.333333333333336)","(101.0, 300.0, 240.0)","(2.7, 3.55, 3.47112676056338)","(4.0, 4.8, 4.723220973782771)","(12.0, 32.0, 28.76923076923077)","(12.0, 16.5, 16.08823529411765)","(5.0, 5.6, 5.51304347826087)","(101.0, 170.0, 153.33333333333334)"
