,Impress Scarlett,Impress Patch,Vans Turbo,Inga Lenny,Chanko Girl,Inga Bluey,King Of All,Funky Felix
09-01-2023 16:07:26.064913,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 17.514285714285712)","(20.0, 70.0, 32.54545454545455)","(9.0, 17.0, 15.015384615384615)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:27.277650,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 17.514285714285712)","(20.0, 70.0, 32.54545454545455)","(9.0, 17.0, 15.015384615384615)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:28.484184,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 17.514285714285712)","(20.0, 70.0, 32.54545454545455)","(9.0, 17.0, 15.015384615384615)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:29.614763,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 32.54545454545455)","(9.0, 17.0, 15.015384615384615)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:30.640220,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 32.54545454545455)","(9.0, 17.0, 15.015384615384615)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:31.771253,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 32.54545454545455)","(9.0, 17.0, 15.015384615384615)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:32.874756,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 32.54545454545455)","(9.0, 17.0, 15.015384615384615)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:34.022235,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 4.988235294117647)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 32.54545454545455)","(9.0, 17.0, 15.015384615384615)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:35.266776,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.25)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 32.54545454545455)","(9.0, 17.0, 15.015384615384615)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:36.468509,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.25)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 32.54545454545455)","(9.0, 17.0, 15.015384615384615)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:37.644768,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.25)","(8.5, 19.0, 17.775)","(20.0, 70.0, 32.54545454545455)","(9.0, 17.0, 15.015384615384615)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:38.772571,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.25)","(8.5, 19.0, 17.08)","(20.0, 70.0, 32.54545454545455)","(9.0, 17.0, 15.015384615384615)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:39.896083,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.25)","(8.5, 19.0, 17.08)","(20.0, 70.0, 32.54545454545455)","(9.0, 17.0, 15.015384615384615)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:40.976882,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.25)","(8.5, 19.0, 17.08)","(20.0, 70.0, 32.54545454545455)","(9.0, 17.0, 15.015384615384615)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:42.025152,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.25)","(8.5, 19.0, 17.08)","(20.0, 70.0, 32.54545454545455)","(9.0, 17.0, 15.015384615384615)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:43.087901,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.25)","(8.5, 19.0, 17.08)","(20.0, 70.0, 32.54545454545455)","(9.0, 17.0, 15.015384615384615)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:44.281786,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.886956521739131)","(8.5, 19.0, 18.527272727272727)","(20.0, 70.0, 32.54545454545455)","(9.0, 17.0, 15.015384615384615)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:45.479203,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 18.527272727272727)","(20.0, 70.0, 32.54545454545455)","(9.0, 17.0, 15.015384615384615)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:46.685794,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 18.527272727272727)","(20.0, 70.0, 32.54545454545455)","(9.0, 17.0, 15.015384615384615)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:48.071214,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 32.54545454545455)","(9.0, 17.0, 15.015384615384615)","(8.0, 14.0, 11.280000000000001)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:49.410297,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.0, 14.0875)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:50.556306,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 14.0875)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:51.661603,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 14.0875)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:52.670004,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 14.0875)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:53.739912,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 14.0875)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:54.827096,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.070588235294117)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 14.0875)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:56.017401,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.983333333333333)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 14.0875)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:57.079063,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.983333333333333)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 14.0875)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:58.190037,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 17.366666666666667)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 14.0875)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:07:59.323128,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.983333333333333)","(8.5, 19.0, 17.366666666666667)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 14.0875)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:00.575384,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.25)","(8.5, 19.0, 17.366666666666667)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 14.0875)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:01.678367,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.25)","(8.5, 19.0, 17.366666666666667)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 14.0875)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:02.801820,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.438709677419355)","(8.5, 19.0, 17.366666666666667)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:03.932718,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.438709677419355)","(8.5, 19.0, 17.366666666666667)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:05.023522,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 17.366666666666667)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:06.162172,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 17.366666666666667)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:07.273601,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 17.366666666666667)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:08.430684,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 17.366666666666667)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:09.619914,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 5.152941176470588)","(8.5, 19.0, 17.366666666666667)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:10.739267,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 4.988235294117647)","(8.5, 19.0, 17.366666666666667)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:11.812244,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 4.988235294117647)","(8.5, 19.0, 17.366666666666667)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:12.927159,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.25)","(8.5, 19.0, 17.366666666666667)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:13.997107,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.25)","(8.5, 19.0, 17.366666666666667)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:15.072800,"(7.5, 13.0, 12.046153846153846)","(4.4, 7.8, 6.78)","(4.8, 8.2, 6.25)","(8.5, 19.0, 18.35)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:16.116127,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.640000000000001)","(8.5, 19.0, 18.35)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 14.0, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:17.483471,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.125)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:18.586462,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.125)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:19.630361,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.125)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:20.757315,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.125)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:21.900507,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.125)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:22.971674,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.125)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:24.034448,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.125)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:25.309176,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.125)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:26.474154,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.125)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:27.632490,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.125)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:28.738318,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.125)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:29.821494,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.794444444444444)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:30.843248,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.794444444444444)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:31.833663,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.794444444444444)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:32.866932,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.794444444444444)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:33.928034,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.794444444444444)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:35.058708,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.794444444444444)","(8.5, 19.0, 17.333333333333336)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:36.203340,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.125)","(8.5, 19.0, 17.775)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:37.330371,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.125)","(8.5, 19.0, 17.775)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:38.684162,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.125)","(8.5, 19.0, 17.775)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:39.818505,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.125)","(8.5, 19.0, 17.775)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:40.893993,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.125)","(8.5, 19.0, 17.775)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:42.087171,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.125)","(8.5, 19.0, 17.775)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:43.303764,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.672727272727272)","(8.5, 19.0, 17.775)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:44.465926,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.672727272727272)","(8.5, 19.0, 18.35)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.871428571428572)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:45.669189,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.1)","(8.5, 19.0, 14.2)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.7125)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:46.768057,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.1)","(8.5, 19.0, 14.2)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.7125)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:47.811556,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.1)","(8.5, 19.0, 14.2)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.7125)","(8.0, 13.5, 13.0)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:48.961607,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.1)","(8.5, 19.0, 14.2)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.887500000000001)","(8.0, 13.5, 11.4)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:50.072839,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.672727272727272)","(8.5, 19.0, 14.2)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.887500000000001)","(8.0, 13.5, 11.4)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:51.436714,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.672727272727272)","(8.5, 19.0, 14.2)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.887500000000001)","(8.0, 13.5, 11.4)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:52.575913,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.672727272727272)","(8.5, 19.0, 14.2)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.887500000000001)","(8.0, 13.5, 11.4)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:53.660798,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.4)","(8.5, 19.0, 14.2)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.887500000000001)","(8.0, 13.5, 11.4)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:54.715441,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.6)","(8.5, 19.0, 14.2)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.887500000000001)","(8.0, 13.5, 11.4)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:55.876459,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.6)","(8.5, 19.0, 14.2)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.887500000000001)","(8.0, 13.5, 11.4)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:57.102512,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.6)","(8.5, 19.0, 14.2)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.887500000000001)","(8.0, 13.5, 11.4)","(3.0, 4.9, 3.3062500000000004)"
09-01-2023 16:08:58.281229,"(7.5, 12.5, 12.025)","(4.4, 7.6, 7.199999999999999)","(4.8, 8.0, 7.6)","(8.5, 19.0, 14.2)","(20.0, 70.0, 46.36363636363637)","(9.0, 17.5, 9.887500000000001)","(8.0, 13.5, 11.4)","(3.0, 4.9, 3.3062500000000004)"
