,Golden Oak,Pear Lemonade,Big Falcon Rocket,Trevilion,Saint Scotty,Joyride,Get Hammered,Rys Revenge
15-12-2022 12:52:56.581873,"(21.0, 42.0, 23.0)","(51.0, 95.0, 56.5)","(3.7, 4.8, 4.530232558139535)","(26.0, 210.0, 111.5)","(13.0, 24.0, 21.166666666666668)","(7.0, 11.5, 9.166666666666666)","(1.7, 2.32, 2.27)","(18.0, 26.0, 18.0)"
15-12-2022 12:52:57.697373,"(21.0, 42.0, 24.9)","(51.0, 95.0, 56.5)","(3.7, 4.8, 4.530232558139535)","(26.0, 210.0, 111.5)","(13.0, 24.0, 21.166666666666668)","(7.0, 11.5, 9.166666666666666)","(1.7, 2.32, 2.27)","(18.0, 26.0, 18.0)"
15-12-2022 12:52:58.728973,"(21.0, 42.0, 24.9)","(51.0, 95.0, 56.5)","(3.7, 4.8, 4.530232558139535)","(26.0, 210.0, 111.5)","(13.0, 24.0, 21.166666666666668)","(7.0, 11.5, 9.166666666666666)","(1.7, 2.32, 2.27)","(18.0, 26.0, 18.0)"
15-12-2022 12:52:59.844429,"(21.0, 42.0, 24.9)","(51.0, 95.0, 56.5)","(3.7, 4.8, 4.530232558139535)","(26.0, 210.0, 111.5)","(13.0, 24.0, 21.166666666666668)","(7.0, 11.5, 9.166666666666666)","(1.7, 2.32, 2.27)","(18.0, 26.0, 18.0)"
15-12-2022 12:53:00.896433,"(21.0, 42.0, 24.9)","(51.0, 95.0, 56.5)","(3.7, 4.8, 4.530232558139535)","(26.0, 210.0, 111.5)","(13.0, 24.0, 21.166666666666668)","(7.0, 11.5, 9.166666666666666)","(1.7, 2.32, 2.27)","(18.0, 26.0, 18.0)"
15-12-2022 12:53:02.040419,"(21.0, 42.0, 24.9)","(51.0, 95.0, 56.5)","(3.7, 4.8, 4.5632653061224495)","(26.0, 210.0, 111.5)","(13.0, 24.0, 21.166666666666668)","(7.0, 11.5, 9.166666666666666)","(1.7, 2.32, 2.27)","(18.0, 26.0, 18.0)"
15-12-2022 12:53:03.195282,"(21.0, 42.0, 24.9)","(51.0, 95.0, 56.5)","(3.7, 4.8, 4.5964912280701755)","(26.0, 210.0, 79.0)","(13.0, 24.0, 21.875)","(7.0, 11.5, 9.842857142857142)","(1.7, 2.32, 2.26)","(18.0, 26.0, 18.0)"
15-12-2022 12:53:04.418368,"(21.0, 42.0, 28.0)","(51.0, 95.0, 56.5)","(3.7, 4.8, 4.5964912280701755)","(26.0, 210.0, 79.0)","(13.0, 24.0, 21.875)","(7.0, 11.5, 9.842857142857142)","(1.7, 2.32, 2.26)","(18.0, 26.0, 18.0)"
15-12-2022 12:53:05.506304,"(21.0, 42.0, 28.0)","(51.0, 95.0, 56.5)","(3.7, 4.8, 4.5964912280701755)","(26.0, 210.0, 79.0)","(13.0, 24.0, 21.875)","(7.0, 11.5, 9.842857142857142)","(1.7, 2.32, 2.245)","(18.0, 26.0, 18.0)"
15-12-2022 12:53:06.602780,"(21.0, 42.0, 31.5)","(51.0, 95.0, 56.5)","(3.7, 4.8, 4.5964912280701755)","(26.0, 210.0, 79.0)","(13.0, 24.0, 21.875)","(7.0, 11.5, 9.842857142857142)","(1.7, 2.3, 2.245)","(18.0, 26.0, 18.0)"
15-12-2022 12:53:07.614900,"(21.0, 42.0, 30.214285714285715)","(51.0, 95.0, 56.5)","(3.7, 4.8, 4.5964912280701755)","(26.0, 210.0, 79.0)","(13.0, 24.0, 21.875)","(7.0, 11.5, 8.942857142857143)","(1.7, 2.3, 2.1666666666666665)","(18.0, 26.0, 18.0)"
15-12-2022 12:53:08.722846,"(21.0, 40.0, 35.833333333333336)","(51.0, 95.0, 69.33333333333334)","(3.7, 4.8, 4.5928571428571425)","(26.0, 210.0, 131.39999999999998)","(13.0, 24.0, 21.875)","(7.0, 11.0, 8.942857142857143)","(1.7, 2.3, 2.1666666666666665)","(18.0, 26.0, 18.0)"
15-12-2022 12:53:09.866331,"(21.0, 40.0, 35.833333333333336)","(51.0, 90.0, 75.6)","(3.7, 4.8, 4.5928571428571425)","(26.0, 210.0, 111.75)","(13.0, 24.0, 21.875)","(7.0, 10.5, 9.55)","(1.7, 2.28, 2.13)","(18.0, 26.0, 18.0)"
15-12-2022 12:53:11.069891,"(21.0, 40.0, 35.833333333333336)","(51.0, 90.0, 75.6)","(3.7, 4.8, 4.5928571428571425)","(26.0, 210.0, 111.75)","(13.0, 24.0, 21.875)","(7.0, 10.5, 9.55)","(1.7, 2.28, 2.13)","(18.0, 26.0, 18.0)"
15-12-2022 12:53:12.191564,"(21.0, 40.0, 35.833333333333336)","(51.0, 90.0, 75.6)","(3.7, 4.8, 4.5928571428571425)","(26.0, 210.0, 111.75)","(13.0, 24.0, 21.875)","(7.0, 10.5, 9.45)","(1.7, 2.28, 2.13)","(18.0, 26.0, 18.0)"
15-12-2022 12:53:13.346182,"(21.0, 40.0, 35.833333333333336)","(51.0, 90.0, 66.0)","(3.7, 4.8, 4.5928571428571425)","(26.0, 210.0, 111.75)","(13.0, 24.0, 21.875)","(7.0, 9.6, 9.3)","(1.7, 2.28, 2.13)","(18.0, 26.0, 18.0)"
15-12-2022 12:53:14.570318,"(21.0, 40.0, 35.833333333333336)","(51.0, 90.0, 66.0)","(3.7, 4.8, 4.553191489361702)","(26.0, 210.0, 111.75)","(13.0, 24.0, 21.875)","(7.0, 9.6, 9.25)","(1.7, 2.28, 2.1799999999999997)","(18.0, 26.0, 18.0)"
15-12-2022 12:53:15.739396,"(21.0, 40.0, 35.833333333333336)","(51.0, 90.0, 66.0)","(3.7, 4.8, 4.553191489361702)","(26.0, 210.0, 111.75)","(13.0, 24.0, 19.142857142857142)","(7.0, 9.6, 9.25)","(1.7, 2.28, 2.1799999999999997)","(18.0, 26.0, 18.0)"
15-12-2022 12:53:16.960918,"(21.0, 40.0, 35.833333333333336)","(51.0, 90.0, 66.0)","(3.7, 4.8, 4.553191489361702)","(26.0, 210.0, 111.75)","(13.0, 24.0, 20.0)","(7.0, 9.6, 9.25)","(1.7, 2.28, 2.1799999999999997)","(18.0, 26.0, 18.0)"
15-12-2022 12:53:18.048183,"(21.0, 40.0, 35.833333333333336)","(51.0, 90.0, 79.71428571428572)","(3.7, 4.8, 4.553191489361702)","(26.0, 210.0, 152.25)","(13.0, 23.0, 17.75)","(7.0, 9.6, 9.25)","(1.7, 2.28, 2.2585714285714285)","(18.0, 26.0, 17.0)"
15-12-2022 12:53:19.154739,"(21.0, 40.0, 31.833333333333332)","(51.0, 90.0, 54.25)","(3.7, 4.8, 4.553191489361702)","(26.0, 180.0, 152.25)","(13.0, 23.0, 17.75)","(7.0, 9.6, 9.1)","(1.7, 2.28, 2.1983333333333337)","(18.0, 26.0, 16.4)"
15-12-2022 12:53:20.251816,"(21.0, 34.0, 26.8)","(51.0, 90.0, 61.599999999999994)","(3.7, 4.8, 4.553191489361702)","(26.0, 180.0, 170.8)","(13.0, 23.0, 18.0)","(7.0, 9.4, 9.1)","(1.7, 2.2, 2.1984000000000004)","(18.0, 26.0, 16.4)"
15-12-2022 12:53:21.576948,"(21.0, 40.0, 30.4)","(51.0, 85.0, 63.0)","(3.7, 4.8, 4.553191489361702)","(26.0, 210.0, 170.8)","(13.0, 22.0, 18.0)","(7.0, 9.4, 9.1)","(1.7, 2.2, 2.1983333333333337)","(18.0, 26.0, 16.4)"
15-12-2022 12:53:22.907469,"(21.0, 40.0, 30.4)","(51.0, 85.0, 63.0)","(3.7, 4.8, 4.553191489361702)","(26.0, 210.0, 170.8)","(13.0, 22.0, 18.0)","(7.0, 9.4, 9.1)","(1.7, 2.2, 2.1764285714285716)","(18.0, 26.0, 20.666666666666664)"
15-12-2022 12:53:24.183400,"(21.0, 40.0, 30.4)","(51.0, 85.0, 41.0)","(3.7, 4.8, 4.553191489361702)","(26.0, 210.0, 170.9)","(13.0, 22.0, 19.0)","(7.0, 9.4, 9.1)","(1.7, 2.18, 2.1984000000000004)","(18.0, 26.0, 20.5)"
15-12-2022 12:53:25.419858,"(21.0, 40.0, 28.5)","(51.0, 85.0, 41.0)","(3.7, 4.8, 4.553191489361702)","(26.0, 210.0, 170.9)","(13.0, 22.0, 19.8)","(7.0, 9.4, 9.1)","(1.7, 2.2, 2.1984000000000004)","(18.0, 26.0, 21.5)"
15-12-2022 12:53:26.771763,"(21.0, 40.0, 34.25)","(51.0, 85.0, 58.8)","(3.7, 4.8, 4.553191489361702)","(26.0, 210.0, 170.8)","(13.0, 22.0, 19.8)","(7.0, 9.4, 9.1)","(1.7, 2.2, 2.1984000000000004)","(18.0, 26.0, 17.0)"
15-12-2022 12:53:27.968068,"(21.0, 46.0, 38.625)","(51.0, 85.0, 58.8)","(3.7, 4.8, 4.553191489361702)","(26.0, 210.0, 160.875)","(13.0, 22.0, 19.0)","(7.0, 9.4, 9.1)","(1.7, 2.2, 2.1966666666666668)","(18.0, 26.0, 21.07142857142857)"
15-12-2022 12:53:29.195461,"(21.0, 46.0, 38.75)","(51.0, 85.0, 41.0)","(3.7, 4.8, 4.553191489361702)","(26.0, 210.0, 160.875)","(13.0, 22.0, 19.0)","(7.0, 9.4, 9.1)","(1.7, 2.2, 2.2527272727272725)","(18.0, 26.0, 21.07142857142857)"
15-12-2022 12:53:30.727058,"(21.0, 46.0, 38.875)","(51.0, 85.0, 41.0)","(3.7, 4.8, 4.553191489361702)","(26.0, 210.0, 160.875)","(13.0, 22.0, 19.0)","(7.0, 9.4, 9.1)","(1.7, 2.28, 2.2527272727272725)","(18.0, 26.0, 17.0)"
15-12-2022 12:53:32.217045,"(21.0, 46.0, 31.0)","(51.0, 85.0, 41.0)","(3.7, 4.8, 4.553191489361702)","(26.0, 210.0, 111.75)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.7, 2.28, 2.2527272727272725)","(18.0, 26.0, 17.0)"
15-12-2022 12:53:33.528855,"(21.0, 46.0, 31.0)","(51.0, 85.0, 41.0)","(3.7, 4.8, 4.553191489361702)","(26.0, 210.0, 111.75)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.7, 2.28, 2.2527272727272725)","(18.0, 26.0, 18.0)"
15-12-2022 12:53:34.721069,"(21.0, 48.0, 32.25)","(51.0, 85.0, 58.8)","(3.7, 4.8, 4.553191489361702)","(26.0, 220.0, 178.8)","(13.0, 22.0, 19.0)","(7.0, 9.4, 9.1)","(1.7, 2.28, 2.2424999999999997)","(18.0, 26.0, 18.0)"
15-12-2022 12:53:35.958807,"(21.0, 48.0, 22.4)","(51.0, 85.0, 41.0)","(3.7, 4.8, 4.553191489361702)","(26.0, 220.0, 116.75)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.7, 2.28, 2.2424999999999997)","(18.0, 26.0, 18.0)"
15-12-2022 12:53:37.160502,"(20.0, 48.0, 27.0)","(31.0, 85.0, 59.0)","(3.7, 4.8, 4.553191489361702)","(21.0, 220.0, 151.33333333333334)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.75, 2.28, 2.2424999999999997)","(16.0, 26.0, 18.0)"
15-12-2022 12:53:38.269793,"(20.0, 48.0, 22.4)","(31.0, 85.0, 59.0)","(3.7, 4.8, 4.553191489361702)","(21.0, 220.0, 116.75)","(13.0, 22.0, 19.0)","(7.0, 9.4, 9.1)","(1.75, 2.28, 2.2466666666666666)","(16.0, 26.0, 18.0)"
15-12-2022 12:53:39.415952,"(20.0, 48.0, 22.4)","(31.0, 85.0, 59.0)","(3.7, 4.8, 4.553191489361702)","(21.0, 220.0, 116.75)","(13.0, 22.0, 19.0)","(7.0, 9.4, 9.1)","(1.85, 2.26, 2.2466666666666666)","(16.0, 26.0, 18.0)"
15-12-2022 12:53:40.470779,"(19.0, 48.0, 22.4)","(31.0, 85.0, 59.0)","(3.7, 4.8, 4.553191489361702)","(21.0, 220.0, 116.75)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.85, 2.26, 2.2466666666666666)","(16.0, 26.0, 18.0)"
15-12-2022 12:53:41.669369,"(19.0, 48.0, 22.4)","(31.0, 85.0, 59.0)","(3.7, 4.8, 4.553191489361702)","(21.0, 220.0, 116.75)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.85, 2.26, 2.2466666666666666)","(16.0, 26.0, 18.0)"
15-12-2022 12:53:42.883772,"(19.0, 48.0, 22.4)","(31.0, 85.0, 59.0)","(3.7, 4.8, 4.553191489361702)","(21.0, 220.0, 116.75)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.85, 2.26, 2.2466666666666666)","(16.0, 26.0, 20.25)"
15-12-2022 12:53:44.106885,"(19.0, 48.0, 22.4)","(31.0, 85.0, 59.0)","(3.7, 4.8, 4.553191489361702)","(21.0, 220.0, 151.33333333333334)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.85, 2.26, 2.2466666666666666)","(16.0, 26.0, 18.0)"
15-12-2022 12:53:45.313141,"(19.0, 48.0, 27.0)","(31.0, 85.0, 59.0)","(3.7, 4.8, 4.553191489361702)","(21.0, 220.0, 151.33333333333334)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.85, 2.26, 2.2466666666666666)","(16.0, 26.0, 18.0)"
15-12-2022 12:53:46.456322,"(19.0, 48.0, 22.4)","(31.0, 85.0, 59.0)","(3.7, 4.8, 4.553191489361702)","(21.0, 220.0, 151.33333333333334)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.85, 2.26, 2.2466666666666666)","(16.0, 26.0, 18.0)"
15-12-2022 12:53:47.527551,"(19.0, 48.0, 27.0)","(31.0, 85.0, 59.0)","(3.7, 4.8, 4.553191489361702)","(21.0, 220.0, 116.75)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.85, 2.26, 2.2466666666666666)","(16.0, 26.0, 18.0)"
15-12-2022 12:53:48.705846,"(19.0, 48.0, 22.4)","(31.0, 85.0, 59.0)","(3.7, 4.8, 4.553191489361702)","(21.0, 220.0, 116.75)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.85, 2.26, 2.2466666666666666)","(16.0, 26.0, 18.0)"
15-12-2022 12:53:49.903881,"(19.0, 46.0, 31.25)","(31.0, 85.0, 59.0)","(3.7, 4.8, 4.553191489361702)","(21.0, 210.0, 112.0)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.85, 2.26, 2.2466666666666666)","(16.0, 26.0, 18.0)"
15-12-2022 12:53:51.009741,"(19.0, 46.0, 26.0)","(31.0, 85.0, 52.5)","(3.7, 4.8, 4.553191489361702)","(21.0, 210.0, 79.0)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.85, 2.26, 2.2466666666666666)","(16.0, 26.0, 18.0)"
15-12-2022 12:53:52.096478,"(19.0, 46.0, 31.25)","(31.0, 85.0, 42.33333333333333)","(3.7, 4.8, 4.553191489361702)","(21.0, 210.0, 79.0)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.85, 2.26, 2.2466666666666666)","(16.0, 26.0, 18.0)"
15-12-2022 12:53:53.224823,"(19.0, 46.0, 26.0)","(31.0, 85.0, 42.33333333333333)","(3.7, 4.8, 4.553191489361702)","(21.0, 210.0, 112.0)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.85, 2.26, 2.2466666666666666)","(16.0, 26.0, 18.0)"
15-12-2022 12:53:54.380707,"(19.0, 46.0, 31.25)","(31.0, 85.0, 52.5)","(3.7, 4.8, 4.553191489361702)","(21.0, 210.0, 79.0)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.85, 2.26, 2.2466666666666666)","(16.0, 26.0, 18.0)"
15-12-2022 12:53:55.502301,"(19.0, 46.0, 26.0)","(31.0, 85.0, 42.33333333333333)","(3.7, 4.8, 4.553191489361702)","(21.0, 210.0, 112.0)","(13.0, 22.0, 19.833333333333332)","(7.0, 9.4, 9.1)","(1.85, 2.26, 2.2466666666666666)","(16.0, 26.0, 18.0)"
15-12-2022 12:53:56.668154,"(19.0, 46.0, 26.0)","(31.0, 85.0, 52.5)","(3.7, 4.8, 4.553191489361702)","(21.0, 210.0, 112.0)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.85, 2.26, 2.2466666666666666)","(16.0, 26.0, 18.0)"
15-12-2022 12:53:57.837331,"(19.0, 46.0, 26.0)","(31.0, 85.0, 42.33333333333333)","(3.7, 4.8, 4.553191489361702)","(21.0, 210.0, 79.0)","(13.0, 22.0, 19.833333333333332)","(7.0, 9.4, 9.1)","(1.85, 2.26, 2.2466666666666666)","(16.0, 26.0, 18.0)"
15-12-2022 12:53:58.964945,"(19.0, 46.0, 26.0)","(31.0, 85.0, 42.33333333333333)","(3.7, 4.8, 4.553191489361702)","(21.0, 210.0, 79.0)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.85, 2.26, 2.2466666666666666)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:00.042258,"(19.0, 46.0, 26.0)","(31.0, 85.0, 41.66666666666667)","(3.7, 4.8, 4.553191489361702)","(21.0, 210.0, 79.0)","(13.0, 22.0, 19.833333333333332)","(7.0, 9.4, 9.1)","(1.85, 2.26, 2.2466666666666666)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:01.141468,"(19.0, 46.0, 26.0)","(31.0, 85.0, 42.33333333333333)","(3.7, 4.8, 4.553191489361702)","(21.0, 210.0, 112.0)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.75, 2.26, 2.2466666666666666)","(17.0, 26.0, 18.0)"
15-12-2022 12:54:02.167341,"(21.0, 46.0, 31.25)","(41.0, 85.0, 42.33333333333333)","(3.7, 4.8, 4.553191489361702)","(26.0, 210.0, 79.0)","(13.0, 22.0, 18.75)","(7.0, 9.4, 9.1)","(1.75, 2.26, 2.2466666666666666)","(17.0, 26.0, 18.0)"
15-12-2022 12:54:03.189416,"(21.0, 46.0, 26.0)","(41.0, 85.0, 42.33333333333333)","(3.7, 4.8, 4.6)","(26.0, 210.0, 79.66666666666667)","(13.0, 22.0, 18.333333333333332)","(7.0, 9.4, 8.6)","(1.75, 2.26, 2.197777777777778)","(17.0, 26.0, 18.0)"
15-12-2022 12:54:04.350721,"(19.0, 46.0, 31.25)","(31.0, 85.0, 42.33333333333333)","(3.7, 4.8, 4.6)","(26.0, 210.0, 79.66666666666667)","(13.0, 22.0, 18.333333333333332)","(7.0, 9.4, 8.6)","(1.85, 2.2, 2.1950000000000003)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:05.510640,"(19.0, 46.0, 26.0)","(31.0, 85.0, 41.66666666666667)","(3.7, 4.8, 4.6)","(26.0, 210.0, 79.66666666666667)","(13.0, 22.0, 18.333333333333332)","(7.0, 9.4, 8.6)","(1.85, 2.2, 2.1950000000000003)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:06.646235,"(19.0, 46.0, 26.0)","(31.0, 85.0, 41.66666666666667)","(3.7, 4.8, 4.6)","(26.0, 210.0, 79.66666666666667)","(13.0, 22.0, 18.333333333333332)","(7.0, 9.4, 8.6)","(1.85, 2.2, 2.1950000000000003)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:07.849202,"(19.0, 46.0, 31.25)","(31.0, 85.0, 40.66666666666667)","(3.7, 4.8, 4.6)","(26.0, 210.0, 79.66666666666667)","(13.0, 22.0, 18.333333333333332)","(7.0, 9.4, 8.6)","(1.85, 2.2, 2.1950000000000003)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:08.965692,"(19.0, 46.0, 26.0)","(31.0, 85.0, 41.0)","(3.7, 4.8, 4.6)","(26.0, 210.0, 79.66666666666667)","(13.0, 22.0, 19.8)","(7.0, 9.4, 8.6)","(1.85, 2.2, 2.1950000000000003)","(16.0, 26.0, 20.25)"
15-12-2022 12:54:10.075206,"(19.0, 46.0, 26.0)","(31.0, 85.0, 58.599999999999994)","(3.7, 4.8, 4.6)","(26.0, 210.0, 112.5)","(13.0, 22.0, 19.8)","(7.0, 9.4, 8.6)","(1.85, 2.2, 2.1950000000000003)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:11.246508,"(19.0, 46.0, 26.0)","(31.0, 85.0, 41.33333333333333)","(3.7, 4.8, 4.6)","(26.0, 210.0, 79.66666666666667)","(13.0, 22.0, 20.9)","(7.0, 9.4, 9.046153846153846)","(1.85, 2.2, 2.1950000000000003)","(16.0, 26.0, 20.25)"
15-12-2022 12:54:12.329547,"(19.0, 46.0, 31.25)","(31.0, 85.0, 41.33333333333333)","(3.7, 4.8, 4.6)","(26.0, 210.0, 79.66666666666667)","(13.0, 22.0, 20.9)","(7.0, 9.2, 9.046153846153846)","(1.85, 2.2, 2.1950000000000003)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:13.358333,"(19.0, 46.0, 26.0)","(31.0, 85.0, 41.33333333333333)","(3.7, 4.8, 4.6)","(26.0, 210.0, 112.5)","(13.0, 22.0, 20.333333333333332)","(7.0, 9.2, 9.046153846153846)","(1.85, 2.2, 2.1950000000000003)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:14.372306,"(19.0, 46.0, 26.0)","(31.0, 85.0, 41.33333333333333)","(3.7, 4.8, 4.6)","(26.0, 210.0, 112.5)","(13.0, 22.0, 19.0)","(7.0, 9.2, 8.461538461538462)","(1.85, 2.2, 2.2449999999999997)","(16.0, 26.0, 20.25)"
15-12-2022 12:54:15.411081,"(19.0, 46.0, 31.25)","(31.0, 85.0, 41.0)","(3.7, 4.8, 4.6)","(26.0, 210.0, 79.66666666666667)","(13.0, 22.0, 19.0)","(7.0, 9.2, 8.461538461538462)","(1.85, 2.26, 2.2449999999999997)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:16.408497,"(19.0, 46.0, 26.0)","(31.0, 85.0, 41.33333333333333)","(3.7, 4.8, 4.6)","(26.0, 210.0, 112.5)","(13.0, 22.0, 19.0)","(7.0, 9.2, 8.461538461538462)","(1.85, 2.26, 2.235)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:17.438424,"(19.0, 46.0, 31.25)","(31.0, 85.0, 58.599999999999994)","(3.7, 4.8, 4.6)","(26.0, 210.0, 79.66666666666667)","(13.0, 22.0, 19.0)","(7.0, 9.2, 8.461538461538462)","(1.85, 2.26, 2.235)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:18.549495,"(19.0, 46.0, 26.0)","(31.0, 85.0, 41.33333333333333)","(3.7, 4.8, 4.6)","(26.0, 210.0, 112.5)","(13.0, 22.0, 19.0)","(7.0, 9.2, 8.461538461538462)","(1.85, 2.26, 2.2)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:19.716078,"(19.0, 46.0, 26.0)","(31.0, 85.0, 58.599999999999994)","(3.7, 4.8, 4.6)","(26.0, 210.0, 79.66666666666667)","(13.0, 22.0, 19.0)","(7.0, 9.2, 8.461538461538462)","(1.85, 2.28, 2.2)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:20.887838,"(19.0, 46.0, 31.25)","(31.0, 85.0, 41.33333333333333)","(3.7, 4.8, 4.6)","(26.0, 210.0, 79.66666666666667)","(13.0, 22.0, 20.0)","(7.0, 9.2, 8.461538461538462)","(1.85, 2.28, 2.2)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:21.994127,"(19.0, 46.0, 26.0)","(31.0, 85.0, 58.599999999999994)","(3.7, 4.8, 4.6)","(26.0, 210.0, 79.66666666666667)","(13.0, 22.0, 19.0)","(7.0, 9.2, 8.714285714285714)","(1.85, 2.28, 2.2)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:23.160306,"(19.0, 46.0, 26.0)","(31.0, 85.0, 41.0)","(3.7, 4.8, 4.6)","(21.0, 210.0, 79.66666666666667)","(13.0, 22.0, 19.0)","(7.0, 9.0, 8.666666666666666)","(1.85, 2.28, 2.196)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:24.291653,"(18.0, 46.0, 26.0)","(31.0, 85.0, 41.0)","(3.7, 4.8, 4.6)","(21.0, 210.0, 79.66666666666667)","(13.0, 22.0, 19.0)","(7.0, 9.0, 8.714285714285714)","(1.85, 2.28, 2.2319999999999998)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:25.460759,"(18.0, 46.0, 26.0)","(31.0, 85.0, 41.0)","(3.7, 4.8, 4.63125)","(21.0, 210.0, 79.66666666666667)","(13.0, 22.0, 19.0)","(7.0, 9.0, 8.714285714285714)","(1.85, 2.28, 2.2319999999999998)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:26.603648,"(18.0, 46.0, 26.0)","(31.0, 85.0, 41.0)","(3.7, 4.8, 4.63125)","(21.0, 180.0, 42.08333333333333)","(13.0, 22.0, 19.0)","(7.0, 9.0, 8.666666666666666)","(1.85, 2.28, 2.2305882352941175)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:27.810780,"(18.0, 46.0, 26.0)","(31.0, 85.0, 41.0)","(3.7, 4.8, 4.63125)","(21.0, 180.0, 42.08333333333333)","(13.0, 22.0, 19.0)","(7.0, 9.0, 8.666666666666666)","(1.85, 2.28, 2.2305882352941175)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:28.922995,"(18.0, 46.0, 26.0)","(31.0, 85.0, 41.0)","(3.7, 4.8, 4.63125)","(21.0, 180.0, 42.08333333333333)","(13.0, 22.0, 19.0)","(7.0, 9.0, 8.666666666666666)","(1.85, 2.28, 2.2305882352941175)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:29.991521,"(18.0, 46.0, 26.0)","(31.0, 85.0, 41.0)","(3.7, 4.8, 4.63125)","(21.0, 180.0, 42.08333333333333)","(13.0, 22.0, 19.0)","(7.0, 9.0, 8.578947368421053)","(1.85, 2.28, 2.2305882352941175)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:31.010401,"(18.0, 46.0, 26.0)","(31.0, 85.0, 41.0)","(3.7, 4.8, 4.63125)","(21.0, 180.0, 42.08333333333333)","(13.0, 22.0, 19.0)","(7.0, 9.0, 8.578947368421053)","(1.85, 2.28, 2.229090909090909)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:32.190066,"(18.0, 46.0, 26.0)","(31.0, 85.0, 41.0)","(3.7, 4.8, 4.63125)","(21.0, 180.0, 42.08333333333333)","(13.0, 22.0, 19.0)","(7.0, 9.0, 8.578947368421053)","(1.85, 2.28, 2.229090909090909)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:33.365667,"(18.0, 46.0, 26.0)","(31.0, 85.0, 41.0)","(3.7, 4.8, 4.602439024390244)","(21.0, 180.0, 42.08333333333333)","(13.0, 22.0, 19.0)","(7.0, 9.0, 8.6)","(1.85, 2.28, 2.2345945945945944)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:34.578006,"(18.0, 46.0, 26.0)","(31.0, 85.0, 41.0)","(3.7, 4.8, 4.602439024390244)","(21.0, 180.0, 42.08333333333333)","(13.0, 22.0, 20.0)","(7.0, 9.0, 8.6)","(1.85, 2.28, 2.2345945945945944)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:35.842781,"(18.0, 46.0, 26.0)","(31.0, 85.0, 41.0)","(3.7, 4.8, 4.602439024390244)","(21.0, 180.0, 42.08333333333333)","(13.0, 22.0, 20.0)","(7.0, 9.0, 8.6)","(1.85, 2.28, 2.2345945945945944)","(16.0, 26.0, 18.0)"
15-12-2022 12:54:37.045381,"(18.0, 46.0, 26.0)","(31.0, 85.0, 41.0)","(3.7, 4.8, 4.602439024390244)","(21.0, 180.0, 42.08333333333333)","(13.0, 22.0, 19.75)","(7.0, 9.0, 8.6)","(1.85, 2.28, 2.2345945945945944)","(16.0, 26.0, 18.0)"
