,Hes A Battler,Papa Surf,Walkinthepark,The Witch,Explosive Lass,Pegau,Zivjeli,Rushann,Boasting,Lucikhan,Keve
12-01-2023 11:12:16.227445,"(9.0, 15.5, 11.566666666666666)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 9.771428571428572)","(10.0, 22.0, 10.8)","(41.0, 170.0, 111.71428571428571)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 190.0, 65.0)"
12-01-2023 11:12:17.454747,"(9.0, 15.5, 11.566666666666666)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 9.771428571428572)","(10.0, 22.0, 10.8)","(41.0, 170.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 190.0, 65.0)"
12-01-2023 11:12:18.813688,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 9.771428571428572)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 190.0, 65.0)"
12-01-2023 11:12:20.164314,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 9.771428571428572)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 190.0, 65.0)"
12-01-2023 11:12:21.391882,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 9.771428571428572)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 190.0, 65.0)"
12-01-2023 11:12:22.622237,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 9.771428571428572)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 190.0, 65.0)"
12-01-2023 11:12:23.847936,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 9.771428571428572)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 190.0, 65.0)"
12-01-2023 11:12:25.136226,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 9.771428571428572)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 190.0, 65.0)"
12-01-2023 11:12:26.456627,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 9.771428571428572)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 190.0, 65.0)"
12-01-2023 11:12:27.835187,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 9.771428571428572)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 190.0, 65.0)"
12-01-2023 11:12:29.101806,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 9.771428571428572)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 190.0, 65.0)"
12-01-2023 11:12:30.345163,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 9.771428571428572)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 190.0, 65.0)"
12-01-2023 11:12:31.650384,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 9.771428571428572)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 190.0, 65.0)"
12-01-2023 11:12:32.945422,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 9.771428571428572)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 190.0, 65.0)"
12-01-2023 11:12:34.200026,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 9.771428571428572)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 190.0, 65.0)"
12-01-2023 11:12:35.462726,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 190.0, 68.33333333333333)"
12-01-2023 11:12:36.722833,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:12:38.121857,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:12:39.424504,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:12:40.684709,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:12:41.876001,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:12:43.081591,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:12:44.263702,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:12:45.466431,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:12:46.767232,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:12:48.018202,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:12:49.310575,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:12:50.606437,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:12:51.860935,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:12:53.158108,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:12:54.439458,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:12:55.749238,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:12:56.969814,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:12:58.178713,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:12:59.378992,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:13:00.676683,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:13:01.977290,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:13:03.346946,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:13:04.669067,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:13:05.939178,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:13:07.137238,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:13:08.361771,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:13:09.588777,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:13:10.860167,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:13:12.181027,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:13:13.487497,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:13:14.809147,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:13:16.093440,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 68.33333333333333)"
12-01-2023 11:13:17.362770,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 138.33333333333334)"
12-01-2023 11:13:18.636279,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 138.33333333333334)"
12-01-2023 11:13:19.892882,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 138.33333333333334)"
12-01-2023 11:13:21.152259,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 138.33333333333334)"
12-01-2023 11:13:22.455604,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 138.33333333333334)"
12-01-2023 11:13:23.764149,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 138.33333333333334)"
12-01-2023 11:13:25.107860,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 138.33333333333334)"
12-01-2023 11:13:26.345781,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 138.33333333333334)"
12-01-2023 11:13:27.583494,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.155555555555556)","(21.0, 32.0, 29.0)","(41.0, 210.0, 138.33333333333334)"
12-01-2023 11:13:28.814859,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 134.8)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.526315789473684)","(21.0, 32.0, 29.0)","(41.0, 210.0, 138.33333333333334)"
12-01-2023 11:13:30.082096,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 118.0)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.526315789473684)","(21.0, 32.0, 29.0)","(41.0, 210.0, 138.33333333333334)"
12-01-2023 11:13:31.345810,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 118.0)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.526315789473684)","(21.0, 32.0, 29.0)","(41.0, 210.0, 138.33333333333334)"
12-01-2023 11:13:32.624773,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 118.0)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.526315789473684)","(21.0, 32.0, 29.0)","(41.0, 210.0, 138.33333333333334)"
12-01-2023 11:13:33.878482,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 118.0)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.526315789473684)","(21.0, 32.0, 29.0)","(41.0, 210.0, 138.33333333333334)"
12-01-2023 11:13:35.191665,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 118.0)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.526315789473684)","(21.0, 32.0, 29.0)","(41.0, 210.0, 138.33333333333334)"
12-01-2023 11:13:36.507044,"(9.0, 15.5, 11.075)","(5.5, 9.4, 7.0)","(5.0, 9.0, 6.300000000000001)","(5.0, 9.2, 7.737499999999999)","(5.5, 14.0, 8.185714285714285)","(10.0, 22.0, 10.8)","(41.0, 160.0, 118.0)","(18.0, 75.0, 48.63636363636363)","(5.0, 7.8, 7.526315789473684)","(21.0, 32.0, 29.0)","(41.0, 210.0, 138.33333333333334)"
