,Coco Cuber,Fudging,Nebaraz,Vaporizing,Inner Spirit,Perfect Quality,Smarty Lee,Strathcona,Ten Schilling,Lightheadedness,Serenata
07-01-2023 15:27:20.098731,"(21.0, 42.0, 34.5)","(9.0, 14.0, 12.8)","(8.5, 14.0, 12.666666666666666)","(3.5, 3.55, 3.494285714285714)","(6.0, 9.0, 8.7)","(4.0, 6.0, 5.6000000000000005)","(26.0, 36.0, 28.8)","(6.0, 9.8, 9.08)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 17.0)","(41.0, 150.0, 116.0)"
07-01-2023 15:27:21.598388,"(21.0, 42.0, 34.5)","(9.0, 14.0, 12.8)","(8.5, 14.0, 12.666666666666666)","(3.5, 3.55, 3.494285714285714)","(6.0, 9.0, 8.7)","(4.0, 6.0, 5.6000000000000005)","(26.0, 36.0, 28.8)","(6.0, 9.8, 9.08)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.75)","(41.0, 150.0, 116.0)"
07-01-2023 15:27:23.087148,"(21.0, 42.0, 34.5)","(9.0, 14.0, 12.8)","(8.5, 14.0, 12.666666666666666)","(3.5, 3.55, 3.494285714285714)","(6.0, 9.0, 8.7)","(4.0, 6.0, 5.6000000000000005)","(26.0, 36.0, 28.8)","(6.0, 9.8, 9.08)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.75)","(41.0, 150.0, 116.0)"
07-01-2023 15:27:24.517235,"(21.0, 42.0, 34.5)","(9.0, 14.0, 12.8)","(8.5, 14.0, 12.666666666666666)","(3.5, 3.55, 3.494285714285714)","(6.0, 9.0, 8.7)","(4.0, 6.0, 5.6000000000000005)","(26.0, 36.0, 28.8)","(6.0, 9.8, 9.08)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.75)","(41.0, 150.0, 125.71428571428571)"
07-01-2023 15:27:25.949727,"(21.0, 42.0, 37.0)","(9.0, 14.0, 13.5)","(8.5, 14.0, 12.666666666666666)","(3.5, 3.55, 3.494285714285714)","(6.0, 9.0, 8.7)","(4.0, 6.0, 5.6000000000000005)","(26.0, 36.0, 28.8)","(6.0, 9.8, 9.08)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.75)","(41.0, 150.0, 125.71428571428571)"
07-01-2023 15:27:27.398067,"(21.0, 42.0, 37.0)","(9.0, 14.0, 13.0)","(8.5, 14.0, 12.666666666666666)","(3.5, 3.55, 3.494285714285714)","(6.0, 9.0, 8.76)","(4.0, 6.0, 5.72)","(26.0, 36.0, 29.571428571428573)","(6.0, 9.8, 9.08)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.833333333333332)","(41.0, 150.0, 124.5)"
07-01-2023 15:27:28.798154,"(21.0, 42.0, 37.0)","(9.0, 14.0, 12.615384615384615)","(8.5, 14.0, 12.666666666666666)","(3.5, 3.55, 3.494285714285714)","(6.0, 9.0, 8.76)","(4.0, 6.0, 5.883333333333333)","(26.0, 36.0, 29.571428571428573)","(6.0, 9.8, 9.08)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.833333333333332)","(41.0, 150.0, 124.5)"
07-01-2023 15:27:30.426774,"(21.0, 42.0, 37.0)","(9.0, 14.0, 12.615384615384615)","(8.5, 14.0, 12.666666666666666)","(3.5, 3.55, 3.494285714285714)","(6.0, 9.0, 8.76)","(4.0, 6.0, 5.883333333333333)","(26.0, 36.0, 29.571428571428573)","(6.0, 9.8, 9.08)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.833333333333332)","(41.0, 150.0, 124.5)"
07-01-2023 15:27:32.055104,"(21.0, 42.0, 37.0)","(9.0, 14.0, 12.615384615384615)","(8.5, 14.0, 12.666666666666666)","(3.5, 3.55, 3.494285714285714)","(6.0, 9.0, 8.76)","(4.0, 6.0, 5.883333333333333)","(26.0, 36.0, 29.571428571428573)","(6.0, 9.8, 9.08)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.833333333333332)","(41.0, 150.0, 124.5)"
07-01-2023 15:27:33.577193,"(21.0, 42.0, 37.0)","(9.0, 14.0, 13.1)","(8.5, 14.0, 12.666666666666666)","(3.5, 3.55, 3.494285714285714)","(6.0, 9.0, 8.76)","(4.0, 6.0, 5.883333333333333)","(26.0, 36.0, 29.571428571428573)","(6.0, 9.8, 9.08)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.833333333333332)","(41.0, 150.0, 124.5)"
07-01-2023 15:27:35.140098,"(21.0, 42.0, 37.0)","(9.0, 14.0, 13.1)","(8.5, 14.0, 12.666666666666666)","(3.5, 3.55, 3.494285714285714)","(6.0, 9.0, 8.76)","(4.0, 6.0, 5.883333333333333)","(26.0, 36.0, 29.571428571428573)","(6.0, 9.8, 9.08)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.833333333333332)","(41.0, 150.0, 124.5)"
07-01-2023 15:27:36.664539,"(21.0, 42.0, 37.0)","(9.0, 14.0, 13.1)","(8.5, 14.0, 12.666666666666666)","(3.5, 3.55, 3.494285714285714)","(6.0, 9.0, 8.76)","(4.0, 6.0, 5.883333333333333)","(26.0, 36.0, 29.571428571428573)","(6.0, 9.8, 9.08)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.833333333333332)","(41.0, 150.0, 124.5)"
07-01-2023 15:27:38.142910,"(21.0, 42.0, 37.0)","(9.0, 14.0, 13.1)","(8.5, 14.0, 12.666666666666666)","(3.5, 3.55, 3.494285714285714)","(6.0, 9.0, 8.76)","(4.0, 6.0, 5.883333333333333)","(26.0, 36.0, 29.571428571428573)","(6.0, 9.8, 9.08)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.833333333333332)","(41.0, 150.0, 124.5)"
07-01-2023 15:27:39.710588,"(21.0, 42.0, 37.0)","(9.0, 14.0, 13.1)","(8.5, 14.0, 12.666666666666666)","(3.5, 3.55, 3.494285714285714)","(6.0, 9.0, 8.76)","(4.0, 6.0, 5.883333333333333)","(26.0, 36.0, 29.571428571428573)","(6.0, 9.8, 9.08)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.833333333333332)","(41.0, 150.0, 124.5)"
07-01-2023 15:27:41.312613,"(21.0, 42.0, 37.0)","(9.0, 14.0, 13.1)","(8.5, 14.0, 12.666666666666666)","(3.5, 3.55, 3.494285714285714)","(6.0, 9.0, 8.76)","(4.0, 6.0, 5.883333333333333)","(26.0, 36.0, 29.571428571428573)","(6.0, 9.8, 9.08)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.833333333333332)","(41.0, 150.0, 131.11111111111111)"
07-01-2023 15:27:42.987185,"(21.0, 42.0, 37.0)","(9.0, 14.0, 13.1)","(8.5, 14.0, 12.666666666666666)","(3.5, 3.55, 3.494285714285714)","(6.0, 9.0, 8.514285714285714)","(4.0, 6.0, 5.517647058823529)","(26.0, 36.0, 28.8)","(6.0, 9.8, 9.08)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.7)","(41.0, 150.0, 131.11111111111111)"
07-01-2023 15:27:44.586362,"(21.0, 42.0, 37.0)","(9.0, 14.0, 13.307692307692308)","(8.5, 14.0, 12.666666666666666)","(3.5, 3.55, 3.471604938271605)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.4, 5.5)","(26.0, 36.0, 28.8)","(6.0, 9.8, 9.08)","(26.0, 36.0, 31.2)","(14.0, 17.5, 16.7)","(41.0, 150.0, 131.11111111111111)"
07-01-2023 15:27:46.211009,"(21.0, 42.0, 37.0)","(9.0, 14.0, 13.1)","(8.5, 14.0, 12.666666666666666)","(3.5, 3.6, 3.471604938271605)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.4, 5.5851851851851855)","(26.0, 36.0, 28.8)","(6.0, 9.8, 9.08)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.7)","(41.0, 150.0, 131.11111111111111)"
07-01-2023 15:27:48.275918,"(21.0, 42.0, 37.0)","(9.0, 14.0, 13.1)","(8.5, 14.0, 12.666666666666666)","(3.5, 3.6, 3.471604938271605)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.4, 5.707692307692308)","(26.0, 36.0, 28.8)","(6.0, 9.8, 9.08)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.7)","(41.0, 150.0, 131.11111111111111)"
07-01-2023 15:27:49.993784,"(21.0, 42.0, 35.0)","(9.0, 14.0, 13.1)","(8.5, 14.0, 12.5)","(3.5, 3.6, 3.471604938271605)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.4, 5.9)","(26.0, 36.0, 28.8)","(6.0, 9.8, 10.04)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 110.0)"
07-01-2023 15:27:51.622427,"(21.0, 42.0, 35.0)","(9.0, 14.0, 13.1)","(8.5, 13.5, 12.5)","(3.5, 3.6, 3.471604938271605)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.646153846153847)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 110.0)"
07-01-2023 15:27:53.304503,"(21.0, 42.0, 35.0)","(9.0, 14.0, 13.1)","(8.5, 13.5, 12.5)","(3.5, 3.6, 3.471604938271605)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.646153846153847)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 110.0)"
07-01-2023 15:27:55.083141,"(20.0, 42.0, 35.0)","(9.0, 14.0, 13.1)","(8.5, 13.5, 12.5)","(3.5, 3.6, 3.471604938271605)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 110.0)"
07-01-2023 15:27:56.771055,"(20.0, 42.0, 35.0)","(9.0, 14.0, 13.1)","(8.5, 13.5, 12.5)","(3.5, 3.6, 3.471604938271605)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 110.0)"
07-01-2023 15:27:58.418632,"(20.0, 42.0, 35.0)","(9.0, 14.0, 12.615384615384615)","(8.5, 13.5, 12.5)","(3.5, 3.6, 3.471604938271605)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 110.0)"
07-01-2023 15:28:00.109058,"(20.0, 42.0, 35.0)","(9.0, 14.0, 12.615384615384615)","(8.5, 13.5, 12.5)","(3.5, 3.6, 3.471604938271605)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 110.0)"
07-01-2023 15:28:01.684733,"(20.0, 42.0, 37.333333333333336)","(9.0, 14.0, 12.615384615384615)","(8.5, 13.5, 12.5)","(3.5, 3.6, 3.471604938271605)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 115.71428571428572)"
07-01-2023 15:28:03.335099,"(20.0, 42.0, 37.333333333333336)","(9.0, 14.0, 12.2)","(8.5, 13.5, 12.5)","(3.5, 3.6, 3.4831460674157304)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 115.71428571428572)"
07-01-2023 15:28:04.935346,"(20.0, 42.0, 37.333333333333336)","(9.0, 14.0, 12.2)","(8.5, 13.5, 12.5)","(3.5, 3.6, 3.4831460674157304)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 115.71428571428572)"
07-01-2023 15:28:06.713965,"(20.0, 42.0, 37.333333333333336)","(9.0, 14.0, 12.2)","(8.5, 13.5, 12.5)","(3.5, 3.6, 3.4831460674157304)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 115.71428571428572)"
07-01-2023 15:28:08.511965,"(20.0, 42.0, 37.333333333333336)","(9.0, 14.0, 12.2)","(8.5, 13.5, 12.5)","(3.5, 3.6, 3.4831460674157304)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 115.71428571428572)"
07-01-2023 15:28:10.234491,"(20.0, 42.0, 37.333333333333336)","(9.0, 14.0, 12.2)","(8.5, 13.5, 12.5)","(3.5, 3.6, 3.4831460674157304)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 115.71428571428572)"
07-01-2023 15:28:11.891528,"(20.0, 42.0, 37.333333333333336)","(9.0, 14.0, 12.2)","(8.5, 13.5, 12.5)","(3.5, 3.6, 3.4831460674157304)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 115.71428571428572)"
07-01-2023 15:28:13.611291,"(20.0, 42.0, 37.333333333333336)","(9.0, 14.0, 12.2)","(8.5, 13.5, 12.5)","(3.5, 3.6, 3.4831460674157304)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 115.71428571428572)"
07-01-2023 15:28:15.262179,"(20.0, 42.0, 37.333333333333336)","(9.0, 14.0, 12.2)","(8.5, 13.5, 12.5)","(3.5, 3.6, 3.4831460674157304)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 115.71428571428572)"
07-01-2023 15:28:16.970953,"(20.0, 42.0, 37.333333333333336)","(9.0, 14.0, 12.2)","(8.5, 13.5, 12.5)","(3.5, 3.6, 3.4831460674157304)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 123.33333333333334)"
07-01-2023 15:28:18.651283,"(20.0, 42.0, 37.333333333333336)","(9.0, 14.0, 12.8)","(8.5, 13.5, 12.5)","(3.5, 3.6, 3.4831460674157304)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 123.33333333333334)"
07-01-2023 15:28:20.317059,"(20.0, 42.0, 37.333333333333336)","(9.0, 14.0, 13.0625)","(8.5, 13.5, 12.5)","(3.5, 3.6, 3.4869565217391303)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 123.33333333333334)"
07-01-2023 15:28:21.981647,"(20.0, 42.0, 37.333333333333336)","(9.0, 13.5, 12.45)","(8.5, 13.5, 12.5)","(3.5, 3.6, 3.4831460674157304)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 123.33333333333334)"
07-01-2023 15:28:23.616428,"(20.0, 42.0, 37.333333333333336)","(9.0, 13.5, 12.45)","(8.5, 13.5, 12.5)","(3.5, 3.6, 3.59)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 123.33333333333334)"
07-01-2023 15:28:25.305444,"(20.0, 42.0, 37.333333333333336)","(9.0, 13.5, 12.45)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.59)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 123.33333333333334)"
07-01-2023 15:28:26.950381,"(20.0, 42.0, 37.333333333333336)","(9.0, 13.5, 12.45)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.59)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 28.8)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 123.33333333333334)"
07-01-2023 15:28:28.696648,"(20.0, 42.0, 35.5)","(9.0, 13.5, 11.214285714285714)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.59)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.9)","(26.0, 36.0, 32.333333333333336)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 123.33333333333334)"
07-01-2023 15:28:30.402604,"(20.0, 42.0, 35.5)","(9.0, 13.0, 10.954545454545455)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.6)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 32.333333333333336)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.5)","(41.0, 150.0, 123.33333333333334)"
07-01-2023 15:28:32.226227,"(20.0, 42.0, 35.5)","(9.0, 13.0, 10.954545454545455)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.6)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 32.333333333333336)","(6.0, 11.0, 9.254545454545454)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.375)","(41.0, 150.0, 118.0)"
07-01-2023 15:28:33.965386,"(20.0, 42.0, 35.5)","(9.0, 13.0, 10.954545454545455)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.6)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 32.333333333333336)","(6.0, 11.0, 9.74)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.375)","(41.0, 150.0, 118.0)"
07-01-2023 15:28:35.760504,"(20.0, 42.0, 35.5)","(9.0, 13.0, 10.954545454545455)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.63)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 32.333333333333336)","(6.0, 10.5, 9.74)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.375)","(41.0, 150.0, 118.0)"
07-01-2023 15:28:37.601959,"(20.0, 42.0, 35.5)","(9.0, 13.0, 10.954545454545455)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.63)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 32.333333333333336)","(6.0, 10.5, 9.74)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.375)","(41.0, 150.0, 118.0)"
07-01-2023 15:28:39.434963,"(20.0, 42.0, 35.5)","(9.0, 13.0, 10.954545454545455)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.63)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 32.333333333333336)","(6.0, 10.5, 9.74)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.6)","(41.0, 150.0, 118.0)"
07-01-2023 15:28:41.201779,"(20.0, 42.0, 35.5)","(9.0, 13.0, 10.954545454545455)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.63)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 32.333333333333336)","(6.0, 10.5, 9.3125)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.6)","(41.0, 150.0, 118.0)"
07-01-2023 15:28:42.901211,"(20.0, 42.0, 35.5)","(9.0, 13.0, 10.954545454545455)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.63)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 32.333333333333336)","(6.0, 10.5, 9.3125)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.6)","(41.0, 150.0, 118.0)"
07-01-2023 15:28:44.515530,"(20.0, 42.0, 35.5)","(9.0, 13.0, 10.954545454545455)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.63)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 32.333333333333336)","(6.0, 10.5, 9.3125)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.6)","(41.0, 150.0, 118.0)"
07-01-2023 15:28:46.227939,"(20.0, 42.0, 35.5)","(9.0, 13.0, 10.954545454545455)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.63)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 32.333333333333336)","(6.0, 10.5, 9.3125)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.6)","(41.0, 150.0, 118.0)"
07-01-2023 15:28:47.809140,"(20.0, 42.0, 35.5)","(9.0, 13.0, 10.954545454545455)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.63)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 32.333333333333336)","(6.0, 10.5, 9.3125)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.6)","(41.0, 150.0, 118.0)"
07-01-2023 15:28:49.340267,"(20.0, 42.0, 35.5)","(9.0, 13.0, 10.954545454545455)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.63)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 32.333333333333336)","(6.0, 10.5, 9.3125)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.6)","(41.0, 150.0, 118.0)"
07-01-2023 15:28:50.979319,"(20.0, 42.0, 35.5)","(9.0, 13.0, 10.954545454545455)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.63)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 32.333333333333336)","(6.0, 10.5, 9.3125)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.6)","(41.0, 150.0, 118.0)"
07-01-2023 15:28:52.680991,"(20.0, 42.0, 35.5)","(9.0, 13.0, 10.954545454545455)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.63)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 32.333333333333336)","(6.0, 10.5, 9.3125)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.6)","(41.0, 150.0, 118.0)"
07-01-2023 15:28:54.477654,"(20.0, 42.0, 35.5)","(9.0, 13.0, 10.954545454545455)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.63)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 32.333333333333336)","(6.0, 10.5, 9.3125)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.6)","(41.0, 150.0, 118.0)"
07-01-2023 15:28:56.419745,"(20.0, 42.0, 35.5)","(9.0, 13.0, 10.954545454545455)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.63)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 32.333333333333336)","(6.0, 10.5, 9.3125)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.6)","(41.0, 150.0, 118.0)"
07-01-2023 15:28:58.059854,"(20.0, 42.0, 35.5)","(9.0, 13.0, 10.954545454545455)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.63)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 32.333333333333336)","(6.0, 10.5, 9.3125)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.6)","(41.0, 150.0, 118.0)"
07-01-2023 15:28:59.711460,"(20.0, 42.0, 35.5)","(9.0, 13.0, 11.071428571428571)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.63)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 28.857142857142858)","(6.0, 10.5, 9.3125)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.6)","(41.0, 150.0, 118.0)"
07-01-2023 15:29:01.344130,"(20.0, 42.0, 37.666666666666664)","(9.0, 12.5, 11.071428571428571)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.63)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 28.857142857142858)","(6.0, 10.5, 9.3125)","(26.0, 36.0, 30.857142857142858)","(14.0, 17.5, 16.6)","(41.0, 150.0, 115.71428571428572)"
07-01-2023 15:29:02.860505,"(20.0, 42.0, 37.666666666666664)","(9.0, 12.5, 11.071428571428571)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.63)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 28.857142857142858)","(6.0, 10.5, 9.3125)","(26.0, 36.0, 31.6)","(14.0, 17.5, 16.6)","(41.0, 150.0, 115.71428571428572)"
07-01-2023 15:29:04.543608,"(20.0, 42.0, 37.666666666666664)","(9.0, 12.5, 11.071428571428571)","(8.5, 13.5, 12.5)","(3.5, 3.65, 3.63)","(6.0, 9.2, 8.514285714285714)","(4.0, 6.2, 5.96)","(26.0, 36.0, 28.857142857142858)","(6.0, 10.5, 9.3125)","(26.0, 38.0, 31.142857142857142)","(14.0, 17.5, 16.6)","(41.0, 150.0, 115.71428571428572)"
