,Get Carter,Divas Boy,Deemed A Liar,Shanti,Top Shelf Toby,Side Tracked
10-01-2023 16:28:38.841052,"(4.4, 8.2, 5.890000000000001)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 669.0)"
10-01-2023 16:28:40.048510,"(4.4, 8.2, 5.890000000000001)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 163.55555555555554)","(101.0, 730.0, 669.0)"
10-01-2023 16:28:41.317374,"(4.4, 8.2, 5.890000000000001)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 163.55555555555554)","(101.0, 730.0, 669.0)"
10-01-2023 16:28:42.461202,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 163.55555555555554)","(101.0, 730.0, 669.0)"
10-01-2023 16:28:43.462640,"(4.4, 8.2, 5.890000000000001)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 163.55555555555554)","(101.0, 730.0, 669.0)"
10-01-2023 16:28:44.535448,"(4.4, 8.2, 5.890000000000001)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 163.55555555555554)","(101.0, 730.0, 669.0)"
10-01-2023 16:28:45.620828,"(4.4, 8.2, 5.890000000000001)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 730.0, 628.3333333333334)"
10-01-2023 16:28:46.687381,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 730.0, 628.3333333333334)"
10-01-2023 16:28:47.747477,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 730.0, 410.0)"
10-01-2023 16:28:48.910892,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 730.0, 410.0)"
10-01-2023 16:28:50.288517,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 730.0, 410.0)"
10-01-2023 16:28:51.558634,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 730.0, 410.0)"
10-01-2023 16:28:52.701355,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 730.0, 410.0)"
10-01-2023 16:28:53.810361,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 730.0, 460.0)"
10-01-2023 16:28:54.975489,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 830.0, 455.0)"
10-01-2023 16:28:56.140113,"(4.4, 8.2, 5.890000000000001)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:28:57.330462,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:28:58.530057,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:28:59.733599,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:00.851757,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:01.861443,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:02.984017,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:04.181177,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:05.315602,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:06.397010,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:07.575472,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:08.658212,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:09.754405,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:10.808125,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:11.814946,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:12.875396,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:13.953933,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:15.054707,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:16.177066,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:17.261615,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 697.5)"
10-01-2023 16:29:18.348639,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:19.500882,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:20.647067,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:21.774876,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:22.832821,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:23.863941,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:24.858649,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 455.0)"
10-01-2023 16:29:25.924492,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 460.0)"
10-01-2023 16:29:26.944855,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 830.0, 455.0)"
10-01-2023 16:29:27.903050,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 699.1666666666666)"
10-01-2023 16:29:29.000906,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 699.1666666666666)"
10-01-2023 16:29:30.140998,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 699.1666666666666)"
10-01-2023 16:29:31.190477,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 699.1666666666666)"
10-01-2023 16:29:32.299567,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 699.1666666666666)"
10-01-2023 16:29:33.374775,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 699.1666666666666)"
10-01-2023 16:29:34.510093,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 699.1666666666666)"
10-01-2023 16:29:35.539767,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 699.1666666666666)"
10-01-2023 16:29:36.606454,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 699.1666666666666)"
10-01-2023 16:29:37.695743,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 699.1666666666666)"
10-01-2023 16:29:38.749534,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 155.33333333333334)","(101.0, 820.0, 699.1666666666666)"
10-01-2023 16:29:39.726532,"(4.4, 8.2, 5.4)","(21.0, 70.0, 38.75)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 163.55555555555554)","(101.0, 820.0, 747.5)"
10-01-2023 16:29:40.759974,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 163.55555555555554)","(101.0, 820.0, 747.5)"
10-01-2023 16:29:41.860595,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 163.55555555555554)","(101.0, 820.0, 756.5)"
10-01-2023 16:29:43.015523,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 756.5)"
10-01-2023 16:29:44.144743,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 756.5)"
10-01-2023 16:29:45.288805,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 748.3333333333334)"
10-01-2023 16:29:46.463633,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 756.5)"
10-01-2023 16:29:47.663436,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 756.5)"
10-01-2023 16:29:48.842412,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 4.842105263157895)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 756.5)"
10-01-2023 16:29:50.100620,"(4.4, 8.2, 7.453333333333334)","(21.0, 70.0, 36.66666666666667)","(1.5, 1.57, 1.56)","(3.6, 4.8, 4.585714285714285)","(31.0, 180.0, 165.20000000000002)","(101.0, 830.0, 756.5)"
10-01-2023 16:29:51.255088,"(4.4, 8.2, 7.453333333333334)","(21.0, 70.0, 36.66666666666667)","(1.5, 1.57, 1.4983333333333333)","(3.6, 4.8, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 756.5)"
10-01-2023 16:29:52.487246,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 756.5)"
10-01-2023 16:29:53.745627,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.4983333333333333)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 756.5)"
10-01-2023 16:29:54.976066,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.5772549019607842)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 756.5)"
10-01-2023 16:29:56.168139,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.5772549019607842)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 756.5)"
10-01-2023 16:29:57.439035,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 756.5)"
10-01-2023 16:29:58.678331,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 756.5)"
10-01-2023 16:30:00.028678,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 756.5)"
10-01-2023 16:30:01.365651,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 756.5)"
10-01-2023 16:30:02.448031,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 756.5)"
10-01-2023 16:30:03.663546,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 756.5)"
10-01-2023 16:30:05.128973,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 756.5)"
10-01-2023 16:30:06.531763,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 659.4444444444445)"
10-01-2023 16:30:07.832988,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 730.0, 666.5)"
10-01-2023 16:30:08.899707,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 730.0, 666.5)"
10-01-2023 16:30:10.075671,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 730.0, 666.5)"
10-01-2023 16:30:11.286686,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 730.0, 666.5)"
10-01-2023 16:30:12.474633,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 730.0, 666.5)"
10-01-2023 16:30:13.748669,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 730.0, 666.5)"
10-01-2023 16:30:14.996566,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 730.0, 666.5)"
10-01-2023 16:30:16.163865,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 730.0, 666.5)"
10-01-2023 16:30:17.212631,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 730.0, 666.5)"
10-01-2023 16:30:18.322376,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 730.0, 666.5)"
10-01-2023 16:30:19.453725,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 730.0, 666.5)"
10-01-2023 16:30:20.510200,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 730.0, 666.5)"
10-01-2023 16:30:21.677682,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 730.0, 756.5)"
10-01-2023 16:30:22.836577,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 830.0, 739.4444444444445)"
10-01-2023 16:30:23.925056,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 820.0, 747.5)"
10-01-2023 16:30:24.903384,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 820.0, 747.5)"
10-01-2023 16:30:26.005098,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 820.0, 747.5)"
10-01-2023 16:30:27.074636,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 820.0, 747.5)"
10-01-2023 16:30:28.095308,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 820.0, 747.5)"
10-01-2023 16:30:29.005059,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 820.0, 747.5)"
10-01-2023 16:30:30.215346,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 820.0, 747.5)"
10-01-2023 16:30:31.333960,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 820.0, 747.5)"
10-01-2023 16:30:32.648604,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 820.0, 747.5)"
10-01-2023 16:30:34.022399,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 820.0, 747.5)"
10-01-2023 16:30:35.366267,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 820.0, 747.5)"
10-01-2023 16:30:36.642699,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 820.0, 747.5)"
10-01-2023 16:30:38.012270,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 820.0, 747.5)"
10-01-2023 16:30:39.326571,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 820.0, 739.4444444444445)"
10-01-2023 16:30:40.438077,"(4.4, 8.2, 5.4)","(21.0, 70.0, 33.63636363636364)","(1.5, 1.64, 1.516190476190476)","(3.6, 6.0, 5.066666666666666)","(31.0, 180.0, 163.55555555555554)","(101.0, 820.0, 739.4444444444445)"
