,Berdibek,Bonny Ezra,Aleas,Chalk Stream,First In Line,Shes The Gift,Military Mission,Criminal Code,Global Ausbred,Mission Phoenix,Lady Redwood
07-01-2023 14:51:53.444082,"(14.0, 17.5, 17.25)","(8.0, 9.4, 9.044444444444444)","(4.8, 6.0, 5.87007299270073)","(11.0, 13.5, 13.48)","(61.0, 90.0, 89.75)","(8.0, 9.6, 9.533333333333333)","(6.5, 7.6, 7.468421052631579)","(31.0, 40.0, 38.46153846153846)","(5.5, 6.6, 6.534841628959276)","(6.5, 7.6, 7.478026905829596)","(91.0, 210.0, 156.66666666666666)"
07-01-2023 14:51:55.081025,"(14.0, 17.5, 16.53688524590164)","(8.0, 9.4, 9.057142857142857)","(4.8, 6.0, 5.870588235294117)","(11.0, 13.5, 13.947368421052632)","(61.0, 90.0, 89.765625)","(8.0, 9.6, 9.192452830188678)","(6.5, 7.6, 7.47027027027027)","(31.0, 40.0, 38.588235294117645)","(5.5, 6.6, 6.537962962962963)","(6.5, 7.6, 7.4790909090909095)","(91.0, 210.0, 156.66666666666666)"
07-01-2023 14:51:56.747937,"(14.0, 18.0, 16.53688524590164)","(8.0, 9.4, 9.057142857142857)","(4.8, 6.0, 5.871375464684014)","(11.0, 14.0, 13.947368421052632)","(61.0, 90.0, 89.765625)","(8.0, 9.2, 9.192452830188678)","(6.5, 7.6, 7.47027027027027)","(31.0, 40.0, 38.588235294117645)","(5.5, 6.6, 6.537962962962963)","(6.5, 7.6, 7.4790909090909095)","(91.0, 210.0, 156.66666666666666)"
07-01-2023 14:51:58.373506,"(14.0, 18.0, 17.0703125)","(8.0, 9.4, 9.057142857142857)","(4.8, 6.0, 5.871375464684014)","(11.0, 14.0, 13.947368421052632)","(61.0, 90.0, 89.765625)","(8.0, 9.2, 9.17)","(6.5, 7.6, 7.47027027027027)","(31.0, 40.0, 38.588235294117645)","(5.5, 6.6, 6.537962962962963)","(6.5, 7.6, 7.486301369863014)","(91.0, 210.0, 156.66666666666666)"
07-01-2023 14:51:59.926181,"(14.0, 18.0, 17.0703125)","(8.0, 9.4, 9.057142857142857)","(4.8, 6.0, 5.859259259259259)","(11.0, 14.0, 13.947368421052632)","(61.0, 90.0, 89.765625)","(8.0, 9.2, 9.17)","(6.5, 7.6, 7.4222222222222225)","(31.0, 40.0, 36.94117647058823)","(5.5, 6.6, 6.5007142857142854)","(6.5, 7.6, 7.438834951456311)","(91.0, 210.0, 156.66666666666666)"
07-01-2023 14:52:01.349048,"(14.0, 18.0, 16.697080291970803)","(8.0, 9.4, 9.057142857142857)","(4.8, 6.0, 5.858333333333333)","(11.0, 14.0, 13.951807228915662)","(61.0, 90.0, 89.7457627118644)","(8.0, 9.2, 9.17)","(6.5, 7.6, 7.41875)","(31.0, 40.0, 36.94117647058823)","(5.5, 6.6, 6.5007142857142854)","(6.5, 7.6, 7.438834951456311)","(91.0, 210.0, 156.66666666666666)"
07-01-2023 14:52:02.784954,"(14.0, 18.0, 16.697080291970803)","(8.0, 9.4, 9.175)","(4.8, 6.0, 5.886181818181819)","(11.0, 14.0, 13.951807228915662)","(61.0, 90.0, 89.7457627118644)","(8.0, 9.2, 9.17)","(6.5, 7.6, 7.41875)","(31.0, 40.0, 36.94117647058823)","(5.5, 6.6, 6.548245614035087)","(6.5, 7.6, 7.369655172413793)","(91.0, 210.0, 156.66666666666666)"
07-01-2023 14:52:04.294760,"(14.0, 18.0, 16.697080291970803)","(8.0, 9.4, 9.175)","(4.8, 5.9, 5.8859259259259264)","(11.0, 14.0, 13.951807228915662)","(61.0, 90.0, 89.7457627118644)","(8.0, 9.2, 9.191304347826087)","(6.5, 7.6, 7.41875)","(31.0, 40.0, 37.189189189189186)","(5.5, 6.6, 6.551239669421488)","(6.5, 7.4, 7.369655172413793)","(91.0, 210.0, 187.14285714285714)"
07-01-2023 14:52:05.795284,"(14.0, 18.0, 16.697080291970803)","(8.0, 9.4, 9.381818181818183)","(4.8, 5.9, 5.884830339321358)","(11.0, 14.0, 13.375)","(61.0, 90.0, 89.7457627118644)","(8.0, 9.2, 9.192307692307692)","(6.5, 7.6, 7.41875)","(31.0, 40.0, 37.189189189189186)","(5.5, 6.6, 6.551239669421488)","(6.5, 7.4, 7.369655172413793)","(91.0, 210.0, 187.14285714285714)"
07-01-2023 14:52:07.275470,"(14.0, 18.0, 16.96527777777778)","(8.0, 9.4, 9.381818181818183)","(5.0, 5.9, 5.884830339321358)","(11.0, 14.0, 13.375)","(61.0, 90.0, 89.7457627118644)","(8.0, 9.2, 9.192307692307692)","(6.5, 7.6, 7.41875)","(31.0, 40.0, 37.189189189189186)","(5.5, 6.6, 6.551239669421488)","(6.5, 7.4, 7.369655172413793)","(91.0, 210.0, 187.14285714285714)"
07-01-2023 14:52:08.760831,"(14.0, 17.0, 16.96527777777778)","(8.0, 9.4, 9.381818181818183)","(5.0, 5.9, 5.884830339321358)","(11.0, 14.0, 13.375)","(61.0, 90.0, 89.7457627118644)","(8.0, 9.2, 9.192307692307692)","(6.5, 7.6, 7.448366013071896)","(31.0, 40.0, 37.189189189189186)","(5.5, 6.6, 6.551239669421488)","(6.5, 7.4, 7.369655172413793)","(91.0, 210.0, 187.14285714285714)"
07-01-2023 14:52:10.280815,"(14.0, 17.0, 16.96527777777778)","(7.5, 9.4, 9.381818181818183)","(5.0, 5.9, 5.884830339321358)","(11.0, 14.0, 13.375)","(61.0, 90.0, 89.7457627118644)","(8.0, 9.2, 9.192307692307692)","(6.5, 7.6, 7.448366013071896)","(31.0, 40.0, 37.189189189189186)","(5.5, 6.6, 6.551239669421488)","(6.5, 7.4, 7.369655172413793)","(91.0, 210.0, 187.14285714285714)"
07-01-2023 14:52:11.733265,"(14.0, 17.0, 16.95614035087719)","(7.5, 9.4, 9.381818181818183)","(5.0, 5.9, 5.884830339321358)","(11.0, 14.0, 13.375)","(61.0, 90.0, 89.7457627118644)","(8.0, 9.2, 9.192307692307692)","(6.5, 7.6, 7.448366013071896)","(31.0, 40.0, 37.189189189189186)","(5.5, 6.6, 6.551239669421488)","(6.5, 7.4, 7.369655172413793)","(91.0, 210.0, 187.14285714285714)"
07-01-2023 14:52:13.195223,"(14.0, 17.0, 16.95614035087719)","(7.5, 9.4, 9.381818181818183)","(5.0, 5.9, 5.881553398058252)","(11.0, 14.0, 13.375)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.2, 9.183333333333334)","(6.5, 7.6, 7.448366013071896)","(31.0, 40.0, 38.7)","(5.5, 6.6, 6.551239669421488)","(6.5, 7.4, 7.369655172413793)","(91.0, 210.0, 190.0)"
07-01-2023 14:52:14.718674,"(14.0, 17.0, 16.95614035087719)","(7.5, 9.4, 9.376470588235295)","(5.0, 5.9, 5.881553398058252)","(11.0, 14.0, 13.375)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.2, 9.183333333333334)","(6.5, 7.6, 7.448366013071896)","(31.0, 40.0, 38.7)","(5.5, 6.6, 6.551239669421488)","(6.5, 7.4, 7.369655172413793)","(91.0, 210.0, 190.0)"
07-01-2023 14:52:16.136172,"(14.0, 17.0, 16.95614035087719)","(7.5, 9.4, 9.376470588235295)","(5.0, 5.9, 5.881553398058252)","(11.0, 14.0, 13.375)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.2, 9.183333333333334)","(6.5, 7.6, 7.448366013071896)","(31.0, 40.0, 38.7)","(5.5, 6.6, 6.549356223175965)","(6.5, 7.4, 7.369655172413793)","(91.0, 210.0, 190.0)"
07-01-2023 14:52:17.590130,"(14.0, 17.0, 16.95614035087719)","(7.5, 9.4, 9.376470588235295)","(4.8, 5.9, 5.881553398058252)","(11.0, 14.0, 13.375)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.2, 9.183333333333334)","(6.5, 7.6, 7.448366013071896)","(31.0, 40.0, 38.7)","(5.5, 6.6, 6.547555555555555)","(6.5, 7.4, 7.45625)","(91.0, 210.0, 190.0)"
07-01-2023 14:52:19.018529,"(14.0, 17.0, 16.813432835820894)","(7.5, 9.4, 9.376470588235295)","(4.8, 5.9, 5.881553398058252)","(11.0, 14.0, 13.375)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.2, 9.183333333333334)","(6.5, 7.6, 7.491397849462365)","(31.0, 40.0, 38.666666666666664)","(5.5, 6.6, 6.547555555555555)","(6.5, 7.6, 7.45625)","(91.0, 210.0, 190.0)"
07-01-2023 14:52:20.486602,"(14.0, 17.0, 16.813432835820894)","(7.5, 9.4, 9.376470588235295)","(4.8, 5.9, 5.881553398058252)","(11.0, 14.0, 13.44949494949495)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.2, 9.183333333333334)","(6.5, 7.6, 7.444615384615385)","(31.0, 40.0, 38.666666666666664)","(5.5, 6.6, 6.547555555555555)","(6.5, 7.6, 7.45625)","(91.0, 210.0, 190.0)"
07-01-2023 14:52:21.919449,"(14.0, 17.0, 16.813432835820894)","(7.5, 9.4, 9.376470588235295)","(4.8, 5.9, 5.881553398058252)","(11.0, 14.0, 13.44949494949495)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.2, 9.183333333333334)","(6.5, 7.6, 7.444615384615385)","(31.0, 40.0, 38.666666666666664)","(5.5, 6.6, 6.547555555555555)","(6.5, 7.6, 7.45)","(91.0, 210.0, 190.0)"
07-01-2023 14:52:23.347258,"(14.0, 17.0, 16.813432835820894)","(7.5, 9.4, 9.376470588235295)","(4.8, 5.9, 5.881)","(11.0, 14.0, 13.44949494949495)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.2, 9.461538461538462)","(6.5, 7.6, 7.444615384615385)","(31.0, 40.0, 38.666666666666664)","(5.5, 6.6, 6.544075829383886)","(6.5, 7.6, 7.474074074074074)","(91.0, 210.0, 190.0)"
07-01-2023 14:52:24.738634,"(14.0, 17.0, 16.8062015503876)","(7.5, 9.4, 9.376470588235295)","(4.8, 5.9, 5.881)","(11.0, 14.0, 13.44949494949495)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.8, 9.417391304347827)","(6.5, 7.6, 7.444615384615385)","(31.0, 40.0, 38.666666666666664)","(5.5, 6.6, 6.543809523809523)","(6.5, 7.6, 7.474074074074074)","(91.0, 210.0, 190.0)"
07-01-2023 14:52:26.046439,"(14.0, 17.0, 16.8062015503876)","(7.5, 9.4, 9.376470588235295)","(4.8, 5.9, 5.8422396856581535)","(11.0, 14.0, 13.310126582278482)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.8, 9.417391304347827)","(6.5, 7.6, 7.444615384615385)","(31.0, 40.0, 38.666666666666664)","(5.5, 6.6, 6.543809523809523)","(6.5, 7.6, 7.474074074074074)","(91.0, 210.0, 190.0)"
07-01-2023 14:52:27.413201,"(14.0, 17.0, 16.8062015503876)","(7.5, 9.4, 9.35)","(4.8, 5.9, 5.8422396856581535)","(11.0, 14.0, 13.387640449438202)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.8, 9.417391304347827)","(6.5, 7.6, 7.444615384615385)","(31.0, 40.0, 38.666666666666664)","(5.5, 6.6, 6.572571428571428)","(6.5, 7.6, 7.474074074074074)","(91.0, 210.0, 190.0)"
07-01-2023 14:52:28.820294,"(14.0, 17.0, 16.78787878787879)","(7.5, 9.4, 9.35)","(4.8, 5.9, 5.854371002132196)","(11.0, 14.0, 13.387640449438202)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.8, 9.506666666666668)","(6.5, 7.6, 7.528070175438597)","(31.0, 40.0, 38.666666666666664)","(5.5, 6.6, 6.572571428571428)","(6.5, 7.6, 7.474074074074074)","(91.0, 210.0, 195.0)"
07-01-2023 14:52:30.410802,"(14.0, 17.0, 16.776)","(7.5, 9.4, 9.35)","(4.8, 5.9, 5.854371002132196)","(11.0, 14.0, 13.387640449438202)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.8, 9.506666666666668)","(6.5, 7.6, 7.528070175438597)","(31.0, 40.0, 38.666666666666664)","(5.5, 6.6, 6.572571428571428)","(6.5, 7.6, 7.465346534653466)","(91.0, 220.0, 195.0)"
07-01-2023 14:52:32.172812,"(14.0, 17.0, 16.776)","(7.5, 9.4, 9.35)","(4.8, 5.9, 5.854371002132196)","(11.0, 14.0, 13.387640449438202)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.8, 9.506666666666668)","(6.5, 7.6, 7.528070175438597)","(31.0, 40.0, 38.666666666666664)","(5.5, 6.6, 6.572571428571428)","(6.5, 7.6, 7.465346534653466)","(91.0, 220.0, 195.0)"
07-01-2023 14:52:33.781354,"(14.0, 17.0, 16.776)","(7.5, 9.4, 9.35)","(4.8, 5.9, 5.854371002132196)","(11.0, 14.0, 13.387640449438202)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.8, 9.5)","(6.5, 7.6, 7.528070175438597)","(31.0, 40.0, 38.666666666666664)","(5.5, 6.6, 6.5690322580645155)","(6.5, 7.6, 7.465346534653466)","(91.0, 220.0, 195.0)"
07-01-2023 14:52:35.653199,"(14.0, 17.0, 16.776)","(7.5, 9.4, 9.35)","(4.8, 5.9, 5.840266666666667)","(11.0, 14.0, 13.387640449438202)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.8, 9.5)","(6.5, 7.6, 7.536923076923077)","(31.0, 40.0, 38.666666666666664)","(5.5, 6.6, 6.5690322580645155)","(6.5, 7.6, 7.465346534653466)","(91.0, 220.0, 195.0)"
07-01-2023 14:52:37.580471,"(14.0, 17.0, 16.776)","(7.5, 9.4, 9.35)","(4.8, 5.9, 5.840266666666667)","(11.0, 14.0, 13.387640449438202)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.8, 9.5)","(6.5, 7.6, 7.536923076923077)","(31.0, 40.0, 38.666666666666664)","(5.5, 6.6, 6.5690322580645155)","(6.5, 7.6, 7.465346534653466)","(91.0, 220.0, 195.0)"
07-01-2023 14:52:39.140252,"(14.0, 17.0, 17.426470588235293)","(7.5, 9.4, 9.35)","(4.8, 5.9, 5.8238095238095235)","(11.0, 14.0, 13.387640449438202)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.8, 9.5)","(6.5, 7.6, 7.3883040935672515)","(31.0, 40.0, 38.666666666666664)","(5.5, 6.6, 6.5690322580645155)","(6.5, 7.6, 7.465346534653466)","(91.0, 220.0, 195.0)"
07-01-2023 14:52:40.719619,"(14.0, 17.5, 16.435897435897434)","(7.5, 9.4, 9.35)","(4.8, 5.9, 5.8238095238095235)","(11.0, 14.0, 13.387640449438202)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.8, 9.5)","(6.5, 7.4, 7.388372093023256)","(31.0, 40.0, 38.666666666666664)","(5.5, 6.6, 6.5690322580645155)","(6.5, 7.6, 7.465346534653466)","(91.0, 220.0, 195.0)"
07-01-2023 14:52:42.154605,"(14.0, 16.5, 16.0)","(7.5, 9.4, 9.376470588235295)","(4.8, 5.9, 5.8182481751824815)","(11.0, 14.0, 13.380681818181818)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.8, 9.5)","(6.5, 7.4, 7.388372093023256)","(31.0, 40.0, 38.666666666666664)","(5.5, 6.6, 6.571597633136094)","(6.5, 7.6, 7.315923566878981)","(91.0, 220.0, 195.0)"
07-01-2023 14:52:43.572134,"(14.0, 16.0, 15.933333333333334)","(7.5, 9.4, 9.376470588235295)","(4.8, 5.9, 5.795731707317073)","(11.0, 14.0, 13.380681818181818)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.8, 9.5)","(6.5, 7.4, 7.388372093023256)","(31.0, 40.0, 38.666666666666664)","(5.5, 6.6, 6.571597633136094)","(6.5, 7.4, 7.315923566878981)","(91.0, 220.0, 195.0)"
07-01-2023 14:52:45.062001,"(14.0, 17.5, 17.3)","(7.5, 9.4, 9.376470588235295)","(4.8, 5.8, 5.792899408284024)","(11.0, 14.0, 13.380681818181818)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.8, 9.5)","(6.5, 7.4, 7.388372093023256)","(31.0, 40.0, 38.666666666666664)","(5.5, 6.6, 6.571597633136094)","(6.5, 7.4, 7.315923566878981)","(91.0, 220.0, 194.0)"
07-01-2023 14:52:46.503919,"(14.0, 17.5, 17.3)","(7.5, 9.4, 9.376470588235295)","(4.8, 5.8, 5.857692307692308)","(11.0, 14.0, 13.380681818181818)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.8, 9.546153846153846)","(6.5, 7.4, 7.388372093023256)","(31.0, 40.0, 38.666666666666664)","(5.5, 6.6, 6.571597633136094)","(6.5, 7.4, 7.328260869565217)","(91.0, 220.0, 197.5)"
07-01-2023 14:52:47.913089,"(14.0, 17.5, 17.3)","(7.5, 9.4, 9.376470588235295)","(4.8, 5.9, 5.84368932038835)","(11.0, 14.0, 13.380681818181818)","(61.0, 90.0, 89.72727272727272)","(8.0, 9.8, 9.546153846153846)","(6.5, 7.4, 7.388372093023256)","(31.0, 40.0, 38.643478260869564)","(5.5, 6.6, 6.571597633136094)","(6.5, 7.4, 7.328260869565217)","(91.0, 220.0, 197.5)"
07-01-2023 14:52:49.356472,"(14.0, 17.5, 17.3)","(7.5, 9.4, 9.376470588235295)","(4.8, 5.9, 5.84368932038835)","(11.0, 14.0, 13.380681818181818)","(61.0, 90.0, 89.0625)","(8.0, 9.8, 9.546153846153846)","(6.5, 7.4, 7.391715976331361)","(31.0, 40.0, 38.643478260869564)","(5.5, 6.6, 6.571597633136094)","(6.5, 7.4, 7.328260869565217)","(91.0, 220.0, 155.71428571428572)"
07-01-2023 14:52:50.694943,"(14.0, 17.5, 17.3)","(7.5, 9.4, 9.376470588235295)","(4.8, 5.9, 5.8271084337349395)","(11.0, 14.0, 13.380681818181818)","(61.0, 90.0, 89.0625)","(8.0, 9.8, 9.546153846153846)","(6.5, 7.4, 7.391715976331361)","(31.0, 40.0, 38.643478260869564)","(5.5, 6.6, 6.571597633136094)","(6.5, 7.4, 7.157396449704142)","(91.0, 170.0, 155.71428571428572)"
07-01-2023 14:52:52.152484,"(14.0, 17.5, 17.3)","(7.5, 9.4, 9.376470588235295)","(4.8, 6.0, 5.9338797814207656)","(11.0, 14.0, 13.380681818181818)","(61.0, 90.0, 89.0625)","(8.0, 9.8, 9.485714285714286)","(6.5, 7.4, 7.391715976331361)","(31.0, 40.0, 38.643478260869564)","(5.5, 6.6, 6.571597633136094)","(6.5, 7.2, 7.246296296296297)","(91.0, 170.0, 157.5)"
07-01-2023 14:52:53.639171,"(14.0, 17.5, 17.3)","(7.5, 9.4, 9.376470588235295)","(4.8, 6.0, 5.90472440944882)","(11.0, 14.0, 13.380681818181818)","(61.0, 90.0, 89.0625)","(8.0, 9.8, 9.485714285714286)","(6.5, 7.4, 7.391715976331361)","(31.0, 40.0, 38.643478260869564)","(5.5, 6.6, 6.571597633136094)","(6.5, 7.4, 7.250909090909091)","(91.0, 170.0, 157.5)"
07-01-2023 14:52:55.041189,"(14.0, 17.5, 17.3)","(7.5, 9.4, 9.376470588235295)","(4.8, 6.0, 5.897029702970297)","(11.0, 14.0, 13.380681818181818)","(61.0, 90.0, 89.0625)","(8.0, 9.8, 9.3875)","(6.5, 7.4, 7.391715976331361)","(31.0, 40.0, 38.643478260869564)","(5.5, 6.6, 6.571597633136094)","(6.5, 7.4, 7.250909090909091)","(91.0, 170.0, 157.5)"
07-01-2023 14:52:56.315464,"(14.0, 17.5, 17.3)","(7.5, 9.4, 9.376470588235295)","(4.8, 5.9, 5.897029702970297)","(11.0, 14.0, 13.380681818181818)","(61.0, 90.0, 89.0625)","(8.0, 9.8, 9.3875)","(6.5, 7.4, 7.476923076923077)","(31.0, 40.0, 38.643478260869564)","(5.5, 6.6, 6.571597633136094)","(6.5, 7.4, 7.250909090909091)","(91.0, 170.0, 157.5)"
07-01-2023 14:52:57.609342,"(14.0, 17.0, 16.00625)","(7.5, 9.4, 9.376470588235295)","(4.8, 5.9, 5.886725663716814)","(11.0, 14.0, 13.380681818181818)","(61.0, 90.0, 89.0625)","(8.0, 9.8, 9.3875)","(6.5, 7.6, 7.476923076923077)","(31.0, 40.0, 38.643478260869564)","(5.5, 6.6, 6.559663865546218)","(6.5, 7.4, 7.250909090909091)","(91.0, 170.0, 157.5)"
07-01-2023 14:52:59.018320,"(14.0, 17.0, 15.967532467532468)","(7.5, 9.4, 9.376470588235295)","(4.8, 5.9, 5.886725663716814)","(11.0, 14.0, 13.380681818181818)","(61.0, 90.0, 89.0625)","(8.0, 9.8, 9.3875)","(6.5, 7.6, 7.45)","(31.0, 40.0, 38.357894736842105)","(5.5, 6.6, 6.559663865546218)","(6.5, 7.4, 7.246009389671362)","(91.0, 170.0, 157.5)"
07-01-2023 14:53:00.325911,"(14.0, 17.0, 15.967532467532468)","(7.5, 9.4, 9.376470588235295)","(4.8, 5.9, 5.887603305785125)","(11.0, 14.0, 13.380681818181818)","(61.0, 90.0, 89.0625)","(8.0, 9.8, 9.3875)","(6.5, 7.6, 7.45)","(31.0, 40.0, 38.2680412371134)","(5.5, 6.6, 6.524183006535948)","(6.5, 7.4, 7.246009389671362)","(91.0, 170.0, 157.5)"
07-01-2023 14:53:01.700497,"(14.0, 17.0, 15.967532467532468)","(7.5, 9.4, 9.376470588235295)","(4.8, 5.9, 5.861565836298933)","(11.0, 14.0, 13.380681818181818)","(61.0, 90.0, 89.0625)","(8.0, 9.8, 9.3875)","(6.5, 7.6, 7.45)","(31.0, 40.0, 38.2680412371134)","(5.5, 6.6, 6.524183006535948)","(6.5, 7.4, 7.246009389671362)","(91.0, 170.0, 157.5)"
07-01-2023 14:53:03.118494,"(14.0, 17.0, 15.967532467532468)","(7.5, 9.4, 9.375)","(4.8, 5.9, 5.860294117647059)","(11.0, 14.0, 13.679878048780488)","(61.0, 90.0, 80.17241379310344)","(8.0, 9.8, 9.250224215246636)","(6.5, 7.6, 7.52485549132948)","(31.0, 40.0, 36.73267326732673)","(5.5, 6.6, 6.524183006535948)","(6.5, 7.4, 7.246009389671362)","(91.0, 170.0, 155.0)"
07-01-2023 14:53:04.328576,"(14.0, 17.0, 16.485436893203882)","(7.5, 9.4, 9.375)","(4.8, 5.9, 5.860294117647059)","(11.0, 14.0, 13.679878048780488)","(61.0, 85.0, 80.17241379310344)","(8.0, 9.6, 9.250224215246636)","(6.5, 7.6, 7.52485549132948)","(31.0, 38.0, 36.73267326732673)","(5.5, 6.6, 6.524183006535948)","(6.5, 7.4, 7.246009389671362)","(91.0, 170.0, 155.0)"
07-01-2023 14:53:05.569388,"(14.0, 17.0, 16.485436893203882)","(7.5, 9.4, 9.382608695652173)","(4.8, 5.8, 5.793150684931507)","(11.0, 14.0, 13.689102564102564)","(61.0, 85.0, 80.17241379310344)","(8.0, 9.6, 9.250224215246636)","(6.5, 7.6, 7.52485549132948)","(31.0, 38.0, 36.73267326732673)","(5.5, 6.6, 6.524183006535948)","(6.5, 7.4, 7.246009389671362)","(91.0, 170.0, 158.46153846153845)"
07-01-2023 14:53:06.757954,"(14.0, 17.0, 16.485436893203882)","(7.5, 9.4, 9.382608695652173)","(4.8, 5.8, 5.793150684931507)","(11.0, 14.0, 13.689102564102564)","(61.0, 85.0, 80.17241379310344)","(8.0, 9.6, 9.250224215246636)","(6.5, 7.6, 7.53953488372093)","(31.0, 38.0, 36.73267326732673)","(5.5, 6.6, 6.524183006535948)","(6.5, 7.4, 7.246009389671362)","(91.0, 170.0, 158.46153846153845)"
07-01-2023 14:53:07.950312,"(14.0, 17.0, 16.485436893203882)","(7.5, 9.4, 9.382608695652173)","(4.8, 5.8, 5.7929906542056075)","(11.0, 14.0, 13.54245283018868)","(61.0, 85.0, 80.17241379310344)","(8.0, 9.6, 9.230331753554502)","(6.5, 7.6, 7.53953488372093)","(31.0, 38.0, 36.73267326732673)","(5.5, 6.6, 6.524183006535948)","(6.5, 7.4, 7.246009389671362)","(91.0, 170.0, 158.46153846153845)"
07-01-2023 14:53:09.211062,"(14.0, 17.0, 16.485436893203882)","(7.5, 9.4, 9.382608695652173)","(4.8, 5.8, 5.7929906542056075)","(11.0, 14.0, 13.504901960784315)","(61.0, 85.0, 78.33333333333333)","(8.0, 9.6, 9.217647058823529)","(6.5, 7.6, 7.53953488372093)","(31.0, 38.0, 36.73267326732673)","(5.5, 6.6, 6.524183006535948)","(6.5, 7.4, 7.246009389671362)","(91.0, 170.0, 158.46153846153845)"
07-01-2023 14:53:10.469150,"(14.0, 17.0, 16.485436893203882)","(7.5, 9.4, 9.382608695652173)","(4.8, 5.8, 5.7929906542056075)","(11.0, 14.0, 13.504901960784315)","(61.0, 85.0, 78.75)","(8.0, 9.6, 9.217647058823529)","(6.5, 7.6, 7.53953488372093)","(31.0, 38.0, 36.73267326732673)","(5.5, 6.6, 6.524183006535948)","(6.5, 7.4, 7.246009389671362)","(91.0, 170.0, 158.46153846153845)"
07-01-2023 14:53:11.686469,"(14.0, 16.5, 15.616022099447514)","(7.5, 9.4, 9.382608695652173)","(4.8, 5.8, 5.848987854251012)","(11.0, 14.0, 13.504901960784315)","(61.0, 85.0, 78.75)","(8.0, 9.6, 9.217647058823529)","(6.5, 7.6, 7.5374407582938385)","(31.0, 38.0, 36.73267326732673)","(5.5, 6.6, 6.524183006535948)","(6.5, 7.4, 7.246009389671362)","(91.0, 170.0, 158.46153846153845)"
07-01-2023 14:53:12.924015,"(14.0, 16.5, 15.61413043478261)","(7.5, 9.4, 9.382608695652173)","(4.8, 5.9, 5.848987854251012)","(11.0, 14.0, 13.666666666666666)","(61.0, 85.0, 78.75)","(8.0, 9.6, 9.217647058823529)","(6.5, 7.6, 7.5374407582938385)","(31.0, 38.0, 36.73267326732673)","(5.5, 6.6, 6.524183006535948)","(6.5, 7.4, 7.246009389671362)","(91.0, 170.0, 158.46153846153845)"
07-01-2023 14:53:14.157842,"(14.0, 16.5, 15.584269662921349)","(7.5, 9.4, 9.382608695652173)","(4.8, 5.9, 5.852442996742671)","(11.0, 13.5, 13.483870967741936)","(61.0, 85.0, 78.75)","(8.0, 9.6, 9.268085106382978)","(6.5, 7.6, 7.5374407582938385)","(31.0, 38.0, 36.73267326732673)","(5.5, 6.6, 6.524183006535948)","(6.5, 7.4, 7.246009389671362)","(91.0, 170.0, 158.46153846153845)"
07-01-2023 14:53:15.361391,"(14.0, 16.5, 15.582417582417582)","(8.0, 9.4, 9.382608695652173)","(5.0, 5.9, 5.852442996742671)","(11.0, 13.5, 13.483870967741936)","(61.0, 85.0, 78.75)","(8.0, 9.6, 9.268085106382978)","(6.5, 7.6, 7.511111111111111)","(31.0, 38.0, 36.73267326732673)","(5.5, 6.6, 6.524183006535948)","(6.5, 7.4, 7.246009389671362)","(101.0, 170.0, 158.46153846153845)"
07-01-2023 14:53:16.544429,"(14.0, 16.5, 15.582417582417582)","(8.0, 9.4, 9.382608695652173)","(5.0, 5.9, 5.852442996742671)","(11.0, 13.5, 13.483870967741936)","(61.0, 85.0, 78.75)","(8.0, 9.6, 9.268085106382978)","(6.5, 7.6, 7.520833333333333)","(31.0, 38.0, 36.73267326732673)","(5.5, 6.6, 6.524183006535948)","(6.5, 7.4, 7.246009389671362)","(101.0, 170.0, 158.46153846153845)"
07-01-2023 14:53:17.745385,"(14.0, 16.5, 15.582417582417582)","(8.0, 9.4, 9.382608695652173)","(5.0, 5.9, 5.852442996742671)","(11.0, 13.5, 13.483870967741936)","(61.0, 85.0, 78.75)","(8.0, 9.6, 9.268085106382978)","(6.5, 7.6, 7.520833333333333)","(31.0, 38.0, 36.73267326732673)","(5.5, 6.6, 6.524183006535948)","(6.5, 7.4, 7.196992481203008)","(101.0, 170.0, 158.46153846153845)"
