,Masie Jane,Zipping Cutie,Flyaway Becky,Lenny Boy,Chip Rock,Tralee Beth,Jasper Kimetto,Light Duties
05-01-2023 14:10:26.587614,"(2.5, 4.6, 3.314285714285714)","(41.0, 300.0, 119.36842105263159)","(10.0, 22.0, 14.0)","(21.0, 85.0, 39.90909090909091)","(6.0, 11.0, 8.6)","(3.0, 5.0, 3.29)","(5.0, 8.2, 6.930769230769231)","(13.0, 34.0, 15.818181818181818)"
05-01-2023 14:10:27.744164,"(2.5, 4.6, 3.314285714285714)","(41.0, 300.0, 119.36842105263159)","(10.0, 22.0, 14.0)","(21.0, 85.0, 39.90909090909091)","(6.0, 11.0, 8.6)","(3.0, 5.0, 3.29)","(5.0, 8.2, 6.930769230769231)","(13.0, 34.0, 15.818181818181818)"
05-01-2023 14:10:29.016172,"(2.5, 4.6, 3.314285714285714)","(41.0, 300.0, 119.36842105263159)","(10.0, 22.0, 14.0)","(21.0, 85.0, 39.90909090909091)","(6.0, 11.0, 8.6)","(3.0, 5.0, 3.29)","(5.0, 8.2, 6.930769230769231)","(13.0, 34.0, 15.818181818181818)"
05-01-2023 14:10:30.167470,"(2.5, 4.6, 3.314285714285714)","(41.0, 300.0, 119.36842105263159)","(10.0, 22.0, 14.0)","(21.0, 85.0, 39.90909090909091)","(6.0, 11.0, 8.6)","(3.0, 5.0, 3.29)","(5.0, 8.2, 6.930769230769231)","(13.0, 34.0, 15.818181818181818)"
05-01-2023 14:10:31.322145,"(2.5, 4.6, 3.314285714285714)","(41.0, 300.0, 119.36842105263159)","(10.0, 22.0, 14.0)","(21.0, 85.0, 39.90909090909091)","(6.0, 11.0, 8.6)","(3.0, 5.0, 3.29)","(5.0, 8.2, 6.930769230769231)","(13.0, 34.0, 15.818181818181818)"
05-01-2023 14:10:32.387047,"(2.5, 4.6, 3.314285714285714)","(41.0, 300.0, 119.36842105263159)","(10.0, 22.0, 14.0)","(21.0, 85.0, 39.90909090909091)","(6.0, 11.0, 8.6)","(3.0, 5.0, 3.29)","(5.0, 8.2, 6.930769230769231)","(13.0, 34.0, 15.818181818181818)"
05-01-2023 14:10:33.493806,"(2.5, 4.6, 3.314285714285714)","(41.0, 300.0, 119.36842105263159)","(10.0, 22.0, 14.0)","(21.0, 85.0, 39.90909090909091)","(6.0, 11.0, 8.6)","(3.0, 5.0, 3.29)","(5.0, 8.2, 6.930769230769231)","(13.0, 34.0, 15.818181818181818)"
05-01-2023 14:10:34.632999,"(2.5, 4.6, 3.314285714285714)","(41.0, 280.0, 117.33333333333333)","(10.0, 22.0, 14.0)","(21.0, 85.0, 39.90909090909091)","(6.0, 11.0, 8.6)","(3.0, 5.0, 3.29)","(5.0, 8.2, 6.930769230769231)","(13.0, 34.0, 15.818181818181818)"
05-01-2023 14:10:35.913197,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 176.39999999999998)","(10.0, 22.0, 14.0)","(21.0, 85.0, 39.90909090909091)","(6.0, 11.0, 8.6)","(3.0, 5.0, 3.29)","(5.0, 8.2, 6.930769230769231)","(13.0, 34.0, 15.818181818181818)"
05-01-2023 14:10:37.238151,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 176.39999999999998)","(10.0, 22.0, 14.0)","(21.0, 85.0, 39.90909090909091)","(6.0, 11.0, 8.6)","(3.0, 5.0, 3.29)","(5.0, 8.2, 6.930769230769231)","(13.0, 34.0, 15.818181818181818)"
05-01-2023 14:10:38.440957,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 176.39999999999998)","(10.0, 22.0, 14.0)","(21.0, 85.0, 39.90909090909091)","(6.0, 11.0, 8.6)","(3.0, 5.0, 3.29)","(5.0, 8.2, 6.930769230769231)","(13.0, 34.0, 15.818181818181818)"
05-01-2023 14:10:39.636330,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 176.39999999999998)","(10.0, 22.0, 14.0)","(21.0, 85.0, 39.90909090909091)","(6.0, 11.0, 8.6)","(3.0, 5.0, 3.29)","(5.0, 8.2, 6.930769230769231)","(13.0, 34.0, 15.818181818181818)"
05-01-2023 14:10:40.871881,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 176.39999999999998)","(10.0, 22.0, 14.0)","(21.0, 85.0, 39.90909090909091)","(6.0, 11.0, 8.6)","(3.0, 5.0, 3.29)","(5.0, 8.2, 6.930769230769231)","(13.0, 34.0, 15.818181818181818)"
05-01-2023 14:10:42.247159,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 176.39999999999998)","(10.0, 22.0, 14.0)","(21.0, 85.0, 39.90909090909091)","(6.0, 11.0, 8.6)","(3.0, 5.0, 3.29)","(5.0, 8.2, 6.930769230769231)","(13.0, 34.0, 15.818181818181818)"
05-01-2023 14:10:43.525408,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 176.39999999999998)","(10.0, 22.0, 14.0)","(21.0, 85.0, 39.90909090909091)","(6.0, 11.0, 8.6)","(3.0, 5.0, 3.29)","(5.0, 8.2, 6.930769230769231)","(13.0, 34.0, 15.818181818181818)"
05-01-2023 14:10:44.761983,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 19.288888888888888)","(21.0, 85.0, 39.90909090909091)","(6.0, 11.0, 8.6)","(3.0, 5.0, 3.29)","(5.0, 8.2, 6.930769230769231)","(13.0, 34.0, 16.5)"
05-01-2023 14:10:46.000805,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 16.25)","(21.0, 85.0, 34.166666666666664)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:10:47.113382,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 16.25)","(21.0, 85.0, 34.166666666666664)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:10:48.161832,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 16.25)","(21.0, 85.0, 56.36363636363637)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:10:49.316243,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:10:50.661008,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:10:52.159776,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:10:53.677635,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:10:55.370707,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:10:56.485716,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:10:57.624310,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:10:58.902540,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:00.087822,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:01.271307,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:02.402012,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:03.531680,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:04.659180,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:05.947310,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:07.102284,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:08.244080,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:09.519017,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:10.607612,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:11.653091,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:12.787567,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:13.887490,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:14.937098,"(2.5, 4.6, 3.314285714285714)","(41.0, 270.0, 84.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:15.962026,"(2.5, 4.6, 3.314285714285714)","(41.0, 250.0, 80.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:17.059156,"(2.5, 4.6, 3.314285714285714)","(41.0, 250.0, 80.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:18.173788,"(2.5, 4.6, 3.314285714285714)","(41.0, 250.0, 80.4)","(10.0, 22.0, 14.666666666666666)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:19.244237,"(2.5, 4.6, 3.314285714285714)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:20.310412,"(2.5, 4.6, 3.314285714285714)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:21.339077,"(2.5, 4.6, 3.314285714285714)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:22.458169,"(2.5, 4.6, 3.314285714285714)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:23.616966,"(2.5, 4.6, 3.314285714285714)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:24.772030,"(2.5, 4.6, 3.314285714285714)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:26.183008,"(2.5, 4.6, 3.314285714285714)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:27.452977,"(2.5, 4.6, 3.314285714285714)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:28.681339,"(2.5, 4.6, 3.314285714285714)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:30.040162,"(2.5, 4.6, 3.314285714285714)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:31.450339,"(2.5, 4.6, 3.314285714285714)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:32.940755,"(2.5, 4.6, 3.314285714285714)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:34.137104,"(2.5, 4.6, 3.314285714285714)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:35.155120,"(2.5, 4.6, 3.314285714285714)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:36.301655,"(2.5, 4.6, 3.314285714285714)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:37.301972,"(2.5, 4.6, 3.314285714285714)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:38.403192,"(2.5, 4.6, 3.314285714285714)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.29)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 16.5)"
05-01-2023 14:11:39.477036,"(2.5, 4.6, 3.3407407407407406)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:11:40.922098,"(2.5, 4.6, 2.73)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:11:42.140011,"(2.5, 4.6, 2.73)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:11:43.277557,"(2.5, 4.6, 2.73)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:11:44.410959,"(2.5, 4.6, 2.73)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:11:45.646477,"(2.5, 4.6, 2.73)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:11:46.713330,"(2.5, 4.6, 2.73)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:11:47.943506,"(2.5, 4.6, 2.73)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:11:49.084670,"(2.5, 4.6, 2.73)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:11:50.193323,"(2.5, 4.6, 2.73)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:11:51.276637,"(2.5, 4.6, 2.73)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:11:52.373687,"(2.5, 4.6, 2.748888888888889)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 33.333333333333336)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:11:53.515423,"(2.5, 4.6, 3.3184615384615386)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 29.88888888888889)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:11:54.593445,"(2.5, 4.6, 2.7866666666666666)","(41.0, 250.0, 80.4)","(10.0, 22.0, 15.0)","(21.0, 85.0, 29.88888888888889)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:11:55.742842,"(2.5, 4.6, 2.7866666666666666)","(41.0, 240.0, 58.2)","(10.0, 22.0, 15.0)","(21.0, 85.0, 29.88888888888889)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:11:56.946021,"(2.5, 4.6, 2.7866666666666666)","(41.0, 240.0, 58.2)","(10.0, 22.0, 15.0)","(21.0, 85.0, 29.88888888888889)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:11:58.063214,"(2.5, 4.6, 2.7866666666666666)","(41.0, 240.0, 58.2)","(10.0, 22.0, 15.0)","(21.0, 85.0, 29.88888888888889)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:11:59.175709,"(2.5, 4.6, 2.7866666666666666)","(41.0, 240.0, 58.2)","(10.0, 22.0, 15.0)","(21.0, 85.0, 29.88888888888889)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:12:00.244454,"(2.5, 4.6, 2.7866666666666666)","(41.0, 240.0, 58.2)","(10.0, 22.0, 15.0)","(21.0, 85.0, 29.88888888888889)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:12:01.341140,"(2.5, 4.6, 2.7866666666666666)","(41.0, 240.0, 58.2)","(10.0, 22.0, 15.0)","(21.0, 85.0, 29.88888888888889)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:12:02.472209,"(2.5, 4.6, 2.7866666666666666)","(41.0, 230.0, 63.75)","(10.0, 22.0, 15.0)","(21.0, 85.0, 29.88888888888889)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:12:03.590829,"(2.5, 4.6, 2.7866666666666666)","(41.0, 230.0, 63.75)","(10.0, 22.0, 15.0)","(21.0, 85.0, 29.88888888888889)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:12:04.773153,"(2.5, 4.6, 2.7866666666666666)","(41.0, 230.0, 63.75)","(10.0, 22.0, 15.0)","(21.0, 85.0, 29.88888888888889)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.538461538461538)"
05-01-2023 14:12:05.928898,"(2.5, 4.6, 2.7866666666666666)","(41.0, 230.0, 63.75)","(10.0, 22.0, 15.0)","(21.0, 85.0, 29.88888888888889)","(6.0, 11.0, 7.32)","(3.0, 5.0, 3.211764705882353)","(5.0, 8.2, 5.533333333333333)","(13.0, 34.0, 15.25)"
