,Katdeel,Mataman,Lady Valentine,Satellite Spirit,Deal An Ace,Star Prince,Perfect Impact,Anatini,Modele,Queen Luwell,Zuri Zuri,Chance At Midnight,Sea Kissed,Destination Sydney
08-01-2023 15:10:37.396951,"(3.5, 5.0, 4.876190476190476)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.2, 3.203333333333333)","(6.0, 7.4, 7.273684210526316)","(7.5, 8.6, 7.984615384615385)","(26.0, 32.0, 29.333333333333332)","(101.0, 210.0, 150.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 127.5)","(101.0, 200.0, 132.5)","(21.0, 34.0, 29.61904761904762)","(101.0, 200.0, 147.5)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:10:39.076078,"(3.5, 4.8, 4.766666666666667)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.203333333333333)","(6.0, 7.4, 7.273684210526316)","(7.5, 8.6, 7.984615384615385)","(26.0, 32.0, 29.333333333333332)","(101.0, 210.0, 150.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 127.5)","(101.0, 200.0, 132.5)","(21.0, 32.0, 29.61904761904762)","(101.0, 200.0, 152.85714285714286)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:10:40.684000,"(3.5, 4.8, 4.766666666666667)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.203333333333333)","(6.0, 7.4, 7.273684210526316)","(7.5, 8.6, 7.984615384615385)","(26.0, 32.0, 29.333333333333332)","(101.0, 210.0, 150.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 127.5)","(101.0, 200.0, 132.5)","(21.0, 32.0, 29.61904761904762)","(101.0, 200.0, 170.0)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:10:42.274024,"(3.5, 4.8, 4.766666666666667)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.203333333333333)","(6.0, 7.4, 7.273684210526316)","(7.5, 8.6, 8.044444444444444)","(26.0, 32.0, 31.0)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 121.66666666666666)","(101.0, 200.0, 140.0)","(21.0, 32.0, 27.0)","(101.0, 190.0, 170.0)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:10:44.013907,"(3.5, 4.8, 4.766666666666667)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.203333333333333)","(6.0, 7.4, 7.273684210526316)","(7.5, 8.4, 7.963636363636364)","(26.0, 34.0, 31.0)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 121.66666666666666)","(101.0, 200.0, 140.0)","(21.0, 32.0, 27.0)","(101.0, 190.0, 170.0)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:10:45.745551,"(3.5, 4.8, 4.766666666666667)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.203333333333333)","(6.0, 7.4, 7.273684210526316)","(7.5, 8.4, 7.963636363636364)","(26.0, 34.0, 31.0)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 121.66666666666666)","(101.0, 200.0, 140.0)","(21.0, 32.0, 29.5)","(101.0, 190.0, 170.0)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:10:47.728830,"(3.5, 4.8, 4.86)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.203333333333333)","(6.0, 7.4, 7.273684210526316)","(7.5, 8.4, 7.866666666666666)","(26.0, 34.0, 31.0)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 131.11111111111111)","(101.0, 200.0, 140.0)","(21.0, 32.0, 29.5)","(101.0, 190.0, 158.33333333333334)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:10:49.633993,"(3.5, 4.9, 4.925)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.203333333333333)","(6.0, 7.4, 7.273684210526316)","(7.5, 8.4, 8.189473684210526)","(26.0, 34.0, 31.0)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 131.11111111111111)","(101.0, 200.0, 140.0)","(21.0, 30.0, 29.066666666666666)","(101.0, 180.0, 137.5)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:10:51.340675,"(3.5, 5.0, 4.933333333333334)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.203333333333333)","(6.0, 7.4, 7.282926829268293)","(7.5, 8.4, 8.0)","(26.0, 34.0, 29.333333333333332)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 131.11111111111111)","(101.0, 200.0, 140.0)","(21.0, 30.0, 29.066666666666666)","(101.0, 180.0, 137.5)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:10:53.138578,"(3.5, 5.1, 4.933333333333334)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.203333333333333)","(6.0, 7.4, 7.282926829268293)","(7.5, 8.4, 8.0)","(26.0, 32.0, 29.333333333333332)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 131.11111111111111)","(101.0, 200.0, 140.0)","(21.0, 30.0, 29.066666666666666)","(101.0, 180.0, 137.5)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:10:54.869037,"(3.5, 5.1, 4.933333333333334)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.203333333333333)","(6.0, 7.4, 7.282926829268293)","(7.5, 8.4, 8.0)","(26.0, 32.0, 29.333333333333332)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 121.66666666666666)","(101.0, 200.0, 140.0)","(21.0, 30.0, 27.666666666666668)","(101.0, 180.0, 142.0)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:10:56.556413,"(3.5, 5.1, 5.006976744186047)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.203333333333333)","(6.0, 7.4, 7.282926829268293)","(7.5, 8.4, 8.0)","(26.0, 32.0, 29.333333333333332)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 121.66666666666666)","(101.0, 200.0, 140.0)","(21.0, 30.0, 27.666666666666668)","(101.0, 180.0, 116.66666666666667)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:10:58.232510,"(3.5, 5.1, 5.083333333333333)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.225)","(6.0, 7.4, 7.282926829268293)","(7.5, 8.4, 8.0)","(26.0, 32.0, 29.333333333333332)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 121.66666666666666)","(101.0, 200.0, 140.0)","(21.0, 30.0, 27.666666666666668)","(101.0, 180.0, 146.66666666666666)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:10:59.886806,"(3.5, 5.1, 5.083333333333333)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.225)","(6.0, 7.4, 7.282926829268293)","(7.5, 8.4, 8.04)","(26.0, 32.0, 29.333333333333332)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.357142857142858)","(51.0, 150.0, 105.0)","(101.0, 200.0, 140.0)","(21.0, 30.0, 26.0)","(101.0, 180.0, 150.0)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:01.544653,"(3.5, 5.3, 5.300000000000001)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.225)","(6.0, 7.4, 7.282926829268293)","(7.5, 8.4, 8.04)","(26.0, 32.0, 29.333333333333332)","(101.0, 210.0, 160.0)","(8.0, 10.5, 10.357142857142858)","(51.0, 150.0, 105.0)","(101.0, 200.0, 140.0)","(21.0, 30.0, 26.0)","(101.0, 180.0, 183.33333333333331)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:03.165807,"(3.5, 5.4, 5.300000000000001)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.225)","(6.0, 7.4, 7.305882352941177)","(7.5, 8.4, 8.338461538461539)","(26.0, 32.0, 29.333333333333332)","(101.0, 210.0, 150.0)","(8.0, 10.5, 10.588235294117647)","(51.0, 150.0, 120.0)","(101.0, 200.0, 132.5)","(21.0, 30.0, 26.0)","(101.0, 230.0, 140.0)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:04.774333,"(3.5, 6.2, 5.618181818181818)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.2, 3.192857142857143)","(6.0, 7.4, 7.273684210526316)","(7.5, 8.4, 8.338461538461539)","(26.0, 32.0, 29.333333333333332)","(101.0, 210.0, 150.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 120.0)","(101.0, 200.0, 132.5)","(21.0, 30.0, 26.0)","(101.0, 230.0, 136.66666666666666)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:06.299400,"(3.5, 6.2, 5.618181818181818)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.2, 3.2205882352941178)","(6.0, 7.4, 6.44)","(7.5, 8.4, 8.333333333333334)","(26.0, 32.0, 29.333333333333332)","(101.0, 210.0, 150.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 105.0)","(101.0, 200.0, 132.5)","(21.0, 30.0, 25.2)","(101.0, 220.0, 136.66666666666666)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:07.890306,"(3.5, 6.2, 5.541176470588236)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.2205882352941178)","(6.0, 6.8, 6.44)","(7.5, 8.4, 8.333333333333334)","(26.0, 32.0, 31.0)","(101.0, 210.0, 150.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 105.0)","(101.0, 200.0, 132.5)","(21.0, 30.0, 25.2)","(101.0, 220.0, 133.33333333333334)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:09.388662,"(3.5, 6.2, 5.514285714285714)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.2205882352941178)","(6.0, 6.8, 6.44)","(7.5, 8.4, 8.333333333333334)","(26.0, 34.0, 31.0)","(101.0, 210.0, 150.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 105.0)","(101.0, 200.0, 132.5)","(21.0, 30.0, 25.2)","(101.0, 210.0, 133.33333333333334)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:10.929498,"(3.5, 6.2, 5.7)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.2205882352941178)","(6.0, 6.8, 6.5)","(7.5, 8.4, 8.333333333333334)","(26.0, 34.0, 31.0)","(101.0, 210.0, 150.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 105.0)","(101.0, 200.0, 132.5)","(21.0, 30.0, 25.2)","(101.0, 210.0, 133.33333333333334)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:12.504360,"(3.5, 6.0, 5.7)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.2205882352941178)","(6.0, 6.6, 6.5)","(7.5, 8.4, 8.333333333333334)","(26.0, 34.0, 31.0)","(101.0, 210.0, 150.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 105.0)","(101.0, 200.0, 132.5)","(21.0, 30.0, 25.2)","(101.0, 210.0, 133.33333333333334)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:14.064244,"(3.5, 6.0, 5.5285714285714285)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.2267441860465116)","(6.0, 6.6, 6.5)","(7.5, 8.4, 8.333333333333334)","(26.0, 34.0, 31.0)","(101.0, 210.0, 150.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 105.0)","(101.0, 200.0, 132.5)","(21.0, 30.0, 25.2)","(101.0, 210.0, 133.33333333333334)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:15.676896,"(3.5, 6.0, 5.5285714285714285)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.2267441860465116)","(6.0, 6.6, 6.5)","(7.5, 8.4, 8.336842105263159)","(26.0, 34.0, 28.8)","(101.0, 210.0, 150.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 105.0)","(101.0, 200.0, 132.5)","(21.0, 30.0, 25.2)","(101.0, 210.0, 165.0)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:17.160523,"(3.5, 6.0, 5.5285714285714285)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.2267441860465116)","(6.0, 6.6, 6.5)","(7.5, 8.4, 8.336842105263159)","(26.0, 32.0, 28.8)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 105.0)","(101.0, 200.0, 140.0)","(21.0, 30.0, 26.0)","(101.0, 200.0, 165.0)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:18.670615,"(3.5, 6.0, 5.4)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.2267441860465116)","(6.0, 6.6, 6.5)","(7.5, 8.4, 8.336842105263159)","(26.0, 32.0, 28.8)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 105.0)","(101.0, 200.0, 140.0)","(21.0, 30.0, 26.0)","(101.0, 200.0, 165.0)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:20.171420,"(3.5, 6.0, 5.533333333333333)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.2142857142857144)","(6.0, 6.6, 6.5)","(7.5, 8.4, 8.336842105263159)","(26.0, 32.0, 28.8)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 105.0)","(101.0, 200.0, 140.0)","(21.0, 30.0, 26.0)","(101.0, 200.0, 147.5)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:21.681429,"(3.5, 5.8, 5.4)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.2142857142857144)","(6.0, 6.6, 6.5)","(7.5, 8.4, 8.336842105263159)","(26.0, 32.0, 28.8)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 105.0)","(101.0, 200.0, 140.0)","(21.0, 30.0, 26.0)","(101.0, 200.0, 147.5)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:23.170138,"(3.5, 5.7, 5.318181818181818)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.2142857142857144)","(6.0, 6.6, 6.5)","(7.5, 8.4, 8.336842105263159)","(26.0, 32.0, 28.8)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 105.0)","(101.0, 200.0, 140.0)","(21.0, 30.0, 26.0)","(101.0, 200.0, 147.5)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:24.700723,"(3.5, 5.7, 5.1)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.2142857142857144)","(6.0, 6.6, 6.492307692307692)","(7.5, 8.4, 8.336842105263159)","(26.0, 32.0, 28.8)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 105.0)","(101.0, 200.0, 140.0)","(21.0, 30.0, 26.0)","(101.0, 200.0, 147.5)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:26.292150,"(3.5, 5.3, 5.1)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.2142857142857144)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.4, 8.336842105263159)","(26.0, 32.0, 28.8)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 105.0)","(101.0, 200.0, 140.0)","(21.0, 30.0, 26.0)","(101.0, 200.0, 142.5)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:27.831988,"(3.5, 5.3, 5.1)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.2142857142857144)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.4, 8.336842105263159)","(26.0, 32.0, 28.8)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 105.0)","(101.0, 200.0, 140.0)","(21.0, 30.0, 26.0)","(101.0, 190.0, 142.5)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:29.374796,"(3.5, 5.3, 5.1)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.2142857142857144)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.4, 8.336842105263159)","(26.0, 32.0, 28.8)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 105.0)","(101.0, 200.0, 140.0)","(21.0, 30.0, 26.0)","(101.0, 190.0, 142.5)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:31.311643,"(3.5, 5.3, 5.1)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.25, 3.225)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.4, 8.336842105263159)","(26.0, 32.0, 28.8)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 105.0)","(101.0, 200.0, 140.0)","(21.0, 30.0, 26.0)","(101.0, 190.0, 142.5)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:33.108512,"(3.5, 5.2, 5.1)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.3, 3.223809523809524)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.4, 8.336842105263159)","(26.0, 32.0, 31.0)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 90.0)","(101.0, 200.0, 140.0)","(21.0, 30.0, 27.666666666666668)","(101.0, 190.0, 120.0)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:35.055775,"(3.5, 5.2, 5.092857142857143)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.3, 3.223809523809524)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.4, 8.336842105263159)","(26.0, 34.0, 31.0)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 90.0)","(101.0, 200.0, 140.0)","(21.0, 30.0, 27.666666666666668)","(101.0, 190.0, 120.0)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:37.057104,"(3.5, 5.2, 4.933333333333334)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.3, 3.2535714285714286)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.4, 8.3)","(26.0, 34.0, 31.0)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 120.0)","(101.0, 200.0, 140.0)","(21.0, 30.0, 27.0)","(101.0, 190.0, 120.0)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:38.920457,"(3.5, 5.2, 4.866666666666667)","(101.0, 200.0, 153.33333333333334)","(2.35, 3.35, 3.265625)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.4, 8.3)","(26.0, 34.0, 31.0)","(101.0, 210.0, 160.0)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 90.0)","(101.0, 200.0, 140.0)","(21.0, 30.0, 26.857142857142858)","(101.0, 190.0, 150.0)","(101.0, 210.0, 160.0)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:40.481554,"(3.5, 5.2, 4.866666666666667)","(101.0, 200.0, 140.0)","(2.35, 3.35, 3.265625)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.4, 8.211764705882352)","(26.0, 34.0, 31.0)","(101.0, 210.0, 135.71428571428572)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 90.0)","(101.0, 200.0, 140.0)","(21.0, 34.0, 26.857142857142858)","(101.0, 190.0, 126.66666666666667)","(101.0, 200.0, 135.71428571428572)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:42.011607,"(3.5, 5.2, 4.866666666666667)","(101.0, 190.0, 140.0)","(2.35, 3.35, 3.265625)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.6, 8.211764705882352)","(26.0, 34.0, 31.0)","(101.0, 200.0, 135.71428571428572)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 90.0)","(101.0, 200.0, 140.0)","(21.0, 34.0, 26.857142857142858)","(101.0, 190.0, 126.66666666666667)","(101.0, 200.0, 135.71428571428572)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:43.528642,"(3.5, 5.2, 4.866666666666667)","(101.0, 190.0, 140.0)","(2.35, 3.35, 3.265625)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.6, 8.211764705882352)","(26.0, 34.0, 31.0)","(101.0, 200.0, 135.71428571428572)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 90.0)","(101.0, 200.0, 140.0)","(21.0, 34.0, 28.0)","(101.0, 190.0, 126.66666666666667)","(101.0, 200.0, 135.71428571428572)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:45.068906,"(3.5, 5.2, 4.853846153846154)","(101.0, 190.0, 140.0)","(2.35, 3.35, 3.265625)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.6, 8.211764705882352)","(26.0, 34.0, 31.0)","(101.0, 200.0, 135.71428571428572)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 90.0)","(101.0, 200.0, 140.0)","(21.0, 32.0, 28.0)","(101.0, 190.0, 126.66666666666667)","(101.0, 200.0, 135.71428571428572)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:46.653000,"(3.5, 5.2, 4.814285714285714)","(101.0, 190.0, 140.0)","(2.35, 3.35, 3.265625)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.6, 8.211764705882352)","(26.0, 34.0, 31.0)","(101.0, 200.0, 135.71428571428572)","(8.0, 11.0, 10.588235294117647)","(51.0, 150.0, 86.66666666666667)","(101.0, 200.0, 140.0)","(21.0, 32.0, 28.0)","(101.0, 190.0, 126.66666666666667)","(101.0, 200.0, 135.71428571428572)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:48.218186,"(3.5, 5.2, 4.853846153846154)","(101.0, 190.0, 141.66666666666666)","(2.35, 3.35, 3.265625)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.6, 8.211764705882352)","(26.0, 34.0, 31.0)","(101.0, 200.0, 141.42857142857142)","(8.0, 11.0, 10.588235294117647)","(51.0, 140.0, 86.66666666666667)","(101.0, 200.0, 140.0)","(21.0, 32.0, 28.0)","(101.0, 190.0, 126.66666666666667)","(101.0, 200.0, 141.42857142857142)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:49.755127,"(3.5, 5.2, 4.853846153846154)","(101.0, 200.0, 141.66666666666666)","(2.35, 3.35, 3.3499999999999996)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.6, 8.211764705882352)","(26.0, 34.0, 31.0)","(101.0, 220.0, 141.42857142857142)","(8.0, 11.0, 10.588235294117647)","(51.0, 140.0, 86.66666666666667)","(101.0, 200.0, 140.0)","(21.0, 32.0, 28.0)","(101.0, 190.0, 126.66666666666667)","(101.0, 220.0, 141.42857142857142)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:51.291616,"(3.5, 4.8, 4.666666666666666)","(101.0, 200.0, 141.66666666666666)","(2.35, 3.4, 3.3499999999999996)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.6, 8.211764705882352)","(26.0, 34.0, 31.0)","(101.0, 220.0, 141.42857142857142)","(8.0, 11.0, 10.588235294117647)","(51.0, 140.0, 71.66666666666667)","(101.0, 200.0, 140.0)","(21.0, 32.0, 28.0)","(101.0, 190.0, 126.66666666666667)","(101.0, 220.0, 141.42857142857142)","(101.0, 200.0, 140.0)"
08-01-2023 15:11:52.794457,"(3.5, 4.8, 4.666666666666666)","(101.0, 200.0, 141.66666666666666)","(2.35, 3.4, 3.3499999999999996)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.6, 8.211764705882352)","(26.0, 34.0, 31.0)","(101.0, 220.0, 141.42857142857142)","(8.0, 11.0, 10.454545454545455)","(51.0, 130.0, 90.0)","(101.0, 200.0, 123.33333333333333)","(21.0, 32.0, 28.0)","(101.0, 190.0, 126.66666666666667)","(101.0, 220.0, 141.42857142857142)","(101.0, 200.0, 123.33333333333333)"
08-01-2023 15:11:54.244647,"(3.5, 4.8, 4.699999999999999)","(101.0, 200.0, 141.66666666666666)","(2.35, 3.4, 3.3722222222222222)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.6, 8.211764705882352)","(26.0, 34.0, 31.0)","(101.0, 220.0, 141.42857142857142)","(8.0, 11.0, 10.454545454545455)","(51.0, 120.0, 90.0)","(101.0, 190.0, 123.33333333333333)","(21.0, 32.0, 28.0)","(101.0, 190.0, 126.66666666666667)","(101.0, 220.0, 141.42857142857142)","(101.0, 190.0, 123.33333333333333)"
08-01-2023 15:11:55.736036,"(3.5, 4.8, 4.699999999999999)","(101.0, 200.0, 141.66666666666666)","(2.35, 3.4, 3.36875)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.6, 8.233333333333333)","(26.0, 34.0, 31.0)","(101.0, 220.0, 141.42857142857142)","(8.0, 11.0, 10.454545454545455)","(51.0, 120.0, 76.66666666666667)","(101.0, 190.0, 123.33333333333333)","(21.0, 32.0, 28.0)","(101.0, 190.0, 126.66666666666667)","(101.0, 220.0, 141.42857142857142)","(101.0, 190.0, 123.33333333333333)"
08-01-2023 15:11:57.175437,"(3.5, 4.8, 4.699999999999999)","(101.0, 200.0, 141.66666666666666)","(2.35, 3.4, 3.3785714285714286)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.6, 8.233333333333333)","(26.0, 34.0, 29.333333333333332)","(101.0, 220.0, 141.42857142857142)","(8.0, 11.0, 10.454545454545455)","(51.0, 110.0, 76.66666666666667)","(101.0, 190.0, 123.33333333333333)","(21.0, 32.0, 27.0)","(101.0, 190.0, 130.0)","(101.0, 220.0, 141.42857142857142)","(101.0, 190.0, 123.33333333333333)"
08-01-2023 15:11:58.659346,"(3.5, 4.8, 4.699999999999999)","(101.0, 200.0, 141.66666666666666)","(2.35, 3.45, 3.3785714285714286)","(6.0, 6.8, 6.492307692307692)","(7.5, 8.6, 8.233333333333333)","(26.0, 32.0, 29.333333333333332)","(101.0, 220.0, 141.42857142857142)","(8.0, 11.0, 10.454545454545455)","(51.0, 110.0, 76.66666666666667)","(101.0, 190.0, 123.33333333333333)","(21.0, 30.0, 27.0)","(101.0, 190.0, 130.0)","(101.0, 220.0, 141.42857142857142)","(101.0, 190.0, 123.33333333333333)"
