,Chipping Campden,Darra Linen,Little Ms Dreamer,Queen Of Tayrona,Schiller Effect,Empress Of Sydney,Misty Gold,Savvy Bee,Shikishi,Ask,Epsom Magic
07-01-2023 12:08:49.647799,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:08:51.030723,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:08:52.408182,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:08:53.756860,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:08:55.114959,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:08:56.524045,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:08:57.932948,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:08:59.364667,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:00.749985,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:02.166040,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:03.535603,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:04.880649,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:06.212369,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:07.576666,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:08.874890,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:10.196295,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:11.529871,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:12.828266,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:14.158637,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:15.547729,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:16.941523,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:18.310881,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:19.731801,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:21.156021,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:22.571812,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.933333333333334)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:24.028387,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:25.498653,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:27.030745,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.157894736842106)","(5.5, 10.0, 8.799999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:28.503824,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3865)","(13.0, 24.0, 22.25)","(5.5, 10.0, 8.37142857142857)","(3.7, 4.1, 3.960130718954248)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:30.032784,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3775)","(13.0, 24.0, 18.583333333333332)","(5.5, 9.4, 8.37142857142857)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.25)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:31.502015,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3775)","(13.0, 24.0, 22.526315789473685)","(5.5, 9.4, 8.37142857142857)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.428571428571429)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:32.967116,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3775)","(13.0, 24.0, 22.526315789473685)","(5.5, 9.4, 8.35)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.428571428571429)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:34.373093,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3775)","(13.0, 24.0, 22.526315789473685)","(5.5, 9.4, 8.35)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.428571428571429)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:35.820826,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3775)","(13.0, 24.0, 22.526315789473685)","(5.5, 9.4, 8.35)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.428571428571429)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:37.244845,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 22.526315789473685)","(5.5, 9.4, 8.35)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.428571428571429)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:38.818344,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 22.526315789473685)","(5.5, 9.4, 8.35)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.428571428571429)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:40.325450,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 22.526315789473685)","(5.5, 9.4, 8.35)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.428571428571429)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:41.735052,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 22.526315789473685)","(5.5, 9.4, 8.35)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.428571428571429)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:43.163790,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 22.526315789473685)","(5.5, 9.4, 8.35)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.428571428571429)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:44.520534,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 22.526315789473685)","(5.5, 9.4, 8.35)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.428571428571429)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:45.897957,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 22.526315789473685)","(5.5, 9.4, 8.35)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.428571428571429)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:47.321216,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 22.526315789473685)","(5.5, 9.4, 8.35)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.428571428571429)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:48.732692,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 18.8)","(5.5, 9.4, 8.399999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.28125)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:50.251233,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 18.8)","(5.5, 9.2, 8.399999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.28125)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:51.681255,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 18.8)","(5.5, 9.2, 8.399999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.28125)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:53.116179,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 18.8)","(5.5, 9.2, 8.399999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.28125)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:54.631606,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 18.8)","(5.5, 9.2, 8.399999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.28125)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:56.027155,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 18.8)","(5.5, 9.2, 8.399999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.28125)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:57.485834,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 18.8)","(5.5, 9.2, 8.399999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.28125)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:09:58.986119,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 18.8)","(5.5, 9.2, 8.399999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.28125)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:10:00.518723,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 18.8)","(5.5, 9.2, 8.399999999999999)","(3.7, 4.1, 3.950697674418605)","(7.0, 10.5, 9.28125)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:10:01.986867,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 18.8)","(5.5, 9.2, 8.399999999999999)","(3.7, 4.1, 3.9547511312217196)","(7.0, 10.5, 9.28125)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:10:03.381339,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 18.8)","(5.5, 9.2, 8.399999999999999)","(3.7, 4.1, 3.9547511312217196)","(7.0, 10.5, 9.28125)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:10:04.846651,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 18.8)","(5.5, 9.2, 8.399999999999999)","(3.7, 4.1, 3.9547511312217196)","(7.0, 10.5, 9.28125)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:10:06.320870,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 18.8)","(5.5, 9.2, 8.399999999999999)","(3.7, 4.1, 3.9639830508474576)","(7.0, 10.5, 9.28125)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:10:07.822318,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 18.8)","(5.5, 9.2, 8.399999999999999)","(3.7, 4.1, 3.9639830508474576)","(7.0, 10.5, 9.28125)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:10:09.363912,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.470588235294116)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 18.8)","(5.5, 9.2, 8.56)","(3.7, 4.1, 3.965126050420168)","(7.0, 10.5, 9.3)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:10:10.742376,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.470588235294116)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 22.444444444444443)","(5.5, 9.2, 9.1)","(3.7, 4.1, 3.9639830508474576)","(7.0, 10.0, 9.125)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:10:12.062907,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.470588235294116)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 22.444444444444443)","(5.5, 10.5, 9.45)","(3.7, 4.1, 3.9639830508474576)","(7.0, 10.0, 9.125)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:10:13.444426,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 22.444444444444443)","(5.5, 10.5, 9.45)","(3.7, 4.1, 3.9639830508474576)","(7.0, 10.0, 9.125)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:10:14.763979,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 22.444444444444443)","(5.5, 10.5, 9.1)","(3.7, 4.1, 3.9639830508474576)","(7.0, 10.0, 9.125)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
07-01-2023 12:10:16.213248,"(26.0, 210.0, 180.1818181818182)","(19.0, 32.0, 31.4375)","(51.0, 200.0, 123.33333333333334)","(41.0, 210.0, 135.0)","(2.25, 2.4, 2.3883870967741934)","(13.0, 24.0, 22.444444444444443)","(5.5, 10.5, 9.1)","(3.7, 4.1, 3.9639830508474576)","(7.0, 10.0, 9.125)","(26.0, 70.0, 64.18181818181819)","(101.0, 230.0, 205.0)"
