,Chipping Campden,Darra Linen,Little Ms Dreamer,Queen Of Tayrona,Schiller Effect,Empress Of Sydney,Misty Gold,Savvy Bee,Shikishi,Ask,Epsom Magic
07-01-2023 12:11:12.813141,"(26.0, 210.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 200.0, 156.25)","(2.25, 2.66, 2.4675)","(13.0, 24.0, 18.875)","(5.5, 10.0, 8.866666666666667)","(3.7, 4.1, 3.97294776119403)","(7.0, 11.0, 9.675)","(26.0, 70.0, 62.0)","(101.0, 220.0, 190.0)"
07-01-2023 12:11:14.266043,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.66, 2.4675)","(13.0, 23.0, 20.5)","(5.5, 9.8, 8.866666666666667)","(3.7, 4.1, 3.97294776119403)","(7.0, 10.5, 9.675)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:15.723618,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.66, 2.55)","(13.0, 22.0, 20.5)","(5.5, 9.8, 8.866666666666667)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 9.675)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:17.221496,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.66, 2.55)","(13.0, 22.0, 20.5)","(5.5, 9.8, 8.866666666666667)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 10.06)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:18.676423,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.66, 2.55)","(13.0, 22.0, 20.5)","(5.5, 9.8, 8.866666666666667)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 10.06)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:20.195055,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.66, 2.55)","(13.0, 22.0, 20.5)","(5.5, 9.8, 8.866666666666667)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 10.06)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:21.727704,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.66, 2.55)","(13.0, 22.0, 20.5)","(5.5, 9.8, 8.866666666666667)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 10.06)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:23.276212,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.66, 2.55)","(13.0, 22.0, 20.5)","(5.5, 9.8, 8.866666666666667)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 10.06)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:24.843899,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.66, 2.55)","(13.0, 22.0, 20.5)","(5.5, 9.8, 8.866666666666667)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 10.06)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:26.394649,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.66, 2.55)","(13.0, 22.0, 20.5)","(5.5, 9.8, 8.866666666666667)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 10.06)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:27.910360,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.66, 2.55)","(13.0, 22.0, 20.5)","(5.5, 9.8, 8.866666666666667)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 10.06)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:29.458861,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.66, 2.55)","(13.0, 22.0, 20.5)","(5.5, 9.8, 8.866666666666667)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 10.06)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:31.103631,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.66, 2.55)","(13.0, 22.0, 20.5)","(5.5, 9.8, 8.866666666666667)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 10.06)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:32.797908,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.66, 2.55)","(13.0, 22.0, 20.5)","(5.5, 9.8, 8.866666666666667)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 10.06)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:34.405867,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.66, 2.55)","(13.0, 22.0, 20.5)","(5.5, 9.8, 8.866666666666667)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 10.06)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:36.010723,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.66, 2.5869565217391304)","(13.0, 22.0, 20.5)","(6.0, 9.8, 8.866666666666667)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 10.06)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:37.586728,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.66, 2.518125)","(13.0, 22.0, 20.5)","(6.0, 9.8, 8.866666666666667)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 10.06)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:39.148886,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.64, 2.518125)","(13.0, 22.0, 20.5)","(6.0, 9.8, 8.866666666666667)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 10.06)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:40.890563,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.64, 2.518125)","(13.0, 22.0, 20.5)","(6.0, 9.8, 8.866666666666667)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 10.255555555555556)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:42.640821,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.64, 2.518125)","(13.0, 22.0, 20.5)","(6.0, 9.8, 8.866666666666667)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 10.255555555555556)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:44.476735,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.64, 2.5062857142857142)","(13.0, 22.0, 20.5)","(6.0, 9.8, 8.866666666666667)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 10.255555555555556)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:46.238237,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.64, 2.5432)","(13.0, 22.0, 20.5)","(6.0, 9.8, 8.866666666666667)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 10.255555555555556)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:11:47.969771,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.62, 2.5432)","(13.0, 22.0, 20.5)","(6.0, 9.8, 9.307692307692308)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 10.165217391304347)","(26.0, 70.0, 62.0)","(101.0, 210.0, 182.5)"
07-01-2023 12:11:49.621065,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.62, 2.5432)","(13.0, 22.0, 20.5)","(6.0, 9.8, 9.307692307692308)","(3.7, 4.1, 3.9865)","(7.0, 11.0, 10.165217391304347)","(26.0, 70.0, 62.0)","(101.0, 220.0, 182.5)"
07-01-2023 12:11:51.267720,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.62, 2.5432)","(13.0, 22.0, 20.5)","(6.0, 9.8, 9.307692307692308)","(3.7, 4.1, 3.9865)","(7.0, 11.0, 10.165217391304347)","(26.0, 70.0, 62.0)","(101.0, 220.0, 182.5)"
07-01-2023 12:11:52.990770,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.62, 2.5432)","(13.0, 22.0, 20.5)","(6.0, 9.8, 9.307692307692308)","(3.7, 4.1, 3.9865)","(7.0, 11.0, 10.165217391304347)","(26.0, 70.0, 62.0)","(101.0, 220.0, 182.5)"
07-01-2023 12:11:54.600573,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.62, 2.5432)","(13.0, 22.0, 20.5)","(6.0, 9.8, 9.218181818181819)","(3.7, 4.1, 3.9865)","(7.0, 11.0, 10.165217391304347)","(26.0, 70.0, 62.0)","(101.0, 220.0, 182.5)"
07-01-2023 12:11:56.247571,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.62, 2.5432)","(13.0, 22.0, 20.5)","(6.0, 9.8, 9.218181818181819)","(3.7, 4.1, 3.9865)","(7.0, 11.0, 9.523076923076923)","(26.0, 70.0, 62.0)","(101.0, 220.0, 182.5)"
07-01-2023 12:11:57.866010,"(26.0, 200.0, 169.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 156.25)","(2.25, 2.62, 2.5432)","(13.0, 22.0, 20.5)","(6.0, 9.8, 9.218181818181819)","(3.7, 4.1, 3.9865)","(7.0, 11.0, 9.523076923076923)","(26.0, 70.0, 62.0)","(101.0, 220.0, 182.5)"
07-01-2023 12:11:59.433980,"(26.0, 200.0, 161.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 190.0, 148.75)","(2.25, 2.62, 2.5432)","(13.0, 22.0, 19.25)","(6.0, 9.8, 9.0)","(3.7, 4.1, 3.9865)","(7.0, 11.0, 9.766666666666667)","(26.0, 70.0, 62.0)","(101.0, 220.0, 190.0)"
07-01-2023 12:12:00.940537,"(26.0, 190.0, 161.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 180.0, 148.75)","(2.25, 2.62, 2.5432)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.0)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 9.766666666666667)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:12:02.452842,"(26.0, 190.0, 161.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 180.0, 148.75)","(2.25, 2.62, 2.5432)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.0)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 9.766666666666667)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:12:03.904987,"(26.0, 190.0, 161.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 180.0, 148.75)","(2.25, 2.62, 2.5432)","(13.0, 21.0, 19.25)","(6.0, 9.6, 8.88)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 9.766666666666667)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:12:05.352026,"(26.0, 190.0, 161.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 180.0, 148.75)","(2.25, 2.62, 2.5432)","(13.0, 21.0, 19.25)","(6.0, 9.6, 8.88)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 9.766666666666667)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:12:06.869170,"(26.0, 190.0, 161.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 180.0, 148.75)","(2.25, 2.62, 2.5654545454545454)","(13.0, 21.0, 19.25)","(6.0, 9.6, 8.88)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 9.766666666666667)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:12:08.385154,"(26.0, 190.0, 161.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 180.0, 141.25)","(2.25, 2.62, 2.5654545454545454)","(13.0, 21.0, 19.25)","(6.0, 9.6, 8.88)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 9.766666666666667)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:12:09.886276,"(26.0, 190.0, 161.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.5654545454545454)","(13.0, 21.0, 19.25)","(6.0, 9.6, 8.88)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 9.766666666666667)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:12:11.405095,"(26.0, 190.0, 161.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.5654545454545454)","(13.0, 21.0, 19.25)","(6.0, 9.6, 8.88)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 9.766666666666667)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:12:12.843554,"(26.0, 190.0, 161.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.5654545454545454)","(13.0, 21.0, 19.25)","(6.0, 9.6, 8.88)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 9.766666666666667)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:12:14.300202,"(26.0, 190.0, 161.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.5654545454545454)","(13.0, 21.0, 19.25)","(6.0, 9.6, 8.88)","(3.7, 4.1, 3.9865)","(7.0, 10.5, 9.766666666666667)","(26.0, 70.0, 62.0)","(101.0, 210.0, 190.0)"
07-01-2023 12:12:15.826220,"(26.0, 190.0, 161.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.5613333333333332)","(13.0, 21.0, 19.25)","(6.0, 9.6, 8.88)","(3.7, 4.1, 3.985738255033557)","(7.0, 10.5, 9.766666666666667)","(26.0, 70.0, 56.285714285714285)","(101.0, 210.0, 143.33333333333334)"
07-01-2023 12:12:17.337697,"(26.0, 190.0, 161.2)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.7, 2.555862068965517)","(13.0, 21.0, 19.25)","(6.0, 9.6, 8.88)","(3.7, 4.1, 3.985738255033557)","(7.0, 10.5, 9.766666666666667)","(26.0, 70.0, 56.285714285714285)","(101.0, 210.0, 143.33333333333334)"
07-01-2023 12:12:18.788847,"(26.0, 190.0, 142.0)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.539375)","(13.0, 21.0, 19.25)","(6.0, 9.6, 8.88)","(3.7, 4.1, 3.985738255033557)","(7.0, 10.5, 9.766666666666667)","(26.0, 70.0, 56.285714285714285)","(101.0, 210.0, 143.33333333333334)"
07-01-2023 12:12:20.227955,"(26.0, 190.0, 148.85714285714286)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.525714285714286)","(13.0, 21.0, 19.25)","(6.0, 9.6, 8.88)","(3.7, 4.1, 3.985738255033557)","(7.0, 10.5, 9.766666666666667)","(26.0, 70.0, 56.285714285714285)","(101.0, 210.0, 143.33333333333334)"
07-01-2023 12:12:21.722791,"(26.0, 190.0, 148.85714285714286)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.525714285714286)","(13.0, 21.0, 19.25)","(6.0, 9.6, 8.88)","(3.7, 4.1, 3.985738255033557)","(7.0, 10.5, 9.766666666666667)","(26.0, 70.0, 56.285714285714285)","(101.0, 210.0, 143.33333333333334)"
07-01-2023 12:12:23.222268,"(26.0, 190.0, 148.85714285714286)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.525714285714286)","(13.0, 21.0, 19.25)","(6.0, 9.6, 8.88)","(3.7, 4.1, 3.985738255033557)","(7.0, 10.5, 9.766666666666667)","(26.0, 70.0, 56.285714285714285)","(101.0, 210.0, 143.33333333333334)"
07-01-2023 12:12:24.730258,"(26.0, 190.0, 148.85714285714286)","(19.0, 32.0, 25.77777777777778)","(51.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.525714285714286)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.0)","(3.7, 4.1, 3.985738255033557)","(7.0, 10.5, 9.8)","(26.0, 70.0, 56.285714285714285)","(101.0, 210.0, 140.0)"
07-01-2023 12:12:26.330997,"(26.0, 190.0, 148.85714285714286)","(19.0, 32.0, 27.2)","(51.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.5704000000000002)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.0)","(3.7, 4.1, 3.985738255033557)","(7.0, 10.0, 9.8)","(26.0, 70.0, 37.0)","(101.0, 200.0, 132.5)"
07-01-2023 12:12:27.876042,"(26.0, 190.0, 148.85714285714286)","(19.0, 32.0, 27.2)","(51.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.66, 2.5704000000000002)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.0)","(3.7, 4.1, 3.985738255033557)","(7.0, 10.0, 9.866666666666667)","(26.0, 70.0, 57.333333333333336)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 12:12:29.432852,"(26.0, 190.0, 148.85714285714286)","(19.0, 32.0, 27.2)","(51.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.66, 2.5704000000000002)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.0)","(3.7, 4.1, 3.985738255033557)","(7.0, 10.0, 9.885714285714286)","(26.0, 70.0, 57.333333333333336)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 12:12:30.897568,"(26.0, 190.0, 148.85714285714286)","(19.0, 32.0, 27.2)","(51.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.66, 2.5704000000000002)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.0)","(3.7, 4.1, 3.985738255033557)","(7.0, 10.0, 9.885714285714286)","(26.0, 70.0, 57.333333333333336)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 12:12:32.354453,"(26.0, 190.0, 148.85714285714286)","(19.0, 32.0, 27.2)","(51.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.66, 2.5704000000000002)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.0)","(3.7, 4.1, 3.985738255033557)","(7.0, 10.0, 9.885714285714286)","(26.0, 70.0, 57.333333333333336)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 12:12:33.822869,"(26.0, 190.0, 148.85714285714286)","(19.0, 32.0, 27.2)","(51.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.66, 2.5704000000000002)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.0)","(3.7, 4.1, 3.985738255033557)","(7.0, 10.0, 9.885714285714286)","(26.0, 70.0, 57.333333333333336)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 12:12:35.321480,"(26.0, 190.0, 148.85714285714286)","(19.0, 32.0, 27.2)","(51.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.66, 2.5704000000000002)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.0)","(3.7, 4.1, 3.985738255033557)","(7.0, 10.0, 9.885714285714286)","(26.0, 70.0, 57.333333333333336)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 12:12:36.756962,"(26.0, 190.0, 148.85714285714286)","(19.0, 32.0, 27.2)","(51.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.66, 2.5704000000000002)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.0)","(3.7, 4.1, 3.985738255033557)","(7.0, 10.0, 9.95)","(26.0, 70.0, 61.85714285714286)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 12:12:38.233229,"(26.0, 190.0, 148.85714285714286)","(19.0, 32.0, 27.2)","(51.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.66, 2.5704000000000002)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.0)","(3.7, 4.1, 3.985738255033557)","(7.0, 10.0, 9.95)","(26.0, 70.0, 61.85714285714286)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 12:12:39.792647,"(26.0, 190.0, 148.85714285714286)","(19.0, 32.0, 27.2)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.66, 2.5704000000000002)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.0)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.0, 9.95)","(26.0, 70.0, 61.85714285714286)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 12:12:41.717483,"(26.0, 190.0, 148.85714285714286)","(19.0, 32.0, 27.2)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.66, 2.5704000000000002)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.0)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.0, 9.95)","(26.0, 70.0, 61.85714285714286)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 12:12:43.394190,"(26.0, 190.0, 148.85714285714286)","(19.0, 32.0, 27.2)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.66, 2.5704000000000002)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.0)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.0, 9.95)","(26.0, 70.0, 61.85714285714286)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 12:12:45.092035,"(26.0, 190.0, 148.85714285714286)","(19.0, 32.0, 27.2)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.66, 2.5704000000000002)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.0)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.0, 9.95)","(26.0, 70.0, 61.85714285714286)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 12:12:46.592697,"(26.0, 190.0, 148.85714285714286)","(19.0, 32.0, 27.2)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.66, 2.5704000000000002)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.0)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.0, 9.95)","(26.0, 70.0, 61.85714285714286)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 12:12:48.049887,"(26.0, 190.0, 148.85714285714286)","(19.0, 32.0, 27.2)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.66, 2.5704000000000002)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.0)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.0, 9.95)","(26.0, 70.0, 61.85714285714286)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 12:12:49.543626,"(26.0, 190.0, 148.85714285714286)","(19.0, 32.0, 27.2)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.66, 2.5324137931034483)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.0)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.0, 9.95)","(26.0, 70.0, 61.85714285714286)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 12:12:51.035090,"(26.0, 190.0, 141.71428571428572)","(19.0, 32.0, 27.2)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.64, 2.518125)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.0)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.0, 9.95)","(26.0, 70.0, 61.85714285714286)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 12:12:52.567319,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 27.2)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.64, 2.518125)","(13.0, 21.0, 20.5)","(6.0, 9.6, 9.266666666666666)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.0, 9.95)","(26.0, 70.0, 61.85714285714286)","(101.0, 200.0, 186.66666666666666)"
