,Betterthankkylie,Flirts Diva,Our Aunty Ash,Rippin Good Feelin,Brie,Gemmas Express,Mac Stubborn,Blissfull Donna,Faiselle
10-01-2023 17:24:20.564236,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.79, 1.7065384615384616)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:21.954092,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.79, 1.685)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:23.555375,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.76, 1.685)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:24.883307,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.76, 1.685)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:26.258518,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.76, 1.685)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:27.798429,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.76, 1.5971428571428572)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:29.191766,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.78, 1.7375)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:31.171879,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.83, 1.7375)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:32.700085,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.83, 1.7375)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:34.240086,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.83, 1.7375)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:35.531170,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.83, 1.7375)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:36.720983,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.83, 1.7375)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:37.897300,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.83, 1.7375)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:39.153869,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.83, 1.7375)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:40.440639,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.83, 1.7375)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:41.887928,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.83, 1.7375)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:43.196560,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.83, 1.7375)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:44.536792,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.83, 1.7375)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:45.825330,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.83, 1.7375)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:47.339139,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.83, 1.7375)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:48.763509,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.83, 1.715)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:50.449078,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 39.8)","(1.4, 1.8, 1.715)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:52.118517,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 39.8)","(1.4, 1.8, 1.63)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:53.821236,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 39.8)","(1.4, 1.8, 1.63)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:55.478481,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 39.8)","(1.4, 1.8, 1.7075)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:56.976164,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 39.8)","(1.4, 1.79, 1.4920689655172414)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:24:58.816930,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.77, 1.67)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:00.558714,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.74, 1.7313157894736841)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:02.361027,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.74, 1.7313157894736841)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:04.159145,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.74, 1.7221951219512195)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:05.856992,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.73, 1.7221951219512195)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:07.690035,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.73, 1.8295121951219513)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:09.489392,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.84, 1.8197560975609757)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:10.962702,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.83, 1.8197560975609757)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:12.466237,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.83, 1.725)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:13.928311,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.83, 1.725)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:15.476723,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.83, 1.8218867924528301)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:17.013129,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.83, 1.8218867924528301)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:18.365154,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.83, 1.8218867924528301)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:19.763788,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 48.5)","(1.4, 1.83, 1.8218867924528301)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 170.85714285714286)","(21.0, 80.0, 65.66666666666667)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 178.57142857142858)"
10-01-2023 17:25:21.123001,"(9.0, 25.0, 19.866666666666667)","(17.0, 55.0, 42.0)","(1.4, 1.83, 1.8218867924528301)","(71.0, 220.0, 178.57142857142858)","(101.0, 220.0, 170.85714285714286)","(21.0, 80.0, 65.66666666666667)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 178.57142857142858)"
10-01-2023 17:25:22.502873,"(9.0, 25.0, 19.866666666666667)","(17.0, 55.0, 42.0)","(1.4, 1.83, 1.8218867924528301)","(71.0, 220.0, 178.57142857142858)","(101.0, 220.0, 170.85714285714286)","(21.0, 80.0, 65.66666666666667)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 178.57142857142858)"
10-01-2023 17:25:23.882413,"(9.0, 25.0, 19.866666666666667)","(17.0, 55.0, 42.0)","(1.4, 1.83, 1.7992857142857144)","(71.0, 220.0, 178.57142857142858)","(101.0, 220.0, 170.85714285714286)","(21.0, 80.0, 65.66666666666667)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 178.57142857142858)"
10-01-2023 17:25:25.363828,"(9.0, 25.0, 19.866666666666667)","(17.0, 55.0, 42.0)","(1.4, 1.83, 1.7992857142857144)","(71.0, 220.0, 178.57142857142858)","(101.0, 220.0, 170.85714285714286)","(21.0, 80.0, 65.66666666666667)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 178.57142857142858)"
10-01-2023 17:25:26.784678,"(9.0, 25.0, 19.866666666666667)","(17.0, 55.0, 42.0)","(1.4, 1.83, 1.7992857142857144)","(71.0, 220.0, 178.57142857142858)","(101.0, 220.0, 170.85714285714286)","(21.0, 80.0, 65.66666666666667)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 178.57142857142858)"
10-01-2023 17:25:28.251789,"(9.0, 25.0, 19.866666666666667)","(17.0, 55.0, 42.0)","(1.4, 1.83, 1.7992857142857144)","(71.0, 220.0, 178.57142857142858)","(101.0, 220.0, 170.85714285714286)","(21.0, 80.0, 65.66666666666667)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 178.57142857142858)"
10-01-2023 17:25:29.697493,"(9.0, 25.0, 19.866666666666667)","(17.0, 55.0, 42.0)","(1.4, 1.83, 1.7992857142857144)","(71.0, 220.0, 178.57142857142858)","(101.0, 220.0, 170.85714285714286)","(21.0, 80.0, 65.66666666666667)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 178.57142857142858)"
10-01-2023 17:25:31.137163,"(9.0, 25.0, 19.866666666666667)","(17.0, 55.0, 42.0)","(1.4, 1.83, 1.7992857142857144)","(71.0, 220.0, 178.57142857142858)","(101.0, 220.0, 170.85714285714286)","(21.0, 80.0, 65.66666666666667)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 178.57142857142858)"
10-01-2023 17:25:32.543915,"(9.0, 25.0, 19.866666666666667)","(17.0, 55.0, 42.0)","(1.4, 1.83, 1.7992857142857144)","(71.0, 220.0, 178.57142857142858)","(101.0, 220.0, 170.85714285714286)","(21.0, 80.0, 65.66666666666667)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 178.57142857142858)"
10-01-2023 17:25:33.866592,"(9.0, 25.0, 19.866666666666667)","(17.0, 55.0, 42.0)","(1.4, 1.83, 1.8008474576271187)","(71.0, 220.0, 178.57142857142858)","(101.0, 220.0, 170.85714285714286)","(21.0, 80.0, 65.66666666666667)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 178.57142857142858)"
10-01-2023 17:25:35.217577,"(9.0, 25.0, 19.866666666666667)","(17.0, 55.0, 42.0)","(1.4, 1.83, 1.8008474576271187)","(71.0, 220.0, 178.57142857142858)","(101.0, 220.0, 170.85714285714286)","(21.0, 80.0, 65.66666666666667)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 178.57142857142858)"
10-01-2023 17:25:36.548234,"(9.0, 25.0, 19.866666666666667)","(17.0, 55.0, 42.0)","(1.4, 1.83, 1.8008474576271187)","(71.0, 220.0, 178.57142857142858)","(101.0, 220.0, 170.85714285714286)","(21.0, 80.0, 65.66666666666667)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 178.57142857142858)"
10-01-2023 17:25:37.873696,"(9.0, 25.0, 19.866666666666667)","(17.0, 55.0, 42.0)","(1.4, 1.83, 1.8008474576271187)","(71.0, 220.0, 178.57142857142858)","(101.0, 220.0, 170.85714285714286)","(21.0, 80.0, 65.66666666666667)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 178.57142857142858)"
10-01-2023 17:25:39.123409,"(9.0, 25.0, 19.866666666666667)","(17.0, 55.0, 42.0)","(1.4, 1.83, 1.8008474576271187)","(71.0, 220.0, 178.57142857142858)","(101.0, 220.0, 170.85714285714286)","(21.0, 80.0, 65.66666666666667)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 178.57142857142858)"
10-01-2023 17:25:40.501665,"(9.0, 25.0, 19.866666666666667)","(17.0, 55.0, 42.0)","(1.4, 1.83, 1.8008474576271187)","(71.0, 220.0, 178.57142857142858)","(101.0, 220.0, 170.85714285714286)","(21.0, 80.0, 65.66666666666667)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 178.57142857142858)"
10-01-2023 17:25:41.851791,"(9.0, 25.0, 19.866666666666667)","(17.0, 55.0, 42.0)","(1.4, 1.83, 1.8008474576271187)","(71.0, 220.0, 178.57142857142858)","(101.0, 220.0, 170.85714285714286)","(21.0, 80.0, 65.66666666666667)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 178.57142857142858)"
10-01-2023 17:25:43.199628,"(9.0, 25.0, 19.866666666666667)","(17.0, 55.0, 42.0)","(1.4, 1.83, 1.8077586206896552)","(71.0, 220.0, 178.57142857142858)","(101.0, 220.0, 170.85714285714286)","(21.0, 80.0, 68.36363636363637)","(8.0, 19.5, 9.98)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 178.57142857142858)"
10-01-2023 17:25:44.572364,"(9.0, 25.0, 19.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.83, 1.8077586206896552)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 11.566666666666666)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:45.922393,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.83, 1.8321428571428573)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 11.566666666666666)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:47.267534,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.84, 1.8321428571428573)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 11.566666666666666)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:48.607554,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.84, 1.8321428571428573)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 11.566666666666666)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:49.948023,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.84, 1.754)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 11.566666666666666)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:51.316355,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.84, 1.8362385321100918)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 11.566666666666666)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:52.639495,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.84, 1.8362385321100918)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 11.566666666666666)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:53.939131,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.84, 1.8362385321100918)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 11.566666666666666)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:55.266292,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.84, 1.8362385321100918)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 11.566666666666666)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:56.545065,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.84, 1.8362385321100918)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 11.566666666666666)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:57.795447,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.84, 1.8362385321100918)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 11.566666666666666)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:25:59.011471,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.84, 1.8362385321100918)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 11.566666666666666)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:26:00.366358,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.84, 1.8362385321100918)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 11.566666666666666)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:26:01.665306,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.84, 1.8362385321100918)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 11.566666666666666)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:26:02.966476,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.84, 1.8362385321100918)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 11.566666666666666)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
10-01-2023 17:26:04.322914,"(9.0, 25.0, 14.866666666666667)","(17.0, 55.0, 46.33333333333333)","(1.4, 1.84, 1.8362385321100918)","(71.0, 220.0, 193.63636363636363)","(101.0, 220.0, 164.0)","(21.0, 80.0, 55.400000000000006)","(8.0, 19.5, 11.566666666666666)","(4.8, 12.5, 10.133333333333333)","(81.0, 220.0, 193.63636363636363)"
