,Bakersfield,Chihuly,Dictionary,Downtown Man,Lallegro,Lonergy,Nakedness,The Rooster,Hibernia Queen
08-01-2023 12:47:34.427416,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.9322580645161285)","(5.0, 5.9, 5.525)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:35.663152,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.9322580645161285)","(5.0, 5.9, 5.525)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:36.895795,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.9322580645161285)","(5.0, 5.9, 5.525)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:38.113008,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.9322580645161285)","(5.0, 5.9, 5.525)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:39.301115,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.9322580645161285)","(5.0, 5.9, 5.525)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:40.432056,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.9322580645161285)","(5.0, 5.9, 5.525)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:41.558134,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.9322580645161285)","(5.0, 5.9, 5.525)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:42.760465,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.753333333333334)","(5.0, 5.9, 5.672727272727273)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:43.900750,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.753333333333334)","(5.0, 5.9, 5.58421052631579)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:45.045103,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.753333333333334)","(5.0, 5.9, 5.58421052631579)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:46.141591,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.753333333333334)","(5.0, 5.9, 5.58421052631579)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:47.242273,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.753333333333334)","(5.0, 5.9, 5.58421052631579)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:48.332390,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.753333333333334)","(5.0, 5.9, 5.58421052631579)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:49.419758,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.753333333333334)","(5.0, 5.9, 5.58421052631579)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:50.572819,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.753333333333334)","(5.0, 5.9, 5.58421052631579)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:51.700359,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.753333333333334)","(5.0, 5.9, 5.58421052631579)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:52.866651,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.753333333333334)","(5.0, 5.9, 5.58421052631579)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:54.064729,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.753333333333334)","(5.0, 5.9, 5.58421052631579)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:55.254339,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.753333333333334)","(5.0, 5.9, 5.58421052631579)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:56.467515,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.753333333333334)","(5.0, 5.9, 5.58421052631579)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:57.645789,"(7.5, 9.8, 9.604255319148935)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 14.642857142857142)","(4.0, 5.1, 4.753333333333334)","(5.0, 5.9, 5.58421052631579)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:58.789033,"(7.5, 9.8, 9.612244897959183)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 5.9, 5.7823529411764705)","(9.0, 12.0, 11.25)"
08-01-2023 12:47:59.915354,"(7.5, 9.8, 9.612244897959183)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 5.9, 5.7823529411764705)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:00.994439,"(7.5, 9.8, 9.612244897959183)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 5.9, 5.7823529411764705)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:02.095830,"(7.5, 9.8, 9.612244897959183)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 5.9, 5.7823529411764705)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:03.143082,"(7.5, 9.8, 9.612244897959183)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 5.9, 5.7823529411764705)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:04.293697,"(7.5, 9.8, 9.612244897959183)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 5.9, 5.7823529411764705)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:05.479537,"(7.5, 9.8, 9.612244897959183)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 5.9, 5.7823529411764705)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:06.724977,"(7.5, 9.8, 9.612244897959183)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 5.9, 5.7823529411764705)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:07.872861,"(7.5, 9.8, 9.612244897959183)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 5.9, 5.7823529411764705)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:09.069371,"(7.5, 9.8, 9.612244897959183)","(3.9, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 5.9, 5.7823529411764705)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:10.213378,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 5.9, 5.7823529411764705)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:11.323115,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 5.9, 5.7823529411764705)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:12.397686,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 5.9, 5.7823529411764705)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:13.490270,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 5.9, 5.7823529411764705)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:14.585727,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 5.9, 5.840540540540541)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:15.743914,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.840540540540541)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:16.879631,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.840540540540541)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:18.045774,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.840540540540541)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:19.224848,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.840540540540541)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:20.369356,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.840540540540541)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:21.539760,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.840540540540541)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:22.694571,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.840540540540541)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:23.860593,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.840540540540541)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:25.042056,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.840540540540541)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:26.195907,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.840540540540541)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:27.336227,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.840540540540541)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:28.445665,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.840540540540541)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:29.492660,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.840540540540541)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:30.570747,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:31.675520,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.74)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:32.820142,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:33.969537,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:35.145043,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:36.358185,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:37.558600,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:38.738468,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 155.0)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:39.891073,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:40.985510,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:42.104841,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:43.241735,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:44.357437,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:45.461106,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:46.627775,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:47.782871,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:48.936369,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:50.055809,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:51.195037,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:52.305205,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:53.459739,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:54.626934,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:55.800174,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:56.933844,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.714893617021277)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:58.103978,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.736585365853658)","(9.0, 12.0, 11.25)"
08-01-2023 12:48:59.211504,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.736585365853658)","(9.0, 12.0, 11.25)"
08-01-2023 12:49:00.298764,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.736585365853658)","(9.0, 12.0, 11.25)"
08-01-2023 12:49:01.435314,"(7.5, 9.8, 9.612244897959183)","(3.8, 4.8, 4.734545454545454)","(5.5, 7.8, 7.212)","(101.0, 190.0, 143.33333333333334)","(21.0, 48.0, 44.36363636363636)","(10.0, 15.5, 15.0)","(4.0, 5.0, 4.82)","(5.0, 6.2, 5.736585365853658)","(9.0, 12.0, 11.25)"
