,Chromozone Nz,Cmonbabylitemyfire,Lollipop,Ingermarla,Alcatraz Girl,Princess Chilla,Mahindi Nz,Superior Delight,Eastbro Erin,Lady Of The Arts
12-01-2023 18:22:31.673037,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 13.5, 11.25)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 47.666666666666664)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 6.699999999999999)"
12-01-2023 18:22:33.037446,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 13.0, 11.25)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 47.666666666666664)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 6.871428571428571)"
12-01-2023 18:22:34.519453,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 13.0, 11.25)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 47.666666666666664)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 6.871428571428571)"
12-01-2023 18:22:35.986332,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 13.0, 11.25)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 47.666666666666664)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 6.7444444444444445)"
12-01-2023 18:22:37.506277,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 13.0, 11.25)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 47.666666666666664)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.7444444444444445)"
12-01-2023 18:22:38.911190,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 13.0, 11.25)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 47.666666666666664)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.7444444444444445)"
12-01-2023 18:22:40.474931,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 13.0, 11.25)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 47.666666666666664)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.7444444444444445)"
12-01-2023 18:22:41.981369,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 13.0, 11.25)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 47.666666666666664)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.7444444444444445)"
12-01-2023 18:22:43.397089,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 13.0, 11.25)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 47.666666666666664)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.7444444444444445)"
12-01-2023 18:22:44.879459,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 13.0, 11.25)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 47.666666666666664)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.7444444444444445)"
12-01-2023 18:22:46.216553,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 13.0, 11.25)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 47.666666666666664)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.7444444444444445)"
12-01-2023 18:22:47.536698,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 13.0, 11.25)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 47.666666666666664)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.7444444444444445)"
12-01-2023 18:22:48.887123,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 13.0, 11.25)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 47.666666666666664)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.7444444444444445)"
12-01-2023 18:22:50.453119,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 13.0, 11.25)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 47.666666666666664)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.7444444444444445)"
12-01-2023 18:22:51.986580,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 13.0, 11.25)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 47.666666666666664)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.7444444444444445)"
12-01-2023 18:22:53.635122,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 13.0, 11.25)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 47.666666666666664)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.7444444444444445)"
12-01-2023 18:22:55.093280,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 13.0, 11.25)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 47.666666666666664)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.7444444444444445)"
12-01-2023 18:22:56.541421,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 13.0, 11.25)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 47.666666666666664)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.7444444444444445)"
12-01-2023 18:22:58.085860,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 13.0, 11.166666666666666)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 47.666666666666664)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.7444444444444445)"
12-01-2023 18:22:59.564449,"(101.0, 99999, 99990)","(3.0, 3.45, 3.2)","(11.0, 12.5, 18.083333333333336)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 46.0)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:00.955508,"(101.0, 99999, 99990)","(3.0, 3.45, 3.2)","(11.0, 19.5, 17.25)","(21.0, 40.0, 32.833333333333336)","(31.0, 70.0, 46.0)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:02.343973,"(101.0, 99999, 99990)","(3.0, 3.45, 3.2)","(11.0, 19.5, 16.4)","(21.0, 40.0, 32.833333333333336)","(31.0, 70.0, 46.0)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:03.814840,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 22.0, 16.533333333333335)","(21.0, 40.0, 32.833333333333336)","(31.0, 70.0, 43.2)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:05.282144,"(101.0, 99999, 99990)","(3.0, 3.45, 3.2)","(11.0, 17.0, 15.214285714285714)","(21.0, 40.0, 32.833333333333336)","(31.0, 80.0, 40.833333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:06.645927,"(101.0, 99999, 99990)","(3.0, 3.45, 3.2)","(11.0, 16.5, 16.0)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 40.833333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:08.087211,"(101.0, 99999, 99990)","(3.0, 3.45, 3.2)","(11.0, 17.0, 15.75)","(21.0, 40.0, 32.833333333333336)","(31.0, 75.0, 41.2)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:09.682472,"(101.0, 99999, 99990)","(3.0, 3.45, 3.2)","(11.0, 16.5, 16.0)","(21.0, 40.0, 32.833333333333336)","(31.0, 70.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:11.643915,"(101.0, 99999, 99990)","(3.0, 3.45, 3.2)","(11.0, 21.0, 16.0)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:13.151387,"(101.0, 99999, 99990)","(3.0, 3.45, 3.2)","(11.0, 21.0, 16.0)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:14.980195,"(101.0, 99999, 99990)","(3.0, 3.45, 3.2)","(11.0, 21.0, 16.0)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:16.817646,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 21.0, 16.0)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:18.717110,"(101.0, 99999, 99990)","(3.0, 3.45, 3.2)","(11.0, 21.0, 16.0)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:20.548232,"(101.0, 99999, 99990)","(3.0, 3.45, 3.2)","(11.0, 21.0, 16.0)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:22.219447,"(101.0, 99999, 99990)","(3.0, 3.45, 3.2)","(11.0, 21.0, 16.0)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:23.803378,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 21.0, 16.0)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:25.476227,"(101.0, 99999, 99990)","(3.0, 3.45, 3.1166666666666667)","(11.0, 21.0, 15.5)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:27.021063,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 16.0, 18.8)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:28.591496,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 21.0, 17.666666666666668)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:30.198857,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 21.0, 17.583333333333332)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:31.789995,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 23.0, 19.5625)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:33.346028,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 23.0, 19.75)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:34.861658,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 23.0, 20.428571428571427)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:36.340578,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 22.0, 20.428571428571427)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:37.853957,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 22.0, 15.571428571428571)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:39.360700,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 16.0, 16.583333333333332)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:40.881435,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 22.0, 17.333333333333332)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:42.493010,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 21.0, 17.0)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 6.8)"
12-01-2023 18:23:44.044492,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 20.0, 17.0)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.8, 5.8)"
12-01-2023 18:23:45.525603,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 20.0, 17.0)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:23:46.955331,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 20.0, 17.666666666666668)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:23:48.323217,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 20.0, 17.666666666666668)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:23:49.781075,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 20.0, 17.666666666666668)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:23:51.392023,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 20.0, 17.0)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:23:52.975209,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 20.0, 18.75)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:23:54.504361,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 22.0, 17.125)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:23:55.935113,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 22.0, 17.125)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:23:57.443139,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 22.0, 17.125)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:23:58.829642,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 22.0, 17.125)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:24:00.200701,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 22.0, 17.125)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:24:01.624608,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 22.0, 17.125)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:24:03.046450,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 22.0, 17.125)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:24:04.521028,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 22.0, 17.125)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:24:06.033625,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 22.0, 17.125)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:24:07.502724,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 22.0, 17.125)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:24:09.039396,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 22.0, 17.125)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:24:10.683326,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 22.0, 17.125)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:24:12.427598,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 22.0, 17.0)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:24:14.028424,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 20.0, 17.0)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:24:15.583474,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 20.0, 17.0)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
12-01-2023 18:24:16.965834,"(101.0, 99999, 99990)","(3.0, 3.45, 3.164285714285714)","(11.0, 20.0, 17.0)","(21.0, 40.0, 32.833333333333336)","(31.0, 65.0, 44.333333333333336)","(21.0, 46.0, 38.0)","(15.0, 99999, 99990)","(2.3, 3.05, 2.7602439024390244)","(19.0, 36.0, 22.666666666666668)","(5.0, 7.6, 5.8)"
