,My Best Buddy,No Plans,Alaska Black,Woodside Bella,Banana Girl,Fancy Nancy
04-01-2023 11:09:51.620199,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:09:52.513487,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:09:53.399003,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:09:54.282998,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:09:55.147630,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:09:56.016282,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:09:56.906422,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:09:57.774621,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:09:58.660957,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:09:59.565203,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:00.428727,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:01.312775,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:02.190038,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:03.090381,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:03.966686,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:04.853542,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:05.701255,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:06.547306,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:07.375050,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:08.220328,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:09.060203,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:09.956803,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:10.835728,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:11.772429,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:12.669127,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:13.632859,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:14.530211,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:15.475742,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:16.377391,"(1.55, 2.26, 1.754)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:17.317208,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:18.198589,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:19.159736,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:20.068162,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:20.980650,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:21.880171,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:22.770397,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:23.667721,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:24.554560,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:25.455239,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:26.357423,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:27.270220,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:28.172241,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:29.074255,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:30.040429,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:30.950689,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:31.875439,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:32.813299,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:33.760627,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:34.677406,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:35.617768,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:36.546945,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:37.494371,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:38.426820,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:39.361497,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:40.319721,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:41.231123,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:42.156376,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:43.043012,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:43.950476,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:44.828611,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:45.734330,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:46.633449,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:47.523917,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:48.452484,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:49.339639,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:50.284714,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:51.194487,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:52.159508,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:53.137470,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:54.085774,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:55.018338,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:55.951092,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:56.862658,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:57.785809,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:58.710731,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:10:59.621339,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:00.560802,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:01.477989,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:02.409856,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:03.333185,"(1.55, 2.26, 1.588)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:04.380961,"(1.55, 2.26, 1.588)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:05.530509,"(1.55, 2.26, 1.588)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:06.588476,"(1.55, 2.26, 1.588)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:07.650468,"(1.55, 2.26, 1.588)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:08.697079,"(1.55, 2.26, 1.588)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:09.674552,"(1.55, 2.26, 1.588)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:10.588815,"(1.55, 2.26, 1.588)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:11.413131,"(1.55, 2.26, 1.588)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:12.318440,"(1.55, 2.26, 1.588)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:13.263140,"(1.55, 2.26, 1.588)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:14.196289,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:15.173904,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:16.119568,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:17.133247,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:18.232036,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:19.237417,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:20.259582,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:21.357735,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:22.372873,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:23.443314,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:24.407634,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:25.314445,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
04-01-2023 11:11:26.252498,"(1.55, 2.26, 1.6685714285714286)","(10.0, 24.0, 19.944444444444443)","(3.7, 6.0, 3.7142857142857144)","(9.0, 22.0, 17.894736842105264)","(8.5, 16.0, 12.655555555555555)","(31.0, 110.0, 56.25)"
