,So Noble,Dovis Day,Eye Pee Oh Ready,Peggie Boom,Wicked Chance,Mishani Jewel,Bit Of Fun,Marshy,Mishani Platinum,Torque Is Savvy
06-01-2023 14:10:22.473912,"(3.9, 4.7, 4.705194805194805)","(26.0, 44.0, 43.0)","(11.0, 16.0, 15.952380952380953)","(1.5, 1.73, 1.7298039215686274)","(8.0, 11.0, 10.816326530612244)","(31.0, 60.0, 59.5)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 413.3333333333333)","(61.0, 220.0, 190.0)","(101.0, 230.0, 216.25)"
06-01-2023 14:10:23.988193,"(3.9, 4.8, 4.72093023255814)","(26.0, 44.0, 43.0)","(11.0, 16.0, 15.952380952380953)","(1.5, 1.73, 1.7298039215686274)","(8.0, 11.0, 10.854166666666666)","(31.0, 60.0, 59.5)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 408.0)","(61.0, 220.0, 190.0)","(101.0, 230.0, 217.05882352941177)"
06-01-2023 14:10:25.667630,"(3.9, 4.8, 4.71604938271605)","(26.0, 44.0, 43.0)","(11.0, 16.0, 15.954545454545455)","(1.5, 1.73, 1.7140860215053764)","(8.0, 11.0, 11.132530120481928)","(31.0, 60.0, 59.5)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 408.0)","(61.0, 220.0, 190.0)","(101.0, 230.0, 217.05882352941177)"
06-01-2023 14:10:27.261448,"(3.9, 4.8, 4.71830985915493)","(26.0, 44.0, 43.0)","(11.0, 16.0, 15.842465753424657)","(1.5, 1.72, 1.7145945945945946)","(8.0, 11.5, 11.1375)","(31.0, 60.0, 59.5)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 424.0)","(61.0, 220.0, 190.0)","(101.0, 230.0, 217.05882352941177)"
06-01-2023 14:10:29.038401,"(3.9, 4.8, 4.651598173515982)","(26.0, 44.0, 43.0)","(11.0, 16.5, 16.02238805970149)","(1.5, 1.72, 1.713877551020408)","(8.0, 11.5, 11.170454545454545)","(31.0, 60.0, 59.5)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 413.3333333333333)","(61.0, 220.0, 190.0)","(101.0, 230.0, 220.9090909090909)"
06-01-2023 14:10:30.653713,"(3.9, 4.7, 4.651598173515982)","(26.0, 44.0, 44.35294117647059)","(11.0, 16.5, 16.06756756756757)","(1.5, 1.72, 1.713877551020408)","(8.0, 11.5, 11.170454545454545)","(31.0, 60.0, 59.5)","(101.0, 440.0, 436.6666666666667)","(101.0, 440.0, 425.45454545454544)","(61.0, 220.0, 190.0)","(101.0, 230.0, 220.9090909090909)"
06-01-2023 14:10:32.402993,"(3.9, 4.7, 4.727551020408163)","(26.0, 46.0, 44.888888888888886)","(11.0, 16.5, 16.428571428571427)","(1.5, 1.72, 1.6949999999999998)","(8.0, 11.5, 11.197368421052632)","(31.0, 60.0, 60.625)","(101.0, 440.0, 458.0)","(101.0, 440.0, 428.0)","(61.0, 220.0, 202.0)","(101.0, 230.0, 228.1818181818182)"
06-01-2023 14:10:34.127053,"(3.9, 4.8, 4.725)","(26.0, 46.0, 44.888888888888886)","(11.0, 16.5, 16.428571428571427)","(1.5, 1.7, 1.6965217391304348)","(8.0, 11.5, 11.215596330275229)","(31.0, 65.0, 60.625)","(101.0, 500.0, 458.0)","(101.0, 440.0, 428.0)","(61.0, 230.0, 218.0)","(101.0, 230.0, 228.1818181818182)"
06-01-2023 14:10:35.822778,"(3.9, 4.8, 4.72680412371134)","(26.0, 46.0, 44.888888888888886)","(11.0, 16.5, 16.428571428571427)","(1.5, 1.7, 1.6949999999999998)","(8.0, 11.5, 11.188)","(31.0, 65.0, 60.625)","(101.0, 500.0, 458.0)","(101.0, 440.0, 428.0)","(61.0, 230.0, 220.0)","(101.0, 230.0, 228.1818181818182)"
06-01-2023 14:10:37.335971,"(3.9, 4.8, 4.739130434782608)","(26.0, 46.0, 45.09090909090909)","(11.0, 16.5, 16.44736842105263)","(1.5, 1.7, 1.7013368983957218)","(8.0, 11.5, 11.206766917293233)","(31.0, 65.0, 60.625)","(101.0, 500.0, 458.0)","(101.0, 440.0, 428.0)","(61.0, 230.0, 220.0)","(101.0, 230.0, 228.1818181818182)"
06-01-2023 14:10:38.950472,"(3.9, 4.8, 4.7444444444444445)","(26.0, 46.0, 45.09090909090909)","(11.0, 16.5, 16.458333333333332)","(1.5, 1.71, 1.6981751824817517)","(8.0, 11.5, 11.192913385826772)","(31.0, 65.0, 60.625)","(101.0, 500.0, 458.0)","(101.0, 440.0, 426.6666666666667)","(61.0, 230.0, 220.0)","(101.0, 230.0, 229.0)"
06-01-2023 14:10:40.501083,"(3.9, 4.8, 4.7375)","(26.0, 46.0, 45.09090909090909)","(11.0, 16.5, 16.458333333333332)","(1.5, 1.71, 1.695744680851064)","(8.0, 11.5, 11.241721854304636)","(31.0, 65.0, 60.625)","(101.0, 500.0, 458.0)","(101.0, 440.0, 426.6666666666667)","(61.0, 230.0, 220.0)","(101.0, 230.0, 229.0)"
06-01-2023 14:10:42.065216,"(3.9, 4.8, 4.774725274725275)","(26.0, 46.0, 45.09090909090909)","(11.0, 16.5, 16.625)","(1.5, 1.7, 1.6871337579617833)","(8.0, 11.5, 11.066666666666666)","(31.0, 65.0, 60.625)","(101.0, 500.0, 458.0)","(101.0, 440.0, 428.0)","(61.0, 230.0, 220.0)","(101.0, 230.0, 229.0)"
06-01-2023 14:10:43.581191,"(3.9, 4.8, 4.7867768595041325)","(26.0, 46.0, 45.09090909090909)","(11.0, 17.0, 16.625)","(1.5, 1.69, 1.6806666666666665)","(8.0, 11.5, 11.071428571428571)","(31.0, 65.0, 61.666666666666664)","(101.0, 500.0, 465.0)","(101.0, 440.0, 428.0)","(61.0, 230.0, 220.0)","(101.0, 230.0, 229.0)"
06-01-2023 14:10:45.016184,"(3.9, 4.8, 4.828048780487805)","(26.0, 46.0, 44.888888888888886)","(11.0, 17.0, 16.663265306122447)","(1.5, 1.69, 1.6735552913198573)","(8.0, 11.5, 11.180327868852459)","(31.0, 65.0, 61.666666666666664)","(101.0, 500.0, 465.0)","(101.0, 440.0, 416.0)","(61.0, 230.0, 220.0)","(101.0, 230.0, 229.0)"
06-01-2023 14:10:46.468480,"(3.9, 4.9, 4.865517241379311)","(26.0, 46.0, 45.111111111111114)","(11.0, 17.0, 16.73076923076923)","(1.5, 1.68, 1.6689444444444443)","(8.0, 11.5, 11.128712871287128)","(31.0, 65.0, 62.083333333333336)","(101.0, 500.0, 465.0)","(101.0, 440.0, 416.0)","(61.0, 230.0, 224.0)","(101.0, 230.0, 229.0909090909091)"
06-01-2023 14:10:47.936244,"(3.9, 4.9, 4.860540540540541)","(26.0, 46.0, 45.0)","(11.0, 17.0, 16.9)","(1.5, 1.67, 1.6656499999999999)","(8.0, 11.5, 11.318181818181818)","(31.0, 65.0, 62.083333333333336)","(101.0, 500.0, 465.0)","(101.0, 440.0, 416.0)","(61.0, 230.0, 224.0)","(101.0, 230.0, 229.0909090909091)"
06-01-2023 14:10:49.416178,"(3.9, 5.0, 4.863636363636364)","(26.0, 46.0, 45.6)","(11.0, 17.0, 16.732558139534884)","(1.5, 1.67, 1.6646315789473682)","(8.0, 11.5, 11.445205479452055)","(31.0, 65.0, 62.916666666666664)","(101.0, 500.0, 465.0)","(101.0, 440.0, 420.0)","(81.0, 230.0, 224.0)","(101.0, 230.0, 352.22222222222223)"
06-01-2023 14:10:50.959416,"(4.0, 4.9, 4.817241379310345)","(26.0, 46.0, 45.6)","(12.0, 17.5, 17.04794520547945)","(1.55, 1.67, 1.6667307692307691)","(8.5, 11.5, 11.43939393939394)","(31.0, 65.0, 62.916666666666664)","(101.0, 500.0, 465.0)","(101.0, 440.0, 420.0)","(81.0, 230.0, 224.0)","(101.0, 390.0, 352.22222222222223)"
06-01-2023 14:10:52.412552,"(4.0, 4.9, 4.794736842105263)","(26.0, 46.0, 45.6)","(12.0, 17.5, 17.04794520547945)","(1.5, 1.67, 1.6748170731707317)","(8.5, 11.5, 11.36413043478261)","(31.0, 65.0, 62.916666666666664)","(101.0, 500.0, 465.0)","(101.0, 440.0, 431.1111111111111)","(81.0, 230.0, 225.71428571428572)","(101.0, 390.0, 352.22222222222223)"
06-01-2023 14:10:53.778716,"(4.0, 4.8, 4.771084337349397)","(26.0, 46.0, 45.6)","(12.0, 17.5, 16.79032258064516)","(1.5, 1.68, 1.6752087912087912)","(8.5, 11.5, 11.29646017699115)","(31.0, 65.0, 62.916666666666664)","(101.0, 500.0, 465.0)","(101.0, 440.0, 431.1111111111111)","(81.0, 230.0, 225.71428571428572)","(101.0, 390.0, 305.0)"
06-01-2023 14:10:55.138586,"(4.0, 4.8, 4.757281553398058)","(26.0, 46.0, 45.8)","(12.0, 17.5, 16.81111111111111)","(1.5, 1.68, 1.6754105263157895)","(8.5, 11.5, 11.29646017699115)","(31.0, 65.0, 62.916666666666664)","(101.0, 500.0, 465.0)","(101.0, 440.0, 431.1111111111111)","(81.0, 230.0, 225.71428571428572)","(101.0, 390.0, 276.6666666666667)"
06-01-2023 14:10:56.511381,"(4.0, 4.8, 4.757281553398058)","(26.0, 46.0, 45.8)","(12.0, 17.5, 16.818181818181817)","(1.5, 1.68, 1.6810381355932202)","(8.5, 11.5, 11.29646017699115)","(31.0, 65.0, 62.916666666666664)","(101.0, 500.0, 465.0)","(101.0, 440.0, 420.0)","(81.0, 230.0, 225.71428571428572)","(101.0, 390.0, 273.3333333333333)"
06-01-2023 14:10:57.950779,"(4.0, 4.8, 4.728571428571429)","(26.0, 46.0, 45.8)","(12.0, 17.0, 17.136363636363637)","(1.5, 1.69, 1.6771764705882353)","(8.5, 11.5, 11.29646017699115)","(31.0, 65.0, 63.07692307692308)","(101.0, 500.0, 465.0)","(101.0, 440.0, 420.0)","(81.0, 230.0, 225.0)","(101.0, 380.0, 273.3333333333333)"
06-01-2023 14:10:59.487533,"(4.0, 4.8, 4.784)","(26.0, 46.0, 45.8)","(12.0, 17.5, 17.136363636363637)","(1.5, 1.68, 1.6754285714285713)","(8.5, 11.5, 11.29646017699115)","(31.0, 65.0, 63.07692307692308)","(101.0, 500.0, 465.0)","(101.0, 440.0, 420.0)","(81.0, 230.0, 225.0)","(101.0, 380.0, 273.3333333333333)"
06-01-2023 14:11:00.947335,"(4.0, 4.8, 4.788976377952756)","(26.0, 46.0, 43.333333333333336)","(12.0, 17.5, 17.125)","(1.5, 1.68, 1.6805442176870748)","(8.5, 11.5, 11.283898305084746)","(31.0, 65.0, 63.529411764705884)","(101.0, 500.0, 455.0)","(101.0, 440.0, 420.0)","(81.0, 230.0, 225.71428571428572)","(101.0, 380.0, 300.0)"
06-01-2023 14:11:02.496087,"(4.0, 4.8, 4.788709677419354)","(26.0, 46.0, 43.6)","(12.0, 17.5, 17.05)","(1.5, 1.69, 1.6837946428571429)","(8.5, 11.5, 11.25)","(31.0, 65.0, 63.07692307692308)","(101.0, 500.0, 455.0)","(101.0, 440.0, 420.0)","(81.0, 230.0, 220.0)","(101.0, 380.0, 300.0)"
06-01-2023 14:11:04.042207,"(4.0, 4.8, 4.799173553719008)","(26.0, 46.0, 43.6)","(12.0, 17.5, 16.85185185185185)","(1.5, 1.69, 1.6867123287671233)","(8.5, 11.5, 11.25187969924812)","(31.0, 65.0, 63.07692307692308)","(101.0, 500.0, 455.0)","(101.0, 440.0, 420.0)","(81.0, 230.0, 220.0)","(101.0, 380.0, 300.0)"
06-01-2023 14:11:05.786802,"(4.0, 4.8, 4.770754716981132)","(26.0, 46.0, 43.0)","(12.0, 17.0, 16.85483870967742)","(1.5, 1.69, 1.6977906976744186)","(8.5, 11.5, 11.25187969924812)","(31.0, 65.0, 61.904761904761905)","(101.0, 500.0, 455.0)","(101.0, 440.0, 420.0)","(81.0, 230.0, 220.0)","(101.0, 380.0, 300.0)"
06-01-2023 14:11:07.358079,"(4.0, 4.8, 5.206143344709898)","(26.0, 44.0, 41.714285714285715)","(12.0, 17.5, 16.1875)","(1.5, 1.7, 1.6793292682926828)","(8.5, 11.5, 10.782608695652174)","(31.0, 65.0, 57.89473684210526)","(101.0, 500.0, 447.5)","(101.0, 440.0, 425.7142857142857)","(81.0, 230.0, 215.0)","(101.0, 380.0, 290.0)"
06-01-2023 14:11:08.965384,"(4.0, 5.3, 5.061702127659575)","(26.0, 44.0, 42.4)","(12.0, 16.5, 16.358974358974358)","(1.5, 1.68, 1.6758898305084746)","(8.5, 11.0, 10.78076923076923)","(31.0, 60.0, 56.666666666666664)","(101.0, 500.0, 458.0)","(101.0, 440.0, 410.0)","(81.0, 230.0, 220.0)","(101.0, 380.0, 308.0)"
06-01-2023 14:11:10.387869,"(4.0, 5.2, 5.061702127659575)","(26.0, 44.0, 43.5)","(12.0, 17.0, 16.666666666666668)","(1.5, 1.68, 1.6737551020408163)","(8.5, 11.0, 10.962765957446809)","(31.0, 65.0, 55.714285714285715)","(101.0, 500.0, 692.5)","(101.0, 440.0, 413.3333333333333)","(81.0, 230.0, 217.5)","(101.0, 380.0, 308.0)"
06-01-2023 14:11:11.781166,"(4.0, 5.1, 5.003636363636364)","(26.0, 44.0, 42.21052631578947)","(12.0, 17.0, 16.59090909090909)","(1.5, 1.68, 1.6632193732193732)","(8.5, 11.0, 10.978494623655914)","(31.0, 60.0, 55.714285714285715)","(101.0, 780.0, 640.0)","(101.0, 440.0, 401.6666666666667)","(81.0, 270.0, 217.5)","(101.0, 380.0, 249.0909090909091)"
06-01-2023 14:11:13.138660,"(4.0, 5.0, 4.919047619047619)","(26.0, 46.0, 42.53846153846154)","(12.0, 17.0, 16.632653061224488)","(1.5, 1.67, 1.662770083102493)","(8.5, 11.5, 11.085470085470085)","(31.0, 60.0, 55.5)","(101.0, 780.0, 686.6666666666666)","(101.0, 430.0, 401.6666666666667)","(81.0, 270.0, 217.5)","(101.0, 380.0, 327.5)"
06-01-2023 14:11:14.527072,"(4.0, 5.0, 4.933333333333334)","(26.0, 46.0, 42.53846153846154)","(12.0, 17.0, 16.64)","(1.5, 1.67, 1.6631055900621117)","(8.5, 11.5, 11.11111111111111)","(31.0, 60.0, 55.5)","(101.0, 780.0, 686.6666666666666)","(101.0, 430.0, 401.6666666666667)","(81.0, 270.0, 217.5)","(101.0, 370.0, 327.5)"
06-01-2023 14:11:16.060764,"(4.0, 5.0, 4.95072463768116)","(26.0, 46.0, 43.0)","(12.0, 17.0, 16.453333333333333)","(1.5, 1.67, 1.667248062015504)","(8.5, 11.5, 11.218487394957982)","(31.0, 60.0, 57.5)","(101.0, 780.0, 710.0)","(101.0, 430.0, 401.6666666666667)","(81.0, 270.0, 223.33333333333334)","(101.0, 370.0, 327.5)"
06-01-2023 14:11:17.434177,"(4.0, 5.0, 4.95072463768116)","(26.0, 46.0, 43.45454545454545)","(12.0, 16.5, 16.59090909090909)","(1.5, 1.67, 1.6732494004796163)","(8.5, 11.5, 11.131868131868131)","(31.0, 60.0, 56.25)","(101.0, 780.0, 672.5)","(101.0, 430.0, 401.6666666666667)","(81.0, 270.0, 242.0)","(101.0, 370.0, 316.6666666666667)"
06-01-2023 14:11:19.196400,"(4.0, 5.0, 4.936416184971098)","(26.0, 44.0, 43.04)","(12.0, 17.0, 16.58888888888889)","(1.5, 1.68, 1.6724568393094288)","(8.5, 11.5, 11.131868131868131)","(31.0, 60.0, 56.25)","(101.0, 730.0, 672.5)","(101.0, 430.0, 401.6666666666667)","(81.0, 270.0, 230.0)","(101.0, 370.0, 316.6666666666667)"
06-01-2023 14:11:20.673481,"(4.0, 5.0, 4.945270270270271)","(26.0, 44.0, 43.04)","(12.0, 17.0, 16.58888888888889)","(1.5, 1.68, 1.6708731808731807)","(8.5, 11.5, 11.143617021276595)","(31.0, 60.0, 61.666666666666664)","(101.0, 730.0, 672.5)","(101.0, 430.0, 401.6666666666667)","(81.0, 290.0, 230.0)","(101.0, 370.0, 316.6666666666667)"
06-01-2023 14:11:22.226474,"(4.0, 5.0, 4.919117647058824)","(26.0, 44.0, 43.172413793103445)","(12.0, 17.0, 16.585106382978722)","(1.5, 1.68, 1.6703990610328638)","(8.5, 11.5, 11.053333333333333)","(31.0, 65.0, 57.03703703703704)","(101.0, 730.0, 672.5)","(101.0, 430.0, 401.6666666666667)","(81.0, 290.0, 251.42857142857144)","(101.0, 370.0, 316.6666666666667)"
06-01-2023 14:11:23.721805,"(4.0, 5.0, 4.8965517241379315)","(26.0, 44.0, 43.2)","(12.0, 17.0, 16.61)","(1.5, 1.68, 1.670989247311828)","(8.5, 11.5, 11.208695652173914)","(31.0, 60.0, 57.142857142857146)","(101.0, 730.0, 672.5)","(101.0, 430.0, 401.6666666666667)","(81.0, 300.0, 275.0)","(101.0, 370.0, 316.6666666666667)"
06-01-2023 14:11:25.253155,"(4.0, 4.9, 4.907006369426751)","(26.0, 44.0, 43.2)","(12.0, 17.0, 16.62857142857143)","(1.5, 1.68, 1.6700246913580246)","(8.5, 11.5, 11.208695652173914)","(31.0, 60.0, 57.142857142857146)","(101.0, 730.0, 672.5)","(101.0, 430.0, 401.6666666666667)","(81.0, 300.0, 275.0)","(101.0, 370.0, 316.6666666666667)"
06-01-2023 14:11:26.721903,"(4.0, 5.0, 4.977777777777778)","(26.0, 44.0, 43.42857142857143)","(12.0, 17.0, 16.710526315789473)","(1.5, 1.68, 1.6593360995850621)","(8.5, 11.5, 11.592)","(31.0, 60.0, 59.57446808510638)","(101.0, 730.0, 662.0)","(101.0, 430.0, 389.5238095238095)","(81.0, 300.0, 236.66666666666666)","(101.0, 370.0, 316.6666666666667)"
06-01-2023 14:11:28.205344,"(4.0, 5.0, 4.977777777777778)","(26.0, 44.0, 43.6)","(12.0, 17.0, 16.710526315789473)","(1.5, 1.66, 1.6528571428571428)","(8.5, 12.0, 11.581967213114755)","(31.0, 60.0, 59.57446808510638)","(101.0, 770.0, 662.0)","(101.0, 430.0, 389.5238095238095)","(81.0, 300.0, 275.0)","(101.0, 370.0, 316.6666666666667)"
06-01-2023 14:11:29.751456,"(4.0, 5.0, 4.960493827160494)","(26.0, 44.0, 43.6)","(12.0, 17.0, 16.6)","(1.5, 1.66, 1.6592)","(8.5, 12.0, 11.355670103092784)","(31.0, 60.0, 56.25)","(101.0, 770.0, 662.0)","(101.0, 430.0, 389.5238095238095)","(81.0, 300.0, 275.0)","(101.0, 370.0, 316.6666666666667)"
06-01-2023 14:11:31.430007,"(4.0, 5.0, 4.970833333333333)","(26.0, 44.0, 43.42857142857143)","(12.0, 17.0, 16.576923076923077)","(1.5, 1.66, 1.6566049382716048)","(8.5, 12.0, 11.388429752066116)","(31.0, 65.0, 63.0)","(101.0, 770.0, 662.0)","(101.0, 430.0, 389.5238095238095)","(81.0, 300.0, 312.0)","(101.0, 370.0, 302.0)"
06-01-2023 14:11:32.959347,"(4.0, 5.0, 4.973275862068966)","(26.0, 44.0, 43.333333333333336)","(12.0, 17.0, 16.65573770491803)","(1.5, 1.66, 1.6536635514018692)","(8.5, 12.0, 11.423076923076923)","(31.0, 65.0, 63.0)","(101.0, 770.0, 662.0)","(101.0, 430.0, 389.5238095238095)","(81.0, 340.0, 312.0)","(101.0, 370.0, 263.3333333333333)"
06-01-2023 14:11:34.544969,"(4.0, 5.0, 4.9712962962962965)","(26.0, 44.0, 42.888888888888886)","(12.0, 17.0, 16.65573770491803)","(1.5, 1.67, 1.6607298474945533)","(8.5, 11.5, 11.376146788990825)","(31.0, 65.0, 63.0)","(101.0, 770.0, 662.0)","(101.0, 430.0, 389.5238095238095)","(81.0, 340.0, 293.3333333333333)","(101.0, 370.0, 263.3333333333333)"
06-01-2023 14:11:36.029470,"(4.0, 5.0, 4.965254237288136)","(26.0, 44.0, 42.888888888888886)","(12.0, 17.0, 16.689655172413794)","(1.5, 1.67, 1.660940919037199)","(8.5, 11.5, 11.357894736842105)","(31.0, 65.0, 63.0)","(101.0, 770.0, 662.0)","(101.0, 430.0, 389.5238095238095)","(81.0, 340.0, 286.6666666666667)","(101.0, 370.0, 263.3333333333333)"
06-01-2023 14:11:37.559266,"(4.0, 5.0, 4.965254237288136)","(26.0, 44.0, 43.46666666666667)","(12.0, 17.0, 17.155172413793103)","(1.5, 1.67, 1.6531848552338528)","(8.5, 11.5, 11.357894736842105)","(31.0, 65.0, 61.666666666666664)","(101.0, 770.0, 662.0)","(101.0, 430.0, 390.0)","(81.0, 330.0, 225.0)","(101.0, 370.0, 357.1428571428571)"
06-01-2023 14:11:39.069912,"(4.0, 5.0, 4.906382978723404)","(26.0, 44.0, 43.46666666666667)","(12.0, 17.5, 17.40909090909091)","(1.5, 1.67, 1.6616628440366972)","(8.5, 11.5, 11.388349514563107)","(31.0, 65.0, 62.5)","(101.0, 770.0, 662.0)","(101.0, 430.0, 391.9047619047619)","(81.0, 330.0, 276.6666666666667)","(101.0, 370.0, 357.58620689655174)"
06-01-2023 14:11:40.680723,"(4.0, 4.9, 4.86530612244898)","(26.0, 42.0, 41.111111111111114)","(12.0, 17.5, 17.45)","(1.5, 1.67, 1.6635279805352798)","(8.5, 11.5, 11.424731182795698)","(31.0, 65.0, 62.5)","(101.0, 770.0, 662.0)","(101.0, 430.0, 391.9047619047619)","(81.0, 320.0, 272.5)","(101.0, 370.0, 256.6666666666667)"
06-01-2023 14:11:42.127998,"(4.0, 4.8, 4.777647058823529)","(26.0, 44.0, 42.57142857142857)","(12.0, 17.5, 17.833333333333332)","(1.5, 1.67, 1.6648192771084336)","(8.5, 11.5, 11.483516483516484)","(31.0, 65.0, 62.5)","(101.0, 770.0, 662.0)","(101.0, 430.0, 391.9047619047619)","(81.0, 300.0, 262.8571428571429)","(101.0, 370.0, 285.0)"
06-01-2023 14:11:43.585814,"(4.0, 4.8, 4.706363636363636)","(26.0, 44.0, 43.09090909090909)","(12.0, 18.0, 18.0625)","(1.5, 1.67, 1.67205035971223)","(8.5, 11.5, 11.49618320610687)","(31.0, 65.0, 61.111111111111114)","(101.0, 770.0, 680.0)","(101.0, 430.0, 391.9047619047619)","(81.0, 360.0, 254.0)","(101.0, 370.0, 256.6666666666667)"
06-01-2023 14:11:45.036034,"(4.0, 5.0, 4.955555555555556)","(26.0, 44.0, 42.333333333333336)","(12.0, 18.5, 17.75)","(1.5, 1.68, 1.6507070707070706)","(8.5, 11.5, 11.395104895104895)","(31.0, 70.0, 66.12903225806451)","(101.0, 770.0, 680.0)","(101.0, 430.0, 391.9047619047619)","(81.0, 270.0, 254.0)","(101.0, 370.0, 256.6666666666667)"
06-01-2023 14:11:46.496640,"(4.0, 4.9, 4.8390625)","(26.0, 44.0, 42.333333333333336)","(12.0, 18.0, 18.055555555555557)","(1.5, 1.68, 1.6512676056338027)","(8.5, 11.5, 11.429078014184396)","(31.0, 70.0, 66.5)","(101.0, 770.0, 680.0)","(101.0, 430.0, 392.5)","(81.0, 270.0, 254.0)","(101.0, 370.0, 256.6666666666667)"
06-01-2023 14:11:47.997558,"(4.0, 4.9, 4.818918918918919)","(26.0, 44.0, 43.111111111111114)","(12.0, 18.5, 18.618181818181817)","(1.5, 1.66, 1.6243333333333334)","(8.5, 11.5, 11.614942528735632)","(31.0, 70.0, 76.09375)","(101.0, 770.0, 716.0)","(101.0, 430.0, 392.5)","(81.0, 270.0, 208.0)","(101.0, 370.0, 224.28571428571428)"
06-01-2023 14:11:49.514775,"(4.0, 5.0, 5.111764705882353)","(26.0, 46.0, 44.42857142857143)","(12.0, 19.0, 18.79)","(1.5, 1.63, 1.6180030721966208)","(8.5, 12.0, 11.798816568047338)","(31.0, 80.0, 67.5)","(101.0, 770.0, 716.0)","(101.0, 430.0, 392.5)","(81.0, 280.0, 235.0)","(101.0, 370.0, 224.28571428571428)"
06-01-2023 14:11:50.941724,"(4.0, 5.2, 5.1831858407079645)","(26.0, 46.0, 43.523809523809526)","(12.0, 19.0, 18.67241379310345)","(1.5, 1.62, 1.6159857482185274)","(8.5, 12.0, 11.705128205128204)","(31.0, 70.0, 67.5)","(101.0, 770.0, 680.0)","(101.0, 430.0, 392.5)","(81.0, 270.0, 235.0)","(101.0, 370.0, 224.28571428571428)"
06-01-2023 14:11:52.393152,"(4.0, 5.2, 5.170769230769231)","(26.0, 44.0, 43.142857142857146)","(13.0, 19.0, 18.586776859504134)","(1.5, 1.62, 1.6172955974842769)","(9.0, 12.0, 11.668711656441717)","(31.0, 70.0, 68.18181818181819)","(101.0, 770.0, 680.0)","(101.0, 430.0, 392.5)","(81.0, 270.0, 235.0)","(101.0, 370.0, 224.28571428571428)"
06-01-2023 14:11:53.725393,"(4.0, 5.2, 5.134782608695652)","(26.0, 44.0, 44.6)","(13.0, 19.0, 18.055555555555557)","(1.5, 1.62, 1.6122950819672133)","(9.0, 12.0, 11.585454545454546)","(31.0, 70.0, 68.33333333333333)","(101.0, 770.0, 702.5)","(101.0, 430.0, 395.90909090909093)","(81.0, 270.0, 250.0)","(101.0, 370.0, 256.6666666666667)"
06-01-2023 14:11:55.356076,"(4.0, 5.2, 5.125742574257425)","(26.0, 46.0, 44.6)","(13.0, 18.5, 17.630434782608695)","(1.5, 1.62, 1.6329257641921395)","(9.0, 12.0, 11.433121019108281)","(31.0, 70.0, 68.46153846153847)","(101.0, 770.0, 740.0)","(101.0, 430.0, 395.90909090909093)","(81.0, 300.0, 250.0)","(101.0, 370.0, 268.0)"
06-01-2023 14:11:56.932788,"(4.0, 5.2, 5.21)","(26.0, 46.0, 44.6)","(13.0, 18.0, 17.394736842105264)","(1.5, 1.64, 1.6330434782608694)","(9.0, 11.5, 11.359116022099448)","(31.0, 70.0, 68.46153846153847)","(101.0, 780.0, 740.0)","(101.0, 430.0, 395.90909090909093)","(81.0, 300.0, 270.0)","(101.0, 370.0, 268.0)"
06-01-2023 14:11:58.310985,"(4.0, 5.3, 5.326717557251909)","(26.0, 46.0, 43.77777777777778)","(13.0, 17.5, 17.37878787878788)","(1.5, 1.64, 1.629940476190476)","(9.0, 11.5, 11.304651162790698)","(31.0, 70.0, 64.23076923076923)","(101.0, 780.0, 733.3333333333333)","(101.0, 430.0, 395.90909090909093)","(81.0, 340.0, 270.0)","(101.0, 370.0, 275.55555555555554)"
06-01-2023 14:11:59.648590,"(4.0, 5.4, 5.386619718309859)","(26.0, 44.0, 43.63636363636363)","(13.0, 17.5, 17.235849056603772)","(1.5, 1.63, 1.6333467741935483)","(9.0, 11.5, 11.268240343347639)","(31.0, 65.0, 64.23076923076923)","(101.0, 780.0, 733.3333333333333)","(101.0, 430.0, 400.0)","(81.0, 340.0, 333.33333333333337)","(101.0, 370.0, 275.55555555555554)"
06-01-2023 14:12:01.070816,"(4.0, 5.4, 5.386131386861314)","(26.0, 44.0, 43.09090909090909)","(13.0, 17.5, 17.175)","(1.5, 1.64, 1.6344444444444444)","(9.0, 11.5, 11.286931818181818)","(31.0, 65.0, 64.23076923076923)","(101.0, 780.0, 891.6666666666666)","(101.0, 430.0, 400.0)","(81.0, 400.0, 333.33333333333337)","(101.0, 370.0, 221.8181818181818)"
06-01-2023 14:12:02.604883,"(4.0, 5.4, 5.383136094674557)","(26.0, 46.0, 41.46938775510204)","(13.0, 17.5, 17.275862068965516)","(1.5, 1.64, 1.6330718954248364)","(9.0, 11.5, 11.302083333333334)","(31.0, 65.0, 62.592592592592595)","(101.0, 970.0, 891.6666666666666)","(101.0, 430.0, 395.90909090909093)","(81.0, 400.0, 300.0)","(101.0, 260.0, 216.25)"
06-01-2023 14:12:03.948863,"(4.0, 5.4, 5.384033613445379)","(26.0, 42.0, 41.63636363636363)","(13.0, 17.5, 17.236842105263158)","(1.5, 1.64, 1.6392957746478871)","(9.0, 11.5, 10.912587412587413)","(31.0, 65.0, 61.904761904761905)","(101.0, 970.0, 735.0)","(101.0, 430.0, 388.3333333333333)","(81.0, 400.0, 300.0)","(101.0, 260.0, 246.38888888888889)"
