,Maritima,Moonlight Grace,Marelle,Marigolds Dream,Vincetta,Double Scoop,Zizette,Lalaguna,Memphis Sky,Queen Astrid,Ballon Bleu,Kingston Charm
11-01-2023 13:43:30.347094,"(5.0, 6.8, 6.666666666666666)","(4.2, 5.2, 5.1)","(7.5, 9.8, 9.454054054054055)","(31.0, 40.0, 39.14285714285714)","(21.0, 42.0, 40.57142857142857)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.777777777777778)","(91.0, 200.0, 164.0)","(18.0, 25.0, 24.25)","(6.0, 7.2, 7.186046511627907)","(18.0, 26.0, 22.727272727272727)"
11-01-2023 13:43:31.846510,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 9.8, 9.454054054054055)","(31.0, 40.0, 39.14285714285714)","(21.0, 42.0, 40.57142857142857)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.777777777777778)","(91.0, 200.0, 164.0)","(18.0, 25.0, 24.25)","(6.0, 7.2, 6.836619718309859)","(18.0, 26.0, 22.727272727272727)"
11-01-2023 13:43:33.268512,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 9.8, 9.454054054054055)","(31.0, 40.0, 39.14285714285714)","(21.0, 42.0, 40.57142857142857)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.777777777777778)","(91.0, 200.0, 164.0)","(18.0, 25.0, 24.25)","(6.0, 7.0, 6.836619718309859)","(18.0, 26.0, 22.727272727272727)"
11-01-2023 13:43:34.862801,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 9.8, 9.454054054054055)","(31.0, 40.0, 39.14285714285714)","(21.0, 42.0, 42.4)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.777777777777778)","(91.0, 200.0, 164.0)","(18.0, 25.0, 24.25)","(6.0, 7.0, 6.836619718309859)","(18.0, 26.0, 22.727272727272727)"
11-01-2023 13:43:36.253824,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 9.8, 9.466666666666667)","(31.0, 40.0, 39.14285714285714)","(21.0, 44.0, 41.294117647058826)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.777777777777778)","(91.0, 200.0, 164.0)","(18.0, 25.0, 22.5)","(6.0, 7.0, 6.847058823529411)","(18.0, 26.0, 23.333333333333332)"
11-01-2023 13:43:37.631556,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 9.6, 9.466666666666667)","(31.0, 40.0, 39.14285714285714)","(21.0, 42.0, 41.294117647058826)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.777777777777778)","(91.0, 200.0, 164.0)","(18.0, 30.0, 23.166666666666668)","(6.0, 7.0, 6.836619718309859)","(18.0, 25.0, 23.333333333333332)"
11-01-2023 13:43:39.074578,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 9.6, 9.466666666666667)","(31.0, 40.0, 39.14285714285714)","(21.0, 42.0, 41.294117647058826)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.777777777777778)","(91.0, 200.0, 164.0)","(18.0, 29.0, 23.166666666666668)","(6.0, 7.0, 6.836619718309859)","(18.0, 25.0, 23.333333333333332)"
11-01-2023 13:43:40.601239,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 9.6, 9.466666666666667)","(31.0, 40.0, 39.14285714285714)","(21.0, 42.0, 41.294117647058826)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.777777777777778)","(91.0, 200.0, 164.0)","(18.0, 29.0, 23.166666666666668)","(6.0, 7.0, 6.836619718309859)","(18.0, 25.0, 23.333333333333332)"
11-01-2023 13:43:42.127721,"(5.0, 7.0, 6.666666666666666)","(4.2, 5.2, 5.1)","(7.5, 9.6, 9.466666666666667)","(31.0, 40.0, 39.14285714285714)","(21.0, 42.0, 39.529411764705884)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.777777777777778)","(91.0, 200.0, 164.0)","(18.0, 29.0, 23.0)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 23.333333333333332)"
11-01-2023 13:43:43.891344,"(5.0, 6.8, 6.666666666666666)","(4.2, 5.2, 5.1)","(7.5, 9.6, 9.478787878787879)","(31.0, 40.0, 39.14285714285714)","(21.0, 40.0, 39.529411764705884)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.792857142857143)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.076923076923077)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 23.714285714285715)"
11-01-2023 13:43:45.701195,"(5.0, 6.8, 6.666666666666666)","(4.2, 5.2, 5.1)","(7.5, 9.6, 9.600000000000001)","(31.0, 40.0, 39.14285714285714)","(21.0, 40.0, 39.529411764705884)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.792857142857143)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.076923076923077)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 23.714285714285715)"
11-01-2023 13:43:47.467014,"(5.0, 6.8, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 9.8, 9.433962264150944)","(31.0, 40.0, 38.90909090909091)","(21.0, 40.0, 43.14285714285714)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.792857142857143)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.836619718309859)","(18.0, 25.0, 23.714285714285715)"
11-01-2023 13:43:48.885896,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 10.0, 9.433962264150944)","(31.0, 40.0, 38.90909090909091)","(21.0, 46.0, 43.14285714285714)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.792857142857143)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.836619718309859)","(18.0, 25.0, 23.714285714285715)"
11-01-2023 13:43:50.432036,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 10.0, 9.433962264150944)","(31.0, 40.0, 38.90909090909091)","(21.0, 46.0, 43.14285714285714)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.792857142857143)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.836619718309859)","(18.0, 25.0, 23.714285714285715)"
11-01-2023 13:43:51.978390,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 10.0, 9.433962264150944)","(31.0, 40.0, 38.90909090909091)","(21.0, 46.0, 43.05882352941177)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.792857142857143)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.836619718309859)","(18.0, 25.0, 23.714285714285715)"
11-01-2023 13:43:53.406856,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 10.0, 9.433962264150944)","(31.0, 40.0, 38.90909090909091)","(21.0, 44.0, 41.294117647058826)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.792857142857143)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 23.714285714285715)"
11-01-2023 13:43:54.902230,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 10.0, 9.433962264150944)","(31.0, 40.0, 38.90909090909091)","(21.0, 42.0, 41.294117647058826)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.792857142857143)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 23.714285714285715)"
11-01-2023 13:43:56.292268,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 10.0, 9.444444444444445)","(31.0, 40.0, 38.90909090909091)","(21.0, 42.0, 41.294117647058826)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.792857142857143)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 23.714285714285715)"
11-01-2023 13:43:57.735375,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 10.0, 9.444444444444445)","(31.0, 40.0, 38.90909090909091)","(21.0, 42.0, 41.294117647058826)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.792857142857143)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 23.714285714285715)"
11-01-2023 13:43:59.139047,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 10.0, 9.444444444444445)","(31.0, 40.0, 38.90909090909091)","(21.0, 42.0, 41.714285714285715)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.792857142857143)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 23.714285714285715)"
11-01-2023 13:44:00.493918,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 10.0, 9.444444444444445)","(31.0, 40.0, 38.90909090909091)","(21.0, 44.0, 41.714285714285715)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.792857142857143)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 23.714285714285715)"
11-01-2023 13:44:01.818773,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 10.0, 9.444444444444445)","(31.0, 40.0, 38.90909090909091)","(21.0, 44.0, 41.714285714285715)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.792857142857143)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 23.714285714285715)"
11-01-2023 13:44:03.293302,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 10.0, 9.444444444444445)","(31.0, 40.0, 38.90909090909091)","(21.0, 44.0, 41.714285714285715)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.792857142857143)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 23.714285714285715)"
11-01-2023 13:44:04.835253,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 10.0, 9.444444444444445)","(31.0, 40.0, 35.2)","(21.0, 44.0, 41.294117647058826)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.792857142857143)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 23.875)"
11-01-2023 13:44:06.317776,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 10.0, 9.444444444444445)","(31.0, 40.0, 35.2)","(21.0, 42.0, 41.294117647058826)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.792857142857143)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 23.875)"
11-01-2023 13:44:07.737101,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 10.0, 9.444444444444445)","(31.0, 40.0, 34.666666666666664)","(21.0, 42.0, 41.294117647058826)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.055555555555557)","(6.0, 6.8, 6.792857142857143)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 23.875)"
11-01-2023 13:44:09.085099,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 10.0, 9.444444444444445)","(31.0, 38.0, 35.89473684210526)","(21.0, 42.0, 40.4)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 25.146341463414632)","(6.0, 6.8, 6.792156862745098)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 23.875)"
11-01-2023 13:44:10.562002,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 10.0, 9.444444444444445)","(31.0, 38.0, 34.666666666666664)","(21.0, 42.0, 42.666666666666664)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 25.146341463414632)","(6.0, 6.8, 6.792156862745098)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 23.875)"
11-01-2023 13:44:12.040576,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 10.0, 9.444444444444445)","(31.0, 38.0, 35.89473684210526)","(21.0, 44.0, 42.666666666666664)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 25.146341463414632)","(6.0, 6.8, 6.792156862745098)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 23.875)"
11-01-2023 13:44:13.558591,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.2, 5.1)","(7.5, 10.0, 9.444444444444445)","(31.0, 38.0, 34.666666666666664)","(21.0, 44.0, 41.23076923076923)","(14.0, 18.0, 17.037037037037038)","(19.0, 26.0, 24.05263157894737)","(6.0, 6.8, 6.792156862745098)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 22.869565217391305)"
11-01-2023 13:44:14.989939,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.3, 5.076744186046511)","(7.5, 10.0, 9.444444444444445)","(31.0, 38.0, 34.666666666666664)","(21.0, 44.0, 40.0)","(14.0, 18.0, 17.037037037037038)","(19.0, 25.0, 24.05263157894737)","(6.0, 6.8, 6.792156862745098)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 26.0, 22.869565217391305)"
11-01-2023 13:44:16.671520,"(5.0, 7.0, 6.343589743589744)","(4.2, 5.3, 5.076744186046511)","(7.5, 10.0, 9.433962264150944)","(31.0, 38.0, 35.42857142857143)","(21.0, 44.0, 40.0)","(14.0, 18.0, 17.037037037037038)","(19.0, 25.0, 24.05263157894737)","(6.0, 6.8, 6.792156862745098)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 26.0, 23.666666666666668)"
11-01-2023 13:44:18.378854,"(5.0, 7.0, 6.302439024390244)","(4.2, 5.3, 5.076744186046511)","(7.5, 10.0, 9.475)","(31.0, 38.0, 35.42857142857143)","(21.0, 44.0, 40.0)","(14.0, 18.0, 17.037037037037038)","(19.0, 25.0, 24.05263157894737)","(6.0, 6.8, 6.792156862745098)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 23.666666666666668)"
11-01-2023 13:44:19.995412,"(5.0, 6.8, 6.302439024390244)","(4.2, 5.3, 5.076744186046511)","(7.5, 9.6, 9.475)","(31.0, 38.0, 35.42857142857143)","(21.0, 44.0, 41.23076923076923)","(14.0, 18.0, 17.037037037037038)","(19.0, 25.0, 24.05263157894737)","(6.0, 6.8, 6.792156862745098)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 23.666666666666668)"
11-01-2023 13:44:21.587329,"(5.0, 6.8, 6.302439024390244)","(4.2, 5.3, 5.076744186046511)","(7.5, 9.6, 9.475)","(31.0, 38.0, 35.42857142857143)","(21.0, 44.0, 42.666666666666664)","(14.0, 18.0, 17.037037037037038)","(19.0, 25.0, 24.05263157894737)","(6.0, 6.8, 6.792156862745098)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 24.142857142857142)"
11-01-2023 13:44:23.598941,"(5.0, 6.8, 6.302439024390244)","(4.2, 5.3, 5.076744186046511)","(7.5, 9.6, 9.475)","(31.0, 38.0, 35.42857142857143)","(21.0, 44.0, 42.666666666666664)","(14.0, 18.0, 17.037037037037038)","(19.0, 25.0, 24.05263157894737)","(6.0, 6.8, 6.792156862745098)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 24.142857142857142)"
11-01-2023 13:44:25.257747,"(5.0, 6.8, 6.302439024390244)","(4.2, 5.3, 5.076744186046511)","(7.5, 9.6, 9.475)","(31.0, 38.0, 35.42857142857143)","(21.0, 44.0, 42.666666666666664)","(14.0, 18.0, 17.037037037037038)","(19.0, 25.0, 24.05263157894737)","(6.0, 6.8, 6.977777777777778)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 24.142857142857142)"
11-01-2023 13:44:26.807523,"(5.0, 6.8, 6.302439024390244)","(4.2, 5.3, 5.071739130434783)","(7.5, 9.6, 9.475)","(31.0, 38.0, 35.42857142857143)","(21.0, 44.0, 41.23076923076923)","(14.0, 18.0, 17.037037037037038)","(19.0, 25.0, 24.05263157894737)","(6.0, 7.2, 6.977777777777778)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 24.142857142857142)"
11-01-2023 13:44:28.567608,"(5.0, 6.8, 6.302439024390244)","(4.2, 5.3, 5.076744186046511)","(7.5, 9.6, 9.475)","(31.0, 38.0, 35.42857142857143)","(21.0, 44.0, 41.23076923076923)","(14.0, 18.0, 17.037037037037038)","(19.0, 25.0, 24.05263157894737)","(6.0, 7.2, 6.977777777777778)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 24.142857142857142)"
11-01-2023 13:44:30.301261,"(5.0, 6.8, 6.302439024390244)","(4.2, 5.3, 5.076744186046511)","(7.5, 9.6, 9.475)","(31.0, 38.0, 36.5)","(21.0, 44.0, 41.23076923076923)","(14.0, 18.0, 17.037037037037038)","(19.0, 25.0, 24.05263157894737)","(6.0, 7.2, 6.977777777777778)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 24.142857142857142)"
11-01-2023 13:44:31.842455,"(5.0, 6.8, 6.302439024390244)","(4.2, 5.3, 5.076744186046511)","(7.5, 9.6, 9.475)","(31.0, 38.0, 36.5)","(21.0, 44.0, 41.23076923076923)","(14.0, 18.0, 17.037037037037038)","(19.0, 25.0, 24.05263157894737)","(6.0, 7.2, 6.977777777777778)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.847058823529411)","(18.0, 25.0, 24.142857142857142)"
11-01-2023 13:44:33.446208,"(5.0, 6.8, 6.302439024390244)","(4.2, 5.3, 5.076744186046511)","(7.5, 9.6, 9.475)","(31.0, 38.0, 36.5)","(21.0, 44.0, 41.23076923076923)","(14.0, 18.0, 17.037037037037038)","(19.0, 25.0, 22.428571428571427)","(6.0, 7.2, 6.977777777777778)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 6.923076923076923)","(18.0, 25.0, 24.142857142857142)"
11-01-2023 13:44:34.954883,"(5.0, 6.8, 6.302439024390244)","(4.2, 5.3, 5.033333333333333)","(7.5, 9.6, 9.475)","(31.0, 38.0, 36.36363636363636)","(21.0, 44.0, 40.0)","(14.0, 18.0, 17.037037037037038)","(19.0, 25.0, 22.41176470588235)","(6.0, 7.2, 6.977777777777778)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.0, 7.12)","(18.0, 25.0, 23.5)"
11-01-2023 13:44:36.683093,"(5.0, 6.8, 6.302439024390244)","(4.2, 5.3, 5.05064935064935)","(7.5, 9.6, 9.475)","(31.0, 38.0, 36.36363636363636)","(21.0, 44.0, 40.0)","(14.0, 18.0, 17.037037037037038)","(19.0, 25.0, 22.41176470588235)","(6.0, 7.2, 6.977777777777778)","(91.0, 200.0, 164.0)","(18.0, 24.0, 22.06896551724138)","(6.0, 7.2, 7.12)","(18.0, 25.0, 23.5)"
11-01-2023 13:44:38.296663,"(5.5, 6.8, 6.302439024390244)","(4.2, 5.3, 5.054166666666666)","(8.0, 9.6, 9.475)","(31.0, 38.0, 36.36363636363636)","(21.0, 44.0, 40.0)","(14.0, 18.0, 17.037037037037038)","(19.0, 25.0, 22.41176470588235)","(6.0, 7.2, 6.977777777777778)","(91.0, 200.0, 164.0)","(19.0, 24.0, 22.06896551724138)","(6.0, 7.2, 7.12)","(19.0, 25.0, 23.5)"
11-01-2023 13:44:39.829402,"(5.5, 6.8, 6.302439024390244)","(4.2, 5.3, 5.054166666666666)","(8.0, 9.6, 9.475)","(31.0, 38.0, 36.36363636363636)","(21.0, 44.0, 40.0)","(14.0, 18.0, 17.037037037037038)","(19.0, 25.0, 22.41176470588235)","(6.0, 7.2, 6.977777777777778)","(91.0, 200.0, 164.0)","(19.0, 24.0, 22.06896551724138)","(6.0, 7.2, 7.12)","(19.0, 25.0, 23.5)"
11-01-2023 13:44:41.233319,"(5.5, 6.8, 6.394594594594595)","(4.2, 5.3, 5.054166666666666)","(8.0, 9.6, 9.475)","(31.0, 38.0, 33.333333333333336)","(21.0, 44.0, 40.0)","(14.0, 18.0, 17.037037037037038)","(19.0, 25.0, 23.57142857142857)","(6.0, 7.2, 6.977777777777778)","(91.0, 200.0, 164.0)","(19.0, 24.0, 22.06896551724138)","(6.0, 7.2, 7.12)","(19.0, 25.0, 23.875)"
11-01-2023 13:44:42.853913,"(5.5, 7.0, 6.394594594594595)","(4.2, 5.3, 5.054166666666666)","(8.0, 9.6, 9.475)","(31.0, 38.0, 33.333333333333336)","(21.0, 44.0, 40.0)","(14.0, 18.0, 17.037037037037038)","(19.0, 24.0, 23.57142857142857)","(6.0, 7.2, 6.977777777777778)","(91.0, 200.0, 164.0)","(19.0, 24.0, 22.06896551724138)","(6.0, 7.2, 7.12)","(19.0, 25.0, 23.875)"
11-01-2023 13:44:44.342681,"(5.5, 7.0, 6.326315789473685)","(4.2, 5.3, 5.054166666666666)","(8.0, 9.6, 9.475)","(31.0, 38.0, 33.333333333333336)","(21.0, 44.0, 40.0)","(14.0, 18.0, 17.037037037037038)","(19.0, 24.0, 23.57142857142857)","(6.0, 7.2, 6.977777777777778)","(91.0, 200.0, 164.0)","(19.0, 24.0, 22.06896551724138)","(6.0, 7.2, 7.12)","(19.0, 25.0, 23.875)"
11-01-2023 13:44:45.812139,"(5.5, 7.0, 6.326315789473685)","(4.2, 5.3, 5.054166666666666)","(8.0, 9.6, 9.475)","(31.0, 38.0, 32.58064516129032)","(21.0, 44.0, 40.0)","(14.0, 18.0, 17.037037037037038)","(19.0, 24.0, 23.57142857142857)","(6.0, 7.2, 6.977777777777778)","(91.0, 200.0, 164.0)","(19.0, 24.0, 22.06896551724138)","(6.0, 7.2, 7.171428571428572)","(19.0, 25.0, 23.875)"
11-01-2023 13:44:47.270801,"(5.5, 6.8, 6.666666666666666)","(4.2, 5.3, 5.054166666666666)","(8.0, 9.6, 9.475)","(31.0, 38.0, 32.58064516129032)","(21.0, 44.0, 41.333333333333336)","(14.0, 18.0, 17.037037037037038)","(19.0, 24.0, 23.57142857142857)","(6.0, 7.2, 6.977777777777778)","(91.0, 200.0, 164.0)","(19.0, 24.0, 22.06896551724138)","(6.0, 7.2, 7.171428571428572)","(19.0, 25.0, 23.875)"
11-01-2023 13:44:48.674949,"(5.5, 6.8, 6.685714285714286)","(4.2, 5.3, 5.054166666666666)","(8.0, 9.6, 9.475)","(31.0, 38.0, 32.58064516129032)","(21.0, 44.0, 41.714285714285715)","(14.0, 18.0, 17.037037037037038)","(19.0, 24.0, 23.57142857142857)","(6.0, 7.2, 7.147368421052632)","(91.0, 200.0, 164.0)","(19.0, 24.0, 22.06896551724138)","(6.0, 7.2, 7.171428571428572)","(19.0, 25.0, 23.875)"
11-01-2023 13:44:50.033802,"(5.5, 6.8, 6.693333333333333)","(4.2, 5.3, 5.054166666666666)","(8.0, 9.6, 9.475)","(31.0, 38.0, 32.58064516129032)","(21.0, 44.0, 41.714285714285715)","(14.0, 18.0, 17.037037037037038)","(19.0, 24.0, 23.57142857142857)","(6.0, 7.2, 7.147368421052632)","(91.0, 200.0, 164.0)","(19.0, 24.0, 22.06896551724138)","(6.0, 7.2, 7.171428571428572)","(19.0, 25.0, 23.875)"
11-01-2023 13:44:51.489240,"(5.5, 6.8, 6.693333333333333)","(4.2, 5.3, 5.054166666666666)","(8.0, 9.6, 9.475)","(31.0, 38.0, 32.58064516129032)","(21.0, 44.0, 41.294117647058826)","(14.0, 18.0, 17.037037037037038)","(19.0, 24.0, 23.57142857142857)","(6.0, 7.2, 7.095238095238095)","(91.0, 200.0, 164.0)","(19.0, 24.0, 22.06896551724138)","(6.0, 7.2, 7.171428571428572)","(19.0, 25.0, 23.875)"
11-01-2023 13:44:53.056728,"(5.5, 6.8, 6.693333333333333)","(4.2, 5.3, 5.054166666666666)","(8.0, 9.6, 9.475)","(31.0, 38.0, 32.58064516129032)","(21.0, 42.0, 41.294117647058826)","(14.0, 18.0, 17.037037037037038)","(19.0, 24.0, 23.57142857142857)","(6.0, 7.2, 7.095238095238095)","(91.0, 200.0, 164.0)","(19.0, 24.0, 22.06896551724138)","(6.0, 7.2, 7.171428571428572)","(19.0, 25.0, 23.875)"
11-01-2023 13:44:54.502935,"(5.5, 6.8, 6.752941176470588)","(4.2, 5.3, 5.054166666666666)","(8.0, 9.6, 9.475)","(31.0, 38.0, 32.58064516129032)","(21.0, 42.0, 41.294117647058826)","(14.0, 18.0, 17.037037037037038)","(19.0, 24.0, 23.57142857142857)","(6.0, 7.2, 7.1571428571428575)","(91.0, 200.0, 164.0)","(19.0, 24.0, 22.06896551724138)","(6.0, 7.2, 7.171428571428572)","(19.0, 25.0, 23.875)"
