,Knobiesmagicsonde,Swiss Horizon,Bank Card,Warriorinthehouse,Gattolottasparkle,Little O Little E,Weavinyouinthedust,Lauras Grand,Iminchargenow,Vegas Princess
12-01-2023 13:41:06.455935,"(7.5, 9.2, 8.046153846153846)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(10.0, 15.5, 14.0)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 21.25)","(8.0, 11.0, 10.45)","(31.0, 180.0, 88.0)","(4.2, 6.0, 5.88)","(2.45, 3.0, 2.8774193548387097)"
12-01-2023 13:41:07.819597,"(7.5, 9.2, 8.046153846153846)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(10.0, 15.5, 14.0)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 21.25)","(8.0, 11.0, 10.45)","(31.0, 180.0, 88.0)","(4.2, 6.0, 5.88)","(2.45, 3.0, 2.8774193548387097)"
12-01-2023 13:41:09.289823,"(7.5, 9.2, 8.046153846153846)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(10.0, 15.5, 14.0)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 21.25)","(8.0, 11.0, 10.45)","(31.0, 180.0, 88.0)","(4.2, 6.0, 5.88)","(2.45, 3.0, 2.855862068965517)"
12-01-2023 13:41:10.604267,"(7.5, 9.2, 8.046153846153846)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(10.0, 15.5, 14.0)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 21.25)","(8.0, 11.0, 10.45)","(31.0, 180.0, 88.0)","(4.2, 6.0, 5.88)","(2.45, 3.0, 2.859259259259259)"
12-01-2023 13:41:12.016665,"(7.5, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(10.0, 15.5, 14.0)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 21.25)","(8.0, 11.0, 10.45)","(31.0, 180.0, 88.0)","(4.2, 6.0, 5.88)","(2.45, 3.0, 2.859259259259259)"
12-01-2023 13:41:13.451235,"(7.5, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(10.0, 15.5, 14.0)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 21.25)","(8.0, 11.0, 10.45)","(31.0, 180.0, 88.0)","(4.2, 6.0, 5.88)","(2.45, 3.0, 2.855862068965517)"
12-01-2023 13:41:14.837888,"(7.5, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(10.0, 15.5, 14.0)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 21.25)","(8.0, 11.0, 10.45)","(31.0, 180.0, 88.0)","(4.2, 6.0, 5.88)","(2.45, 3.0, 2.855862068965517)"
12-01-2023 13:41:16.301517,"(7.5, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(10.0, 15.5, 14.0)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 21.25)","(8.0, 11.0, 10.45)","(31.0, 180.0, 88.0)","(4.2, 6.0, 5.88)","(2.45, 3.0, 2.9309090909090907)"
12-01-2023 13:41:17.641417,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 21.25)","(8.0, 11.0, 10.45)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.88)","(2.4, 2.98, 2.9527272727272726)"
12-01-2023 13:41:19.123093,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 21.25)","(8.0, 11.0, 10.45)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.88)","(2.4, 2.98, 2.9527272727272726)"
12-01-2023 13:41:20.539496,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 21.25)","(8.0, 11.0, 10.45)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.88)","(2.4, 2.98, 2.9514285714285715)"
12-01-2023 13:41:22.318349,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 21.25)","(8.0, 11.0, 10.633333333333333)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.88)","(2.4, 3.0, 2.887027027027027)"
12-01-2023 13:41:24.028012,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 21.25)","(8.0, 11.0, 11.2)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.88)","(2.4, 3.0, 2.892340425531915)"
12-01-2023 13:41:25.661912,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 21.25)","(8.0, 12.0, 11.2)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.88)","(2.4, 3.0, 2.892340425531915)"
12-01-2023 13:41:27.147482,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 21.25)","(8.0, 12.0, 11.2)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.88)","(2.4, 3.0, 2.892340425531915)"
12-01-2023 13:41:28.570814,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 21.75)","(8.0, 12.0, 10.646153846153847)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.88)","(2.4, 3.0, 2.892340425531915)"
12-01-2023 13:41:30.053249,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 23.0, 21.75)","(8.0, 12.0, 10.646153846153847)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.88)","(2.4, 3.0, 2.892340425531915)"
12-01-2023 13:41:31.459964,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 23.0, 22.5)","(8.0, 12.0, 10.646153846153847)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.88)","(2.4, 3.0, 2.9735714285714288)"
12-01-2023 13:41:32.877574,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 10.646153846153847)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.88)","(2.4, 2.98, 2.9735714285714288)"
12-01-2023 13:41:34.341457,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 11.120000000000001)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.88)","(2.4, 2.98, 2.9735714285714288)"
12-01-2023 13:41:35.779609,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 11.120000000000001)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.88)","(2.4, 2.98, 2.9735714285714288)"
12-01-2023 13:41:37.187402,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 11.251063829787235)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.914285714285715)","(2.4, 2.98, 2.9735714285714288)"
12-01-2023 13:41:38.564628,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 11.251063829787235)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.914285714285715)","(2.4, 2.98, 2.9735714285714288)"
12-01-2023 13:41:39.984811,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 11.251063829787235)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.914285714285715)","(2.4, 2.98, 2.9735714285714288)"
12-01-2023 13:41:41.603767,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 11.251063829787235)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.914285714285715)","(2.4, 2.98, 2.9735714285714288)"
12-01-2023 13:41:43.091179,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 11.251063829787235)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.952)","(2.4, 2.98, 2.9735714285714288)"
12-01-2023 13:41:44.568321,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 11.251063829787235)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9735714285714288)"
12-01-2023 13:41:46.123521,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 11.251063829787235)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9735714285714288)"
12-01-2023 13:41:47.725996,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 11.251063829787235)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9735714285714288)"
12-01-2023 13:41:49.443748,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 11.251063829787235)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9735714285714288)"
12-01-2023 13:41:50.915481,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 11.251063829787235)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:41:52.373301,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 11.251063829787235)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:41:53.813474,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 11.251063829787235)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:41:55.265984,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 11.251063829787235)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:41:56.669605,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 11.251063829787235)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:41:58.058950,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 11.251063829787235)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:41:59.411165,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 11.251063829787235)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:00.847162,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 10.73076923076923)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:02.239305,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 10.73076923076923)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:03.844319,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 149.8)","(11.0, 15.5, 13.75)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 10.73076923076923)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:05.281638,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 14.333333333333334)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 10.288888888888888)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:06.834357,"(7.0, 9.2, 8.06)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 14.333333333333334)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 10.768)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:08.136764,"(7.0, 9.2, 8.12)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 14.333333333333334)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 10.32)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:09.501525,"(7.0, 9.2, 8.12)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 14.333333333333334)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 10.32)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:10.905177,"(7.0, 9.2, 8.12)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 14.333333333333334)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 10.32)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:12.337718,"(7.0, 9.2, 8.12)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 14.333333333333334)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 10.32)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:13.644274,"(7.0, 9.2, 8.12)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 14.333333333333334)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 10.32)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:15.000336,"(7.0, 9.2, 8.12)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 14.333333333333334)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 10.32)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:16.361910,"(7.0, 9.2, 8.12)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 14.333333333333334)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 12.0, 10.894736842105264)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.8)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:17.706882,"(7.0, 9.2, 8.12)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 14.333333333333334)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 11.5, 10.775)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.923076923076923)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:19.111923,"(7.0, 9.2, 8.12)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 14.333333333333334)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 11.0, 10.775)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.909090909090909)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:20.664179,"(7.0, 9.2, 8.12)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 14.333333333333334)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 11.0, 11.2125)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.909090909090909)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:22.188903,"(7.0, 9.2, 8.12)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 14.333333333333334)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 11.5, 11.2125)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.909090909090909)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:23.792212,"(7.0, 9.2, 8.12)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 14.333333333333334)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 11.5, 11.2125)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.909090909090909)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:25.149695,"(7.0, 9.2, 8.12)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(11.0, 15.5, 14.333333333333334)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 11.5, 11.2125)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.695652173913043)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:26.663281,"(7.5, 9.2, 8.299999999999999)","(6.0, 8.8, 8.363636363636363)","(31.0, 180.0, 80.0)","(10.0, 15.5, 14.333333333333334)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 11.5, 11.2125)","(31.0, 180.0, 88.0)","(4.4, 6.0, 5.654545454545454)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:28.233162,"(7.5, 9.2, 8.299999999999999)","(6.0, 8.8, 8.371428571428572)","(31.0, 180.0, 80.0)","(10.0, 15.5, 14.333333333333334)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 11.5, 11.3)","(31.0, 180.0, 88.0)","(4.4, 5.9, 5.553846153846154)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:29.735194,"(7.5, 9.2, 8.299999999999999)","(6.0, 8.8, 8.371428571428572)","(31.0, 180.0, 80.0)","(10.0, 15.5, 14.333333333333334)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 11.5, 11.3)","(31.0, 180.0, 88.0)","(4.4, 5.6, 5.52)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:31.313836,"(7.5, 9.2, 8.299999999999999)","(6.0, 8.8, 8.371428571428572)","(31.0, 180.0, 120.0)","(10.0, 15.5, 13.4)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 11.5, 11.3)","(31.0, 180.0, 88.0)","(4.4, 5.6, 5.52)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:32.739405,"(7.5, 9.2, 8.299999999999999)","(6.0, 8.8, 8.371428571428572)","(31.0, 180.0, 120.0)","(10.0, 15.5, 13.4)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.5)","(8.0, 11.5, 11.3)","(31.0, 180.0, 88.0)","(4.4, 5.6, 5.52)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:34.077270,"(7.5, 9.2, 8.299999999999999)","(6.0, 8.8, 8.371428571428572)","(31.0, 180.0, 120.0)","(10.0, 15.5, 13.4)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.428571428571427)","(8.0, 11.5, 11.3)","(31.0, 180.0, 88.0)","(4.4, 5.6, 5.52)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:35.464806,"(7.5, 9.2, 8.299999999999999)","(6.0, 8.8, 8.371428571428572)","(31.0, 180.0, 120.0)","(10.0, 15.5, 13.4)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.428571428571427)","(8.0, 11.5, 11.3)","(31.0, 180.0, 88.0)","(4.4, 5.6, 5.52)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:36.852119,"(7.5, 9.2, 8.299999999999999)","(6.0, 8.8, 8.371428571428572)","(31.0, 180.0, 120.0)","(10.0, 15.5, 13.4)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.428571428571427)","(8.0, 11.5, 11.3)","(31.0, 180.0, 88.0)","(4.4, 5.6, 5.52)","(2.4, 2.98, 2.9741935483870967)"
12-01-2023 13:42:38.334306,"(7.5, 9.2, 8.299999999999999)","(6.0, 8.8, 8.453846153846154)","(31.0, 180.0, 120.0)","(10.0, 15.5, 12.285714285714286)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.428571428571427)","(8.0, 11.5, 11.329629629629629)","(31.0, 180.0, 88.0)","(4.4, 5.6, 5.52)","(2.4, 2.98, 2.9761702127659575)"
12-01-2023 13:42:39.952299,"(7.5, 9.2, 8.299999999999999)","(6.0, 8.8, 8.453846153846154)","(31.0, 180.0, 120.0)","(10.0, 14.0, 12.90909090909091)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.428571428571427)","(8.0, 11.5, 11.329629629629629)","(31.0, 180.0, 88.0)","(4.4, 5.6, 5.52)","(2.4, 2.98, 2.9761702127659575)"
12-01-2023 13:42:41.464868,"(7.5, 9.2, 8.507692307692308)","(6.0, 8.8, 8.453846153846154)","(31.0, 180.0, 137.14285714285714)","(10.0, 14.0, 12.90909090909091)","(31.0, 180.0, 133.33333333333331)","(14.0, 24.0, 22.428571428571427)","(8.0, 11.5, 11.329629629629629)","(31.0, 180.0, 88.0)","(4.4, 5.6, 5.52)","(2.4, 2.98, 2.9758139534883723)"
12-01-2023 13:42:42.994392,"(7.5, 9.2, 8.507692307692308)","(6.0, 8.8, 8.453846153846154)","(31.0, 180.0, 137.14285714285714)","(10.0, 14.0, 13.25)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.77777777777778)","(8.0, 11.5, 11.329629629629629)","(31.0, 180.0, 160.28571428571428)","(4.4, 5.6, 5.52)","(2.4, 2.98, 2.9758139534883723)"
12-01-2023 13:42:44.422482,"(7.5, 9.2, 8.507692307692308)","(6.0, 8.8, 8.371428571428572)","(31.0, 180.0, 120.0)","(10.0, 13.5, 16.25)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.428571428571427)","(8.0, 11.5, 11.3)","(31.0, 180.0, 160.28571428571428)","(4.4, 5.6, 5.52)","(2.4, 2.98, 2.9735714285714288)"
12-01-2023 13:42:45.781602,"(7.5, 9.2, 8.507692307692308)","(6.0, 8.8, 8.371428571428572)","(31.0, 180.0, 120.0)","(10.0, 19.0, 15.428571428571429)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.428571428571427)","(8.0, 11.5, 11.3)","(31.0, 180.0, 89.33333333333334)","(4.4, 5.6, 5.52)","(2.4, 2.98, 2.9735714285714288)"
12-01-2023 13:42:47.186824,"(7.5, 9.2, 8.299999999999999)","(6.0, 8.8, 8.371428571428572)","(31.0, 180.0, 120.0)","(10.0, 19.0, 15.428571428571429)","(31.0, 180.0, 86.66666666666666)","(14.0, 24.0, 22.428571428571427)","(8.0, 11.5, 11.3)","(31.0, 180.0, 89.33333333333334)","(4.4, 5.6, 5.52)","(2.4, 2.98, 2.9748571428571426)"
