,Knobiesmagicsonde,Swiss Horizon,Bank Card,Warriorinthehouse,Gattolottasparkle,Little O Little E,Weavinyouinthedust,Lauras Grand,Iminchargenow,Vegas Princess
12-01-2023 13:35:28.901851,"(8.0, 9.6, 9.04)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 84.0)","(14.0, 22.0, 19.923076923076923)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 5.4, 5.38421052631579)","(2.5, 3.35, 3.335714285714286)"
12-01-2023 13:35:30.410617,"(8.0, 9.6, 9.04)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 84.0)","(14.0, 22.0, 19.923076923076923)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 5.4, 5.38421052631579)","(2.5, 3.35, 3.335714285714286)"
12-01-2023 13:35:31.918176,"(8.0, 9.6, 9.04)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 84.0)","(14.0, 22.0, 19.923076923076923)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 5.4, 5.38421052631579)","(2.5, 3.35, 3.212162162162162)"
12-01-2023 13:35:33.439945,"(8.0, 9.6, 9.04)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 84.0)","(14.0, 22.0, 19.923076923076923)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 5.4, 5.38421052631579)","(2.5, 3.35, 3.212162162162162)"
12-01-2023 13:35:35.084328,"(8.0, 9.6, 9.04)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 84.0)","(14.0, 22.0, 19.923076923076923)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 5.4, 5.38421052631579)","(2.5, 3.35, 3.178)"
12-01-2023 13:35:36.661698,"(8.0, 9.6, 9.04)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 84.0)","(14.0, 22.0, 19.923076923076923)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 5.4, 5.38421052631579)","(2.5, 3.25, 3.169642857142857)"
12-01-2023 13:35:38.498851,"(8.0, 9.6, 9.04)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 84.0)","(14.0, 22.0, 19.923076923076923)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 5.4, 5.38421052631579)","(2.5, 3.2, 3.1)"
12-01-2023 13:35:40.697660,"(8.0, 9.6, 9.04)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 84.0)","(14.0, 22.0, 19.923076923076923)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.763636363636364)","(2.5, 3.2, 3.1)"
12-01-2023 13:35:42.534967,"(8.0, 9.6, 9.04)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 146.44444444444446)","(11.0, 15.5, 14.0)","(41.0, 180.0, 84.0)","(14.0, 22.0, 20.3125)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.763636363636364)","(2.5, 3.2, 3.1)"
12-01-2023 13:35:44.181774,"(8.0, 9.6, 9.04)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 84.0)","(14.0, 22.0, 20.3125)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.763636363636364)","(2.5, 3.2, 3.1)"
12-01-2023 13:35:45.782918,"(8.0, 9.6, 8.799999999999999)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 84.0)","(14.0, 22.0, 20.3125)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.763636363636364)","(2.5, 3.2, 3.1)"
12-01-2023 13:35:47.553756,"(8.0, 9.6, 8.799999999999999)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 84.0)","(14.0, 22.0, 21.571428571428573)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.763636363636364)","(2.5, 3.2, 3.1)"
12-01-2023 13:35:49.195339,"(8.0, 9.6, 8.799999999999999)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 84.0)","(14.0, 23.0, 20.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.763636363636364)","(2.5, 3.2, 3.0416666666666665)"
12-01-2023 13:35:50.759359,"(8.0, 9.6, 8.799999999999999)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 84.0)","(14.0, 23.0, 20.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.763636363636364)","(2.5, 3.2, 3.0416666666666665)"
12-01-2023 13:35:52.410193,"(8.0, 9.6, 8.799999999999999)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 84.0)","(14.0, 23.0, 20.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.720000000000001)","(2.5, 3.2, 3.0416666666666665)"
12-01-2023 13:35:54.000123,"(8.0, 9.6, 8.799999999999999)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 84.0)","(14.0, 23.0, 19.863636363636363)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.720000000000001)","(2.5, 3.2, 3.0416666666666665)"
12-01-2023 13:35:55.688758,"(8.0, 9.6, 8.799999999999999)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 84.0)","(14.0, 26.0, 19.863636363636363)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.2, 3.0416666666666665)"
12-01-2023 13:35:57.722605,"(8.0, 9.6, 8.799999999999999)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 84.0)","(14.0, 26.0, 19.863636363636363)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.2, 3.0416666666666665)"
12-01-2023 13:35:59.805876,"(8.0, 9.6, 8.799999999999999)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 84.0)","(14.0, 26.0, 19.863636363636363)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.2, 3.0416666666666665)"
12-01-2023 13:36:01.615410,"(8.0, 9.6, 8.799999999999999)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 84.0)","(14.0, 26.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.2, 3.0416666666666665)"
12-01-2023 13:36:03.190449,"(8.0, 9.6, 8.65)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 129.66666666666669)","(11.0, 15.5, 14.928571428571429)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.333333333333334)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.2, 3.022666666666667)"
12-01-2023 13:36:04.805753,"(8.0, 9.8, 8.65)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.625)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.285714285714286)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.2, 3.022666666666667)"
12-01-2023 13:36:06.341430,"(8.0, 9.8, 8.826086956521738)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.625)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.285714285714286)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.2, 3.022666666666667)"
12-01-2023 13:36:07.961342,"(8.0, 9.8, 8.826086956521738)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.285714285714286)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.2, 3.022666666666667)"
12-01-2023 13:36:09.584482,"(8.0, 9.8, 8.826086956521738)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.285714285714286)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.2, 3.022666666666667)"
12-01-2023 13:36:11.159478,"(8.0, 9.8, 8.826086956521738)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.285714285714286)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.2, 3.022666666666667)"
12-01-2023 13:36:12.692376,"(8.0, 9.8, 8.826086956521738)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.285714285714286)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.2, 3.022666666666667)"
12-01-2023 13:36:14.274741,"(8.0, 9.8, 8.826086956521738)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 136.85714285714286)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.2, 3.008)"
12-01-2023 13:36:15.863397,"(8.0, 9.8, 8.826086956521738)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.2, 3.008)"
12-01-2023 13:36:17.557921,"(8.0, 9.8, 8.826086956521738)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 20.666666666666668)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.2, 3.008)"
12-01-2023 13:36:19.288182,"(8.0, 9.8, 8.826086956521738)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.2, 3.008)"
12-01-2023 13:36:20.937167,"(8.0, 9.8, 9.07741935483871)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.2, 3.008)"
12-01-2023 13:36:22.532238,"(8.0, 9.8, 9.07741935483871)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.2, 3.008)"
12-01-2023 13:36:24.079754,"(8.0, 9.8, 9.07741935483871)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 136.85714285714286)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.2, 3.008)"
12-01-2023 13:36:25.637522,"(8.0, 9.8, 9.07741935483871)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 20.666666666666668)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.2, 3.0886666666666667)"
12-01-2023 13:36:27.181094,"(8.0, 9.8, 9.0)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.0886666666666667)"
12-01-2023 13:36:28.773166,"(8.0, 9.8, 9.0)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.0886666666666667)"
12-01-2023 13:36:30.400279,"(8.0, 9.8, 9.0)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.0886666666666667)"
12-01-2023 13:36:31.981955,"(8.0, 9.8, 9.0)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.0886666666666667)"
12-01-2023 13:36:33.467605,"(8.0, 9.8, 9.0)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 146.44444444444446)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.0886666666666667)"
12-01-2023 13:36:35.036107,"(8.0, 9.8, 8.8)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.0886666666666667)"
12-01-2023 13:36:36.579876,"(8.0, 9.8, 8.84)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.101578947368421)"
12-01-2023 13:36:38.158935,"(8.0, 9.8, 8.84)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.101578947368421)"
12-01-2023 13:36:39.693237,"(8.0, 9.8, 8.84)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.101578947368421)"
12-01-2023 13:36:41.325450,"(8.0, 9.8, 8.716129032258063)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.101578947368421)"
12-01-2023 13:36:43.005094,"(8.0, 9.8, 8.716129032258063)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.101578947368421)"
12-01-2023 13:36:44.764225,"(8.0, 9.8, 8.716129032258063)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 136.85714285714286)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.101578947368421)"
12-01-2023 13:36:46.385589,"(8.0, 9.8, 8.866666666666667)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.135625)"
12-01-2023 13:36:48.067895,"(8.0, 9.8, 8.866666666666667)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.135625)"
12-01-2023 13:36:49.654815,"(8.0, 9.8, 8.866666666666667)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.135625)"
12-01-2023 13:36:51.278735,"(8.0, 9.8, 8.866666666666667)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.135625)"
12-01-2023 13:36:52.824605,"(8.0, 9.8, 8.866666666666667)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.135625)"
12-01-2023 13:36:54.386141,"(8.0, 9.8, 8.866666666666667)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 136.85714285714286)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.135625)"
12-01-2023 13:36:55.968722,"(8.0, 9.8, 8.866666666666667)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.135625)"
12-01-2023 13:36:57.604324,"(8.0, 9.8, 8.866666666666667)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.101578947368421)"
12-01-2023 13:36:59.161890,"(8.0, 9.8, 8.866666666666667)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.101578947368421)"
12-01-2023 13:37:00.712397,"(8.0, 9.8, 8.866666666666667)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.101578947368421)"
12-01-2023 13:37:02.261464,"(8.0, 9.8, 8.866666666666667)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.101578947368421)"
12-01-2023 13:37:03.798240,"(8.0, 9.8, 8.507692307692308)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 146.44444444444446)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.333333333333334)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.101578947368421)"
12-01-2023 13:37:05.385531,"(8.0, 9.8, 8.507692307692308)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 136.85714285714286)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.101578947368421)"
12-01-2023 13:37:07.052747,"(8.0, 9.8, 8.507692307692308)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.101578947368421)"
12-01-2023 13:37:08.853469,"(8.0, 9.8, 8.654545454545454)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.0975)"
12-01-2023 13:37:10.418885,"(8.0, 9.8, 8.456)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.0975)"
12-01-2023 13:37:12.031589,"(8.0, 9.8, 8.456)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.0975)"
12-01-2023 13:37:14.096892,"(8.0, 9.8, 8.456)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.0975)"
12-01-2023 13:37:16.006673,"(8.0, 9.8, 8.456)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.136875)"
12-01-2023 13:37:17.648278,"(8.0, 9.8, 8.456)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.136875)"
12-01-2023 13:37:19.215973,"(8.0, 9.8, 8.456)","(5.5, 8.6, 8.435294117647059)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.342857142857143)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.595121951219513)","(2.5, 3.15, 3.136875)"
12-01-2023 13:37:20.875091,"(8.0, 9.8, 8.68)","(5.5, 8.6, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.314285714285715)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.673584905660377)","(2.5, 3.15, 3.094)"
12-01-2023 13:37:22.397516,"(8.0, 9.8, 8.555555555555555)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.314285714285715)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.673584905660377)","(2.5, 3.15, 3.094)"
