,Mega Star,Mac Stubborn,Uptotrix,What Now Shannon,Shannons Shadow,Seven Rippin Aces,Always Bopping,Cronin,A Kerry Man,Sheza Rose Nz
05-01-2023 15:49:35.725631,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 56.166666666666664)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 180.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:49:37.719189,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 56.166666666666664)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:49:39.314586,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 56.166666666666664)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:49:40.750839,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 56.166666666666664)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:49:42.215817,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 56.166666666666664)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:49:43.629916,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 56.166666666666664)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:49:45.118408,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 56.166666666666664)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:49:46.554371,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 56.166666666666664)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:49:48.107229,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 56.166666666666664)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:49:49.550541,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 56.166666666666664)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:49:51.032144,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 56.166666666666664)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:49:52.718922,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 56.166666666666664)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:49:54.272399,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 56.166666666666664)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:49:55.656964,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 56.166666666666664)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:49:57.056414,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 56.166666666666664)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:49:58.505893,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 56.166666666666664)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:49:59.874832,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 56.166666666666664)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:50:01.345208,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 56.166666666666664)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:50:02.967262,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 56.166666666666664)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:50:04.494407,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 62.55555555555556)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:50:06.106145,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 62.55555555555556)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:50:07.612623,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 62.55555555555556)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:50:09.193368,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 62.55555555555556)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:50:10.678938,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 62.55555555555556)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:50:12.092627,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 62.55555555555556)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 171.42857142857142)","(5.0, 99999, 99990)"
05-01-2023 15:50:13.511209,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 62.55555555555556)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 170.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:14.934502,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 62.55555555555556)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:16.347647,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 62.55555555555556)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:17.679921,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 63.8)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:19.013912,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 63.8)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:20.375279,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 63.8)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:21.832824,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 63.8)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:23.313623,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 63.8)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:24.689054,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 63.8)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:26.061940,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 63.8)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:27.395919,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 63.8)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:28.778689,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 63.8)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:30.180082,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 63.8)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:31.573300,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 63.8)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:32.898219,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 63.8)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:34.261032,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 63.8)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:35.605691,"(3.5, 5.0, 3.8000000000000003)","(5.0, 8.2, 6.55)","(21.0, 75.0, 63.8)","(2.6, 5.6, 4.748571428571428)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:36.974223,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 63.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:38.232826,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 63.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:39.534969,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 63.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:40.848326,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 63.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:42.173145,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 63.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:43.519066,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 63.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:44.818634,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 63.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:46.097048,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 63.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:47.363741,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 63.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:48.617473,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 63.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:49.910273,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 63.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:51.221390,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 63.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:52.558426,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 63.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:53.935282,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 63.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:55.289693,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 63.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:56.595890,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 63.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:57.890586,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 63.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:50:59.243518,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 63.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 88.66666666666666)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:51:00.527812,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 47.25)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 102.0)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:51:01.832875,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 47.25)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 102.0)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:51:03.084134,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 52.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 102.0)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:51:04.343794,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 52.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 170.0, 102.0)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:51:05.561243,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 52.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 160.0, 70.0)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:51:07.115031,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 52.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 160.0, 70.0)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:51:08.707416,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 52.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 160.0, 70.0)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:51:09.967014,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 52.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 160.0, 70.0)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
05-01-2023 15:51:11.247729,"(3.5, 5.0, 4.1)","(5.0, 8.2, 6.88)","(21.0, 75.0, 52.8)","(2.6, 5.6, 3.6266666666666665)","(21.0, 85.0, 62.833333333333336)","(26.0, 110.0, 46.22222222222222)","(10.0, 22.0, 14.0)","(31.0, 160.0, 70.0)","(61.0, 220.0, 174.28571428571428)","(5.0, 99999, 99990)"
