,Velocity Lara,Chasing Jason,Sunset Shieva,More Beers,Press Agent,Hurricane Villa,Sunset Bling
11-01-2023 21:03:11.571966,"(3.1, 5.0, 3.753846153846154)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 44.0, 19.416666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 6.98)"
11-01-2023 21:03:12.636147,"(3.1, 5.0, 3.753846153846154)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 44.0, 19.416666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 6.733333333333333)"
11-01-2023 21:03:13.725237,"(3.1, 5.0, 3.753846153846154)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 44.0, 19.416666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.6, 6.688888888888889)"
11-01-2023 21:03:14.868282,"(3.1, 5.0, 3.753846153846154)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 44.0, 19.416666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 6.688888888888889)"
11-01-2023 21:03:16.088009,"(3.1, 5.0, 3.753846153846154)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 44.0, 19.416666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 6.688888888888889)"
11-01-2023 21:03:17.676939,"(3.1, 5.0, 3.753846153846154)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 44.0, 19.416666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 6.688888888888889)"
11-01-2023 21:03:18.956276,"(3.1, 5.0, 3.753846153846154)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 44.0, 19.416666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 6.688888888888889)"
11-01-2023 21:03:20.140880,"(3.1, 5.0, 3.609090909090909)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 44.0, 19.416666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 6.688888888888889)"
11-01-2023 21:03:21.324774,"(3.1, 5.0, 3.609090909090909)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 44.0, 19.416666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 6.688888888888889)"
11-01-2023 21:03:22.552653,"(3.1, 5.0, 3.3800000000000003)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 44.0, 19.416666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 6.828571428571429)"
11-01-2023 21:03:23.610761,"(3.1, 5.0, 4.352)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 44.0, 19.416666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 7.24)"
11-01-2023 21:03:24.837914,"(3.1, 5.0, 3.3800000000000003)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 44.0, 19.416666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 7.24)"
11-01-2023 21:03:26.130604,"(3.1, 5.0, 4.315217391304348)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 44.0, 19.416666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 7.24)"
11-01-2023 21:03:27.274656,"(3.1, 5.0, 3.3800000000000003)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 44.0, 19.416666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 7.24)"
11-01-2023 21:03:28.509892,"(3.1, 5.0, 4.352)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 44.0, 19.416666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 7.24)"
11-01-2023 21:03:29.764687,"(3.1, 5.0, 3.5681818181818183)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 44.0, 19.416666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 7.24)"
11-01-2023 21:03:31.012867,"(3.1, 5.0, 4.352)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 44.0, 19.416666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 7.24)"
11-01-2023 21:03:32.185099,"(3.1, 5.0, 4.352)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 44.0, 19.083333333333332)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 7.24)"
11-01-2023 21:03:33.409461,"(3.1, 5.0, 4.352)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 42.0, 19.083333333333332)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 7.24)"
11-01-2023 21:03:34.681544,"(3.1, 5.0, 4.352)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 42.0, 19.083333333333332)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 7.24)"
11-01-2023 21:03:35.848462,"(3.1, 5.0, 4.352)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 42.0, 19.083333333333332)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 7.24)"
11-01-2023 21:03:37.048345,"(3.1, 5.0, 4.352)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 42.0, 19.083333333333332)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 7.24)"
11-01-2023 21:03:38.381508,"(3.1, 5.0, 4.352)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 42.0, 19.083333333333332)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 7.24)"
11-01-2023 21:03:39.714142,"(3.1, 5.0, 4.352)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 42.0, 19.083333333333332)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 7.24)"
11-01-2023 21:03:41.435927,"(3.1, 5.0, 3.3181818181818183)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 42.0, 19.083333333333332)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 7.24)"
11-01-2023 21:03:42.639387,"(3.1, 4.5, 3.3181818181818183)","(2.25, 3.9, 3.2454545454545456)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 42.0, 19.083333333333332)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 7.24)"
11-01-2023 21:03:43.908956,"(3.1, 4.4, 3.6)","(2.25, 3.9, 3.1666666666666665)","(4.8, 7.8, 7.199999999999999)","(12.0, 27.0, 17.333333333333332)","(16.0, 42.0, 20.083333333333332)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 7.24)"
11-01-2023 21:03:45.250358,"(3.1, 4.4, 3.6)","(2.25, 3.3, 3.4214285714285717)","(4.8, 7.8, 6.833333333333333)","(12.0, 27.0, 15.083333333333334)","(16.0, 48.0, 20.083333333333332)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 6.822222222222223)"
11-01-2023 21:03:46.717290,"(3.1, 4.4, 3.6)","(2.25, 3.85, 3.4214285714285717)","(4.8, 7.8, 7.24)","(12.0, 28.0, 15.083333333333334)","(16.0, 48.0, 20.083333333333332)","(21.0, 75.0, 56.71875)","(7.0, 9.0, 6.942857142857143)"
11-01-2023 21:03:48.588308,"(3.1, 4.4, 3.6)","(2.25, 3.85, 3.4214285714285717)","(4.8, 7.8, 7.24)","(12.0, 28.0, 15.083333333333334)","(16.0, 48.0, 20.083333333333332)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 6.942857142857143)"
11-01-2023 21:03:50.146050,"(3.1, 4.4, 3.6)","(2.25, 3.85, 3.3045454545454547)","(4.8, 7.8, 7.24)","(12.0, 28.0, 15.083333333333334)","(16.0, 48.0, 20.083333333333332)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 8.094117647058823)"
11-01-2023 21:03:51.541836,"(3.1, 4.4, 3.6)","(2.25, 3.85, 3.3045454545454547)","(4.8, 7.8, 7.24)","(12.0, 28.0, 15.083333333333334)","(16.0, 48.0, 20.083333333333332)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 8.094117647058823)"
11-01-2023 21:03:52.864813,"(3.1, 4.4, 3.6)","(2.25, 3.85, 3.3045454545454547)","(4.8, 7.8, 7.24)","(12.0, 28.0, 15.083333333333334)","(16.0, 48.0, 20.083333333333332)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 8.094117647058823)"
11-01-2023 21:03:54.141854,"(3.1, 4.4, 3.6)","(2.25, 3.85, 3.210526315789474)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.083333333333334)","(16.0, 48.0, 31.25)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 8.094117647058823)"
11-01-2023 21:03:55.474200,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.210526315789474)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.083333333333334)","(16.0, 48.0, 31.25)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 8.094117647058823)"
11-01-2023 21:03:56.815035,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.210526315789474)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.083333333333334)","(16.0, 48.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 8.094117647058823)"
11-01-2023 21:03:58.187719,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.210526315789474)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.083333333333334)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 8.094117647058823)"
11-01-2023 21:03:59.518673,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.083333333333334)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 8.094117647058823)"
11-01-2023 21:04:00.767133,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.083333333333334)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 8.094117647058823)"
11-01-2023 21:04:02.072010,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.083333333333334)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 8.094117647058823)"
11-01-2023 21:04:03.338196,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.083333333333334)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 8.094117647058823)"
11-01-2023 21:04:04.539198,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.083333333333334)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 8.094117647058823)"
11-01-2023 21:04:05.770910,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.083333333333334)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 8.094117647058823)"
11-01-2023 21:04:07.009327,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.083333333333334)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 8.094117647058823)"
11-01-2023 21:04:08.158167,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.083333333333334)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 8.32)"
11-01-2023 21:04:09.445006,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.083333333333334)","(16.0, 55.0, 32.5)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 8.32)"
11-01-2023 21:04:10.822943,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 8.32)"
11-01-2023 21:04:12.121387,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 8.32)"
11-01-2023 21:04:13.378353,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 8.32)"
11-01-2023 21:04:14.877331,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 8.32)"
11-01-2023 21:04:16.144340,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.8, 7.789473684210526)"
11-01-2023 21:04:17.519436,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.6, 8.0)"
11-01-2023 21:04:18.741271,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 8.0)"
11-01-2023 21:04:19.952841,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 8.0)"
11-01-2023 21:04:21.222645,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 8.0)"
11-01-2023 21:04:22.459366,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 8.0)"
11-01-2023 21:04:23.715449,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 8.0)"
11-01-2023 21:04:24.996781,"(3.1, 4.4, 3.6)","(2.25, 3.45, 3.1750000000000003)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 7.9714285714285715)"
11-01-2023 21:04:26.190508,"(3.1, 4.4, 3.6)","(2.25, 3.6, 3.2666666666666666)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 7.9714285714285715)"
11-01-2023 21:04:27.420764,"(3.1, 4.4, 3.6)","(2.25, 3.6, 3.2399999999999998)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 7.9714285714285715)"
11-01-2023 21:04:28.645603,"(3.1, 4.4, 3.6)","(2.25, 3.6, 3.2399999999999998)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 34.75)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 7.9714285714285715)"
11-01-2023 21:04:29.792540,"(3.1, 4.4, 3.6)","(2.25, 3.6, 3.2399999999999998)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 21.666666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 7.9714285714285715)"
11-01-2023 21:04:31.095591,"(3.1, 4.4, 3.6)","(2.25, 3.6, 3.2666666666666666)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 21.666666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 7.9714285714285715)"
11-01-2023 21:04:32.348264,"(3.1, 4.4, 3.6)","(2.25, 3.6, 3.2666666666666666)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 21.666666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 7.9714285714285715)"
11-01-2023 21:04:33.558833,"(3.1, 4.4, 3.6)","(2.25, 3.6, 3.2666666666666666)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 21.666666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 7.9714285714285715)"
11-01-2023 21:04:34.891355,"(3.1, 4.4, 3.6)","(2.25, 3.6, 3.2666666666666666)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 21.666666666666668)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 7.9714285714285715)"
11-01-2023 21:04:36.204260,"(3.1, 4.4, 3.6)","(2.25, 3.6, 3.2399999999999998)","(4.8, 7.8, 7.35)","(12.0, 28.0, 15.916666666666666)","(16.0, 55.0, 20.5)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 7.9714285714285715)"
11-01-2023 21:04:37.455021,"(3.1, 4.4, 3.6)","(2.25, 3.6, 3.2399999999999998)","(4.8, 7.8, 6.933333333333334)","(12.0, 28.0, 15.916666666666666)","(16.0, 48.0, 20.5)","(21.0, 75.0, 56.71875)","(7.0, 8.4, 7.9714285714285715)"
11-01-2023 21:04:38.749234,"(3.1, 4.4, 3.6)","(2.25, 3.6, 3.2666666666666666)","(4.8, 7.8, 6.933333333333334)","(12.0, 28.0, 15.916666666666666)","(16.0, 48.0, 24.42857142857143)","(21.0, 75.0, 26.666666666666664)","(7.0, 8.4, 7.9714285714285715)"
11-01-2023 21:04:40.061169,"(3.1, 4.4, 3.6)","(2.25, 3.6, 3.2666666666666666)","(4.8, 7.8, 6.933333333333334)","(12.0, 28.0, 15.916666666666666)","(16.0, 48.0, 24.42857142857143)","(21.0, 75.0, 26.666666666666664)","(7.0, 8.4, 7.05)"
11-01-2023 21:04:41.251620,"(3.1, 4.4, 3.6)","(2.25, 3.6, 3.1846153846153844)","(4.8, 7.8, 6.933333333333334)","(12.0, 28.0, 15.916666666666666)","(16.0, 48.0, 24.42857142857143)","(21.0, 75.0, 26.666666666666664)","(7.0, 8.4, 7.05)"
11-01-2023 21:04:42.530629,"(3.1, 4.4, 3.6)","(2.25, 3.6, 3.1846153846153844)","(4.8, 7.8, 6.933333333333334)","(12.0, 28.0, 15.916666666666666)","(16.0, 48.0, 24.42857142857143)","(21.0, 75.0, 26.666666666666664)","(7.0, 8.4, 7.05)"
11-01-2023 21:04:43.966751,"(3.1, 4.4, 3.6)","(2.25, 3.6, 3.1846153846153844)","(4.8, 7.8, 6.933333333333334)","(12.0, 28.0, 15.916666666666666)","(16.0, 48.0, 24.42857142857143)","(21.0, 75.0, 26.666666666666664)","(7.0, 8.4, 7.05)"
11-01-2023 21:04:45.460438,"(3.1, 4.4, 3.6)","(2.25, 3.6, 3.257142857142857)","(4.8, 7.8, 6.933333333333334)","(12.0, 28.0, 15.916666666666666)","(16.0, 48.0, 24.42857142857143)","(21.0, 75.0, 26.666666666666664)","(7.0, 8.4, 7.05)"
11-01-2023 21:04:46.852445,"(3.1, 4.4, 3.6)","(2.25, 3.6, 3.308888888888889)","(4.8, 7.8, 6.933333333333334)","(12.0, 28.0, 15.916666666666666)","(16.0, 48.0, 24.42857142857143)","(21.0, 75.0, 26.666666666666664)","(7.0, 8.4, 7.4)"
11-01-2023 21:04:48.151489,"(3.1, 4.4, 3.6)","(2.25, 3.9, 3.254166666666667)","(4.8, 7.8, 6.933333333333334)","(12.0, 28.0, 15.916666666666666)","(16.0, 48.0, 24.42857142857143)","(21.0, 75.0, 26.666666666666664)","(7.0, 9.8, 7.4)"
11-01-2023 21:04:49.491670,"(3.1, 4.4, 3.6)","(2.25, 3.85, 3.311111111111111)","(4.8, 7.8, 6.933333333333334)","(12.0, 28.0, 15.916666666666666)","(16.0, 48.0, 24.42857142857143)","(21.0, 75.0, 26.666666666666664)","(7.0, 9.8, 7.066666666666666)"
11-01-2023 21:04:50.765227,"(3.1, 4.4, 3.6)","(2.25, 3.8, 3.311111111111111)","(4.8, 7.8, 6.933333333333334)","(12.0, 28.0, 15.916666666666666)","(16.0, 48.0, 24.42857142857143)","(21.0, 75.0, 26.666666666666664)","(7.0, 9.4, 7.066666666666666)"
11-01-2023 21:04:52.070954,"(3.1, 4.4, 3.6)","(2.25, 3.8, 3.311111111111111)","(4.8, 7.8, 6.933333333333334)","(12.0, 28.0, 15.916666666666666)","(16.0, 48.0, 24.42857142857143)","(21.0, 75.0, 26.666666666666664)","(7.0, 9.4, 7.066666666666666)"
11-01-2023 21:04:53.409376,"(3.1, 4.4, 3.6)","(2.25, 3.8, 3.311111111111111)","(4.8, 7.8, 6.933333333333334)","(12.0, 28.0, 15.916666666666666)","(16.0, 48.0, 24.42857142857143)","(21.0, 75.0, 26.666666666666664)","(7.0, 9.4, 7.066666666666666)"
11-01-2023 21:04:54.619111,"(3.1, 4.4, 3.6)","(2.25, 3.8, 3.311111111111111)","(4.8, 7.8, 6.933333333333334)","(12.0, 28.0, 15.916666666666666)","(16.0, 48.0, 24.42857142857143)","(21.0, 75.0, 26.666666666666664)","(7.0, 9.4, 7.066666666666666)"
11-01-2023 21:04:55.819309,"(3.1, 4.4, 3.6)","(2.25, 3.8, 3.2954545454545454)","(4.8, 7.8, 6.933333333333334)","(12.0, 28.0, 15.916666666666666)","(16.0, 48.0, 24.42857142857143)","(21.0, 75.0, 26.666666666666664)","(7.0, 9.4, 7.066666666666666)"
11-01-2023 21:04:57.000063,"(3.1, 4.4, 3.6)","(2.25, 3.75, 3.2954545454545454)","(4.8, 7.8, 6.933333333333334)","(12.0, 28.0, 16.916666666666668)","(16.0, 48.0, 48.333333333333336)","(21.0, 75.0, 58.5)","(7.0, 9.4, 7.066666666666666)"
11-01-2023 21:04:58.211944,"(3.1, 4.4, 3.6)","(2.25, 3.75, 3.2954545454545454)","(4.8, 7.8, 6.933333333333334)","(12.0, 34.0, 16.916666666666668)","(16.0, 65.0, 48.333333333333336)","(21.0, 100.0, 58.5)","(7.0, 9.4, 7.066666666666666)"
11-01-2023 21:04:59.368035,"(3.1, 4.4, 3.6)","(2.25, 3.75, 3.2954545454545454)","(4.8, 7.8, 6.933333333333334)","(12.0, 34.0, 16.916666666666668)","(16.0, 65.0, 48.333333333333336)","(21.0, 100.0, 58.5)","(7.0, 9.4, 7.066666666666666)"
11-01-2023 21:05:00.596370,"(3.1, 4.4, 3.6)","(2.25, 3.75, 3.2954545454545454)","(4.8, 7.8, 6.933333333333334)","(12.0, 34.0, 16.916666666666668)","(16.0, 65.0, 48.333333333333336)","(21.0, 100.0, 58.5)","(7.0, 9.4, 7.066666666666666)"
11-01-2023 21:05:01.839805,"(3.1, 4.4, 3.6)","(2.25, 3.75, 3.2954545454545454)","(4.8, 7.8, 6.933333333333334)","(12.0, 34.0, 16.916666666666668)","(16.0, 65.0, 48.333333333333336)","(21.0, 100.0, 58.5)","(7.0, 9.4, 7.066666666666666)"
11-01-2023 21:05:03.097032,"(3.1, 4.4, 3.6)","(2.25, 3.75, 3.2954545454545454)","(4.8, 7.8, 6.933333333333334)","(12.0, 34.0, 16.916666666666668)","(16.0, 65.0, 48.333333333333336)","(21.0, 100.0, 58.5)","(7.0, 9.4, 7.066666666666666)"
11-01-2023 21:05:04.349835,"(3.1, 4.4, 3.6)","(2.25, 3.75, 3.2954545454545454)","(4.8, 7.8, 6.933333333333334)","(12.0, 34.0, 16.916666666666668)","(16.0, 65.0, 48.333333333333336)","(21.0, 100.0, 58.5)","(7.0, 9.4, 7.066666666666666)"
11-01-2023 21:05:05.619613,"(3.1, 4.4, 3.6)","(2.25, 3.75, 3.2954545454545454)","(4.8, 7.8, 6.933333333333334)","(12.0, 34.0, 16.916666666666668)","(16.0, 65.0, 48.333333333333336)","(21.0, 100.0, 58.5)","(7.0, 9.4, 7.066666666666666)"
11-01-2023 21:05:06.832029,"(3.1, 4.4, 3.6)","(2.25, 3.75, 3.2954545454545454)","(4.8, 7.8, 6.933333333333334)","(12.0, 34.0, 16.916666666666668)","(16.0, 65.0, 48.333333333333336)","(21.0, 100.0, 58.5)","(7.0, 9.4, 7.066666666666666)"
11-01-2023 21:05:08.002144,"(3.1, 4.4, 3.6)","(2.25, 3.75, 3.2954545454545454)","(4.8, 7.8, 6.933333333333334)","(12.0, 34.0, 16.916666666666668)","(16.0, 65.0, 48.333333333333336)","(21.0, 100.0, 58.5)","(7.0, 9.4, 7.066666666666666)"
11-01-2023 21:05:09.213655,"(3.1, 4.4, 3.6)","(2.25, 3.75, 3.2954545454545454)","(4.8, 7.8, 6.933333333333334)","(12.0, 34.0, 16.916666666666668)","(16.0, 65.0, 48.333333333333336)","(21.0, 100.0, 58.5)","(7.0, 9.4, 7.066666666666666)"
