,Boomis Buddy,Publicans Purse,Agarn,Just So Fancy,All Dash,Devillain,Summer Star,Divenire,Flick,Boitumelo,Illecebrous,Kallie
12-01-2023 15:32:01.024994,"(2.15, 2.46, 2.402068965517241)","(7.0, 13.5, 13.0)","(8.0, 11.0, 10.657142857142857)","(16.0, 19.5, 19.0)","(51.0, 130.0, 113.75)","(6.0, 8.2, 7.84)","(31.0, 42.0, 39.333333333333336)","(16.0, 18.0, 17.642857142857142)","(26.0, 34.0, 31.647058823529413)","(18.0, 32.0, 30.333333333333336)","(17.0, 38.0, 34.0)","(13.0, 23.0, 21.46153846153846)"
12-01-2023 15:32:02.409689,"(2.15, 2.46, 2.402068965517241)","(7.0, 13.5, 13.0)","(8.0, 11.0, 10.657142857142857)","(16.0, 19.5, 19.0)","(51.0, 130.0, 110.0)","(6.0, 8.2, 7.84)","(31.0, 42.0, 39.333333333333336)","(16.0, 18.0, 17.333333333333332)","(26.0, 34.0, 31.647058823529413)","(18.0, 32.0, 27.5)","(17.0, 38.0, 35.6)","(13.0, 23.0, 21.46153846153846)"
12-01-2023 15:32:03.769888,"(2.15, 2.46, 2.4004255319148937)","(7.0, 13.5, 13.0)","(8.0, 11.0, 10.657142857142857)","(16.0, 19.5, 19.0)","(51.0, 130.0, 110.0)","(6.0, 8.2, 7.84)","(31.0, 42.0, 39.333333333333336)","(16.0, 18.0, 17.333333333333332)","(26.0, 34.0, 31.647058823529413)","(18.0, 32.0, 27.5)","(17.0, 38.0, 35.6)","(13.0, 23.0, 20.1875)"
12-01-2023 15:32:05.235026,"(2.15, 2.46, 2.4004255319148937)","(7.0, 13.5, 13.25)","(8.0, 11.0, 10.657142857142857)","(16.0, 19.5, 19.0)","(51.0, 130.0, 118.0)","(6.0, 8.2, 7.84)","(31.0, 42.0, 41.0)","(16.0, 18.0, 17.846153846153847)","(26.0, 34.0, 31.647058823529413)","(18.0, 32.0, 30.363636363636363)","(17.0, 38.0, 35.6)","(13.0, 23.0, 21.59375)"
12-01-2023 15:32:06.617455,"(2.15, 2.46, 2.4004255319148937)","(7.0, 13.5, 13.25)","(8.0, 11.0, 10.657142857142857)","(16.0, 19.5, 19.25)","(51.0, 130.0, 118.0)","(6.0, 8.2, 7.75)","(31.0, 42.0, 39.333333333333336)","(16.0, 18.0, 17.333333333333332)","(26.0, 34.0, 31.647058823529413)","(18.0, 32.0, 30.363636363636363)","(17.0, 38.0, 35.6)","(13.0, 23.0, 21.59375)"
12-01-2023 15:32:07.991775,"(2.15, 2.46, 2.34)","(7.0, 13.5, 13.285714285714285)","(8.0, 11.0, 10.3)","(16.0, 19.5, 19.071428571428573)","(51.0, 130.0, 118.0)","(6.0, 8.2, 7.975)","(31.0, 42.0, 38.8)","(16.0, 18.0, 17.6)","(26.0, 34.0, 31.333333333333332)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:09.298113,"(2.15, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.25)","(8.0, 10.5, 10.3)","(16.0, 19.5, 19.2)","(51.0, 130.0, 118.0)","(6.0, 8.2, 7.975)","(31.0, 40.0, 38.8)","(16.0, 18.0, 16.8)","(26.0, 34.0, 31.333333333333332)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:10.620124,"(2.15, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.25)","(8.0, 10.5, 10.3)","(16.0, 19.5, 19.2)","(51.0, 130.0, 118.0)","(6.0, 8.2, 7.975)","(31.0, 40.0, 38.8)","(16.0, 18.0, 16.8)","(26.0, 34.0, 31.333333333333332)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:11.988915,"(2.15, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.25)","(8.0, 10.5, 10.3)","(16.0, 19.5, 19.2)","(51.0, 130.0, 118.0)","(6.0, 8.2, 7.975)","(31.0, 40.0, 38.8)","(16.0, 18.0, 16.8)","(26.0, 34.0, 31.333333333333332)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:13.446479,"(2.15, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.25)","(8.0, 10.5, 10.3)","(16.0, 19.5, 19.2)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.8)","(16.0, 18.0, 16.8)","(26.0, 34.0, 31.333333333333332)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:14.839692,"(2.15, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.25)","(8.0, 10.5, 10.3)","(16.0, 19.5, 19.2)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.8)","(16.0, 18.0, 16.8)","(26.0, 34.0, 31.333333333333332)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:16.273231,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.25)","(8.0, 10.5, 10.3)","(16.0, 19.5, 19.2)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.8)","(16.0, 18.0, 16.8)","(26.0, 34.0, 31.333333333333332)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:17.613757,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.25)","(8.0, 10.5, 10.3)","(16.0, 19.5, 19.2)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.8)","(16.0, 18.0, 17.76)","(26.0, 34.0, 31.333333333333332)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:18.954938,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.5, 10.3)","(16.0, 19.5, 19.125)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.653846153846153)","(26.0, 34.0, 29.2)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:20.379368,"(2.2, 2.46, 2.402068965517241)","(7.0, 13.5, 13.125)","(8.0, 10.5, 10.3)","(16.0, 19.5, 19.125)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.653846153846153)","(26.0, 34.0, 29.2)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:21.762724,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.5, 10.22)","(16.0, 19.5, 19.125)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.653846153846153)","(26.0, 34.0, 29.2)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:23.144238,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.5, 9.84)","(16.0, 19.5, 19.125)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.653846153846153)","(26.0, 34.0, 29.2)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:24.454850,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.5, 9.84)","(16.0, 19.5, 19.125)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.653846153846153)","(26.0, 34.0, 29.2)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:25.809835,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.5, 9.9)","(16.0, 19.5, 19.125)","(51.0, 130.0, 105.71428571428572)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.653846153846153)","(26.0, 34.0, 29.2)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 21.928571428571427)"
12-01-2023 15:32:27.265675,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.5, 10.373076923076923)","(16.0, 19.5, 19.125)","(51.0, 120.0, 105.71428571428572)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.76)","(26.0, 34.0, 29.2)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 20.5)"
12-01-2023 15:32:28.670858,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.5, 10.373076923076923)","(16.0, 19.5, 19.125)","(51.0, 120.0, 105.71428571428572)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.76)","(26.0, 34.0, 29.2)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:30.141921,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.5, 10.373076923076923)","(16.0, 19.5, 19.125)","(51.0, 120.0, 105.71428571428572)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.76)","(26.0, 34.0, 29.2)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:31.484405,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.5, 10.373076923076923)","(16.0, 19.5, 19.125)","(51.0, 120.0, 103.33333333333334)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.76)","(26.0, 34.0, 29.2)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:32.785029,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.5, 10.373076923076923)","(16.0, 19.5, 19.125)","(51.0, 120.0, 95.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.73913043478261)","(26.0, 34.0, 29.2)","(18.0, 32.0, 30.2)","(17.0, 38.0, 35.714285714285715)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:34.088343,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.5, 10.373076923076923)","(16.0, 19.5, 19.125)","(51.0, 120.0, 101.66666666666666)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.73913043478261)","(26.0, 34.0, 29.2)","(18.0, 32.0, 26.0)","(17.0, 38.0, 35.714285714285715)","(13.0, 23.0, 20.5)"
12-01-2023 15:32:35.433422,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.5, 10.373076923076923)","(16.0, 19.5, 19.125)","(51.0, 120.0, 101.66666666666666)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.73913043478261)","(26.0, 34.0, 29.2)","(18.0, 32.0, 26.0)","(17.0, 38.0, 35.714285714285715)","(13.0, 23.0, 21.57142857142857)"
12-01-2023 15:32:36.858748,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.5, 10.373076923076923)","(16.0, 19.5, 19.125)","(51.0, 120.0, 101.66666666666666)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.73913043478261)","(26.0, 34.0, 29.2)","(18.0, 32.0, 26.0)","(17.0, 38.0, 35.714285714285715)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:38.258465,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.5, 10.373076923076923)","(16.0, 19.5, 19.125)","(51.0, 120.0, 101.66666666666666)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.73913043478261)","(26.0, 34.0, 29.2)","(18.0, 32.0, 26.0)","(17.0, 38.0, 35.714285714285715)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:39.640977,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.5, 10.1625)","(16.0, 19.5, 19.125)","(51.0, 120.0, 101.66666666666666)","(6.0, 8.2, 7.85)","(31.0, 40.0, 39.111111111111114)","(16.0, 18.0, 17.73913043478261)","(26.0, 34.0, 29.2)","(18.0, 32.0, 26.0)","(17.0, 38.0, 35.714285714285715)","(13.0, 23.0, 21.977272727272727)"
12-01-2023 15:32:41.085017,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.5, 10.1625)","(16.0, 19.5, 19.125)","(51.0, 120.0, 101.66666666666666)","(6.0, 8.2, 7.85)","(31.0, 40.0, 39.111111111111114)","(16.0, 18.0, 17.73913043478261)","(26.0, 34.0, 29.2)","(18.0, 32.0, 26.0)","(17.0, 38.0, 35.714285714285715)","(13.0, 23.0, 21.977272727272727)"
12-01-2023 15:32:42.431860,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.5, 10.1625)","(16.0, 19.5, 19.125)","(51.0, 120.0, 101.66666666666666)","(6.0, 8.2, 7.85)","(31.0, 40.0, 39.111111111111114)","(16.0, 18.0, 17.73913043478261)","(26.0, 34.0, 29.2)","(18.0, 32.0, 26.0)","(17.0, 38.0, 35.714285714285715)","(13.0, 23.0, 21.977272727272727)"
12-01-2023 15:32:43.860414,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.5, 10.1625)","(16.0, 19.5, 20.0)","(51.0, 120.0, 101.66666666666666)","(6.0, 8.2, 7.85)","(31.0, 40.0, 39.111111111111114)","(16.0, 18.0, 17.1)","(26.0, 34.0, 29.2)","(18.0, 32.0, 29.0)","(17.0, 38.0, 35.714285714285715)","(13.0, 23.0, 21.977272727272727)"
12-01-2023 15:32:45.320446,"(2.2, 2.46, 2.352307692307692)","(7.0, 13.5, 13.125)","(8.0, 10.5, 9.68)","(16.0, 21.0, 22.0)","(51.0, 120.0, 101.66666666666666)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.1)","(26.0, 34.0, 29.2)","(18.0, 32.0, 30.714285714285715)","(17.0, 38.0, 35.714285714285715)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:46.850907,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(16.0, 23.0, 21.833333333333332)","(51.0, 120.0, 101.66666666666666)","(6.0, 8.2, 7.85)","(31.0, 40.0, 39.111111111111114)","(16.0, 18.0, 17.1)","(26.0, 34.0, 29.2)","(18.0, 32.0, 30.714285714285715)","(17.0, 38.0, 35.714285714285715)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:48.304569,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(16.0, 23.0, 22.38235294117647)","(51.0, 120.0, 101.66666666666666)","(6.0, 8.2, 7.85)","(31.0, 40.0, 39.111111111111114)","(16.0, 18.0, 17.1)","(26.0, 34.0, 29.2)","(18.0, 32.0, 30.714285714285715)","(17.0, 38.0, 35.714285714285715)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:49.807430,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(16.0, 23.0, 22.38235294117647)","(51.0, 120.0, 101.66666666666666)","(6.0, 8.2, 7.85)","(31.0, 40.0, 39.333333333333336)","(16.0, 18.0, 17.1)","(26.0, 34.0, 29.2)","(18.0, 32.0, 30.714285714285715)","(17.0, 38.0, 35.714285714285715)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:51.369228,"(2.2, 2.46, 2.4036241610738256)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(16.0, 23.0, 25.566666666666666)","(51.0, 120.0, 101.66666666666666)","(6.0, 8.2, 7.85)","(31.0, 40.0, 39.333333333333336)","(16.0, 18.0, 17.1)","(26.0, 34.0, 29.2)","(18.0, 32.0, 30.714285714285715)","(17.0, 38.0, 35.714285714285715)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:52.913254,"(2.2, 2.46, 2.3464864864864863)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(16.0, 26.0, 25.142857142857142)","(51.0, 120.0, 101.66666666666666)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.1)","(26.0, 34.0, 29.2)","(18.0, 32.0, 30.714285714285715)","(17.0, 38.0, 35.714285714285715)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:54.485493,"(2.2, 2.46, 2.352307692307692)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(16.0, 26.0, 22.307692307692307)","(51.0, 120.0, 117.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.1)","(26.0, 34.0, 29.2)","(18.0, 32.0, 30.714285714285715)","(17.0, 38.0, 35.714285714285715)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:56.465065,"(2.2, 2.46, 2.352307692307692)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(16.0, 26.0, 22.307692307692307)","(51.0, 130.0, 117.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.1)","(26.0, 34.0, 29.2)","(18.0, 32.0, 30.2)","(17.0, 38.0, 35.714285714285715)","(13.0, 23.0, 21.75)"
12-01-2023 15:32:58.044819,"(2.2, 2.46, 2.3464864864864863)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(16.0, 26.0, 22.307692307692307)","(51.0, 130.0, 117.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.1)","(26.0, 34.0, 28.5)","(18.0, 32.0, 26.0)","(17.0, 38.0, 35.714285714285715)","(13.0, 23.0, 22.67857142857143)"
12-01-2023 15:32:59.674631,"(2.2, 2.46, 2.3464864864864863)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(16.0, 26.0, 22.307692307692307)","(51.0, 130.0, 117.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.1)","(26.0, 34.0, 32.166666666666664)","(18.0, 32.0, 26.0)","(17.0, 38.0, 35.714285714285715)","(13.0, 23.0, 22.67857142857143)"
12-01-2023 15:33:01.244844,"(2.2, 2.46, 2.3464864864864863)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(16.0, 26.0, 22.7)","(51.0, 130.0, 117.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.1)","(26.0, 34.0, 32.166666666666664)","(18.0, 32.0, 26.0)","(17.0, 38.0, 35.714285714285715)","(13.0, 23.0, 22.67857142857143)"
12-01-2023 15:33:02.733488,"(2.2, 2.46, 2.402068965517241)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(16.0, 23.0, 22.416666666666668)","(51.0, 130.0, 115.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.1)","(26.0, 34.0, 28.0)","(18.0, 32.0, 28.4)","(17.0, 38.0, 35.0)","(13.0, 23.0, 22.67857142857143)"
12-01-2023 15:33:04.219258,"(2.2, 2.46, 2.402068965517241)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(16.0, 23.0, 22.416666666666668)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.1)","(26.0, 34.0, 31.5)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 22.67857142857143)"
12-01-2023 15:33:05.797733,"(2.2, 2.46, 2.3464864864864863)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(16.0, 23.0, 22.416666666666668)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.86046511627907)","(26.0, 34.0, 31.5)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 22.67857142857143)"
12-01-2023 15:33:07.316470,"(2.2, 2.46, 2.3464864864864863)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(16.0, 23.0, 22.416666666666668)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 17.86046511627907)","(26.0, 34.0, 31.5)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 22.67857142857143)"
12-01-2023 15:33:08.755375,"(2.2, 2.46, 2.3464864864864863)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(16.0, 23.0, 22.125)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(16.0, 18.0, 16.9)","(21.0, 34.0, 31.5)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 22.67857142857143)"
12-01-2023 15:33:10.276444,"(2.25, 2.46, 2.3464864864864863)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(15.0, 23.0, 21.75)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(15.0, 17.5, 17.75)","(21.0, 34.0, 31.5)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 22.67857142857143)"
12-01-2023 15:33:11.783735,"(2.25, 2.46, 2.3464864864864863)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(15.0, 23.0, 22.642857142857142)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(15.0, 18.0, 17.75)","(21.0, 34.0, 31.5)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 22.67857142857143)"
12-01-2023 15:33:13.190106,"(2.25, 2.46, 2.3464864864864863)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(15.0, 23.0, 22.642857142857142)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(15.0, 18.0, 17.75)","(21.0, 34.0, 31.5)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 22.67857142857143)"
12-01-2023 15:33:14.639318,"(2.25, 2.46, 2.3464864864864863)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(15.0, 23.0, 22.642857142857142)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(15.0, 18.0, 17.75)","(21.0, 34.0, 31.5)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 22.67857142857143)"
12-01-2023 15:33:16.045718,"(2.25, 2.46, 2.3464864864864863)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(15.0, 23.0, 22.642857142857142)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(15.0, 18.0, 17.75)","(21.0, 34.0, 31.5)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 23.0, 19.484848484848484)"
12-01-2023 15:33:17.875152,"(2.25, 2.46, 2.3464864864864863)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(15.0, 23.0, 22.642857142857142)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(15.0, 18.0, 17.75)","(21.0, 34.0, 32.18181818181818)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 21.0, 19.484848484848484)"
12-01-2023 15:33:19.433134,"(2.25, 2.46, 2.402068965517241)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(15.0, 23.0, 22.642857142857142)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(15.0, 18.0, 17.75)","(21.0, 34.0, 32.18181818181818)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 21.0, 19.484848484848484)"
12-01-2023 15:33:21.043522,"(2.25, 2.46, 2.402068965517241)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(15.0, 23.0, 22.642857142857142)","(51.0, 130.0, 120.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(15.0, 18.0, 17.75)","(21.0, 34.0, 32.18181818181818)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 21.0, 19.484848484848484)"
12-01-2023 15:33:22.456956,"(2.25, 2.46, 2.402068965517241)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.68)","(15.0, 23.0, 22.642857142857142)","(51.0, 130.0, 105.71428571428572)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(15.0, 18.0, 17.75)","(21.0, 34.0, 33.0)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 21.0, 19.484848484848484)"
12-01-2023 15:33:23.972147,"(2.25, 2.46, 2.402068965517241)","(7.0, 13.5, 13.125)","(8.0, 10.0, 8.90909090909091)","(15.0, 23.0, 22.642857142857142)","(51.0, 120.0, 105.71428571428572)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(15.0, 18.0, 17.75)","(21.0, 34.0, 33.0)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 21.0, 19.484848484848484)"
12-01-2023 15:33:25.526446,"(2.25, 2.46, 2.402068965517241)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.450000000000001)","(15.0, 23.0, 22.642857142857142)","(51.0, 120.0, 105.71428571428572)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(15.0, 18.0, 17.75)","(21.0, 34.0, 33.0)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 21.0, 19.095238095238095)"
12-01-2023 15:33:26.999439,"(2.25, 2.46, 2.402068965517241)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.450000000000001)","(15.0, 23.0, 22.642857142857142)","(51.0, 120.0, 95.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(15.0, 18.0, 17.75)","(21.0, 34.0, 33.0)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 21.0, 19.095238095238095)"
12-01-2023 15:33:28.360219,"(2.25, 2.46, 2.402068965517241)","(7.0, 13.5, 13.125)","(8.0, 10.0, 9.450000000000001)","(15.0, 23.0, 22.642857142857142)","(51.0, 120.0, 95.0)","(6.0, 8.2, 7.85)","(31.0, 40.0, 38.0)","(15.0, 18.0, 17.75)","(21.0, 34.0, 33.0)","(18.0, 32.0, 30.5)","(17.0, 38.0, 35.0)","(13.0, 21.0, 19.095238095238095)"
