,Vodka Martini,Debs Ellie,Elliez Star,Sunset Soiree,Tres Redoute,Alpha Jane,Evanescent,Russian Pins
07-01-2023 15:53:43.217179,"(2.2, 2.5, 2.464)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.333333333333332)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 6.122222222222223)","(11.0, 17.5, 16.0)","(26.0, 90.0, 85.63636363636363)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:44.355592,"(2.2, 2.5, 2.464)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.333333333333332)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 6.122222222222223)","(11.0, 17.5, 16.0)","(26.0, 90.0, 85.63636363636363)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:45.451180,"(2.2, 2.5, 2.464)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.333333333333332)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 6.122222222222223)","(11.0, 17.5, 16.0)","(26.0, 90.0, 85.63636363636363)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:46.537696,"(2.2, 2.5, 2.464)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.333333333333332)","(3.6, 5.2, 5.1230769230769235)","(5.0, 6.2, 6.122222222222223)","(11.0, 17.5, 16.0)","(26.0, 90.0, 67.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:47.635647,"(2.2, 2.48, 2.4676923076923076)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.333333333333332)","(3.6, 5.2, 5.1230769230769235)","(5.0, 6.2, 6.122222222222223)","(11.0, 17.5, 16.0)","(26.0, 90.0, 67.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:48.683572,"(2.2, 2.48, 2.4676923076923076)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.333333333333332)","(3.6, 5.2, 5.1230769230769235)","(5.0, 6.2, 6.122222222222223)","(11.0, 17.5, 16.0)","(26.0, 90.0, 67.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:49.732989,"(2.2, 2.48, 2.4676923076923076)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.333333333333332)","(3.6, 5.2, 5.1230769230769235)","(5.0, 6.2, 6.122222222222223)","(11.0, 17.5, 16.0)","(26.0, 90.0, 67.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:50.754409,"(2.2, 2.48, 2.4676923076923076)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.333333333333332)","(3.6, 5.2, 5.1230769230769235)","(5.0, 6.2, 6.122222222222223)","(11.0, 17.5, 16.0)","(26.0, 90.0, 67.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:51.869959,"(2.2, 2.48, 2.4676923076923076)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.333333333333332)","(3.6, 5.2, 5.1230769230769235)","(5.0, 6.2, 6.122222222222223)","(11.0, 17.5, 16.0)","(26.0, 90.0, 67.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:52.956104,"(2.2, 2.48, 2.4676923076923076)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.333333333333332)","(3.6, 5.2, 5.1230769230769235)","(5.0, 6.2, 6.122222222222223)","(11.0, 17.5, 16.0)","(26.0, 90.0, 75.33333333333333)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:54.060994,"(2.2, 2.48, 2.4676923076923076)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.1230769230769235)","(5.0, 6.2, 6.11923076923077)","(11.0, 17.5, 15.1)","(26.0, 90.0, 84.5)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:55.200447,"(2.2, 2.48, 2.4676923076923076)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 19.0)","(3.6, 5.2, 5.1230769230769235)","(5.0, 6.2, 6.11923076923077)","(11.0, 17.5, 15.75)","(26.0, 90.0, 75.33333333333333)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:56.338218,"(2.2, 2.48, 2.4685714285714284)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 19.0)","(3.6, 5.2, 5.1230769230769235)","(5.0, 6.2, 6.11923076923077)","(11.0, 17.5, 15.75)","(26.0, 90.0, 75.33333333333333)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:57.471176,"(2.2, 2.48, 2.4685714285714284)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 19.0)","(3.6, 5.2, 5.1230769230769235)","(5.0, 6.2, 6.123636363636364)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.5)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:58.507308,"(2.2, 2.48, 2.4676923076923076)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 19.0)","(3.6, 5.2, 5.1230769230769235)","(5.0, 6.2, 6.123636363636364)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.5)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:59.547067,"(2.2, 2.48, 2.4676923076923076)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 19.0)","(3.6, 5.2, 5.1230769230769235)","(5.0, 6.2, 6.123636363636364)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.5)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:54:00.592307,"(2.2, 2.48, 2.4676923076923076)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 19.0)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.136363636363637)","(11.0, 17.5, 15.785714285714285)","(26.0, 90.0, 76.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:54:01.629426,"(2.2, 2.48, 2.433777777777778)","(8.0, 11.5, 11.16)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.125531914893617)","(11.0, 17.5, 18.357142857142858)","(26.0, 90.0, 76.0)","(101.0, 190.0, 156.66666666666666)"
07-01-2023 15:54:02.678569,"(2.2, 2.48, 2.433777777777778)","(8.0, 11.5, 10.555555555555555)","(12.0, 19.5, 19.3)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.127083333333333)","(11.0, 19.0, 15.625)","(26.0, 90.0, 84.75)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:03.695504,"(2.2, 2.48, 2.4268181818181818)","(8.0, 11.5, 10.555555555555555)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 19.0, 15.625)","(26.0, 90.0, 76.66666666666667)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:04.904957,"(2.2, 2.48, 2.4268181818181818)","(8.0, 11.5, 10.555555555555555)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 19.0, 17.166666666666668)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:05.928767,"(2.2, 2.48, 2.3499999999999996)","(8.0, 11.5, 10.555555555555555)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 5.881818181818182)","(11.0, 18.5, 15.642857142857142)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:07.062431,"(2.2, 2.48, 2.3499999999999996)","(8.0, 11.5, 10.555555555555555)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 5.881818181818182)","(11.0, 18.5, 15.277777777777779)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:08.218880,"(2.2, 2.48, 2.3452631578947365)","(8.0, 11.5, 10.555555555555555)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 5.881818181818182)","(11.0, 18.0, 15.277777777777779)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:09.324638,"(2.2, 2.48, 2.3452631578947365)","(8.0, 11.5, 10.555555555555555)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 5.881818181818182)","(11.0, 18.0, 15.277777777777779)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:10.351481,"(2.2, 2.48, 2.3452631578947365)","(8.0, 11.5, 10.555555555555555)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 5.881818181818182)","(11.0, 18.0, 15.277777777777779)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:11.451381,"(2.2, 2.48, 2.3452631578947365)","(8.0, 11.5, 10.555555555555555)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 5.881818181818182)","(11.0, 18.0, 15.277777777777779)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:12.525512,"(2.2, 2.48, 2.3452631578947365)","(8.0, 11.5, 10.555555555555555)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 5.881818181818182)","(11.0, 18.0, 15.277777777777779)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:13.542988,"(2.2, 2.48, 2.3452631578947365)","(8.0, 11.5, 10.555555555555555)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 5.881818181818182)","(11.0, 18.0, 15.277777777777779)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:14.597844,"(2.2, 2.48, 2.3452631578947365)","(8.0, 11.5, 10.555555555555555)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 5.881818181818182)","(11.0, 18.0, 15.277777777777779)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:15.659825,"(2.2, 2.48, 2.3452631578947365)","(8.0, 11.5, 10.555555555555555)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 5.881818181818182)","(11.0, 18.0, 15.277777777777779)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:16.728285,"(2.2, 2.48, 2.3974193548387097)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 18.0, 17.342105263157894)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:17.811992,"(2.2, 2.48, 2.3974193548387097)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 17.5, 16.5)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:18.895009,"(2.2, 2.48, 2.3815384615384616)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 17.5, 16.5)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:20.213022,"(2.2, 2.48, 2.3815384615384616)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 17.5, 16.5)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:21.259524,"(2.2, 2.48, 2.3815384615384616)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 17.5, 16.5)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:22.346221,"(2.2, 2.48, 2.3815384615384616)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 17.5, 16.5)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:23.387615,"(2.2, 2.48, 2.3815384615384616)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 17.5, 16.5)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:24.498369,"(2.2, 2.48, 2.3815384615384616)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 17.5, 16.5)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:25.592850,"(2.2, 2.48, 2.3815384615384616)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 17.5, 16.5)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:26.670649,"(2.2, 2.48, 2.3815384615384616)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 17.5, 16.5)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:27.872850,"(2.2, 2.48, 2.3815384615384616)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 17.5, 16.5)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:29.030987,"(2.2, 2.48, 2.3815384615384616)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 17.5, 16.5)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:30.169390,"(2.2, 2.48, 2.3815384615384616)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 17.5, 16.5)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:31.300916,"(2.2, 2.48, 2.3815384615384616)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.7)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 17.5, 16.666666666666668)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:32.377667,"(2.2, 2.48, 2.3815384615384616)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 17.5, 16.666666666666668)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:33.546504,"(2.2, 2.48, 2.3815384615384616)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 17.5, 16.666666666666668)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:34.702408,"(2.2, 2.48, 2.3815384615384616)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 17.5, 16.666666666666668)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:35.865432,"(2.2, 2.46, 2.4366666666666665)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 17.5, 17.36111111111111)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:36.970432,"(2.2, 2.46, 2.4366666666666665)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 17.5, 16.2)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:38.080603,"(2.2, 2.46, 2.4366666666666665)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 18.0, 16.2)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:39.168078,"(2.2, 2.46, 2.4366666666666665)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.131372549019608)","(11.0, 18.0, 16.2)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:40.241644,"(2.2, 2.46, 2.4366666666666665)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.136363636363637)","(11.0, 18.0, 15.666666666666666)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:41.346517,"(2.2, 2.46, 2.4154545454545455)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.136363636363637)","(11.0, 18.0, 16.2)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:42.649866,"(2.2, 2.46, 2.4154545454545455)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.136363636363637)","(11.0, 18.0, 16.2)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:43.752339,"(2.2, 2.46, 2.4154545454545455)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.136363636363637)","(11.0, 18.0, 16.2)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:44.919044,"(2.2, 2.46, 2.4154545454545455)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.136363636363637)","(11.0, 18.0, 16.2)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:46.216481,"(2.2, 2.46, 2.4154545454545455)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.136363636363637)","(11.0, 18.0, 16.2)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:47.350997,"(2.2, 2.46, 2.4154545454545455)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.136363636363637)","(11.0, 18.0, 15.666666666666666)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:48.491269,"(2.2, 2.48, 2.395)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.136363636363637)","(11.0, 18.0, 17.36111111111111)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:49.513898,"(2.2, 2.48, 2.395)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.136363636363637)","(11.0, 17.5, 17.36111111111111)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:50.706202,"(2.2, 2.48, 2.395)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.136363636363637)","(11.0, 18.0, 16.2)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:51.882747,"(2.2, 2.48, 2.395)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.136363636363637)","(11.0, 18.0, 16.2)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:53.081609,"(2.2, 2.48, 2.395)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.136363636363637)","(11.0, 18.0, 16.2)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:54.208672,"(2.2, 2.48, 2.402285714285714)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.136363636363637)","(11.0, 18.0, 16.2)","(26.0, 90.0, 85.0)","(101.0, 180.0, 166.0)"
07-01-2023 15:54:55.333611,"(2.2, 2.48, 2.402285714285714)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.136363636363637)","(11.0, 18.0, 17.57142857142857)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:56.407215,"(2.2, 2.48, 2.402285714285714)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.136363636363637)","(11.0, 18.0, 17.583333333333332)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:57.542112,"(2.2, 2.48, 2.402285714285714)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.136363636363637)","(11.0, 18.0, 16.2)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:58.739086,"(2.2, 2.48, 2.402285714285714)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.136363636363637)","(11.0, 18.0, 16.666666666666668)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:54:59.938031,"(2.2, 2.48, 2.402285714285714)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.136363636363637)","(11.0, 17.5, 16.666666666666668)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:55:01.029641,"(2.2, 2.48, 2.402285714285714)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.136363636363637)","(11.0, 17.5, 16.666666666666668)","(26.0, 90.0, 72.5)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:55:02.070671,"(2.2, 2.48, 2.402285714285714)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.127083333333333)","(11.0, 17.5, 16.666666666666668)","(26.0, 90.0, 78.33333333333333)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:55:03.133720,"(2.2, 2.48, 2.402285714285714)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.333333333333332)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.127083333333333)","(11.0, 17.5, 16.666666666666668)","(26.0, 90.0, 78.33333333333333)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:55:04.291473,"(2.2, 2.48, 2.402285714285714)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.333333333333332)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.127083333333333)","(11.0, 17.5, 16.666666666666668)","(26.0, 90.0, 78.33333333333333)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:55:05.462539,"(2.2, 2.48, 2.402285714285714)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.333333333333332)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.127083333333333)","(11.0, 17.5, 16.666666666666668)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:55:06.593149,"(2.2, 2.48, 2.402285714285714)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.333333333333332)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.127083333333333)","(11.0, 17.5, 16.666666666666668)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:55:07.706885,"(2.2, 2.48, 2.402285714285714)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.333333333333332)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.127083333333333)","(11.0, 17.5, 16.666666666666668)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:55:08.861878,"(2.2, 2.48, 2.402285714285714)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.333333333333332)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.127083333333333)","(11.0, 17.5, 16.666666666666668)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:55:09.889261,"(2.2, 2.48, 2.402285714285714)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.127083333333333)","(11.0, 17.5, 16.666666666666668)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:55:10.931630,"(2.2, 2.48, 2.402285714285714)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.127083333333333)","(11.0, 17.5, 16.666666666666668)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:55:11.980488,"(2.2, 2.48, 2.402285714285714)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.127083333333333)","(11.0, 17.5, 16.666666666666668)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
07-01-2023 15:55:13.151688,"(2.2, 2.48, 2.4)","(8.0, 11.0, 10.333333333333334)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.141176470588236)","(5.0, 6.2, 6.165909090909091)","(11.0, 17.5, 15.833333333333334)","(26.0, 90.0, 85.0)","(101.0, 180.0, 156.66666666666666)"
