,Emmeline Vance,Bundy Traveller,Dynamite Hope,Clawfoot,Spring Aster,Sneaky Jim,Tuta Delta,Farmor Truth
09-01-2023 11:56:38.317336,"(10.0, 24.0, 20.11764705882353)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.299999999999999)","(9.0, 13.5, 11.46875)","(14.0, 30.0, 27.5)","(5.0, 7.6, 6.869565217391304)","(4.4, 5.0, 4.88)"
09-01-2023 11:56:39.379068,"(10.0, 24.0, 20.11764705882353)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.299999999999999)","(9.0, 13.5, 11.46875)","(14.0, 30.0, 27.5)","(5.0, 7.6, 6.869565217391304)","(4.4, 5.0, 5.0)"
09-01-2023 11:56:40.483250,"(10.0, 24.0, 20.11764705882353)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.299999999999999)","(9.0, 13.5, 11.952380952380953)","(14.0, 30.0, 27.5)","(5.0, 7.6, 6.869565217391304)","(4.4, 5.1, 5.0)"
09-01-2023 11:56:41.540967,"(10.0, 24.0, 20.11764705882353)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.299999999999999)","(9.0, 13.5, 11.952380952380953)","(14.0, 30.0, 27.5)","(5.0, 7.6, 6.869565217391304)","(4.4, 5.1, 5.0)"
09-01-2023 11:56:42.583253,"(10.0, 24.0, 20.11764705882353)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.299999999999999)","(9.0, 13.5, 12.11111111111111)","(14.0, 30.0, 28.833333333333336)","(5.0, 7.6, 6.894117647058823)","(4.4, 5.1, 4.88)"
09-01-2023 11:56:43.630972,"(10.0, 24.0, 19.285714285714285)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.299999999999999)","(9.0, 13.5, 12.11111111111111)","(14.0, 30.0, 28.833333333333336)","(5.0, 7.6, 6.861538461538461)","(4.4, 5.0, 4.88)"
09-01-2023 11:56:44.715268,"(10.0, 24.0, 19.9375)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.28)","(9.0, 13.5, 12.11111111111111)","(14.0, 30.0, 28.833333333333336)","(5.0, 7.6, 6.861538461538461)","(4.4, 5.0, 4.88)"
09-01-2023 11:56:45.733682,"(10.0, 24.0, 20.75)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.299999999999999)","(9.0, 13.5, 12.363636363636363)","(14.0, 30.0, 28.833333333333336)","(5.0, 7.6, 6.484444444444445)","(4.4, 5.0, 5.0125)"
09-01-2023 11:56:46.823517,"(10.0, 24.0, 20.842105263157894)","(2.9, 3.35, 3.161627906976744)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.299999999999999)","(9.0, 13.5, 12.11111111111111)","(14.0, 30.0, 28.833333333333336)","(5.0, 6.6, 6.484444444444445)","(4.4, 5.2, 5.0125)"
09-01-2023 11:56:47.871473,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.35, 3.161627906976744)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.299999999999999)","(9.0, 13.5, 12.11111111111111)","(14.0, 30.0, 28.833333333333336)","(5.0, 6.6, 6.484444444444445)","(4.4, 5.2, 4.9818181818181815)"
09-01-2023 11:56:48.933512,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.299999999999999)","(9.0, 13.5, 12.11111111111111)","(14.0, 30.0, 28.833333333333336)","(5.0, 6.6, 6.484444444444445)","(4.4, 5.2, 5.0)"
09-01-2023 11:56:50.022112,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.666666666666666)","(9.0, 13.5, 12.11111111111111)","(14.0, 30.0, 28.833333333333336)","(5.0, 6.6, 6.455555555555556)","(4.4, 5.1, 5.0)"
09-01-2023 11:56:51.132534,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.944827586206896)","(9.0, 13.5, 12.11111111111111)","(14.0, 30.0, 28.833333333333336)","(5.0, 6.6, 6.455555555555556)","(4.4, 5.1, 5.16)"
09-01-2023 11:56:52.198968,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.944827586206896)","(9.0, 13.5, 12.363636363636363)","(14.0, 30.0, 28.833333333333336)","(5.0, 6.6, 6.455555555555556)","(4.4, 5.2, 5.16)"
09-01-2023 11:56:53.278453,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.35, 3.161627906976744)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.944827586206896)","(9.0, 13.5, 12.363636363636363)","(14.0, 30.0, 28.833333333333336)","(5.0, 6.6, 6.455555555555556)","(4.4, 5.2, 5.16)"
09-01-2023 11:56:54.315875,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.35, 3.161627906976744)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.944827586206896)","(9.0, 13.5, 12.363636363636363)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.455555555555556)","(4.4, 5.2, 5.045454545454545)"
09-01-2023 11:56:55.360091,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.911111111111111)","(9.0, 13.5, 12.11111111111111)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.455555555555556)","(4.4, 5.1, 5.045454545454545)"
09-01-2023 11:56:56.410381,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.911111111111111)","(9.0, 13.5, 12.11111111111111)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.455555555555556)","(4.4, 5.1, 5.045454545454545)"
09-01-2023 11:56:57.428311,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.911111111111111)","(9.0, 13.5, 12.363636363636363)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.447058823529412)","(4.4, 5.1, 5.16)"
09-01-2023 11:56:58.439674,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.911111111111111)","(9.0, 13.5, 12.363636363636363)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.2, 5.191304347826087)"
09-01-2023 11:56:59.473096,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.911111111111111)","(9.0, 13.5, 11.978260869565217)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.3, 5.175)"
09-01-2023 11:57:00.533896,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.911111111111111)","(9.0, 13.5, 11.978260869565217)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.3, 5.113043478260869)"
09-01-2023 11:57:01.566749,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.911111111111111)","(9.0, 13.5, 12.18421052631579)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.2, 5.113043478260869)"
09-01-2023 11:57:02.634477,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.911111111111111)","(9.0, 13.5, 12.18421052631579)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.2, 5.113043478260869)"
09-01-2023 11:57:03.721667,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.911111111111111)","(9.0, 13.5, 11.978260869565217)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.2, 5.25)"
09-01-2023 11:57:04.791339,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.911111111111111)","(9.0, 13.5, 11.978260869565217)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.3, 5.175)"
09-01-2023 11:57:05.890265,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.35, 3.152439024390244)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.78888888888889)","(9.0, 13.5, 11.978260869565217)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.3, 5.175)"
09-01-2023 11:57:06.972917,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.3, 3.175)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.821052631578947)","(9.0, 13.5, 11.978260869565217)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.3, 5.142857142857143)"
09-01-2023 11:57:08.090717,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.3, 3.175)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.870588235294118)","(9.0, 13.5, 11.978260869565217)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.2, 5.142857142857143)"
09-01-2023 11:57:09.196364,"(13.0, 24.0, 20.842105263157894)","(2.9, 3.3, 3.175)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 9.316279069767441)","(9.0, 13.5, 13.2375)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.2, 5.181818181818182)"
09-01-2023 11:57:10.256268,"(13.0, 24.0, 20.11764705882353)","(2.9, 3.3, 3.175)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 9.316279069767441)","(9.0, 13.5, 13.302631578947368)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.2, 5.257142857142857)"
09-01-2023 11:57:11.291897,"(13.0, 23.0, 21.666666666666668)","(2.9, 3.3, 3.175)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.984615384615385)","(9.0, 13.5, 13.302631578947368)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.3, 5.257142857142857)"
09-01-2023 11:57:12.400540,"(13.0, 23.0, 21.666666666666668)","(2.9, 3.3, 3.175)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.984615384615385)","(9.0, 13.5, 13.302631578947368)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.3, 5.182089552238806)"
09-01-2023 11:57:13.401576,"(13.0, 23.0, 21.666666666666668)","(2.9, 3.3, 3.175)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.984615384615385)","(9.0, 13.5, 13.302631578947368)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.2, 5.1657142857142855)"
09-01-2023 11:57:14.394743,"(13.0, 23.0, 21.666666666666668)","(2.9, 3.3, 3.175)","(10.0, 17.5, 15.357142857142858)","(6.0, 9.4, 8.984615384615385)","(9.0, 13.5, 13.302631578947368)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.2, 5.182089552238806)"
09-01-2023 11:57:15.421615,"(13.0, 23.0, 21.666666666666668)","(2.9, 3.3, 3.1666666666666665)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.115789473684211)","(9.0, 13.5, 13.2375)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.2, 5.277611940298507)"
09-01-2023 11:57:16.454401,"(13.0, 23.0, 21.666666666666668)","(2.9, 3.3, 3.1666666666666665)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.115789473684211)","(9.0, 13.5, 13.302631578947368)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.3, 5.250704225352113)"
09-01-2023 11:57:17.476737,"(13.0, 23.0, 21.666666666666668)","(2.9, 3.3, 3.1666666666666665)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.115789473684211)","(9.0, 13.5, 13.302631578947368)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.3, 5.250704225352113)"
09-01-2023 11:57:18.596682,"(13.0, 23.0, 21.666666666666668)","(2.9, 3.3, 3.1133333333333333)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.115789473684211)","(9.0, 13.5, 13.302631578947368)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.3, 5.182089552238806)"
09-01-2023 11:57:19.694589,"(13.0, 23.0, 21.666666666666668)","(2.9, 3.3, 3.1981481481481477)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.115789473684211)","(9.0, 13.5, 13.302631578947368)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.2, 5.088)"
09-01-2023 11:57:20.768018,"(13.0, 23.0, 22.5)","(2.9, 3.3, 3.179032258064516)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.115789473684211)","(9.0, 13.5, 13.302631578947368)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.2, 5.013333333333334)"
09-01-2023 11:57:21.907093,"(13.0, 23.0, 22.5)","(2.9, 3.3, 3.179032258064516)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.115789473684211)","(9.0, 13.5, 13.302631578947368)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.2, 5.066666666666666)"
09-01-2023 11:57:22.968575,"(13.0, 23.0, 22.5)","(2.9, 3.3, 3.15)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.115789473684211)","(9.0, 13.5, 13.302631578947368)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.2, 5.066666666666666)"
09-01-2023 11:57:24.069546,"(13.0, 23.0, 22.5)","(2.9, 3.3, 3.15)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.115789473684211)","(9.0, 13.0, 12.985074626865671)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.2, 5.066666666666666)"
09-01-2023 11:57:25.137377,"(13.0, 23.0, 22.5)","(2.9, 3.3, 3.15)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.115789473684211)","(9.0, 13.0, 12.985074626865671)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.2, 4.975)"
09-01-2023 11:57:26.156485,"(13.0, 23.0, 22.5)","(2.9, 3.3, 3.15)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.115789473684211)","(9.0, 13.0, 12.985074626865671)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.1, 4.975)"
09-01-2023 11:57:27.200995,"(13.0, 24.0, 20.7)","(2.9, 3.3, 3.15)","(10.0, 17.5, 16.928571428571427)","(6.0, 9.4, 9.115789473684211)","(9.0, 13.0, 12.985074626865671)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.1, 5.15)"
09-01-2023 11:57:28.218591,"(13.0, 24.0, 20.7)","(2.9, 3.3, 3.15)","(10.0, 17.5, 17.0)","(6.0, 9.4, 9.115789473684211)","(9.0, 13.0, 12.985074626865671)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.2, 5.054545454545455)"
09-01-2023 11:57:29.221201,"(13.0, 24.0, 20.7)","(2.9, 3.3, 3.15)","(10.0, 17.5, 17.0)","(6.0, 9.4, 9.115789473684211)","(9.0, 13.0, 12.985074626865671)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.2, 5.054545454545455)"
09-01-2023 11:57:30.196150,"(13.0, 24.0, 20.7)","(2.9, 3.3, 3.2657142857142856)","(10.0, 17.5, 17.0)","(6.0, 9.4, 9.115789473684211)","(9.0, 13.0, 12.985074626865671)","(14.0, 30.0, 28.342105263157897)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.2, 5.054545454545455)"
09-01-2023 11:57:31.235591,"(13.0, 24.0, 20.7)","(2.9, 3.3, 3.2765625)","(10.0, 17.5, 17.0)","(6.0, 9.4, 9.08235294117647)","(9.0, 13.0, 12.985074626865671)","(14.0, 30.0, 28.833333333333336)","(5.0, 6.6, 6.423188405797101)","(4.4, 5.1, 4.975)"
09-01-2023 11:57:32.323469,"(13.0, 24.0, 20.7)","(2.9, 3.3, 3.211764705882353)","(10.0, 17.5, 17.0)","(6.0, 9.4, 9.08235294117647)","(9.0, 13.0, 12.985074626865671)","(14.0, 30.0, 28.833333333333336)","(5.0, 6.6, 6.449382716049383)","(4.4, 5.1, 4.9399999999999995)"
09-01-2023 11:57:33.464151,"(13.0, 24.0, 20.7)","(2.9, 3.3, 3.211764705882353)","(10.0, 17.5, 17.0)","(6.0, 9.4, 9.08235294117647)","(9.0, 13.0, 12.985074626865671)","(14.0, 30.0, 28.833333333333336)","(5.0, 6.6, 6.449382716049383)","(4.4, 5.1, 4.99090909090909)"
09-01-2023 11:57:34.570857,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.211764705882353)","(10.0, 17.5, 17.0)","(6.0, 9.4, 9.08235294117647)","(9.0, 13.0, 12.985074626865671)","(14.0, 30.0, 28.833333333333336)","(5.0, 6.6, 6.449382716049383)","(4.4, 5.1, 4.99090909090909)"
09-01-2023 11:57:35.712549,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.211764705882353)","(10.0, 17.5, 17.0)","(6.0, 9.4, 9.115789473684211)","(9.0, 13.0, 12.984375)","(14.0, 30.0, 28.833333333333336)","(5.0, 6.6, 6.423913043478261)","(4.4, 5.1, 4.99090909090909)"
09-01-2023 11:57:36.884741,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.211764705882353)","(10.0, 17.5, 17.0)","(6.0, 9.4, 9.115789473684211)","(9.0, 13.0, 12.984375)","(14.0, 30.0, 28.833333333333336)","(5.0, 6.6, 6.423913043478261)","(4.4, 5.1, 4.975)"
09-01-2023 11:57:37.996475,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.211764705882353)","(10.0, 17.5, 17.0)","(6.0, 9.4, 9.115789473684211)","(9.0, 13.0, 12.984375)","(14.0, 30.0, 28.833333333333336)","(5.0, 6.6, 6.423913043478261)","(4.4, 5.1, 4.975)"
09-01-2023 11:57:39.134484,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.211764705882353)","(10.0, 17.5, 17.0)","(6.0, 9.4, 9.115789473684211)","(9.0, 13.0, 12.4921875)","(14.0, 30.0, 28.425)","(5.0, 6.6, 6.423913043478261)","(4.4, 5.1, 4.975)"
09-01-2023 11:57:40.292731,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.2095238095238097)","(10.0, 17.5, 17.0)","(6.0, 9.4, 9.08235294117647)","(9.0, 12.5, 12.4921875)","(14.0, 30.0, 26.558823529411764)","(5.0, 6.6, 6.423913043478261)","(4.4, 5.1, 5.138461538461539)"
09-01-2023 11:57:41.367386,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.2095238095238097)","(10.0, 17.5, 17.0)","(6.0, 9.4, 9.08235294117647)","(9.0, 12.5, 12.4921875)","(14.0, 27.0, 24.5)","(5.0, 6.6, 6.423913043478261)","(4.4, 5.2, 5.138461538461539)"
09-01-2023 11:57:42.466770,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.211764705882353)","(10.0, 17.5, 17.0)","(6.0, 9.4, 9.08235294117647)","(9.0, 12.5, 12.984375)","(14.0, 27.0, 24.142857142857142)","(5.0, 6.6, 6.423913043478261)","(4.4, 5.2, 5.06938775510204)"
09-01-2023 11:57:43.589904,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.211764705882353)","(10.0, 17.5, 17.0)","(6.0, 9.4, 9.08235294117647)","(9.0, 13.0, 12.984375)","(14.0, 27.0, 24.142857142857142)","(5.0, 6.6, 6.423913043478261)","(4.4, 5.1, 5.06938775510204)"
09-01-2023 11:57:44.639461,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.2062500000000003)","(10.0, 17.5, 17.0)","(6.0, 9.4, 9.08235294117647)","(9.0, 13.0, 12.984375)","(14.0, 27.0, 24.065217391304348)","(5.0, 6.6, 6.42)","(4.4, 5.1, 5.06938775510204)"
09-01-2023 11:57:45.722542,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.2062500000000003)","(10.0, 17.5, 17.0)","(6.0, 9.4, 9.08235294117647)","(9.0, 13.0, 12.984375)","(14.0, 27.0, 24.065217391304348)","(5.0, 6.6, 6.42)","(4.4, 5.1, 5.152)"
09-01-2023 11:57:46.736038,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.2062500000000003)","(10.0, 17.5, 17.0)","(6.0, 9.4, 9.08235294117647)","(9.0, 13.0, 12.984375)","(14.0, 27.0, 24.065217391304348)","(5.0, 6.6, 6.42)","(4.4, 5.2, 5.152)"
09-01-2023 11:57:47.798338,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.2062500000000003)","(10.0, 17.5, 17.0)","(6.0, 9.4, 9.08235294117647)","(9.0, 13.0, 12.984375)","(14.0, 27.0, 24.065217391304348)","(5.0, 6.6, 6.42)","(4.4, 5.2, 5.015384615384615)"
09-01-2023 11:57:48.859644,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.2062500000000003)","(10.0, 17.5, 16.7)","(6.0, 9.4, 9.08235294117647)","(9.0, 13.0, 12.984375)","(14.0, 27.0, 24.065217391304348)","(5.0, 6.6, 6.42)","(4.4, 5.2, 4.975)"
09-01-2023 11:57:49.945924,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.2062500000000003)","(10.0, 17.5, 16.7)","(6.0, 9.4, 9.08235294117647)","(9.0, 13.0, 12.984375)","(14.0, 27.0, 24.272727272727273)","(5.0, 6.6, 6.42)","(4.4, 5.1, 4.975)"
09-01-2023 11:57:51.065351,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.2062500000000003)","(10.0, 17.5, 16.7)","(6.0, 9.4, 9.08235294117647)","(9.0, 13.0, 12.984375)","(14.0, 27.0, 24.272727272727273)","(5.0, 6.6, 6.42)","(4.4, 5.1, 4.975)"
09-01-2023 11:57:52.136219,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.2062500000000003)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.08235294117647)","(9.0, 13.0, 12.984375)","(14.0, 27.0, 24.75)","(5.0, 6.6, 6.42)","(4.4, 5.1, 5.015384615384615)"
09-01-2023 11:57:53.226505,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.2062500000000003)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.08235294117647)","(9.0, 13.0, 12.984375)","(14.0, 27.0, 24.613636363636363)","(5.0, 6.6, 6.42)","(4.4, 5.2, 4.975)"
09-01-2023 11:57:54.337856,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.2062500000000003)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.154545454545454)","(9.0, 13.0, 12.984375)","(14.0, 27.0, 24.613636363636363)","(5.0, 6.6, 6.42)","(4.4, 5.2, 4.975)"
09-01-2023 11:57:55.459062,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.2062500000000003)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.154545454545454)","(9.0, 13.0, 12.984375)","(14.0, 27.0, 24.613636363636363)","(5.0, 6.6, 6.42)","(4.4, 5.1, 4.975)"
09-01-2023 11:57:56.557230,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.2062500000000003)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.154545454545454)","(9.0, 13.0, 12.984375)","(14.0, 27.0, 24.857142857142858)","(5.0, 6.6, 6.42)","(4.4, 5.1, 4.975)"
09-01-2023 11:57:57.673025,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.2770408163265303)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.154545454545454)","(9.0, 13.0, 12.984375)","(14.0, 27.0, 25.75)","(5.0, 6.6, 6.409411764705883)","(4.4, 5.1, 5.015384615384615)"
09-01-2023 11:57:58.750704,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.27680412371134)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.154545454545454)","(9.0, 13.0, 12.984375)","(14.0, 27.0, 28.8)","(5.0, 6.6, 6.409411764705883)","(4.4, 5.2, 5.015384615384615)"
09-01-2023 11:57:59.778157,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.2062500000000003)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.112)","(9.0, 13.0, 12.984375)","(14.0, 30.0, 30.75)","(5.0, 6.6, 6.409411764705883)","(4.4, 5.2, 4.9)"
09-01-2023 11:58:00.868568,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.205)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.154545454545454)","(9.0, 13.0, 12.984375)","(14.0, 32.0, 30.75)","(5.0, 6.6, 6.409411764705883)","(4.4, 5.2, 4.9125)"
09-01-2023 11:58:01.882789,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.2723300970873783)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.0625)","(9.0, 13.0, 12.984375)","(14.0, 32.0, 30.75)","(5.0, 6.6, 6.409411764705883)","(4.4, 5.1, 4.881818181818182)"
09-01-2023 11:58:02.934752,"(13.0, 24.0, 20.595238095238095)","(2.9, 3.3, 3.2725961538461537)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.142857142857144)","(9.0, 13.0, 12.985507246376812)","(14.0, 32.0, 30.333333333333332)","(5.0, 6.6, 6.415909090909091)","(4.4, 5.1, 4.915384615384615)"
09-01-2023 11:58:04.026275,"(13.0, 24.0, 21.25)","(2.9, 3.3, 3.26697247706422)","(10.0, 17.5, 16.833333333333332)","(6.0, 9.4, 9.100000000000001)","(9.0, 13.0, 12.985507246376812)","(14.0, 32.0, 30.333333333333332)","(5.0, 6.6, 6.227586206896552)","(4.4, 5.1, 4.942857142857143)"
