,Sirius Lulu,Little Joe,Charlotte Dream,Winlock Lad,Indigo,Pick Up Gus,Baby Magic,Tara Swift
11-01-2023 15:46:18.692764,"(6.5, 11.5, 8.766666666666667)","(10.0, 23.0, 15.0)","(3.8, 5.6, 4.6375)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.3)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 140.0, 47.55555555555556)"
11-01-2023 15:46:20.086016,"(6.5, 11.5, 8.766666666666667)","(10.0, 23.0, 15.0)","(3.8, 5.6, 4.6375)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.3)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 140.0, 47.55555555555556)"
11-01-2023 15:46:21.491224,"(6.5, 11.5, 8.766666666666667)","(10.0, 23.0, 15.0)","(3.8, 5.6, 4.6375)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.3)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 140.0, 49.0)"
11-01-2023 15:46:22.819528,"(6.5, 11.5, 8.766666666666667)","(10.0, 23.0, 15.0)","(3.8, 5.6, 4.6375)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.3)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 140.0, 49.0)"
11-01-2023 15:46:24.207924,"(6.5, 11.5, 8.766666666666667)","(10.0, 23.0, 15.0)","(3.8, 5.6, 4.6375)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.3)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 140.0, 49.0)"
11-01-2023 15:46:25.527810,"(6.5, 11.5, 8.633333333333333)","(10.0, 23.0, 15.0)","(3.8, 5.6, 4.8999999999999995)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.444444444444445)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 140.0, 47.55555555555556)"
11-01-2023 15:46:26.807559,"(6.5, 11.5, 9.780000000000001)","(10.0, 23.0, 15.0)","(3.8, 5.6, 4.963636363636363)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.444444444444445)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 140.0, 88.0)"
11-01-2023 15:46:28.067521,"(6.5, 11.5, 9.780000000000001)","(10.0, 23.0, 15.0)","(3.8, 5.6, 4.963636363636363)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.444444444444445)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 140.0, 88.0)"
11-01-2023 15:46:29.350739,"(6.5, 11.5, 9.780000000000001)","(10.0, 23.0, 15.0)","(3.8, 5.6, 4.963636363636363)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.444444444444445)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 140.0, 88.0)"
11-01-2023 15:46:30.866338,"(6.5, 11.5, 9.780000000000001)","(10.0, 23.0, 15.0)","(3.8, 5.6, 4.963636363636363)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.444444444444445)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 140.0, 56.8)"
11-01-2023 15:46:32.248103,"(6.5, 11.5, 9.780000000000001)","(10.0, 23.0, 15.0)","(3.8, 5.6, 4.725)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.444444444444445)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 140.0, 62.0)"
11-01-2023 15:46:33.721842,"(6.5, 11.5, 9.780000000000001)","(10.0, 23.0, 15.0)","(3.8, 5.6, 4.725)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.444444444444445)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 140.0, 62.0)"
11-01-2023 15:46:35.158787,"(6.5, 11.5, 9.780000000000001)","(10.0, 23.0, 15.0)","(3.8, 5.6, 4.725)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.444444444444445)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 140.0, 64.0)"
11-01-2023 15:46:36.806841,"(6.5, 11.5, 9.780000000000001)","(10.0, 23.0, 15.0)","(3.8, 5.6, 4.725)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.444444444444445)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 120.0, 48.0)"
11-01-2023 15:46:38.760316,"(6.5, 11.5, 9.780000000000001)","(10.0, 23.0, 15.0)","(3.8, 5.6, 4.779999999999999)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.444444444444445)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 120.0, 48.0)"
11-01-2023 15:46:40.214101,"(6.5, 11.5, 9.780000000000001)","(10.0, 23.0, 15.0)","(3.8, 5.5, 4.779999999999999)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.444444444444445)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 120.0, 48.0)"
11-01-2023 15:46:41.555871,"(6.5, 11.5, 9.780000000000001)","(10.0, 23.0, 13.8)","(3.8, 5.5, 4.779999999999999)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 120.0, 48.0)"
11-01-2023 15:46:42.779959,"(6.5, 11.5, 9.780000000000001)","(10.0, 23.0, 13.142857142857142)","(3.8, 5.5, 5.042857142857143)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 120.0, 43.23076923076923)"
11-01-2023 15:46:44.164107,"(6.5, 11.5, 9.780000000000001)","(10.0, 23.0, 13.25)","(3.8, 5.5, 5.042857142857143)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:46:45.514577,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 12.8125)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:46:46.829193,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 15.0)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:46:48.103786,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 13.6875)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:46:49.447170,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 13.6875)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:46:50.803114,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 13.6875)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:46:52.386763,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 13.6875)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:46:53.701063,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 13.6875)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:46:55.014635,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 16.458333333333332)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:46:56.358913,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 16.458333333333332)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:46:57.792347,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:46:59.129805,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:00.478010,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:01.913182,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:03.409798,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:04.928845,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:06.451506,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:08.533292,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:10.034099,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:11.768711,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 5.3999999999999995)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:13.190595,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.2, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:14.628259,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:16.055828,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:17.454221,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:18.897629,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:20.335403,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:21.675783,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:23.021204,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:24.378705,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:25.752839,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:27.542092,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:29.237838,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:30.902602,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:32.413639,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:33.961603,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:35.709496,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:37.195804,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:38.725118,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:40.147727,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 17.566666666666666)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:41.560588,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 14.125)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:42.951237,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 14.125)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:44.364716,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 14.125)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 43.23076923076923)"
11-01-2023 15:47:45.730065,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 14.125)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 47.75)"
11-01-2023 15:47:47.130068,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 14.125)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 130.0, 50.0)"
11-01-2023 15:47:48.528971,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 14.125)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.75)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 120.0, 50.0)"
11-01-2023 15:47:49.911893,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 14.125)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 120.0, 50.0)"
11-01-2023 15:47:51.254984,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 14.125)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 120.0, 44.4)"
11-01-2023 15:47:52.619870,"(6.5, 11.5, 9.780000000000001)","(10.0, 22.0, 14.125)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 120.0, 44.4)"
11-01-2023 15:47:53.996149,"(6.5, 11.5, 8.766666666666667)","(10.0, 22.0, 14.125)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 120.0, 42.46153846153846)"
11-01-2023 15:47:55.425556,"(6.5, 11.5, 8.766666666666667)","(10.0, 22.0, 14.125)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 120.0, 42.46153846153846)"
11-01-2023 15:47:56.790295,"(6.5, 11.5, 8.766666666666667)","(10.0, 22.0, 14.125)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.32)","(31.0, 120.0, 42.46153846153846)"
11-01-2023 15:47:58.212782,"(6.5, 11.5, 8.766666666666667)","(10.0, 22.0, 13.692307692307692)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.622222222222222)","(31.0, 120.0, 42.46153846153846)"
11-01-2023 15:47:59.612128,"(6.5, 11.5, 8.766666666666667)","(10.0, 22.0, 13.692307692307692)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.622222222222222)","(31.0, 120.0, 42.46153846153846)"
11-01-2023 15:48:00.912128,"(6.5, 11.5, 8.766666666666667)","(10.0, 22.0, 13.692307692307692)","(3.8, 5.5, 5.14)","(12.0, 26.0, 20.75)","(8.5, 23.0, 11.88888888888889)","(3.1, 3.35, 3.1208333333333336)","(4.0, 8.0, 7.622222222222222)","(31.0, 120.0, 42.46153846153846)"
11-01-2023 15:48:02.146812,"(6.5, 11.5, 8.766666666666667)","(10.0, 22.0, 16.0)","(3.8, 5.5, 5.2857142857142865)","(12.0, 26.0, 20.75)","(8.5, 23.0, 16.25)","(3.1, 3.35, 3.15)","(4.0, 8.0, 7.072727272727272)","(31.0, 120.0, 60.66666666666667)"
11-01-2023 15:48:03.515465,"(6.5, 11.0, 9.3)","(10.0, 21.0, 15.666666666666666)","(3.8, 5.4, 4.769230769230769)","(12.0, 26.0, 20.25)","(8.5, 22.0, 16.25)","(3.1, 3.3, 3.15)","(4.0, 8.0, 4.9750000000000005)","(31.0, 110.0, 41.333333333333336)"
11-01-2023 15:48:04.934540,"(6.5, 11.0, 9.266666666666667)","(10.0, 21.0, 15.666666666666666)","(3.8, 5.6, 5.0)","(12.0, 25.0, 20.25)","(8.5, 22.0, 16.25)","(3.1, 3.3, 3.15)","(4.0, 8.0, 4.9750000000000005)","(31.0, 100.0, 44.42857142857143)"
11-01-2023 15:48:06.347064,"(6.5, 11.0, 9.266666666666667)","(10.0, 21.0, 15.666666666666666)","(3.8, 5.3, 5.0)","(12.0, 25.0, 20.25)","(8.5, 22.0, 16.25)","(3.1, 3.3, 3.15)","(4.0, 8.0, 6.15)","(31.0, 95.0, 44.42857142857143)"
11-01-2023 15:48:07.695232,"(6.5, 11.0, 9.266666666666667)","(10.0, 21.0, 15.666666666666666)","(3.8, 5.3, 5.0)","(12.0, 25.0, 20.25)","(8.5, 22.0, 16.25)","(3.1, 3.3, 3.15)","(4.0, 7.6, 6.15)","(31.0, 95.0, 44.42857142857143)"
11-01-2023 15:48:08.896803,"(6.5, 11.0, 9.266666666666667)","(10.0, 21.0, 15.666666666666666)","(3.8, 5.3, 5.0)","(12.0, 25.0, 20.25)","(8.5, 22.0, 16.25)","(3.1, 3.3, 3.15)","(4.0, 7.6, 6.15)","(31.0, 95.0, 52.33333333333333)"
11-01-2023 15:48:10.072888,"(6.5, 11.0, 9.266666666666667)","(10.0, 21.0, 19.285714285714285)","(3.8, 5.3, 5.0)","(12.0, 25.0, 20.25)","(8.5, 22.0, 16.25)","(3.1, 3.3, 3.15)","(4.0, 7.6, 6.15)","(31.0, 85.0, 52.33333333333333)"
11-01-2023 15:48:11.394604,"(6.5, 11.0, 9.266666666666667)","(10.0, 22.0, 21.416666666666668)","(3.8, 5.3, 5.0)","(12.0, 25.0, 20.0)","(8.5, 22.0, 16.25)","(3.1, 3.3, 3.15)","(4.0, 7.6, 6.15)","(31.0, 85.0, 52.33333333333333)"
11-01-2023 15:48:12.713516,"(6.5, 11.0, 9.266666666666667)","(10.0, 21.0, 20.076923076923077)","(3.8, 5.3, 5.0)","(12.0, 25.0, 20.0)","(8.5, 22.0, 16.25)","(3.1, 3.3, 3.15)","(4.0, 7.6, 6.15)","(31.0, 85.0, 52.33333333333333)"
11-01-2023 15:48:14.132955,"(6.5, 11.0, 9.266666666666667)","(10.0, 21.0, 20.076923076923077)","(3.8, 5.3, 5.0)","(12.0, 25.0, 20.0)","(8.5, 22.0, 15.6)","(3.1, 3.3, 3.15)","(4.0, 7.6, 6.15)","(31.0, 85.0, 78.76470588235294)"
11-01-2023 15:48:15.440387,"(6.5, 11.0, 9.266666666666667)","(10.0, 21.0, 21.416666666666668)","(3.8, 5.3, 5.0)","(12.0, 25.0, 20.0)","(8.5, 22.0, 20.72)","(3.1, 3.3, 3.15)","(4.0, 7.6, 6.15)","(31.0, 85.0, 78.76470588235294)"
11-01-2023 15:48:16.897210,"(6.5, 11.0, 9.799999999999999)","(10.0, 22.0, 19.5)","(3.8, 5.3, 5.1)","(12.0, 25.0, 20.0)","(8.5, 22.0, 20.72)","(3.1, 3.3, 3.15)","(4.0, 7.6, 6.15)","(31.0, 85.0, 78.76470588235294)"
