,Fantastic Faith,Aston Presley,French Wish,Mo Slater,Orson Ruby
16-12-2022 11:47:39.057042,"(3.9, 5.6, 5.27)","(7.0, 13.0, 12.636363636363637)","(2.0, 2.2, 2.026)","(3.1, 5.6, 5.359999999999999)","(51.0, 370.0, 100.0)"
16-12-2022 11:47:39.924713,"(3.9, 5.6, 5.27)","(7.0, 13.0, 12.636363636363637)","(2.0, 2.2, 2.026)","(3.1, 5.6, 5.359999999999999)","(51.0, 370.0, 100.0)"
16-12-2022 11:47:40.811893,"(3.9, 5.6, 5.27)","(7.0, 13.0, 12.636363636363637)","(2.0, 2.2, 2.026)","(3.1, 5.6, 5.359999999999999)","(51.0, 370.0, 100.0)"
16-12-2022 11:47:41.714593,"(3.9, 5.6, 5.27)","(7.0, 13.0, 12.636363636363637)","(2.0, 2.2, 2.026)","(3.1, 5.6, 5.359999999999999)","(51.0, 370.0, 100.0)"
16-12-2022 11:47:42.624445,"(3.9, 5.6, 5.27)","(7.0, 13.0, 12.636363636363637)","(2.0, 2.2, 2.026)","(3.1, 5.6, 5.359999999999999)","(51.0, 370.0, 100.0)"
16-12-2022 11:47:43.492663,"(3.9, 5.6, 5.27)","(7.0, 13.0, 12.636363636363637)","(2.0, 2.2, 2.026)","(3.1, 5.6, 5.359999999999999)","(51.0, 370.0, 100.0)"
16-12-2022 11:47:44.325064,"(3.9, 5.6, 5.27)","(7.0, 13.0, 12.636363636363637)","(2.0, 2.2, 2.026)","(3.1, 5.6, 5.359999999999999)","(51.0, 370.0, 100.0)"
16-12-2022 11:47:45.345472,"(3.9, 5.6, 4.375)","(7.0, 13.0, 12.153846153846153)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 148.0)"
16-12-2022 11:47:46.277056,"(3.9, 5.5, 4.375)","(7.0, 13.5, 12.153846153846153)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:47:47.105792,"(3.9, 5.5, 4.3)","(7.0, 13.5, 12.153846153846153)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:47:48.061919,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.5, 12.153846153846153)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:47:49.057181,"(3.9, 5.5, 4.375)","(7.0, 13.5, 12.153846153846153)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:47:50.000225,"(3.9, 5.5, 4.375)","(7.0, 13.5, 12.153846153846153)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:47:50.844373,"(3.9, 5.5, 4.375)","(7.0, 13.5, 12.153846153846153)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:47:51.798104,"(3.9, 5.5, 4.375)","(7.0, 13.5, 12.153846153846153)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:47:52.762252,"(3.9, 5.5, 4.3)","(7.0, 13.5, 12.153846153846153)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:47:53.647910,"(3.9, 5.5, 4.3)","(7.0, 13.5, 12.153846153846153)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:47:54.466365,"(3.9, 5.5, 4.3)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:47:55.375127,"(3.9, 5.5, 4.57)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:47:56.336649,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:47:57.217926,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:47:58.151446,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:47:59.099768,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:48:00.101545,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:48:00.963431,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:48:01.946256,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:48:02.826436,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:48:03.754958,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:48:04.684177,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:48:05.547728,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 1.9935714285714285)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:48:06.466977,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 2.1506315789473684)","(3.1, 5.9, 4.996774193548387)","(51.0, 250.0, 216.0)"
16-12-2022 11:48:07.415176,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 2.01125)","(3.1, 5.9, 4.93448275862069)","(51.0, 250.0, 216.0)"
16-12-2022 11:48:08.319299,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 2.0675)","(3.1, 5.9, 4.93448275862069)","(51.0, 250.0, 216.0)"
16-12-2022 11:48:09.168803,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 2.0675)","(3.1, 5.9, 4.93448275862069)","(51.0, 250.0, 216.0)"
16-12-2022 11:48:10.044853,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 2.0675)","(3.1, 5.9, 4.93448275862069)","(51.0, 250.0, 216.0)"
16-12-2022 11:48:11.039224,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 2.0675)","(3.1, 5.9, 4.93448275862069)","(51.0, 250.0, 216.33333333333331)"
16-12-2022 11:48:12.028957,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 2.0675)","(3.1, 5.9, 4.93448275862069)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:12.954736,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.18, 2.0675)","(3.1, 5.9, 4.93448275862069)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:13.776630,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.22, 2.007857142857143)","(3.1, 5.9, 4.93448275862069)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:14.685891,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.22, 2.007857142857143)","(3.1, 5.9, 5.031034482758621)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:15.573784,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.22, 2.007857142857143)","(3.1, 5.9, 5.031034482758621)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:16.422941,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.22, 2.055)","(3.1, 5.9, 5.031034482758621)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:17.338049,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.22, 2.055)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:18.273283,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.22, 2.055)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:19.188252,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.22, 2.055)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:20.109098,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.22, 2.055)","(3.1, 5.9, 5.031034482758621)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:20.954250,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.22, 2.055)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:21.805719,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:22.757552,"(3.9, 5.5, 4.970588235294118)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:23.705930,"(3.9, 5.5, 4.66)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:24.547929,"(3.9, 5.5, 4.66)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:25.410305,"(3.9, 5.5, 4.66)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:26.351192,"(3.9, 5.5, 4.66)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:27.272968,"(3.9, 5.5, 4.66)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:28.209811,"(3.9, 5.5, 4.66)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:29.079838,"(3.9, 5.5, 4.66)","(7.0, 13.0, 11.923076923076923)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:29.970104,"(3.9, 5.5, 4.3)","(7.0, 13.0, 11.857142857142858)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:30.817962,"(3.9, 5.5, 4.3)","(7.0, 13.0, 11.857142857142858)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:31.657763,"(3.9, 5.5, 4.3)","(7.0, 13.0, 11.857142857142858)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:32.580713,"(3.9, 5.5, 5.05)","(7.0, 13.0, 11.857142857142858)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 227.55555555555554)"
16-12-2022 11:48:33.559720,"(3.9, 5.5, 5.05)","(7.0, 13.0, 11.857142857142858)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 216.33333333333331)"
16-12-2022 11:48:34.414050,"(3.9, 5.5, 5.05)","(7.0, 13.0, 11.857142857142858)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 216.66666666666669)"
16-12-2022 11:48:35.222181,"(3.9, 5.5, 5.05)","(7.0, 13.0, 11.857142857142858)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 216.66666666666669)"
16-12-2022 11:48:36.188568,"(3.9, 5.5, 5.05)","(7.0, 13.0, 11.857142857142858)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 216.66666666666669)"
16-12-2022 11:48:37.201525,"(3.9, 5.5, 5.05)","(7.0, 13.0, 11.857142857142858)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 216.66666666666669)"
16-12-2022 11:48:38.040099,"(3.9, 5.5, 5.05)","(7.0, 13.0, 11.857142857142858)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 216.66666666666669)"
16-12-2022 11:48:38.926647,"(3.9, 5.5, 5.05)","(7.0, 13.0, 11.857142857142858)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 216.66666666666669)"
16-12-2022 11:48:39.887080,"(3.9, 5.5, 5.05)","(7.0, 13.0, 11.857142857142858)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 227.77777777777777)"
16-12-2022 11:48:40.855395,"(3.9, 5.5, 4.66)","(7.0, 13.0, 11.857142857142858)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 200.0)"
16-12-2022 11:48:41.748470,"(3.9, 5.5, 4.66)","(7.0, 13.0, 11.857142857142858)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 200.0)"
16-12-2022 11:48:42.665264,"(3.9, 5.5, 4.66)","(7.0, 13.0, 11.857142857142858)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 200.0)"
16-12-2022 11:48:43.668624,"(3.9, 5.5, 4.66)","(7.0, 13.0, 11.857142857142858)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 5.0346153846153845)","(51.0, 250.0, 200.0)"
16-12-2022 11:48:44.724974,"(3.9, 5.5, 4.66)","(7.0, 13.0, 12.8)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 4.906451612903226)","(51.0, 250.0, 148.0)"
16-12-2022 11:48:45.628188,"(3.9, 5.5, 4.66)","(7.0, 14.0, 13.454545454545453)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 4.906451612903226)","(51.0, 250.0, 148.0)"
16-12-2022 11:48:46.562577,"(3.9, 5.5, 4.66)","(7.0, 14.0, 13.454545454545453)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 4.906451612903226)","(51.0, 250.0, 148.0)"
16-12-2022 11:48:47.574498,"(3.9, 5.5, 4.66)","(7.0, 14.0, 13.454545454545453)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 4.906451612903226)","(51.0, 250.0, 148.0)"
16-12-2022 11:48:48.484753,"(3.9, 5.5, 4.66)","(7.0, 14.0, 13.454545454545453)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 4.906451612903226)","(51.0, 250.0, 148.0)"
16-12-2022 11:48:49.355195,"(3.9, 5.5, 4.66)","(7.0, 14.0, 13.454545454545453)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 4.906451612903226)","(51.0, 250.0, 148.0)"
16-12-2022 11:48:50.260684,"(3.9, 5.5, 5.190625)","(7.0, 14.0, 13.25)","(2.0, 2.22, 2.0745454545454547)","(3.1, 5.9, 4.917857142857143)","(51.0, 250.0, 148.0)"
16-12-2022 11:48:51.212041,"(3.9, 5.5, 4.3)","(7.0, 14.0, 13.25)","(2.0, 2.22, 2.065)","(3.1, 5.9, 4.917857142857143)","(51.0, 250.0, 148.0)"
16-12-2022 11:48:52.069671,"(3.9, 5.5, 4.3)","(7.0, 14.0, 13.25)","(2.0, 2.22, 2.065)","(3.1, 5.9, 4.938461538461539)","(51.0, 250.0, 148.0)"
16-12-2022 11:48:52.953537,"(3.9, 5.5, 4.3)","(7.0, 14.0, 13.25)","(2.0, 2.22, 2.065)","(3.1, 5.9, 4.938461538461539)","(51.0, 250.0, 148.0)"
16-12-2022 11:48:53.848002,"(3.9, 5.5, 4.3)","(7.0, 14.0, 13.25)","(2.0, 2.22, 2.065)","(3.1, 5.9, 4.938461538461539)","(51.0, 250.0, 148.0)"
16-12-2022 11:48:54.744939,"(3.9, 5.5, 4.3)","(7.0, 14.0, 13.25)","(2.0, 2.22, 2.065)","(3.1, 5.9, 4.938461538461539)","(51.0, 250.0, 148.0)"
16-12-2022 11:48:55.567526,"(3.9, 5.5, 4.3)","(7.0, 14.0, 13.25)","(2.0, 2.22, 2.065)","(3.1, 5.9, 4.938461538461539)","(51.0, 250.0, 148.0)"
16-12-2022 11:48:56.430995,"(3.9, 5.5, 4.3)","(7.0, 14.0, 13.25)","(2.0, 2.22, 2.065)","(3.1, 5.9, 4.938461538461539)","(51.0, 250.0, 148.0)"
16-12-2022 11:48:57.394073,"(3.9, 5.5, 4.3)","(7.0, 14.0, 13.25)","(2.0, 2.22, 2.065)","(3.1, 5.9, 4.938461538461539)","(51.0, 250.0, 148.0)"
16-12-2022 11:48:58.260697,"(3.9, 5.5, 4.3)","(7.0, 14.0, 13.25)","(2.0, 2.22, 2.065)","(3.1, 5.9, 4.938461538461539)","(51.0, 250.0, 148.0)"
16-12-2022 11:48:59.075331,"(3.9, 5.5, 4.3)","(7.0, 14.0, 13.454545454545453)","(2.0, 2.22, 2.013333333333333)","(3.1, 5.9, 4.923809523809524)","(51.0, 250.0, 148.0)"
16-12-2022 11:48:59.981787,"(3.9, 5.5, 4.3)","(7.0, 14.0, 13.454545454545453)","(2.0, 2.22, 2.013333333333333)","(3.1, 5.9, 4.923809523809524)","(51.0, 250.0, 148.0)"
16-12-2022 11:49:00.977177,"(3.9, 5.5, 4.3)","(7.0, 14.0, 13.454545454545453)","(2.0, 2.22, 2.013333333333333)","(3.1, 5.9, 4.923809523809524)","(51.0, 250.0, 224.5)"
16-12-2022 11:49:02.121007,"(3.9, 5.5, 4.375)","(7.0, 14.0, 13.454545454545453)","(2.0, 2.22, 2.013333333333333)","(3.1, 5.9, 4.923809523809524)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:03.014990,"(3.9, 5.5, 4.66)","(7.0, 14.0, 12.333333333333334)","(2.0, 2.22, 2.013333333333333)","(3.1, 5.9, 4.923809523809524)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:03.945197,"(3.9, 5.5, 4.66)","(7.0, 14.0, 12.333333333333334)","(2.0, 2.22, 2.013333333333333)","(3.1, 5.5, 4.985714285714286)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:04.922137,"(3.9, 5.5, 4.66)","(7.0, 14.0, 13.666666666666666)","(2.0, 2.22, 2.013333333333333)","(3.1, 5.5, 4.95)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:05.829122,"(3.9, 5.5, 4.66)","(7.0, 14.0, 13.583333333333334)","(2.0, 2.22, 2.013333333333333)","(3.1, 5.5, 4.95)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:06.806848,"(3.9, 5.5, 4.66)","(7.0, 14.0, 13.642857142857142)","(2.0, 2.22, 2.062105263157895)","(3.1, 5.5, 5.1000000000000005)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:07.831387,"(3.9, 5.5, 4.5)","(7.0, 14.0, 13.642857142857142)","(2.0, 2.22, 2.062105263157895)","(3.1, 5.5, 5.1000000000000005)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:08.754511,"(3.9, 5.4, 4.4)","(7.0, 14.0, 13.642857142857142)","(2.0, 2.22, 2.062105263157895)","(3.1, 5.5, 5.1000000000000005)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:10.275817,"(3.9, 5.4, 4.569565217391304)","(7.0, 14.0, 13.642857142857142)","(2.0, 2.22, 2.005714285714286)","(3.1, 5.5, 5.1000000000000005)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:11.698015,"(3.9, 5.3, 4.794444444444444)","(7.0, 14.0, 13.642857142857142)","(2.0, 2.22, 2.005714285714286)","(3.1, 5.5, 5.1000000000000005)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:12.854473,"(3.9, 5.3, 4.794444444444444)","(7.0, 14.0, 13.642857142857142)","(2.0, 2.22, 1.9584090909090908)","(3.1, 5.5, 5.1000000000000005)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:13.872699,"(3.9, 5.3, 4.986206896551724)","(7.0, 14.0, 13.642857142857142)","(2.0, 2.18, 1.9584090909090908)","(3.1, 5.5, 5.114285714285715)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:14.972460,"(3.9, 5.3, 4.986206896551724)","(7.0, 14.0, 13.642857142857142)","(2.0, 2.18, 1.9725925925925925)","(3.1, 5.5, 5.114285714285715)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:16.098738,"(3.9, 5.3, 4.986206896551724)","(7.0, 14.0, 13.642857142857142)","(2.0, 2.16, 1.9373809523809524)","(3.1, 5.5, 5.127272727272728)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:17.003341,"(3.9, 5.3, 4.986206896551724)","(7.0, 14.0, 13.642857142857142)","(2.0, 2.14, 1.9373809523809524)","(3.1, 5.4, 5.127272727272728)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:17.979476,"(3.9, 5.3, 4.986206896551724)","(7.0, 14.0, 13.642857142857142)","(2.0, 2.12, 1.9914285714285713)","(3.1, 5.4, 5.127272727272728)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:19.014521,"(3.9, 5.3, 4.986206896551724)","(7.0, 14.0, 13.642857142857142)","(2.0, 2.12, 1.9654545454545453)","(3.1, 5.4, 5.127272727272728)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:20.161331,"(3.9, 5.3, 4.74)","(7.0, 14.0, 13.333333333333334)","(2.0, 2.12, 1.995)","(3.1, 5.4, 5.127272727272728)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:21.216870,"(3.9, 5.3, 4.74)","(7.0, 14.0, 13.555555555555555)","(2.0, 2.1, 1.995)","(3.1, 5.4, 5.127272727272728)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:22.238998,"(3.9, 5.3, 4.972727272727273)","(7.0, 14.0, 13.555555555555555)","(2.0, 2.1, 2.0678)","(3.1, 5.4, 5.066666666666667)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:23.300499,"(3.9, 5.3, 4.972727272727273)","(7.0, 14.0, 13.555555555555555)","(2.0, 2.1, 2.0678)","(3.1, 5.4, 5.066666666666667)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:24.423514,"(3.9, 5.3, 4.972727272727273)","(7.0, 14.0, 13.555555555555555)","(2.0, 2.1, 1.9276190476190476)","(3.1, 5.4, 5.066666666666667)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:25.417319,"(3.9, 5.3, 4.8875)","(7.0, 14.0, 13.666666666666666)","(2.0, 2.08, 1.9276190476190476)","(3.1, 5.4, 5.066666666666667)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:26.432137,"(3.9, 5.3, 4.8875)","(7.0, 14.0, 13.666666666666666)","(2.0, 2.08, 1.9276190476190476)","(3.1, 5.4, 5.066666666666667)","(51.0, 250.0, 183.33333333333334)"
16-12-2022 11:49:27.488547,"(3.9, 5.3, 4.8875)","(7.0, 14.0, 13.666666666666666)","(2.0, 2.08, 1.9276190476190476)","(3.1, 5.4, 5.066666666666667)","(51.0, 250.0, 201.25)"
16-12-2022 11:49:28.501875,"(3.9, 5.3, 4.8875)","(7.0, 14.0, 13.666666666666666)","(2.0, 2.08, 1.9276190476190476)","(3.1, 5.4, 5.066666666666667)","(51.0, 250.0, 201.25)"
16-12-2022 11:49:29.528286,"(3.9, 5.3, 4.8875)","(7.0, 14.0, 13.666666666666666)","(2.0, 2.08, 1.9819354838709677)","(3.1, 5.4, 5.131578947368421)","(51.0, 250.0, 201.25)"
16-12-2022 11:49:30.529196,"(3.9, 5.3, 4.8875)","(7.0, 14.0, 13.666666666666666)","(2.0, 2.08, 1.9428571428571428)","(3.1, 5.5, 5.131578947368421)","(51.0, 250.0, 201.25)"
16-12-2022 11:49:31.604970,"(3.9, 5.3, 4.8875)","(7.0, 14.0, 13.666666666666666)","(2.0, 2.08, 1.9428571428571428)","(3.1, 5.5, 5.131578947368421)","(51.0, 250.0, 201.25)"
16-12-2022 11:49:32.667423,"(3.9, 5.3, 4.8875)","(7.0, 14.0, 13.666666666666666)","(2.0, 2.08, 1.9428571428571428)","(3.1, 5.5, 5.131578947368421)","(51.0, 250.0, 201.25)"
16-12-2022 11:49:33.716125,"(3.9, 5.3, 4.8875)","(7.0, 14.0, 13.666666666666666)","(2.0, 2.08, 1.9533333333333334)","(3.1, 5.5, 5.178571428571429)","(51.0, 250.0, 201.25)"
16-12-2022 11:49:34.777982,"(3.9, 5.3, 4.8875)","(7.0, 14.0, 13.666666666666666)","(2.0, 2.08, 1.9533333333333334)","(3.1, 5.5, 5.178571428571429)","(51.0, 250.0, 201.25)"
