,Bellicose,Dinnys A Suspect,Jimmy Neutron,Skilled Artist,Anthropica,Courtingrock,Kaique,Russian Warrior,Stellar
12-01-2023 17:22:48.993038,"(12.0, 21.0, 18.46153846153846)","(16.0, 25.0, 21.266666666666666)","(7.0, 13.0, 11.833333333333334)","(15.0, 28.0, 27.57142857142857)","(7.5, 14.0, 13.25)","(61.0, 180.0, 126.66666666666667)","(31.0, 60.0, 54.0)","(1.3, 1.45, 1.4366666666666665)","(101.0, 210.0, 192.0)"
12-01-2023 17:22:50.195598,"(12.0, 21.0, 18.46153846153846)","(16.0, 25.0, 21.266666666666666)","(7.0, 13.0, 11.810344827586206)","(15.0, 28.0, 27.57142857142857)","(7.5, 14.0, 13.25)","(61.0, 180.0, 126.66666666666667)","(31.0, 60.0, 54.0)","(1.3, 1.45, 1.4366666666666665)","(101.0, 210.0, 192.0)"
12-01-2023 17:22:51.394382,"(12.0, 21.0, 18.46153846153846)","(16.0, 25.0, 21.266666666666666)","(7.0, 13.0, 11.810344827586206)","(15.0, 28.0, 27.57142857142857)","(7.5, 14.0, 13.25)","(61.0, 180.0, 126.66666666666667)","(31.0, 60.0, 54.0)","(1.3, 1.45, 1.4366666666666665)","(101.0, 210.0, 192.0)"
12-01-2023 17:22:52.606209,"(12.0, 21.0, 18.46153846153846)","(16.0, 25.0, 21.266666666666666)","(7.0, 13.0, 11.846153846153847)","(15.0, 28.0, 27.0)","(7.5, 14.0, 13.75)","(61.0, 180.0, 126.66666666666667)","(31.0, 60.0, 55.333333333333336)","(1.3, 1.45, 1.4222272727272727)","(101.0, 210.0, 192.0)"
12-01-2023 17:22:53.765326,"(12.0, 21.0, 19.09090909090909)","(16.0, 25.0, 22.214285714285715)","(7.0, 13.0, 12.645833333333334)","(15.0, 29.0, 27.8)","(7.5, 14.5, 13.9)","(61.0, 180.0, 126.66666666666667)","(31.0, 60.0, 55.333333333333336)","(1.3, 1.43, 1.4214117647058824)","(101.0, 210.0, 195.0)"
12-01-2023 17:22:54.886009,"(12.0, 21.0, 18.934782608695652)","(16.0, 25.0, 22.176470588235293)","(7.0, 13.0, 12.291666666666666)","(15.0, 29.0, 28.0)","(7.5, 14.5, 13.75)","(61.0, 180.0, 126.66666666666667)","(31.0, 60.0, 55.333333333333336)","(1.3, 1.43, 1.4205806451612903)","(101.0, 210.0, 192.0)"
12-01-2023 17:22:55.970606,"(12.0, 21.0, 19.043478260869566)","(16.0, 25.0, 21.8)","(7.0, 13.0, 12.210526315789474)","(15.0, 30.0, 28.0)","(7.5, 14.5, 13.083333333333334)","(61.0, 180.0, 140.0)","(31.0, 60.0, 58.0)","(1.3, 1.43, 1.4361538461538461)","(101.0, 210.0, 147.5)"
12-01-2023 17:22:57.219193,"(12.0, 21.0, 19.363636363636363)","(16.0, 25.0, 20.714285714285715)","(7.0, 13.0, 12.5)","(15.0, 32.0, 36.0)","(7.5, 16.0, 12.88888888888889)","(61.0, 180.0, 140.0)","(31.0, 85.0, 55.75)","(1.3, 1.45, 1.4414285714285713)","(101.0, 230.0, 147.5)"
12-01-2023 17:22:58.392240,"(12.0, 21.0, 19.363636363636363)","(16.0, 25.0, 20.714285714285715)","(7.0, 13.0, 12.5)","(15.0, 42.0, 36.0)","(7.5, 16.0, 12.88888888888889)","(61.0, 180.0, 140.0)","(31.0, 85.0, 55.75)","(1.3, 1.45, 1.4414285714285713)","(101.0, 230.0, 147.5)"
12-01-2023 17:22:59.585614,"(12.0, 21.0, 19.363636363636363)","(16.0, 25.0, 20.714285714285715)","(7.0, 13.0, 12.5)","(15.0, 42.0, 36.0)","(7.5, 16.0, 12.791666666666666)","(61.0, 180.0, 140.0)","(31.0, 85.0, 55.75)","(1.3, 1.45, 1.4414285714285713)","(101.0, 230.0, 147.5)"
12-01-2023 17:23:00.612587,"(12.0, 21.0, 19.363636363636363)","(16.0, 25.0, 20.714285714285715)","(7.0, 13.0, 12.5)","(15.0, 42.0, 36.0)","(7.5, 16.0, 12.791666666666666)","(61.0, 180.0, 140.0)","(31.0, 85.0, 55.75)","(1.3, 1.45, 1.4414285714285713)","(101.0, 230.0, 147.5)"
12-01-2023 17:23:01.728709,"(12.0, 21.0, 19.363636363636363)","(16.0, 25.0, 20.714285714285715)","(7.0, 13.0, 12.5)","(15.0, 42.0, 36.0)","(7.5, 16.0, 12.791666666666666)","(61.0, 180.0, 140.0)","(31.0, 85.0, 61.6)","(1.3, 1.45, 1.4414285714285713)","(101.0, 230.0, 159.41176470588235)"
12-01-2023 17:23:02.933347,"(12.0, 21.0, 19.363636363636363)","(16.0, 25.0, 20.714285714285715)","(7.0, 13.0, 12.5)","(15.0, 42.0, 36.0)","(7.5, 16.0, 12.791666666666666)","(61.0, 180.0, 140.0)","(31.0, 85.0, 61.6)","(1.3, 1.45, 1.4414285714285713)","(101.0, 230.0, 159.41176470588235)"
12-01-2023 17:23:04.195419,"(12.0, 21.0, 19.363636363636363)","(16.0, 25.0, 20.714285714285715)","(7.0, 13.0, 12.571428571428571)","(15.0, 42.0, 30.75)","(7.5, 16.0, 12.791666666666666)","(61.0, 180.0, 140.0)","(31.0, 85.0, 61.6)","(1.3, 1.45, 1.4414285714285713)","(101.0, 230.0, 159.41176470588235)"
12-01-2023 17:23:05.373826,"(12.0, 21.0, 19.363636363636363)","(16.0, 25.0, 20.714285714285715)","(7.0, 13.0, 12.571428571428571)","(15.0, 42.0, 30.75)","(7.5, 16.0, 12.791666666666666)","(61.0, 180.0, 140.0)","(31.0, 85.0, 61.6)","(1.3, 1.45, 1.44)","(101.0, 230.0, 159.41176470588235)"
12-01-2023 17:23:06.498790,"(12.0, 21.0, 19.363636363636363)","(16.0, 25.0, 20.714285714285715)","(7.0, 13.0, 12.571428571428571)","(15.0, 42.0, 30.75)","(7.5, 16.0, 12.791666666666666)","(61.0, 180.0, 140.0)","(31.0, 85.0, 61.6)","(1.3, 1.45, 1.444)","(101.0, 230.0, 159.41176470588235)"
12-01-2023 17:23:07.634386,"(12.0, 21.0, 19.363636363636363)","(16.0, 25.0, 20.714285714285715)","(7.0, 13.0, 12.571428571428571)","(15.0, 42.0, 30.75)","(7.5, 16.0, 12.791666666666666)","(61.0, 180.0, 140.0)","(31.0, 85.0, 61.6)","(1.3, 1.45, 1.444)","(101.0, 230.0, 159.41176470588235)"
12-01-2023 17:23:08.761585,"(12.0, 21.0, 19.75)","(16.0, 25.0, 20.714285714285715)","(7.0, 13.0, 12.571428571428571)","(15.0, 42.0, 30.75)","(7.5, 16.0, 12.791666666666666)","(61.0, 180.0, 140.0)","(31.0, 85.0, 61.6)","(1.3, 1.45, 1.4225925925925926)","(101.0, 230.0, 159.41176470588235)"
12-01-2023 17:23:10.144259,"(12.0, 21.0, 19.846153846153847)","(16.0, 25.0, 19.428571428571427)","(7.0, 13.0, 12.571428571428571)","(15.0, 42.0, 30.75)","(7.5, 16.0, 12.791666666666666)","(61.0, 180.0, 140.0)","(31.0, 85.0, 61.6)","(1.3, 1.45, 1.444)","(101.0, 230.0, 161.25)"
12-01-2023 17:23:11.248316,"(12.0, 21.0, 19.846153846153847)","(16.0, 25.0, 19.428571428571427)","(7.0, 13.0, 12.571428571428571)","(15.0, 42.0, 30.75)","(7.5, 16.0, 12.791666666666666)","(61.0, 180.0, 112.22222222222223)","(31.0, 85.0, 66.92307692307692)","(1.3, 1.45, 1.444)","(101.0, 230.0, 194.28571428571428)"
12-01-2023 17:23:12.410565,"(12.0, 21.0, 19.846153846153847)","(16.0, 25.0, 21.1)","(7.0, 13.0, 12.571428571428571)","(15.0, 42.0, 30.75)","(7.5, 16.0, 12.791666666666666)","(61.0, 210.0, 112.22222222222223)","(31.0, 80.0, 66.92307692307692)","(1.3, 1.45, 1.444)","(101.0, 220.0, 194.28571428571428)"
12-01-2023 17:23:13.667005,"(12.0, 21.0, 19.846153846153847)","(16.0, 25.0, 21.1)","(7.0, 13.0, 12.571428571428571)","(15.0, 42.0, 30.75)","(7.5, 16.0, 12.791666666666666)","(61.0, 210.0, 112.22222222222223)","(31.0, 80.0, 66.92307692307692)","(1.3, 1.45, 1.444)","(101.0, 220.0, 194.28571428571428)"
12-01-2023 17:23:14.768743,"(12.0, 21.0, 19.846153846153847)","(16.0, 25.0, 21.1)","(7.0, 13.0, 12.363636363636363)","(15.0, 42.0, 30.75)","(7.5, 16.0, 12.791666666666666)","(61.0, 210.0, 130.0)","(31.0, 80.0, 66.92307692307692)","(1.3, 1.45, 1.444)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:15.840937,"(12.0, 21.0, 19.846153846153847)","(16.0, 25.0, 21.1)","(7.0, 13.0, 12.045454545454545)","(15.0, 42.0, 30.75)","(7.5, 16.0, 12.791666666666666)","(61.0, 210.0, 147.14285714285714)","(31.0, 80.0, 66.92307692307692)","(1.3, 1.45, 1.444)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:16.971583,"(12.0, 21.0, 19.846153846153847)","(16.0, 25.0, 19.428571428571427)","(7.0, 13.0, 12.045454545454545)","(15.0, 42.0, 32.666666666666664)","(7.5, 16.0, 12.791666666666666)","(61.0, 210.0, 147.14285714285714)","(31.0, 80.0, 66.92307692307692)","(1.3, 1.45, 1.4275)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:18.042310,"(12.0, 21.0, 19.846153846153847)","(16.0, 24.0, 21.25)","(7.0, 13.0, 12.045454545454545)","(15.0, 42.0, 36.4)","(7.5, 16.0, 12.791666666666666)","(61.0, 210.0, 147.14285714285714)","(31.0, 80.0, 66.92307692307692)","(1.3, 1.45, 1.4275)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:19.161068,"(12.0, 21.0, 19.846153846153847)","(16.0, 24.0, 21.25)","(7.0, 13.0, 12.045454545454545)","(15.0, 42.0, 36.4)","(7.5, 16.0, 12.791666666666666)","(61.0, 210.0, 147.14285714285714)","(31.0, 80.0, 66.92307692307692)","(1.3, 1.45, 1.4275)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:20.251126,"(12.0, 21.0, 19.846153846153847)","(16.0, 24.0, 21.25)","(7.0, 13.0, 12.045454545454545)","(15.0, 42.0, 36.4)","(7.5, 16.0, 12.791666666666666)","(61.0, 210.0, 147.14285714285714)","(31.0, 80.0, 66.92307692307692)","(1.3, 1.45, 1.4275)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:21.344177,"(12.0, 21.0, 17.791666666666668)","(16.0, 24.0, 21.25)","(7.0, 13.0, 12.045454545454545)","(15.0, 42.0, 37.69230769230769)","(7.5, 16.0, 12.791666666666666)","(61.0, 210.0, 147.14285714285714)","(31.0, 80.0, 66.92307692307692)","(1.3, 1.45, 1.4452631578947368)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:22.502471,"(12.0, 21.0, 17.791666666666668)","(16.0, 24.0, 21.25)","(7.0, 13.0, 11.90625)","(15.0, 42.0, 37.69230769230769)","(7.5, 16.0, 12.791666666666666)","(61.0, 210.0, 147.14285714285714)","(31.0, 80.0, 66.92307692307692)","(1.3, 1.45, 1.4452631578947368)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:23.543458,"(12.0, 21.0, 17.791666666666668)","(16.0, 24.0, 21.25)","(7.0, 13.0, 12.125)","(15.0, 42.0, 37.69230769230769)","(7.5, 16.0, 12.791666666666666)","(61.0, 210.0, 147.14285714285714)","(31.0, 80.0, 66.92307692307692)","(1.3, 1.45, 1.4452631578947368)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:24.628760,"(12.0, 21.0, 17.791666666666668)","(16.0, 24.0, 21.25)","(7.0, 13.0, 12.125)","(15.0, 42.0, 37.69230769230769)","(7.5, 16.0, 12.791666666666666)","(61.0, 210.0, 147.14285714285714)","(31.0, 80.0, 66.92307692307692)","(1.3, 1.45, 1.4452631578947368)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:25.762147,"(12.0, 21.0, 17.791666666666668)","(16.0, 24.0, 21.25)","(7.0, 13.0, 12.125)","(15.0, 42.0, 37.69230769230769)","(7.5, 16.0, 12.791666666666666)","(61.0, 210.0, 147.14285714285714)","(31.0, 80.0, 66.92307692307692)","(1.3, 1.45, 1.4452631578947368)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:26.978386,"(12.0, 21.0, 17.791666666666668)","(16.0, 24.0, 21.25)","(7.0, 13.0, 12.125)","(15.0, 42.0, 37.69230769230769)","(7.5, 16.0, 12.791666666666666)","(61.0, 210.0, 147.14285714285714)","(31.0, 80.0, 66.92307692307692)","(1.3, 1.45, 1.4449999999999998)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:28.055012,"(12.0, 21.0, 17.791666666666668)","(16.0, 24.0, 21.25)","(7.0, 13.0, 11.653846153846153)","(15.0, 42.0, 37.69230769230769)","(7.5, 16.0, 12.791666666666666)","(61.0, 210.0, 148.46153846153845)","(31.0, 80.0, 66.92307692307692)","(1.3, 1.45, 1.4449999999999998)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:29.183307,"(12.0, 21.0, 17.791666666666668)","(16.0, 24.0, 21.25)","(7.0, 13.0, 11.653846153846153)","(15.0, 42.0, 35.875)","(7.5, 16.0, 12.791666666666666)","(61.0, 210.0, 148.46153846153845)","(31.0, 80.0, 66.92307692307692)","(1.3, 1.45, 1.4449999999999998)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:30.610905,"(12.0, 21.0, 17.791666666666668)","(16.0, 24.0, 23.142857142857142)","(7.0, 13.0, 11.653846153846153)","(15.0, 42.0, 35.875)","(7.5, 16.0, 12.791666666666666)","(61.0, 210.0, 148.46153846153845)","(31.0, 80.0, 66.92307692307692)","(1.3, 1.45, 1.4375)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:31.814494,"(12.0, 21.0, 17.791666666666668)","(16.0, 24.0, 21.5)","(7.0, 13.0, 11.653846153846153)","(15.0, 42.0, 30.857142857142858)","(7.5, 16.0, 12.791666666666666)","(61.0, 210.0, 148.46153846153845)","(31.0, 80.0, 66.92307692307692)","(1.3, 1.45, 1.4416666666666667)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:33.068861,"(12.0, 21.0, 17.791666666666668)","(16.0, 25.0, 21.5)","(7.0, 13.0, 11.653846153846153)","(15.0, 42.0, 30.857142857142858)","(7.5, 16.0, 12.791666666666666)","(61.0, 210.0, 148.46153846153845)","(31.0, 80.0, 66.92307692307692)","(1.3, 1.45, 1.4416666666666667)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:34.380067,"(12.0, 21.0, 17.791666666666668)","(16.0, 25.0, 22.5)","(7.0, 13.0, 11.653846153846153)","(15.0, 42.0, 30.857142857142858)","(7.5, 16.0, 12.791666666666666)","(61.0, 210.0, 174.28571428571428)","(31.0, 80.0, 66.92307692307692)","(1.3, 1.45, 1.4416666666666667)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:35.585487,"(11.0, 21.0, 17.791666666666668)","(15.0, 24.0, 22.5)","(7.0, 13.0, 11.653846153846153)","(15.0, 42.0, 34.2)","(8.0, 16.0, 13.038461538461538)","(61.0, 200.0, 174.28571428571428)","(31.0, 80.0, 66.92307692307692)","(1.35, 1.45, 1.4416666666666667)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:36.736607,"(11.0, 21.0, 18.46153846153846)","(15.0, 24.0, 21.0)","(7.0, 13.0, 11.653846153846153)","(15.0, 42.0, 36.42857142857143)","(8.0, 16.0, 13.86111111111111)","(61.0, 200.0, 174.28571428571428)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:37.807396,"(11.0, 20.0, 18.571428571428573)","(15.0, 24.0, 20.76923076923077)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.42857142857143)","(8.0, 16.0, 13.86111111111111)","(61.0, 200.0, 174.28571428571428)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:38.873057,"(11.0, 20.0, 18.571428571428573)","(15.0, 24.0, 20.76923076923077)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.42857142857143)","(8.0, 16.0, 13.86111111111111)","(61.0, 200.0, 174.28571428571428)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:39.997306,"(11.0, 20.0, 18.571428571428573)","(15.0, 24.0, 20.76923076923077)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.42857142857143)","(8.0, 16.0, 13.86111111111111)","(61.0, 200.0, 174.28571428571428)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:41.097739,"(11.0, 20.0, 18.571428571428573)","(15.0, 24.0, 20.76923076923077)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.42857142857143)","(8.0, 16.0, 13.86111111111111)","(61.0, 200.0, 174.28571428571428)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:42.215037,"(11.0, 20.0, 18.571428571428573)","(15.0, 24.0, 20.76923076923077)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.42857142857143)","(8.0, 16.0, 13.86111111111111)","(61.0, 200.0, 170.0)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:43.269557,"(11.0, 20.0, 18.571428571428573)","(15.0, 24.0, 21.375)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.42857142857143)","(8.0, 16.0, 13.86111111111111)","(61.0, 200.0, 170.0)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:44.422137,"(11.0, 20.0, 18.571428571428573)","(15.0, 24.0, 21.375)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.42857142857143)","(8.0, 16.0, 13.86111111111111)","(61.0, 200.0, 170.0)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:45.586857,"(11.0, 20.0, 18.571428571428573)","(15.0, 24.0, 21.375)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.42857142857143)","(8.0, 16.0, 13.86111111111111)","(61.0, 200.0, 170.0)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:46.681123,"(11.0, 20.0, 18.571428571428573)","(15.0, 24.0, 21.375)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.42857142857143)","(8.0, 16.0, 13.86111111111111)","(61.0, 200.0, 170.0)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:47.734323,"(11.0, 20.0, 18.571428571428573)","(15.0, 24.0, 21.375)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.42857142857143)","(8.0, 16.0, 13.86111111111111)","(61.0, 200.0, 170.0)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:48.836379,"(11.0, 20.0, 18.571428571428573)","(15.0, 24.0, 21.375)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.42857142857143)","(8.0, 16.0, 13.86111111111111)","(61.0, 200.0, 170.0)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:49.928350,"(11.0, 20.0, 18.571428571428573)","(15.0, 24.0, 21.375)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 35.93333333333334)","(8.0, 16.0, 13.86111111111111)","(61.0, 200.0, 170.0)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:51.111960,"(11.0, 20.0, 18.571428571428573)","(15.0, 24.0, 21.375)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 35.93333333333334)","(8.0, 16.0, 13.86111111111111)","(61.0, 200.0, 170.0)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:52.260873,"(11.0, 20.0, 18.571428571428573)","(15.0, 24.0, 21.375)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 35.93333333333334)","(8.0, 16.0, 13.86111111111111)","(61.0, 200.0, 170.0)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:53.413424,"(11.0, 20.0, 18.571428571428573)","(15.0, 24.0, 21.375)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 35.93333333333334)","(8.0, 16.0, 13.86111111111111)","(61.0, 200.0, 170.0)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:54.529262,"(11.0, 20.0, 18.571428571428573)","(15.0, 24.0, 21.375)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 35.93333333333334)","(8.0, 16.0, 13.86111111111111)","(41.0, 200.0, 170.0)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:55.711090,"(11.0, 19.0, 18.833333333333332)","(15.0, 24.0, 21.375)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 35.93333333333334)","(8.0, 16.0, 13.86111111111111)","(41.0, 200.0, 170.0)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:56.878551,"(11.0, 19.0, 18.833333333333332)","(15.0, 24.0, 21.375)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 35.93333333333334)","(8.0, 16.0, 13.86111111111111)","(41.0, 200.0, 170.0)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:58.070562,"(11.0, 19.0, 18.833333333333332)","(15.0, 24.0, 21.375)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 35.93333333333334)","(8.0, 16.0, 13.86111111111111)","(41.0, 200.0, 170.0)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:23:59.324859,"(11.0, 19.0, 18.833333333333332)","(15.0, 24.0, 21.375)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 35.93333333333334)","(8.0, 16.0, 13.86111111111111)","(41.0, 200.0, 170.0)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:24:00.574610,"(11.0, 19.0, 18.833333333333332)","(15.0, 24.0, 21.375)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 35.93333333333334)","(8.0, 16.0, 13.86111111111111)","(41.0, 200.0, 170.0)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:24:01.856024,"(11.0, 19.0, 18.833333333333332)","(15.0, 24.0, 21.375)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 35.93333333333334)","(8.0, 16.0, 13.86111111111111)","(41.0, 200.0, 170.0)","(31.0, 80.0, 65.42857142857143)","(1.35, 1.45, 1.415625)","(101.0, 220.0, 190.0)"
12-01-2023 17:24:03.056477,"(11.0, 19.0, 18.833333333333332)","(15.0, 24.0, 21.375)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 35.93333333333334)","(8.0, 16.0, 13.295454545454545)","(41.0, 200.0, 170.0)","(31.0, 80.0, 59.714285714285715)","(1.35, 1.45, 1.4360169491525423)","(101.0, 220.0, 190.0)"
12-01-2023 17:24:04.306759,"(11.0, 19.0, 18.59090909090909)","(15.0, 23.0, 20.142857142857142)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.3125)","(8.0, 15.0, 13.295454545454545)","(41.0, 200.0, 170.0)","(31.0, 70.0, 59.714285714285715)","(1.35, 1.45, 1.437109375)","(101.0, 220.0, 190.0)"
12-01-2023 17:24:05.437059,"(11.0, 19.0, 18.59090909090909)","(15.0, 23.0, 20.142857142857142)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.3125)","(8.0, 15.0, 13.295454545454545)","(41.0, 200.0, 170.0)","(31.0, 70.0, 51.142857142857146)","(1.35, 1.45, 1.437109375)","(101.0, 220.0, 190.0)"
12-01-2023 17:24:06.595567,"(11.0, 19.0, 18.59090909090909)","(15.0, 23.0, 20.142857142857142)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.3125)","(8.0, 15.0, 13.295454545454545)","(41.0, 200.0, 170.0)","(31.0, 70.0, 51.142857142857146)","(1.35, 1.45, 1.437109375)","(101.0, 220.0, 190.0)"
12-01-2023 17:24:07.798373,"(11.0, 19.0, 18.59090909090909)","(15.0, 23.0, 20.142857142857142)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.3125)","(8.0, 15.0, 13.295454545454545)","(41.0, 200.0, 170.0)","(31.0, 70.0, 51.142857142857146)","(1.35, 1.45, 1.437109375)","(101.0, 220.0, 190.0)"
12-01-2023 17:24:08.946409,"(11.0, 19.0, 18.59090909090909)","(15.0, 23.0, 20.142857142857142)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.3125)","(8.0, 15.0, 13.295454545454545)","(41.0, 200.0, 170.0)","(31.0, 70.0, 51.142857142857146)","(1.35, 1.45, 1.437109375)","(101.0, 220.0, 190.0)"
12-01-2023 17:24:10.072026,"(11.0, 19.0, 18.59090909090909)","(15.0, 23.0, 20.142857142857142)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.3125)","(8.0, 15.0, 13.295454545454545)","(61.0, 200.0, 170.0)","(31.0, 70.0, 51.142857142857146)","(1.35, 1.45, 1.437109375)","(101.0, 220.0, 190.0)"
12-01-2023 17:24:11.163505,"(11.0, 19.0, 18.59090909090909)","(15.0, 23.0, 20.142857142857142)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.3125)","(8.0, 15.0, 13.295454545454545)","(61.0, 200.0, 170.0)","(31.0, 70.0, 51.142857142857146)","(1.35, 1.45, 1.437109375)","(101.0, 220.0, 190.0)"
12-01-2023 17:24:12.241906,"(11.0, 19.0, 18.59090909090909)","(15.0, 23.0, 20.142857142857142)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.3125)","(8.0, 15.0, 13.295454545454545)","(61.0, 200.0, 170.0)","(31.0, 70.0, 51.142857142857146)","(1.35, 1.45, 1.437109375)","(101.0, 220.0, 190.0)"
12-01-2023 17:24:13.357592,"(11.0, 19.0, 17.96153846153846)","(15.0, 23.0, 20.142857142857142)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.3125)","(8.0, 15.0, 13.295454545454545)","(61.0, 200.0, 170.0)","(31.0, 70.0, 51.142857142857146)","(1.35, 1.45, 1.437109375)","(101.0, 220.0, 190.0)"
12-01-2023 17:24:14.571548,"(11.0, 19.0, 17.96153846153846)","(15.0, 23.0, 20.142857142857142)","(7.0, 13.0, 11.6875)","(15.0, 42.0, 36.3125)","(8.0, 15.0, 13.295454545454545)","(61.0, 200.0, 170.0)","(31.0, 70.0, 51.142857142857146)","(1.35, 1.45, 1.437109375)","(101.0, 220.0, 190.0)"
