,Velocity Touched,Kingsbrae Wilma,Chicago Reign,Cherry Chunker,Betty Kingsbrae,Extreme Measures,Zoe Kate,Bugatti Fierce
15-12-2022 13:48:08.776567,"(4.4, 7.4, 5.4363636363636365)","(15.0, 36.0, 19.11111111111111)","(1.85, 2.04, 2.004)","(18.0, 55.0, 36.06666666666666)","(18.0, 60.0, 24.0)","(5.0, 9.8, 8.3)","(20.0, 65.0, 34.666666666666664)","(8.5, 19.5, 17.0)"
15-12-2022 13:48:10.052939,"(4.4, 7.4, 5.4363636363636365)","(15.0, 36.0, 19.11111111111111)","(1.85, 2.04, 2.004)","(18.0, 55.0, 36.06666666666666)","(18.0, 60.0, 24.0)","(5.0, 9.8, 8.3)","(20.0, 65.0, 34.666666666666664)","(8.5, 19.5, 17.0)"
15-12-2022 13:48:12.761487,"(4.4, 7.4, 5.4363636363636365)","(15.0, 36.0, 19.11111111111111)","(1.85, 2.04, 2.0153846153846153)","(18.0, 55.0, 37.25)","(18.0, 60.0, 24.0)","(5.0, 9.8, 8.830769230769231)","(20.0, 65.0, 34.666666666666664)","(8.5, 19.5, 17.0)"
15-12-2022 13:48:14.725740,"(4.4, 7.4, 5.4363636363636365)","(15.0, 36.0, 19.11111111111111)","(1.85, 2.04, 2.0)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 24.0)","(5.0, 9.6, 8.35)","(20.0, 65.0, 34.666666666666664)","(8.5, 19.5, 17.0)"
15-12-2022 13:48:15.891168,"(4.4, 7.4, 5.4363636363636365)","(15.0, 36.0, 19.11111111111111)","(1.85, 2.04, 2.0)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 22.392857142857142)","(5.0, 9.6, 8.7)","(20.0, 65.0, 34.666666666666664)","(8.5, 19.5, 17.0)"
15-12-2022 13:48:17.249664,"(4.4, 7.4, 5.342857142857143)","(15.0, 36.0, 19.11111111111111)","(1.85, 2.04, 2.008888888888889)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 22.392857142857142)","(5.0, 9.6, 8.907692307692308)","(20.0, 65.0, 34.666666666666664)","(8.5, 19.5, 17.0)"
15-12-2022 13:48:18.698147,"(4.4, 7.4, 5.342857142857143)","(15.0, 36.0, 19.11111111111111)","(1.85, 2.04, 2.008888888888889)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 22.392857142857142)","(5.0, 9.6, 8.907692307692308)","(20.0, 65.0, 34.666666666666664)","(8.5, 19.5, 17.0)"
15-12-2022 13:48:20.045599,"(4.4, 7.4, 5.342857142857143)","(15.0, 36.0, 19.11111111111111)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 22.392857142857142)","(5.0, 9.6, 8.475)","(20.0, 65.0, 34.666666666666664)","(8.5, 19.5, 17.0)"
15-12-2022 13:48:21.630378,"(4.4, 7.0, 5.376470588235295)","(15.0, 36.0, 19.11111111111111)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 22.392857142857142)","(5.0, 9.6, 8.475)","(20.0, 65.0, 34.666666666666664)","(8.5, 19.5, 17.0)"
15-12-2022 13:48:23.846315,"(4.4, 7.0, 6.04)","(15.0, 36.0, 19.11111111111111)","(1.85, 2.04, 2.013333333333333)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 22.392857142857142)","(5.0, 9.4, 8.4)","(20.0, 65.0, 34.666666666666664)","(8.5, 19.5, 17.0)"
15-12-2022 13:48:25.359897,"(4.4, 7.0, 6.04)","(15.0, 36.0, 19.11111111111111)","(1.85, 2.04, 2.013333333333333)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 22.392857142857142)","(5.0, 9.4, 8.816666666666666)","(20.0, 65.0, 34.666666666666664)","(8.5, 19.5, 17.0)"
15-12-2022 13:48:26.678441,"(4.4, 7.0, 6.04)","(15.0, 36.0, 19.5)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 24.0)","(5.0, 9.4, 8.816666666666666)","(20.0, 65.0, 44.23076923076923)","(8.5, 19.5, 20.857142857142858)"
15-12-2022 13:48:27.935802,"(4.4, 7.0, 6.04)","(15.0, 42.0, 19.5)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 24.0)","(5.0, 9.4, 8.4)","(20.0, 65.0, 44.23076923076923)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:29.283881,"(4.4, 7.0, 6.04)","(15.0, 42.0, 19.5)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 24.0)","(5.0, 9.4, 8.8)","(20.0, 65.0, 44.23076923076923)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:30.534173,"(4.4, 7.0, 6.04)","(15.0, 42.0, 19.5)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 24.0)","(5.0, 9.4, 8.8)","(20.0, 65.0, 44.23076923076923)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:31.733782,"(4.4, 7.0, 6.04)","(15.0, 42.0, 19.5)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 24.0)","(5.0, 9.4, 8.8)","(20.0, 65.0, 44.23076923076923)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:33.121339,"(4.4, 7.0, 6.04)","(15.0, 42.0, 19.5)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 24.0)","(5.0, 9.4, 8.4)","(20.0, 65.0, 44.23076923076923)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:34.323632,"(4.4, 7.0, 6.04)","(15.0, 42.0, 19.5)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 24.0)","(5.0, 9.4, 8.8)","(20.0, 65.0, 44.23076923076923)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:35.404274,"(4.4, 7.0, 6.04)","(15.0, 42.0, 19.5)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 24.0)","(5.0, 9.4, 10.963636363636363)","(20.0, 65.0, 44.23076923076923)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:36.631550,"(4.4, 7.0, 6.04)","(15.0, 42.0, 19.5)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 24.0)","(5.0, 12.0, 10.963636363636363)","(20.0, 65.0, 44.23076923076923)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:38.171838,"(4.4, 7.0, 6.04)","(15.0, 42.0, 19.5)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 24.0)","(5.0, 12.0, 10.1)","(20.0, 65.0, 44.23076923076923)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:39.525557,"(4.4, 7.0, 6.04)","(15.0, 42.0, 19.5)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 24.0)","(5.0, 12.0, 10.35)","(20.0, 65.0, 44.23076923076923)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:40.794523,"(4.4, 7.0, 6.04)","(15.0, 42.0, 19.5)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 24.0)","(5.0, 12.5, 10.35)","(20.0, 65.0, 44.23076923076923)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:42.065155,"(4.4, 6.8, 6.0636363636363635)","(15.0, 42.0, 18.785714285714285)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 24.0)","(5.0, 12.5, 10.35)","(20.0, 65.0, 44.23076923076923)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:43.270900,"(4.4, 6.8, 6.0636363636363635)","(15.0, 42.0, 18.785714285714285)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 24.0)","(5.0, 12.5, 10.35)","(20.0, 65.0, 44.23076923076923)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:44.351262,"(4.4, 6.8, 6.0636363636363635)","(15.0, 42.0, 18.785714285714285)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 24.0)","(5.0, 12.5, 10.35)","(20.0, 65.0, 44.23076923076923)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:45.474385,"(4.4, 6.8, 6.0636363636363635)","(15.0, 42.0, 18.785714285714285)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 24.0)","(5.0, 12.5, 10.35)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:46.676852,"(4.4, 6.8, 6.0636363636363635)","(15.0, 42.0, 19.77777777777778)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 42.94736842105263)","(5.0, 12.5, 10.35)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:47.786021,"(4.4, 6.8, 6.0636363636363635)","(15.0, 40.0, 20.833333333333332)","(1.85, 2.04, 2.0109090909090908)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 42.94736842105263)","(5.0, 12.5, 10.35)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:48.988858,"(4.4, 6.8, 6.071428571428571)","(15.0, 40.0, 20.833333333333332)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 43.8)","(5.0, 12.5, 10.35)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:50.148153,"(4.4, 6.8, 6.071428571428571)","(15.0, 40.0, 20.833333333333332)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 43.8)","(5.0, 12.5, 10.35)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:51.299483,"(4.4, 6.8, 6.071428571428571)","(15.0, 40.0, 20.833333333333332)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 43.8)","(5.0, 12.5, 10.35)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:52.493336,"(4.4, 6.8, 6.071428571428571)","(15.0, 40.0, 20.833333333333332)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 43.8)","(5.0, 12.5, 9.625)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:53.574033,"(4.4, 6.8, 6.071428571428571)","(15.0, 40.0, 20.833333333333332)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 43.8)","(5.0, 12.0, 9.625)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:54.646552,"(4.4, 6.8, 6.071428571428571)","(15.0, 40.0, 20.833333333333332)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 43.8)","(5.0, 12.0, 9.625)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:55.760303,"(4.4, 6.8, 6.071428571428571)","(15.0, 40.0, 20.833333333333332)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 43.8)","(5.0, 12.0, 9.625)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:56.986419,"(4.4, 6.8, 6.071428571428571)","(15.0, 40.0, 20.833333333333332)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 43.8)","(5.0, 12.0, 9.625)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:58.122637,"(4.4, 6.8, 6.071428571428571)","(15.0, 40.0, 20.833333333333332)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 43.8)","(5.0, 12.0, 9.625)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:48:59.129029,"(4.4, 6.8, 6.375)","(15.0, 38.0, 22.25)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 43.8)","(5.0, 12.0, 9.625)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:49:00.127306,"(4.4, 6.8, 6.375)","(15.0, 38.0, 22.25)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 43.8)","(5.0, 12.0, 9.625)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:49:01.216841,"(4.4, 6.8, 6.375)","(15.0, 38.0, 22.25)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 38.400000000000006)","(5.0, 12.0, 9.625)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:49:02.332486,"(4.4, 6.8, 6.375)","(15.0, 38.0, 22.25)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 38.400000000000006)","(5.0, 12.0, 9.625)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:49:03.463704,"(4.4, 6.8, 6.375)","(15.0, 38.0, 22.25)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 38.400000000000006)","(5.0, 12.0, 9.625)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:49:04.605687,"(4.4, 6.8, 6.375)","(15.0, 38.0, 22.25)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 38.400000000000006)","(5.0, 12.0, 9.625)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:49:05.693513,"(4.4, 6.8, 6.375)","(15.0, 38.0, 22.25)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 38.400000000000006)","(5.0, 12.0, 9.625)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:49:06.746831,"(4.4, 6.8, 6.375)","(15.0, 38.0, 22.25)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 38.400000000000006)","(5.0, 12.0, 9.625)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:49:07.889799,"(4.4, 6.8, 6.375)","(15.0, 38.0, 22.25)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 38.400000000000006)","(5.0, 12.0, 9.625)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:49:09.047906,"(4.4, 6.8, 6.375)","(15.0, 38.0, 22.25)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 38.400000000000006)","(5.0, 12.0, 9.625)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:49:10.170575,"(4.4, 6.8, 6.375)","(15.0, 38.0, 22.25)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 36.85714285714286)","(5.0, 12.0, 9.633333333333333)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:49:11.324740,"(4.4, 6.8, 6.444444444444445)","(15.0, 38.0, 22.25)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 36.85714285714286)","(5.0, 12.5, 9.125)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.857142857142858)"
15-12-2022 13:49:12.371811,"(4.4, 7.2, 6.7555555555555555)","(15.0, 38.0, 22.25)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 38.400000000000006)","(5.0, 12.5, 9.6)","(20.0, 65.0, 36.578947368421055)","(8.5, 22.0, 20.0)"
15-12-2022 13:49:13.401260,"(4.4, 7.2, 6.82)","(15.0, 38.0, 22.25)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 38.400000000000006)","(5.0, 12.0, 9.6)","(20.0, 65.0, 36.578947368421055)","(8.5, 21.0, 20.0)"
15-12-2022 13:49:14.557170,"(4.4, 7.2, 6.82)","(15.0, 38.0, 22.25)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 38.400000000000006)","(5.0, 12.0, 8.5)","(20.0, 65.0, 36.578947368421055)","(8.5, 21.0, 20.0)"
15-12-2022 13:49:15.642880,"(4.4, 7.0, 6.116)","(15.0, 38.0, 22.25)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 38.400000000000006)","(5.0, 12.0, 8.5)","(20.0, 65.0, 36.578947368421055)","(8.5, 21.0, 20.0)"
15-12-2022 13:49:16.743820,"(4.4, 7.0, 6.116)","(15.0, 38.0, 22.25)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 38.400000000000006)","(5.0, 12.0, 8.5)","(20.0, 65.0, 36.578947368421055)","(8.5, 21.0, 20.0)"
15-12-2022 13:49:17.942904,"(4.4, 7.0, 6.116)","(15.0, 38.0, 22.25)","(1.85, 2.04, 1.995)","(18.0, 55.0, 23.88888888888889)","(18.0, 60.0, 38.400000000000006)","(5.0, 12.0, 8.5)","(20.0, 65.0, 36.578947368421055)","(8.5, 21.0, 20.857142857142858)"
15-12-2022 13:49:19.251915,"(4.4, 7.0, 6.116)","(15.0, 36.0, 26.5)","(1.85, 2.04, 2.0044444444444443)","(18.0, 55.0, 44.0)","(18.0, 60.0, 42.09090909090909)","(5.0, 12.0, 9.75)","(20.0, 65.0, 35.66666666666667)","(8.5, 22.0, 19.25)"
15-12-2022 13:49:20.571739,"(4.4, 6.6, 5.75)","(15.0, 36.0, 26.5)","(1.85, 2.04, 2.0044444444444443)","(18.0, 50.0, 44.0)","(18.0, 55.0, 42.09090909090909)","(5.0, 11.5, 9.75)","(20.0, 65.0, 35.66666666666667)","(8.5, 21.0, 19.25)"
15-12-2022 13:49:21.748359,"(4.4, 6.2, 5.75)","(15.0, 36.0, 26.5)","(1.85, 2.04, 1.995)","(18.0, 50.0, 44.0)","(18.0, 55.0, 42.09090909090909)","(5.0, 11.5, 9.75)","(20.0, 65.0, 35.66666666666667)","(8.5, 21.0, 19.25)"
15-12-2022 13:49:22.904808,"(4.4, 6.2, 5.75)","(15.0, 36.0, 26.5)","(1.85, 2.04, 1.995)","(18.0, 50.0, 44.0)","(18.0, 55.0, 42.09090909090909)","(5.0, 11.5, 9.75)","(20.0, 65.0, 35.66666666666667)","(8.5, 21.0, 19.25)"
15-12-2022 13:49:24.080614,"(4.4, 6.2, 5.75)","(15.0, 36.0, 26.5)","(1.85, 2.04, 2.0044444444444443)","(18.0, 50.0, 44.0)","(18.0, 55.0, 42.09090909090909)","(5.0, 11.0, 9.0)","(20.0, 65.0, 35.66666666666667)","(8.5, 21.0, 19.25)"
15-12-2022 13:49:25.324532,"(4.4, 6.2, 5.75)","(15.0, 36.0, 26.5)","(1.85, 2.04, 2.0044444444444443)","(18.0, 50.0, 44.0)","(18.0, 55.0, 42.09090909090909)","(5.0, 11.0, 8.461538461538462)","(20.0, 65.0, 35.66666666666667)","(8.5, 21.0, 19.25)"
15-12-2022 13:49:26.512401,"(4.4, 6.2, 5.75)","(15.0, 36.0, 26.5)","(1.85, 2.04, 2.0044444444444443)","(18.0, 50.0, 44.0)","(18.0, 55.0, 42.09090909090909)","(5.0, 11.0, 8.555555555555555)","(20.0, 65.0, 35.66666666666667)","(8.5, 21.0, 19.25)"
15-12-2022 13:49:27.677037,"(4.4, 6.0, 5.35)","(15.0, 36.0, 18.90909090909091)","(1.85, 2.04, 1.995)","(18.0, 50.0, 42.0)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.5, 8.555555555555555)","(20.0, 65.0, 35.35294117647059)","(8.5, 21.0, 19.25)"
15-12-2022 13:49:28.805305,"(4.4, 5.9, 5.015789473684211)","(15.0, 38.0, 18.90909090909091)","(1.85, 2.04, 1.995)","(18.0, 50.0, 42.0)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.5, 8.555555555555555)","(20.0, 65.0, 35.35294117647059)","(8.5, 21.0, 19.25)"
15-12-2022 13:49:30.002091,"(4.4, 5.9, 5.230434782608696)","(15.0, 38.0, 18.90909090909091)","(1.85, 2.04, 2.0044444444444443)","(18.0, 50.0, 43.0)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.5, 8.555555555555555)","(20.0, 65.0, 35.35294117647059)","(8.5, 21.0, 19.25)"
15-12-2022 13:49:31.172223,"(4.4, 5.9, 5.2700000000000005)","(15.0, 38.0, 18.90909090909091)","(1.85, 2.04, 2.0044444444444443)","(18.0, 50.0, 38.8)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.5, 8.714285714285714)","(20.0, 65.0, 35.35294117647059)","(8.5, 21.0, 19.25)"
15-12-2022 13:49:32.404899,"(4.4, 5.9, 5.2700000000000005)","(15.0, 38.0, 18.90909090909091)","(1.85, 2.04, 2.0044444444444443)","(18.0, 50.0, 38.8)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.5, 8.714285714285714)","(20.0, 65.0, 35.35294117647059)","(8.5, 21.0, 19.25)"
15-12-2022 13:49:33.637164,"(4.4, 5.9, 5.2700000000000005)","(15.0, 38.0, 18.90909090909091)","(1.85, 2.04, 1.995)","(18.0, 50.0, 38.8)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.5, 8.714285714285714)","(20.0, 65.0, 35.35294117647059)","(8.5, 21.0, 19.25)"
15-12-2022 13:49:34.729379,"(4.4, 5.9, 5.230434782608696)","(15.0, 36.0, 26.5)","(1.85, 2.04, 2.0044444444444443)","(18.0, 50.0, 38.8)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.5, 8.714285714285714)","(20.0, 65.0, 35.35294117647059)","(8.5, 21.0, 16.1)"
15-12-2022 13:49:35.811938,"(4.4, 5.9, 5.230434782608696)","(15.0, 36.0, 26.5)","(1.85, 2.04, 2.0044444444444443)","(18.0, 50.0, 42.0)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.5, 8.714285714285714)","(20.0, 65.0, 30.714285714285715)","(8.5, 21.0, 18.5)"
15-12-2022 13:49:37.035661,"(4.4, 5.9, 5.230434782608696)","(15.0, 36.0, 26.5)","(1.85, 2.04, 1.9846153846153847)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.5, 8.714285714285714)","(20.0, 65.0, 36.76470588235294)","(8.5, 20.0, 18.5)"
15-12-2022 13:49:38.238936,"(4.4, 5.9, 5.230434782608696)","(15.0, 34.0, 18.545454545454547)","(1.85, 2.04, 1.9757142857142858)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.5, 8.714285714285714)","(20.0, 65.0, 36.76470588235294)","(8.5, 20.0, 18.5)"
15-12-2022 13:49:39.434113,"(4.4, 5.9, 5.230434782608696)","(15.0, 34.0, 18.545454545454547)","(1.85, 2.04, 1.955)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.5, 8.714285714285714)","(20.0, 65.0, 30.714285714285715)","(8.5, 20.0, 18.5)"
15-12-2022 13:49:40.589295,"(4.4, 5.9, 5.230434782608696)","(15.0, 34.0, 18.545454545454547)","(1.85, 2.04, 1.955)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.5, 8.714285714285714)","(20.0, 65.0, 30.714285714285715)","(8.5, 20.0, 19.25)"
15-12-2022 13:49:41.635965,"(4.4, 5.9, 5.230434782608696)","(15.0, 34.0, 18.545454545454547)","(1.85, 2.04, 1.955)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.5, 8.714285714285714)","(20.0, 65.0, 30.714285714285715)","(8.5, 21.0, 19.25)"
15-12-2022 13:49:42.724037,"(4.4, 5.9, 5.044444444444444)","(15.0, 34.0, 18.545454545454547)","(1.85, 2.04, 1.9833333333333334)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 12.5, 8.615384615384615)","(20.0, 65.0, 36.76470588235294)","(8.5, 21.0, 19.25)"
15-12-2022 13:49:43.861348,"(4.4, 5.9, 5.044444444444444)","(15.0, 34.0, 18.545454545454547)","(1.85, 2.04, 1.955)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 12.0, 8.615384615384615)","(20.0, 65.0, 36.76470588235294)","(8.5, 21.0, 19.25)"
15-12-2022 13:49:45.032842,"(4.4, 5.9, 5.044444444444444)","(15.0, 34.0, 18.545454545454547)","(1.85, 2.04, 1.96)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.0, 9.1)","(20.0, 65.0, 37.470588235294116)","(8.5, 21.0, 19.25)"
15-12-2022 13:49:46.135157,"(4.4, 5.9, 5.044444444444444)","(15.0, 34.0, 18.545454545454547)","(1.85, 2.04, 1.96)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.0, 9.1)","(20.0, 65.0, 37.470588235294116)","(8.5, 21.0, 19.25)"
15-12-2022 13:49:47.282993,"(4.4, 5.9, 5.044444444444444)","(15.0, 34.0, 18.545454545454547)","(1.85, 2.04, 1.96)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.0, 8.571428571428571)","(20.0, 65.0, 37.470588235294116)","(8.5, 21.0, 19.25)"
15-12-2022 13:49:48.425235,"(4.4, 5.9, 5.044444444444444)","(15.0, 34.0, 18.545454545454547)","(1.85, 1.96, 1.937142857142857)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.0, 8.571428571428571)","(20.0, 65.0, 37.470588235294116)","(8.5, 21.0, 19.25)"
15-12-2022 13:49:49.538791,"(4.4, 5.9, 5.044444444444444)","(15.0, 34.0, 18.545454545454547)","(1.85, 1.96, 1.937142857142857)","(18.0, 50.0, 42.285714285714285)","(18.0, 55.0, 42.09090909090909)","(5.0, 10.0, 9.1)","(20.0, 65.0, 37.470588235294116)","(8.5, 21.0, 19.25)"
