,Our Roys Dream,Point Oh Five,Rainbow Jet,Zoemagic,Balboa Shannon,Sir Macador Nz,Mythos,Brie,Montana Nights
05-01-2023 14:10:08.256266,"(6.5, 9.6, 7.2)","(1.8, 2.58, 2.028)","(7.0, 9.6, 9.3)","(5.0, 7.8, 5.933333333333334)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 23.0)","(26.0, 60.0, 36.0)","(31.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:09.486785,"(6.5, 9.6, 7.2)","(1.8, 2.58, 2.028)","(7.0, 9.4, 9.43030303030303)","(5.0, 7.8, 5.933333333333334)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 23.0)","(26.0, 60.0, 50.0)","(31.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:10.656895,"(6.5, 9.6, 7.2)","(1.8, 2.58, 2.028)","(7.0, 9.6, 9.288235294117646)","(5.0, 7.8, 5.933333333333334)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 23.0)","(26.0, 60.0, 50.0)","(31.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:11.854620,"(6.5, 9.6, 7.2)","(1.8, 2.58, 2.028)","(7.0, 9.8, 9.288235294117646)","(5.0, 7.8, 5.933333333333334)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 23.0)","(26.0, 60.0, 50.0)","(31.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:13.100603,"(6.5, 9.4, 7.7)","(1.8, 2.58, 2.3584615384615386)","(7.0, 9.6, 9.730232558139535)","(5.0, 7.8, 5.933333333333334)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 23.0)","(26.0, 60.0, 50.0)","(31.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:14.268861,"(6.5, 9.2, 7.066666666666666)","(1.8, 2.58, 2.3584615384615386)","(7.0, 10.0, 9.730232558139535)","(5.0, 7.8, 5.933333333333334)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 23.0)","(26.0, 60.0, 51.25)","(31.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:15.450747,"(6.5, 9.2, 7.066666666666666)","(1.8, 2.58, 2.3584615384615386)","(7.0, 10.0, 8.117647058823529)","(5.0, 7.8, 5.933333333333334)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 23.0)","(26.0, 60.0, 51.25)","(31.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:16.662005,"(6.5, 9.2, 7.066666666666666)","(1.8, 2.58, 2.3584615384615386)","(7.0, 9.8, 8.2)","(5.0, 7.8, 5.933333333333334)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 23.0)","(26.0, 60.0, 51.25)","(31.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:17.875818,"(6.5, 9.2, 7.066666666666666)","(1.8, 2.58, 2.3584615384615386)","(7.0, 9.8, 7.541176470588236)","(5.0, 7.8, 5.933333333333334)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 23.0)","(26.0, 60.0, 51.25)","(31.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:19.050606,"(6.5, 9.2, 6.533333333333333)","(1.8, 2.58, 2.3584615384615386)","(7.0, 9.6, 9.11111111111111)","(5.0, 7.8, 5.933333333333334)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 23.0)","(26.0, 60.0, 51.25)","(31.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:20.216916,"(6.5, 9.0, 7.5)","(1.8, 2.58, 2.225)","(7.0, 9.6, 8.94)","(5.0, 7.8, 5.933333333333334)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 23.0)","(26.0, 60.0, 51.25)","(31.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:21.370305,"(6.5, 8.8, 6.933333333333334)","(1.8, 2.58, 2.3)","(7.0, 9.6, 9.784615384615385)","(5.0, 7.8, 5.933333333333334)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 23.0)","(26.0, 60.0, 51.25)","(31.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:22.499339,"(6.5, 8.8, 6.933333333333334)","(1.8, 2.58, 2.3)","(7.0, 9.8, 9.784615384615385)","(5.0, 7.8, 5.933333333333334)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 23.0)","(26.0, 60.0, 51.25)","(31.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:23.638218,"(6.5, 8.8, 6.933333333333334)","(1.8, 2.58, 2.3)","(7.0, 10.0, 9.3)","(5.0, 7.8, 5.933333333333334)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 23.0)","(26.0, 60.0, 51.25)","(31.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:25.091317,"(6.5, 8.8, 6.933333333333334)","(1.8, 2.58, 2.3)","(7.0, 9.8, 9.3)","(5.0, 7.8, 5.933333333333334)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 23.0)","(26.0, 60.0, 51.25)","(31.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:26.457616,"(6.5, 8.8, 7.4)","(1.8, 2.58, 2.3)","(7.0, 9.8, 9.88448275862069)","(5.0, 7.8, 5.933333333333334)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 23.0)","(26.0, 60.0, 51.25)","(31.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:27.711157,"(6.5, 8.6, 7.3)","(1.75, 2.58, 2.3)","(7.0, 10.5, 9.014563106796116)","(5.0, 7.8, 5.933333333333334)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 23.0)","(26.0, 60.0, 51.25)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:29.080605,"(6.5, 8.6, 7.3)","(1.75, 2.58, 2.3)","(7.0, 10.5, 8.305882352941175)","(5.0, 7.8, 5.933333333333334)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 23.0)","(26.0, 60.0, 51.25)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:30.349099,"(6.5, 8.6, 7.3)","(1.75, 2.58, 2.3)","(7.0, 10.0, 8.305882352941175)","(5.0, 7.8, 5.933333333333334)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 23.0)","(26.0, 60.0, 51.25)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:31.779746,"(6.5, 8.6, 7.3)","(1.75, 2.58, 2.3)","(7.0, 9.8, 9.7)","(5.0, 7.8, 7.309090909090909)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 23.0)","(26.0, 60.0, 51.25)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:33.027939,"(6.5, 8.6, 7.3)","(1.75, 2.56, 2.375)","(7.0, 10.0, 9.0)","(5.0, 7.8, 7.309090909090909)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 29.0, 24.5)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:34.326482,"(6.5, 8.6, 7.3)","(1.75, 2.54, 2.375)","(7.0, 9.8, 9.533333333333333)","(5.0, 7.8, 7.309090909090909)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 28.0, 21.8)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:35.673467,"(6.5, 8.6, 7.3)","(1.75, 2.52, 2.36)","(7.0, 9.8, 9.620000000000001)","(5.0, 7.8, 6.55)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 27.0, 21.8)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:37.135827,"(6.5, 8.6, 8.08)","(1.75, 2.52, 2.36)","(7.0, 9.8, 9.620000000000001)","(5.0, 7.8, 7.366666666666667)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 27.0, 21.8)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:38.429877,"(6.5, 8.6, 8.08)","(1.75, 2.52, 2.36)","(7.0, 9.8, 8.301724137931034)","(5.0, 7.8, 7.366666666666667)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 27.0, 21.8)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:39.689535,"(6.5, 8.6, 7.3)","(1.75, 2.52, 2.36)","(7.0, 10.5, 9.88448275862069)","(5.0, 7.8, 7.366666666666667)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 27.0, 21.8)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:41.008289,"(6.5, 8.6, 7.3)","(1.75, 2.52, 2.36)","(7.0, 10.5, 8.628571428571428)","(5.0, 7.8, 7.366666666666667)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 27.0, 21.8)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:42.426051,"(6.5, 8.6, 8.274999999999999)","(1.75, 2.52, 2.36)","(7.0, 10.0, 8.628571428571428)","(5.0, 7.8, 6.76)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 27.0, 21.8)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:43.762590,"(6.5, 8.6, 8.274999999999999)","(1.75, 2.52, 2.36)","(7.0, 10.0, 8.628571428571428)","(5.0, 7.8, 6.8)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 27.0, 21.8)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:45.062376,"(6.5, 8.6, 8.274999999999999)","(1.75, 2.52, 2.36)","(7.0, 10.0, 7.913043478260869)","(5.0, 7.8, 6.8)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 27.0, 21.8)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:46.355839,"(6.5, 8.6, 8.274999999999999)","(1.75, 2.52, 2.36)","(7.0, 9.6, 9.285714285714285)","(5.0, 7.8, 6.88)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 27.0, 21.8)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:47.600896,"(6.5, 8.6, 8.274999999999999)","(1.75, 2.52, 2.36)","(7.0, 9.6, 9.285714285714285)","(5.0, 7.8, 6.88)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 27.0, 21.8)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:48.951151,"(6.5, 8.6, 8.274999999999999)","(1.75, 2.52, 2.36)","(7.0, 9.8, 9.600000000000001)","(5.0, 7.8, 6.88)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 27.0, 21.8)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:50.441831,"(6.5, 8.6, 8.274999999999999)","(1.75, 2.52, 2.36)","(7.0, 9.8, 9.600000000000001)","(5.0, 7.8, 6.8)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 27.0, 21.8)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:52.105794,"(6.5, 8.6, 8.274999999999999)","(1.75, 2.52, 2.36)","(7.0, 10.5, 9.88448275862069)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 50.5)","(19.0, 99999, 99990)","(13.0, 27.0, 21.8)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:53.784972,"(6.5, 8.6, 8.325)","(1.75, 2.52, 2.36)","(7.0, 10.5, 9.88448275862069)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 45.2)","(19.0, 99999, 99990)","(13.0, 27.0, 21.8)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:55.699696,"(6.5, 8.6, 8.325)","(1.75, 2.52, 2.36)","(7.0, 10.0, 8.618446601941747)","(5.0, 7.8, 7.3999999999999995)","(21.0, 60.0, 45.6)","(19.0, 99999, 99990)","(13.0, 27.0, 21.8)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:57.019965,"(6.5, 8.6, 7.933333333333333)","(1.8, 2.52, 2.36)","(7.0, 10.5, 8.618446601941747)","(5.0, 7.8, 7.3999999999999995)","(21.0, 60.0, 45.6)","(19.0, 99999, 99990)","(13.0, 27.0, 21.8)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:58.404191,"(6.5, 8.6, 7.933333333333333)","(1.8, 2.52, 2.36)","(7.0, 10.0, 8.933333333333334)","(5.0, 7.8, 7.3999999999999995)","(21.0, 60.0, 45.6)","(19.0, 99999, 99990)","(13.0, 32.0, 20.75)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:10:59.760923,"(6.5, 8.6, 7.933333333333333)","(1.8, 2.52, 2.36)","(7.0, 10.0, 8.933333333333334)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 50.75)","(19.0, 99999, 99990)","(13.0, 30.0, 23.6)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:00.987844,"(6.5, 8.6, 7.933333333333333)","(1.8, 2.52, 2.36)","(7.0, 10.0, 8.933333333333334)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 50.75)","(19.0, 99999, 99990)","(13.0, 30.0, 23.6)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:02.179180,"(6.5, 8.6, 7.933333333333333)","(1.8, 2.52, 2.36)","(7.0, 10.0, 8.933333333333334)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 50.75)","(19.0, 99999, 99990)","(13.0, 30.0, 20.857142857142858)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:03.452953,"(6.5, 8.6, 7.933333333333333)","(1.8, 2.52, 2.36)","(7.0, 10.0, 8.933333333333334)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 50.75)","(19.0, 99999, 99990)","(13.0, 30.0, 20.857142857142858)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:04.664688,"(6.5, 8.6, 7.933333333333333)","(1.8, 2.52, 2.36)","(7.0, 10.0, 8.821052631578947)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 50.75)","(19.0, 99999, 99990)","(13.0, 30.0, 23.6)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:06.097336,"(6.5, 8.6, 7.933333333333333)","(1.8, 2.52, 2.36)","(7.0, 10.0, 8.847058823529412)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 50.75)","(19.0, 99999, 99990)","(13.0, 30.0, 23.6)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:07.377548,"(6.5, 8.6, 7.933333333333333)","(1.8, 2.52, 2.36)","(7.0, 10.0, 9.55)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 50.75)","(19.0, 99999, 99990)","(13.0, 30.0, 23.6)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:08.722447,"(6.5, 8.6, 7.933333333333333)","(1.8, 2.52, 2.36)","(7.0, 9.8, 9.9)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 50.75)","(19.0, 99999, 99990)","(13.0, 30.0, 20.857142857142858)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:10.077663,"(6.5, 8.6, 7.933333333333333)","(1.8, 2.52, 2.36)","(7.0, 10.0, 9.9)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 50.75)","(19.0, 99999, 99990)","(13.0, 30.0, 23.6)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:11.271144,"(6.5, 8.6, 7.933333333333333)","(1.8, 2.52, 2.36)","(7.0, 10.0, 9.011764705882353)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 50.75)","(19.0, 99999, 99990)","(13.0, 30.0, 20.857142857142858)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:12.624096,"(6.5, 8.6, 7.933333333333333)","(1.8, 2.52, 2.36)","(7.0, 10.0, 9.517241379310345)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 50.75)","(19.0, 99999, 99990)","(13.0, 30.0, 23.6)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:13.814346,"(6.5, 8.6, 7.933333333333333)","(1.8, 2.52, 2.36)","(7.0, 10.0, 9.517241379310345)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 50.75)","(19.0, 99999, 99990)","(13.0, 30.0, 23.6)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:14.957519,"(6.5, 8.6, 8.35)","(1.8, 2.52, 2.36)","(7.0, 10.0, 9.341176470588234)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 29.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:16.088061,"(6.5, 8.6, 8.35)","(1.8, 2.52, 2.36)","(7.0, 10.0, 9.341176470588234)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:17.257400,"(6.5, 8.6, 8.35)","(1.8, 2.52, 2.36)","(7.0, 10.0, 9.341176470588234)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:18.461767,"(6.5, 8.6, 8.35)","(1.8, 2.52, 2.36)","(7.0, 10.0, 9.341176470588234)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:19.652328,"(6.5, 8.6, 8.35)","(1.8, 2.52, 2.36)","(7.0, 10.0, 9.341176470588234)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:20.899213,"(6.5, 8.6, 8.35)","(1.8, 2.52, 2.36)","(7.0, 10.0, 9.2)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:22.126145,"(6.5, 8.6, 8.35)","(1.8, 2.52, 2.36)","(7.0, 9.8, 9.2)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:23.429273,"(6.5, 8.6, 8.35)","(1.8, 2.52, 2.36)","(7.0, 9.8, 9.914285714285715)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:24.709389,"(6.5, 8.6, 8.35)","(1.8, 2.52, 2.36)","(7.0, 10.0, 9.914285714285715)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:26.232431,"(6.5, 8.6, 8.35)","(1.8, 2.52, 2.36)","(7.0, 10.0, 9.633333333333335)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:27.555276,"(6.5, 8.6, 8.35)","(1.8, 2.52, 2.36)","(7.0, 9.8, 9.55)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:28.875546,"(6.5, 8.6, 8.35)","(1.8, 2.52, 2.36)","(7.0, 10.0, 10.036363636363637)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:30.295770,"(6.5, 8.6, 8.35)","(1.8, 2.52, 2.36)","(7.0, 10.5, 8.536111111111111)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:31.699079,"(6.5, 8.6, 8.35)","(1.8, 2.52, 2.36)","(7.0, 10.5, 9.766666666666666)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:33.273163,"(6.5, 8.6, 8.35)","(1.8, 2.52, 2.36)","(7.0, 10.0, 8.933333333333334)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:34.521817,"(6.5, 8.6, 8.35)","(1.8, 2.52, 2.36)","(7.0, 10.0, 8.933333333333334)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:35.794859,"(6.5, 8.6, 8.35)","(1.8, 2.52, 2.36)","(7.0, 10.0, 8.988888888888889)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:36.950187,"(6.5, 8.6, 7.5)","(1.8, 2.52, 2.36)","(7.0, 10.0, 8.988888888888889)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:38.089886,"(6.5, 8.6, 7.3)","(1.8, 2.52, 2.36)","(7.0, 10.0, 8.96)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:39.194858,"(6.5, 8.6, 7.3)","(1.8, 2.52, 2.36)","(7.0, 10.0, 9.277777777777779)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:40.612408,"(6.5, 8.6, 7.3)","(1.8, 2.52, 2.36)","(7.0, 10.0, 9.502564102564103)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:41.837641,"(6.5, 8.6, 8.166666666666666)","(1.8, 2.52, 2.36)","(7.0, 11.0, 9.128205128205128)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:43.055053,"(6.5, 8.6, 8.166666666666666)","(1.8, 2.52, 2.36)","(7.0, 10.5, 10.25925925925926)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:44.266713,"(6.5, 8.6, 8.166666666666666)","(1.8, 2.52, 2.36)","(7.0, 10.5, 9.92)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:45.588688,"(6.5, 8.6, 8.166666666666666)","(1.8, 2.52, 2.36)","(7.0, 10.0, 9.92)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:46.751667,"(6.5, 8.6, 8.12)","(1.8, 2.52, 2.36)","(7.0, 10.5, 9.811764705882352)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
05-01-2023 14:11:48.079675,"(6.5, 8.6, 8.12)","(1.8, 2.52, 2.36)","(7.0, 10.5, 9.811764705882352)","(5.0, 7.8, 7.171428571428571)","(21.0, 60.0, 35.333333333333336)","(19.0, 99999, 99990)","(13.0, 28.0, 22.4)","(26.0, 60.0, 52.22222222222222)","(26.0, 95.0, 51.66666666666667)"
