,Bello Beau,Bokeo,Cornelian Bay,Happy Clan,Sharmas Last,Alvarinho,Cloudy Nights,Flying To Paris,Jaguar Stone,Just A Needs,Piiink Beauty
14-12-2022 19:52:11.208305,"(1.6, 1.83, 1.8122222222222222)","(31.0, 42.0, 39.0)","(14.0, 28.0, 25.875)","(51.0, 75.0, 72.77777777777777)","(9.0, 11.5, 11.357142857142858)","(51.0, 180.0, 147.5)","(51.0, 130.0, 118.18181818181819)","(19.0, 26.0, 24.666666666666668)","(6.5, 7.8, 7.575)","(19.0, 28.0, 25.333333333333332)","(17.0, 44.0, 32.666666666666664)"
14-12-2022 19:52:12.552473,"(1.6, 1.83, 1.8122222222222222)","(31.0, 42.0, 39.0)","(14.0, 28.0, 25.875)","(51.0, 75.0, 72.77777777777777)","(9.0, 11.5, 11.357142857142858)","(51.0, 170.0, 147.5)","(51.0, 130.0, 118.18181818181819)","(19.0, 26.0, 24.666666666666668)","(6.5, 7.8, 7.575)","(19.0, 28.0, 25.333333333333332)","(17.0, 44.0, 32.666666666666664)"
14-12-2022 19:52:13.873357,"(1.6, 1.83, 1.8122222222222222)","(31.0, 42.0, 39.0)","(14.0, 28.0, 25.875)","(51.0, 75.0, 72.77777777777777)","(9.0, 11.5, 11.357142857142858)","(51.0, 170.0, 147.5)","(51.0, 130.0, 118.18181818181819)","(19.0, 26.0, 24.666666666666668)","(6.5, 7.8, 7.575)","(19.0, 28.0, 25.333333333333332)","(17.0, 44.0, 32.666666666666664)"
14-12-2022 19:52:15.151577,"(1.6, 1.83, 1.8122222222222222)","(31.0, 42.0, 39.0)","(14.0, 28.0, 27.22222222222222)","(51.0, 75.0, 73.75)","(9.0, 11.5, 11.357142857142858)","(51.0, 170.0, 136.0)","(51.0, 130.0, 117.0)","(19.0, 26.0, 23.0)","(6.5, 7.8, 7.575)","(19.0, 28.0, 27.733333333333334)","(17.0, 44.0, 32.666666666666664)"
14-12-2022 19:52:16.413976,"(1.6, 1.83, 1.8122222222222222)","(31.0, 42.0, 39.0)","(14.0, 28.0, 27.22222222222222)","(51.0, 75.0, 73.75)","(9.0, 11.5, 11.357142857142858)","(51.0, 160.0, 130.0)","(51.0, 130.0, 117.0)","(19.0, 25.0, 23.333333333333332)","(6.5, 7.8, 7.575)","(19.0, 28.0, 29.53846153846154)","(17.0, 44.0, 31.25)"
14-12-2022 19:52:17.629313,"(1.6, 1.83, 1.8122222222222222)","(31.0, 38.0, 36.666666666666664)","(14.0, 28.0, 27.22222222222222)","(51.0, 75.0, 73.75)","(9.0, 11.5, 11.357142857142858)","(51.0, 160.0, 120.0)","(51.0, 130.0, 90.0)","(19.0, 25.0, 23.333333333333332)","(6.5, 7.8, 7.686021505376344)","(19.0, 30.0, 29.53846153846154)","(17.0, 44.0, 32.0)"
14-12-2022 19:52:18.865919,"(1.6, 1.83, 1.8122222222222222)","(31.0, 36.0, 35.5)","(14.0, 28.0, 27.22222222222222)","(51.0, 75.0, 73.75)","(9.0, 11.5, 11.357142857142858)","(51.0, 160.0, 120.0)","(51.0, 130.0, 90.0)","(19.0, 25.0, 23.333333333333332)","(6.5, 8.0, 7.686021505376344)","(19.0, 30.0, 29.53846153846154)","(17.0, 42.0, 32.0)"
14-12-2022 19:52:20.103237,"(1.6, 1.83, 1.8122222222222222)","(31.0, 36.0, 35.5)","(14.0, 28.0, 27.22222222222222)","(51.0, 75.0, 73.75)","(9.0, 11.5, 11.357142857142858)","(51.0, 160.0, 120.0)","(51.0, 130.0, 90.0)","(19.0, 25.0, 23.333333333333332)","(6.5, 8.0, 7.686021505376344)","(19.0, 30.0, 29.53846153846154)","(17.0, 42.0, 32.0)"
14-12-2022 19:52:21.298976,"(1.6, 1.83, 1.8122222222222222)","(31.0, 36.0, 35.5)","(14.0, 28.0, 27.22222222222222)","(51.0, 75.0, 73.75)","(9.0, 11.5, 11.357142857142858)","(51.0, 160.0, 120.0)","(51.0, 130.0, 90.0)","(19.0, 25.0, 23.333333333333332)","(6.5, 8.0, 7.686021505376344)","(19.0, 30.0, 29.53846153846154)","(17.0, 42.0, 32.0)"
14-12-2022 19:52:22.550490,"(1.6, 1.83, 1.8122222222222222)","(31.0, 36.0, 35.5)","(14.0, 28.0, 25.666666666666668)","(51.0, 75.0, 73.75)","(9.0, 11.5, 10.928571428571429)","(51.0, 160.0, 120.0)","(51.0, 130.0, 100.0)","(19.0, 25.0, 22.857142857142858)","(6.5, 8.0, 7.695833333333333)","(19.0, 30.0, 28.833333333333332)","(17.0, 42.0, 33.333333333333336)"
14-12-2022 19:52:23.722929,"(1.6, 1.83, 1.8)","(31.0, 36.0, 35.5)","(14.0, 28.0, 26.0)","(51.0, 75.0, 73.75)","(9.0, 11.5, 10.928571428571429)","(51.0, 160.0, 120.0)","(51.0, 130.0, 100.0)","(19.0, 25.0, 22.857142857142858)","(6.5, 8.0, 7.695833333333333)","(19.0, 29.0, 28.833333333333332)","(17.0, 42.0, 33.333333333333336)"
14-12-2022 19:52:24.975869,"(1.6, 1.83, 1.8)","(31.0, 36.0, 35.5)","(14.0, 28.0, 26.0)","(51.0, 75.0, 73.75)","(9.0, 11.5, 10.928571428571429)","(51.0, 150.0, 116.66666666666666)","(51.0, 130.0, 87.14285714285714)","(19.0, 24.0, 22.666666666666668)","(6.5, 8.0, 7.695833333333333)","(19.0, 29.0, 28.833333333333332)","(17.0, 42.0, 33.333333333333336)"
14-12-2022 19:52:26.279138,"(1.6, 1.83, 1.8)","(31.0, 36.0, 35.5)","(14.0, 28.0, 26.0)","(51.0, 75.0, 73.75)","(9.0, 11.5, 10.928571428571429)","(51.0, 150.0, 116.66666666666666)","(51.0, 130.0, 87.14285714285714)","(19.0, 24.0, 22.666666666666668)","(6.5, 8.0, 7.695833333333333)","(19.0, 29.0, 28.833333333333332)","(17.0, 42.0, 33.333333333333336)"
14-12-2022 19:52:27.553952,"(1.6, 1.83, 1.7925)","(31.0, 36.0, 35.5)","(14.0, 28.0, 26.0)","(51.0, 75.0, 73.75)","(9.0, 11.5, 10.928571428571429)","(51.0, 140.0, 124.0)","(51.0, 120.0, 95.0)","(19.0, 24.0, 22.666666666666668)","(6.5, 8.0, 7.695833333333333)","(19.0, 29.0, 28.833333333333332)","(17.0, 42.0, 33.333333333333336)"
14-12-2022 19:52:28.900102,"(1.6, 1.83, 1.7925)","(31.0, 36.0, 35.5)","(14.0, 28.0, 26.0)","(51.0, 75.0, 73.75)","(9.0, 11.5, 10.928571428571429)","(51.0, 140.0, 124.0)","(51.0, 120.0, 95.0)","(19.0, 24.0, 22.666666666666668)","(6.5, 8.0, 7.695833333333333)","(19.0, 29.0, 28.833333333333332)","(17.0, 42.0, 33.333333333333336)"
14-12-2022 19:52:30.313715,"(1.6, 1.83, 1.798)","(31.0, 36.0, 35.5)","(14.0, 28.0, 26.0)","(51.0, 75.0, 73.75)","(9.0, 11.5, 10.928571428571429)","(51.0, 140.0, 124.0)","(51.0, 120.0, 95.0)","(19.0, 24.0, 22.666666666666668)","(6.5, 8.0, 7.695833333333333)","(19.0, 29.0, 28.833333333333332)","(17.0, 42.0, 33.333333333333336)"
14-12-2022 19:52:31.716544,"(1.6, 1.81, 1.794)","(31.0, 36.0, 35.5)","(14.0, 28.0, 26.0)","(51.0, 75.0, 73.75)","(9.0, 11.5, 10.928571428571429)","(51.0, 140.0, 124.0)","(51.0, 120.0, 90.0)","(19.0, 24.0, 22.666666666666668)","(6.5, 8.0, 7.695833333333333)","(19.0, 29.0, 28.833333333333332)","(17.0, 42.0, 33.25)"
14-12-2022 19:52:33.109791,"(1.6, 1.81, 1.794)","(31.0, 36.0, 35.5)","(14.0, 28.0, 26.0)","(51.0, 75.0, 73.75)","(9.0, 11.5, 10.928571428571429)","(61.0, 140.0, 124.0)","(61.0, 110.0, 101.0)","(19.0, 24.0, 22.666666666666668)","(6.5, 8.0, 7.695833333333333)","(19.0, 29.0, 28.833333333333332)","(17.0, 46.0, 33.25)"
14-12-2022 19:52:34.616574,"(1.6, 1.81, 1.8078571428571428)","(31.0, 36.0, 34.8)","(14.0, 28.0, 26.0)","(51.0, 75.0, 73.75)","(9.0, 11.5, 10.928571428571429)","(61.0, 140.0, 124.0)","(61.0, 110.0, 101.0)","(19.0, 24.0, 22.666666666666668)","(6.5, 8.0, 7.695833333333333)","(19.0, 29.0, 28.833333333333332)","(17.0, 46.0, 33.25)"
14-12-2022 19:52:35.985483,"(1.6, 1.81, 1.8078571428571428)","(31.0, 36.0, 34.8)","(14.0, 28.0, 26.0)","(51.0, 75.0, 73.75)","(9.0, 11.5, 10.928571428571429)","(61.0, 140.0, 124.0)","(61.0, 110.0, 101.0)","(19.0, 24.0, 22.666666666666668)","(6.5, 8.0, 7.695833333333333)","(19.0, 29.0, 28.833333333333332)","(17.0, 46.0, 33.25)"
14-12-2022 19:52:37.302817,"(1.6, 1.81, 1.8078571428571428)","(31.0, 36.0, 36.2)","(14.0, 28.0, 26.0)","(51.0, 75.0, 73.33333333333333)","(9.0, 11.5, 10.928571428571429)","(61.0, 140.0, 124.0)","(61.0, 110.0, 92.0)","(19.0, 24.0, 22.666666666666668)","(6.5, 8.0, 7.296385542168675)","(19.0, 29.0, 28.0)","(17.0, 46.0, 33.25)"
14-12-2022 19:52:38.694950,"(1.6, 1.81, 1.8078571428571428)","(31.0, 38.0, 36.2)","(14.0, 28.0, 24.0)","(51.0, 75.0, 73.33333333333333)","(9.0, 11.5, 10.928571428571429)","(61.0, 140.0, 124.0)","(61.0, 110.0, 92.0)","(19.0, 24.0, 22.666666666666668)","(6.5, 8.0, 7.6)","(20.0, 29.0, 26.5)","(17.0, 46.0, 33.25)"
14-12-2022 19:52:39.972452,"(1.6, 1.81, 1.8076470588235294)","(31.0, 38.0, 36.2)","(14.0, 26.0, 24.0)","(51.0, 75.0, 73.33333333333333)","(9.0, 11.5, 10.928571428571429)","(61.0, 140.0, 124.0)","(61.0, 110.0, 92.0)","(19.0, 24.0, 22.666666666666668)","(6.5, 7.8, 7.6)","(20.0, 27.0, 26.5)","(17.0, 46.0, 33.25)"
14-12-2022 19:52:41.288326,"(1.6, 1.81, 1.8076470588235294)","(31.0, 38.0, 36.2)","(14.0, 26.0, 24.0)","(51.0, 75.0, 73.33333333333333)","(9.0, 11.5, 10.928571428571429)","(61.0, 140.0, 124.0)","(61.0, 110.0, 92.0)","(19.0, 24.0, 22.666666666666668)","(6.5, 7.8, 7.6)","(20.0, 27.0, 26.5)","(17.0, 46.0, 33.25)"
14-12-2022 19:52:42.590089,"(1.6, 1.81, 1.8076470588235294)","(31.0, 38.0, 35.81818181818182)","(14.0, 26.0, 24.0)","(51.0, 75.0, 73.33333333333333)","(9.0, 11.5, 10.928571428571429)","(61.0, 140.0, 124.0)","(61.0, 110.0, 92.0)","(19.0, 25.0, 24.375)","(6.5, 7.8, 7.6)","(20.0, 26.0, 24.57142857142857)","(17.0, 46.0, 33.25)"
14-12-2022 19:52:43.971425,"(1.6, 1.81, 1.8076470588235294)","(31.0, 38.0, 35.81818181818182)","(14.0, 27.0, 24.5)","(51.0, 75.0, 73.33333333333333)","(9.0, 11.5, 10.928571428571429)","(61.0, 150.0, 118.75)","(61.0, 110.0, 92.0)","(19.0, 25.0, 24.375)","(6.5, 8.0, 7.296385542168675)","(20.0, 26.0, 24.57142857142857)","(17.0, 46.0, 33.25)"
14-12-2022 19:52:45.343346,"(1.6, 1.81, 1.8055555555555556)","(31.0, 38.0, 34.0)","(14.0, 27.0, 24.5)","(51.0, 75.0, 73.33333333333333)","(9.0, 11.5, 10.928571428571429)","(61.0, 150.0, 118.75)","(61.0, 110.0, 85.0)","(19.0, 25.0, 24.375)","(6.5, 8.0, 7.336363636363637)","(20.0, 26.0, 24.0)","(17.0, 46.0, 33.25)"
14-12-2022 19:52:46.823417,"(1.6, 1.81, 1.8055555555555556)","(31.0, 38.0, 34.0)","(14.0, 27.0, 24.0)","(51.0, 75.0, 73.33333333333333)","(9.0, 11.5, 10.928571428571429)","(61.0, 150.0, 118.75)","(61.0, 110.0, 88.57142857142857)","(19.0, 25.0, 24.375)","(6.5, 8.0, 7.6)","(20.0, 26.0, 23.272727272727273)","(17.0, 46.0, 36.285714285714285)"
14-12-2022 19:52:48.237993,"(1.6, 1.81, 1.806)","(31.0, 36.0, 34.0)","(14.0, 26.0, 24.0)","(51.0, 75.0, 73.33333333333333)","(9.0, 11.5, 10.928571428571429)","(61.0, 150.0, 118.75)","(61.0, 110.0, 92.0)","(19.0, 25.0, 23.666666666666668)","(6.5, 7.8, 7.6)","(20.0, 26.0, 23.0)","(17.0, 46.0, 36.285714285714285)"
14-12-2022 19:52:49.633755,"(1.6, 1.81, 1.806)","(31.0, 36.0, 34.0)","(14.0, 26.0, 24.0)","(51.0, 75.0, 73.33333333333333)","(9.0, 11.5, 10.928571428571429)","(61.0, 150.0, 118.75)","(61.0, 100.0, 93.0)","(19.0, 25.0, 22.5)","(6.5, 7.8, 7.729411764705882)","(20.0, 25.0, 23.6)","(17.0, 46.0, 36.285714285714285)"
14-12-2022 19:52:51.064723,"(1.6, 1.81, 1.806)","(31.0, 38.0, 35.81818181818182)","(14.0, 26.0, 24.0)","(51.0, 75.0, 73.33333333333333)","(9.0, 11.5, 10.928571428571429)","(61.0, 150.0, 118.75)","(61.0, 100.0, 93.0)","(19.0, 24.0, 22.666666666666668)","(6.5, 7.8, 7.729411764705882)","(20.0, 24.0, 23.0)","(17.0, 46.0, 36.285714285714285)"
14-12-2022 19:52:52.564784,"(1.6, 1.81, 1.806)","(31.0, 38.0, 35.81818181818182)","(14.0, 26.0, 24.0)","(51.0, 75.0, 73.33333333333333)","(9.0, 11.5, 10.928571428571429)","(61.0, 150.0, 118.75)","(61.0, 100.0, 93.0)","(19.0, 24.0, 22.666666666666668)","(6.5, 7.8, 7.729411764705882)","(20.0, 24.0, 23.2)","(17.0, 46.0, 36.285714285714285)"
14-12-2022 19:52:53.840334,"(1.6, 1.81, 1.806)","(31.0, 38.0, 35.81818181818182)","(14.0, 26.0, 24.0)","(51.0, 75.0, 73.33333333333333)","(9.0, 11.5, 10.928571428571429)","(61.0, 150.0, 118.75)","(61.0, 100.0, 93.0)","(19.0, 24.0, 22.666666666666668)","(6.5, 7.8, 7.729411764705882)","(20.0, 24.0, 23.2)","(17.0, 46.0, 36.285714285714285)"
14-12-2022 19:52:55.039749,"(1.6, 1.81, 1.806)","(31.0, 38.0, 35.81818181818182)","(14.0, 26.0, 24.0)","(51.0, 75.0, 73.33333333333333)","(9.0, 11.5, 10.928571428571429)","(61.0, 150.0, 118.75)","(61.0, 100.0, 93.0)","(19.0, 24.0, 22.666666666666668)","(6.5, 7.8, 7.729411764705882)","(20.0, 24.0, 23.2)","(17.0, 46.0, 36.285714285714285)"
14-12-2022 19:52:56.245393,"(1.6, 1.81, 1.806)","(31.0, 38.0, 35.81818181818182)","(14.0, 26.0, 24.0)","(51.0, 75.0, 71.0)","(9.0, 11.5, 10.928571428571429)","(61.0, 150.0, 115.0)","(61.0, 100.0, 93.0)","(19.0, 24.0, 22.666666666666668)","(6.5, 7.8, 7.729411764705882)","(20.0, 24.0, 23.2)","(17.0, 46.0, 36.285714285714285)"
14-12-2022 19:52:57.627210,"(1.6, 1.83, 1.8091304347826087)","(31.0, 38.0, 35.81818181818182)","(14.0, 26.0, 24.0)","(51.0, 75.0, 71.0)","(9.0, 11.5, 10.928571428571429)","(61.0, 150.0, 130.0)","(61.0, 100.0, 93.0)","(19.0, 24.0, 22.666666666666668)","(6.5, 7.8, 7.729411764705882)","(20.0, 24.0, 23.2)","(17.0, 46.0, 36.285714285714285)"
14-12-2022 19:52:59.056924,"(1.6, 1.83, 1.8091304347826087)","(31.0, 36.0, 35.5)","(14.0, 26.0, 23.25)","(51.0, 75.0, 70.0)","(9.0, 11.5, 10.928571428571429)","(61.0, 140.0, 130.0)","(61.0, 100.0, 93.0)","(19.0, 24.0, 23.75)","(6.5, 7.8, 7.336363636363637)","(20.0, 24.0, 25.75)","(17.0, 46.0, 36.285714285714285)"
14-12-2022 19:53:00.451050,"(1.6, 1.83, 1.8091304347826087)","(31.0, 36.0, 35.5)","(14.0, 27.0, 23.0)","(51.0, 75.0, 73.125)","(9.0, 11.5, 10.928571428571429)","(61.0, 140.0, 130.0)","(61.0, 100.0, 93.0)","(19.0, 25.0, 23.75)","(6.5, 8.0, 7.6)","(20.0, 27.0, 25.0)","(17.0, 46.0, 38.0)"
14-12-2022 19:53:01.807897,"(1.6, 1.83, 1.8047368421052632)","(31.0, 36.0, 35.5)","(14.0, 25.0, 23.0)","(51.0, 75.0, 73.125)","(9.0, 11.5, 10.928571428571429)","(61.0, 140.0, 130.0)","(61.0, 100.0, 101.66666666666666)","(19.0, 25.0, 23.75)","(6.5, 7.8, 7.6)","(20.0, 27.0, 25.0)","(17.0, 44.0, 34.0)"
14-12-2022 19:53:03.185538,"(1.6, 1.83, 1.8047368421052632)","(31.0, 36.0, 35.5)","(14.0, 25.0, 23.0)","(51.0, 75.0, 73.125)","(9.0, 11.5, 10.928571428571429)","(61.0, 140.0, 130.0)","(61.0, 120.0, 101.66666666666666)","(19.0, 25.0, 23.75)","(6.5, 7.8, 7.6)","(20.0, 27.0, 25.0)","(17.0, 44.0, 34.0)"
14-12-2022 19:53:04.579631,"(1.6, 1.83, 1.8047368421052632)","(31.0, 36.0, 35.5)","(15.0, 25.0, 23.0)","(51.0, 75.0, 73.125)","(9.0, 11.5, 10.928571428571429)","(61.0, 140.0, 130.0)","(61.0, 120.0, 101.66666666666666)","(19.0, 25.0, 24.375)","(6.5, 8.0, 7.336363636363637)","(19.0, 27.0, 25.0)","(17.0, 44.0, 34.0)"
14-12-2022 19:53:05.951714,"(1.6, 1.83, 1.8047368421052632)","(31.0, 36.0, 35.5)","(15.0, 27.0, 25.18181818181818)","(51.0, 75.0, 71.66666666666667)","(9.0, 11.5, 11.4375)","(61.0, 140.0, 125.0)","(61.0, 90.0, 85.0)","(19.0, 23.0, 22.142857142857142)","(6.5, 7.6, 7.421052631578948)","(19.0, 26.0, 25.5)","(17.0, 44.0, 34.0)"
14-12-2022 19:53:07.245345,"(1.6, 1.83, 1.823846153846154)","(31.0, 36.0, 35.5)","(15.0, 26.0, 24.636363636363637)","(51.0, 75.0, 71.66666666666667)","(9.0, 11.5, 13.470588235294118)","(61.0, 140.0, 125.0)","(61.0, 90.0, 87.5)","(19.0, 23.0, 22.125)","(6.5, 7.6, 7.421052631578948)","(19.0, 26.0, 25.333333333333332)","(17.0, 44.0, 34.0)"
14-12-2022 19:53:08.493163,"(1.6, 1.83, 1.8211111111111111)","(31.0, 36.0, 35.5)","(15.0, 26.0, 24.75)","(51.0, 75.0, 71.66666666666667)","(9.0, 14.5, 13.307692307692308)","(61.0, 140.0, 125.0)","(61.0, 90.0, 87.5)","(19.0, 23.0, 22.125)","(6.5, 7.6, 7.421052631578948)","(19.0, 26.0, 25.333333333333332)","(17.0, 44.0, 34.0)"
14-12-2022 19:53:09.737213,"(1.6, 1.83, 1.8185714285714287)","(31.0, 36.0, 35.5)","(15.0, 26.0, 24.75)","(51.0, 75.0, 71.66666666666667)","(9.0, 13.5, 13.166666666666666)","(61.0, 140.0, 125.0)","(61.0, 90.0, 87.5)","(19.0, 23.0, 22.125)","(6.5, 7.6, 7.4639999999999995)","(19.0, 26.0, 25.333333333333332)","(17.0, 44.0, 34.0)"
14-12-2022 19:53:11.333053,"(1.6, 1.83, 1.8185714285714287)","(31.0, 36.0, 35.5)","(15.0, 26.0, 24.75)","(51.0, 75.0, 71.66666666666667)","(9.0, 13.5, 13.583333333333334)","(61.0, 140.0, 125.0)","(61.0, 90.0, 87.5)","(19.0, 23.0, 22.125)","(6.5, 7.6, 7.242105263157895)","(19.0, 26.0, 25.333333333333332)","(17.0, 44.0, 34.0)"
14-12-2022 19:53:12.615510,"(1.6, 1.83, 1.8185714285714287)","(31.0, 36.0, 35.5)","(15.0, 26.0, 24.75)","(51.0, 75.0, 71.66666666666667)","(9.0, 14.0, 12.75)","(61.0, 140.0, 125.0)","(61.0, 90.0, 87.5)","(19.0, 23.0, 22.125)","(6.5, 7.6, 7.242105263157895)","(19.0, 26.0, 25.333333333333332)","(17.0, 44.0, 34.0)"
14-12-2022 19:53:14.137259,"(1.6, 1.83, 1.8185714285714287)","(31.0, 36.0, 35.5)","(15.0, 26.0, 24.75)","(51.0, 75.0, 71.66666666666667)","(9.0, 13.0, 12.75)","(61.0, 140.0, 125.0)","(61.0, 90.0, 87.5)","(19.0, 23.0, 22.125)","(6.5, 7.6, 7.242105263157895)","(19.0, 26.0, 25.714285714285715)","(17.0, 44.0, 34.0)"
14-12-2022 19:53:15.452877,"(1.6, 1.83, 1.8185714285714287)","(31.0, 36.0, 35.5)","(15.0, 26.0, 24.75)","(51.0, 75.0, 71.66666666666667)","(9.0, 13.0, 12.75)","(61.0, 140.0, 125.0)","(61.0, 90.0, 87.5)","(19.0, 23.0, 22.125)","(6.5, 7.6, 7.242105263157895)","(19.0, 26.0, 25.714285714285715)","(17.0, 44.0, 34.0)"
14-12-2022 19:53:16.862687,"(1.6, 1.83, 1.8185714285714287)","(31.0, 36.0, 35.5)","(15.0, 26.0, 24.75)","(51.0, 75.0, 71.66666666666667)","(9.0, 13.0, 12.75)","(61.0, 140.0, 125.0)","(61.0, 90.0, 87.5)","(19.0, 23.0, 22.125)","(6.5, 7.6, 7.242105263157895)","(19.0, 26.0, 25.714285714285715)","(17.0, 44.0, 36.8)"
14-12-2022 19:53:18.311656,"(1.6, 1.83, 1.8185714285714287)","(31.0, 36.0, 35.5)","(15.0, 26.0, 24.75)","(51.0, 75.0, 71.66666666666667)","(9.0, 13.0, 12.75)","(61.0, 140.0, 125.0)","(61.0, 90.0, 87.5)","(19.0, 23.0, 21.016949152542374)","(6.5, 7.6, 7.242105263157895)","(19.0, 26.0, 25.714285714285715)","(17.0, 42.0, 36.8)"
14-12-2022 19:53:19.744807,"(1.6, 1.83, 1.8272222222222223)","(31.0, 36.0, 35.5)","(15.0, 26.0, 25.333333333333332)","(51.0, 75.0, 71.66666666666667)","(9.0, 13.0, 12.75)","(61.0, 140.0, 125.0)","(61.0, 90.0, 85.83333333333334)","(19.0, 22.0, 21.016666666666666)","(6.5, 7.6, 7.242105263157895)","(19.0, 26.0, 25.714285714285715)","(17.0, 42.0, 36.8)"
14-12-2022 19:53:21.021257,"(1.6, 1.83, 1.8272222222222223)","(31.0, 36.0, 35.81818181818182)","(15.0, 26.0, 25.333333333333332)","(51.0, 75.0, 71.66666666666667)","(9.0, 13.0, 12.75)","(61.0, 140.0, 125.0)","(61.0, 90.0, 85.83333333333334)","(19.0, 22.0, 21.016666666666666)","(6.5, 7.6, 7.242105263157895)","(19.0, 26.0, 25.714285714285715)","(17.0, 42.0, 36.8)"
14-12-2022 19:53:22.292090,"(1.6, 1.83, 1.8272222222222223)","(31.0, 38.0, 35.81818181818182)","(15.0, 26.0, 25.333333333333332)","(51.0, 75.0, 71.66666666666667)","(9.0, 13.0, 12.21875)","(61.0, 140.0, 125.0)","(61.0, 90.0, 85.83333333333334)","(19.0, 22.0, 21.016666666666666)","(6.5, 7.6, 7.242105263157895)","(19.0, 26.0, 25.714285714285715)","(17.0, 42.0, 36.8)"
14-12-2022 19:53:23.496874,"(1.6, 1.83, 1.8276190476190477)","(31.0, 38.0, 35.81818181818182)","(15.0, 26.0, 26.5)","(51.0, 75.0, 73.0)","(9.0, 12.5, 11.954545454545455)","(61.0, 140.0, 125.0)","(61.0, 90.0, 87.5)","(19.0, 22.0, 21.016666666666666)","(6.5, 7.6, 7.584615384615384)","(19.0, 26.0, 25.714285714285715)","(17.0, 42.0, 36.8)"
14-12-2022 19:53:24.711701,"(1.6, 1.83, 1.8276190476190477)","(31.0, 38.0, 35.81818181818182)","(15.0, 27.0, 26.5)","(51.0, 75.0, 73.0)","(9.0, 12.5, 11.954545454545455)","(61.0, 140.0, 125.0)","(61.0, 90.0, 87.5)","(19.0, 22.0, 21.016666666666666)","(6.5, 7.6, 7.584615384615384)","(19.0, 26.0, 25.714285714285715)","(17.0, 42.0, 38.57142857142857)"
14-12-2022 19:53:25.957438,"(1.6, 1.83, 1.8276190476190477)","(31.0, 38.0, 35.81818181818182)","(15.0, 27.0, 26.5)","(51.0, 75.0, 73.0)","(9.0, 12.5, 11.954545454545455)","(61.0, 140.0, 125.0)","(61.0, 90.0, 87.5)","(19.0, 22.0, 21.016666666666666)","(6.5, 7.6, 7.584615384615384)","(19.0, 26.0, 25.714285714285715)","(17.0, 42.0, 38.57142857142857)"
14-12-2022 19:53:27.248001,"(1.6, 1.83, 1.8276190476190477)","(31.0, 38.0, 35.81818181818182)","(14.0, 27.0, 26.5)","(51.0, 75.0, 73.0)","(9.0, 12.5, 11.954545454545455)","(61.0, 140.0, 125.0)","(61.0, 90.0, 87.5)","(19.0, 22.0, 21.016666666666666)","(6.5, 7.6, 7.584615384615384)","(19.0, 26.0, 25.714285714285715)","(17.0, 42.0, 38.57142857142857)"
14-12-2022 19:53:28.641527,"(1.6, 1.83, 1.8276190476190477)","(31.0, 38.0, 35.81818181818182)","(14.0, 27.0, 26.5)","(51.0, 75.0, 73.0)","(9.0, 12.5, 11.954545454545455)","(61.0, 140.0, 125.0)","(61.0, 90.0, 87.5)","(19.0, 22.0, 21.016666666666666)","(6.5, 7.6, 7.57391304347826)","(19.0, 26.0, 25.714285714285715)","(17.0, 42.0, 38.57142857142857)"
14-12-2022 19:53:29.918063,"(1.6, 1.83, 1.8276190476190477)","(31.0, 38.0, 35.81818181818182)","(14.0, 27.0, 26.5)","(51.0, 75.0, 73.0)","(9.0, 12.5, 11.954545454545455)","(61.0, 140.0, 125.0)","(61.0, 90.0, 87.5)","(19.0, 22.0, 21.016666666666666)","(6.5, 7.6, 7.57391304347826)","(19.0, 26.0, 25.714285714285715)","(17.0, 42.0, 41.66666666666667)"
14-12-2022 19:53:31.169560,"(1.6, 1.83, 1.8276190476190477)","(31.0, 38.0, 35.81818181818182)","(14.0, 26.0, 25.333333333333332)","(51.0, 75.0, 73.0)","(9.0, 12.0, 11.777777777777779)","(61.0, 140.0, 125.0)","(61.0, 90.0, 87.5)","(19.0, 22.0, 21.016666666666666)","(6.5, 7.6, 7.57391304347826)","(19.0, 26.0, 25.714285714285715)","(17.0, 44.0, 41.66666666666667)"
14-12-2022 19:53:32.778635,"(1.6, 1.83, 1.8276190476190477)","(31.0, 38.0, 35.81818181818182)","(14.0, 26.0, 25.333333333333332)","(51.0, 75.0, 73.0)","(9.0, 12.0, 11.777777777777779)","(61.0, 140.0, 125.0)","(61.0, 90.0, 87.5)","(19.0, 22.0, 21.016666666666666)","(6.5, 7.6, 7.57391304347826)","(19.0, 26.0, 25.714285714285715)","(17.0, 44.0, 40.0)"
14-12-2022 19:53:34.118711,"(1.6, 1.83, 1.8276190476190477)","(31.0, 38.0, 35.81818181818182)","(14.0, 26.0, 25.333333333333332)","(51.0, 75.0, 73.0)","(9.0, 12.0, 11.777777777777779)","(61.0, 140.0, 125.0)","(61.0, 90.0, 87.5)","(19.0, 22.0, 21.016666666666666)","(6.5, 7.6, 7.57391304347826)","(19.0, 26.0, 25.833333333333332)","(17.0, 46.0, 40.0)"
14-12-2022 19:53:35.697384,"(1.6, 1.83, 1.829056603773585)","(31.0, 38.0, 35.81818181818182)","(14.0, 26.0, 25.333333333333332)","(51.0, 75.0, 73.0)","(9.0, 12.0, 11.777777777777779)","(61.0, 140.0, 125.0)","(61.0, 90.0, 87.5)","(19.0, 22.0, 19.515151515151516)","(6.5, 7.6, 7.57391304347826)","(19.0, 26.0, 25.833333333333332)","(17.0, 46.0, 40.0)"
