,Tinker Yvonne,Go Gigi Go,Lamont Bale,Atomic Cabang,Autumn Doll,Rebel May Road,Dr Xander,Ricky Bobby Riot
07-12-2022 13:55:01.233686,"(8.5, 16.0, 13.428571428571429)","(11.0, 22.0, 13.857142857142858)","(13.0, 27.0, 19.57142857142857)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:02.641427,"(8.5, 16.0, 13.428571428571429)","(11.0, 22.0, 13.857142857142858)","(13.0, 27.0, 19.57142857142857)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:04.003318,"(8.5, 16.0, 13.428571428571429)","(11.0, 22.0, 13.857142857142858)","(13.0, 27.0, 19.57142857142857)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:05.376785,"(8.5, 16.0, 13.428571428571429)","(11.0, 22.0, 13.857142857142858)","(13.0, 27.0, 19.57142857142857)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:06.731110,"(8.5, 16.0, 13.428571428571429)","(11.0, 22.0, 13.857142857142858)","(13.0, 27.0, 19.57142857142857)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:08.117848,"(8.5, 16.0, 13.428571428571429)","(11.0, 22.0, 13.857142857142858)","(13.0, 27.0, 19.57142857142857)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:09.535772,"(8.5, 16.0, 13.428571428571429)","(11.0, 22.0, 13.857142857142858)","(13.0, 27.0, 19.57142857142857)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:10.895017,"(8.5, 16.0, 13.428571428571429)","(11.0, 22.0, 13.857142857142858)","(13.0, 27.0, 19.57142857142857)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:12.253994,"(8.5, 16.0, 13.428571428571429)","(11.0, 22.0, 13.857142857142858)","(13.0, 27.0, 19.57142857142857)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:13.650783,"(8.5, 16.0, 13.428571428571429)","(11.0, 22.0, 13.857142857142858)","(13.0, 27.0, 19.57142857142857)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:15.004967,"(8.5, 16.0, 13.428571428571429)","(11.0, 22.0, 13.857142857142858)","(13.0, 27.0, 19.57142857142857)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:16.388486,"(8.5, 16.0, 13.428571428571429)","(11.0, 22.0, 13.857142857142858)","(13.0, 27.0, 19.57142857142857)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:17.699376,"(8.5, 16.0, 13.428571428571429)","(11.0, 22.0, 13.857142857142858)","(13.0, 27.0, 19.57142857142857)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:18.969880,"(8.5, 16.0, 13.428571428571429)","(11.0, 22.0, 13.857142857142858)","(13.0, 27.0, 19.57142857142857)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 11.56)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:20.185797,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 17.333333333333332)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 11.56)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:21.682515,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 17.333333333333332)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 11.56)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:22.935650,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 17.333333333333332)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 11.56)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:24.119502,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 17.857142857142858)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 11.56)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:25.317724,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 17.857142857142858)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 11.56)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:26.560921,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 17.42857142857143)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 11.56)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:27.873699,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 18.0)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 11.56)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:29.196544,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 18.0)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 11.56)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:30.532608,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 18.0)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 11.56)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:31.707296,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 18.0)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.57142857142857)","(5.5, 12.5, 11.56)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:32.877327,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 18.0)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 52.0)","(5.5, 12.5, 11.48)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:34.079011,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 18.0)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 52.0)","(5.5, 12.5, 11.48)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:35.385124,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 18.0)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 52.0)","(5.5, 12.5, 11.48)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:36.639744,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 16.8)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 52.0)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:37.905234,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 16.8)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 52.0)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.78, 2.6333333333333333)"
07-12-2022 13:55:39.046003,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 16.8)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.78, 2.5527272727272727)"
07-12-2022 13:55:40.308890,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 16.8)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:55:41.504571,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 16.8)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:55:42.788270,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 16.8)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:55:44.061658,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 16.8)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:55:45.314607,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 16.8)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:55:46.522534,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 16.8)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:55:47.710794,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 16.8)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:55:48.918160,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 16.8)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:55:50.426640,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 16.8)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:55:51.852423,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 16.8)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:55:53.329151,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 16.8)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:55:54.618906,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 16.8)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:55:55.911089,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 16.8)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:55:57.098687,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 16.8)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 10.866666666666667)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:55:58.281979,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.75)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 11.56)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:55:59.516215,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 14.8125)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 11.56)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:56:00.774040,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 14.8125)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 11.56)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:56:02.069354,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 14.8125)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 24.625)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 11.218181818181819)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:56:03.285484,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 14.8125)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.8)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 11.218181818181819)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:56:04.486441,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 14.8125)","(13.0, 27.0, 21.666666666666664)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.8)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 11.218181818181819)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:56:05.650658,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 14.8125)","(13.0, 27.0, 21.666666666666664)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.8)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 11.218181818181819)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:56:06.859662,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 14.8125)","(13.0, 27.0, 21.666666666666664)","(4.6, 5.9, 5.15)","(14.0, 28.0, 22.8)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 11.218181818181819)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:56:08.104396,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.75)","(13.0, 27.0, 20.75)","(4.6, 5.9, 5.15)","(14.0, 28.0, 23.166666666666664)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 11.218181818181819)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:56:09.464095,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.375)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 24.88888888888889)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 11.218181818181819)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:56:10.889894,"(8.5, 16.0, 13.428571428571429)","(11.0, 21.0, 15.375)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 23.333333333333336)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 11.218181818181819)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:56:12.266696,"(8.5, 16.0, 13.428571428571429)","(11.0, 21.0, 15.375)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.15)","(14.0, 28.0, 23.333333333333336)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 11.218181818181819)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:56:14.006911,"(8.5, 16.0, 13.428571428571429)","(11.0, 21.0, 14.25)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.5)","(14.0, 28.0, 23.333333333333336)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 9.32)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:56:15.491363,"(8.5, 16.0, 13.428571428571429)","(11.0, 21.0, 17.0)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.5)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 9.32)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:56:16.778454,"(8.5, 16.0, 13.428571428571429)","(11.0, 20.0, 15.125)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.5)","(14.0, 28.0, 22.6)","(15.0, 65.0, 59.42857142857143)","(5.5, 12.5, 9.32)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:56:18.162892,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.125)","(13.0, 27.0, 17.0)","(4.6, 5.9, 5.24)","(14.0, 28.0, 22.6)","(15.0, 65.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:56:19.571068,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.125)","(13.0, 27.0, 14.038461538461538)","(4.6, 5.8, 5.5)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.8, 2.6333333333333333)"
07-12-2022 13:56:20.938713,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.125)","(13.0, 16.5, 21.0)","(4.6, 5.9, 5.5)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.78, 2.597142857142857)"
07-12-2022 13:56:22.366208,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.125)","(13.0, 26.0, 21.0)","(4.6, 5.9, 4.9625)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.78, 2.56)"
07-12-2022 13:56:23.635029,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.125)","(13.0, 26.0, 21.0)","(4.6, 5.9, 5.5)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.8, 2.56)"
07-12-2022 13:56:24.762110,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.125)","(13.0, 26.0, 21.2)","(4.6, 5.9, 5.5)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.8, 2.3466666666666667)"
07-12-2022 13:56:26.034839,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.125)","(13.0, 26.0, 21.2)","(4.6, 5.9, 5.5)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.8, 2.3466666666666667)"
07-12-2022 13:56:27.348931,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.125)","(13.0, 26.0, 22.714285714285715)","(4.6, 5.9, 5.2)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.8, 2.3466666666666667)"
07-12-2022 13:56:28.729306,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.125)","(13.0, 26.0, 22.714285714285715)","(4.6, 5.9, 5.5)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.8, 2.3466666666666667)"
07-12-2022 13:56:30.124698,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.125)","(13.0, 26.0, 24.46666666666667)","(4.6, 5.9, 5.5)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:56:31.480685,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.125)","(13.0, 26.0, 23.7)","(4.6, 5.9, 5.5)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:56:32.935242,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.125)","(13.0, 26.0, 17.666666666666668)","(4.6, 5.9, 4.9625)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.8, 2.5527272727272727)"
07-12-2022 13:56:34.365310,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.125)","(13.0, 26.0, 22.142857142857142)","(4.6, 5.9, 5.5)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.8, 2.6177777777777775)"
07-12-2022 13:56:35.683145,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.125)","(13.0, 26.0, 21.833333333333336)","(4.6, 5.9, 5.5)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.76, 2.6222222222222222)"
07-12-2022 13:56:37.002764,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.125)","(13.0, 26.0, 21.833333333333336)","(4.6, 5.9, 5.5)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.76, 2.6222222222222222)"
07-12-2022 13:56:38.280428,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.125)","(13.0, 26.0, 23.5)","(4.6, 5.9, 4.9625)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.76, 2.55)"
07-12-2022 13:56:39.522864,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.125)","(13.0, 26.0, 22.57142857142857)","(4.6, 5.9, 5.5)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.96, 2.367058823529412)"
07-12-2022 13:56:40.687368,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.125)","(13.0, 26.0, 22.57142857142857)","(4.6, 5.9, 5.5)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.96, 2.6914285714285713)"
07-12-2022 13:56:41.941980,"(8.5, 16.0, 13.428571428571429)","(11.0, 19.5, 15.125)","(13.0, 26.0, 22.57142857142857)","(4.6, 5.9, 5.5)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.92, 2.6914285714285713)"
07-12-2022 13:56:43.239897,"(8.5, 16.0, 13.692307692307693)","(11.0, 19.5, 12.642857142857142)","(13.0, 26.0, 21.666666666666664)","(4.6, 5.9, 4.9625)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.92, 2.6914285714285713)"
07-12-2022 13:56:44.458533,"(8.5, 16.0, 13.692307692307693)","(11.0, 19.5, 12.642857142857142)","(13.0, 26.0, 21.666666666666664)","(4.6, 5.9, 5.449999999999999)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.92, 2.54)"
07-12-2022 13:56:45.750199,"(8.5, 16.0, 13.692307692307693)","(11.0, 19.5, 12.642857142857142)","(13.0, 26.0, 23.833333333333332)","(4.6, 5.8, 5.449999999999999)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.92, 2.54)"
07-12-2022 13:56:47.017682,"(8.5, 16.0, 13.692307692307693)","(11.0, 19.5, 12.642857142857142)","(13.0, 26.0, 23.833333333333332)","(4.6, 5.8, 5.45)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.14285714285714)","(5.5, 12.5, 9.32)","(2.05, 2.92, 2.54)"
07-12-2022 13:56:48.302955,"(8.5, 16.0, 13.692307692307693)","(11.0, 19.5, 12.642857142857142)","(13.0, 26.0, 21.833333333333336)","(4.6, 5.8, 4.825)","(14.0, 28.0, 25.0)","(15.0, 60.0, 55.25)","(5.5, 12.5, 9.32)","(2.05, 2.92, 2.54)"
07-12-2022 13:56:49.367168,"(8.5, 16.0, 13.692307692307693)","(11.0, 19.5, 12.642857142857142)","(13.0, 26.0, 21.833333333333336)","(4.6, 5.8, 4.825)","(14.0, 28.0, 25.0)","(15.0, 65.0, 55.25)","(5.5, 12.5, 9.32)","(2.05, 2.92, 2.54)"
07-12-2022 13:56:50.569264,"(8.5, 16.0, 13.692307692307693)","(11.0, 19.5, 12.642857142857142)","(13.0, 26.0, 21.833333333333336)","(4.6, 5.8, 5.58)","(14.0, 28.0, 25.0)","(15.0, 65.0, 55.25)","(5.5, 12.5, 9.32)","(2.05, 2.92, 2.54)"
