,Cala Jane,Hittheroadjack Nz,Another Statement,Bombadier Jujon,Rock Bottom Nz,Tommy Lincoln Nz,Make Mine Memphis,Deus Ex Nz,Infatuation Nz,Our Major Day,Northview Hustler Nz
07-01-2023 17:12:44.272236,"(19.0, 26.0, 23.6)","(26.0, 99999, 99990)","(18.0, 28.0, 25.0)","(12.0, 14.5, 12.125)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 32.0, 27.0)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:12:45.664925,"(19.0, 26.0, 22.88888888888889)","(26.0, 99999, 99990)","(18.0, 27.0, 24.2)","(12.0, 14.0, 12.2)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 32.0, 27.0)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:12:47.074520,"(19.0, 25.0, 22.9)","(26.0, 99999, 99990)","(18.0, 29.0, 25.5)","(12.0, 14.0, 13.4)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 32.0, 27.0)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:12:48.395168,"(19.0, 28.0, 26.5)","(26.0, 99999, 99990)","(18.0, 28.0, 25.5)","(12.0, 14.0, 13.4)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 32.0, 27.0)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:12:49.663876,"(19.0, 28.0, 26.8)","(26.0, 99999, 99990)","(18.0, 27.0, 25.0)","(12.0, 14.0, 13.4)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 30.0, 27.0)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:12:51.034658,"(19.0, 28.0, 26.8)","(26.0, 99999, 99990)","(18.0, 27.0, 25.0)","(12.0, 14.0, 13.4)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 30.0, 27.0)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:12:52.376885,"(19.0, 27.0, 24.857142857142858)","(26.0, 99999, 99990)","(18.0, 29.0, 26.0)","(12.0, 14.0, 13.4)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 30.0, 26.8)","(5.5, 99999, 99990)","(16.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:12:53.931528,"(19.0, 26.0, 24.285714285714285)","(26.0, 99999, 99990)","(18.0, 29.0, 25.5)","(12.0, 14.0, 12.714285714285714)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 40.0, 28.0)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:12:55.369359,"(19.0, 26.0, 24.285714285714285)","(26.0, 99999, 99990)","(18.0, 28.0, 25.5)","(12.0, 14.0, 13.4)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 38.0, 26.0)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:12:56.762015,"(19.0, 25.0, 23.714285714285715)","(26.0, 99999, 99990)","(18.0, 28.0, 24.666666666666668)","(12.0, 14.0, 12.785714285714285)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 38.0, 26.0)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:12:58.132417,"(19.0, 25.0, 23.714285714285715)","(26.0, 99999, 99990)","(18.0, 27.0, 25.0)","(12.0, 13.5, 13.083333333333334)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 36.0, 25.25)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:12:59.513305,"(19.0, 28.0, 26.8)","(26.0, 99999, 99990)","(18.0, 27.0, 24.75)","(12.0, 13.5, 12.9)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 34.0, 26.0)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:00.964752,"(19.0, 28.0, 27.333333333333332)","(26.0, 99999, 99990)","(18.0, 30.0, 24.4)","(12.0, 15.0, 12.545454545454545)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 32.0, 26.0)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:02.345818,"(19.0, 28.0, 27.333333333333332)","(26.0, 99999, 99990)","(18.0, 30.0, 25.09090909090909)","(12.0, 15.0, 13.6875)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 30.0, 26.0)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:03.764122,"(19.0, 28.0, 25.5)","(26.0, 99999, 99990)","(18.0, 30.0, 24.6)","(12.0, 15.0, 13.2)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 30.0, 28.0)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:05.193207,"(19.0, 28.0, 25.5)","(26.0, 99999, 99990)","(18.0, 30.0, 24.46153846153846)","(12.0, 15.0, 13.2)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 34.0, 29.333333333333332)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:06.579542,"(19.0, 28.0, 25.5)","(26.0, 99999, 99990)","(18.0, 30.0, 24.46153846153846)","(11.0, 15.0, 11.625)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 32.0, 26.285714285714285)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:07.949725,"(19.0, 28.0, 25.5)","(26.0, 99999, 99990)","(18.0, 30.0, 24.46153846153846)","(11.0, 12.0, 13.6875)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 32.0, 26.285714285714285)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:09.318912,"(19.0, 28.0, 25.5)","(26.0, 99999, 99990)","(18.0, 30.0, 24.46153846153846)","(11.0, 15.0, 13.6875)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 32.0, 26.285714285714285)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:10.641741,"(19.0, 28.0, 25.5)","(26.0, 99999, 99990)","(18.0, 29.0, 24.714285714285715)","(11.0, 14.5, 13.375)","(7.5, 99999, 99990)","(4.0, 99999, 99990)","(21.0, 30.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:11.969837,"(19.0, 28.0, 25.5)","(31.0, 99999, 99990)","(19.0, 29.0, 24.714285714285715)","(11.0, 14.5, 13.375)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:13.399050,"(19.0, 28.0, 25.5)","(31.0, 99999, 99990)","(19.0, 28.0, 25.0)","(11.0, 14.5, 13.0)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:14.760036,"(19.0, 28.0, 25.5)","(31.0, 99999, 99990)","(19.0, 27.0, 25.0)","(11.0, 14.5, 13.0)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:16.155316,"(19.0, 28.0, 25.5)","(31.0, 99999, 99990)","(19.0, 27.0, 25.0)","(11.0, 14.5, 12.571428571428571)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:17.548995,"(19.0, 28.0, 25.5)","(31.0, 99999, 99990)","(19.0, 27.0, 25.0)","(11.0, 14.0, 12.571428571428571)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:19.056714,"(19.0, 28.0, 25.5)","(31.0, 99999, 99990)","(19.0, 27.0, 25.0)","(11.0, 14.0, 12.571428571428571)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:20.425404,"(19.0, 28.0, 25.5)","(31.0, 99999, 99990)","(19.0, 27.0, 25.0)","(11.0, 14.0, 12.571428571428571)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:21.848538,"(19.0, 28.0, 26.333333333333332)","(31.0, 99999, 99990)","(19.0, 27.0, 25.0)","(11.0, 14.0, 12.571428571428571)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:23.356962,"(19.0, 28.0, 26.333333333333332)","(31.0, 99999, 99990)","(19.0, 27.0, 25.0)","(11.0, 14.0, 12.571428571428571)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:24.787427,"(19.0, 28.0, 26.333333333333332)","(31.0, 99999, 99990)","(19.0, 27.0, 25.0)","(11.0, 14.0, 12.75)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:26.183392,"(19.0, 30.0, 27.666666666666668)","(31.0, 99999, 99990)","(19.0, 27.0, 25.0)","(11.0, 13.5, 12.75)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:27.656879,"(19.0, 29.0, 27.0)","(31.0, 99999, 99990)","(18.0, 27.0, 25.0)","(11.0, 13.5, 12.428571428571429)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:29.055464,"(19.0, 29.0, 27.0)","(31.0, 99999, 99990)","(18.0, 27.0, 25.0)","(11.0, 13.5, 12.428571428571429)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:30.459557,"(19.0, 29.0, 27.0)","(31.0, 99999, 99990)","(18.0, 27.0, 25.0)","(11.0, 13.5, 12.428571428571429)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:31.909292,"(19.0, 30.0, 28.6)","(31.0, 99999, 99990)","(18.0, 27.0, 25.0)","(11.0, 13.5, 12.428571428571429)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:33.259238,"(19.0, 30.0, 28.6)","(31.0, 99999, 99990)","(18.0, 27.0, 23.666666666666668)","(11.0, 13.5, 12.5)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 28.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:34.609298,"(19.0, 30.0, 27.666666666666668)","(31.0, 99999, 99990)","(18.0, 27.0, 23.666666666666668)","(11.0, 13.0, 12.285714285714286)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 25.2)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:36.020766,"(19.0, 30.0, 27.666666666666668)","(31.0, 99999, 99990)","(18.0, 27.0, 24.333333333333332)","(11.0, 13.0, 12.5)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 26.5)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:37.442659,"(19.0, 30.0, 27.666666666666668)","(31.0, 99999, 99990)","(18.0, 27.0, 24.333333333333332)","(11.0, 13.0, 13.458333333333334)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 29.0, 26.5)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:38.863030,"(19.0, 30.0, 27.666666666666668)","(31.0, 99999, 99990)","(18.0, 27.0, 23.666666666666668)","(11.0, 15.5, 12.875)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 29.0, 26.5)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:40.348001,"(19.0, 30.0, 27.666666666666668)","(31.0, 99999, 99990)","(18.0, 27.0, 23.666666666666668)","(11.0, 15.5, 12.777777777777779)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 29.0, 26.5)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:41.784257,"(19.0, 30.0, 27.666666666666668)","(31.0, 99999, 99990)","(18.0, 27.0, 23.666666666666668)","(11.0, 15.5, 13.5)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 29.0, 26.5)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.7, 99999, 99990)"
07-01-2023 17:13:43.218515,"(19.0, 30.0, 27.666666666666668)","(31.0, 99999, 99990)","(18.0, 27.0, 24.333333333333332)","(11.0, 15.0, 12.916666666666666)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 29.0, 26.5)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:13:44.613682,"(19.0, 30.0, 27.666666666666668)","(31.0, 99999, 99990)","(18.0, 27.0, 23.666666666666668)","(11.0, 15.0, 12.857142857142858)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 29.0, 26.5)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:13:46.007108,"(19.0, 30.0, 27.666666666666668)","(31.0, 99999, 99990)","(18.0, 27.0, 23.666666666666668)","(11.0, 15.0, 12.857142857142858)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 29.0, 26.5)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:13:47.378526,"(19.0, 30.0, 27.666666666666668)","(31.0, 99999, 99990)","(18.0, 27.0, 23.666666666666668)","(11.0, 15.0, 12.857142857142858)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 29.0, 26.5)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:13:48.743864,"(19.0, 30.0, 28.5)","(31.0, 99999, 99990)","(18.0, 30.0, 24.4)","(11.0, 15.0, 12.142857142857142)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 29.0, 24.833333333333332)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:13:50.130880,"(19.0, 30.0, 28.5)","(31.0, 99999, 99990)","(18.0, 30.0, 25.25)","(11.0, 15.0, 12.555555555555555)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 29.0, 24.833333333333332)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:13:51.483863,"(19.0, 30.0, 28.5)","(31.0, 99999, 99990)","(18.0, 29.0, 25.57142857142857)","(11.0, 14.5, 12.555555555555555)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 29.0, 24.833333333333332)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:13:52.825925,"(19.0, 30.0, 28.5)","(31.0, 99999, 99990)","(18.0, 29.0, 24.4)","(11.0, 14.5, 13.1)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 29.0, 24.833333333333332)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:13:54.202935,"(19.0, 30.0, 28.5)","(31.0, 99999, 99990)","(18.0, 30.0, 24.4)","(11.0, 14.0, 13.722222222222221)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 29.0, 24.833333333333332)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:13:55.552989,"(19.0, 30.0, 28.5)","(31.0, 99999, 99990)","(18.0, 30.0, 24.4)","(11.0, 14.5, 13.041666666666668)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 29.0, 24.833333333333332)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:13:56.951664,"(19.0, 30.0, 28.5)","(31.0, 99999, 99990)","(18.0, 30.0, 24.4)","(11.0, 14.5, 13.041666666666668)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 29.0, 24.833333333333332)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:13:58.305097,"(19.0, 30.0, 28.5)","(31.0, 99999, 99990)","(18.0, 30.0, 25.25)","(11.0, 14.5, 12.615384615384615)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 29.0, 24.833333333333332)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:13:59.692701,"(19.0, 30.0, 28.5)","(31.0, 99999, 99990)","(18.0, 29.0, 25.57142857142857)","(11.0, 14.0, 13.1)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 29.0, 24.833333333333332)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:01.054891,"(19.0, 30.0, 28.5)","(31.0, 99999, 99990)","(18.0, 29.0, 25.57142857142857)","(11.0, 14.0, 12.615384615384615)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 29.0, 24.833333333333332)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:02.455669,"(19.0, 30.0, 28.5)","(31.0, 99999, 99990)","(18.0, 29.0, 24.4)","(11.0, 14.0, 13.4)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 29.0, 26.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:03.890712,"(19.0, 30.0, 28.5)","(31.0, 99999, 99990)","(18.0, 30.0, 24.4)","(11.0, 14.0, 12.541666666666666)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:05.321823,"(19.0, 30.0, 28.5)","(31.0, 99999, 99990)","(18.0, 30.0, 24.75)","(11.0, 14.0, 12.923076923076923)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 38.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:06.691761,"(19.0, 30.0, 28.5)","(31.0, 99999, 99990)","(18.0, 30.0, 24.75)","(11.0, 14.0, 12.923076923076923)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 42.0, 34.18181818181818)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:08.032201,"(19.0, 30.0, 28.833333333333336)","(31.0, 99999, 99990)","(18.0, 30.0, 25.25)","(11.0, 14.0, 12.923076923076923)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 40.0, 32.61538461538461)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:09.385631,"(19.0, 30.0, 27.375)","(31.0, 99999, 99990)","(18.0, 29.0, 24.75)","(11.0, 14.0, 12.923076923076923)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 40.0, 32.61538461538461)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:10.821495,"(19.0, 30.0, 27.375)","(31.0, 99999, 99990)","(18.0, 30.0, 24.75)","(11.0, 14.0, 12.923076923076923)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 40.0, 32.61538461538461)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:12.161804,"(19.0, 29.0, 28.0)","(31.0, 99999, 99990)","(18.0, 30.0, 24.75)","(11.0, 14.0, 13.944444444444445)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 40.0, 32.61538461538461)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:13.499148,"(19.0, 30.0, 28.833333333333336)","(31.0, 99999, 99990)","(18.0, 30.0, 24.4)","(11.0, 15.5, 13.235294117647058)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 40.0, 32.16666666666667)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:14.787802,"(19.0, 30.0, 28.833333333333336)","(31.0, 99999, 99990)","(18.0, 30.0, 26.6)","(11.0, 15.5, 13.235294117647058)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 38.0, 30.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:16.089690,"(19.0, 29.0, 28.833333333333336)","(31.0, 99999, 99990)","(18.0, 29.0, 24.75)","(11.0, 15.5, 13.235294117647058)","(7.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 36.0, 31.77777777777778)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:17.420447,"(19.0, 30.0, 28.833333333333336)","(31.0, 99999, 99990)","(18.0, 30.0, 24.75)","(11.0, 15.5, 13.235294117647058)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 34.0, 31.77777777777778)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:18.826484,"(19.0, 29.0, 28.0)","(31.0, 99999, 99990)","(18.0, 30.0, 24.4)","(11.0, 15.5, 13.235294117647058)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 32.0, 31.0)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:20.183536,"(19.0, 30.0, 28.833333333333336)","(31.0, 99999, 99990)","(18.0, 30.0, 26.0)","(11.0, 15.5, 14.0)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 32.0, 29.833333333333336)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:21.445075,"(19.0, 30.0, 28.833333333333336)","(31.0, 99999, 99990)","(18.0, 28.0, 26.0)","(11.0, 15.0, 14.0)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 34.0, 29.833333333333336)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
07-01-2023 17:14:22.798716,"(19.0, 30.0, 28.833333333333336)","(31.0, 99999, 99990)","(18.0, 28.0, 26.0)","(11.0, 15.0, 14.0)","(7.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 34.0, 29.833333333333336)","(5.5, 99999, 99990)","(18.0, 99999, 99990)","(101.0, 230.0, 216.66666666666666)","(2.8, 99999, 99990)"
