,Angelique,Bedaub,Excel Dor,Mishani Royale,Miss Joelene,Mixed Spice,Shes A Rogue,Tracys Spirit,Trifling
07-01-2023 13:16:01.375542,"(21.0, 36.0, 34.02739726027397)","(10.0, 13.0, 12.656580937972768)","(2.7, 2.96, 2.9348137535816616)","(18.0, 22.0, 22.448275862068964)","(15.0, 18.0, 17.950617283950617)","(101.0, 170.0, 166.1290322580645)","(3.6, 4.1, 4.09055944055944)","(5.0, 5.8, 5.784)","(31.0, 36.0, 35.15094339622642)"
07-01-2023 13:16:02.528275,"(21.0, 36.0, 34.02739726027397)","(10.0, 13.0, 12.656580937972768)","(2.7, 2.96, 2.9348137535816616)","(18.0, 23.0, 22.52)","(15.0, 18.0, 17.950617283950617)","(101.0, 170.0, 166.1290322580645)","(3.6, 4.1, 4.080185758513932)","(5.0, 5.8, 5.784)","(31.0, 36.0, 35.15094339622642)"
07-01-2023 13:16:03.717568,"(21.0, 36.0, 34.02739726027397)","(10.0, 13.0, 12.656580937972768)","(2.7, 2.96, 2.959124087591241)","(18.0, 23.0, 22.52)","(15.0, 18.0, 17.950617283950617)","(101.0, 170.0, 166.52173913043478)","(3.6, 4.1, 4.080185758513932)","(5.0, 5.8, 5.784)","(31.0, 36.0, 35.15094339622642)"
07-01-2023 13:16:04.923746,"(21.0, 36.0, 34.08)","(10.0, 13.0, 12.649468892261002)","(2.7, 2.94, 2.9355555555555557)","(18.0, 23.0, 22.547169811320753)","(15.0, 18.0, 17.952380952380953)","(101.0, 170.0, 166.66666666666666)","(3.6, 4.1, 4.070133333333333)","(5.0, 5.8, 5.788188976377953)","(31.0, 36.0, 35.15492957746479)"
07-01-2023 13:16:06.126564,"(21.0, 36.0, 34.10526315789474)","(10.0, 13.0, 12.65105740181269)","(2.7, 2.94, 2.9308843537414964)","(18.0, 23.0, 22.58)","(15.0, 18.0, 17.952380952380953)","(101.0, 170.0, 166.66666666666666)","(3.6, 4.1, 4.0906896551724135)","(5.0, 5.8, 5.7615384615384615)","(31.0, 36.0, 35.18269230769231)"
07-01-2023 13:16:07.304290,"(21.0, 36.0, 34.10526315789474)","(10.0, 13.0, 12.65105740181269)","(2.7, 2.94, 2.9341666666666666)","(18.0, 23.0, 22.575757575757574)","(15.0, 18.0, 17.953488372093023)","(101.0, 170.0, 166.66666666666666)","(3.6, 4.1, 4.090999999999999)","(5.0, 5.8, 5.767307692307693)","(31.0, 36.0, 35.14691943127962)"
07-01-2023 13:16:08.475348,"(21.0, 36.0, 34.12987012987013)","(10.0, 13.0, 12.652631578947368)","(2.7, 2.94, 2.9341666666666666)","(18.0, 23.0, 22.575757575757574)","(15.0, 18.0, 17.96987951807229)","(101.0, 170.0, 166.66666666666666)","(3.6, 4.1, 4.090999999999999)","(5.0, 5.8, 5.7823529411764705)","(31.0, 36.0, 35.14691943127962)"
07-01-2023 13:16:09.577274,"(21.0, 36.0, 34.10526315789474)","(10.0, 13.0, 12.64732824427481)","(2.7, 2.94, 2.915126436781609)","(18.0, 23.0, 22.725490196078432)","(15.0, 18.0, 17.97641509433962)","(101.0, 170.0, 166.92307692307693)","(3.6, 4.1, 4.078962536023054)","(5.0, 5.8, 5.790384615384616)","(31.0, 36.0, 35.21658986175115)"
07-01-2023 13:16:10.684761,"(21.0, 36.0, 34.69090909090909)","(10.0, 13.0, 12.663755458515285)","(2.7, 2.92, 2.9161388286334056)","(18.0, 23.0, 22.770833333333332)","(15.0, 18.0, 18.08092485549133)","(101.0, 170.0, 166.92307692307693)","(3.6, 4.1, 4.07833827893175)","(5.0, 5.8, 5.790384615384616)","(31.0, 36.0, 35.21658986175115)"
07-01-2023 13:16:11.815727,"(21.0, 36.0, 34.745098039215684)","(10.0, 13.0, 12.663755458515285)","(2.7, 2.92, 2.9161388286334056)","(18.0, 23.0, 22.78846153846154)","(15.0, 18.5, 18.09039548022599)","(101.0, 170.0, 167.03703703703704)","(3.6, 4.1, 4.07966573816156)","(5.0, 5.8, 5.791228070175438)","(31.0, 36.0, 35.22374429223744)"
07-01-2023 13:16:12.956293,"(21.0, 36.0, 34.79245283018868)","(10.0, 13.0, 12.667146974063401)","(2.7, 2.92, 2.918285714285714)","(18.0, 23.0, 22.78846153846154)","(15.0, 18.5, 18.09039548022599)","(101.0, 170.0, 167.0)","(3.6, 4.1, 4.091373801916933)","(5.0, 5.8, 5.791228070175438)","(31.0, 36.0, 35.22374429223744)"
07-01-2023 13:16:14.094845,"(21.0, 36.0, 34.666666666666664)","(11.0, 13.0, 12.667146974063401)","(2.7, 2.94, 2.9319247467438494)","(18.0, 23.0, 22.76595744680851)","(15.0, 18.5, 18.05246913580247)","(101.0, 170.0, 167.0)","(3.6, 4.1, 4.0657004830917876)","(5.0, 5.8, 5.787804878048781)","(31.0, 36.0, 35.22374429223744)"
07-01-2023 13:16:15.237193,"(21.0, 36.0, 34.666666666666664)","(11.0, 13.0, 12.667146974063401)","(2.7, 2.92, 2.9179454253611556)","(18.0, 23.0, 22.76595744680851)","(15.0, 18.5, 18.09039548022599)","(101.0, 170.0, 167.0)","(3.6, 4.1, 4.0657004830917876)","(5.0, 5.8, 5.760919540229885)","(31.0, 36.0, 35.22374429223744)"
07-01-2023 13:16:16.381839,"(21.0, 36.0, 34.666666666666664)","(11.0, 13.0, 12.667146974063401)","(2.7, 2.92, 2.917884615384615)","(18.0, 23.0, 23.17808219178082)","(15.0, 18.5, 18.17142857142857)","(101.0, 170.0, 174.0)","(3.6, 4.1, 4.065882352941176)","(5.0, 5.8, 5.802272727272728)","(31.0, 36.0, 35.38297872340426)"
07-01-2023 13:16:17.546042,"(21.0, 36.0, 35.0)","(11.0, 13.0, 12.70125348189415)","(2.7, 2.92, 2.9168867924528303)","(18.0, 24.0, 23.23170731707317)","(15.0, 18.5, 18.186363636363637)","(101.0, 180.0, 172.5)","(3.6, 4.1, 4.069791666666666)","(5.0, 5.9, 5.78855421686747)","(31.0, 36.0, 35.4070351758794)"
07-01-2023 13:16:18.701998,"(21.0, 36.0, 35.072463768115945)","(11.0, 13.0, 12.706967213114755)","(2.7, 2.92, 2.9175735294117646)","(18.0, 24.0, 23.25)","(15.0, 18.5, 18.18918918918919)","(101.0, 180.0, 172.5)","(3.6, 4.1, 4.010769230769231)","(5.0, 5.8, 5.828033472803347)","(31.0, 36.0, 35.53303964757709)"
07-01-2023 13:16:19.843459,"(21.0, 36.0, 35.098591549295776)","(11.0, 13.0, 12.708163265306123)","(2.7, 2.92, 2.9124074074074073)","(18.0, 24.0, 23.23170731707317)","(15.0, 18.5, 18.18918918918919)","(101.0, 180.0, 172.5)","(3.6, 4.1, 4.031531531531531)","(5.0, 5.9, 5.776878612716763)","(31.0, 36.0, 35.53303964757709)"
07-01-2023 13:16:20.969813,"(21.0, 36.0, 35.098591549295776)","(11.0, 13.0, 12.708163265306123)","(2.7, 2.92, 2.9268686868686866)","(18.0, 24.0, 23.23170731707317)","(15.0, 18.5, 18.18918918918919)","(101.0, 180.0, 172.5)","(3.6, 4.1, 4.007650273224043)","(5.0, 5.8, 5.776878612716763)","(31.0, 36.0, 35.53303964757709)"
07-01-2023 13:16:22.079459,"(21.0, 36.0, 35.098591549295776)","(11.0, 13.0, 12.708163265306123)","(2.7, 2.94, 2.9359390862944164)","(18.0, 24.0, 23.23170731707317)","(15.0, 18.5, 18.18918918918919)","(101.0, 180.0, 172.5)","(3.6, 4.1, 4.002666666666666)","(4.8, 5.8, 5.776878612716763)","(31.0, 36.0, 35.57553956834532)"
07-01-2023 13:16:23.158193,"(21.0, 36.0, 35.098591549295776)","(11.0, 13.0, 12.707765667574932)","(2.7, 2.96, 2.934705882352941)","(18.0, 24.0, 23.256756756756758)","(15.0, 18.5, 18.18918918918919)","(101.0, 180.0, 172.5)","(3.6, 4.1, 4.002666666666666)","(4.8, 5.8, 5.698076923076923)","(31.0, 36.0, 35.57553956834532)"
07-01-2023 13:16:24.222411,"(21.0, 36.0, 35.098591549295776)","(11.0, 13.0, 12.706967213114755)","(2.7, 2.94, 2.9231372549019605)","(18.0, 24.0, 23.256756756756758)","(15.0, 18.5, 18.18918918918919)","(101.0, 180.0, 172.5)","(3.6, 4.1, 4.002666666666666)","(4.8, 5.7, 5.698076923076923)","(31.0, 36.0, 35.57553956834532)"
07-01-2023 13:16:25.320262,"(21.0, 36.0, 35.111111111111114)","(11.0, 13.0, 12.708163265306123)","(2.7, 2.94, 2.924642857142857)","(18.0, 24.0, 23.333333333333332)","(15.0, 18.5, 18.191964285714285)","(101.0, 180.0, 172.5)","(3.6, 4.1, 4.007106598984771)","(4.8, 5.8, 5.776470588235294)","(31.0, 36.0, 35.5578231292517)"
07-01-2023 13:16:26.392345,"(26.0, 36.0, 35.2)","(11.0, 13.0, 12.717391304347826)","(2.7, 2.94, 2.93151832460733)","(18.0, 24.0, 23.431372549019606)","(15.0, 19.0, 19.28301886792453)","(101.0, 180.0, 172.5)","(3.6, 4.1, 4.032472324723247)","(5.0, 5.8, 5.688235294117647)","(31.0, 36.0, 35.5578231292517)"
07-01-2023 13:16:27.495161,"(26.0, 36.0, 35.2)","(11.0, 13.0, 12.717391304347826)","(2.7, 2.94, 2.9289795918367347)","(18.0, 24.0, 23.431372549019606)","(15.0, 19.5, 19.28301886792453)","(101.0, 180.0, 172.5)","(3.6, 4.1, 4.029974489795919)","(5.0, 5.7, 5.684962406015038)","(31.0, 36.0, 35.5578231292517)"
07-01-2023 13:16:28.610308,"(26.0, 36.0, 35.2)","(11.0, 13.0, 12.700242718446601)","(2.7, 2.96, 2.9381333333333335)","(18.0, 24.0, 23.431372549019606)","(15.0, 19.5, 19.166666666666668)","(101.0, 180.0, 172.5)","(3.6, 4.1, 4.029974489795919)","(5.0, 5.7, 5.684962406015038)","(31.0, 36.0, 35.5578231292517)"
07-01-2023 13:16:29.733986,"(26.0, 36.0, 35.2)","(11.0, 13.0, 12.700242718446601)","(2.7, 2.96, 2.9457391304347826)","(18.0, 24.0, 23.46315789473684)","(15.0, 18.5, 18.147766323024054)","(101.0, 180.0, 178.0)","(3.6, 4.1, 4.029974489795919)","(4.8, 5.7, 5.66)","(31.0, 36.0, 35.5578231292517)"
07-01-2023 13:16:30.890347,"(26.0, 36.0, 35.2)","(11.0, 13.0, 12.69767441860465)","(2.7, 2.98, 2.961818181818182)","(18.0, 24.0, 23.47422680412371)","(15.0, 18.5, 18.165032679738562)","(101.0, 180.0, 178.0)","(3.6, 4.1, 4.026506024096386)","(4.8, 5.7, 5.58130081300813)","(31.0, 36.0, 35.559322033898304)"
07-01-2023 13:16:32.049171,"(26.0, 36.0, 35.21951219512195)","(11.0, 13.0, 12.695061728395062)","(2.7, 2.98, 2.961818181818182)","(18.0, 24.0, 23.47422680412371)","(15.0, 18.5, 18.165032679738562)","(101.0, 180.0, 177.0)","(3.6, 4.1, 4.026506024096386)","(5.0, 5.6, 5.58130081300813)","(31.0, 36.0, 35.559322033898304)"
07-01-2023 13:16:33.205689,"(26.0, 36.0, 35.21951219512195)","(11.0, 13.0, 12.695061728395062)","(2.7, 2.98, 2.9672340425531916)","(18.0, 24.0, 23.54054054054054)","(15.0, 18.5, 18.183641975308642)","(101.0, 180.0, 177.5)","(3.6, 4.1, 4.044376899696048)","(5.0, 5.6, 5.5872928176795575)","(31.0, 36.0, 35.57236842105263)"
07-01-2023 13:16:34.362606,"(26.0, 36.0, 35.2967032967033)","(11.0, 13.0, 12.704790419161677)","(2.7, 2.98, 2.9598657718120807)","(18.0, 24.0, 23.54054054054054)","(15.0, 18.5, 18.183641975308642)","(101.0, 180.0, 177.5)","(3.6, 4.1, 4.044376899696048)","(5.0, 5.6, 5.587005649717514)","(31.0, 36.0, 35.57236842105263)"
07-01-2023 13:16:35.528165,"(26.0, 36.0, 35.2967032967033)","(11.0, 13.0, 12.704790419161677)","(2.7, 2.98, 2.9475949367088607)","(18.0, 24.0, 23.54054054054054)","(15.0, 18.5, 18.183641975308642)","(101.0, 180.0, 177.5)","(3.6, 4.1, 4.044376899696048)","(5.0, 5.6, 5.590058479532163)","(31.0, 36.0, 35.579288025889966)"
07-01-2023 13:16:36.655811,"(26.0, 36.0, 35.2967032967033)","(11.0, 13.0, 12.704790419161677)","(2.7, 2.96, 2.9475949367088607)","(18.0, 24.0, 23.54054054054054)","(15.0, 18.5, 19.46311475409836)","(101.0, 180.0, 174.0)","(3.6, 4.1, 4.090402476780186)","(5.0, 5.6, 5.582291666666666)","(31.0, 36.0, 35.343434343434346)"
07-01-2023 13:16:37.796191,"(26.0, 36.0, 35.2967032967033)","(11.0, 13.0, 12.934010152284264)","(2.7, 2.96, 2.976923076923077)","(18.0, 24.0, 28.48979591836735)","(15.0, 19.5, 22.78048780487805)","(101.0, 180.0, 368.33333333333337)","(3.6, 4.2, 4.51981981981982)","(5.0, 5.6, 5.823728813559322)","(31.0, 36.0, 35.5)"
07-01-2023 13:16:38.924094,"(26.0, 42.0, 22.0)","(11.0, 13.0, 9.533333333333333)","(2.7, 3.0, 2.976923076923077)","(18.0, 29.0, 28.48979591836735)","(15.0, 23.0, 22.78048780487805)","(101.0, 390.0, 368.33333333333337)","(3.6, 4.7, 4.51981981981982)","(4.8, 5.9, 5.823728813559322)","(31.0, 46.0, 35.5)"
07-01-2023 13:16:40.032838,"(26.0, 42.0, 22.0)","(11.0, 13.0, 9.533333333333333)","(2.7, 3.0, 2.976923076923077)","(18.0, 29.0, 28.13793103448276)","(15.0, 23.0, 22.78048780487805)","(101.0, 390.0, 212.5)","(3.6, 4.7, 4.51981981981982)","(4.8, 5.9, 5.823728813559322)","(31.0, 46.0, 32.5)"
07-01-2023 13:16:41.094861,"(26.0, 34.0, 23.62962962962963)","(11.0, 13.0, 9.533333333333333)","(2.7, 2.9, 2.896153846153846)","(18.0, 29.0, 11.059701492537313)","(15.0, 23.0, 22.78048780487805)","(101.0, 220.0, 304.1666666666667)","(3.6, 4.7, 5.985897435897436)","(4.8, 5.9, 5.4576271186440675)","(31.0, 40.0, 32.5)"
07-01-2023 13:16:42.157807,"(26.0, 34.0, 23.62962962962963)","(11.0, 13.0, 9.533333333333333)","(2.7, 3.0, 2.9901639344262296)","(18.0, 15.0, 11.059701492537313)","(15.0, 23.0, 22.78048780487805)","(101.0, 320.0, 304.1666666666667)","(3.6, 6.0, 5.99364161849711)","(4.8, 5.5, 5.4576271186440675)","(31.0, 40.0, 32.5)"
07-01-2023 13:16:43.237162,"(26.0, 34.0, 30.4)","(11.0, 13.0, 9.533333333333333)","(2.7, 3.0, 2.9901639344262296)","(18.0, 12.5, 12.25)","(15.0, 23.0, 22.78048780487805)","(101.0, 320.0, 304.1666666666667)","(3.6, 6.0, 5.975)","(4.8, 5.5, 5.45575221238938)","(31.0, 40.0, 32.5)"
07-01-2023 13:16:44.299541,"(26.0, 34.0, 30.4)","(11.0, 13.0, 12.717391304347826)","(2.7, 3.0, 2.9901639344262296)","(18.0, 13.5, 12.25)","(15.0, 23.0, 22.78048780487805)","(101.0, 320.0, 304.1666666666667)","(3.6, 6.0, 5.85)","(4.8, 5.5, 5.425)","(31.0, 40.0, 32.5)"
07-01-2023 13:16:45.364992,"(26.0, 42.0, 38.0)","(11.0, 13.0, 12.71505376344086)","(2.7, 3.0, 2.991219512195122)","(18.0, 14.5, 11.689655172413794)","(15.0, 23.0, 14.916666666666666)","(101.0, 320.0, 302.72727272727275)","(3.6, 6.0, 7.305263157894737)","(4.8, 5.5, 5.295238095238095)","(31.0, 40.0, 21.8)"
07-01-2023 13:16:46.466949,"(26.0, 42.0, 37.111111111111114)","(11.0, 13.0, 12.69375)","(2.7, 3.0, 2.99)","(18.0, 12.0, 11.25)","(15.0, 15.0, 22.727272727272727)","(101.0, 320.0, 320.9090909090909)","(3.6, 7.4, 5.666666666666667)","(4.8, 5.4, 5.3)","(31.0, 23.0, 29.333333333333336)"
07-01-2023 13:16:47.561563,"(26.0, 42.0, 36.46153846153846)","(11.0, 13.0, 12.66891891891892)","(2.7, 3.0, 2.99)","(18.0, 12.0, 11.25)","(15.0, 23.0, 19.25)","(101.0, 340.0, 280.0)","(3.6, 7.4, 5.235294117647059)","(4.8, 5.5, 5.242857142857143)","(31.0, 34.0, 27.0)"
07-01-2023 13:16:48.656341,"(26.0, 42.0, 36.46153846153846)","(11.0, 13.0, 12.659722222222221)","(2.7, 3.25, 3.1625)","(18.0, 9.8, 9.275)","(15.0, 23.0, 19.25)","(101.0, 310.0, 286.6666666666667)","(3.6, 6.8, 6.38)","(4.8, 5.5, 5.242857142857143)","(31.0, 34.0, 28.666666666666664)"
07-01-2023 13:16:49.797600,"(26.0, 42.0, 36.46153846153846)","(11.0, 13.0, 12.659722222222221)","(2.7, 3.2, 3.1448780487804875)","(18.0, 9.8, 8.92)","(15.0, 23.0, 19.25)","(101.0, 310.0, 280.0)","(3.6, 6.6, 6.276470588235294)","(4.8, 5.5, 5.472477064220183)","(31.0, 34.0, 31.0)"
