,Narito,Aspen Chase,The Great Houdini,Smokeshow,Compassionate,Passeggiata
07-01-2023 12:14:06.955563,"(4.2, 5.4, 5.275324675324676)","(10.0, 14.0, 12.043478260869565)","(4.4, 5.0, 4.801463414634146)","(10.0, 12.0, 11.9375)","(19.0, 28.0, 26.727272727272727)","(2.1, 2.6, 2.6524528301886794)"
07-01-2023 12:14:08.316906,"(4.2, 5.4, 5.372727272727273)","(10.0, 14.0, 12.625)","(4.4, 5.0, 4.801463414634146)","(10.0, 12.0, 11.9375)","(19.0, 27.0, 26.727272727272727)","(2.1, 2.66, 2.639076923076923)"
07-01-2023 12:14:09.643844,"(4.2, 5.4, 5.376)","(10.0, 14.0, 12.625)","(4.4, 5.0, 4.801463414634146)","(10.0, 12.0, 11.9375)","(19.0, 27.0, 26.727272727272727)","(2.1, 2.66, 2.639076923076923)"
07-01-2023 12:14:10.863468,"(4.2, 5.4, 5.372727272727273)","(10.0, 14.0, 13.25)","(4.4, 5.0, 4.8014218009478675)","(10.0, 12.0, 11.9375)","(19.0, 27.0, 26.705882352941178)","(2.1, 2.66, 2.6343396226415097)"
07-01-2023 12:14:12.124266,"(4.2, 5.4, 5.372727272727273)","(10.0, 13.5, 13.25)","(4.4, 5.0, 4.8014218009478675)","(10.0, 12.0, 11.9375)","(19.0, 27.0, 26.705882352941178)","(2.1, 2.64, 2.6343396226415097)"
07-01-2023 12:14:13.255551,"(4.2, 5.4, 5.372727272727273)","(10.0, 13.5, 13.25)","(4.4, 5.0, 4.801405152224824)","(10.0, 12.0, 11.9375)","(19.0, 27.0, 26.705882352941178)","(2.1, 2.64, 2.6343396226415097)"
07-01-2023 12:14:14.355560,"(4.2, 5.4, 5.372727272727273)","(10.0, 13.5, 13.25)","(4.4, 5.0, 4.833333333333333)","(10.0, 12.0, 11.926829268292684)","(19.0, 27.0, 25.764705882352942)","(2.1, 2.64, 2.6341176470588237)"
07-01-2023 12:14:15.424189,"(4.2, 5.2, 5.1869565217391305)","(10.0, 12.5, 12.416666666666666)","(4.4, 4.9, 4.833333333333333)","(10.0, 12.0, 11.926829268292684)","(19.0, 26.0, 24.666666666666668)","(2.1, 2.64, 2.6388732394366197)"
07-01-2023 12:14:16.498588,"(4.2, 5.4, 5.372727272727273)","(10.0, 14.0, 12.625)","(4.4, 5.0, 4.80144578313253)","(10.0, 12.0, 11.9375)","(19.0, 28.0, 24.666666666666668)","(2.1, 2.64, 2.630462287104623)"
07-01-2023 12:14:17.537419,"(4.2, 5.4, 5.372727272727273)","(10.0, 14.0, 12.625)","(4.4, 5.0, 4.9)","(10.0, 12.0, 11.9375)","(19.0, 28.0, 23.2)","(2.1, 2.64, 2.597)"
07-01-2023 12:14:18.603265,"(4.2, 5.5, 5.447826086956522)","(10.0, 14.0, 12.666666666666666)","(4.4, 4.8, 4.797709923664122)","(10.0, 12.0, 11.9375)","(19.0, 28.0, 23.2)","(2.1, 2.64, 2.58775)"
07-01-2023 12:14:19.707418,"(4.2, 5.5, 5.467567567567568)","(10.0, 14.0, 12.666666666666666)","(4.4, 4.8, 4.797709923664122)","(10.0, 12.0, 11.9375)","(19.0, 28.0, 23.2)","(2.1, 2.62, 2.5956603773584908)"
07-01-2023 12:14:20.785892,"(4.2, 5.5, 5.467567567567568)","(10.0, 14.0, 12.666666666666666)","(4.4, 4.8, 4.797709923664122)","(10.0, 12.0, 11.9375)","(19.0, 28.0, 23.2)","(2.1, 2.62, 2.592553191489362)"
07-01-2023 12:14:21.852322,"(4.2, 5.5, 5.467567567567568)","(10.0, 14.0, 12.666666666666666)","(4.4, 4.8, 4.797709923664122)","(10.0, 12.0, 11.9375)","(19.0, 28.0, 23.2)","(2.1, 2.62, 2.592553191489362)"
07-01-2023 12:14:23.053013,"(4.2, 5.5, 5.467567567567568)","(10.0, 14.0, 12.434782608695652)","(4.4, 4.8, 4.817748917748918)","(10.0, 12.0, 11.9375)","(19.0, 28.0, 23.2)","(2.1, 2.62, 2.59)"
07-01-2023 12:14:24.207579,"(4.2, 5.4, 5.326666666666667)","(10.0, 14.0, 12.666666666666666)","(4.4, 5.0, 4.769945355191257)","(10.0, 12.0, 10.559701492537313)","(19.0, 28.0, 23.2)","(2.1, 2.6, 2.59)"
07-01-2023 12:14:25.156536,"(4.2, 5.5, 5.3875)","(10.0, 14.0, 12.666666666666666)","(4.4, 5.0, 4.769945355191257)","(10.0, 11.0, 10.559701492537313)","(19.0, 28.0, 23.2)","(2.1, 2.6, 2.59)"
07-01-2023 12:14:26.246023,"(4.2, 5.5, 5.3875)","(10.0, 14.0, 12.666666666666666)","(4.4, 5.0, 4.833408577878104)","(10.0, 11.0, 10.4375)","(19.0, 28.0, 23.2)","(2.1, 2.6, 2.59)"
07-01-2023 12:14:27.459450,"(4.2, 5.5, 5.3875)","(10.0, 14.0, 12.666666666666666)","(4.4, 5.0, 4.833408577878104)","(10.0, 10.5, 10.441176470588236)","(19.0, 28.0, 23.2)","(2.1, 2.6, 2.59)"
07-01-2023 12:14:28.546568,"(4.2, 5.5, 5.418181818181818)","(10.0, 14.0, 12.666666666666666)","(4.4, 5.0, 4.832599118942731)","(10.0, 10.5, 11.9247311827957)","(19.0, 28.0, 26.166666666666668)","(2.1, 2.6, 2.59)"
07-01-2023 12:14:29.640067,"(4.2, 5.5, 5.425)","(10.0, 13.5, 13.25)","(4.4, 5.0, 4.832599118942731)","(10.0, 12.0, 11.9247311827957)","(19.0, 27.0, 26.166666666666668)","(2.1, 2.6, 2.59)"
07-01-2023 12:14:30.761115,"(4.2, 5.5, 5.425)","(10.0, 13.5, 13.214285714285714)","(4.4, 5.0, 4.833035714285714)","(10.0, 12.0, 11.945054945054945)","(19.0, 27.0, 23.2)","(2.1, 2.6, 2.59)"
07-01-2023 12:14:31.833053,"(4.2, 5.5, 5.425)","(10.0, 13.5, 13.214285714285714)","(4.4, 5.0, 4.833035714285714)","(10.0, 12.0, 11.945054945054945)","(19.0, 28.0, 23.2)","(2.1, 2.6, 2.59)"
07-01-2023 12:14:32.852883,"(4.2, 5.5, 5.425)","(10.0, 13.5, 13.214285714285714)","(4.4, 5.0, 4.833035714285714)","(10.0, 12.0, 11.945054945054945)","(19.0, 28.0, 24.5)","(2.1, 2.6, 2.562825484764543)"
07-01-2023 12:14:33.911649,"(4.2, 5.5, 5.49620253164557)","(10.0, 13.5, 13.32)","(4.4, 5.0, 4.911617312072893)","(10.0, 11.5, 11.330769230769231)","(19.0, 27.0, 23.0)","(2.1, 2.58, 2.562825484764543)"
07-01-2023 12:14:35.096622,"(4.2, 5.4, 5.388068181818182)","(10.0, 12.5, 12.44)","(4.4, 5.0, 4.912259615384616)","(10.0, 11.5, 11.263803680981596)","(19.0, 24.0, 23.0)","(2.1, 2.58, 2.562825484764543)"
07-01-2023 12:14:36.258543,"(4.2, 5.4, 5.388068181818182)","(10.0, 12.5, 12.478260869565217)","(4.4, 5.0, 4.910913705583757)","(10.0, 11.5, 11.269480519480519)","(19.0, 24.0, 23.5)","(2.1, 2.58, 2.5610975609756097)"
07-01-2023 12:14:37.312972,"(4.2, 5.4, 5.394871794871795)","(10.0, 12.5, 12.478260869565217)","(4.4, 5.0, 4.910913705583757)","(10.0, 11.5, 11.269480519480519)","(19.0, 24.0, 23.5)","(2.1, 2.58, 2.5672727272727274)"
07-01-2023 12:14:38.298584,"(4.2, 5.4, 5.394871794871795)","(10.0, 12.5, 12.478260869565217)","(4.4, 5.0, 4.910913705583757)","(10.0, 11.5, 11.269480519480519)","(19.0, 24.0, 23.5)","(2.1, 2.6, 2.567741935483871)"
07-01-2023 12:14:39.384045,"(4.2, 5.4, 5.394871794871795)","(10.0, 12.5, 12.478260869565217)","(4.4, 5.0, 4.910230179028133)","(10.0, 11.5, 11.269480519480519)","(19.0, 24.0, 23.5)","(2.1, 2.6, 2.567741935483871)"
07-01-2023 12:14:40.457640,"(4.2, 5.4, 5.394871794871795)","(10.0, 12.5, 12.478260869565217)","(4.4, 5.0, 4.911627906976745)","(10.0, 11.5, 11.269480519480519)","(19.0, 24.0, 23.5)","(2.1, 2.6, 2.567741935483871)"
07-01-2023 12:14:41.494132,"(4.2, 5.4, 5.394871794871795)","(10.0, 12.5, 12.478260869565217)","(4.4, 5.0, 4.914084507042253)","(10.0, 11.5, 11.269480519480519)","(19.0, 24.0, 23.5)","(2.1, 2.6, 2.567741935483871)"
07-01-2023 12:14:42.598817,"(4.2, 5.4, 5.395031055900621)","(10.0, 12.5, 12.985074626865671)","(4.4, 5.0, 4.914545454545455)","(10.0, 11.5, 11.276666666666667)","(19.0, 24.0, 22.6)","(2.1, 2.6, 2.566292134831461)"
07-01-2023 12:14:43.719784,"(4.2, 5.5, 5.496153846153846)","(10.0, 13.0, 12.985074626865671)","(4.4, 5.0, 4.914545454545455)","(10.0, 11.5, 11.276666666666667)","(19.0, 28.0, 22.774193548387096)","(2.1, 2.6, 2.575675675675676)"
07-01-2023 12:14:44.848953,"(4.2, 5.5, 5.496153846153846)","(10.0, 13.0, 12.986666666666666)","(4.4, 5.0, 4.882926829268293)","(10.0, 11.5, 14.816091954022989)","(19.0, 28.0, 27.144385026737968)","(2.1, 2.58, 2.567972972972973)"
07-01-2023 12:14:45.924458,"(4.2, 5.5, 5.489090909090909)","(10.0, 13.0, 12.966666666666667)","(4.4, 5.0, 4.882926829268293)","(10.0, 15.0, 14.301136363636363)","(19.0, 28.0, 26.83625730994152)","(2.1, 2.62, 2.50592)"
07-01-2023 12:14:47.110103,"(4.2, 5.5, 5.489090909090909)","(10.0, 13.0, 12.966666666666667)","(4.4, 5.0, 4.905681818181819)","(10.0, 14.5, 13.931818181818182)","(19.0, 27.0, 26.83625730994152)","(2.1, 2.52, 2.501855670103093)"
07-01-2023 12:14:48.433908,"(4.2, 5.5, 5.489090909090909)","(10.0, 13.0, 12.966666666666667)","(4.4, 5.0, 4.905681818181819)","(10.0, 14.5, 13.931818181818182)","(19.0, 27.0, 26.83625730994152)","(2.1, 2.52, 2.501855670103093)"
07-01-2023 12:14:49.757293,"(4.2, 5.5, 5.489090909090909)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.905681818181819)","(10.0, 14.5, 14.1875)","(19.0, 27.0, 24.940828402366865)","(2.1, 2.52, 2.4955882352941177)"
07-01-2023 12:14:51.127217,"(4.2, 5.5, 5.489090909090909)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.906849315068493)","(10.0, 14.5, 14.1875)","(19.0, 25.0, 24.940828402366865)","(2.1, 2.52, 2.491458333333333)"
07-01-2023 12:14:52.213845,"(4.2, 5.5, 5.489090909090909)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.906849315068493)","(10.0, 14.5, 14.1875)","(19.0, 25.0, 24.941176470588236)","(2.1, 2.5, 2.4902380952380954)"
07-01-2023 12:14:53.231908,"(4.2, 5.5, 5.489090909090909)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.906849315068493)","(10.0, 14.5, 14.1875)","(19.0, 25.0, 24.941176470588236)","(2.1, 2.5, 2.486564885496183)"
07-01-2023 12:14:54.379753,"(4.2, 5.5, 5.489090909090909)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.906849315068493)","(10.0, 14.5, 14.1875)","(19.0, 25.0, 24.941176470588236)","(2.1, 2.5, 2.4854777070063694)"
07-01-2023 12:14:55.539532,"(4.2, 5.5, 5.489090909090909)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.906849315068493)","(10.0, 14.5, 14.1875)","(19.0, 25.0, 24.941176470588236)","(2.1, 2.5, 2.4854777070063694)"
07-01-2023 12:14:56.654036,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.906849315068493)","(10.0, 14.5, 14.1875)","(19.0, 25.0, 23.857142857142858)","(2.1, 2.5, 2.4854777070063694)"
07-01-2023 12:14:57.813264,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.907009345794393)","(10.0, 14.0, 13.765625)","(19.0, 25.0, 23.857142857142858)","(2.1, 2.5, 2.4854777070063694)"
07-01-2023 12:14:58.971839,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.908379888268157)","(10.0, 14.0, 13.765625)","(19.0, 25.0, 23.857142857142858)","(2.1, 2.5, 2.4854777070063694)"
07-01-2023 12:15:00.162567,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.908152173913043)","(10.0, 14.0, 13.765625)","(19.0, 25.0, 23.857142857142858)","(2.1, 2.5, 2.4854777070063694)"
07-01-2023 12:15:01.287211,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.90925925925926)","(10.0, 14.0, 13.765625)","(19.0, 25.0, 23.857142857142858)","(2.1, 2.5, 2.4875438596491226)"
07-01-2023 12:15:02.220559,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.90925925925926)","(10.0, 14.0, 13.765625)","(19.0, 25.0, 23.857142857142858)","(2.1, 2.5, 2.4875438596491226)"
07-01-2023 12:15:03.301105,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.912820512820513)","(10.0, 14.0, 13.765625)","(19.0, 25.0, 23.857142857142858)","(2.1, 2.5, 2.4875438596491226)"
07-01-2023 12:15:04.463739,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.912820512820513)","(10.0, 14.0, 13.765625)","(19.0, 25.0, 23.857142857142858)","(2.1, 2.5, 2.4875438596491226)"
07-01-2023 12:15:05.599433,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.912820512820513)","(10.0, 14.0, 13.765625)","(19.0, 25.0, 23.857142857142858)","(2.1, 2.5, 2.4875438596491226)"
07-01-2023 12:15:06.635567,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.92112676056338)","(10.0, 14.0, 13.691176470588236)","(19.0, 25.0, 23.22222222222222)","(2.1, 2.5, 2.4875438596491226)"
07-01-2023 12:15:07.614643,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.946153846153846)","(10.0, 14.0, 13.89655172413793)","(19.0, 25.0, 22.666666666666668)","(2.1, 2.5, 2.5050847457627117)"
07-01-2023 12:15:08.662252,"(4.2, 5.5, 5.470149253731344)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.926984126984127)","(10.0, 13.5, 13.727272727272727)","(19.0, 23.0, 23.5)","(2.1, 2.52, 2.4918840579710144)"
07-01-2023 12:15:09.663229,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.926984126984127)","(10.0, 14.0, 13.727272727272727)","(19.0, 25.0, 23.5)","(2.1, 2.5, 2.4909677419354836)"
07-01-2023 12:15:10.751095,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.967142857142857)","(10.0, 14.0, 13.727272727272727)","(19.0, 25.0, 23.5)","(2.1, 2.5, 2.486415094339623)"
07-01-2023 12:15:11.907045,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.1, 4.964827586206897)","(10.0, 14.0, 13.691176470588236)","(19.0, 25.0, 23.22222222222222)","(2.1, 2.5, 2.4917333333333334)"
07-01-2023 12:15:13.112016,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.1, 4.925000000000001)","(10.0, 14.0, 13.765625)","(19.0, 25.0, 23.857142857142858)","(2.1, 2.5, 2.4917333333333334)"
07-01-2023 12:15:14.201000,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.1, 4.925000000000001)","(10.0, 14.0, 13.765625)","(19.0, 25.0, 23.857142857142858)","(2.1, 2.5, 2.4917333333333334)"
07-01-2023 12:15:15.175491,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.1, 4.925000000000001)","(10.0, 14.0, 13.765625)","(19.0, 25.0, 23.857142857142858)","(2.1, 2.5, 2.4917333333333334)"
07-01-2023 12:15:16.313221,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.1, 4.925000000000001)","(10.0, 14.0, 13.765625)","(19.0, 25.0, 23.857142857142858)","(2.1, 2.5, 2.4917333333333334)"
07-01-2023 12:15:17.434498,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.1, 4.925000000000001)","(10.0, 14.0, 13.765625)","(19.0, 25.0, 23.857142857142858)","(2.1, 2.5, 2.4917333333333334)"
07-01-2023 12:15:18.484081,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.1, 4.925000000000001)","(10.0, 14.0, 13.765625)","(19.0, 25.0, 23.857142857142858)","(2.1, 2.5, 2.4917333333333334)"
07-01-2023 12:15:19.556069,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.1, 4.983050847457627)","(10.0, 14.0, 13.4)","(19.0, 25.0, 22.428571428571427)","(2.1, 2.5, 2.50625)"
07-01-2023 12:15:20.651782,"(4.2, 5.5, 5.465217391304348)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.0, 4.988288288288288)","(10.0, 13.5, 13.89655172413793)","(19.0, 23.0, 24.333333333333332)","(2.1, 2.52, 2.4901694915254238)"
07-01-2023 12:15:21.696095,"(4.2, 5.5, 5.49)","(10.0, 13.0, 12.956521739130435)","(4.4, 5.1, 4.988288288288288)","(10.0, 14.0, 13.89655172413793)","(19.0, 25.0, 24.333333333333332)","(2.1, 2.52, 2.4901694915254238)"
07-01-2023 12:15:22.623580,"(4.2, 5.5, 5.4)","(10.0, 12.5, 12.416666666666666)","(4.4, 5.1, 5.023943661971831)","(10.0, 14.0, 13.89655172413793)","(19.0, 25.0, 24.333333333333332)","(2.1, 2.52, 2.4901694915254238)"
07-01-2023 12:15:23.667454,"(4.2, 5.5, 5.4)","(10.0, 12.5, 12.416666666666666)","(4.4, 5.1, 5.023943661971831)","(10.0, 14.0, 13.89655172413793)","(19.0, 25.0, 24.333333333333332)","(2.1, 2.52, 2.4901694915254238)"
07-01-2023 12:15:24.713477,"(4.2, 5.5, 5.4)","(10.0, 12.5, 12.416666666666666)","(4.4, 5.1, 5.05304347826087)","(10.0, 14.0, 13.89655172413793)","(19.0, 25.0, 24.333333333333332)","(2.1, 2.52, 2.4901694915254238)"
07-01-2023 12:15:25.737901,"(4.2, 5.5, 5.4)","(10.0, 12.5, 12.416666666666666)","(4.4, 5.1, 5.05304347826087)","(10.0, 14.0, 13.89655172413793)","(19.0, 25.0, 24.333333333333332)","(2.1, 2.52, 2.4901694915254238)"
07-01-2023 12:15:26.794424,"(4.2, 5.5, 5.4)","(10.0, 12.5, 12.416666666666666)","(4.4, 5.2, 5.091542288557214)","(10.0, 14.0, 14.3)","(19.0, 25.0, 24.75)","(2.1, 2.52, 2.477872340425532)"
07-01-2023 12:15:27.805152,"(4.2, 5.5, 5.453846153846154)","(10.0, 13.0, 12.722222222222221)","(4.4, 5.2, 5.091542288557214)","(10.0, 14.5, 14.3)","(19.0, 27.0, 24.75)","(2.1, 2.48, 2.477872340425532)"
07-01-2023 12:15:28.754536,"(4.2, 5.5, 5.453846153846154)","(10.0, 13.0, 12.722222222222221)","(4.4, 5.2, 5.091542288557214)","(10.0, 14.5, 14.3)","(19.0, 27.0, 23.142857142857142)","(2.1, 2.48, 2.478605577689243)"
07-01-2023 12:15:29.660158,"(4.2, 5.5, 5.36060606060606)","(10.0, 12.5, 12.346153846153847)","(4.4, 5.2, 5.12875816993464)","(10.0, 13.5, 13.4)","(19.0, 24.0, 23.142857142857142)","(2.1, 2.48, 2.4751975683890577)"
07-01-2023 12:15:30.663201,"(4.2, 5.5, 5.36060606060606)","(10.0, 12.5, 12.346153846153847)","(4.4, 5.2, 5.131506849315068)","(10.0, 13.5, 13.4)","(19.0, 24.0, 23.142857142857142)","(2.1, 2.48, 2.46990099009901)"
07-01-2023 12:15:31.808191,"(4.2, 5.5, 5.36060606060606)","(10.0, 12.5, 12.346153846153847)","(4.4, 5.2, 5.131506849315068)","(10.0, 13.5, 13.4)","(19.0, 24.0, 23.142857142857142)","(2.1, 2.48, 2.46990099009901)"
07-01-2023 12:15:32.889712,"(4.2, 5.5, 5.36060606060606)","(10.0, 12.5, 12.346153846153847)","(4.4, 5.2, 5.131506849315068)","(10.0, 13.5, 13.4)","(19.0, 24.0, 23.142857142857142)","(2.1, 2.48, 2.471528239202658)"
07-01-2023 12:15:33.884250,"(4.2, 5.5, 5.36060606060606)","(10.0, 12.5, 12.346153846153847)","(4.4, 5.2, 5.131506849315068)","(10.0, 13.5, 13.4)","(19.0, 24.0, 23.142857142857142)","(2.1, 2.48, 2.470741410488246)"
07-01-2023 12:15:34.815372,"(4.2, 5.4, 5.328571428571428)","(10.0, 12.5, 12.346153846153847)","(4.4, 5.2, 5.131506849315068)","(10.0, 13.5, 13.4)","(19.0, 24.0, 23.142857142857142)","(2.1, 2.48, 2.4671679197994987)"
07-01-2023 12:15:35.836787,"(4.4, 5.4, 5.322727272727272)","(10.0, 12.5, 12.346153846153847)","(4.2, 5.2, 5.22)","(10.0, 13.5, 12.935483870967742)","(18.0, 24.0, 21.714285714285715)","(2.1, 2.48, 2.4671321695760597)"
07-01-2023 12:15:37.003878,"(4.4, 5.4, 5.316949152542373)","(10.0, 12.0, 11.923076923076923)","(4.2, 5.3, 5.26)","(10.0, 13.0, 12.935483870967742)","(18.0, 22.0, 21.714285714285715)","(2.1, 2.48, 2.4671321695760597)"
07-01-2023 12:15:38.145787,"(4.4, 5.4, 5.316949152542373)","(10.0, 12.0, 12.346153846153847)","(4.2, 5.3, 5.29375)","(10.0, 13.0, 13.4)","(18.0, 22.0, 21.976331360946745)","(2.1, 2.48, 2.4674869109947646)"
07-01-2023 12:15:39.292194,"(4.4, 5.4, 5.322222222222222)","(10.0, 12.5, 12.346153846153847)","(4.2, 5.3, 5.29375)","(10.0, 13.5, 13.85)","(18.0, 22.0, 23.95266272189349)","(2.1, 2.48, 2.46754617414248)"
07-01-2023 12:15:40.481389,"(4.4, 5.4, 5.322727272727272)","(10.0, 13.0, 12.722222222222221)","(4.2, 5.3, 5.293103448275862)","(10.0, 14.0, 13.85)","(18.0, 24.0, 23.95266272189349)","(2.1, 2.48, 2.4671679197994987)"
07-01-2023 12:15:41.537589,"(4.4, 5.4, 5.322727272727272)","(10.0, 13.0, 12.659090909090908)","(4.2, 5.3, 5.293939393939394)","(10.0, 14.0, 13.85)","(18.0, 24.0, 23.95266272189349)","(2.1, 2.48, 2.4671679197994987)"
07-01-2023 12:15:42.501408,"(4.4, 5.4, 5.322727272727272)","(10.0, 13.0, 12.659090909090908)","(4.2, 5.3, 5.293939393939394)","(10.0, 14.0, 13.85)","(18.0, 24.0, 23.95266272189349)","(2.1, 2.48, 2.466280487804878)"
07-01-2023 12:15:43.418257,"(4.4, 5.4, 5.322727272727272)","(10.0, 13.0, 12.659090909090908)","(4.2, 5.3, 5.293939393939394)","(10.0, 14.0, 13.85)","(18.0, 24.0, 23.95266272189349)","(2.1, 2.48, 2.466280487804878)"
07-01-2023 12:15:44.446971,"(4.4, 5.4, 5.322727272727272)","(10.0, 13.0, 12.659090909090908)","(4.2, 5.3, 5.293939393939394)","(10.0, 14.0, 13.85)","(18.0, 24.0, 23.95266272189349)","(2.1, 2.48, 2.467386934673367)"
07-01-2023 12:15:45.639442,"(4.4, 5.4, 5.322727272727272)","(10.0, 13.0, 12.5)","(4.2, 5.3, 5.293939393939394)","(10.0, 14.0, 13.785714285714285)","(18.0, 24.0, 23.95266272189349)","(2.1, 2.48, 2.467386934673367)"
07-01-2023 12:15:46.697063,"(4.4, 5.4, 5.322727272727272)","(10.0, 13.0, 12.5)","(4.2, 5.3, 5.293939393939394)","(10.0, 14.0, 14.642857142857142)","(18.0, 24.0, 25.928994082840237)","(2.1, 2.48, 2.467386934673367)"
07-01-2023 12:15:47.801756,"(4.4, 5.4, 5.322727272727272)","(10.0, 13.0, 12.75)","(4.2, 5.3, 5.233333333333333)","(10.0, 15.0, 13.357142857142858)","(18.0, 26.0, 21.976331360946745)","(2.1, 2.48, 2.46735)"
07-01-2023 12:15:48.938231,"(4.4, 5.4, 5.322222222222222)","(10.0, 12.5, 11.916666666666666)","(4.2, 5.3, 5.247222222222222)","(10.0, 13.5, 12.766666666666667)","(18.0, 22.0, 20.975609756097562)","(2.1, 2.48, 2.464121212121212)"
07-01-2023 12:15:49.942810,"(4.4, 5.2, 5.1706896551724135)","(10.0, 13.5, 13.325)","(4.2, 5.3, 5.247222222222222)","(10.0, 13.0, 12.9)","(18.0, 21.0, 22.98136645962733)","(2.1, 2.48, 2.4633333333333334)"
07-01-2023 12:15:50.897193,"(4.4, 5.3, 5.265714285714285)","(10.0, 14.0, 13.636363636363637)","(4.2, 5.4, 5.2444444444444445)","(10.0, 13.0, 12.777777777777779)","(18.0, 23.0, 22.98136645962733)","(2.1, 2.48, 2.465576923076923)"
07-01-2023 12:15:51.939615,"(4.4, 5.3, 5.265714285714285)","(10.0, 14.0, 13.636363636363637)","(4.2, 5.4, 5.2444444444444445)","(10.0, 13.0, 12.777777777777779)","(18.0, 23.0, 22.98136645962733)","(2.1, 2.48, 2.4673595505617976)"
07-01-2023 12:15:53.038609,"(4.4, 5.3, 5.265714285714285)","(10.0, 14.0, 13.636363636363637)","(4.2, 5.4, 5.3090909090909095)","(10.0, 13.0, 12.823529411764707)","(18.0, 23.0, 24.96894409937888)","(2.1, 2.48, 2.4673595505617976)"
07-01-2023 12:15:54.026874,"(4.4, 5.4, 5.224285714285714)","(10.0, 14.0, 13.67741935483871)","(4.2, 5.4, 5.3090909090909095)","(10.0, 13.0, 12.4375)","(18.0, 25.0, 25.925465838509318)","(2.1, 2.48, 2.4670317002881843)"
07-01-2023 12:15:54.950366,"(4.4, 5.4, 5.225)","(10.0, 14.0, 13.666666666666666)","(4.2, 5.4, 5.257142857142857)","(10.0, 13.5, 12.833333333333334)","(18.0, 26.0, 25.925465838509318)","(2.1, 2.48, 2.4670317002881843)"
07-01-2023 12:15:56.016758,"(4.4, 5.4, 5.225)","(10.0, 14.0, 13.666666666666666)","(4.2, 5.4, 5.257142857142857)","(10.0, 13.5, 12.833333333333334)","(18.0, 26.0, 25.925465838509318)","(2.1, 2.48, 2.464848484848485)"
07-01-2023 12:15:57.035740,"(4.4, 5.4, 5.225)","(10.0, 14.0, 13.666666666666666)","(4.2, 5.4, 5.257142857142857)","(10.0, 13.5, 12.833333333333334)","(18.0, 26.0, 25.925465838509318)","(2.1, 2.48, 2.464848484848485)"
07-01-2023 12:15:58.049495,"(4.4, 5.4, 5.225)","(10.0, 14.0, 13.666666666666666)","(4.2, 5.4, 5.358415841584159)","(10.0, 13.5, 12.9375)","(18.0, 26.0, 24.333333333333332)","(2.1, 2.48, 2.464536082474227)"
07-01-2023 12:15:59.140422,"(4.4, 5.4, 5.282926829268293)","(10.0, 14.0, 13.655172413793103)","(4.2, 5.4, 5.3376237623762375)","(10.0, 13.5, 12.893939393939394)","(18.0, 26.0, 24.333333333333332)","(2.1, 2.48, 2.464536082474227)"
