,Narito,Aspen Chase,The Great Houdini,Smokeshow,Compassionate,Passeggiata
07-01-2023 12:09:45.449991,"(4.2, 5.2, 5.175)","(10.0, 13.0, 12.625)","(4.6, 5.6, 5.5906666666666665)","(11.0, 13.5, 13.491379310344827)","(19.0, 23.0, 22.272727272727273)","(2.0, 2.4, 2.398187134502924)"
07-01-2023 12:09:46.418039,"(4.2, 5.2, 5.175)","(10.0, 13.0, 12.625)","(4.6, 5.6, 5.5906666666666665)","(11.0, 13.5, 13.491379310344827)","(19.0, 23.0, 22.272727272727273)","(2.0, 2.4, 2.398187134502924)"
07-01-2023 12:09:47.458356,"(4.2, 5.2, 5.175)","(10.0, 13.0, 12.625)","(4.6, 5.6, 5.5906666666666665)","(11.0, 13.5, 13.491379310344827)","(19.0, 23.0, 22.272727272727273)","(2.0, 2.4, 2.398187134502924)"
07-01-2023 12:09:48.564936,"(4.2, 5.2, 5.175)","(10.0, 13.0, 13.142857142857142)","(4.6, 5.6, 5.470588235294118)","(11.0, 13.5, 13.9438202247191)","(19.0, 23.0, 22.428571428571427)","(2.0, 2.4, 2.3991503267973857)"
07-01-2023 12:09:49.625243,"(4.2, 5.3, 5.219230769230769)","(10.0, 14.0, 13.714285714285714)","(4.6, 5.5, 5.470588235294118)","(11.0, 14.0, 13.9438202247191)","(19.0, 23.0, 22.692307692307693)","(2.0, 2.4, 2.3991503267973857)"
07-01-2023 12:09:50.622558,"(4.2, 5.3, 5.258974358974359)","(10.0, 14.5, 14.068965517241379)","(4.6, 5.5, 5.444444444444445)","(11.0, 14.0, 13.9438202247191)","(19.0, 23.0, 22.692307692307693)","(2.0, 2.4, 2.3991503267973857)"
07-01-2023 12:09:51.679255,"(4.2, 5.3, 5.258974358974359)","(10.0, 14.5, 14.307692307692308)","(4.6, 5.5, 5.444444444444445)","(11.0, 14.0, 13.9438202247191)","(19.0, 23.0, 22.692307692307693)","(2.0, 2.4, 2.3991503267973857)"
07-01-2023 12:09:52.720102,"(4.2, 5.3, 5.185714285714285)","(10.0, 14.5, 14.307692307692308)","(4.6, 5.5, 5.408333333333333)","(11.0, 14.0, 13.9438202247191)","(19.0, 23.0, 22.692307692307693)","(2.0, 2.4, 2.3991503267973857)"
07-01-2023 12:09:53.755017,"(4.2, 5.3, 5.163157894736842)","(10.0, 14.5, 14.4)","(4.6, 5.5, 5.408333333333333)","(11.0, 14.0, 13.9438202247191)","(19.0, 23.0, 22.692307692307693)","(2.0, 2.4, 2.3991503267973857)"
07-01-2023 12:09:54.938911,"(4.2, 5.3, 5.163157894736842)","(10.0, 14.5, 14.414285714285715)","(4.6, 5.5, 5.408333333333333)","(11.0, 14.0, 13.9438202247191)","(19.0, 23.0, 22.692307692307693)","(2.0, 2.4, 2.3991503267973857)"
07-01-2023 12:09:56.072678,"(4.2, 5.3, 5.163157894736842)","(10.0, 14.5, 14.414285714285715)","(4.6, 5.5, 5.408333333333333)","(11.0, 14.0, 13.9438202247191)","(19.0, 23.0, 22.692307692307693)","(2.0, 2.4, 2.3991503267973857)"
07-01-2023 12:09:57.112925,"(4.2, 5.3, 5.163157894736842)","(10.0, 14.5, 14.414285714285715)","(4.6, 5.5, 5.408333333333333)","(11.0, 14.0, 13.9438202247191)","(19.0, 23.0, 22.692307692307693)","(2.0, 2.4, 2.3991503267973857)"
07-01-2023 12:09:58.057678,"(4.2, 5.3, 5.163157894736842)","(10.0, 14.5, 14.414285714285715)","(4.6, 5.5, 5.408333333333333)","(11.0, 14.0, 13.9438202247191)","(19.0, 23.0, 22.692307692307693)","(2.0, 2.4, 2.3991503267973857)"
07-01-2023 12:09:59.120667,"(4.2, 5.3, 5.163157894736842)","(10.0, 14.5, 14.414285714285715)","(4.6, 5.5, 5.408333333333333)","(11.0, 14.0, 13.933333333333334)","(19.0, 23.0, 24.57142857142857)","(2.0, 2.4, 2.398823529411765)"
07-01-2023 12:10:00.298080,"(4.2, 5.3, 5.175)","(10.0, 14.0, 13.942857142857143)","(4.6, 5.5, 5.395238095238095)","(11.0, 14.0, 13.933333333333334)","(19.0, 25.0, 24.57142857142857)","(2.0, 2.4, 2.398823529411765)"
07-01-2023 12:10:01.445569,"(4.2, 5.3, 5.175)","(10.0, 14.0, 12.827586206896552)","(4.4, 5.5, 5.3604651162790695)","(11.0, 14.0, 13.918032786885245)","(19.0, 25.0, 25.25)","(2.1, 2.4, 2.3987387387387384)"
07-01-2023 12:10:02.554158,"(4.2, 5.4, 5.333333333333334)","(10.0, 13.0, 12.827586206896552)","(4.4, 5.5, 5.35)","(11.0, 14.0, 13.938547486033519)","(19.0, 26.0, 26.428571428571427)","(2.1, 2.4, 2.3987387387387384)"
07-01-2023 12:10:03.730027,"(4.2, 5.4, 5.379310344827586)","(10.0, 13.0, 13.058823529411764)","(4.4, 5.5, 5.322727272727273)","(11.0, 14.0, 13.9438202247191)","(19.0, 27.0, 24.153846153846153)","(2.1, 2.4, 2.413333333333333)"
07-01-2023 12:10:04.874168,"(4.2, 5.5, 5.321875)","(10.0, 13.5, 13.058823529411764)","(4.4, 5.5, 5.345945945945946)","(11.0, 14.0, 13.923076923076923)","(19.0, 28.0, 26.0)","(2.1, 2.42, 2.4109597523219812)"
07-01-2023 12:10:05.979312,"(4.2, 5.4, 5.344444444444445)","(10.0, 13.5, 12.785714285714286)","(4.4, 5.4, 5.345945945945946)","(11.0, 14.0, 13.923076923076923)","(19.0, 27.0, 26.0)","(2.1, 2.42, 2.398245614035088)"
07-01-2023 12:10:06.959746,"(4.2, 5.4, 5.344444444444445)","(10.0, 13.5, 12.785714285714286)","(4.4, 5.4, 5.345945945945946)","(11.0, 14.0, 13.923076923076923)","(19.0, 27.0, 26.0)","(2.1, 2.42, 2.398245614035088)"
07-01-2023 12:10:07.932158,"(4.2, 5.4, 5.344444444444445)","(10.0, 13.5, 12.785714285714286)","(4.4, 5.4, 5.345945945945946)","(11.0, 14.0, 13.928994082840237)","(19.0, 27.0, 25.57142857142857)","(2.1, 2.42, 2.3985714285714286)"
07-01-2023 12:10:09.051908,"(4.2, 5.3, 5.185714285714285)","(10.0, 15.0, 14.866666666666667)","(4.4, 5.4, 5.478571428571429)","(11.0, 14.0, 13.4937106918239)","(19.0, 26.0, 23.857142857142858)","(2.1, 2.4, 2.3793154034229826)"
07-01-2023 12:10:10.158418,"(4.2, 5.1, 5.0162790697674415)","(10.0, 14.5, 14.40625)","(4.4, 5.5, 5.483018867924528)","(11.0, 13.5, 13.490625)","(19.0, 24.0, 23.75)","(2.1, 2.38, 2.3789448441247)"
07-01-2023 12:10:11.251961,"(4.2, 5.1, 5.021739130434782)","(10.0, 14.5, 14.40625)","(4.4, 5.5, 5.33125)","(11.0, 13.5, 13.89820359281437)","(19.0, 24.0, 23.454545454545453)","(2.1, 2.38, 2.3951118760757315)"
07-01-2023 12:10:12.326651,"(4.2, 5.3, 5.176470588235294)","(10.0, 15.0, 14.363636363636363)","(4.4, 5.5, 5.361538461538462)","(11.0, 14.0, 13.925925925925926)","(19.0, 28.0, 25.0)","(2.1, 2.42, 2.398418079096045)"
07-01-2023 12:10:13.270954,"(4.2, 5.2, 5.1)","(10.0, 15.0, 14.307692307692308)","(4.4, 5.5, 5.407692307692308)","(11.0, 14.0, 13.925925925925926)","(19.0, 26.0, 23.272727272727273)","(2.1, 2.4, 2.3951724137931034)"
07-01-2023 12:10:14.312196,"(4.2, 5.3, 5.15)","(10.0, 15.0, 14.363636363636363)","(4.4, 5.5, 5.361538461538462)","(11.0, 14.0, 13.9375)","(19.0, 28.0, 23.454545454545453)","(2.1, 2.42, 2.3951724137931034)"
07-01-2023 12:10:15.418267,"(4.2, 5.3, 5.15)","(10.0, 15.0, 14.363636363636363)","(4.4, 5.5, 5.361538461538462)","(11.0, 14.0, 13.9375)","(19.0, 28.0, 23.454545454545453)","(2.1, 2.42, 2.3951724137931034)"
07-01-2023 12:10:16.545725,"(4.2, 5.3, 5.15)","(10.0, 15.0, 14.333333333333334)","(4.4, 5.5, 5.253846153846154)","(11.0, 14.0, 13.493421052631579)","(19.0, 28.0, 23.666666666666668)","(2.1, 2.42, 2.4010276679841898)"
07-01-2023 12:10:17.644052,"(4.2, 5.1, 5.053846153846154)","(10.0, 14.5, 14.333333333333334)","(4.4, 5.3, 5.253846153846154)","(11.0, 13.5, 13.493421052631579)","(19.0, 24.0, 23.666666666666668)","(2.1, 2.42, 2.4010276679841898)"
07-01-2023 12:10:18.760223,"(4.2, 5.1, 5.053846153846154)","(10.0, 14.5, 14.333333333333334)","(4.4, 5.3, 5.253846153846154)","(11.0, 13.5, 13.493421052631579)","(19.0, 24.0, 23.666666666666668)","(2.1, 2.42, 2.4010276679841898)"
07-01-2023 12:10:19.807374,"(4.2, 5.1, 5.053846153846154)","(10.0, 14.5, 14.333333333333334)","(4.4, 5.3, 5.253846153846154)","(11.0, 13.5, 13.493421052631579)","(19.0, 24.0, 23.666666666666668)","(2.1, 2.42, 2.4010276679841898)"
07-01-2023 12:10:20.883448,"(4.2, 5.1, 5.053846153846154)","(10.0, 14.5, 14.333333333333334)","(4.4, 5.3, 5.2875)","(11.0, 13.5, 13.925925925925926)","(19.0, 24.0, 25.0)","(2.1, 2.42, 2.4010699588477364)"
07-01-2023 12:10:21.994128,"(4.2, 5.1, 5.025)","(10.0, 15.0, 14.333333333333334)","(4.4, 5.3, 5.4625)","(11.0, 14.0, 13.9375)","(19.0, 26.0, 23.714285714285715)","(2.1, 2.42, 2.40109243697479)"
07-01-2023 12:10:23.017076,"(4.2, 5.3, 5.075)","(10.0, 15.0, 13.666666666666666)","(4.4, 5.5, 5.4625)","(11.0, 14.0, 13.9375)","(19.0, 28.0, 23.714285714285715)","(2.1, 2.42, 2.40109243697479)"
07-01-2023 12:10:24.029109,"(4.2, 5.3, 5.075)","(10.0, 15.0, 13.933333333333334)","(4.4, 5.5, 5.4625)","(11.0, 14.0, 13.9375)","(19.0, 28.0, 23.714285714285715)","(2.1, 2.42, 2.40109243697479)"
07-01-2023 12:10:25.188008,"(4.2, 5.3, 5.075)","(10.0, 15.0, 13.875)","(4.4, 5.5, 5.493333333333333)","(11.0, 14.0, 13.9375)","(19.0, 28.0, 23.655172413793103)","(2.1, 2.42, 2.40109243697479)"
07-01-2023 12:10:26.348173,"(4.2, 5.2, 5.05)","(10.0, 15.0, 13.875)","(4.4, 5.5, 5.493333333333333)","(11.0, 14.0, 13.9375)","(19.0, 28.0, 22.272727272727273)","(2.1, 2.42, 2.40109243697479)"
07-01-2023 12:10:27.328994,"(4.2, 5.2, 5.05)","(10.0, 15.0, 13.875)","(4.4, 5.5, 5.493333333333333)","(11.0, 14.0, 13.9375)","(19.0, 28.0, 22.272727272727273)","(2.1, 2.42, 2.40109243697479)"
07-01-2023 12:10:28.269035,"(4.2, 5.2, 5.05)","(10.0, 15.0, 13.875)","(4.4, 5.5, 5.493333333333333)","(11.0, 14.0, 13.9375)","(19.0, 28.0, 24.25)","(2.1, 2.42, 2.4010699588477364)"
07-01-2023 12:10:29.387681,"(4.2, 5.1, 5.025)","(10.0, 14.5, 14.166666666666666)","(4.4, 5.4, 5.396666666666667)","(11.0, 14.0, 13.9375)","(19.0, 28.0, 24.25)","(2.1, 2.42, 2.4010699588477364)"
07-01-2023 12:10:30.560962,"(4.2, 5.1, 5.025)","(10.0, 14.5, 13.285714285714286)","(4.4, 5.4, 5.390909090909091)","(11.0, 14.0, 13.933333333333334)","(19.0, 28.0, 23.454545454545453)","(2.1, 2.42, 2.3937918215613383)"
07-01-2023 12:10:31.626318,"(4.2, 5.3, 5.288157894736842)","(10.0, 15.0, 13.11111111111111)","(4.4, 5.5, 5.390909090909091)","(11.0, 14.0, 13.933333333333334)","(19.0, 28.0, 23.454545454545453)","(2.1, 2.42, 2.3937918215613383)"
07-01-2023 12:10:32.727359,"(4.2, 5.4, 5.391836734693878)","(10.0, 15.0, 13.181818181818182)","(4.4, 5.5, 5.390909090909091)","(11.0, 14.0, 13.933333333333334)","(19.0, 28.0, 23.454545454545453)","(2.1, 2.42, 2.3937918215613383)"
07-01-2023 12:10:33.814288,"(4.2, 5.4, 5.391836734693878)","(10.0, 15.0, 13.181818181818182)","(4.4, 5.5, 5.390909090909091)","(11.0, 14.0, 13.933333333333334)","(19.0, 28.0, 23.31578947368421)","(2.1, 2.42, 2.398846153846154)"
07-01-2023 12:10:34.854889,"(4.2, 5.4, 5.28)","(10.0, 14.0, 13.333333333333334)","(4.4, 5.5, 5.494285714285715)","(11.0, 13.5, 13.437931034482759)","(19.0, 26.0, 24.4)","(2.1, 2.4, 2.402930402930403)"
07-01-2023 12:10:35.836108,"(4.2, 5.3, 5.215789473684211)","(10.0, 13.0, 12.875)","(4.4, 5.4, 5.397777777777778)","(11.0, 13.5, 13.437931034482759)","(19.0, 25.0, 24.4)","(2.1, 2.42, 2.4026119402985073)"
07-01-2023 12:10:36.876860,"(4.2, 5.3, 5.215789473684211)","(10.0, 13.0, 12.875)","(4.4, 5.4, 5.397692307692308)","(11.0, 13.5, 13.440972222222221)","(19.0, 25.0, 22.761904761904763)","(2.1, 2.42, 2.4026119402985073)"
07-01-2023 12:10:38.009658,"(4.2, 5.3, 5.215789473684211)","(10.0, 13.0, 12.96)","(4.4, 5.4, 5.397692307692308)","(11.0, 13.5, 13.440972222222221)","(19.0, 26.0, 22.761904761904763)","(2.1, 2.42, 2.4026119402985073)"
07-01-2023 12:10:39.090458,"(4.2, 5.3, 5.215789473684211)","(10.0, 13.0, 12.96)","(4.4, 5.4, 5.397692307692308)","(11.0, 13.5, 13.440972222222221)","(19.0, 26.0, 22.761904761904763)","(2.1, 2.42, 2.4026119402985073)"
07-01-2023 12:10:40.143579,"(4.2, 5.3, 5.215789473684211)","(10.0, 13.0, 12.96)","(4.4, 5.4, 5.397692307692308)","(11.0, 13.5, 13.440972222222221)","(19.0, 26.0, 22.761904761904763)","(2.1, 2.42, 2.4026119402985073)"
07-01-2023 12:10:41.132301,"(4.2, 5.3, 5.215789473684211)","(10.0, 13.0, 12.96)","(4.4, 5.4, 5.397692307692308)","(11.0, 13.5, 13.440972222222221)","(19.0, 26.0, 22.761904761904763)","(2.1, 2.42, 2.4026119402985073)"
07-01-2023 12:10:42.220432,"(4.2, 5.3, 5.215789473684211)","(10.0, 13.0, 12.857142857142858)","(4.4, 5.4, 5.393382352941177)","(11.0, 13.5, 13.440972222222221)","(19.0, 26.0, 23.333333333333332)","(2.1, 2.42, 2.402482269503546)"
07-01-2023 12:10:43.278623,"(4.2, 5.3, 5.2384615384615385)","(10.0, 13.0, 12.857142857142858)","(4.4, 5.4, 5.393382352941177)","(11.0, 13.5, 13.440972222222221)","(19.0, 24.0, 23.333333333333332)","(2.1, 2.42, 2.402482269503546)"
07-01-2023 12:10:44.348192,"(4.2, 5.3, 5.2384615384615385)","(10.0, 13.0, 12.857142857142858)","(4.4, 5.4, 5.393382352941177)","(11.0, 13.5, 13.440972222222221)","(19.0, 24.0, 23.333333333333332)","(2.1, 2.42, 2.402482269503546)"
07-01-2023 12:10:45.464423,"(4.2, 5.3, 5.2384615384615385)","(10.0, 13.0, 12.967741935483872)","(4.4, 5.4, 5.397692307692308)","(11.0, 13.5, 13.440972222222221)","(19.0, 24.0, 22.695652173913043)","(2.1, 2.42, 2.400551181102362)"
07-01-2023 12:10:46.550851,"(4.2, 5.3, 5.276923076923077)","(10.0, 13.0, 12.967741935483872)","(4.4, 5.4, 5.397692307692308)","(11.0, 13.5, 13.440972222222221)","(19.0, 26.0, 22.695652173913043)","(2.1, 2.42, 2.4006862745098037)"
07-01-2023 12:10:47.636647,"(4.2, 5.3, 5.276923076923077)","(10.0, 13.0, 12.967741935483872)","(4.4, 5.4, 5.393382352941177)","(11.0, 13.5, 13.440972222222221)","(19.0, 26.0, 23.333333333333332)","(2.1, 2.42, 2.4068666666666667)"
07-01-2023 12:10:48.721003,"(4.2, 5.3, 5.2384615384615385)","(10.0, 13.0, 12.882352941176471)","(4.4, 5.4, 5.393382352941177)","(11.0, 13.5, 13.440972222222221)","(19.0, 24.0, 23.333333333333332)","(2.1, 2.42, 2.4068666666666667)"
07-01-2023 12:10:49.797099,"(4.2, 5.3, 5.2384615384615385)","(10.0, 13.0, 12.882352941176471)","(4.4, 5.4, 5.393382352941177)","(11.0, 13.5, 13.440972222222221)","(19.0, 24.0, 23.333333333333332)","(2.1, 2.42, 2.4042399999999997)"
07-01-2023 12:10:50.832015,"(4.2, 5.3, 5.2384615384615385)","(10.0, 13.0, 12.882352941176471)","(4.4, 5.4, 5.393382352941177)","(11.0, 13.5, 13.440972222222221)","(19.0, 24.0, 23.333333333333332)","(2.1, 2.42, 2.4042399999999997)"
07-01-2023 12:10:51.848828,"(4.2, 5.3, 5.2384615384615385)","(10.0, 13.0, 12.882352941176471)","(4.4, 5.4, 5.393382352941177)","(11.0, 13.5, 13.431972789115646)","(19.0, 24.0, 22.666666666666668)","(2.1, 2.42, 2.4042399999999997)"
07-01-2023 12:10:52.965955,"(4.2, 5.3, 5.2384615384615385)","(10.0, 13.0, 12.75)","(4.4, 5.4, 5.397560975609756)","(11.0, 13.5, 13.43661971830986)","(19.0, 23.0, 23.714285714285715)","(2.1, 2.42, 2.4035135135135133)"
07-01-2023 12:10:54.137457,"(4.2, 5.3, 5.215789473684211)","(10.0, 13.0, 12.928571428571429)","(4.4, 5.4, 5.397560975609756)","(11.0, 13.5, 13.43661971830986)","(19.0, 25.0, 23.714285714285715)","(2.1, 2.42, 2.4035135135135133)"
07-01-2023 12:10:55.212735,"(4.2, 5.3, 5.215789473684211)","(10.0, 13.0, 12.928571428571429)","(4.4, 5.4, 5.397560975609756)","(11.0, 13.5, 13.43661971830986)","(19.0, 25.0, 23.714285714285715)","(2.1, 2.42, 2.406240601503759)"
07-01-2023 12:10:56.227834,"(4.2, 5.3, 5.215789473684211)","(10.0, 13.0, 12.928571428571429)","(4.4, 5.4, 5.397560975609756)","(11.0, 13.5, 13.43661971830986)","(19.0, 25.0, 23.714285714285715)","(2.1, 2.42, 2.406240601503759)"
07-01-2023 12:10:57.238824,"(4.2, 5.3, 5.215789473684211)","(10.0, 13.0, 12.928571428571429)","(4.4, 5.4, 5.397560975609756)","(11.0, 13.5, 13.43661971830986)","(19.0, 25.0, 23.714285714285715)","(2.1, 2.42, 2.406240601503759)"
07-01-2023 12:10:58.269365,"(4.2, 5.3, 5.215789473684211)","(10.0, 13.0, 12.928571428571429)","(4.4, 5.4, 5.397560975609756)","(11.0, 13.5, 13.43661971830986)","(19.0, 25.0, 23.714285714285715)","(2.1, 2.42, 2.406240601503759)"
07-01-2023 12:10:59.306243,"(4.2, 5.3, 5.215789473684211)","(10.0, 13.0, 12.928571428571429)","(4.4, 5.4, 5.397560975609756)","(11.0, 13.5, 13.43661971830986)","(19.0, 25.0, 23.714285714285715)","(2.1, 2.42, 2.4075113122171943)"
07-01-2023 12:11:00.449868,"(4.2, 5.3, 5.233333333333333)","(10.0, 13.0, 13.0)","(4.4, 5.4, 5.479104477611941)","(11.0, 13.5, 13.439716312056738)","(19.0, 25.0, 23.714285714285715)","(2.1, 2.42, 2.4077934272300467)"
07-01-2023 12:11:01.685564,"(4.2, 5.2, 5.195973154362417)","(10.0, 13.5, 12.772727272727273)","(4.4, 5.5, 5.390225563909775)","(11.0, 13.5, 13.424657534246576)","(19.0, 25.0, 22.571428571428573)","(2.1, 2.42, 2.4068312757201644)"
07-01-2023 12:11:03.048977,"(4.2, 5.3, 5.244827586206896)","(10.0, 13.0, 13.318181818181818)","(4.4, 5.4, 5.107977207977208)","(11.0, 13.5, 13.439716312056738)","(19.0, 23.0, 22.761904761904763)","(2.1, 2.42, 2.409516129032258)"
07-01-2023 12:11:04.183383,"(4.2, 5.5, 5.3)","(10.0, 14.0, 13.318181818181818)","(4.4, 5.3, 5.102923976608187)","(11.0, 13.5, 13.439716312056738)","(19.0, 26.0, 22.761904761904763)","(2.1, 2.42, 2.409516129032258)"
07-01-2023 12:11:05.301888,"(4.2, 5.5, 5.3950000000000005)","(10.0, 14.0, 13.785714285714285)","(4.4, 5.3, 5.102923976608187)","(11.0, 13.5, 13.439716312056738)","(19.0, 26.0, 22.761904761904763)","(2.1, 2.42, 2.409516129032258)"
07-01-2023 12:11:06.517687,"(4.2, 5.5, 5.3950000000000005)","(10.0, 14.0, 13.785714285714285)","(4.4, 5.3, 5.102923976608187)","(11.0, 13.5, 13.439716312056738)","(19.0, 26.0, 22.761904761904763)","(2.1, 2.42, 2.411919191919192)"
07-01-2023 12:11:07.789954,"(4.2, 5.5, 5.3950000000000005)","(10.0, 14.0, 13.785714285714285)","(4.4, 5.3, 5.102923976608187)","(11.0, 13.5, 13.439716312056738)","(19.0, 26.0, 22.6)","(2.1, 2.42, 2.411919191919192)"
07-01-2023 12:11:08.998778,"(4.2, 5.5, 5.3950000000000005)","(10.0, 14.0, 13.357142857142858)","(4.4, 5.3, 5.102816901408451)","(11.0, 13.5, 13.439716312056738)","(19.0, 26.0, 24.25)","(2.1, 2.42, 2.4390378006872853)"
07-01-2023 12:11:10.152765,"(4.2, 5.4, 5.352941176470589)","(10.0, 13.5, 13.357142857142858)","(4.4, 5.3, 5.102816901408451)","(11.0, 13.5, 13.439716312056738)","(19.0, 25.0, 24.25)","(2.1, 2.44, 2.4391364421416233)"
07-01-2023 12:11:11.274679,"(4.2, 5.4, 5.352941176470589)","(10.0, 13.5, 13.357142857142858)","(4.4, 5.3, 5.102816901408451)","(11.0, 13.5, 13.439716312056738)","(19.0, 25.0, 24.25)","(2.1, 2.44, 2.4391624790619764)"
07-01-2023 12:11:12.357763,"(4.2, 5.4, 5.352941176470589)","(10.0, 13.5, 13.357142857142858)","(4.4, 5.3, 5.102816901408451)","(11.0, 13.5, 13.439716312056738)","(19.0, 25.0, 24.25)","(2.1, 2.44, 2.458006644518272)"
07-01-2023 12:11:13.413135,"(4.2, 5.4, 5.352941176470589)","(10.0, 13.5, 13.357142857142858)","(4.4, 5.3, 5.102816901408451)","(11.0, 13.5, 13.439716312056738)","(19.0, 25.0, 24.25)","(2.1, 2.46, 2.457945205479452)"
07-01-2023 12:11:14.415807,"(4.2, 5.4, 5.352941176470589)","(10.0, 13.5, 13.357142857142858)","(4.4, 5.3, 5.102816901408451)","(11.0, 13.5, 13.439716312056738)","(19.0, 25.0, 24.25)","(2.1, 2.46, 2.457945205479452)"
07-01-2023 12:11:15.509235,"(4.2, 5.4, 5.352941176470589)","(10.0, 13.5, 13.357142857142858)","(4.4, 5.3, 5.102816901408451)","(11.0, 13.5, 13.439716312056738)","(19.0, 25.0, 24.25)","(2.1, 2.46, 2.457945205479452)"
07-01-2023 12:11:16.646032,"(4.2, 5.4, 5.352941176470589)","(10.0, 13.5, 13.357142857142858)","(4.4, 5.3, 5.102816901408451)","(11.0, 13.5, 13.439716312056738)","(19.0, 25.0, 24.25)","(2.1, 2.46, 2.457945205479452)"
07-01-2023 12:11:17.731259,"(4.2, 5.4, 5.352941176470589)","(10.0, 13.5, 13.357142857142858)","(4.4, 5.3, 5.102816901408451)","(11.0, 13.5, 13.439716312056738)","(19.0, 25.0, 24.25)","(2.1, 2.46, 2.457945205479452)"
07-01-2023 12:11:18.903271,"(4.2, 5.4, 5.352941176470589)","(10.0, 13.5, 13.357142857142858)","(4.4, 5.3, 5.102816901408451)","(11.0, 13.5, 13.439716312056738)","(19.0, 25.0, 24.25)","(2.1, 2.46, 2.457945205479452)"
07-01-2023 12:11:20.044356,"(4.2, 5.4, 5.352941176470589)","(10.0, 13.5, 13.357142857142858)","(4.4, 5.3, 5.102816901408451)","(11.0, 13.5, 13.439716312056738)","(19.0, 25.0, 24.25)","(2.1, 2.46, 2.457945205479452)"
07-01-2023 12:11:21.120162,"(4.2, 5.4, 5.352941176470589)","(10.0, 13.5, 13.357142857142858)","(4.4, 5.3, 5.102816901408451)","(11.0, 13.5, 13.439716312056738)","(19.0, 25.0, 22.6)","(2.1, 2.46, 2.458010291595197)"
07-01-2023 12:11:22.133126,"(4.2, 5.4, 5.362500000000001)","(10.0, 13.5, 13.0)","(4.4, 5.3, 5.102816901408451)","(11.0, 13.5, 13.439716312056738)","(19.0, 26.0, 22.6)","(2.1, 2.46, 2.458010291595197)"
07-01-2023 12:11:23.176574,"(4.2, 5.4, 5.362500000000001)","(10.0, 13.5, 13.0)","(4.4, 5.3, 5.102816901408451)","(11.0, 13.5, 13.439716312056738)","(19.0, 26.0, 22.6)","(2.1, 2.46, 2.458010291595197)"
07-01-2023 12:11:24.253665,"(4.2, 5.4, 5.362500000000001)","(10.0, 13.5, 13.0)","(4.4, 5.3, 5.102857142857142)","(11.0, 13.5, 13.43884892086331)","(19.0, 26.0, 22.42105263157895)","(2.1, 2.46, 2.4731428571428573)"
07-01-2023 12:11:25.264651,"(4.2, 5.5, 5.264864864864865)","(10.0, 13.5, 13.3125)","(4.4, 5.3, 5.15)","(11.0, 13.5, 13.43884892086331)","(19.0, 26.0, 22.42105263157895)","(2.1, 2.48, 2.4655882352941174)"
07-01-2023 12:11:26.389647,"(4.2, 5.5, 5.253333333333334)","(10.0, 13.5, 13.235294117647058)","(4.4, 5.3, 5.15)","(11.0, 13.5, 13.43884892086331)","(19.0, 26.0, 22.42105263157895)","(2.1, 2.5, 2.4655882352941174)"
07-01-2023 12:11:27.558540,"(4.2, 5.5, 5.253333333333334)","(10.0, 13.5, 13.235294117647058)","(4.4, 5.3, 5.15)","(11.0, 13.5, 13.43884892086331)","(19.0, 26.0, 22.42105263157895)","(2.1, 2.5, 2.4655882352941174)"
07-01-2023 12:11:28.602572,"(4.2, 5.5, 5.253333333333334)","(10.0, 13.5, 13.235294117647058)","(4.4, 5.3, 5.15)","(11.0, 13.5, 13.43884892086331)","(19.0, 26.0, 22.42105263157895)","(2.1, 2.5, 2.4655882352941174)"
07-01-2023 12:11:29.638413,"(4.2, 5.5, 5.253333333333334)","(10.0, 13.5, 13.235294117647058)","(4.4, 5.3, 5.15)","(11.0, 13.5, 13.43884892086331)","(19.0, 26.0, 22.42105263157895)","(2.1, 2.5, 2.4655882352941174)"
07-01-2023 12:11:30.776763,"(4.2, 5.5, 5.253333333333334)","(10.0, 13.5, 13.235294117647058)","(4.4, 5.3, 5.15)","(11.0, 13.5, 13.43884892086331)","(19.0, 26.0, 22.42105263157895)","(2.1, 2.5, 2.4655882352941174)"
07-01-2023 12:11:31.866703,"(4.2, 5.5, 5.253333333333334)","(10.0, 13.5, 13.235294117647058)","(4.4, 5.3, 5.15)","(11.0, 13.5, 13.43884892086331)","(19.0, 26.0, 22.42105263157895)","(2.1, 2.5, 2.4655882352941174)"
07-01-2023 12:11:33.034112,"(4.2, 5.5, 5.253333333333334)","(10.0, 13.5, 12.789473684210526)","(4.4, 5.3, 5.134803921568627)","(11.0, 13.5, 13.432539682539682)","(19.0, 26.0, 25.442622950819672)","(2.1, 2.5, 2.5062857142857142)"
07-01-2023 12:11:34.153752,"(4.2, 5.5, 5.465891472868217)","(10.0, 15.0, 12.789473684210526)","(4.4, 5.3, 5.134803921568627)","(11.0, 13.5, 13.432539682539682)","(19.0, 26.0, 25.442622950819672)","(2.1, 2.52, 2.5307692307692307)"
07-01-2023 12:11:35.336737,"(4.2, 5.5, 5.412582781456954)","(10.0, 14.0, 13.051724137931036)","(4.4, 5.3, 5.139301310043668)","(11.0, 13.5, 13.432539682539682)","(19.0, 26.0, 24.825581395348838)","(2.1, 2.58, 2.5141379310344827)"
07-01-2023 12:11:36.501044,"(4.2, 5.4, 5.33918918918919)","(10.0, 14.0, 12.727272727272727)","(4.4, 5.3, 5.146106870229008)","(11.0, 13.5, 13.424778761061948)","(19.0, 25.0, 21.952380952380953)","(2.1, 2.54, 2.5045405405405408)"
