,Sirius Bill,Shes Sleek,Galloping Black,Just As Nice,Rubeson,Silver Skylark,Sirius Suzie,Skylark Bully
06-01-2023 13:49:20.239097,"(4.0, 5.9, 5.550000000000001)","(8.5, 16.5, 11.633333333333333)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 19.88888888888889)","(2.7, 3.35, 3.224)","(20.0, 48.0, 29.846153846153847)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 158.0)"
06-01-2023 13:49:21.554062,"(4.0, 5.9, 5.58)","(8.5, 16.5, 12.033333333333333)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 16.25)","(2.7, 3.35, 3.224)","(20.0, 48.0, 28.333333333333336)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 158.0)"
06-01-2023 13:49:22.884189,"(4.0, 5.9, 5.5)","(8.5, 16.5, 12.033333333333333)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 16.25)","(2.7, 3.35, 3.224)","(20.0, 48.0, 29.846153846153847)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 158.0)"
06-01-2023 13:49:24.271182,"(4.0, 5.9, 5.550000000000001)","(8.5, 16.5, 12.033333333333333)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 16.25)","(2.7, 3.35, 3.224)","(20.0, 48.0, 29.846153846153847)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 158.0)"
06-01-2023 13:49:25.635660,"(4.0, 5.9, 5.550000000000001)","(8.5, 16.5, 12.033333333333333)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 16.25)","(2.7, 3.35, 3.224)","(20.0, 48.0, 29.846153846153847)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 158.0)"
06-01-2023 13:49:26.889516,"(4.0, 5.9, 5.5)","(8.5, 16.5, 12.033333333333333)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 16.25)","(2.7, 3.35, 3.224)","(20.0, 48.0, 29.846153846153847)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 158.0)"
06-01-2023 13:49:28.271393,"(4.0, 5.9, 5.5)","(8.5, 16.5, 12.033333333333333)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 16.25)","(2.7, 3.35, 3.224)","(20.0, 48.0, 29.846153846153847)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 158.0)"
06-01-2023 13:49:29.763492,"(4.0, 5.9, 5.550000000000001)","(8.5, 16.5, 14.266666666666666)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 16.25)","(2.7, 3.35, 3.224)","(20.0, 48.0, 29.846153846153847)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 158.0)"
06-01-2023 13:49:31.225024,"(4.0, 5.9, 5.550000000000001)","(8.5, 16.5, 14.266666666666666)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 16.25)","(2.7, 3.35, 3.224)","(20.0, 48.0, 29.846153846153847)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 158.0)"
06-01-2023 13:49:32.590687,"(4.0, 5.9, 5.62)","(8.5, 16.5, 14.266666666666666)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 16.25)","(2.7, 3.35, 3.224)","(20.0, 48.0, 29.846153846153847)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 158.0)"
06-01-2023 13:49:33.908712,"(4.0, 5.9, 5.58)","(8.5, 16.5, 14.266666666666666)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 16.25)","(2.7, 3.35, 3.224)","(20.0, 48.0, 29.846153846153847)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 158.0)"
06-01-2023 13:49:35.168140,"(4.0, 5.9, 5.6000000000000005)","(8.5, 16.5, 14.266666666666666)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 16.25)","(2.7, 3.35, 3.224)","(20.0, 48.0, 29.846153846153847)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 158.0)"
06-01-2023 13:49:36.504956,"(4.0, 5.9, 5.550000000000001)","(8.5, 16.5, 14.266666666666666)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 16.25)","(2.7, 3.35, 3.224)","(20.0, 48.0, 29.846153846153847)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 158.0)"
06-01-2023 13:49:37.834471,"(4.0, 5.9, 5.550000000000001)","(8.5, 16.5, 14.266666666666666)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 16.25)","(2.7, 3.35, 3.224)","(20.0, 48.0, 29.846153846153847)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 158.0)"
06-01-2023 13:49:39.154823,"(4.0, 5.9, 5.5)","(8.5, 16.5, 14.266666666666666)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 16.25)","(2.7, 3.35, 3.224)","(20.0, 48.0, 29.846153846153847)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 158.0)"
06-01-2023 13:49:40.538002,"(4.0, 5.9, 5.5)","(8.5, 16.5, 14.266666666666666)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 16.25)","(2.7, 3.35, 3.224)","(20.0, 48.0, 29.846153846153847)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 158.0)"
06-01-2023 13:49:41.854241,"(4.0, 5.9, 5.550000000000001)","(8.5, 16.5, 14.266666666666666)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 16.25)","(2.7, 3.35, 3.224)","(20.0, 48.0, 29.846153846153847)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 158.0)"
06-01-2023 13:49:43.104295,"(4.0, 5.9, 5.550000000000001)","(8.5, 16.5, 14.266666666666666)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 16.25)","(2.7, 3.35, 3.224)","(20.0, 48.0, 29.846153846153847)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 158.0)"
06-01-2023 13:49:44.263706,"(4.0, 5.9, 5.5)","(8.5, 16.5, 14.266666666666666)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 16.25)","(2.7, 3.35, 3.224)","(20.0, 48.0, 29.846153846153847)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 158.0)"
06-01-2023 13:49:45.486491,"(4.0, 5.9, 5.5)","(8.5, 16.5, 14.266666666666666)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 16.25)","(2.7, 3.35, 3.224)","(20.0, 48.0, 29.846153846153847)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 162.0)"
06-01-2023 13:49:46.845996,"(4.0, 5.9, 5.6000000000000005)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 29.846153846153847)","(5.0, 8.4, 7.300000000000001)","(91.0, 510.0, 162.0)"
06-01-2023 13:49:48.158891,"(4.0, 5.9, 5.6000000000000005)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.685714285714286)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 162.0)"
06-01-2023 13:49:49.360730,"(4.0, 5.9, 5.550000000000001)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 166.0)"
06-01-2023 13:49:50.603482,"(4.0, 5.9, 5.550000000000001)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 166.0)"
06-01-2023 13:49:51.841923,"(4.0, 5.9, 5.62)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 166.0)"
06-01-2023 13:49:53.090568,"(4.0, 5.9, 5.62)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 166.0)"
06-01-2023 13:49:54.300717,"(4.0, 5.9, 5.62)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 166.0)"
06-01-2023 13:49:55.601947,"(4.0, 5.9, 5.62)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 166.0)"
06-01-2023 13:49:56.880502,"(4.0, 5.9, 5.62)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 166.0)"
06-01-2023 13:49:58.187808,"(4.0, 5.9, 5.62)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 166.0)"
06-01-2023 13:49:59.476868,"(4.0, 5.9, 5.62)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 166.0)"
06-01-2023 13:50:00.593239,"(4.0, 5.9, 5.62)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 166.0)"
06-01-2023 13:50:01.787326,"(4.0, 5.9, 5.62)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 166.0)"
06-01-2023 13:50:03.038482,"(4.0, 5.9, 5.62)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 166.0)"
06-01-2023 13:50:04.224835,"(4.0, 5.9, 5.62)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 166.0)"
06-01-2023 13:50:05.493607,"(4.0, 5.9, 5.62)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 166.0)"
06-01-2023 13:50:06.673154,"(4.0, 5.9, 5.62)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 166.0)"
06-01-2023 13:50:07.869731,"(4.0, 5.9, 5.62)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 166.0)"
06-01-2023 13:50:09.091676,"(4.0, 5.9, 5.62)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 174.0)"
06-01-2023 13:50:10.154655,"(4.0, 5.9, 5.62)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 174.0)"
06-01-2023 13:50:11.435925,"(4.0, 5.9, 5.62)","(8.5, 16.5, 12.166666666666666)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 174.0)"
06-01-2023 13:50:12.790005,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 174.0)"
06-01-2023 13:50:14.076360,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 174.0)"
06-01-2023 13:50:15.336562,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 174.0)"
06-01-2023 13:50:16.520804,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 174.0)"
06-01-2023 13:50:17.651422,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 174.0)"
06-01-2023 13:50:18.956584,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 174.0)"
06-01-2023 13:50:20.196126,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 174.0)"
06-01-2023 13:50:21.344094,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 174.0)"
06-01-2023 13:50:22.583868,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 174.0)"
06-01-2023 13:50:23.828463,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 174.0)"
06-01-2023 13:50:25.270601,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 174.0)"
06-01-2023 13:50:27.752115,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 174.0)"
06-01-2023 13:50:29.320577,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 316.6666666666667)"
06-01-2023 13:50:30.832299,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 151.66666666666669)"
06-01-2023 13:50:32.392098,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 151.66666666666669)"
06-01-2023 13:50:33.823798,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 151.66666666666669)"
06-01-2023 13:50:35.111116,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 295.0)"
06-01-2023 13:50:36.414124,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 295.0)"
06-01-2023 13:50:37.680768,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 295.0)"
06-01-2023 13:50:38.914923,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.257142857142857)","(11.0, 21.0, 17.833333333333332)","(2.7, 3.35, 3.224)","(20.0, 48.0, 22.22222222222222)","(5.0, 8.4, 7.666666666666667)","(91.0, 510.0, 295.0)"
06-01-2023 13:50:40.083810,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.184615384615384)","(11.0, 21.0, 19.1)","(2.7, 3.35, 3.287)","(20.0, 48.0, 26.909090909090907)","(5.0, 8.4, 7.960000000000001)","(91.0, 510.0, 330.0)"
06-01-2023 13:50:41.238725,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.178571428571428)","(11.0, 21.0, 19.1)","(2.7, 3.35, 3.27375)","(20.0, 48.0, 26.909090909090907)","(5.0, 8.4, 7.960000000000001)","(91.0, 580.0, 330.0)"
06-01-2023 13:50:42.574605,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.178571428571428)","(11.0, 21.0, 19.1)","(2.7, 3.35, 3.265714285714286)","(20.0, 48.0, 26.909090909090907)","(5.0, 8.4, 7.960000000000001)","(91.0, 580.0, 330.0)"
06-01-2023 13:50:43.784626,"(4.0, 5.9, 5.62)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.2, 5.324999999999999)","(11.0, 21.0, 19.1)","(2.7, 3.35, 3.065)","(20.0, 48.0, 34.8235294117647)","(5.0, 8.4, 7.960000000000001)","(91.0, 580.0, 330.0)"
06-01-2023 13:50:45.012235,"(4.0, 5.9, 5.760000000000001)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.0, 5.324999999999999)","(11.0, 21.0, 19.1)","(2.7, 3.35, 3.065)","(20.0, 48.0, 34.8235294117647)","(5.0, 8.4, 7.960000000000001)","(91.0, 580.0, 330.0)"
06-01-2023 13:50:46.241553,"(4.0, 5.9, 5.760000000000001)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.0, 5.324999999999999)","(11.0, 21.0, 19.714285714285715)","(2.7, 3.35, 3.255)","(20.0, 48.0, 30.769230769230766)","(5.0, 8.4, 7.960000000000001)","(91.0, 580.0, 330.0)"
06-01-2023 13:50:47.496637,"(4.0, 5.9, 5.760000000000001)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.0, 5.324999999999999)","(11.0, 21.0, 19.3)","(2.7, 3.35, 3.2714285714285714)","(20.0, 48.0, 30.769230769230766)","(5.0, 8.4, 7.960000000000001)","(91.0, 580.0, 330.0)"
06-01-2023 13:50:48.835017,"(4.0, 5.9, 5.760000000000001)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.0, 5.324999999999999)","(11.0, 21.0, 19.3)","(2.7, 3.35, 3.085)","(20.0, 48.0, 32.57142857142857)","(5.0, 8.4, 7.960000000000001)","(91.0, 580.0, 330.0)"
06-01-2023 13:50:50.148088,"(4.0, 5.9, 5.760000000000001)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.0, 5.324999999999999)","(11.0, 21.0, 19.3)","(2.7, 3.35, 3.085)","(20.0, 48.0, 32.57142857142857)","(5.0, 8.4, 7.960000000000001)","(91.0, 580.0, 330.0)"
06-01-2023 13:50:51.414226,"(4.0, 5.9, 5.760000000000001)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.0, 5.324999999999999)","(11.0, 21.0, 19.3)","(2.7, 3.35, 3.085)","(20.0, 48.0, 32.57142857142857)","(5.0, 8.4, 7.960000000000001)","(91.0, 580.0, 330.0)"
06-01-2023 13:50:52.703748,"(4.0, 5.9, 5.760000000000001)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.0, 5.324999999999999)","(11.0, 21.0, 19.857142857142858)","(2.7, 3.35, 3.085)","(20.0, 48.0, 32.57142857142857)","(5.0, 8.4, 7.960000000000001)","(91.0, 580.0, 330.0)"
06-01-2023 13:50:54.079810,"(4.0, 5.9, 5.760000000000001)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.0, 5.324999999999999)","(11.0, 21.0, 19.857142857142858)","(2.7, 3.35, 3.085)","(20.0, 48.0, 32.57142857142857)","(5.0, 8.4, 7.960000000000001)","(91.0, 580.0, 330.0)"
06-01-2023 13:50:55.358372,"(4.0, 5.9, 5.760000000000001)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.0, 5.324999999999999)","(11.0, 21.0, 19.857142857142858)","(2.7, 3.35, 3.085)","(20.0, 48.0, 32.57142857142857)","(5.0, 8.4, 7.960000000000001)","(91.0, 580.0, 330.0)"
06-01-2023 13:50:56.609555,"(4.0, 5.9, 5.760000000000001)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.0, 5.324999999999999)","(11.0, 21.0, 19.857142857142858)","(2.7, 3.35, 3.085)","(20.0, 48.0, 32.57142857142857)","(5.0, 8.4, 7.960000000000001)","(91.0, 580.0, 330.0)"
06-01-2023 13:50:57.837523,"(4.0, 5.9, 5.760000000000001)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.0, 5.324999999999999)","(11.0, 21.0, 19.857142857142858)","(2.7, 3.35, 3.085)","(20.0, 48.0, 32.57142857142857)","(5.0, 8.4, 7.960000000000001)","(91.0, 580.0, 330.0)"
06-01-2023 13:50:59.295805,"(4.0, 5.9, 5.760000000000001)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.0, 5.324999999999999)","(11.0, 21.0, 19.857142857142858)","(2.7, 3.35, 3.085)","(20.0, 48.0, 32.57142857142857)","(5.0, 8.4, 7.960000000000001)","(91.0, 580.0, 330.0)"
06-01-2023 13:51:00.714611,"(4.0, 5.9, 5.760000000000001)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.0, 5.324999999999999)","(11.0, 21.0, 19.857142857142858)","(2.7, 3.35, 3.085)","(20.0, 48.0, 32.57142857142857)","(5.0, 8.4, 7.960000000000001)","(91.0, 580.0, 330.0)"
06-01-2023 13:51:02.204510,"(4.0, 5.9, 5.760000000000001)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.0, 5.279999999999999)","(11.0, 21.0, 19.857142857142858)","(2.7, 3.35, 3.085)","(20.0, 48.0, 32.57142857142857)","(5.0, 8.4, 7.960000000000001)","(91.0, 580.0, 330.0)"
06-01-2023 13:51:04.080645,"(4.0, 5.9, 5.760000000000001)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.0, 5.279999999999999)","(11.0, 21.0, 19.857142857142858)","(2.7, 3.35, 3.085)","(20.0, 48.0, 34.13333333333333)","(5.0, 8.4, 8.033333333333333)","(91.0, 580.0, 550.5882352941176)"
06-01-2023 13:51:05.985154,"(4.0, 5.9, 5.760000000000001)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.0, 5.279999999999999)","(11.0, 21.0, 19.857142857142858)","(2.7, 3.35, 3.085)","(20.0, 48.0, 34.13333333333333)","(5.0, 8.4, 8.033333333333333)","(91.0, 580.0, 550.5882352941176)"
06-01-2023 13:51:07.245648,"(4.0, 5.9, 5.760000000000001)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.0, 5.279999999999999)","(11.0, 21.0, 19.857142857142858)","(2.7, 3.35, 3.085)","(20.0, 48.0, 34.13333333333333)","(5.0, 8.4, 8.033333333333333)","(91.0, 580.0, 550.5882352941176)"
06-01-2023 13:51:08.552230,"(4.0, 5.9, 5.760000000000001)","(8.5, 16.5, 15.857142857142858)","(4.0, 6.0, 5.279999999999999)","(11.0, 21.0, 19.857142857142858)","(2.7, 3.35, 3.085)","(20.0, 48.0, 32.61538461538461)","(5.0, 8.4, 8.033333333333333)","(91.0, 580.0, 550.5882352941176)"
