,Amuri Andy,Know Ratio,Caesar Lies,Made The Cut,Nighthawk Jink,Right On Ramsay,Miss Adobe,Homebush Archie
16-12-2022 11:47:39.012623,"(1.95, 2.22, 2.097777777777778)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.1)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:47:40.044006,"(1.95, 2.22, 2.097777777777778)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.1)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:47:41.037249,"(1.95, 2.22, 2.097777777777778)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.1)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:47:42.021833,"(1.95, 2.22, 2.097777777777778)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.1)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:47:43.065890,"(1.95, 2.22, 2.097777777777778)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.1)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:47:44.122274,"(1.95, 2.22, 2.097777777777778)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.1)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:47:45.416990,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 21.666666666666664)","(10.0, 23.0, 16.2)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:47:46.553714,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 21.666666666666664)","(10.0, 23.0, 16.2)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:47:47.667394,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 21.666666666666664)","(10.0, 23.0, 16.2)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:47:48.794010,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 33.666666666666664)","(10.0, 23.0, 16.2)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:47:49.889219,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.1)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:47:50.926374,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 21.6)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:47:52.140267,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:47:53.275923,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:47:54.324853,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:47:55.454295,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:47:56.562166,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:47:57.635320,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:47:58.930767,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:00.139546,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:01.194963,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 168.5)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:02.310328,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 75.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:03.308826,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 75.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:04.312023,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 75.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:05.349560,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 75.0)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:06.497498,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:07.603206,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:08.654854,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:09.711447,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:10.930224,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:12.109956,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:13.299514,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:14.330833,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:15.402785,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:16.417943,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:17.515610,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:18.555806,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 22.0)","(10.0, 23.0, 16.3)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:19.606488,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 33.666666666666664)","(10.0, 23.0, 21.6)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:20.664220,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 21.6)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:21.742481,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:22.875228,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:24.044088,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:25.109752,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:26.201677,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:27.270969,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:28.446090,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:29.443176,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:30.422897,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:31.504452,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:32.633713,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:33.786008,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:34.885117,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:36.132567,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:37.361044,"(1.95, 2.22, 2.114074074074074)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:38.426170,"(1.95, 2.22, 2.1191666666666666)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:39.475511,"(1.95, 2.22, 1.997142857142857)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:40.553497,"(1.95, 2.2, 2.013333333333333)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:41.598586,"(1.95, 2.18, 1.9776)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:42.738586,"(1.95, 2.18, 1.9776)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:43.897629,"(1.95, 2.18, 1.9776)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:45.107227,"(1.95, 2.18, 1.9776)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:46.353937,"(1.95, 2.18, 1.9776)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.432)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:47.613016,"(1.95, 2.18, 1.9776)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.60923076923077)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:48.775318,"(1.95, 2.18, 1.9776)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.4)","(2.35, 6.2, 5.176)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:49.844317,"(1.95, 2.18, 1.9776)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 19.55)","(2.35, 6.2, 5.176)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:51.008368,"(1.95, 2.18, 1.9776)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 19.55)","(2.35, 6.2, 5.176)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:52.047667,"(1.95, 2.18, 1.9776)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.5)","(2.35, 6.2, 5.176)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:53.105628,"(1.95, 2.18, 1.9776)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.5)","(2.35, 6.2, 5.176)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:54.151059,"(1.95, 2.18, 1.9776)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.5)","(2.35, 6.2, 5.176)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 150.0, 37.08333333333333)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:55.220156,"(1.95, 2.18, 1.9776)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.5)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 140.0, 39.6)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:56.331487,"(1.95, 2.18, 1.9691666666666667)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.5)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 140.0, 39.6)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:57.522076,"(1.95, 2.18, 1.9691666666666667)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.5)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 140.0, 39.6)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:58.657187,"(1.95, 2.18, 1.9691666666666667)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.5)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 140.0, 39.6)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:48:59.772451,"(1.95, 2.18, 1.9691666666666667)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.5)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 140.0, 39.6)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:00.963182,"(1.95, 2.18, 1.9691666666666667)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.5)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 140.0, 39.6)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:02.302525,"(1.95, 2.18, 1.9691666666666667)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.5)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 140.0, 39.6)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:03.410124,"(1.95, 2.18, 1.9691666666666667)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.5)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 140.0, 39.6)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:04.472053,"(1.95, 2.18, 1.9691666666666667)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.5)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 140.0, 39.6)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:05.647443,"(1.95, 2.18, 1.9691666666666667)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.5)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 140.0, 39.6)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:06.879848,"(1.95, 2.18, 1.9691666666666667)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.5)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 140.0, 39.6)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:08.095906,"(1.95, 2.18, 1.9691666666666667)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.5)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 140.0, 39.6)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:09.884195,"(1.95, 2.18, 1.9691666666666667)","(13.0, 40.0, 21.333333333333336)","(10.0, 23.0, 16.5)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 108.57142857142857)","(14.0, 140.0, 39.6)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:11.719014,"(1.95, 2.18, 1.9691666666666667)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.5)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 75.0)","(14.0, 140.0, 39.6)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:13.205157,"(1.95, 2.18, 1.9691666666666667)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.5)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 140.0, 39.6)","(21.0, 240.0, 117.22222222222223)"
16-12-2022 11:49:14.730162,"(1.95, 2.18, 1.9691666666666667)","(13.0, 42.0, 22.0)","(10.0, 23.0, 16.5)","(2.35, 6.2, 4.92)","(19.0, 230.0, 124.0)","(31.0, 310.0, 169.0)","(14.0, 140.0, 39.6)","(21.0, 240.0, 117.22222222222223)"
