,Fenton,Ovoid,Reckless Intention,Zillions,Cmon Mate,Charlie Foxtrot,Cyclone Rupert,Lims Synergy,Pennypacker,Star Legacy
08-01-2023 14:37:18.220713,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 157.5)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.625)","(11.0, 24.0, 22.636363636363637)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:19.532897,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 157.5)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.625)","(11.0, 24.0, 22.636363636363637)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:20.845186,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 157.5)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.25)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:22.175502,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 157.5)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 20.5)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:23.484613,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 157.5)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.0)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:24.793683,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 157.5)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.0)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:26.170221,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 157.5)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.0)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:27.556594,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 157.5)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.0)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:28.939114,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 157.5)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.0)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:30.248161,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 157.5)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.0)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:31.505791,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 157.5)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.0)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:32.769341,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 157.5)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.0)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:33.975400,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 157.5)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.0)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:35.248746,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 157.5)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.0)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:36.598439,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 157.5)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.0)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:37.922141,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 157.5)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.0)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:39.288566,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 157.5)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 22.0)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:40.543750,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 157.5)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 22.0)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:41.853370,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 157.5)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 22.25)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:43.160275,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 157.5)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 22.25)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:44.475460,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 212.6315789473684)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 22.25)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:45.750927,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 212.6315789473684)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 22.25)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:47.046638,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 212.6315789473684)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 22.25)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:48.358903,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 212.6315789473684)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 22.25)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:49.583603,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 212.6315789473684)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 22.25)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:50.991918,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 212.6315789473684)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 22.25)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:52.619603,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.142857142857142)","(11.0, 24.0, 23.176470588235293)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:54.029661,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.142857142857142)","(11.0, 24.0, 23.176470588235293)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:55.517017,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.142857142857142)","(11.0, 24.0, 22.833333333333336)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:56.914903,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.142857142857142)","(11.0, 24.0, 22.833333333333336)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:58.382734,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.142857142857142)","(11.0, 24.0, 22.833333333333336)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:37:59.630191,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.142857142857142)","(11.0, 24.0, 22.833333333333336)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:00.862864,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.142857142857142)","(11.0, 24.0, 22.833333333333336)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:02.098599,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.142857142857142)","(11.0, 24.0, 22.833333333333336)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:03.426042,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.142857142857142)","(11.0, 24.0, 22.833333333333336)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:04.794899,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.142857142857142)","(11.0, 24.0, 21.4)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:06.125775,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.142857142857142)","(11.0, 24.0, 21.4)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:07.380177,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.142857142857142)","(11.0, 24.0, 21.4)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:08.598682,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.142857142857142)","(11.0, 24.0, 21.4)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:09.830544,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.142857142857142)","(11.0, 24.0, 22.81818181818182)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:11.117384,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.142857142857142)","(11.0, 24.0, 22.81818181818182)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:12.450665,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.142857142857142)","(11.0, 24.0, 22.81818181818182)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:13.823894,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.142857142857142)","(11.0, 24.0, 22.81818181818182)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:15.125009,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.142857142857142)","(11.0, 24.0, 22.81818181818182)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:16.354150,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 15.941176470588236)","(11.0, 24.0, 22.81818181818182)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:17.635071,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 15.941176470588236)","(11.0, 24.0, 22.81818181818182)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:18.978665,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 15.941176470588236)","(11.0, 24.0, 22.81818181818182)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:20.322935,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 15.941176470588236)","(11.0, 24.0, 22.81818181818182)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:21.693707,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 15.941176470588236)","(11.0, 24.0, 22.81818181818182)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:23.087853,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 15.941176470588236)","(11.0, 24.0, 22.81818181818182)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:24.418556,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.315789473684212)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:25.698534,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.315789473684212)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:26.952411,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.315789473684212)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:28.317586,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.07142857142857)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:29.587532,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.07142857142857)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:30.918207,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.07142857142857)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:32.273846,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.07142857142857)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:33.621884,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.07142857142857)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:34.975015,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.07142857142857)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:36.405003,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.07142857142857)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:37.789330,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.07142857142857)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:39.317271,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.07142857142857)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:40.803432,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 23.07142857142857)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:42.275755,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 22.285714285714285)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:43.642031,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 22.285714285714285)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:44.925210,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 24.0, 22.75)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
08-01-2023 14:38:46.161078,"(7.5, 12.0, 10.6)","(5.0, 8.6, 8.085714285714285)","(41.0, 220.0, 143.71428571428572)","(101.0, 220.0, 213.0)","(31.0, 220.0, 190.0)","(12.0, 17.0, 16.333333333333332)","(11.0, 27.0, 22.75)","(3.6, 5.2, 5.104761904761905)","(2.3, 2.48, 2.4663636363636363)","(101.0, 220.0, 133.33333333333334)"
