,Floral Marg,Limitless Speed,Inconsequential,Wild Rumour,New To Me,Jebrynah Astra,Galileo Brae
16-12-2022 12:58:00.458262,"(4.0, 6.6, 6.333333333333333)","(8.0, 14.0, 10.6)","(2.25, 3.55, 3.476)","(6.0, 10.0, 6.583333333333334)","(4.8, 8.0, 5.933333333333334)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 19.666666666666668)"
16-12-2022 12:58:01.789958,"(4.0, 6.6, 6.05)","(8.0, 14.0, 10.6)","(2.25, 3.55, 3.476)","(6.0, 10.0, 6.583333333333334)","(4.8, 8.0, 5.933333333333334)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 19.666666666666668)"
16-12-2022 12:58:03.129070,"(4.0, 6.6, 6.05)","(8.0, 14.0, 10.6)","(2.25, 3.55, 3.476)","(6.0, 10.0, 6.583333333333334)","(4.8, 8.0, 5.933333333333334)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 19.666666666666668)"
16-12-2022 12:58:04.386598,"(4.0, 6.2, 5.0)","(8.0, 14.0, 9.672727272727272)","(2.25, 3.55, 3.476)","(6.0, 10.0, 6.583333333333334)","(4.8, 8.0, 6.72)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 19.666666666666668)"
16-12-2022 12:58:05.697825,"(4.0, 6.2, 5.35)","(8.0, 14.0, 9.672727272727272)","(2.25, 3.55, 3.476)","(6.0, 10.0, 6.583333333333334)","(4.8, 8.0, 5.933333333333334)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 19.666666666666668)"
16-12-2022 12:58:06.935323,"(4.0, 6.2, 5.2)","(8.0, 14.0, 9.672727272727272)","(2.25, 3.55, 3.476)","(6.0, 10.0, 6.583333333333334)","(4.8, 8.0, 5.933333333333334)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 19.666666666666668)"
16-12-2022 12:58:08.009959,"(4.0, 6.8, 5.355555555555556)","(8.0, 14.0, 9.672727272727272)","(2.25, 3.55, 3.476)","(6.0, 10.0, 6.583333333333334)","(4.8, 8.0, 5.933333333333334)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 19.666666666666668)"
16-12-2022 12:58:09.058451,"(4.0, 6.8, 6.033333333333333)","(8.0, 14.0, 9.672727272727272)","(2.25, 3.55, 3.476)","(6.0, 10.0, 6.583333333333334)","(4.8, 8.0, 6.72)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 19.666666666666668)"
16-12-2022 12:58:10.214881,"(4.0, 6.8, 6.161111111111111)","(8.0, 14.0, 9.672727272727272)","(2.25, 3.55, 3.476)","(6.0, 10.0, 6.583333333333334)","(4.8, 8.0, 6.72)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 19.666666666666668)"
16-12-2022 12:58:11.376355,"(4.0, 6.8, 6.1)","(8.0, 14.0, 9.672727272727272)","(2.25, 3.55, 3.476)","(6.0, 10.0, 6.583333333333334)","(4.8, 8.0, 5.933333333333334)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 19.666666666666668)"
16-12-2022 12:58:12.486388,"(4.0, 6.8, 6.1)","(8.0, 14.0, 9.672727272727272)","(2.25, 3.55, 3.476)","(6.0, 10.0, 6.583333333333334)","(4.8, 8.0, 5.933333333333334)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 19.666666666666668)"
16-12-2022 12:58:13.669790,"(4.0, 7.0, 5.625)","(8.0, 14.0, 9.672727272727272)","(2.25, 3.55, 3.476)","(6.0, 10.0, 6.583333333333334)","(4.8, 8.0, 6.72)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 19.666666666666668)"
16-12-2022 12:58:14.948520,"(4.0, 7.0, 5.3125)","(8.0, 14.0, 9.672727272727272)","(2.25, 3.55, 3.476)","(6.0, 10.0, 6.583333333333334)","(4.8, 8.0, 5.933333333333334)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 19.666666666666668)"
16-12-2022 12:58:16.122074,"(4.0, 7.0, 6.277777777777778)","(8.0, 14.0, 10.35)","(2.25, 3.55, 3.476)","(6.0, 10.0, 6.583333333333334)","(4.8, 8.0, 5.933333333333334)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 19.666666666666668)"
16-12-2022 12:58:17.490192,"(4.0, 7.0, 5.4375)","(8.0, 13.5, 9.490909090909092)","(2.25, 3.55, 3.1999999999999997)","(6.0, 10.0, 7.142857142857142)","(4.8, 8.0, 6.5)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 19.666666666666668)"
16-12-2022 12:58:18.648376,"(4.0, 7.0, 6.2)","(8.0, 13.5, 9.490909090909092)","(2.25, 3.55, 3.381666666666667)","(6.0, 10.0, 7.142857142857142)","(4.8, 8.0, 6.5)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 19.666666666666668)"
16-12-2022 12:58:19.706976,"(4.0, 7.4, 6.466666666666667)","(8.0, 13.5, 9.490909090909092)","(2.25, 3.55, 3.2133333333333334)","(6.0, 10.0, 7.5)","(4.8, 8.0, 6.615384615384615)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:20.775452,"(4.0, 7.4, 6.525)","(8.0, 13.5, 9.825)","(2.25, 3.55, 3.0549999999999997)","(6.0, 10.0, 7.888888888888889)","(4.8, 8.0, 6.615384615384615)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:21.978294,"(4.0, 7.4, 5.9)","(8.0, 13.5, 9.825)","(2.25, 3.55, 2.630714285714286)","(6.0, 10.0, 8.416666666666668)","(4.8, 8.0, 5.8)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:23.164773,"(4.0, 7.2, 5.609090909090909)","(8.0, 13.5, 9.825)","(2.25, 3.55, 2.9371428571428573)","(6.0, 10.0, 8.416666666666668)","(4.8, 8.0, 6.542857142857143)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:24.219012,"(4.0, 7.0, 6.54)","(8.0, 13.5, 9.825)","(2.25, 3.55, 2.9371428571428573)","(6.0, 10.0, 8.416666666666668)","(4.8, 8.0, 6.542857142857143)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:25.300850,"(4.0, 7.0, 6.54)","(8.0, 13.5, 9.490909090909092)","(2.25, 3.55, 2.9371428571428573)","(6.0, 10.0, 7.888888888888889)","(4.8, 8.0, 6.7625)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:26.374837,"(4.0, 7.0, 6.79)","(8.0, 13.5, 9.490909090909092)","(2.25, 3.55, 2.9371428571428573)","(6.0, 10.0, 7.888888888888889)","(4.8, 8.0, 6.7625)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:27.514329,"(4.0, 7.0, 6.79)","(8.0, 13.5, 9.490909090909092)","(2.25, 3.55, 2.9371428571428573)","(6.0, 10.0, 7.888888888888889)","(4.8, 8.0, 6.7625)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:28.686361,"(4.0, 7.0, 6.79)","(8.0, 13.5, 9.490909090909092)","(2.25, 3.55, 2.9371428571428573)","(6.0, 10.0, 7.888888888888889)","(4.8, 8.0, 6.7625)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:29.687277,"(4.0, 7.0, 6.79)","(8.0, 13.5, 9.490909090909092)","(2.25, 3.55, 2.9371428571428573)","(6.0, 10.0, 7.888888888888889)","(4.8, 8.0, 6.7625)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:30.747334,"(4.0, 7.0, 6.79)","(8.0, 13.5, 9.490909090909092)","(2.25, 3.55, 3.528888888888889)","(6.0, 10.0, 7.888888888888889)","(4.8, 8.0, 6.7625)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:31.816006,"(4.0, 7.0, 6.79)","(8.0, 13.5, 9.490909090909092)","(2.25, 3.65, 3.528888888888889)","(6.0, 10.0, 7.888888888888889)","(4.8, 8.0, 6.7625)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:32.851926,"(4.0, 7.0, 6.79)","(8.0, 13.5, 9.490909090909092)","(2.25, 3.65, 3.528888888888889)","(6.0, 10.0, 7.285714285714286)","(4.8, 8.0, 5.933333333333334)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:33.913049,"(4.0, 7.0, 6.81)","(8.0, 13.5, 9.490909090909092)","(2.25, 3.65, 3.528888888888889)","(6.0, 10.0, 7.571428571428571)","(4.8, 8.0, 5.933333333333334)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:34.925316,"(4.0, 7.0, 6.81)","(8.0, 13.5, 9.490909090909092)","(2.25, 3.65, 3.528888888888889)","(6.0, 10.0, 7.571428571428571)","(4.8, 8.0, 5.933333333333334)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:35.931788,"(4.0, 7.0, 6.81)","(8.0, 13.5, 9.490909090909092)","(2.25, 3.65, 3.528888888888889)","(6.0, 10.0, 8.454545454545455)","(4.8, 8.0, 6.2)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:36.964883,"(4.0, 7.0, 6.55)","(8.0, 13.0, 10.1)","(2.25, 3.65, 3.528888888888889)","(6.0, 10.0, 8.454545454545455)","(4.8, 8.0, 6.2)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:38.031785,"(4.0, 7.0, 6.714285714285714)","(8.0, 15.0, 12.9)","(2.25, 3.65, 3.528888888888889)","(6.0, 10.0, 8.454545454545455)","(4.8, 8.0, 6.2)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:39.104129,"(4.0, 7.0, 6.714285714285714)","(8.0, 14.0, 10.015384615384615)","(2.25, 3.65, 3.528888888888889)","(6.0, 10.0, 8.454545454545455)","(4.8, 8.0, 6.2)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:40.215692,"(4.0, 7.0, 6.714285714285714)","(8.0, 14.0, 9.1)","(2.25, 3.65, 3.528888888888889)","(6.0, 10.0, 7.875)","(4.8, 8.0, 6.2)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:41.374961,"(4.0, 7.0, 6.792307692307692)","(8.0, 14.0, 11.035294117647059)","(2.25, 3.65, 3.528888888888889)","(6.0, 10.0, 7.666666666666666)","(4.8, 8.0, 6.2)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:42.496537,"(4.0, 7.0, 6.52)","(8.0, 14.0, 11.035294117647059)","(2.25, 3.65, 3.528888888888889)","(6.0, 10.0, 8.022222222222222)","(4.8, 8.0, 5.746666666666666)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:43.539333,"(4.0, 7.0, 6.78)","(8.0, 14.0, 10.23076923076923)","(2.25, 3.65, 3.528888888888889)","(6.0, 9.8, 8.022222222222222)","(4.8, 7.8, 5.746666666666666)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:44.509937,"(4.0, 7.0, 6.375)","(8.0, 14.0, 9.1)","(2.25, 3.65, 3.528888888888889)","(6.0, 9.8, 8.022222222222222)","(4.8, 7.8, 5.746666666666666)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:45.574177,"(4.0, 7.0, 6.46)","(8.0, 14.0, 9.1)","(2.25, 3.65, 3.528888888888889)","(6.0, 9.8, 8.022222222222222)","(4.8, 7.8, 5.746666666666666)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:46.659365,"(4.0, 7.0, 6.783333333333333)","(8.0, 14.0, 9.1)","(2.25, 3.65, 3.528888888888889)","(6.0, 9.8, 8.022222222222222)","(4.8, 7.8, 5.746666666666666)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:47.756483,"(4.0, 7.0, 6.826666666666666)","(8.0, 14.0, 9.1)","(2.25, 3.65, 3.528888888888889)","(6.0, 9.8, 8.022222222222222)","(4.8, 7.8, 5.746666666666666)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:48.795673,"(4.0, 7.0, 6.800000000000001)","(8.0, 14.0, 9.1)","(2.25, 3.65, 3.528888888888889)","(6.0, 9.8, 8.022222222222222)","(4.8, 7.8, 5.746666666666666)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 22.75)"
16-12-2022 12:58:49.752507,"(4.0, 7.0, 6.800000000000001)","(8.0, 14.0, 9.1)","(2.25, 3.65, 3.528888888888889)","(6.0, 9.8, 8.022222222222222)","(4.8, 7.8, 5.746666666666666)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 20.333333333333332)"
16-12-2022 12:58:50.792913,"(4.0, 7.0, 6.54)","(8.0, 14.0, 9.1)","(2.25, 3.65, 3.4971428571428573)","(6.0, 9.8, 8.24)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 19.666666666666668)"
16-12-2022 12:58:51.943367,"(4.0, 7.0, 6.54)","(8.0, 14.0, 9.1)","(2.25, 3.65, 2.7573333333333334)","(6.0, 9.8, 8.24)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 19.666666666666668)"
16-12-2022 12:58:53.110650,"(4.0, 7.0, 6.54)","(8.0, 14.0, 11.846153846153847)","(2.25, 3.55, 3.5)","(6.0, 9.8, 7.9)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 20.333333333333332)"
16-12-2022 12:58:54.201227,"(4.0, 6.6, 5.544444444444444)","(8.0, 14.0, 11.846153846153847)","(2.25, 3.55, 3.5)","(6.0, 9.8, 7.9)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 20.333333333333332)"
16-12-2022 12:58:55.214197,"(4.0, 6.6, 5.544444444444444)","(8.0, 14.0, 11.846153846153847)","(2.25, 3.55, 3.5)","(6.0, 9.8, 7.9)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 20.333333333333332)"
16-12-2022 12:58:56.332002,"(4.0, 6.6, 5.544444444444444)","(8.0, 14.0, 11.846153846153847)","(2.25, 3.55, 3.512)","(6.0, 9.8, 7.9)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 20.333333333333332)"
16-12-2022 12:58:57.388735,"(4.0, 6.6, 5.544444444444444)","(8.0, 14.0, 11.846153846153847)","(2.25, 3.55, 3.512)","(6.0, 9.8, 8.36)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 20.333333333333332)"
16-12-2022 12:58:58.492615,"(4.0, 6.6, 5.992857142857143)","(8.0, 14.0, 9.45)","(2.25, 3.55, 3.512)","(6.0, 9.8, 7.857142857142858)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 20.333333333333332)"
16-12-2022 12:58:59.570651,"(4.0, 6.6, 5.6625)","(8.0, 13.5, 10.990909090909092)","(2.25, 3.55, 3.512)","(6.0, 9.8, 7.857142857142858)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 20.333333333333332)"
16-12-2022 12:59:00.759661,"(4.0, 6.6, 5.6625)","(8.0, 13.5, 10.05)","(2.25, 3.55, 3.512)","(6.0, 9.8, 7.857142857142858)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 20.333333333333332)"
16-12-2022 12:59:01.954951,"(4.0, 6.6, 5.6625)","(8.0, 13.5, 10.05)","(2.25, 3.55, 3.512)","(6.0, 9.8, 7.857142857142858)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 20.333333333333332)"
16-12-2022 12:59:03.100529,"(4.0, 6.6, 5.6625)","(8.0, 13.5, 10.05)","(2.25, 3.55, 3.512)","(6.0, 9.8, 7.857142857142858)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 19.666666666666668)"
16-12-2022 12:59:04.182704,"(4.0, 6.6, 6.070588235294117)","(8.0, 13.5, 10.05)","(2.25, 3.55, 3.512)","(6.0, 9.8, 7.857142857142858)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 19.666666666666668)"
16-12-2022 12:59:05.327524,"(4.0, 6.4, 6.276923076923078)","(8.0, 13.5, 10.05)","(2.25, 3.55, 3.512)","(6.0, 9.8, 7.857142857142858)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:06.500430,"(4.0, 6.4, 6.276923076923078)","(8.0, 13.5, 10.05)","(2.25, 3.55, 3.512)","(6.0, 9.8, 7.857142857142858)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:07.591105,"(4.0, 6.4, 6.276923076923078)","(8.0, 13.5, 10.05)","(2.25, 3.55, 3.512)","(6.0, 9.8, 7.857142857142858)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:08.640828,"(4.0, 6.4, 6.185714285714286)","(8.0, 13.5, 10.05)","(2.25, 3.55, 3.4171428571428573)","(6.0, 9.8, 7.857142857142858)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:09.726466,"(4.0, 6.6, 6.129411764705882)","(8.0, 13.5, 10.05)","(2.25, 3.55, 2.913684210526316)","(6.0, 9.8, 7.857142857142858)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:10.835597,"(4.0, 6.6, 6.129411764705882)","(8.0, 13.5, 10.05)","(2.25, 3.55, 2.913684210526316)","(6.0, 9.8, 7.857142857142858)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:11.986416,"(4.0, 6.6, 6.129411764705882)","(8.0, 13.5, 10.05)","(2.25, 3.55, 2.913684210526316)","(6.0, 9.8, 7.857142857142858)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:13.026129,"(4.0, 6.6, 6.129411764705882)","(8.0, 13.5, 10.05)","(2.25, 3.55, 2.913684210526316)","(6.0, 9.8, 7.857142857142858)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:14.145253,"(4.0, 6.6, 6.129411764705882)","(8.0, 13.5, 10.05)","(2.25, 3.55, 2.913684210526316)","(6.0, 9.8, 7.857142857142858)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:15.290046,"(4.0, 6.6, 6.183333333333333)","(8.0, 13.5, 10.05)","(2.25, 3.55, 2.7613333333333334)","(6.0, 9.8, 8.440000000000001)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:16.414616,"(4.0, 6.6, 6.1)","(8.0, 13.5, 10.05)","(2.25, 3.55, 2.77)","(6.0, 9.8, 8.440000000000001)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:17.534295,"(4.0, 6.6, 6.1)","(8.0, 13.0, 10.046153846153846)","(2.25, 3.55, 2.77)","(6.0, 9.8, 8.440000000000001)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:18.632736,"(4.0, 6.6, 6.1)","(8.0, 12.5, 10.354545454545455)","(2.25, 3.55, 2.77)","(6.0, 9.8, 8.440000000000001)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:19.765826,"(4.0, 6.6, 6.1)","(8.0, 12.5, 10.354545454545455)","(2.25, 3.55, 3.5658333333333334)","(6.0, 9.8, 8.440000000000001)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:20.871559,"(4.0, 6.4, 5.9714285714285715)","(8.0, 12.5, 10.354545454545455)","(2.25, 3.65, 3.5658333333333334)","(6.0, 9.8, 8.440000000000001)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:21.994835,"(4.0, 6.4, 5.9714285714285715)","(8.0, 12.5, 10.354545454545455)","(2.25, 3.65, 3.5658333333333334)","(6.0, 9.8, 8.440000000000001)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:23.140589,"(4.0, 6.4, 5.9714285714285715)","(8.0, 12.5, 10.354545454545455)","(2.25, 3.65, 3.5658333333333334)","(6.0, 9.8, 8.440000000000001)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:24.266003,"(4.0, 6.4, 5.9714285714285715)","(8.0, 12.5, 10.354545454545455)","(2.25, 3.65, 3.5658333333333334)","(6.0, 9.8, 8.440000000000001)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:25.434649,"(4.0, 6.4, 5.9714285714285715)","(8.0, 12.5, 10.354545454545455)","(2.25, 3.65, 3.5658333333333334)","(6.0, 9.8, 8.440000000000001)","(4.8, 7.8, 6.15)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:26.638975,"(4.0, 6.4, 5.9714285714285715)","(8.0, 12.5, 10.354545454545455)","(2.25, 3.65, 3.5377777777777775)","(6.0, 9.8, 7.857142857142858)","(4.8, 7.8, 5.733333333333333)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:27.805581,"(4.0, 6.4, 5.9714285714285715)","(8.0, 12.5, 10.354545454545455)","(2.25, 3.65, 3.505714285714286)","(6.0, 9.8, 7.571428571428572)","(4.8, 7.8, 6.36923076923077)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:28.906202,"(4.0, 6.4, 5.782352941176471)","(8.0, 12.5, 10.354545454545455)","(2.25, 3.65, 3.505714285714286)","(6.0, 9.8, 7.571428571428572)","(4.8, 7.8, 6.36923076923077)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:29.919798,"(4.0, 6.4, 5.782352941176471)","(8.0, 12.5, 11.738709677419354)","(2.25, 3.65, 3.505714285714286)","(6.0, 9.8, 7.571428571428572)","(4.8, 7.8, 6.36923076923077)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:31.010964,"(4.0, 6.4, 6.15)","(8.0, 12.5, 11.738709677419354)","(2.25, 3.6, 2.943157894736842)","(6.0, 9.8, 7.9)","(4.8, 7.8, 6.36923076923077)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:32.169738,"(4.0, 6.4, 6.15)","(8.0, 12.5, 11.738709677419354)","(2.25, 3.55, 3.42)","(6.0, 9.8, 7.9)","(4.8, 7.8, 6.36923076923077)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:33.246893,"(4.0, 6.4, 6.15)","(8.0, 12.5, 11.738709677419354)","(2.25, 3.55, 3.42)","(6.0, 9.8, 7.9)","(4.8, 7.8, 6.36923076923077)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:34.286212,"(4.0, 6.4, 5.300000000000001)","(8.0, 12.5, 9.242857142857144)","(2.25, 3.55, 3.44)","(6.0, 9.8, 7.9)","(4.8, 7.8, 6.36923076923077)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:35.349996,"(4.0, 6.4, 5.943478260869566)","(8.0, 12.5, 9.471428571428572)","(2.25, 3.55, 3.44)","(6.0, 9.8, 7.9)","(4.8, 7.8, 6.36923076923077)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:36.472337,"(4.0, 6.4, 5.943478260869566)","(8.0, 12.5, 9.471428571428572)","(2.25, 3.55, 3.44)","(6.0, 9.8, 8.714285714285715)","(4.8, 7.8, 6.36923076923077)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:37.629962,"(4.0, 6.4, 5.943478260869566)","(8.0, 12.5, 10.3)","(2.25, 3.55, 3.44)","(6.0, 9.8, 8.714285714285715)","(4.8, 7.8, 6.36923076923077)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:38.719144,"(4.0, 6.4, 5.943478260869566)","(8.0, 12.0, 9.727272727272727)","(2.25, 3.55, 3.44)","(6.0, 9.8, 8.714285714285715)","(4.8, 7.8, 6.36923076923077)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:39.804323,"(4.0, 6.4, 5.943478260869566)","(8.0, 12.0, 9.727272727272727)","(2.25, 3.55, 3.44)","(6.0, 9.8, 8.714285714285715)","(4.8, 7.8, 6.36923076923077)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:40.918501,"(4.0, 6.4, 5.943478260869566)","(8.0, 12.0, 9.727272727272727)","(2.25, 3.55, 3.44)","(6.0, 9.8, 8.714285714285715)","(4.8, 7.8, 6.36923076923077)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:42.009253,"(4.0, 6.4, 5.943478260869566)","(8.0, 12.0, 9.727272727272727)","(2.25, 3.55, 3.44)","(6.0, 9.8, 8.714285714285715)","(4.8, 7.8, 6.36923076923077)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:43.132428,"(4.0, 6.4, 5.943478260869566)","(8.0, 12.0, 9.727272727272727)","(2.25, 3.55, 3.44)","(6.0, 9.8, 8.714285714285715)","(4.8, 7.8, 6.36923076923077)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
16-12-2022 12:59:44.209521,"(4.0, 6.4, 5.943478260869566)","(8.0, 12.0, 9.727272727272727)","(2.25, 3.55, 3.44)","(6.0, 9.8, 8.714285714285715)","(4.8, 7.8, 6.36923076923077)","(31.0, 240.0, 110.14285714285714)","(12.0, 32.0, 27.0)"
