,Showem Simon,Dont Yoube Naughty,Beau Hart,Bella Godiva,Just One Good One Nz,Trioli,Non Passare,Rocco Variety,Subtle Advice
12-01-2023 13:58:26.840109,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.8, 7.228571428571428)","(1.95, 99999, 99990)","(7.5, 12.0, 9.8)","(7.0, 11.0, 9.866666666666667)","(8.0, 12.5, 10.433333333333334)","(6.5, 10.0, 9.133333333333333)"
12-01-2023 13:58:27.963485,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.8, 7.228571428571428)","(1.95, 99999, 99990)","(7.5, 12.0, 9.8)","(7.0, 11.0, 9.866666666666667)","(8.0, 12.5, 10.433333333333334)","(6.5, 10.0, 9.133333333333333)"
12-01-2023 13:58:29.200837,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.8, 7.228571428571428)","(1.95, 99999, 99990)","(7.5, 12.0, 9.8)","(7.0, 11.0, 9.866666666666667)","(8.0, 12.5, 10.433333333333334)","(6.5, 10.0, 9.133333333333333)"
12-01-2023 13:58:30.478539,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.8, 7.228571428571428)","(1.95, 99999, 99990)","(7.5, 12.0, 9.8)","(7.0, 11.0, 9.866666666666667)","(8.0, 12.5, 10.433333333333334)","(6.5, 10.0, 9.133333333333333)"
12-01-2023 13:58:32.167425,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.8, 7.228571428571428)","(1.95, 99999, 99990)","(7.5, 12.0, 9.8)","(7.0, 11.0, 9.866666666666667)","(8.0, 12.5, 10.433333333333334)","(6.5, 10.0, 9.133333333333333)"
12-01-2023 13:58:33.681641,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.8, 7.228571428571428)","(1.95, 99999, 99990)","(7.5, 12.0, 9.8)","(7.0, 11.0, 9.866666666666667)","(8.0, 12.5, 10.433333333333334)","(6.5, 10.0, 9.133333333333333)"
12-01-2023 13:58:35.106768,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.8, 7.066666666666666)","(1.95, 99999, 99990)","(7.5, 12.0, 9.533333333333333)","(7.0, 11.0, 9.04)","(8.0, 12.5, 10.433333333333334)","(6.5, 10.0, 8.971428571428572)"
12-01-2023 13:58:36.453389,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.422222222222222)","(1.95, 99999, 99990)","(7.5, 10.5, 9.533333333333333)","(7.0, 10.0, 9.371428571428572)","(8.0, 12.5, 10.433333333333334)","(6.5, 9.6, 8.5)"
12-01-2023 13:58:37.689073,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.422222222222222)","(1.95, 99999, 99990)","(7.5, 10.5, 9.533333333333333)","(7.0, 10.0, 9.371428571428572)","(8.0, 12.5, 10.433333333333334)","(6.5, 9.6, 8.5)"
12-01-2023 13:58:38.916581,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.422222222222222)","(1.95, 99999, 99990)","(7.5, 10.5, 9.728571428571428)","(7.0, 10.0, 9.371428571428572)","(8.0, 12.5, 10.433333333333334)","(6.5, 9.6, 8.5)"
12-01-2023 13:58:40.169089,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.422222222222222)","(1.95, 99999, 99990)","(7.5, 10.5, 9.728571428571428)","(7.0, 10.0, 9.371428571428572)","(8.0, 12.5, 10.433333333333334)","(6.5, 9.6, 8.5)"
12-01-2023 13:58:41.328316,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.422222222222222)","(1.95, 99999, 99990)","(7.5, 10.5, 8.966666666666667)","(7.0, 10.0, 9.3)","(8.0, 12.5, 10.7)","(6.5, 9.6, 8.600000000000001)"
12-01-2023 13:58:42.559724,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 6.9)","(1.95, 99999, 99990)","(7.5, 10.5, 9.133333333333333)","(7.0, 9.8, 9.066666666666666)","(8.0, 12.0, 10.7)","(6.5, 9.4, 8.82857142857143)"
12-01-2023 13:58:43.728820,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 6.9)","(1.95, 99999, 99990)","(7.5, 11.0, 9.133333333333333)","(7.0, 9.8, 9.066666666666666)","(8.0, 12.0, 10.7)","(6.5, 9.4, 8.9)"
12-01-2023 13:58:44.925431,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.133333333333333)","(1.95, 99999, 99990)","(7.5, 11.0, 9.266666666666667)","(7.0, 9.8, 9.066666666666666)","(8.0, 12.0, 10.7)","(6.5, 9.4, 8.9)"
12-01-2023 13:58:46.128636,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.133333333333333)","(1.95, 99999, 99990)","(7.5, 11.0, 9.266666666666667)","(7.0, 9.8, 9.066666666666666)","(8.0, 12.0, 10.7)","(6.5, 9.4, 8.9)"
12-01-2023 13:58:47.376958,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.133333333333333)","(1.95, 99999, 99990)","(7.5, 11.0, 9.266666666666667)","(7.0, 9.8, 9.066666666666666)","(8.0, 12.0, 10.7)","(6.5, 9.4, 8.9)"
12-01-2023 13:58:48.712033,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.425)","(1.95, 99999, 99990)","(7.5, 11.0, 9.266666666666667)","(7.0, 9.8, 9.066666666666666)","(8.0, 12.0, 10.7)","(6.5, 9.4, 8.9)"
12-01-2023 13:58:49.978170,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.425)","(1.95, 99999, 99990)","(7.5, 11.0, 9.266666666666667)","(7.0, 9.8, 9.066666666666666)","(8.0, 12.0, 10.7)","(6.5, 9.4, 8.9)"
12-01-2023 13:58:51.288698,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.3)","(1.95, 99999, 99990)","(7.5, 11.0, 9.266666666666667)","(7.0, 9.8, 9.311111111111112)","(8.0, 12.0, 10.7)","(6.5, 9.4, 8.9)"
12-01-2023 13:58:52.520158,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.3)","(1.95, 99999, 99990)","(7.5, 11.0, 9.266666666666667)","(7.0, 9.8, 9.311111111111112)","(8.0, 12.0, 10.7)","(6.5, 9.4, 8.9)"
12-01-2023 13:58:54.240091,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.3)","(1.95, 99999, 99990)","(7.5, 11.0, 9.266666666666667)","(7.0, 9.8, 9.311111111111112)","(8.0, 12.0, 10.7)","(6.5, 9.4, 8.9)"
12-01-2023 13:58:55.646301,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.3)","(1.95, 99999, 99990)","(7.5, 11.0, 9.266666666666667)","(7.0, 9.8, 9.311111111111112)","(8.0, 12.0, 10.7)","(6.5, 9.4, 8.9)"
12-01-2023 13:58:57.321315,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.25)","(1.95, 99999, 99990)","(7.5, 11.0, 9.96)","(7.0, 9.8, 9.171428571428573)","(8.0, 12.0, 10.266666666666667)","(6.5, 9.4, 8.82857142857143)"
12-01-2023 13:58:58.721212,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.25)","(1.95, 99999, 99990)","(7.5, 11.0, 9.96)","(7.0, 9.8, 9.171428571428573)","(8.0, 12.0, 10.266666666666667)","(6.5, 9.4, 8.82857142857143)"
12-01-2023 13:59:00.127107,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.0)","(1.95, 99999, 99990)","(7.5, 11.0, 9.533333333333333)","(7.0, 9.8, 8.4)","(8.0, 12.0, 11.15)","(6.5, 9.4, 8.133333333333333)"
12-01-2023 13:59:01.353176,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.0)","(1.95, 99999, 99990)","(7.5, 11.0, 9.4)","(7.0, 9.6, 8.466666666666667)","(8.0, 11.5, 10.7125)","(6.5, 9.2, 8.557142857142857)"
12-01-2023 13:59:02.643032,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.0)","(1.95, 99999, 99990)","(7.5, 11.0, 9.4)","(7.0, 9.8, 8.466666666666667)","(8.0, 11.5, 10.7125)","(6.5, 9.2, 8.557142857142857)"
12-01-2023 13:59:04.008068,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.2)","(1.95, 99999, 99990)","(7.5, 11.0, 9.96)","(7.0, 9.8, 8.371428571428572)","(8.0, 11.5, 10.354545454545455)","(6.5, 9.2, 8.507692307692308)"
12-01-2023 13:59:05.267428,"(20.0, 44.0, 29.6)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 9.5)","(7.0, 8.8, 8.5)","(8.0, 11.5, 10.7125)","(6.5, 9.2, 8.507692307692308)"
12-01-2023 13:59:06.514890,"(20.0, 42.0, 31.333333333333332)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 9.5)","(7.0, 8.8, 8.5)","(8.0, 11.5, 10.7125)","(6.5, 9.2, 8.507692307692308)"
12-01-2023 13:59:07.758385,"(20.0, 42.0, 31.333333333333332)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 9.133333333333333)","(7.0, 8.8, 8.5)","(8.0, 11.5, 10.7125)","(6.5, 9.2, 8.507692307692308)"
12-01-2023 13:59:08.979075,"(20.0, 40.0, 30.666666666666668)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 8.8, 9.511111111111111)","(8.0, 11.5, 10.7125)","(6.5, 9.2, 8.507692307692308)"
12-01-2023 13:59:10.231719,"(20.0, 40.0, 30.666666666666668)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.355555555555556)","(8.0, 11.5, 10.7125)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:11.582394,"(20.0, 40.0, 30.666666666666668)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 9.8, 9.355555555555556)","(8.0, 11.5, 10.7125)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:12.810961,"(20.0, 40.0, 35.333333333333336)","(101.0, 220.0, 160.0)","(101.0, 220.0, 166.66666666666666)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 9.8, 9.2)","(8.0, 11.5, 10.7125)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:14.342466,"(20.0, 40.0, 37.2)","(101.0, 220.0, 197.14285714285714)","(101.0, 220.0, 197.14285714285714)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.166666666666666)","(8.0, 11.5, 10.7125)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:15.691686,"(20.0, 40.0, 37.2)","(101.0, 220.0, 197.14285714285714)","(101.0, 220.0, 197.14285714285714)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.64)","(8.0, 11.5, 10.7125)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:17.219842,"(20.0, 40.0, 37.2)","(101.0, 220.0, 197.14285714285714)","(101.0, 220.0, 197.14285714285714)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.8)","(8.0, 11.5, 10.7125)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:18.853628,"(20.0, 40.0, 37.2)","(101.0, 220.0, 197.14285714285714)","(101.0, 220.0, 197.14285714285714)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.8)","(8.0, 11.5, 10.7125)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:20.256915,"(20.0, 40.0, 37.2)","(101.0, 220.0, 197.14285714285714)","(101.0, 220.0, 197.14285714285714)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.8)","(8.0, 11.5, 10.7125)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:22.034649,"(20.0, 40.0, 37.2)","(101.0, 220.0, 197.14285714285714)","(101.0, 220.0, 197.14285714285714)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.65)","(8.0, 11.5, 10.7125)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:23.784522,"(20.0, 40.0, 37.2)","(101.0, 220.0, 197.14285714285714)","(101.0, 220.0, 197.14285714285714)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.5, 9.925)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:25.312023,"(20.0, 40.0, 37.2)","(101.0, 220.0, 197.14285714285714)","(101.0, 220.0, 197.14285714285714)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.5, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:26.624231,"(20.0, 40.0, 37.2)","(101.0, 220.0, 197.14285714285714)","(101.0, 220.0, 197.14285714285714)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:27.844021,"(20.0, 40.0, 37.2)","(101.0, 220.0, 197.14285714285714)","(101.0, 220.0, 197.14285714285714)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:29.104453,"(20.0, 40.0, 37.2)","(101.0, 220.0, 197.14285714285714)","(101.0, 220.0, 197.14285714285714)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:30.424380,"(20.0, 40.0, 37.2)","(101.0, 220.0, 197.14285714285714)","(101.0, 220.0, 197.14285714285714)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:31.852244,"(20.0, 40.0, 37.2)","(101.0, 220.0, 197.14285714285714)","(101.0, 220.0, 197.14285714285714)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:33.256655,"(20.0, 40.0, 37.2)","(101.0, 220.0, 197.14285714285714)","(101.0, 220.0, 197.14285714285714)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:34.668157,"(20.0, 40.0, 37.2)","(101.0, 220.0, 197.14285714285714)","(101.0, 220.0, 197.14285714285714)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:36.039805,"(20.0, 40.0, 37.2)","(101.0, 220.0, 197.14285714285714)","(101.0, 220.0, 197.14285714285714)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:37.322877,"(20.0, 40.0, 37.2)","(101.0, 220.0, 197.14285714285714)","(101.0, 220.0, 197.14285714285714)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:38.683325,"(20.0, 40.0, 37.2)","(101.0, 220.0, 197.14285714285714)","(101.0, 220.0, 197.14285714285714)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:40.039580,"(20.0, 40.0, 37.2)","(101.0, 220.0, 185.71428571428572)","(101.0, 220.0, 190.0)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:41.389859,"(20.0, 40.0, 37.2)","(101.0, 220.0, 185.71428571428572)","(101.0, 220.0, 190.0)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:42.767679,"(20.0, 40.0, 37.2)","(101.0, 220.0, 185.71428571428572)","(101.0, 220.0, 190.0)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:44.110984,"(20.0, 40.0, 37.2)","(101.0, 220.0, 185.71428571428572)","(101.0, 220.0, 190.0)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:45.421016,"(20.0, 40.0, 37.2)","(101.0, 220.0, 185.71428571428572)","(101.0, 220.0, 190.0)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:46.792396,"(20.0, 40.0, 37.2)","(101.0, 220.0, 185.71428571428572)","(101.0, 220.0, 190.0)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:48.139571,"(20.0, 40.0, 37.2)","(101.0, 220.0, 185.71428571428572)","(101.0, 220.0, 190.0)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:49.546212,"(20.0, 40.0, 37.2)","(101.0, 220.0, 185.71428571428572)","(101.0, 220.0, 190.0)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:50.957392,"(20.0, 40.0, 37.2)","(101.0, 220.0, 185.71428571428572)","(101.0, 220.0, 176.0)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:52.281782,"(20.0, 40.0, 37.2)","(101.0, 220.0, 185.71428571428572)","(101.0, 220.0, 176.0)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:53.721092,"(20.0, 40.0, 37.2)","(101.0, 220.0, 185.71428571428572)","(101.0, 220.0, 176.0)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:55.077643,"(20.0, 40.0, 37.2)","(101.0, 220.0, 185.71428571428572)","(101.0, 220.0, 176.0)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:56.411482,"(20.0, 40.0, 37.2)","(101.0, 220.0, 185.71428571428572)","(101.0, 220.0, 176.0)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:57.836408,"(20.0, 40.0, 37.2)","(101.0, 220.0, 185.71428571428572)","(101.0, 220.0, 176.0)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 13:59:59.236696,"(20.0, 40.0, 37.2)","(101.0, 220.0, 185.71428571428572)","(101.0, 220.0, 176.0)","(5.0, 7.6, 7.3999999999999995)","(1.95, 99999, 99990)","(7.5, 11.0, 10.36)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.666666666666668)","(6.5, 9.2, 8.3)"
12-01-2023 14:00:00.649841,"(20.0, 40.0, 37.2)","(101.0, 220.0, 185.71428571428572)","(101.0, 220.0, 183.33333333333331)","(5.0, 7.6, 7.428571428571429)","(1.95, 99999, 99990)","(7.5, 11.0, 9.266666666666667)","(7.0, 10.0, 9.825)","(8.0, 11.0, 9.7)","(6.5, 9.2, 8.520000000000001)"
12-01-2023 14:00:02.040026,"(20.0, 40.0, 33.5)","(101.0, 220.0, 190.0)","(101.0, 220.0, 183.33333333333331)","(5.0, 7.6, 7.428571428571429)","(1.95, 99999, 99990)","(7.5, 11.0, 9.266666666666667)","(7.0, 10.0, 9.825)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.261538461538462)"
12-01-2023 14:00:03.483044,"(20.0, 40.0, 33.5)","(101.0, 220.0, 190.0)","(101.0, 220.0, 183.33333333333331)","(5.0, 7.6, 7.428571428571429)","(1.95, 99999, 99990)","(7.5, 11.0, 9.266666666666667)","(7.0, 10.0, 9.825)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.261538461538462)"
12-01-2023 14:00:04.735780,"(20.0, 40.0, 33.5)","(101.0, 220.0, 190.0)","(101.0, 220.0, 183.33333333333331)","(5.0, 7.6, 7.428571428571429)","(1.95, 99999, 99990)","(7.5, 11.0, 9.266666666666667)","(7.0, 10.0, 9.65)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.261538461538462)"
12-01-2023 14:00:06.261058,"(20.0, 40.0, 33.5)","(101.0, 220.0, 190.0)","(101.0, 220.0, 183.33333333333331)","(5.0, 7.6, 7.428571428571429)","(1.95, 99999, 99990)","(7.5, 11.0, 9.266666666666667)","(7.0, 10.0, 9.65)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.261538461538462)"
12-01-2023 14:00:07.690206,"(20.0, 40.0, 33.5)","(101.0, 220.0, 190.0)","(101.0, 220.0, 183.33333333333331)","(5.0, 7.6, 7.428571428571429)","(1.95, 99999, 99990)","(7.5, 11.0, 9.266666666666667)","(7.0, 10.0, 9.65)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.261538461538462)"
12-01-2023 14:00:09.092970,"(20.0, 40.0, 33.5)","(101.0, 220.0, 190.0)","(101.0, 220.0, 183.33333333333331)","(5.0, 7.6, 7.428571428571429)","(1.95, 99999, 99990)","(7.5, 11.0, 9.266666666666667)","(7.0, 10.0, 9.65)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:10.666658,"(20.0, 40.0, 33.5)","(101.0, 220.0, 190.0)","(101.0, 220.0, 183.33333333333331)","(5.0, 7.6, 7.428571428571429)","(1.95, 99999, 99990)","(7.5, 11.0, 9.266666666666667)","(7.0, 10.0, 9.65)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:12.273792,"(20.0, 40.0, 33.5)","(101.0, 220.0, 190.0)","(101.0, 220.0, 184.0)","(5.0, 7.6, 7.35)","(1.95, 99999, 99990)","(7.5, 11.0, 10.257142857142858)","(7.0, 10.0, 9.65)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.100000000000001)"
12-01-2023 14:00:13.679791,"(20.0, 40.0, 33.5)","(101.0, 220.0, 190.0)","(101.0, 220.0, 184.0)","(5.0, 7.6, 7.457142857142856)","(1.95, 99999, 99990)","(7.5, 11.0, 10.257142857142858)","(7.0, 10.0, 9.65)","(8.0, 10.0, 9.7)","(6.5, 8.8, 8.100000000000001)"
