,Showem Simon,Dont Yoube Naughty,Beau Hart,Bella Godiva,Just One Good One Nz,Trioli,Non Passare,Rocco Variety,Subtle Advice
12-01-2023 14:03:57.190897,"(21.0, 55.0, 49.0)","(101.0, 200.0, 146.25)","(101.0, 220.0, 190.0)","(5.5, 9.6, 9.085714285714285)","(1.95, 99999, 99990)","(7.5, 11.0, 9.933333333333334)","(6.5, 9.6, 8.8)","(8.5, 10.0, 9.6)","(7.0, 9.6, 9.04)"
12-01-2023 14:03:58.550204,"(21.0, 55.0, 51.25)","(101.0, 190.0, 146.25)","(101.0, 220.0, 190.0)","(5.5, 9.6, 9.085714285714285)","(1.95, 99999, 99990)","(7.5, 11.0, 9.933333333333334)","(6.5, 9.6, 9.483333333333333)","(8.5, 10.0, 9.6)","(7.0, 9.6, 9.04)"
12-01-2023 14:03:59.879638,"(21.0, 55.0, 48.5)","(101.0, 180.0, 142.5)","(101.0, 220.0, 190.0)","(5.5, 9.6, 9.085714285714285)","(1.95, 99999, 99990)","(7.5, 11.0, 9.933333333333334)","(6.5, 9.6, 9.483333333333333)","(8.5, 10.0, 9.6)","(7.0, 9.6, 9.04)"
12-01-2023 14:04:01.290447,"(21.0, 55.0, 48.5)","(101.0, 180.0, 150.0)","(101.0, 220.0, 200.0)","(5.5, 9.6, 9.085714285714285)","(1.95, 99999, 99990)","(7.5, 11.0, 9.933333333333334)","(6.5, 9.6, 9.483333333333333)","(8.5, 10.0, 9.6)","(7.0, 9.6, 9.04)"
12-01-2023 14:04:02.782434,"(21.0, 55.0, 48.5)","(101.0, 180.0, 150.0)","(101.0, 220.0, 200.0)","(5.5, 9.6, 9.085714285714285)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(6.5, 9.6, 9.483333333333333)","(8.5, 10.0, 9.6)","(7.0, 9.6, 9.04)"
12-01-2023 14:04:04.329765,"(21.0, 55.0, 48.5)","(101.0, 180.0, 150.0)","(101.0, 220.0, 200.0)","(5.5, 9.6, 9.085714285714285)","(1.95, 99999, 99990)","(7.5, 11.0, 10.6)","(6.5, 9.6, 9.3)","(8.5, 10.0, 9.6)","(7.0, 9.6, 9.04)"
12-01-2023 14:04:05.707755,"(21.0, 55.0, 48.5)","(101.0, 180.0, 150.0)","(101.0, 220.0, 200.0)","(5.5, 9.6, 8.228571428571428)","(1.95, 99999, 99990)","(7.5, 11.0, 10.266666666666667)","(6.5, 9.8, 8.3)","(8.5, 10.0, 9.6)","(7.0, 9.6, 9.04)"
12-01-2023 14:04:07.304674,"(26.0, 55.0, 48.5)","(101.0, 180.0, 150.0)","(101.0, 220.0, 200.0)","(5.5, 9.6, 9.422222222222222)","(1.95, 99999, 99990)","(8.0, 11.0, 10.2)","(6.5, 9.8, 9.1)","(8.5, 10.0, 10.0875)","(6.5, 9.6, 9.28)"
12-01-2023 14:04:08.746279,"(26.0, 55.0, 48.5)","(101.0, 180.0, 154.28571428571428)","(101.0, 220.0, 160.0)","(5.5, 9.6, 8.8)","(1.95, 99999, 99990)","(8.0, 11.0, 10.2)","(6.5, 9.4, 9.2)","(8.5, 10.5, 10.0875)","(6.5, 9.6, 9.155555555555555)"
12-01-2023 14:04:10.155894,"(26.0, 55.0, 48.5)","(101.0, 180.0, 150.0)","(101.0, 220.0, 200.0)","(5.5, 9.6, 9.219047619047618)","(1.95, 99999, 99990)","(8.0, 11.0, 10.777777777777779)","(6.5, 9.6, 9.566666666666666)","(8.5, 10.5, 9.675)","(6.5, 9.6, 9.155555555555555)"
12-01-2023 14:04:11.413004,"(26.0, 55.0, 48.5)","(101.0, 180.0, 150.0)","(101.0, 220.0, 200.0)","(5.5, 9.6, 8.8)","(1.95, 99999, 99990)","(8.0, 11.0, 10.2)","(6.5, 9.8, 9.3)","(8.5, 10.5, 9.7)","(6.5, 9.6, 9.155555555555555)"
12-01-2023 14:04:12.697966,"(26.0, 55.0, 48.5)","(101.0, 180.0, 150.0)","(101.0, 220.0, 200.0)","(5.5, 9.6, 9.219047619047618)","(1.95, 99999, 99990)","(8.0, 11.0, 10.466666666666667)","(6.5, 9.8, 8.466666666666667)","(8.5, 10.0, 9.7)","(6.5, 9.6, 9.155555555555555)"
12-01-2023 14:04:13.946318,"(26.0, 55.0, 48.5)","(101.0, 180.0, 154.28571428571428)","(101.0, 220.0, 160.0)","(5.5, 9.6, 8.8)","(1.95, 99999, 99990)","(8.0, 11.0, 10.83157894736842)","(6.5, 9.4, 9.025)","(8.5, 10.0, 9.7)","(6.5, 9.6, 9.155555555555555)"
12-01-2023 14:04:15.178888,"(26.0, 55.0, 48.5)","(101.0, 180.0, 154.28571428571428)","(101.0, 220.0, 160.0)","(5.5, 9.6, 9.219047619047618)","(1.95, 99999, 99990)","(8.0, 11.0, 10.644444444444444)","(6.5, 9.4, 8.4)","(8.5, 10.0, 9.7)","(6.5, 9.6, 9.155555555555555)"
12-01-2023 14:04:16.274577,"(26.0, 55.0, 48.5)","(101.0, 180.0, 154.28571428571428)","(101.0, 220.0, 160.0)","(5.5, 9.6, 8.8)","(1.95, 99999, 99990)","(8.0, 11.0, 10.644444444444444)","(6.5, 9.4, 8.4)","(8.5, 10.0, 9.7)","(6.5, 9.6, 9.155555555555555)"
12-01-2023 14:04:17.473812,"(26.0, 55.0, 49.8)","(101.0, 180.0, 154.28571428571428)","(101.0, 220.0, 200.0)","(5.5, 9.6, 8.8)","(1.95, 99999, 99990)","(8.0, 11.0, 10.066666666666666)","(6.5, 9.4, 8.2)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.155555555555555)"
12-01-2023 14:04:18.758231,"(26.0, 55.0, 49.8)","(101.0, 180.0, 150.0)","(101.0, 220.0, 200.0)","(5.5, 9.6, 9.219047619047618)","(1.95, 99999, 99990)","(8.0, 11.0, 10.066666666666666)","(6.5, 9.4, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.155555555555555)"
12-01-2023 14:04:20.061829,"(26.0, 55.0, 49.8)","(101.0, 180.0, 120.0)","(101.0, 220.0, 200.0)","(5.5, 9.6, 8.8)","(1.95, 99999, 99990)","(8.0, 11.0, 10.066666666666666)","(6.5, 9.2, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.155555555555555)"
12-01-2023 14:04:21.627126,"(26.0, 55.0, 49.8)","(101.0, 180.0, 135.0)","(101.0, 220.0, 200.0)","(5.5, 9.6, 9.219047619047618)","(1.95, 99999, 99990)","(8.0, 11.0, 10.066666666666666)","(6.5, 9.2, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.155555555555555)"
12-01-2023 14:04:22.969585,"(26.0, 55.0, 49.8)","(101.0, 170.0, 140.0)","(101.0, 220.0, 160.0)","(5.5, 9.6, 8.266666666666666)","(1.95, 99999, 99990)","(8.0, 11.0, 10.066666666666666)","(6.5, 9.2, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.155555555555555)"
12-01-2023 14:04:24.334021,"(26.0, 55.0, 49.8)","(101.0, 160.0, 134.28571428571428)","(101.0, 220.0, 200.0)","(5.5, 9.6, 8.266666666666666)","(1.95, 99999, 99990)","(8.0, 11.0, 10.066666666666666)","(6.5, 9.2, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.155555555555555)"
12-01-2023 14:04:25.701857,"(26.0, 55.0, 49.8)","(101.0, 160.0, 134.28571428571428)","(101.0, 220.0, 200.0)","(5.5, 9.6, 8.7)","(1.95, 99999, 99990)","(8.0, 11.0, 10.066666666666666)","(6.5, 9.2, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.155555555555555)"
12-01-2023 14:04:27.224583,"(26.0, 55.0, 49.8)","(101.0, 160.0, 134.28571428571428)","(101.0, 220.0, 200.0)","(5.5, 9.4, 8.7)","(1.95, 99999, 99990)","(8.0, 11.0, 10.066666666666666)","(6.5, 9.2, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.155555555555555)"
12-01-2023 14:04:28.721991,"(26.0, 55.0, 49.8)","(101.0, 160.0, 134.28571428571428)","(101.0, 220.0, 203.63636363636363)","(5.5, 9.4, 8.7)","(1.95, 99999, 99990)","(8.0, 11.0, 10.066666666666666)","(6.5, 9.2, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.155555555555555)"
12-01-2023 14:04:30.089547,"(26.0, 55.0, 49.8)","(101.0, 160.0, 134.28571428571428)","(101.0, 220.0, 203.63636363636363)","(5.5, 9.4, 8.7)","(1.95, 99999, 99990)","(8.0, 11.0, 10.066666666666666)","(6.5, 9.2, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 9.016666666666666)"
12-01-2023 14:04:31.425350,"(26.0, 55.0, 49.8)","(101.0, 160.0, 134.28571428571428)","(101.0, 220.0, 203.63636363636363)","(5.5, 9.4, 8.7)","(1.95, 99999, 99990)","(8.0, 11.0, 10.066666666666666)","(6.5, 9.2, 8.6)","(8.5, 10.0, 9.6)","(6.5, 9.6, 8.822222222222221)"
12-01-2023 14:04:32.684981,"(26.0, 55.0, 49.8)","(101.0, 160.0, 134.28571428571428)","(101.0, 220.0, 203.63636363636363)","(5.5, 9.4, 9.166666666666668)","(1.95, 99999, 99990)","(8.0, 11.0, 10.48)","(6.5, 9.2, 8.7)","(8.5, 10.0, 9.7)","(6.5, 9.6, 9.26206896551724)"
12-01-2023 14:04:33.842754,"(26.0, 55.0, 49.8)","(101.0, 160.0, 134.28571428571428)","(101.0, 220.0, 203.63636363636363)","(5.5, 9.4, 9.166666666666668)","(1.95, 99999, 99990)","(8.0, 11.0, 10.781818181818181)","(6.5, 9.4, 8.7)","(8.5, 10.0, 9.7)","(6.5, 9.6, 9.04)"
12-01-2023 14:04:35.205943,"(26.0, 55.0, 49.8)","(101.0, 160.0, 134.28571428571428)","(101.0, 220.0, 203.63636363636363)","(5.5, 9.4, 9.166666666666668)","(1.95, 99999, 99990)","(8.0, 11.0, 10.866666666666667)","(6.5, 9.4, 8.7)","(8.5, 10.0, 9.7)","(6.5, 9.6, 8.822222222222221)"
12-01-2023 14:04:36.596327,"(26.0, 55.0, 49.8)","(101.0, 160.0, 134.28571428571428)","(101.0, 220.0, 203.63636363636363)","(5.5, 9.4, 8.7)","(1.95, 99999, 99990)","(8.0, 11.0, 10.866666666666667)","(6.5, 9.4, 8.233333333333334)","(8.5, 10.0, 9.7)","(6.5, 9.6, 8.822222222222221)"
12-01-2023 14:04:37.978282,"(26.0, 55.0, 49.8)","(101.0, 160.0, 134.28571428571428)","(101.0, 220.0, 203.63636363636363)","(5.5, 9.4, 8.7)","(1.95, 99999, 99990)","(8.0, 11.0, 13.0)","(6.5, 9.4, 8.233333333333334)","(8.5, 10.0, 9.7)","(6.5, 9.6, 8.822222222222221)"
12-01-2023 14:04:39.244695,"(26.0, 55.0, 49.8)","(101.0, 160.0, 134.28571428571428)","(101.0, 220.0, 203.63636363636363)","(5.5, 9.4, 8.6)","(1.95, 99999, 99990)","(8.0, 14.0, 15.142857142857142)","(6.5, 9.4, 8.233333333333334)","(8.5, 10.0, 11.11111111111111)","(6.5, 9.6, 8.977777777777778)"
12-01-2023 14:04:40.512788,"(26.0, 50.0, 46.0)","(101.0, 160.0, 115.0)","(101.0, 220.0, 203.63636363636363)","(5.5, 9.2, 8.2)","(1.95, 99999, 99990)","(8.0, 16.0, 12.722222222222221)","(6.5, 9.4, 8.233333333333334)","(8.5, 11.5, 10.967741935483872)","(6.5, 9.6, 8.977777777777778)"
12-01-2023 14:04:41.776772,"(26.0, 60.0, 51.0)","(101.0, 140.0, 113.33333333333333)","(101.0, 220.0, 190.0)","(5.5, 9.2, 8.2)","(1.95, 99999, 99990)","(8.0, 15.5, 13.833333333333334)","(6.5, 9.4, 8.233333333333334)","(8.5, 11.5, 10.967741935483872)","(6.5, 9.6, 8.977777777777778)"
12-01-2023 14:04:43.113814,"(26.0, 55.0, 45.25)","(101.0, 140.0, 105.71428571428571)","(101.0, 220.0, 190.0)","(5.5, 9.2, 8.2)","(1.95, 99999, 99990)","(8.0, 14.5, 13.166666666666666)","(6.5, 9.4, 8.233333333333334)","(8.5, 11.5, 11.304347826086957)","(6.5, 9.6, 8.923076923076923)"
12-01-2023 14:04:44.555731,"(26.0, 55.0, 48.5)","(101.0, 140.0, 110.0)","(101.0, 220.0, 190.0)","(5.5, 9.2, 8.2)","(1.95, 99999, 99990)","(8.0, 14.0, 11.7)","(6.5, 9.4, 8.233333333333334)","(8.5, 11.5, 11.304347826086957)","(6.5, 9.6, 8.914285714285715)"
12-01-2023 14:04:45.891958,"(26.0, 55.0, 48.5)","(101.0, 140.0, 110.0)","(101.0, 220.0, 190.0)","(5.5, 9.2, 8.6)","(1.95, 99999, 99990)","(8.0, 13.5, 12.571428571428571)","(6.5, 9.4, 8.233333333333334)","(8.5, 11.5, 11.304347826086957)","(6.5, 9.6, 8.88421052631579)"
12-01-2023 14:04:47.310710,"(26.0, 60.0, 51.0)","(101.0, 140.0, 110.0)","(101.0, 220.0, 190.0)","(5.5, 9.2, 8.75)","(1.95, 99999, 99990)","(8.0, 13.0, 11.25)","(6.5, 9.4, 8.233333333333334)","(8.5, 11.5, 11.304347826086957)","(6.5, 9.6, 8.88421052631579)"
12-01-2023 14:04:48.613298,"(26.0, 60.0, 54.0)","(101.0, 140.0, 110.0)","(101.0, 220.0, 190.0)","(5.5, 9.2, 8.75)","(1.95, 99999, 99990)","(8.0, 12.5, 11.25)","(6.5, 9.4, 8.6)","(8.5, 11.5, 11.304347826086957)","(6.5, 9.6, 9.200000000000001)"
12-01-2023 14:04:49.848461,"(26.0, 60.0, 54.0)","(101.0, 140.0, 110.0)","(101.0, 220.0, 190.0)","(5.5, 9.2, 8.75)","(1.95, 99999, 99990)","(8.0, 12.5, 11.25)","(6.5, 9.2, 8.6)","(8.5, 11.5, 11.304347826086957)","(6.5, 9.4, 9.200000000000001)"
12-01-2023 14:04:51.054405,"(26.0, 60.0, 54.0)","(101.0, 140.0, 110.0)","(101.0, 220.0, 190.0)","(5.5, 9.2, 8.75)","(1.95, 99999, 99990)","(8.0, 12.5, 11.666666666666666)","(6.5, 9.2, 8.6)","(8.5, 11.5, 11.304347826086957)","(6.5, 9.4, 8.971428571428572)"
12-01-2023 14:04:52.350094,"(26.0, 60.0, 54.0)","(101.0, 140.0, 126.66666666666667)","(101.0, 220.0, 203.63636363636363)","(5.5, 9.2, 8.75)","(1.95, 99999, 99990)","(8.0, 12.5, 11.666666666666666)","(6.5, 9.2, 8.6)","(8.5, 11.5, 11.304347826086957)","(6.5, 9.4, 8.971428571428572)"
12-01-2023 14:04:53.668116,"(26.0, 60.0, 54.0)","(101.0, 140.0, 117.14285714285714)","(101.0, 220.0, 203.63636363636363)","(5.5, 9.2, 8.75)","(1.95, 99999, 99990)","(8.0, 12.5, 11.25)","(6.5, 9.2, 8.6)","(8.5, 11.5, 11.304347826086957)","(6.5, 9.4, 8.971428571428572)"
12-01-2023 14:04:55.032744,"(26.0, 55.0, 48.5)","(101.0, 140.0, 162.5)","(101.0, 220.0, 203.63636363636363)","(5.5, 9.2, 8.75)","(1.95, 99999, 99990)","(8.0, 12.5, 11.25)","(6.5, 9.2, 8.6)","(8.5, 11.5, 11.304347826086957)","(6.5, 9.4, 8.834782608695653)"
12-01-2023 14:04:56.334279,"(26.0, 55.0, 49.8)","(101.0, 180.0, 162.5)","(101.0, 220.0, 203.63636363636363)","(5.5, 9.2, 8.75)","(1.9, 99999, 99990)","(8.5, 12.5, 11.666666666666666)","(6.5, 9.2, 8.6)","(8.5, 11.5, 11.304347826086957)","(6.5, 9.2, 8.834782608695653)"
12-01-2023 14:04:57.524121,"(26.0, 55.0, 49.8)","(101.0, 180.0, 162.5)","(101.0, 220.0, 203.63636363636363)","(5.5, 9.2, 8.75)","(1.9, 99999, 99990)","(8.5, 12.5, 11.666666666666666)","(6.5, 9.2, 8.6)","(8.5, 11.5, 11.304347826086957)","(6.5, 9.2, 8.834782608695653)"
12-01-2023 14:04:58.788123,"(26.0, 55.0, 49.8)","(101.0, 180.0, 162.5)","(101.0, 220.0, 203.63636363636363)","(5.5, 9.2, 8.75)","(1.9, 99999, 99990)","(8.5, 12.5, 11.954545454545455)","(6.5, 9.2, 8.6)","(8.5, 11.5, 11.304347826086957)","(6.5, 9.2, 8.834782608695653)"
12-01-2023 14:05:00.149679,"(26.0, 55.0, 49.8)","(101.0, 180.0, 162.5)","(101.0, 220.0, 203.63636363636363)","(5.5, 9.2, 8.75)","(1.95, 99999, 99990)","(8.5, 12.5, 12.2)","(6.5, 9.2, 8.6)","(8.0, 11.5, 11.125)","(6.5, 9.2, 8.834782608695653)"
12-01-2023 14:05:01.492898,"(26.0, 55.0, 49.8)","(101.0, 180.0, 162.5)","(101.0, 220.0, 203.63636363636363)","(5.5, 9.2, 8.75)","(1.95, 99999, 99990)","(8.5, 12.5, 12.2)","(6.5, 9.2, 8.6)","(8.0, 11.5, 11.125)","(6.5, 9.2, 8.830769230769231)"
12-01-2023 14:05:03.118670,"(26.0, 55.0, 46.333333333333336)","(101.0, 180.0, 162.5)","(101.0, 220.0, 203.63636363636363)","(5.5, 9.2, 8.75)","(1.95, 99999, 99990)","(8.5, 12.5, 12.2)","(6.5, 9.2, 8.233333333333334)","(8.0, 11.5, 11.125)","(6.5, 9.2, 8.834782608695653)"
12-01-2023 14:05:04.792404,"(26.0, 55.0, 46.333333333333336)","(101.0, 180.0, 162.5)","(101.0, 220.0, 192.0)","(5.5, 9.2, 8.600000000000001)","(1.95, 99999, 99990)","(8.5, 12.5, 12.2)","(6.5, 9.4, 8.233333333333334)","(8.0, 11.5, 11.125)","(6.5, 9.2, 8.834782608695653)"
12-01-2023 14:05:06.200696,"(26.0, 55.0, 46.333333333333336)","(101.0, 180.0, 162.5)","(101.0, 220.0, 192.0)","(5.5, 8.8, 8.600000000000001)","(1.95, 99999, 99990)","(8.5, 12.5, 11.375)","(6.5, 9.4, 8.233333333333334)","(8.0, 11.5, 11.125)","(6.5, 9.2, 8.834782608695653)"
12-01-2023 14:05:07.673421,"(26.0, 55.0, 46.333333333333336)","(101.0, 180.0, 162.5)","(101.0, 220.0, 192.0)","(5.5, 8.8, 8.600000000000001)","(1.95, 99999, 99990)","(8.5, 12.5, 12.214285714285714)","(6.5, 9.4, 8.35)","(8.0, 11.5, 11.125)","(6.5, 9.2, 8.834782608695653)"
12-01-2023 14:05:08.999088,"(26.0, 55.0, 46.333333333333336)","(101.0, 180.0, 162.5)","(101.0, 220.0, 192.0)","(5.5, 8.8, 8.600000000000001)","(1.95, 99999, 99990)","(8.5, 12.5, 12.214285714285714)","(6.5, 9.4, 8.2)","(8.0, 11.5, 11.125)","(6.5, 9.2, 8.834782608695653)"
12-01-2023 14:05:10.355981,"(26.0, 55.0, 46.333333333333336)","(101.0, 180.0, 162.5)","(101.0, 220.0, 192.0)","(5.5, 8.8, 8.600000000000001)","(1.95, 99999, 99990)","(8.5, 12.5, 12.214285714285714)","(6.5, 9.2, 8.2)","(8.0, 11.5, 11.125)","(6.5, 9.2, 8.834782608695653)"
12-01-2023 14:05:11.853682,"(26.0, 55.0, 46.333333333333336)","(101.0, 180.0, 166.0)","(101.0, 220.0, 192.0)","(5.5, 8.8, 8.600000000000001)","(1.95, 99999, 99990)","(8.5, 12.5, 12.214285714285714)","(6.5, 9.2, 8.2)","(8.0, 11.5, 11.5)","(6.5, 9.2, 8.86896551724138)"
12-01-2023 14:05:13.251401,"(31.0, 55.0, 46.333333333333336)","(101.0, 180.0, 164.0)","(101.0, 220.0, 192.0)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 12.5, 12.214285714285714)","(6.5, 9.2, 8.2)","(8.5, 12.5, 11.25)","(6.5, 9.2, 9.00909090909091)"
12-01-2023 14:05:14.612900,"(31.0, 48.0, 45.0)","(101.0, 180.0, 164.0)","(101.0, 220.0, 192.0)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 12.5, 12.214285714285714)","(6.5, 9.2, 8.2)","(8.5, 12.5, 11.25)","(6.5, 9.2, 9.00909090909091)"
12-01-2023 14:05:16.232719,"(31.0, 55.0, 46.333333333333336)","(101.0, 180.0, 164.0)","(101.0, 220.0, 192.0)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 12.5, 12.214285714285714)","(6.5, 9.2, 8.2)","(8.5, 12.5, 11.25)","(6.5, 9.2, 9.00909090909091)"
12-01-2023 14:05:17.682917,"(31.0, 55.0, 46.333333333333336)","(101.0, 180.0, 164.0)","(101.0, 220.0, 192.0)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 12.5, 12.214285714285714)","(6.5, 9.2, 8.2)","(8.5, 12.5, 11.25)","(6.5, 9.2, 9.00909090909091)"
12-01-2023 14:05:19.295121,"(31.0, 60.0, 52.666666666666664)","(101.0, 180.0, 164.0)","(101.0, 220.0, 192.0)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 12.5, 12.214285714285714)","(6.5, 9.2, 8.17142857142857)","(8.5, 12.5, 11.25)","(6.5, 9.2, 8.88888888888889)"
12-01-2023 14:05:20.663630,"(31.0, 60.0, 52.666666666666664)","(101.0, 180.0, 164.0)","(101.0, 220.0, 192.0)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 12.5, 12.214285714285714)","(6.5, 9.2, 8.17142857142857)","(8.5, 12.5, 11.075)","(6.5, 9.2, 8.88888888888889)"
12-01-2023 14:05:21.955903,"(31.0, 60.0, 52.666666666666664)","(101.0, 180.0, 164.0)","(101.0, 220.0, 192.0)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 12.5, 12.214285714285714)","(6.5, 9.2, 8.17142857142857)","(8.5, 12.5, 11.075)","(6.5, 9.2, 8.88888888888889)"
12-01-2023 14:05:23.316711,"(31.0, 60.0, 52.666666666666664)","(101.0, 180.0, 164.0)","(101.0, 220.0, 192.0)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 12.5, 12.214285714285714)","(6.5, 9.2, 8.17142857142857)","(8.5, 12.5, 11.075)","(6.5, 9.2, 8.88888888888889)"
12-01-2023 14:05:24.595184,"(31.0, 60.0, 52.666666666666664)","(101.0, 180.0, 164.0)","(101.0, 220.0, 192.0)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 12.5, 12.214285714285714)","(6.5, 9.2, 8.17142857142857)","(8.5, 12.5, 11.075)","(6.5, 9.2, 8.88888888888889)"
12-01-2023 14:05:25.949413,"(31.0, 60.0, 52.666666666666664)","(101.0, 180.0, 164.0)","(101.0, 220.0, 192.0)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 12.5, 12.214285714285714)","(6.5, 9.2, 8.17142857142857)","(8.5, 12.5, 11.075)","(6.5, 9.2, 8.88888888888889)"
12-01-2023 14:05:27.251915,"(31.0, 60.0, 53.6)","(101.0, 180.0, 164.0)","(101.0, 220.0, 192.0)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 12.5, 12.214285714285714)","(6.5, 9.2, 8.17142857142857)","(8.5, 12.5, 11.075)","(6.5, 9.2, 8.88888888888889)"
12-01-2023 14:05:28.568665,"(31.0, 60.0, 56.0)","(101.0, 180.0, 164.0)","(101.0, 220.0, 192.0)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 12.5, 12.214285714285714)","(6.5, 9.2, 8.17142857142857)","(8.5, 12.5, 11.075)","(6.5, 9.2, 8.864)"
12-01-2023 14:05:29.905176,"(31.0, 60.0, 56.0)","(101.0, 180.0, 164.0)","(101.0, 220.0, 202.85714285714286)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 12.5, 15.166666666666668)","(6.5, 9.2, 8.17142857142857)","(8.5, 12.5, 11.075)","(6.5, 9.2, 8.864)"
12-01-2023 14:05:31.281503,"(31.0, 60.0, 56.0)","(101.0, 180.0, 164.0)","(101.0, 220.0, 202.85714285714286)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 16.0, 14.0)","(6.5, 9.2, 8.17142857142857)","(8.5, 12.5, 11.075)","(6.5, 9.2, 9.017391304347827)"
12-01-2023 14:05:32.688835,"(31.0, 60.0, 56.72727272727273)","(101.0, 180.0, 164.0)","(101.0, 220.0, 202.85714285714286)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 15.0, 12.852941176470589)","(6.5, 9.2, 8.2)","(8.5, 12.5, 11.075)","(6.5, 9.2, 9.017391304347827)"
12-01-2023 14:05:34.008321,"(31.0, 60.0, 56.72727272727273)","(101.0, 180.0, 164.0)","(101.0, 220.0, 202.85714285714286)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 14.5, 12.8)","(6.5, 9.2, 8.2)","(8.5, 12.5, 11.075)","(6.5, 9.2, 9.017391304347827)"
12-01-2023 14:05:35.385854,"(31.0, 60.0, 56.72727272727273)","(101.0, 180.0, 164.0)","(101.0, 220.0, 200.0)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 14.0, 14.461538461538462)","(6.5, 9.2, 8.1)","(8.5, 12.5, 11.075)","(6.5, 9.2, 9.10909090909091)"
12-01-2023 14:05:36.726225,"(31.0, 60.0, 56.72727272727273)","(101.0, 180.0, 164.0)","(101.0, 220.0, 200.0)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 16.0, 14.61111111111111)","(6.5, 8.6, 8.133333333333333)","(8.5, 12.5, 11.075)","(6.5, 9.6, 8.950000000000001)"
12-01-2023 14:05:38.053526,"(31.0, 60.0, 56.72727272727273)","(101.0, 180.0, 164.0)","(101.0, 220.0, 200.0)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 15.0, 13.653846153846153)","(6.5, 8.4, 8.142857142857142)","(8.5, 12.5, 11.075)","(6.5, 9.4, 9.264516129032257)"
12-01-2023 14:05:39.343097,"(31.0, 60.0, 56.72727272727273)","(101.0, 180.0, 164.0)","(101.0, 220.0, 196.66666666666666)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 15.0, 13.653846153846153)","(6.5, 9.0, 8.2)","(8.5, 12.5, 11.075)","(7.0, 9.4, 9.276923076923076)"
12-01-2023 14:05:40.687379,"(31.0, 55.0, 51.75)","(101.0, 180.0, 140.0)","(101.0, 220.0, 196.66666666666666)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 15.0, 13.653846153846153)","(6.5, 8.6, 8.333333333333334)","(8.5, 12.5, 11.075)","(7.0, 9.4, 9.276923076923076)"
12-01-2023 14:05:42.008872,"(31.0, 55.0, 52.63636363636364)","(101.0, 180.0, 140.0)","(101.0, 220.0, 196.66666666666666)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 15.0, 13.653846153846153)","(6.5, 9.0, 8.333333333333334)","(8.5, 12.5, 11.075)","(7.0, 9.4, 9.276923076923076)"
12-01-2023 14:05:43.250498,"(31.0, 55.0, 52.63636363636364)","(101.0, 180.0, 160.3846153846154)","(101.0, 220.0, 196.66666666666666)","(6.0, 8.8, 8.600000000000001)","(1.9, 99999, 99990)","(9.0, 15.0, 13.653846153846153)","(6.5, 9.0, 8.2)","(8.5, 12.5, 11.075)","(7.0, 9.4, 9.276923076923076)"
