,Bear Bonus,Billy Nailer,Shaquille,Authority,Stylish Rico,Alpha Ruler,Hendy,Bert And Kenny
14-12-2022 12:44:36.044725,"(3.1, 3.6, 3.5869565217391304)","(6.0, 6.8, 6.733333333333333)","(4.6, 5.9, 5.835714285714286)","(81.0, 390.0, 330.4761904761905)","(10.0, 16.0, 15.0)","(91.0, 310.0, 252.35294117647058)","(2.9, 3.55, 3.597058823529412)","(13.0, 23.0, 21.166666666666668)"
14-12-2022 12:44:37.088949,"(3.1, 3.6, 3.569230769230769)","(6.0, 7.4, 7.133333333333334)","(4.6, 5.9, 5.8500000000000005)","(81.0, 390.0, 330.4761904761905)","(10.0, 16.0, 15.411764705882353)","(91.0, 310.0, 252.35294117647058)","(2.9, 3.6, 3.6441176470588235)","(13.0, 23.0, 21.043478260869566)"
14-12-2022 12:44:38.149389,"(3.1, 3.6, 3.5294117647058822)","(6.0, 7.2, 7.1684210526315795)","(4.6, 5.9, 5.829411764705883)","(81.0, 390.0, 330.4761904761905)","(10.0, 15.5, 15.411764705882353)","(91.0, 310.0, 252.35294117647058)","(2.9, 3.65, 3.6441176470588235)","(14.0, 23.0, 21.043478260869566)"
14-12-2022 12:44:39.181239,"(3.1, 3.55, 3.533333333333333)","(6.0, 7.2, 7.1684210526315795)","(4.6, 5.9, 5.7956521739130435)","(81.0, 390.0, 330.4761904761905)","(10.0, 15.5, 15.411764705882353)","(91.0, 310.0, 196.25)","(2.9, 3.65, 3.575806451612903)","(14.0, 23.0, 21.263157894736842)"
14-12-2022 12:44:40.169384,"(3.1, 3.6, 3.56)","(6.0, 7.2, 7.1684210526315795)","(4.6, 5.9, 5.7)","(81.0, 390.0, 330.4761904761905)","(10.0, 15.5, 15.411764705882353)","(91.0, 310.0, 196.25)","(2.9, 3.6, 3.575806451612903)","(14.0, 23.0, 21.263157894736842)"
14-12-2022 12:44:41.225242,"(3.1, 3.6, 3.568)","(6.0, 7.2, 7.1571428571428575)","(4.6, 5.8, 5.788)","(81.0, 390.0, 330.4761904761905)","(10.0, 15.5, 15.411764705882353)","(91.0, 310.0, 196.25)","(2.9, 3.6, 3.575806451612903)","(14.0, 23.0, 21.263157894736842)"
14-12-2022 12:44:42.310615,"(3.1, 3.6, 3.568)","(6.0, 7.2, 7.1625)","(4.6, 5.8, 5.776923076923077)","(81.0, 390.0, 330.4761904761905)","(10.0, 15.5, 15.411764705882353)","(91.0, 310.0, 219.0)","(2.9, 3.6, 3.5347826086956524)","(14.0, 23.0, 21.043478260869566)"
14-12-2022 12:44:43.327219,"(3.1, 3.6, 3.5586206896551724)","(6.0, 7.2, 7.15)","(4.6, 5.8, 5.76)","(81.0, 390.0, 330.4761904761905)","(10.0, 15.5, 15.411764705882353)","(91.0, 310.0, 247.0)","(2.9, 3.6, 3.6884615384615387)","(14.0, 23.0, 21.263157894736842)"
14-12-2022 12:44:44.324813,"(3.1, 3.6, 3.5586206896551724)","(6.0, 7.0, 6.9)","(4.6, 5.8, 5.76)","(81.0, 390.0, 330.4761904761905)","(10.0, 15.5, 15.411764705882353)","(91.0, 310.0, 240.0)","(2.9, 3.7, 3.6884615384615387)","(14.0, 23.0, 21.263157894736842)"
14-12-2022 12:44:45.324581,"(3.1, 3.6, 3.525)","(6.0, 7.0, 6.955555555555556)","(4.6, 5.8, 5.76)","(81.0, 390.0, 330.4761904761905)","(10.0, 15.5, 15.411764705882353)","(91.0, 310.0, 240.0)","(2.9, 3.7, 3.610869565217391)","(14.0, 23.0, 21.35)"
14-12-2022 12:44:46.410294,"(3.1, 3.6, 3.55)","(6.0, 7.0, 6.866666666666666)","(4.6, 5.8, 5.75)","(81.0, 390.0, 174.0)","(10.0, 15.5, 15.431818181818182)","(91.0, 310.0, 240.0)","(2.9, 3.75, 3.65)","(14.0, 23.0, 21.125)"
14-12-2022 12:44:47.392975,"(3.1, 3.6, 3.508510638297872)","(6.0, 7.0, 6.945454545454545)","(4.6, 5.7, 5.642857142857143)","(81.0, 390.0, 300.0)","(10.0, 15.5, 15.431818181818182)","(91.0, 310.0, 240.0)","(2.9, 3.75, 3.65)","(14.0, 23.0, 21.125)"
14-12-2022 12:44:48.768996,"(3.1, 3.6, 3.508510638297872)","(6.0, 7.0, 6.945454545454545)","(4.6, 5.7, 5.642857142857143)","(81.0, 390.0, 300.0)","(10.0, 15.5, 15.431818181818182)","(91.0, 310.0, 191.8181818181818)","(2.9, 3.75, 3.6375)","(14.0, 23.0, 21.35)"
14-12-2022 12:44:49.913790,"(3.1, 3.55, 3.533333333333333)","(6.0, 7.0, 6.975)","(4.6, 5.7, 5.625)","(81.0, 390.0, 300.0)","(10.0, 15.5, 15.431818181818182)","(91.0, 310.0, 191.8181818181818)","(2.9, 3.65, 3.6375)","(14.0, 23.0, 21.35)"
14-12-2022 12:44:50.951921,"(3.1, 3.55, 3.533333333333333)","(6.0, 7.0, 6.972727272727273)","(4.6, 5.7, 5.625)","(81.0, 390.0, 293.8461538461538)","(10.0, 15.5, 15.431818181818182)","(91.0, 310.0, 191.8181818181818)","(2.9, 3.75, 3.725)","(14.0, 23.0, 21.263157894736842)"
14-12-2022 12:44:51.979153,"(3.1, 3.55, 3.533333333333333)","(6.0, 7.0, 6.533333333333333)","(4.6, 5.7, 5.625)","(81.0, 390.0, 293.8461538461538)","(10.0, 15.5, 15.434782608695652)","(91.0, 310.0, 191.8181818181818)","(2.9, 3.8, 3.775)","(14.0, 23.0, 21.263157894736842)"
14-12-2022 12:44:53.075913,"(3.1, 3.55, 3.533333333333333)","(6.0, 6.8, 6.7749999999999995)","(4.6, 5.7, 5.605263157894737)","(81.0, 390.0, 293.8461538461538)","(10.0, 15.5, 15.434782608695652)","(91.0, 310.0, 240.0)","(3.0, 3.85, 3.7583333333333333)","(14.0, 23.0, 21.263157894736842)"
14-12-2022 12:44:54.204395,"(3.1, 3.55, 3.52)","(6.0, 6.8, 6.7749999999999995)","(4.6, 5.7, 5.605263157894737)","(81.0, 390.0, 293.8461538461538)","(10.0, 15.5, 15.434782608695652)","(91.0, 310.0, 240.0)","(3.0, 3.85, 3.7583333333333333)","(14.0, 23.0, 21.263157894736842)"
14-12-2022 12:44:55.321751,"(3.1, 3.55, 3.5285714285714285)","(6.0, 6.8, 6.7749999999999995)","(4.6, 5.7, 5.605263157894737)","(81.0, 390.0, 293.8461538461538)","(10.0, 15.5, 15.434782608695652)","(91.0, 310.0, 289.1666666666667)","(3.0, 3.85, 3.7583333333333333)","(14.0, 23.0, 21.0)"
14-12-2022 12:44:56.455734,"(3.1, 3.55, 3.5166666666666666)","(6.0, 6.8, 6.7749999999999995)","(4.6, 5.7, 5.605263157894737)","(81.0, 390.0, 293.8461538461538)","(10.0, 15.5, 15.434782608695652)","(91.0, 300.0, 240.0)","(3.0, 3.85, 3.7464285714285714)","(14.0, 23.0, 21.0)"
14-12-2022 12:44:57.713771,"(3.1, 3.55, 3.538235294117647)","(6.0, 6.8, 6.771428571428571)","(4.6, 5.7, 5.55)","(81.0, 390.0, 293.8461538461538)","(10.0, 15.5, 15.434782608695652)","(91.0, 300.0, 240.0)","(3.0, 3.75, 3.783333333333333)","(14.0, 23.0, 21.0)"
14-12-2022 12:44:59.016713,"(3.1, 3.55, 3.5342105263157895)","(6.0, 6.8, 6.771428571428571)","(4.6, 5.7, 5.55)","(81.0, 390.0, 270.95238095238096)","(10.0, 15.5, 13.625)","(91.0, 300.0, 240.0)","(3.0, 3.9, 3.783333333333333)","(14.0, 22.0, 20.84)"
14-12-2022 12:45:00.323735,"(3.1, 3.55, 3.5342105263157895)","(6.0, 6.8, 6.771428571428571)","(4.6, 5.7, 5.594117647058823)","(81.0, 390.0, 263.6842105263158)","(10.0, 14.0, 12.909090909090908)","(91.0, 300.0, 240.0)","(3.0, 3.9, 3.8099999999999996)","(14.0, 23.0, 20.84)"
14-12-2022 12:45:01.556327,"(3.1, 3.55, 3.54)","(6.0, 6.8, 6.771428571428571)","(4.6, 5.7, 5.628)","(81.0, 390.0, 263.6842105263158)","(10.0, 14.0, 13.370967741935484)","(91.0, 300.0, 191.8181818181818)","(3.0, 3.9, 3.8049999999999997)","(14.0, 23.0, 21.066666666666666)"
14-12-2022 12:45:02.773613,"(3.1, 3.6, 3.54)","(6.0, 6.8, 6.524137931034483)","(4.6, 5.7, 5.616666666666666)","(91.0, 390.0, 198.33333333333334)","(10.0, 13.5, 13.214285714285714)","(91.0, 310.0, 191.8181818181818)","(3.0, 3.9, 3.8442307692307693)","(14.0, 22.0, 21.0)"
14-12-2022 12:45:04.027738,"(3.1, 3.6, 3.5593749999999997)","(6.0, 7.0, 6.7)","(4.6, 6.0, 5.766666666666667)","(91.0, 390.0, 213.0769230769231)","(10.0, 14.0, 13.3125)","(91.0, 310.0, 191.8181818181818)","(3.0, 3.85, 3.7825)","(14.0, 22.0, 20.736842105263158)"
14-12-2022 12:45:05.254814,"(3.1, 3.6, 3.571111111111111)","(6.0, 7.0, 6.666666666666667)","(4.6, 5.8, 5.7749999999999995)","(91.0, 390.0, 262.22222222222223)","(10.0, 14.0, 13.1875)","(91.0, 310.0, 191.8181818181818)","(3.0, 3.85, 3.784615384615385)","(14.0, 22.0, 21.4)"
14-12-2022 12:45:06.415580,"(3.1, 3.6, 3.5914285714285716)","(6.0, 7.0, 6.666666666666667)","(4.6, 5.8, 5.7749999999999995)","(91.0, 390.0, 262.22222222222223)","(10.0, 13.5, 13.1875)","(91.0, 310.0, 191.8181818181818)","(3.0, 3.85, 3.776744186046512)","(14.0, 22.0, 20.923076923076923)"
14-12-2022 12:45:07.578447,"(3.1, 3.6, 3.59)","(6.0, 7.0, 6.666666666666667)","(4.6, 5.8, 5.7749999999999995)","(91.0, 390.0, 262.22222222222223)","(10.0, 13.5, 13.1875)","(91.0, 310.0, 191.8181818181818)","(3.0, 3.8, 3.7511627906976743)","(14.0, 23.0, 20.923076923076923)"
14-12-2022 12:45:08.782525,"(3.1, 3.6, 3.557894736842105)","(5.5, 7.0, 6.666666666666667)","(4.4, 5.8, 5.7749999999999995)","(91.0, 390.0, 213.0769230769231)","(10.0, 13.5, 13.368421052631579)","(101.0, 310.0, 191.8181818181818)","(3.1, 3.8, 3.7458333333333336)","(15.0, 23.0, 20.857142857142858)"
14-12-2022 12:45:09.937450,"(3.1, 3.6, 3.562790697674419)","(5.5, 7.0, 6.666666666666667)","(4.4, 5.8, 5.7749999999999995)","(91.0, 390.0, 268.9473684210526)","(10.0, 14.0, 13.283018867924529)","(101.0, 310.0, 254.0)","(3.1, 3.8, 3.74468085106383)","(15.0, 23.0, 20.857142857142858)"
14-12-2022 12:45:11.108610,"(3.1, 3.6, 3.5729166666666665)","(5.5, 7.0, 6.666666666666667)","(4.4, 5.8, 5.7749999999999995)","(91.0, 390.0, 225.71428571428572)","(10.0, 14.0, 13.344827586206897)","(101.0, 310.0, 254.0)","(3.1, 3.8, 3.713888888888889)","(15.0, 23.0, 20.857142857142858)"
14-12-2022 12:45:12.280457,"(3.1, 3.65, 3.6130434782608694)","(5.5, 7.0, 6.666666666666667)","(4.4, 5.8, 5.7749999999999995)","(91.0, 390.0, 275.0)","(10.0, 14.0, 13.5)","(101.0, 310.0, 251.66666666666666)","(3.1, 3.75, 3.725)","(15.0, 23.0, 21.3125)"
14-12-2022 12:45:13.437607,"(3.1, 3.65, 3.6130434782608694)","(5.5, 6.6, 6.52)","(4.4, 5.8, 5.7749999999999995)","(91.0, 390.0, 281.0526315789474)","(10.0, 14.0, 13.5)","(101.0, 310.0, 251.66666666666666)","(3.1, 3.75, 3.7089285714285714)","(15.0, 23.0, 21.3125)"
14-12-2022 12:45:14.692247,"(3.1, 3.65, 3.6130434782608694)","(5.5, 6.6, 6.52)","(4.4, 5.8, 5.7749999999999995)","(91.0, 390.0, 242.14285714285714)","(10.0, 14.0, 13.444444444444445)","(101.0, 310.0, 251.66666666666666)","(3.1, 3.75, 3.7089285714285714)","(15.0, 23.0, 21.3125)"
14-12-2022 12:45:15.989225,"(3.1, 3.65, 3.6179245283018866)","(5.5, 6.6, 6.52)","(4.4, 5.8, 5.7749999999999995)","(91.0, 390.0, 280.4761904761905)","(10.0, 14.0, 13.432432432432432)","(101.0, 310.0, 254.0)","(3.1, 3.75, 3.725)","(15.0, 23.0, 21.235294117647058)"
14-12-2022 12:45:17.070274,"(3.1, 3.65, 3.621186440677966)","(5.5, 6.6, 6.52)","(4.4, 5.8, 5.7749999999999995)","(91.0, 390.0, 280.4761904761905)","(10.0, 14.0, 13.380952380952381)","(101.0, 310.0, 235.0)","(3.1, 3.8, 3.717857142857143)","(15.0, 23.0, 21.181818181818183)"
14-12-2022 12:45:18.270775,"(3.1, 3.65, 3.6153061224489793)","(5.5, 6.6, 6.55)","(4.4, 5.9, 5.814285714285714)","(91.0, 390.0, 280.4761904761905)","(10.0, 14.0, 13.380952380952381)","(101.0, 310.0, 243.33333333333334)","(3.1, 3.8, 3.717241379310345)","(15.0, 23.0, 21.181818181818183)"
14-12-2022 12:45:19.750737,"(3.1, 3.65, 3.6065217391304345)","(5.5, 6.6, 6.514285714285714)","(4.4, 5.9, 5.84)","(91.0, 390.0, 236.66666666666669)","(10.0, 13.5, 13.34375)","(101.0, 310.0, 224.28571428571428)","(3.1, 3.8, 3.721739130434783)","(15.0, 23.0, 21.258064516129032)"
14-12-2022 12:45:20.973323,"(3.1, 3.65, 3.6065217391304345)","(5.5, 6.6, 6.494339622641509)","(4.4, 5.9, 5.886363636363637)","(91.0, 390.0, 236.66666666666669)","(10.0, 13.5, 13.321428571428571)","(101.0, 310.0, 224.28571428571428)","(3.1, 3.8, 3.730769230769231)","(15.0, 23.0, 21.3125)"
14-12-2022 12:45:22.078602,"(3.1, 3.65, 3.6142857142857143)","(5.5, 6.6, 6.494339622641509)","(4.4, 5.9, 5.886363636363637)","(91.0, 390.0, 236.66666666666669)","(10.0, 13.5, 13.34375)","(101.0, 310.0, 255.45454545454544)","(3.1, 3.8, 3.7147058823529413)","(15.0, 23.0, 21.235294117647058)"
14-12-2022 12:45:23.205343,"(3.1, 3.65, 3.617741935483871)","(5.5, 6.6, 6.494339622641509)","(4.4, 6.0, 5.928)","(91.0, 390.0, 280.4761904761905)","(10.0, 13.5, 13.34375)","(101.0, 310.0, 255.45454545454544)","(3.1, 3.8, 3.7151515151515153)","(15.0, 23.0, 21.235294117647058)"
14-12-2022 12:45:24.352100,"(3.1, 3.65, 3.617741935483871)","(5.5, 6.6, 6.494339622641509)","(4.4, 6.0, 5.928)","(91.0, 390.0, 280.4761904761905)","(10.0, 13.5, 13.34375)","(101.0, 310.0, 255.45454545454544)","(3.1, 3.8, 3.7216216216216216)","(15.0, 23.0, 21.235294117647058)"
14-12-2022 12:45:25.475126,"(3.1, 3.65, 3.617741935483871)","(5.5, 6.6, 6.494339622641509)","(4.4, 6.0, 5.928)","(91.0, 390.0, 280.4761904761905)","(10.0, 13.5, 13.431034482758621)","(101.0, 310.0, 252.85714285714286)","(3.1, 3.8, 3.7258064516129035)","(15.0, 23.0, 21.3125)"
14-12-2022 12:45:26.630406,"(3.1, 3.65, 3.6142857142857143)","(5.5, 6.6, 6.494339622641509)","(4.4, 6.0, 5.928)","(91.0, 390.0, 236.66666666666669)","(10.0, 13.5, 13.431034482758621)","(101.0, 310.0, 252.85714285714286)","(3.1, 3.8, 3.717857142857143)","(15.0, 23.0, 21.3125)"
14-12-2022 12:45:27.852060,"(3.1, 3.65, 3.6142857142857143)","(5.5, 6.6, 6.494339622641509)","(4.4, 6.0, 5.952)","(91.0, 390.0, 236.66666666666669)","(10.0, 13.5, 13.527777777777779)","(101.0, 310.0, 252.85714285714286)","(3.1, 3.8, 3.715625)","(15.0, 23.0, 21.3125)"
14-12-2022 12:45:28.984838,"(3.1, 3.65, 3.6091836734693876)","(5.5, 6.6, 6.494339622641509)","(4.4, 6.0, 5.952)","(91.0, 390.0, 236.66666666666669)","(10.0, 14.0, 13.525)","(101.0, 310.0, 255.45454545454544)","(3.1, 3.8, 3.7135135135135138)","(15.0, 23.0, 21.2)"
14-12-2022 12:45:30.149524,"(3.1, 3.65, 3.617741935483871)","(5.5, 6.6, 6.494339622641509)","(4.4, 6.0, 5.952)","(91.0, 390.0, 280.4761904761905)","(10.0, 14.0, 13.263157894736842)","(101.0, 310.0, 255.45454545454544)","(3.1, 3.8, 3.7135135135135138)","(15.0, 23.0, 21.2)"
14-12-2022 12:45:31.350867,"(3.1, 3.65, 3.6172131147540982)","(5.5, 6.6, 6.494339622641509)","(4.4, 6.0, 5.952)","(91.0, 390.0, 280.4761904761905)","(10.0, 14.0, 13.5)","(101.0, 310.0, 255.45454545454544)","(3.1, 3.8, 3.7135135135135138)","(15.0, 23.0, 21.2)"
14-12-2022 12:45:32.552091,"(3.1, 3.65, 3.6172131147540982)","(5.5, 6.6, 6.46)","(4.4, 6.0, 5.95)","(91.0, 390.0, 236.66666666666669)","(10.0, 14.0, 13.548387096774194)","(101.0, 310.0, 252.85714285714286)","(3.1, 3.8, 3.7425)","(15.0, 23.0, 21.3125)"
14-12-2022 12:45:33.690134,"(3.1, 3.65, 3.576388888888889)","(5.5, 6.6, 6.4576271186440675)","(4.4, 6.0, 5.963636363636364)","(91.0, 390.0, 302.0)","(10.0, 14.0, 13.481481481481481)","(101.0, 310.0, 252.85714285714286)","(3.1, 3.8, 3.7512820512820513)","(15.0, 23.0, 21.3125)"
14-12-2022 12:45:34.872549,"(3.1, 3.65, 3.55327868852459)","(5.5, 6.6, 6.516666666666667)","(4.4, 6.0, 5.955555555555556)","(91.0, 390.0, 319.0322580645161)","(10.0, 14.0, 13.481481481481481)","(101.0, 310.0, 255.45454545454544)","(3.1, 3.8, 3.7454545454545456)","(15.0, 23.0, 21.105263157894736)"
14-12-2022 12:45:36.064481,"(3.1, 3.6, 3.5690476190476192)","(5.5, 6.6, 6.516666666666667)","(4.4, 6.0, 5.955555555555556)","(91.0, 390.0, 354.8)","(10.0, 14.0, 13.5)","(101.0, 310.0, 255.45454545454544)","(3.1, 3.8, 3.752)","(15.0, 23.0, 21.375)"
14-12-2022 12:45:37.281639,"(3.1, 3.6, 3.5673076923076925)","(5.5, 6.6, 6.494736842105263)","(4.4, 6.0, 5.955555555555556)","(91.0, 390.0, 354.8)","(10.0, 14.0, 13.5)","(101.0, 310.0, 255.45454545454544)","(3.1, 3.8, 3.75625)","(15.0, 22.0, 21.064516129032256)"
14-12-2022 12:45:38.577591,"(3.1, 3.6, 3.5673076923076925)","(5.5, 6.6, 6.487179487179487)","(4.4, 6.0, 5.955555555555556)","(91.0, 390.0, 344.16666666666663)","(10.0, 14.0, 13.5)","(101.0, 310.0, 252.85714285714286)","(3.1, 3.8, 3.7642857142857142)","(15.0, 23.0, 21.137931034482758)"
14-12-2022 12:45:39.865581,"(3.1, 3.6, 3.5630434782608695)","(5.5, 6.6, 6.487179487179487)","(4.4, 6.0, 5.964705882352941)","(91.0, 390.0, 344.16666666666663)","(10.0, 14.0, 13.5)","(101.0, 310.0, 252.85714285714286)","(3.1, 3.8, 3.756521739130435)","(15.0, 23.0, 21.03125)"
14-12-2022 12:45:41.059747,"(3.1, 3.6, 3.5653061224489795)","(5.5, 6.6, 6.487179487179487)","(4.4, 6.0, 5.964705882352941)","(91.0, 390.0, 344.16666666666663)","(10.0, 14.0, 13.407407407407407)","(101.0, 310.0, 223.33333333333331)","(3.1, 3.8, 3.756521739130435)","(15.0, 23.0, 21.03125)"
14-12-2022 12:45:42.293096,"(3.1, 3.6, 3.560377358490566)","(5.5, 6.6, 6.487179487179487)","(4.4, 6.2, 5.961702127659574)","(91.0, 390.0, 347.69230769230774)","(10.0, 14.0, 13.5)","(101.0, 310.0, 200.9090909090909)","(3.1, 3.8, 3.714285714285714)","(15.0, 23.0, 21.09090909090909)"
14-12-2022 12:45:43.706945,"(3.1, 3.6, 3.5727272727272728)","(5.5, 6.8, 6.678260869565217)","(4.4, 6.2, 5.961702127659574)","(91.0, 390.0, 347.69230769230774)","(10.0, 14.0, 13.392857142857142)","(101.0, 310.0, 200.9090909090909)","(3.1, 3.8, 3.71)","(15.0, 22.0, 21.0)"
14-12-2022 12:45:45.419763,"(3.1, 3.6, 3.5573033707865167)","(5.5, 6.8, 6.678260869565217)","(4.4, 6.2, 5.961702127659574)","(91.0, 390.0, 344.16666666666663)","(10.0, 14.0, 13.32258064516129)","(101.0, 310.0, 250.9090909090909)","(3.1, 3.7, 3.626086956521739)","(15.0, 23.0, 20.88235294117647)"
14-12-2022 12:45:46.805544,"(3.1, 3.65, 3.573684210526316)","(5.5, 6.8, 6.66)","(4.4, 6.2, 5.967441860465116)","(91.0, 390.0, 337.6190476190476)","(10.0, 14.0, 13.714285714285714)","(101.0, 310.0, 247.82608695652175)","(3.1, 3.7, 3.625)","(15.0, 23.0, 21.333333333333332)"
14-12-2022 12:45:48.066701,"(3.1, 3.6, 3.573684210526316)","(5.5, 6.8, 6.66)","(4.4, 6.2, 5.967441860465116)","(91.0, 390.0, 311.6666666666667)","(10.0, 14.0, 13.6875)","(101.0, 310.0, 190.83333333333334)","(3.1, 3.65, 3.5951612903225807)","(15.0, 22.0, 21.25)"
14-12-2022 12:45:49.245992,"(3.1, 3.65, 3.63)","(5.5, 6.8, 6.66)","(4.4, 6.2, 5.967441860465116)","(91.0, 370.0, 311.6666666666667)","(10.0, 14.0, 13.647058823529411)","(101.0, 310.0, 191.8181818181818)","(3.1, 3.6, 3.5285714285714285)","(15.0, 22.0, 21.294117647058822)"
14-12-2022 12:45:50.399189,"(3.1, 3.7, 3.6136752136752137)","(5.5, 6.8, 6.672727272727273)","(4.4, 6.2, 5.967441860465116)","(91.0, 370.0, 311.6666666666667)","(10.0, 14.0, 13.647058823529411)","(101.0, 310.0, 198.57142857142858)","(3.1, 3.6, 3.551851851851852)","(15.0, 22.0, 21.043478260869566)"
14-12-2022 12:45:51.515533,"(3.1, 3.7, 3.5869402985074625)","(5.5, 6.8, 6.75)","(4.4, 6.2, 5.967441860465116)","(91.0, 370.0, 309.1304347826087)","(10.0, 14.0, 13.6875)","(101.0, 310.0, 198.57142857142858)","(3.1, 3.6, 3.5875)","(15.0, 22.0, 21.41176470588235)"
14-12-2022 12:45:52.642731,"(3.1, 3.65, 3.631818181818182)","(5.5, 6.8, 6.75)","(4.6, 6.2, 5.984615384615385)","(91.0, 370.0, 309.1304347826087)","(10.0, 14.0, 13.6875)","(101.0, 310.0, 198.57142857142858)","(3.1, 3.6, 3.59)","(15.0, 22.0, 20.52173913043478)"
14-12-2022 12:45:53.730571,"(3.1, 3.6, 3.574657534246575)","(5.5, 6.8, 6.741176470588235)","(4.6, 6.2, 6.004651162790697)","(91.0, 370.0, 315.4545454545455)","(10.0, 14.0, 13.642857142857142)","(101.0, 310.0, 198.57142857142858)","(3.1, 3.65, 3.5573170731707315)","(15.0, 21.0, 20.38888888888889)"
14-12-2022 12:45:54.761581,"(3.1, 3.6, 3.5766666666666667)","(5.5, 6.8, 6.742857142857143)","(4.6, 6.2, 6.053488372093024)","(91.0, 370.0, 315.4545454545455)","(10.0, 14.0, 13.642857142857142)","(101.0, 310.0, 198.57142857142858)","(3.1, 3.65, 3.5221311475409838)","(15.0, 21.0, 20.17948717948718)"
14-12-2022 12:45:56.079844,"(3.1, 3.6, 3.575)","(5.5, 6.8, 6.742857142857143)","(4.6, 6.2, 5.927272727272728)","(91.0, 370.0, 311.6666666666667)","(10.0, 14.0, 13.9)","(101.0, 310.0, 198.57142857142858)","(3.1, 3.65, 3.5631578947368423)","(15.0, 21.0, 19.73076923076923)"
14-12-2022 12:45:57.242382,"(3.1, 3.6, 3.5708955223880596)","(5.5, 7.0, 6.8742857142857146)","(4.6, 6.2, 6.0181818181818185)","(91.0, 370.0, 311.6666666666667)","(10.0, 14.0, 13.9)","(101.0, 310.0, 198.57142857142858)","(3.1, 3.6, 3.5686170212765957)","(15.0, 20.0, 19.75)"
14-12-2022 12:45:58.515582,"(3.1, 3.6, 3.5661290322580643)","(5.5, 7.0, 6.983333333333333)","(4.6, 6.2, 6.0181818181818185)","(91.0, 370.0, 311.6666666666667)","(10.0, 14.0, 13.9)","(101.0, 310.0, 196.25)","(3.1, 3.65, 3.5669491525423727)","(15.0, 20.0, 19.666666666666668)"
14-12-2022 12:45:59.769294,"(3.1, 3.6, 3.575)","(5.5, 7.0, 6.986)","(4.6, 6.2, 6.085714285714285)","(91.0, 370.0, 309.1304347826087)","(10.0, 13.0, 12.5)","(101.0, 310.0, 196.25)","(3.1, 3.65, 3.5669491525423727)","(15.0, 20.0, 19.666666666666668)"
14-12-2022 12:46:01.073027,"(3.1, 3.6, 3.5671874999999997)","(5.5, 7.0, 6.984782608695652)","(4.6, 6.2, 6.140000000000001)","(91.0, 370.0, 309.1304347826087)","(10.0, 13.0, 12.4)","(101.0, 310.0, 198.57142857142858)","(3.1, 3.65, 3.6104651162790695)","(15.0, 20.0, 19.333333333333332)"
14-12-2022 12:46:02.231965,"(3.1, 3.6, 3.5157534246575346)","(5.5, 7.2, 7.062857142857143)","(4.6, 6.2, 6.152)","(91.0, 370.0, 340.0)","(10.0, 13.0, 12.314285714285715)","(101.0, 310.0, 198.57142857142858)","(3.1, 3.65, 3.6134146341463413)","(15.0, 20.0, 19.571428571428573)"
14-12-2022 12:46:03.493759,"(3.1, 3.6, 3.5127659574468084)","(5.5, 7.2, 7.062857142857143)","(4.6, 6.2, 6.152)","(91.0, 370.0, 340.0)","(10.0, 13.0, 12.305555555555555)","(101.0, 310.0, 198.57142857142858)","(3.1, 3.65, 3.6222222222222222)","(15.0, 20.0, 19.571428571428573)"
14-12-2022 12:46:04.731849,"(3.1, 3.6, 3.5127659574468084)","(5.5, 7.2, 7.062857142857143)","(4.6, 6.2, 6.058715596330275)","(91.0, 370.0, 322.0)","(10.0, 12.5, 12.092105263157896)","(101.0, 310.0, 265.0)","(3.1, 3.65, 3.6409090909090907)","(15.0, 20.0, 19.25)"
14-12-2022 12:46:05.930418,"(3.1, 3.55, 3.525)","(5.5, 7.2, 7.062857142857143)","(4.6, 6.4, 6.056637168141593)","(91.0, 360.0, 322.0)","(10.0, 12.5, 12.325842696629213)","(101.0, 310.0, 265.0)","(3.1, 3.65, 3.6409090909090907)","(15.0, 20.0, 19.21875)"
14-12-2022 12:46:07.108244,"(3.1, 3.6, 3.500952380952381)","(5.5, 7.2, 7.062857142857143)","(4.6, 6.4, 6.056637168141593)","(91.0, 360.0, 322.0)","(10.0, 12.5, 12.371794871794872)","(101.0, 310.0, 265.0)","(3.1, 3.65, 3.6425)","(15.0, 20.0, 19.333333333333332)"
14-12-2022 12:46:08.237302,"(3.1, 3.55, 3.5083333333333333)","(5.5, 7.2, 7.06875)","(4.6, 6.4, 6.053333333333334)","(91.0, 360.0, 322.0)","(10.0, 12.5, 12.322222222222223)","(101.0, 310.0, 267.6470588235294)","(3.1, 3.65, 3.628723404255319)","(15.0, 20.0, 19.347826086956523)"
14-12-2022 12:46:09.362939,"(3.1, 3.55, 3.536111111111111)","(5.5, 7.2, 7.06875)","(4.6, 6.4, 6.0512)","(91.0, 360.0, 323.8095238095238)","(10.0, 12.5, 12.322222222222223)","(101.0, 310.0, 267.6470588235294)","(3.1, 3.65, 3.61)","(15.0, 20.0, 19.347826086956523)"
14-12-2022 12:46:10.580935,"(3.1, 3.6, 3.493150684931507)","(5.5, 7.2, 7.06875)","(4.6, 6.4, 6.049612403100776)","(91.0, 360.0, 323.8095238095238)","(10.0, 12.5, 12.322222222222223)","(101.0, 310.0, 267.6470588235294)","(3.1, 3.65, 3.61)","(15.0, 20.0, 19.347826086956523)"
