,Russian Berry,Black Compass,Aston Samba,Rear View Mirror,Zilker Park,Kaheem Bale,Meteor Monelli,Call Me Marley
06-01-2023 16:15:44.397429,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 35.625)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 60.0)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:15:45.480797,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:15:46.669123,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:15:47.803416,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:15:48.866492,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:15:49.932561,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:15:51.071993,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:15:52.253009,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:15:53.378017,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:15:54.420186,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:15:55.430764,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:15:56.546688,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:15:57.607110,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:15:58.674708,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:15:59.814112,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:00.998670,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:02.217276,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:03.363300,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:04.534166,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:05.663063,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:06.832408,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:07.918265,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:08.963082,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:10.050543,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:11.220271,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:12.430772,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:13.601391,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:14.785010,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:16.014295,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:17.233899,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:18.402003,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:19.582389,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:20.684680,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:21.785665,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:22.825654,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:23.941372,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:25.103320,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:26.280010,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:27.481465,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:28.629842,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:29.752351,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:30.784123,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:31.880516,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:32.924392,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:34.037529,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:35.228402,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:36.398321,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:37.603115,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:38.733358,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:39.811746,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:40.903367,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:41.935208,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:43.009512,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:44.116812,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:45.336355,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:46.529228,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:47.740943,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:48.828600,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:49.878558,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:50.931829,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:52.042866,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 50.15625)","(13.0, 36.0, 28.0)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 20.0, 19.28)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:53.193177,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 50.15625)","(13.0, 36.0, 28.0)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 20.0, 19.28)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:54.310494,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 50.15625)","(13.0, 36.0, 28.0)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 20.0, 19.28)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:55.493179,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 50.15625)","(13.0, 36.0, 28.0)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 20.0, 19.28)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:56.604661,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 50.15625)","(13.0, 36.0, 28.0)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 20.0, 19.28)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:57.756705,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 50.15625)","(13.0, 36.0, 28.0)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 20.0, 19.28)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:58.895993,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 50.15625)","(13.0, 36.0, 28.0)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 20.0, 19.28)","(3.3, 4.6, 3.385)"
06-01-2023 16:16:59.950691,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 50.15625)","(13.0, 36.0, 28.0)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 20.0, 19.28)","(3.3, 4.6, 3.385)"
06-01-2023 16:17:01.047750,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 50.15625)","(13.0, 36.0, 28.0)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 20.0, 19.28)","(3.3, 4.6, 3.385)"
06-01-2023 16:17:02.132777,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 50.15625)","(13.0, 36.0, 28.0)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 20.0, 19.28)","(3.3, 4.6, 3.385)"
06-01-2023 16:17:03.248429,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 50.15625)","(13.0, 36.0, 28.0)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 20.0, 19.28)","(3.3, 4.6, 3.385)"
06-01-2023 16:17:04.436477,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 50.15625)","(13.0, 36.0, 28.0)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 20.0, 19.28)","(3.3, 4.6, 3.385)"
06-01-2023 16:17:05.788238,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 50.15625)","(13.0, 36.0, 28.0)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 20.0, 19.28)","(3.3, 4.6, 3.385)"
06-01-2023 16:17:07.237193,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 50.15625)","(13.0, 36.0, 28.0)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 20.0, 19.28)","(3.3, 4.6, 3.385)"
06-01-2023 16:17:08.591600,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 50.15625)","(13.0, 36.0, 28.0)","(21.0, 120.0, 71.5)","(10.0, 11.5, 10.333333333333334)","(10.0, 20.0, 19.28)","(3.3, 4.6, 3.385)"
06-01-2023 16:17:09.859186,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.454545454545453)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:17:11.109283,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:17:12.292460,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:17:13.467034,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
06-01-2023 16:17:14.615529,"(3.9, 7.6, 5.353571428571429)","(2.6, 4.2, 2.7272727272727275)","(19.0, 65.0, 30.818181818181817)","(13.0, 36.0, 22.944444444444443)","(21.0, 120.0, 50.18181818181818)","(10.0, 11.5, 10.038461538461538)","(10.0, 20.0, 17.880000000000003)","(3.3, 4.6, 3.385)"
