,Danish Prince,Tympanist,Green Shadows,Wategos,Wineglass Bay,Semana
07-01-2023 11:26:15.481077,"(8.5, 11.5, 11.378947368421052)","(9.0, 12.0, 10.947368421052632)","(2.45, 3.0, 2.9325)","(10.0, 14.0, 12.25)","(4.8, 6.8, 6.628571428571428)","(4.0, 5.0, 4.86)"
07-01-2023 11:26:16.445050,"(8.5, 11.5, 11.378947368421052)","(9.0, 12.0, 10.947368421052632)","(2.45, 3.0, 2.9325)","(10.0, 14.0, 12.25)","(4.8, 6.8, 6.6947368421052635)","(4.0, 5.0, 4.8425)"
07-01-2023 11:26:17.415191,"(8.5, 12.0, 11.02608695652174)","(9.0, 12.0, 10.823529411764707)","(2.45, 3.0, 2.971363636363636)","(10.0, 14.0, 12.541666666666666)","(4.8, 7.2, 6.6947368421052635)","(4.0, 5.0, 4.8425)"
07-01-2023 11:26:18.374711,"(8.5, 11.5, 11.346666666666668)","(9.0, 12.0, 10.333333333333334)","(2.45, 3.0, 2.9307692307692306)","(10.0, 14.0, 12.541666666666666)","(4.8, 7.0, 6.916666666666667)","(4.0, 5.0, 4.8425)"
07-01-2023 11:26:19.293537,"(8.5, 11.5, 11.27)","(9.0, 12.0, 10.333333333333334)","(2.45, 3.0, 2.9307692307692306)","(10.0, 14.0, 12.541666666666666)","(4.8, 7.0, 6.916666666666667)","(4.0, 5.0, 4.8425)"
07-01-2023 11:26:20.275383,"(8.5, 11.5, 11.27)","(9.0, 12.0, 10.181818181818182)","(2.45, 3.1, 2.9363636363636365)","(10.0, 14.0, 12.541666666666666)","(4.8, 7.0, 6.916666666666667)","(4.0, 5.0, 4.8425)"
07-01-2023 11:26:21.189655,"(8.5, 11.5, 11.27)","(9.0, 12.0, 10.181818181818182)","(2.45, 3.1, 2.9363636363636365)","(10.0, 14.0, 12.541666666666666)","(4.8, 7.0, 6.676923076923077)","(4.0, 5.0, 4.8425)"
07-01-2023 11:26:22.223749,"(8.5, 11.0, 10.82)","(9.0, 12.0, 10.181818181818182)","(2.45, 3.1, 3.024651162790698)","(10.0, 14.0, 12.541666666666666)","(4.8, 6.8, 6.676923076923077)","(4.0, 5.0, 4.8425)"
07-01-2023 11:26:23.255481,"(8.5, 11.0, 10.82)","(9.0, 12.0, 10.181818181818182)","(2.45, 3.1, 3.024651162790698)","(10.0, 14.0, 12.541666666666666)","(4.8, 6.8, 6.676923076923077)","(4.0, 5.0, 4.8425)"
07-01-2023 11:26:24.192346,"(8.5, 11.0, 10.82)","(9.0, 12.0, 10.181818181818182)","(2.45, 3.1, 3.024651162790698)","(10.0, 14.0, 12.541666666666666)","(4.8, 6.8, 7.015384615384615)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:25.135947,"(8.5, 12.0, 11.16)","(9.0, 12.0, 10.727272727272727)","(2.45, 3.1, 3.0228571428571427)","(10.0, 14.0, 11.8125)","(4.8, 7.2, 6.583333333333333)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:26.112357,"(8.5, 12.0, 11.16)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.0228571428571427)","(10.0, 14.0, 11.8125)","(4.8, 7.0, 6.523809523809524)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:27.052973,"(8.5, 12.0, 11.16)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.0228571428571427)","(10.0, 14.0, 11.8125)","(4.8, 7.0, 6.523809523809524)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:27.966758,"(8.5, 12.0, 11.16)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.0228571428571427)","(10.0, 14.0, 11.8125)","(4.8, 7.0, 6.458333333333333)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:28.892059,"(8.5, 12.0, 11.16)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.0228571428571427)","(10.0, 14.0, 11.8125)","(4.8, 7.0, 6.458333333333333)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:29.824925,"(8.5, 12.0, 10.981818181818182)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.0228571428571427)","(10.0, 14.0, 11.8125)","(4.8, 7.0, 6.458333333333333)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:30.834452,"(8.5, 12.0, 10.981818181818182)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.0228571428571427)","(10.0, 14.0, 11.8125)","(4.8, 7.0, 6.458333333333333)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:31.848565,"(8.5, 12.0, 10.981818181818182)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.0228571428571427)","(10.0, 14.0, 11.8125)","(4.8, 7.0, 6.478260869565218)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:32.767218,"(8.5, 12.0, 10.981818181818182)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.0228571428571427)","(10.0, 14.0, 11.8125)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:33.654084,"(8.5, 12.0, 10.981818181818182)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.0228571428571427)","(10.0, 14.0, 11.8125)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:34.627481,"(8.5, 12.0, 10.981818181818182)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.0228571428571427)","(10.0, 14.0, 11.8125)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:35.624367,"(8.5, 12.0, 10.981818181818182)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.0228571428571427)","(10.0, 14.0, 11.8125)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:36.498806,"(8.5, 12.0, 10.981818181818182)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.0228571428571427)","(10.0, 14.0, 11.8125)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:37.476421,"(8.5, 12.0, 10.981818181818182)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.0228571428571427)","(10.0, 14.0, 11.8125)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:38.499493,"(8.5, 12.5, 10.483333333333333)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.0228571428571427)","(10.0, 14.0, 11.8125)","(4.8, 7.0, 6.466666666666667)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:39.516839,"(8.5, 12.5, 11.048)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.0228571428571427)","(10.0, 14.0, 11.8125)","(4.8, 7.0, 6.466666666666667)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:40.472356,"(8.5, 12.5, 9.876923076923077)","(9.0, 12.0, 10.85925925925926)","(2.45, 3.1, 3.0228571428571427)","(10.0, 14.0, 11.8125)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:41.385716,"(8.5, 12.5, 10.77142857142857)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.0228571428571427)","(10.0, 14.0, 11.8125)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:42.395328,"(8.5, 12.5, 10.77142857142857)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.0540425531914894)","(10.0, 14.0, 11.2)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:43.307665,"(8.5, 12.5, 10.936842105263157)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.038723404255319)","(10.0, 11.5, 11.2)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:44.227516,"(8.5, 12.5, 10.936842105263157)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.005714285714286)","(10.0, 11.5, 11.2)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:45.220699,"(8.5, 12.5, 10.936842105263157)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.005714285714286)","(10.0, 11.5, 11.2)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:46.141006,"(8.5, 12.5, 10.936842105263157)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.005714285714286)","(10.0, 11.5, 11.2)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:47.082672,"(8.5, 12.5, 10.936842105263157)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.005714285714286)","(10.0, 11.5, 11.342105263157894)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:48.061026,"(8.5, 12.5, 10.936842105263157)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.005714285714286)","(10.0, 11.5, 11.342105263157894)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:49.013971,"(8.5, 12.5, 10.936842105263157)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.005714285714286)","(10.0, 11.5, 11.375)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:49.904521,"(8.5, 12.5, 10.936842105263157)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.005714285714286)","(10.0, 11.5, 11.375)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:50.863394,"(8.5, 12.5, 10.936842105263157)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.005714285714286)","(10.0, 11.5, 11.375)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:51.884564,"(8.5, 12.5, 10.936842105263157)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.005714285714286)","(10.0, 11.5, 11.38888888888889)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.82)"
07-01-2023 11:26:52.788207,"(8.5, 12.5, 10.936842105263157)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 3.005714285714286)","(10.0, 11.5, 11.38888888888889)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:26:53.718168,"(8.5, 12.5, 10.936842105263157)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 2.99)","(10.0, 11.5, 11.38888888888889)","(4.8, 7.0, 6.612903225806452)","(4.0, 5.0, 4.79)"
07-01-2023 11:26:54.699330,"(8.5, 12.5, 10.936842105263157)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 2.99)","(10.0, 11.5, 11.38888888888889)","(4.8, 7.0, 6.612903225806452)","(4.0, 5.0, 4.79)"
07-01-2023 11:26:55.690331,"(8.5, 12.5, 10.936842105263157)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 2.99)","(10.0, 11.5, 11.38888888888889)","(4.8, 7.0, 6.612903225806452)","(4.0, 5.0, 4.79)"
07-01-2023 11:26:56.578553,"(8.5, 12.5, 10.936842105263157)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 2.99)","(10.0, 11.5, 11.38888888888889)","(4.8, 7.0, 6.612903225806452)","(4.0, 5.0, 4.79)"
07-01-2023 11:26:57.495985,"(8.5, 12.5, 10.936842105263157)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 2.99)","(10.0, 11.5, 11.38888888888889)","(4.8, 7.0, 6.612903225806452)","(4.0, 5.0, 4.79)"
07-01-2023 11:26:58.498231,"(8.5, 12.5, 10.936842105263157)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 2.99)","(10.0, 11.5, 11.38888888888889)","(4.8, 7.0, 6.612903225806452)","(4.0, 5.0, 4.79)"
07-01-2023 11:26:59.530810,"(8.5, 12.5, 10.936842105263157)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 2.99)","(10.0, 11.5, 11.38888888888889)","(4.8, 7.0, 6.612903225806452)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:00.510336,"(8.5, 12.5, 10.936842105263157)","(9.0, 12.0, 10.923076923076923)","(2.45, 3.1, 2.99)","(10.0, 11.5, 11.38888888888889)","(4.8, 7.0, 6.612903225806452)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:01.505751,"(8.5, 12.5, 10.634782608695652)","(9.0, 12.0, 11.921875)","(2.45, 3.1, 2.99)","(10.0, 11.5, 11.495535714285714)","(4.8, 7.0, 6.612903225806452)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:02.396134,"(8.5, 12.5, 10.967857142857142)","(9.0, 12.0, 11.921875)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495535714285714)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:03.301624,"(8.5, 12.5, 10.967857142857142)","(9.0, 12.0, 11.921875)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495535714285714)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:04.304293,"(8.5, 12.5, 10.967857142857142)","(9.0, 12.0, 11.921875)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495535714285714)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:05.243103,"(8.5, 12.5, 10.967857142857142)","(9.0, 12.0, 11.921875)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495535714285714)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:06.185183,"(8.5, 12.5, 10.967857142857142)","(9.0, 12.0, 11.921875)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495535714285714)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:07.158201,"(8.5, 12.5, 10.967857142857142)","(9.0, 12.0, 11.921875)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495535714285714)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:08.149351,"(8.5, 12.5, 10.967857142857142)","(9.0, 12.0, 11.921875)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495535714285714)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:09.072261,"(8.5, 12.5, 10.967857142857142)","(9.0, 12.0, 11.92156862745098)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495535714285714)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:10.000053,"(8.5, 12.5, 10.967857142857142)","(9.0, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495535714285714)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:11.024296,"(8.5, 12.5, 10.967857142857142)","(9.0, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495535714285714)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:12.051549,"(8.5, 12.5, 10.967857142857142)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495535714285714)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:13.061365,"(8.5, 12.5, 10.967857142857142)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495535714285714)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:14.001715,"(8.5, 12.5, 10.967857142857142)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495535714285714)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:14.939570,"(8.5, 12.5, 10.967857142857142)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495535714285714)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:15.831414,"(8.5, 12.5, 10.967857142857142)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:16.810364,"(8.5, 12.5, 11.274285714285714)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:17.845074,"(8.5, 12.5, 11.274285714285714)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:18.848313,"(8.5, 12.5, 11.274285714285714)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:19.797220,"(8.5, 12.5, 11.274285714285714)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:20.739561,"(8.5, 12.5, 11.274285714285714)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.538461538461538)","(4.0, 5.0, 4.79)"
07-01-2023 11:27:21.699781,"(8.5, 12.5, 11.274285714285714)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.294117647058823)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:22.580307,"(8.5, 12.5, 11.541935483870967)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.99)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.294117647058823)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:23.499936,"(8.5, 12.5, 11.541935483870967)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.99)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.294117647058823)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:24.505246,"(8.5, 12.5, 11.541935483870967)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:25.549362,"(8.5, 12.5, 11.4)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:26.528163,"(8.5, 12.5, 11.4)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:27.521828,"(8.5, 12.5, 11.4)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9856)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:28.475933,"(8.5, 12.5, 11.4)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9470588235294115)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:29.346107,"(8.5, 12.5, 11.4)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9470588235294115)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:30.340806,"(8.5, 12.5, 11.4)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9470588235294115)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:31.333261,"(8.5, 12.5, 11.4)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9470588235294115)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:32.278025,"(8.5, 12.5, 11.4)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9470588235294115)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:33.262686,"(8.5, 12.5, 11.4)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9470588235294115)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:34.300791,"(8.5, 12.5, 11.4)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9470588235294115)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:35.307200,"(8.5, 12.5, 11.4)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9470588235294115)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:36.251887,"(8.5, 12.5, 11.4)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9470588235294115)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:37.130467,"(8.5, 12.5, 11.4)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9470588235294115)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:38.065035,"(8.5, 12.5, 11.4)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9470588235294115)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:39.035303,"(8.5, 12.5, 11.4)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9470588235294115)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:40.004329,"(8.5, 12.0, 11.878260869565217)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9699999999999998)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:41.080568,"(8.5, 12.0, 11.878260869565217)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9699999999999998)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:42.014620,"(8.5, 12.0, 11.878260869565217)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9699999999999998)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:42.912305,"(8.5, 12.0, 11.878260869565217)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9699999999999998)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:43.840276,"(8.5, 12.0, 11.878260869565217)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9699999999999998)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:44.743213,"(8.5, 12.0, 11.878260869565217)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9699999999999998)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:45.674140,"(8.5, 12.0, 11.878260869565217)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9699999999999998)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:46.672923,"(8.5, 12.0, 11.878260869565217)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9699999999999998)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:47.731394,"(8.5, 12.0, 11.878260869565217)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9699999999999998)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:48.722361,"(8.5, 12.0, 11.878260869565217)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9699999999999998)","(10.0, 11.5, 11.495652173913044)","(4.8, 7.0, 6.314285714285714)","(4.0, 5.0, 4.897560975609756)"
07-01-2023 11:27:49.666031,"(8.5, 12.0, 11.878260869565217)","(8.5, 12.0, 11.921259842519685)","(2.45, 3.1, 2.9699999999999998)","(10.0, 11.5, 13.948275862068964)","(4.8, 7.0, 6.238095238095238)","(4.0, 5.0, 4.926315789473684)"
07-01-2023 11:27:50.535725,"(8.5, 12.0, 11.756521739130434)","(8.5, 12.0, 11.920634920634921)","(2.45, 3.1, 2.908695652173913)","(10.0, 14.0, 13.947826086956521)","(4.8, 7.0, 6.238095238095238)","(4.0, 5.0, 4.925)"
07-01-2023 11:27:51.483141,"(8.5, 12.0, 11.3)","(8.5, 12.0, 11.920634920634921)","(2.45, 3.1, 2.9066666666666667)","(10.0, 14.0, 13.947826086956521)","(4.8, 7.0, 6.275862068965517)","(4.0, 5.0, 4.925)"
07-01-2023 11:27:52.464547,"(8.5, 12.0, 11.3)","(8.5, 12.0, 11.920634920634921)","(2.45, 3.1, 2.9066666666666667)","(10.0, 14.0, 13.947826086956521)","(4.8, 7.0, 6.275862068965517)","(4.0, 5.0, 4.938157894736841)"
07-01-2023 11:27:53.430879,"(8.5, 12.0, 11.3)","(8.5, 12.0, 11.920634920634921)","(2.45, 3.1, 2.9066666666666667)","(10.0, 14.0, 13.947826086956521)","(4.8, 7.0, 6.275862068965517)","(4.0, 5.1, 4.938157894736841)"
07-01-2023 11:27:54.415186,"(8.5, 12.0, 11.3)","(8.5, 12.0, 11.920634920634921)","(2.45, 3.1, 2.9066666666666667)","(10.0, 14.0, 13.947826086956521)","(4.8, 7.0, 6.275862068965517)","(4.0, 5.1, 4.938157894736841)"
07-01-2023 11:27:55.369768,"(8.5, 12.0, 11.3)","(8.5, 12.0, 11.920634920634921)","(2.45, 3.1, 2.9066666666666667)","(10.0, 14.0, 13.947826086956521)","(4.8, 7.0, 6.275862068965517)","(4.0, 5.1, 4.938157894736841)"
