,Bundy Traveller,Stuck In Mud,Miss Maggie May,Abby Road,Zambora Blaster,Pure Devil,Gagan Singlets,Sadie Seahorse
04-01-2023 11:40:31.737914,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.2, 8.670588235294117)"
04-01-2023 11:40:32.916040,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.2, 8.670588235294117)"
04-01-2023 11:40:34.091553,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.2, 8.670588235294117)"
04-01-2023 11:40:35.236422,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.2, 8.670588235294117)"
04-01-2023 11:40:36.362463,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.2, 8.670588235294117)"
04-01-2023 11:40:37.556855,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.2, 8.670588235294117)"
04-01-2023 11:40:38.873681,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.2, 8.670588235294117)"
04-01-2023 11:40:40.088408,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.2, 8.670588235294117)"
04-01-2023 11:40:41.366198,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.2, 8.670588235294117)"
04-01-2023 11:40:42.631564,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.2, 8.670588235294117)"
04-01-2023 11:40:43.784523,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.2, 8.670588235294117)"
04-01-2023 11:40:44.904404,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.2, 8.670588235294117)"
04-01-2023 11:40:46.128148,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.2, 8.670588235294117)"
04-01-2023 11:40:47.310875,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.2, 8.670588235294117)"
04-01-2023 11:40:48.508388,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.2, 6.903125)"
04-01-2023 11:40:49.709718,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 6.903125)"
04-01-2023 11:40:50.923361,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 6.903125)"
04-01-2023 11:40:52.076425,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 6.903125)"
04-01-2023 11:40:53.315050,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 6.903125)"
04-01-2023 11:40:54.460357,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 6.903125)"
04-01-2023 11:40:55.564948,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 6.903125)"
04-01-2023 11:40:56.639297,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 6.903125)"
04-01-2023 11:40:57.850672,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 6.903125)"
04-01-2023 11:40:59.132522,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 6.903125)"
04-01-2023 11:41:00.346699,"(2.1, 3.05, 2.2094444444444448)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:01.678212,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:02.844589,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:03.968723,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 32.54545454545455)","(19.0, 50.0, 31.142857142857142)","(7.5, 15.0, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:05.173059,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:06.305018,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:07.440565,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:08.561649,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:09.680031,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:10.765752,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:11.869583,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:12.915683,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:14.012724,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:15.129553,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:16.279264,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:17.334603,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:18.363735,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:19.356393,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:20.345596,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.719354838709677)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:21.348102,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.719354838709677)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:22.419686,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.719354838709677)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:23.465791,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.719354838709677)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:24.861500,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.719354838709677)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:26.441534,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.719354838709677)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:27.543340,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.719354838709677)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:28.696477,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.719354838709677)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:29.826142,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.719354838709677)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:31.039103,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:32.161399,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:33.270704,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:34.375646,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:35.504119,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:36.639424,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:37.733401,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:38.909633,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:40.205056,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:41.520751,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:42.705991,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:44.001061,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:45.161544,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:46.408365,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:47.709775,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:48.906763,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:50.335129,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 15.0)","(19.0, 70.0, 32.90909090909091)","(19.0, 50.0, 31.142857142857142)","(7.5, 14.5, 12.266666666666666)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:51.664520,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 14.5, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:52.986706,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:54.257752,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.616129032258065)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:55.436897,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:56.675928,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:57.812012,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:41:58.950284,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:42:00.094450,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:42:01.300999,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:42:02.422631,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:42:03.506012,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:42:04.601213,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:42:05.786714,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
04-01-2023 11:42:06.887817,"(2.1, 3.05, 2.1942307692307694)","(8.5, 21.0, 17.789473684210527)","(19.0, 70.0, 46.59090909090909)","(19.0, 50.0, 35.0)","(7.5, 15.0, 12.645454545454545)","(10.0, 19.0, 18.25)","(6.0, 13.5, 11.228)","(4.6, 9.4, 8.057142857142857)"
