,Greek Flame,Greek Temptation,Typhoon Nellie,Sketchy Russ,Winlock Augustus,Be Good Beach,Stinger Casey,Winlock Too Much
05-01-2023 15:27:49.980375,"(5.5, 11.0, 10.120000000000001)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 12.981818181818182)"
05-01-2023 15:27:51.375039,"(5.5, 11.0, 10.120000000000001)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:27:52.696442,"(5.5, 11.0, 10.120000000000001)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:27:53.975541,"(5.5, 11.0, 10.120000000000001)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:27:55.201249,"(5.5, 11.0, 10.120000000000001)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:27:56.376987,"(5.5, 11.0, 10.120000000000001)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:27:57.497779,"(5.5, 11.0, 10.120000000000001)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:27:58.679772,"(5.5, 11.0, 10.120000000000001)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:27:59.956738,"(5.5, 11.0, 10.120000000000001)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:01.377810,"(5.5, 11.0, 9.4)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:02.613360,"(5.5, 11.0, 9.4)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:03.900569,"(5.5, 11.0, 9.933333333333334)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:05.205318,"(5.5, 11.0, 9.62857142857143)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:06.465304,"(5.5, 11.0, 9.08)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:07.885725,"(5.5, 11.0, 9.466666666666667)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:09.119030,"(5.5, 11.0, 9.466666666666667)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:10.447996,"(5.5, 11.0, 9.466666666666667)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:11.686437,"(5.5, 11.0, 9.466666666666667)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:12.917465,"(5.5, 11.0, 9.466666666666667)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:14.399051,"(5.5, 11.0, 9.466666666666667)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:15.676783,"(5.5, 11.0, 9.466666666666667)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:17.095896,"(5.5, 11.0, 9.466666666666667)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:18.325249,"(5.5, 11.0, 9.466666666666667)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:19.566355,"(5.5, 11.0, 9.466666666666667)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:21.031978,"(5.5, 11.0, 9.466666666666667)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:22.388260,"(5.5, 11.0, 9.466666666666667)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:23.764973,"(5.5, 11.0, 10.120000000000001)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:25.172225,"(5.5, 11.0, 10.120000000000001)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:26.741482,"(5.5, 11.0, 10.120000000000001)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:28.358609,"(5.5, 11.0, 10.120000000000001)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:29.804436,"(5.5, 11.0, 10.120000000000001)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:31.162703,"(5.5, 11.0, 10.120000000000001)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:32.595564,"(5.5, 11.0, 10.120000000000001)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 105.53846153846155)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 14.7)"
05-01-2023 15:28:33.860434,"(5.5, 11.0, 10.120000000000001)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 21.0, 17.514285714285712)"
05-01-2023 15:28:35.002573,"(5.5, 11.0, 7.666666666666667)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 17.514285714285712)"
05-01-2023 15:28:36.163143,"(5.5, 11.0, 7.666666666666667)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 17.514285714285712)"
05-01-2023 15:28:37.430673,"(5.5, 11.0, 7.666666666666667)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 17.514285714285712)"
05-01-2023 15:28:38.746648,"(5.5, 11.0, 7.666666666666667)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 17.514285714285712)"
05-01-2023 15:28:40.044264,"(5.5, 11.0, 7.666666666666667)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 17.514285714285712)"
05-01-2023 15:28:41.335059,"(5.5, 11.0, 7.666666666666667)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 16.836363636363636)"
05-01-2023 15:28:42.565736,"(5.5, 11.0, 9.333333333333334)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 16.836363636363636)"
05-01-2023 15:28:43.778670,"(5.5, 11.0, 7.666666666666667)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 16.836363636363636)"
05-01-2023 15:28:44.936183,"(5.5, 11.0, 10.09090909090909)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 16.836363636363636)"
05-01-2023 15:28:46.202823,"(5.5, 11.0, 9.08)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 16.836363636363636)"
05-01-2023 15:28:47.402178,"(5.5, 9.6, 7.9)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 16.836363636363636)"
05-01-2023 15:28:48.642361,"(5.5, 12.0, 11.076923076923077)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 16.836363636363636)"
05-01-2023 15:28:49.990284,"(5.5, 14.5, 11.84375)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 16.836363636363636)"
05-01-2023 15:28:51.404189,"(5.5, 14.5, 11.041666666666668)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 16.836363636363636)"
05-01-2023 15:28:52.936802,"(5.5, 14.0, 10.2)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 15.538461538461538)"
05-01-2023 15:28:54.188314,"(5.5, 14.0, 10.100000000000001)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 15.538461538461538)"
05-01-2023 15:28:55.581602,"(5.5, 14.0, 10.82857142857143)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 15.538461538461538)"
05-01-2023 15:28:56.742631,"(5.5, 14.0, 10.82857142857143)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 15.538461538461538)"
05-01-2023 15:28:57.909947,"(5.5, 14.0, 10.82857142857143)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 15.538461538461538)"
05-01-2023 15:28:59.128854,"(5.5, 10.5, 9.2)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 15.538461538461538)"
05-01-2023 15:29:00.308052,"(5.5, 10.5, 9.2)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 6.88421052631579)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 15.538461538461538)"
05-01-2023 15:29:01.696561,"(5.5, 10.5, 9.2)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.4, 7.199999999999999)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 15.538461538461538)"
05-01-2023 15:29:03.184797,"(5.5, 10.5, 9.2)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 7.533333333333333)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 15.538461538461538)"
05-01-2023 15:29:04.448397,"(5.5, 10.5, 9.2)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.0, 6.866666666666666)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 15.538461538461538)"
05-01-2023 15:29:05.657289,"(5.5, 10.5, 9.2)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.866666666666666)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 15.538461538461538)"
05-01-2023 15:29:06.807768,"(5.5, 10.5, 9.625)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.866666666666666)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 15.538461538461538)"
05-01-2023 15:29:08.075288,"(5.5, 10.5, 9.625)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.699999999999999)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 15.538461538461538)"
05-01-2023 15:29:09.450909,"(5.5, 10.5, 9.625)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.057142857142857)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 15.538461538461538)"
05-01-2023 15:29:10.585448,"(5.5, 10.5, 9.625)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.046153846153846)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 15.538461538461538)"
05-01-2023 15:29:11.750363,"(5.5, 10.5, 9.725)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.046153846153846)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 15.538461538461538)"
05-01-2023 15:29:12.979177,"(5.5, 10.5, 9.725)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.2)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 15.538461538461538)"
05-01-2023 15:29:14.183965,"(5.5, 10.5, 7.5)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.2)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 15.538461538461538)"
05-01-2023 15:29:15.411607,"(5.5, 10.5, 7.5)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.2)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 10.5)"
05-01-2023 15:29:16.682444,"(5.5, 10.5, 9.9625)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.2)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 10.5)"
05-01-2023 15:29:17.911700,"(5.5, 10.5, 8.86)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.2)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 10.5)"
05-01-2023 15:29:19.073396,"(5.5, 10.5, 7.5)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.2)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 10.5)"
05-01-2023 15:29:20.271648,"(5.5, 10.5, 9.681818181818182)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.2)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 10.5)"
05-01-2023 15:29:21.469916,"(5.5, 10.5, 9.807692307692307)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.2)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 10.5)"
05-01-2023 15:29:22.603533,"(5.5, 10.5, 9.807692307692307)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.2)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 10.5)"
05-01-2023 15:29:23.742827,"(5.5, 10.5, 9.807692307692307)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.2)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 10.5)"
05-01-2023 15:29:24.956852,"(5.5, 10.5, 9.807692307692307)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.2)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 10.5)"
05-01-2023 15:29:26.157001,"(5.5, 10.5, 9.807692307692307)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.2)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 10.5)"
05-01-2023 15:29:27.315572,"(5.5, 10.5, 9.816666666666666)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.2)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 10.5)"
05-01-2023 15:29:28.525458,"(5.5, 10.5, 10.044444444444444)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.2)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.8249999999999997)","(3.6, 4.9, 3.9178571428571427)","(8.5, 20.0, 10.5)"
05-01-2023 15:29:29.688439,"(5.5, 10.5, 8.94)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.2)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.7818181818181817)","(3.6, 4.9, 4.091176470588236)","(8.5, 20.0, 10.5)"
05-01-2023 15:29:30.844523,"(5.5, 10.5, 9.575)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.2)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.7386363636363633)","(3.6, 4.9, 4.091176470588236)","(8.5, 20.0, 10.5)"
05-01-2023 15:29:32.029944,"(5.5, 10.5, 9.333333333333334)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.2)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.7386363636363633)","(3.6, 4.9, 4.091176470588236)","(8.5, 20.0, 14.5)"
05-01-2023 15:29:33.260208,"(5.5, 10.5, 9.333333333333334)","(7.0, 15.5, 10.5)","(7.5, 17.5, 11.700000000000001)","(5.0, 8.2, 6.2)","(31.0, 220.0, 92.125)","(3.9, 4.3, 3.7386363636363633)","(3.6, 4.9, 4.35)","(8.5, 20.0, 16.700000000000003)"
