,Gray Royality,Blanquita Nieve,Rose Knows,Out Ona Limb,Mind Your Own,Chargina,Perfect Limit
14-12-2022 12:00:16.399363,"(10.0, 14.0, 13.686440677966102)","(13.0, 21.0, 20.5625)","(2.4, 3.1, 3.0578125000000003)","(41.0, 980.0, 437.0)","(3.3, 3.95, 3.9403846153846156)","(4.4, 5.3, 5.128571428571429)","(13.0, 13.0, 12.545454545454545)"
14-12-2022 12:00:17.508892,"(10.0, 14.0, 13.686440677966102)","(13.0, 21.0, 20.5625)","(2.4, 3.1, 3.0627118644067797)","(41.0, 980.0, 437.0)","(3.3, 3.95, 3.9403846153846156)","(4.4, 5.2, 5.128571428571429)","(13.0, 13.0, 12.545454545454545)"
14-12-2022 12:00:18.591178,"(10.0, 14.0, 13.686440677966102)","(13.0, 21.0, 20.0)","(2.4, 3.1, 3.0903225806451613)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.9403846153846156)","(4.4, 5.2, 5.128571428571429)","(13.0, 13.0, 12.545454545454545)"
14-12-2022 12:00:19.685908,"(10.0, 14.0, 13.686440677966102)","(13.0, 21.0, 20.0)","(2.4, 3.1, 3.0903225806451613)","(41.0, 980.0, 440.0)","(3.3, 3.95, 3.927777777777778)","(4.4, 5.2, 5.128571428571429)","(13.0, 13.0, 12.538461538461538)"
14-12-2022 12:00:20.781368,"(10.0, 14.0, 13.686440677966102)","(13.0, 21.0, 20.0)","(2.4, 3.1, 3.0903225806451613)","(41.0, 980.0, 440.0)","(3.3, 3.95, 3.927777777777778)","(4.4, 5.2, 5.128571428571429)","(13.0, 13.0, 12.538461538461538)"
14-12-2022 12:00:21.953019,"(10.0, 14.0, 13.686440677966102)","(13.0, 21.0, 20.0)","(2.4, 3.1, 3.0903225806451613)","(41.0, 980.0, 440.0)","(3.3, 3.95, 3.91)","(4.4, 5.2, 4.966666666666667)","(13.0, 13.0, 12.538461538461538)"
14-12-2022 12:00:23.186772,"(10.0, 14.0, 13.686440677966102)","(13.0, 21.0, 20.0)","(2.4, 3.1, 3.225)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.91)","(4.4, 5.1, 5.048)","(13.0, 13.0, 12.538461538461538)"
14-12-2022 12:00:24.215800,"(10.0, 14.0, 13.686440677966102)","(13.0, 21.0, 20.0)","(2.4, 3.25, 3.225)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.91)","(4.4, 5.3, 4.982352941176471)","(13.0, 13.0, 12.538461538461538)"
14-12-2022 12:00:25.188031,"(10.0, 14.0, 13.686440677966102)","(13.0, 21.0, 20.0)","(2.4, 3.25, 3.225)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.91)","(4.4, 5.1, 4.803125)","(13.0, 13.0, 12.538461538461538)"
14-12-2022 12:00:26.242184,"(10.0, 14.0, 13.159090909090908)","(13.0, 21.0, 20.0)","(2.4, 3.35, 3.1568181818181817)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.9000000000000004)","(4.4, 5.1, 4.732258064516129)","(13.0, 13.0, 12.538461538461538)"
14-12-2022 12:00:27.234740,"(10.0, 14.0, 13.159090909090908)","(13.0, 21.0, 20.0)","(2.4, 3.35, 3.1568181818181817)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.9000000000000004)","(4.4, 5.1, 4.928571428571429)","(13.0, 13.0, 12.538461538461538)"
14-12-2022 12:00:28.353062,"(10.0, 14.0, 13.159090909090908)","(13.0, 21.0, 20.0)","(2.4, 3.35, 3.1568181818181817)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.835714285714286)","(4.4, 5.0, 4.766666666666667)","(13.0, 13.0, 12.541666666666666)"
14-12-2022 12:00:29.533691,"(10.0, 14.0, 13.162790697674419)","(13.0, 21.0, 20.0)","(2.4, 3.35, 3.1568181818181817)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.835714285714286)","(4.4, 5.0, 4.766666666666667)","(13.0, 13.0, 12.541666666666666)"
14-12-2022 12:00:30.811401,"(10.0, 14.0, 13.162790697674419)","(13.0, 21.0, 20.0)","(2.4, 3.35, 3.1568181818181817)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.835714285714286)","(4.4, 5.0, 4.766666666666667)","(13.0, 13.0, 12.541666666666666)"
14-12-2022 12:00:31.974036,"(10.0, 14.0, 13.162790697674419)","(13.0, 21.0, 20.0)","(2.4, 3.35, 3.1568181818181817)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.91875)","(4.4, 5.0, 4.683333333333334)","(13.0, 13.0, 12.541666666666666)"
14-12-2022 12:00:33.073761,"(10.0, 14.0, 13.162790697674419)","(13.0, 21.0, 19.666666666666668)","(2.4, 3.35, 3.1568181818181817)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.91875)","(4.4, 4.7, 4.574999999999999)","(13.0, 13.0, 12.541666666666666)"
14-12-2022 12:00:34.235295,"(10.0, 14.0, 13.162790697674419)","(13.0, 21.0, 20.5625)","(2.4, 3.35, 3.1568181818181817)","(41.0, 980.0, 530.0)","(3.3, 3.95, 3.91875)","(4.4, 4.6, 4.574999999999999)","(13.0, 13.0, 12.541666666666666)"
14-12-2022 12:00:35.285980,"(10.0, 14.0, 13.162790697674419)","(13.0, 21.0, 19.666666666666668)","(2.4, 3.35, 3.1568181818181817)","(41.0, 980.0, 530.0)","(3.3, 3.95, 3.861111111111111)","(4.4, 4.6, 4.7)","(13.0, 13.0, 12.541666666666666)"
14-12-2022 12:00:36.215791,"(10.0, 14.0, 13.162790697674419)","(13.0, 21.0, 19.666666666666668)","(2.4, 3.35, 3.1568181818181817)","(41.0, 980.0, 530.0)","(3.3, 3.95, 3.861111111111111)","(4.4, 4.9, 4.7)","(13.0, 13.0, 12.541666666666666)"
14-12-2022 12:00:37.265200,"(10.0, 14.0, 13.162790697674419)","(13.0, 21.0, 19.666666666666668)","(2.4, 3.35, 3.1568181818181817)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.861111111111111)","(4.4, 4.9, 4.7)","(13.0, 13.0, 12.541666666666666)"
14-12-2022 12:00:38.433761,"(10.0, 14.0, 13.162790697674419)","(13.0, 21.0, 19.666666666666668)","(2.4, 3.35, 3.1568181818181817)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.861111111111111)","(4.4, 4.9, 4.7)","(13.0, 13.0, 12.541666666666666)"
14-12-2022 12:00:39.557298,"(10.0, 14.0, 13.162790697674419)","(13.0, 21.0, 19.666666666666668)","(2.4, 3.35, 3.1568181818181817)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.861111111111111)","(4.4, 4.9, 4.7)","(13.0, 13.0, 12.541666666666666)"
14-12-2022 12:00:40.633855,"(10.0, 14.0, 13.162790697674419)","(13.0, 21.0, 19.666666666666668)","(2.4, 3.35, 3.1568181818181817)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.79)","(4.4, 4.9, 4.6)","(13.0, 13.0, 12.541666666666666)"
14-12-2022 12:00:41.731278,"(10.0, 14.0, 13.162790697674419)","(13.0, 21.0, 19.666666666666668)","(2.4, 3.35, 3.1568181818181817)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.79)","(4.4, 4.9, 4.6)","(13.0, 13.0, 12.541666666666666)"
14-12-2022 12:00:42.761095,"(10.0, 14.0, 13.162790697674419)","(14.0, 21.0, 19.666666666666668)","(2.45, 3.35, 3.1568181818181817)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.79)","(4.4, 4.9, 4.585714285714285)","(12.0, 13.0, 12.541666666666666)"
14-12-2022 12:00:43.678220,"(10.0, 14.0, 13.162790697674419)","(14.0, 21.0, 19.666666666666668)","(2.45, 3.35, 3.1568181818181817)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.79)","(4.4, 4.6, 4.58)","(12.0, 13.0, 12.541666666666666)"
14-12-2022 12:00:44.681815,"(10.0, 14.0, 13.162790697674419)","(14.0, 21.0, 19.666666666666668)","(2.45, 3.35, 3.1568181818181817)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.79)","(4.4, 4.9, 4.66)","(12.0, 13.0, 12.541666666666666)"
14-12-2022 12:00:45.787936,"(10.0, 14.0, 13.162790697674419)","(14.0, 21.0, 19.666666666666668)","(2.45, 3.35, 3.1568181818181817)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.79)","(4.4, 4.9, 4.66)","(12.0, 13.0, 12.541666666666666)"
14-12-2022 12:00:46.929517,"(10.0, 14.0, 13.162790697674419)","(14.0, 21.0, 19.666666666666668)","(2.45, 3.35, 3.1568181818181817)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.79)","(4.4, 4.9, 4.66)","(12.0, 13.0, 12.541666666666666)"
14-12-2022 12:00:48.099343,"(10.0, 14.0, 13.162790697674419)","(14.0, 21.0, 20.2)","(2.45, 3.35, 3.1568181818181817)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.79)","(4.4, 4.9, 4.675)","(12.0, 13.0, 12.55)"
14-12-2022 12:00:49.225129,"(10.0, 14.0, 13.162790697674419)","(14.0, 21.0, 20.2)","(2.45, 3.35, 3.126315789473684)","(41.0, 980.0, 527.5)","(3.3, 3.95, 3.605109489051095)","(4.4, 4.7, 4.675)","(12.0, 13.0, 12.55)"
14-12-2022 12:00:50.398205,"(10.0, 14.0, 13.162790697674419)","(14.0, 21.0, 20.2)","(2.45, 3.35, 3.1710526315789473)","(41.0, 980.0, 527.5)","(3.3, 3.7, 3.5511450381679386)","(4.4, 4.7, 4.675)","(12.0, 13.0, 12.55)"
14-12-2022 12:00:51.384210,"(10.0, 14.0, 13.162790697674419)","(14.0, 21.0, 20.5625)","(2.45, 3.35, 3.1710526315789473)","(41.0, 980.0, 440.0)","(3.3, 3.7, 3.5545454545454542)","(4.4, 4.7, 4.546153846153846)","(12.0, 13.0, 12.55)"
14-12-2022 12:00:52.320752,"(10.0, 14.0, 13.162790697674419)","(14.0, 21.0, 20.5625)","(2.45, 3.35, 3.2340909090909093)","(41.0, 980.0, 440.0)","(3.3, 3.7, 3.5545454545454542)","(4.4, 4.6, 4.546153846153846)","(12.0, 13.0, 12.55)"
14-12-2022 12:00:53.245589,"(10.0, 14.0, 13.162790697674419)","(14.0, 21.0, 20.5625)","(2.45, 3.4, 3.273076923076923)","(41.0, 980.0, 440.0)","(3.3, 3.65, 3.5749999999999997)","(4.4, 4.6, 4.546153846153846)","(12.0, 13.0, 12.55)"
14-12-2022 12:00:54.308498,"(10.0, 14.0, 13.162790697674419)","(14.0, 21.0, 20.5625)","(2.45, 3.4, 3.2772727272727273)","(41.0, 980.0, 440.0)","(3.3, 3.65, 3.5749999999999997)","(4.4, 4.6, 4.546153846153846)","(12.0, 13.0, 12.55)"
14-12-2022 12:00:55.325935,"(10.0, 14.0, 13.162790697674419)","(14.0, 21.0, 20.5625)","(2.45, 3.4, 3.2772727272727273)","(41.0, 980.0, 440.0)","(3.3, 3.65, 3.585714285714286)","(4.4, 4.6, 4.6866666666666665)","(12.0, 13.0, 12.55)"
14-12-2022 12:00:56.389586,"(10.0, 14.0, 13.162790697674419)","(14.0, 21.0, 20.5625)","(2.45, 3.4, 3.1954545454545453)","(41.0, 980.0, 440.0)","(3.3, 3.65, 3.585714285714286)","(4.4, 4.7, 4.725)","(12.0, 13.0, 12.55)"
14-12-2022 12:00:57.515740,"(10.0, 14.0, 13.162790697674419)","(14.0, 21.0, 20.5625)","(2.45, 3.4, 3.2578947368421054)","(41.0, 980.0, 440.0)","(3.3, 3.65, 3.585714285714286)","(4.4, 4.8, 4.647368421052632)","(12.0, 13.0, 12.55)"
14-12-2022 12:00:58.558090,"(10.0, 14.0, 13.162790697674419)","(14.0, 21.0, 20.5625)","(2.45, 3.4, 3.2578947368421054)","(41.0, 980.0, 440.0)","(3.3, 3.65, 3.555263157894737)","(4.4, 4.9, 4.708)","(12.0, 13.0, 12.55)"
14-12-2022 12:00:59.571142,"(10.0, 14.0, 13.162790697674419)","(14.0, 21.0, 20.5625)","(2.45, 3.4, 3.2615384615384615)","(41.0, 980.0, 680.0)","(3.3, 3.65, 3.555263157894737)","(4.4, 4.9, 4.708)","(12.0, 13.0, 12.55)"
14-12-2022 12:01:00.599354,"(10.0, 14.0, 13.162790697674419)","(14.0, 21.0, 20.5625)","(2.45, 3.4, 3.2615384615384615)","(41.0, 980.0, 443.0)","(3.3, 3.65, 3.56)","(4.4, 4.9, 4.708)","(12.0, 13.0, 12.55)"
14-12-2022 12:01:01.638771,"(10.0, 14.0, 13.170731707317072)","(14.0, 21.0, 20.5625)","(2.45, 3.4, 3.2615384615384615)","(41.0, 980.0, 532.5)","(3.3, 3.65, 3.56)","(4.4, 4.9, 4.76)","(12.0, 13.0, 12.55)"
14-12-2022 12:01:02.580860,"(10.0, 14.0, 13.170731707317072)","(14.0, 21.0, 20.5625)","(2.45, 3.4, 3.297727272727273)","(41.0, 980.0, 532.5)","(3.3, 3.65, 3.56)","(4.4, 4.8, 4.76)","(12.0, 13.0, 12.55)"
14-12-2022 12:01:03.525439,"(10.0, 14.0, 13.170731707317072)","(14.0, 21.0, 20.0)","(2.45, 3.4, 3.297727272727273)","(41.0, 980.0, 532.5)","(3.3, 3.65, 3.5375)","(4.4, 4.8, 4.76)","(12.0, 13.0, 12.55)"
14-12-2022 12:01:04.492080,"(10.0, 14.0, 13.170731707317072)","(14.0, 21.0, 20.0)","(2.45, 3.4, 3.297727272727273)","(41.0, 980.0, 532.5)","(3.3, 3.65, 3.5375)","(4.4, 4.8, 4.76)","(12.0, 13.0, 12.55)"
14-12-2022 12:01:05.589380,"(10.0, 14.0, 13.170731707317072)","(14.0, 21.0, 20.0)","(2.45, 3.4, 3.297727272727273)","(41.0, 980.0, 532.5)","(3.3, 3.65, 3.5375)","(4.4, 4.8, 4.76)","(12.0, 13.0, 12.522727272727273)"
14-12-2022 12:01:06.728798,"(10.0, 14.0, 13.170731707317072)","(14.0, 21.0, 20.0)","(2.45, 3.3, 3.2670731707317073)","(41.0, 980.0, 532.5)","(3.3, 3.65, 3.5375)","(4.4, 4.8, 4.74)","(12.0, 13.0, 12.522727272727273)"
14-12-2022 12:01:07.940842,"(10.0, 14.0, 13.170731707317072)","(14.0, 21.0, 20.0)","(2.45, 3.3, 3.2670731707317073)","(41.0, 980.0, 532.5)","(3.3, 3.65, 3.5375)","(4.4, 4.8, 4.74)","(12.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:09.022872,"(10.0, 14.0, 13.170731707317072)","(14.0, 21.0, 20.0)","(2.45, 3.3, 3.2670731707317073)","(41.0, 980.0, 532.5)","(3.3, 3.65, 3.5375)","(4.4, 4.8, 4.74)","(12.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:10.068892,"(10.0, 14.0, 13.170731707317072)","(14.0, 21.0, 20.0)","(2.45, 3.3, 3.2670731707317073)","(41.0, 980.0, 532.5)","(3.3, 3.65, 3.5375)","(4.4, 4.8, 4.74)","(12.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:11.098874,"(10.0, 14.0, 13.170731707317072)","(14.0, 21.0, 20.0)","(2.45, 3.3, 3.2670731707317073)","(41.0, 980.0, 532.5)","(3.3, 3.65, 3.5375)","(4.4, 4.8, 4.74)","(12.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:12.185909,"(10.0, 14.0, 13.170731707317072)","(14.0, 21.0, 20.0)","(2.45, 3.3, 3.2670731707317073)","(41.0, 980.0, 532.5)","(3.3, 3.65, 3.5375)","(4.4, 4.8, 4.74)","(12.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:13.320855,"(10.0, 14.0, 13.170731707317072)","(14.0, 21.0, 20.0)","(2.45, 3.3, 3.2670731707317073)","(41.0, 980.0, 532.5)","(3.3, 3.65, 3.5375)","(4.4, 4.8, 4.74)","(12.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:14.358685,"(10.0, 14.0, 13.170731707317072)","(14.0, 21.0, 20.0)","(2.45, 3.3, 3.2670731707317073)","(41.0, 980.0, 532.5)","(3.3, 3.65, 3.5375)","(4.4, 4.8, 4.74)","(12.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:15.571491,"(10.0, 14.0, 13.170731707317072)","(14.0, 21.0, 20.0)","(2.45, 3.3, 3.27)","(41.0, 980.0, 532.5)","(3.3, 3.65, 3.5375)","(4.4, 4.8, 4.64)","(12.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:16.646811,"(10.0, 14.0, 13.170731707317072)","(14.0, 21.0, 20.0)","(2.45, 3.3, 3.284)","(41.0, 980.0, 443.0)","(3.3, 3.65, 3.5375)","(4.4, 4.8, 4.64)","(12.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:17.782573,"(10.0, 14.0, 12.521739130434783)","(14.0, 21.0, 20.0)","(2.45, 3.3, 3.284)","(41.0, 980.0, 443.0)","(3.3, 3.65, 3.5375)","(4.4, 4.8, 4.772)","(12.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:18.874339,"(10.0, 14.0, 12.763636363636364)","(14.0, 21.0, 20.642857142857142)","(2.45, 3.3, 3.284)","(41.0, 980.0, 446.0)","(3.3, 3.65, 3.5375)","(4.4, 4.9, 4.772)","(12.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:19.991130,"(10.0, 14.0, 12.583333333333334)","(14.0, 26.0, 23.666666666666668)","(2.45, 3.4, 3.307692307692308)","(41.0, 980.0, 443.0)","(3.3, 3.65, 3.5375)","(4.4, 4.9, 4.75)","(11.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:20.992427,"(10.0, 14.0, 12.583333333333334)","(14.0, 26.0, 23.666666666666668)","(2.45, 3.4, 3.307692307692308)","(41.0, 980.0, 443.0)","(3.3, 3.65, 3.5375)","(4.4, 4.8, 4.75)","(11.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:22.036986,"(10.0, 14.0, 12.418604651162791)","(14.0, 26.0, 23.666666666666668)","(2.45, 3.4, 3.307692307692308)","(41.0, 980.0, 446.0)","(3.3, 3.65, 3.5576923076923075)","(4.4, 4.8, 4.75)","(11.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:22.976317,"(10.0, 14.0, 12.583333333333334)","(14.0, 26.0, 23.666666666666668)","(2.45, 3.4, 3.307692307692308)","(41.0, 980.0, 446.0)","(3.3, 3.65, 3.5576923076923075)","(4.4, 4.8, 4.75)","(11.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:23.932014,"(10.0, 14.0, 12.583333333333334)","(14.0, 26.0, 23.666666666666668)","(2.45, 3.4, 3.307692307692308)","(41.0, 980.0, 446.0)","(3.3, 3.65, 3.5576923076923075)","(4.4, 4.8, 4.75)","(11.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:24.926524,"(10.0, 14.0, 12.418604651162791)","(14.0, 26.0, 23.666666666666668)","(2.45, 3.4, 3.328)","(41.0, 980.0, 443.0)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.75)","(11.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:25.965007,"(10.0, 14.0, 12.418604651162791)","(14.0, 26.0, 23.666666666666668)","(2.45, 3.4, 3.328)","(41.0, 980.0, 443.0)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.75)","(11.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:27.023127,"(10.0, 14.0, 12.418604651162791)","(14.0, 26.0, 23.666666666666668)","(2.45, 3.4, 3.328)","(41.0, 980.0, 443.0)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.6875)","(11.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:28.078903,"(10.0, 14.0, 12.418604651162791)","(14.0, 26.0, 23.666666666666668)","(2.45, 3.4, 3.328)","(41.0, 980.0, 443.0)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.6875)","(11.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:29.221788,"(10.0, 14.0, 12.418604651162791)","(14.0, 26.0, 23.666666666666668)","(2.45, 3.4, 3.328)","(41.0, 980.0, 443.0)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.6875)","(11.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:30.373608,"(10.0, 14.0, 12.583333333333334)","(14.0, 26.0, 23.666666666666668)","(2.45, 3.4, 3.328)","(41.0, 980.0, 443.0)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.6875)","(11.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:31.559076,"(10.0, 14.0, 12.418604651162791)","(14.0, 26.0, 23.666666666666668)","(2.45, 3.4, 3.328)","(41.0, 980.0, 681.6666666666666)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.6875)","(11.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:32.611037,"(10.0, 14.0, 12.418604651162791)","(14.0, 25.0, 22.0)","(2.45, 3.4, 3.328)","(41.0, 980.0, 681.6666666666666)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.6875)","(11.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:33.631799,"(10.0, 14.0, 12.418604651162791)","(14.0, 25.0, 22.0)","(2.45, 3.4, 3.328)","(41.0, 980.0, 681.6666666666666)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.6875)","(11.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:34.590006,"(10.0, 14.0, 12.418604651162791)","(14.0, 25.0, 22.0)","(2.45, 3.4, 3.328)","(41.0, 980.0, 681.6666666666666)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.6875)","(11.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:35.530092,"(10.0, 14.0, 12.418604651162791)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 681.6666666666666)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.6875)","(11.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:36.507241,"(10.0, 14.0, 12.418604651162791)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 681.6666666666666)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.6875)","(11.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:37.490714,"(10.0, 14.0, 12.418604651162791)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 681.6666666666666)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.6875)","(11.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:38.516953,"(10.0, 14.0, 12.418604651162791)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 681.6666666666666)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.6875)","(11.0, 13.0, 12.520833333333334)"
14-12-2022 12:01:39.565777,"(10.0, 14.0, 12.583333333333334)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 681.6666666666666)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.65)","(11.0, 13.0, 12.541666666666666)"
14-12-2022 12:01:40.562571,"(10.0, 14.0, 12.583333333333334)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 681.6666666666666)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.65)","(11.0, 13.0, 12.541666666666666)"
14-12-2022 12:01:41.480680,"(10.0, 14.0, 12.418604651162791)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 681.6666666666666)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.65)","(11.0, 13.0, 12.541666666666666)"
14-12-2022 12:01:42.434604,"(10.0, 14.0, 12.418604651162791)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 622.0)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.65)","(11.0, 13.0, 12.541666666666666)"
14-12-2022 12:01:43.409261,"(10.0, 14.0, 12.418604651162791)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 681.6666666666666)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.65)","(11.0, 13.0, 12.541666666666666)"
14-12-2022 12:01:44.412654,"(10.0, 14.0, 12.418604651162791)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 681.6666666666666)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.65)","(11.0, 13.0, 12.541666666666666)"
14-12-2022 12:01:45.508454,"(10.0, 14.0, 12.418604651162791)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 681.6666666666666)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.65)","(11.0, 13.0, 12.541666666666666)"
14-12-2022 12:01:46.573805,"(10.0, 14.0, 12.418604651162791)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 446.0)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.65)","(11.0, 13.0, 12.541666666666666)"
14-12-2022 12:01:47.653149,"(10.0, 14.0, 12.418604651162791)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 312.5)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.65)","(11.0, 13.0, 12.55)"
14-12-2022 12:01:48.816586,"(10.0, 14.0, 12.583333333333334)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 316.25)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.65)","(11.0, 13.0, 12.55)"
14-12-2022 12:01:49.913800,"(10.0, 14.0, 12.583333333333334)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 316.25)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.65)","(11.0, 13.0, 12.55)"
14-12-2022 12:01:50.914590,"(10.0, 14.0, 12.418604651162791)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 316.25)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.65)","(11.0, 13.0, 12.55)"
14-12-2022 12:01:51.927624,"(10.0, 14.0, 12.418604651162791)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 316.25)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.65)","(11.0, 13.0, 12.55)"
14-12-2022 12:01:52.866832,"(10.0, 14.0, 12.418604651162791)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 316.25)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.65)","(11.0, 13.0, 12.55)"
14-12-2022 12:01:53.811402,"(10.0, 14.0, 12.418604651162791)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 316.25)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.65)","(11.0, 13.0, 12.55)"
14-12-2022 12:01:54.876014,"(10.0, 14.0, 12.418604651162791)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 316.25)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.65)","(11.0, 13.0, 12.55)"
14-12-2022 12:01:55.893431,"(10.0, 14.0, 12.418604651162791)","(14.0, 25.0, 22.0)","(2.5, 3.4, 3.328)","(41.0, 980.0, 316.25)","(3.3, 3.65, 3.583333333333333)","(4.4, 4.8, 4.65)","(11.0, 13.0, 12.55)"
