,Rickshaw Lass,Coalville Girl,Goolagong,Mr Larson,Reality Jewel,Dance Mode,Pacific Prayer
05-01-2023 14:23:10.207659,"(4.2, 5.8, 5.41)","(5.0, 7.0, 5.615384615384615)","(20.0, 65.0, 30.333333333333332)","(4.2, 5.3, 4.775)","(5.5, 11.5, 9.858823529411763)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.666666666666666)"
05-01-2023 14:23:11.262510,"(4.2, 5.8, 5.41)","(5.0, 7.0, 5.615384615384615)","(20.0, 65.0, 30.333333333333332)","(4.2, 5.3, 4.775)","(5.5, 12.0, 9.858823529411763)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.666666666666666)"
05-01-2023 14:23:12.480027,"(4.2, 5.8, 5.41)","(5.0, 7.0, 5.615384615384615)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.3, 4.775)","(5.5, 12.0, 9.858823529411763)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.666666666666666)"
05-01-2023 14:23:13.635986,"(4.2, 5.8, 5.41)","(5.0, 7.0, 5.615384615384615)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.3, 4.775)","(5.5, 12.0, 9.858823529411763)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.666666666666666)"
05-01-2023 14:23:14.671642,"(4.2, 5.8, 5.41)","(5.0, 7.0, 5.615384615384615)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.3, 4.775)","(5.5, 12.0, 9.858823529411763)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.666666666666666)"
05-01-2023 14:23:15.758649,"(4.2, 5.8, 5.41)","(5.0, 7.0, 5.615384615384615)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.3, 4.775)","(5.5, 12.0, 9.858823529411763)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.666666666666666)"
05-01-2023 14:23:16.731993,"(4.2, 5.8, 5.41)","(5.0, 7.0, 5.615384615384615)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.3, 4.775)","(5.5, 12.0, 9.858823529411763)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.666666666666666)"
05-01-2023 14:23:17.734804,"(4.2, 5.8, 5.41)","(5.0, 7.0, 5.615384615384615)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.3, 4.82)","(5.5, 12.0, 11.244444444444444)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.25)"
05-01-2023 14:23:18.652707,"(4.2, 5.8, 5.41)","(5.0, 7.0, 5.615384615384615)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.2, 4.8)","(5.5, 11.5, 11.244444444444444)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.666666666666666)"
05-01-2023 14:23:19.594475,"(4.2, 5.8, 5.41)","(5.0, 7.0, 5.7625)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.2, 4.7625)","(5.5, 11.5, 10.28235294117647)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.666666666666666)"
05-01-2023 14:23:20.585602,"(4.2, 5.8, 5.41)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.2, 4.7625)","(5.5, 11.5, 10.28235294117647)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.666666666666666)"
05-01-2023 14:23:21.588746,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.2, 4.8)","(5.5, 11.5, 10.28235294117647)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.58)"
05-01-2023 14:23:22.624031,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.2, 4.8)","(5.5, 11.5, 9.936)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.58)"
05-01-2023 14:23:23.556211,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.2, 4.8)","(5.5, 11.5, 9.936)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.58)"
05-01-2023 14:23:24.524312,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.2, 4.8)","(5.5, 11.5, 9.936)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.58)"
05-01-2023 14:23:25.774785,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.2, 4.866666666666667)","(5.5, 11.5, 9.936)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.58)"
05-01-2023 14:23:26.894312,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 31.0)","(4.2, 6.2, 4.96)","(5.5, 11.5, 9.83448275862069)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:27.926834,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 31.0)","(4.2, 6.0, 4.8500000000000005)","(5.5, 11.5, 9.71111111111111)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:29.082737,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.9, 4.8)","(5.5, 11.5, 9.71111111111111)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:30.217159,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.9, 4.792307692307692)","(5.5, 11.5, 9.71111111111111)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:31.415036,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 31.0)","(4.2, 5.9, 4.792307692307692)","(5.5, 11.5, 9.71111111111111)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:32.547205,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.9, 4.792307692307692)","(5.5, 11.5, 9.71111111111111)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:33.629768,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.9, 4.792307692307692)","(5.5, 11.5, 9.697297297297297)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:34.625807,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.9, 4.792307692307692)","(5.5, 11.5, 9.697297297297297)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:35.662815,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.9, 4.792307692307692)","(5.5, 11.5, 9.697297297297297)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:36.669298,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 31.0)","(4.2, 5.8, 4.8375)","(5.5, 11.5, 9.697297297297297)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:37.715923,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.8375)","(5.5, 11.5, 9.697297297297297)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:38.823584,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.8375)","(5.5, 11.5, 9.697297297297297)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:39.911124,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.8375)","(5.5, 11.5, 9.697297297297297)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:40.985542,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.8375)","(5.5, 11.5, 9.697297297297297)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:42.096572,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.8375)","(5.5, 11.5, 9.697297297297297)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:43.176614,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.8375)","(5.5, 11.5, 9.697297297297297)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:44.199394,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.975)","(5.5, 11.5, 9.697297297297297)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:45.173790,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.975)","(5.5, 11.5, 9.697297297297297)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:46.132511,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.975)","(5.5, 11.5, 9.697297297297297)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:47.204427,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.975)","(5.5, 11.5, 9.697297297297297)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:48.300657,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.975)","(5.5, 11.5, 9.697297297297297)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:49.359631,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.975)","(5.5, 11.5, 9.741176470588234)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:50.431743,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.975)","(5.5, 11.5, 9.741176470588234)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:51.677884,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.975)","(5.5, 11.5, 9.68421052631579)","(4.0, 6.4, 5.800000000000001)","(7.5, 10.5, 9.185714285714285)"
05-01-2023 14:23:52.738756,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 6.1)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.975)","(5.5, 11.5, 9.68421052631579)","(4.0, 6.4, 5.636363636363637)","(7.5, 10.5, 9.58)"
05-01-2023 14:23:53.804567,"(4.2, 5.8, 5.08)","(5.0, 7.0, 5.891666666666667)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.857142857142858)","(5.5, 11.5, 10.228571428571428)","(4.0, 6.4, 5.636363636363637)","(7.5, 10.5, 9.58)"
05-01-2023 14:23:54.839663,"(4.2, 5.8, 5.285714285714286)","(5.0, 7.0, 5.891666666666667)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.857142857142858)","(5.5, 11.0, 10.228571428571428)","(4.0, 6.4, 5.636363636363637)","(7.5, 10.5, 9.58)"
05-01-2023 14:23:55.842856,"(4.2, 5.8, 5.32)","(5.0, 7.0, 5.891666666666667)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.857142857142858)","(5.5, 11.0, 10.228571428571428)","(4.0, 6.4, 5.636363636363637)","(7.5, 10.5, 9.58)"
05-01-2023 14:23:56.863427,"(4.2, 5.8, 5.32)","(5.0, 7.0, 5.891666666666667)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.857142857142858)","(5.5, 11.0, 10.228571428571428)","(4.0, 6.4, 5.636363636363637)","(7.5, 10.5, 9.58)"
05-01-2023 14:23:57.909468,"(4.2, 5.8, 5.32)","(5.0, 7.0, 5.891666666666667)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.857142857142858)","(5.5, 11.0, 10.228571428571428)","(4.0, 6.4, 5.636363636363637)","(7.5, 10.5, 9.58)"
05-01-2023 14:23:58.926128,"(4.2, 5.8, 5.32)","(5.0, 7.0, 5.891666666666667)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.857142857142858)","(5.5, 11.0, 10.228571428571428)","(4.0, 6.4, 5.636363636363637)","(7.5, 10.5, 9.58)"
05-01-2023 14:23:59.924402,"(4.2, 5.8, 5.32)","(5.0, 7.0, 5.891666666666667)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.857142857142858)","(5.5, 11.0, 10.228571428571428)","(4.0, 6.4, 5.636363636363637)","(7.5, 10.5, 9.58)"
05-01-2023 14:24:00.997430,"(4.0, 5.8, 5.32)","(5.0, 7.0, 5.891666666666667)","(20.0, 65.0, 32.06666666666666)","(4.2, 5.8, 4.857142857142858)","(5.5, 11.0, 10.228571428571428)","(4.0, 6.4, 5.636363636363637)","(7.5, 10.5, 9.58)"
05-01-2023 14:24:02.042301,"(4.0, 5.8, 5.32)","(5.0, 7.0, 5.891666666666667)","(20.0, 65.0, 32.7)","(4.2, 5.8, 5.433333333333334)","(5.5, 11.0, 10.228571428571428)","(4.0, 6.4, 5.636363636363637)","(7.5, 10.5, 9.58)"
05-01-2023 14:24:03.091298,"(4.0, 5.8, 5.32)","(5.0, 7.0, 5.891666666666667)","(20.0, 65.0, 32.7)","(4.2, 5.8, 5.4526315789473685)","(5.5, 11.0, 10.228571428571428)","(4.0, 6.4, 5.636363636363637)","(7.5, 10.5, 9.58)"
05-01-2023 14:24:04.214389,"(4.0, 5.8, 5.32)","(5.0, 7.0, 5.547058823529412)","(20.0, 65.0, 32.7)","(4.2, 5.8, 5.4526315789473685)","(5.5, 11.0, 10.228571428571428)","(4.0, 6.4, 5.636363636363637)","(7.5, 10.5, 9.58)"
05-01-2023 14:24:05.311452,"(4.0, 5.8, 5.32)","(5.0, 7.0, 5.623529411764706)","(20.0, 65.0, 32.7)","(4.2, 5.8, 5.4526315789473685)","(5.5, 11.0, 10.228571428571428)","(4.0, 6.4, 5.636363636363637)","(7.5, 10.5, 9.58)"
05-01-2023 14:24:06.431949,"(4.0, 5.8, 5.32)","(5.0, 6.8, 6.2)","(20.0, 65.0, 32.7)","(4.2, 5.8, 5.4526315789473685)","(5.5, 11.0, 10.228571428571428)","(4.0, 6.4, 5.2384615384615385)","(7.5, 10.5, 9.58)"
05-01-2023 14:24:07.542146,"(4.0, 5.8, 5.08)","(5.0, 6.8, 5.327272727272727)","(20.0, 65.0, 32.7)","(4.2, 5.8, 5.254545454545454)","(5.5, 11.0, 10.314285714285715)","(4.0, 6.0, 5.51875)","(7.5, 10.5, 9.470588235294118)"
05-01-2023 14:24:08.705985,"(4.0, 5.7, 4.942105263157895)","(5.0, 6.8, 5.8375)","(20.0, 65.0, 32.7)","(4.2, 5.8, 5.254545454545454)","(5.5, 11.0, 10.314285714285715)","(4.0, 6.0, 5.51875)","(7.5, 10.0, 9.470588235294118)"
05-01-2023 14:24:09.771445,"(4.0, 5.7, 4.942105263157895)","(5.0, 6.8, 5.8375)","(20.0, 65.0, 32.7)","(4.2, 5.8, 5.254545454545454)","(5.5, 11.0, 10.314285714285715)","(4.0, 6.0, 5.51875)","(7.5, 10.0, 9.28)"
05-01-2023 14:24:10.771417,"(4.0, 5.7, 4.942105263157895)","(5.0, 6.8, 6.036363636363636)","(20.0, 65.0, 32.7)","(4.2, 5.8, 5.254545454545454)","(5.5, 11.0, 10.314285714285715)","(4.0, 6.0, 5.51875)","(7.5, 10.0, 9.28)"
05-01-2023 14:24:11.821728,"(4.0, 5.7, 4.942105263157895)","(5.0, 6.8, 6.036363636363636)","(20.0, 65.0, 32.7)","(4.2, 5.8, 5.254545454545454)","(5.5, 11.0, 10.314285714285715)","(4.0, 6.0, 5.51875)","(7.5, 10.0, 9.28)"
05-01-2023 14:24:12.785555,"(4.0, 5.7, 4.942105263157895)","(5.0, 6.8, 6.036363636363636)","(20.0, 65.0, 32.7)","(4.2, 5.8, 5.254545454545454)","(5.5, 11.0, 10.384615384615385)","(4.0, 6.0, 5.51875)","(7.5, 10.0, 9.28)"
05-01-2023 14:24:13.865466,"(4.0, 5.7, 4.942105263157895)","(5.0, 6.8, 6.036363636363636)","(20.0, 65.0, 32.7)","(4.2, 5.8, 5.254545454545454)","(5.5, 11.0, 10.3)","(4.0, 6.0, 5.51875)","(7.5, 10.0, 9.355555555555556)"
05-01-2023 14:24:14.995209,"(4.0, 5.6, 5.013333333333334)","(5.0, 6.6, 6.3999999999999995)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.254545454545454)","(5.5, 11.0, 10.3)","(4.0, 6.0, 5.51875)","(7.5, 9.8, 9.329411764705883)"
05-01-2023 14:24:16.041968,"(4.0, 5.6, 4.905263157894737)","(5.0, 6.8, 6.036363636363636)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.254545454545454)","(5.5, 11.0, 10.3)","(4.0, 6.0, 5.51875)","(7.5, 9.8, 9.329411764705883)"
05-01-2023 14:24:17.062502,"(4.0, 5.6, 4.905263157894737)","(5.0, 6.8, 6.036363636363636)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.254545454545454)","(5.5, 11.0, 10.3)","(4.0, 6.0, 5.51875)","(7.5, 9.8, 9.329411764705883)"
05-01-2023 14:24:18.153234,"(4.0, 5.6, 4.905263157894737)","(5.0, 6.8, 6.036363636363636)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.254545454545454)","(5.5, 11.0, 10.3)","(4.0, 6.0, 5.51875)","(7.5, 9.8, 9.329411764705883)"
05-01-2023 14:24:19.189868,"(4.0, 5.6, 4.905263157894737)","(5.0, 6.8, 6.036363636363636)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.254545454545454)","(5.5, 11.0, 10.3)","(4.0, 6.0, 5.51875)","(7.5, 9.8, 9.329411764705883)"
05-01-2023 14:24:20.157238,"(4.0, 5.6, 4.905263157894737)","(5.0, 6.8, 6.036363636363636)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.254545454545454)","(5.5, 11.0, 10.3)","(4.0, 6.0, 5.51875)","(7.5, 9.8, 9.329411764705883)"
05-01-2023 14:24:21.274878,"(4.0, 5.6, 5.05)","(5.0, 6.8, 5.45)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.425)","(5.5, 11.0, 10.2)","(4.0, 6.0, 5.51875)","(7.5, 9.8, 9.329411764705883)"
05-01-2023 14:24:22.374904,"(4.0, 5.5, 4.966666666666667)","(5.0, 6.8, 6.036363636363636)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.254545454545454)","(5.5, 11.0, 10.152941176470588)","(4.0, 6.0, 5.51875)","(7.5, 9.8, 9.329411764705883)"
05-01-2023 14:24:23.465496,"(4.0, 5.5, 4.868421052631579)","(5.0, 6.8, 6.036363636363636)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.254545454545454)","(5.5, 11.0, 10.152941176470588)","(4.0, 6.0, 5.51875)","(7.5, 9.8, 9.329411764705883)"
05-01-2023 14:24:24.626667,"(4.0, 5.5, 4.868421052631579)","(5.0, 6.8, 6.036363636363636)","(20.0, 65.0, 32.7)","(4.2, 5.8, 5.3)","(5.5, 11.0, 10.152941176470588)","(4.0, 6.0, 5.51875)","(7.5, 9.8, 9.329411764705883)"
05-01-2023 14:24:25.764482,"(4.0, 5.5, 4.868421052631579)","(5.0, 6.8, 6.036363636363636)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.3)","(5.5, 11.0, 10.152941176470588)","(4.0, 6.0, 5.51875)","(7.5, 9.8, 9.329411764705883)"
05-01-2023 14:24:26.746311,"(4.0, 5.5, 4.868421052631579)","(5.0, 6.8, 6.036363636363636)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.3)","(5.5, 11.0, 10.384615384615385)","(4.0, 6.0, 5.51875)","(7.5, 9.8, 9.329411764705883)"
05-01-2023 14:24:27.832051,"(4.0, 5.5, 4.868421052631579)","(5.0, 6.8, 6.036363636363636)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.4625)","(5.5, 11.0, 10.3)","(4.0, 6.0, 5.51875)","(7.5, 9.8, 9.64)"
05-01-2023 14:24:29.029246,"(4.0, 5.4, 4.92)","(5.0, 6.6, 5.685714285714286)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.414285714285715)","(5.5, 11.0, 10.258823529411764)","(4.0, 6.0, 5.4875)","(7.5, 10.0, 9.329411764705883)"
05-01-2023 14:24:30.086751,"(4.0, 5.4, 4.815)","(5.0, 6.6, 5.685714285714286)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.414285714285715)","(5.5, 11.0, 10.1)","(4.0, 5.9, 5.476470588235294)","(7.5, 9.8, 9.329411764705883)"
05-01-2023 14:24:31.199177,"(4.0, 5.4, 4.657142857142857)","(5.0, 6.6, 5.685714285714286)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.414285714285715)","(5.5, 11.0, 10.1)","(4.0, 5.9, 5.476470588235294)","(7.5, 9.8, 9.329411764705883)"
05-01-2023 14:24:32.337963,"(4.0, 5.4, 4.657142857142857)","(5.0, 6.6, 5.685714285714286)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.414285714285715)","(5.5, 11.0, 10.1)","(4.0, 5.9, 5.476470588235294)","(7.5, 9.8, 9.329411764705883)"
05-01-2023 14:24:33.442766,"(4.0, 5.4, 4.657142857142857)","(5.0, 6.6, 5.685714285714286)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.554545454545455)","(5.5, 11.0, 10.3)","(4.0, 5.9, 5.476470588235294)","(7.5, 9.8, 9.329411764705883)"
05-01-2023 14:24:34.572923,"(4.0, 5.4, 4.657142857142857)","(5.0, 6.6, 5.685714285714286)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.371428571428571)","(5.5, 11.0, 10.222222222222221)","(4.0, 5.9, 5.375)","(7.5, 9.8, 9.64)"
05-01-2023 14:24:35.663546,"(4.0, 5.4, 5.023529411764706)","(5.0, 6.6, 5.177777777777778)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.363636363636363)","(5.5, 11.0, 10.22857142857143)","(4.0, 5.9, 5.5470588235294125)","(7.5, 10.0, 9.329411764705883)"
05-01-2023 14:24:36.686763,"(4.0, 5.3, 4.8999999999999995)","(5.0, 6.6, 5.838095238095238)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.363636363636363)","(5.5, 11.0, 10.22857142857143)","(4.0, 5.9, 5.5470588235294125)","(7.5, 9.8, 9.16)"
05-01-2023 14:24:37.733317,"(4.0, 5.3, 4.8999999999999995)","(5.0, 6.6, 5.838095238095238)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.363636363636363)","(5.5, 11.0, 10.22857142857143)","(4.0, 5.9, 5.5470588235294125)","(7.5, 9.8, 9.16)"
05-01-2023 14:24:38.846689,"(4.0, 5.3, 4.8999999999999995)","(5.0, 6.6, 5.838095238095238)","(20.0, 65.0, 34.23809523809524)","(4.2, 5.8, 5.363636363636363)","(5.5, 11.0, 10.22857142857143)","(4.0, 5.9, 5.5470588235294125)","(7.5, 9.8, 9.16)"
05-01-2023 14:24:39.965691,"(4.0, 5.3, 4.8999999999999995)","(5.0, 6.6, 5.838095238095238)","(20.0, 65.0, 36.91304347826087)","(4.2, 5.8, 5.363636363636363)","(5.5, 11.0, 10.22857142857143)","(4.0, 5.9, 5.5470588235294125)","(7.5, 9.8, 9.16)"
05-01-2023 14:24:41.142307,"(4.0, 5.3, 4.8999999999999995)","(5.0, 6.6, 5.838095238095238)","(20.0, 65.0, 36.91304347826087)","(4.2, 5.8, 5.363636363636363)","(5.5, 11.0, 10.22857142857143)","(4.0, 5.9, 5.5470588235294125)","(7.5, 9.8, 9.16)"
05-01-2023 14:24:42.293303,"(4.0, 5.3, 4.561538461538461)","(5.0, 6.6, 5.838095238095238)","(20.0, 65.0, 36.91304347826087)","(4.2, 5.8, 5.4625)","(5.5, 11.0, 10.115384615384615)","(4.0, 5.9, 5.7125)","(7.5, 9.8, 9.072727272727272)"
05-01-2023 14:24:43.388784,"(4.0, 5.1, 4.21111111111111)","(5.0, 6.6, 5.838095238095238)","(20.0, 65.0, 36.91304347826087)","(4.2, 5.8, 5.4625)","(5.5, 11.5, 10.744444444444445)","(4.0, 5.9, 5.7125)","(7.5, 9.8, 9.072727272727272)"
05-01-2023 14:24:44.410500,"(4.0, 5.1, 4.495)","(5.0, 6.6, 5.894117647058823)","(20.0, 65.0, 36.91304347826087)","(4.2, 5.8, 5.4625)","(5.5, 11.5, 10.744444444444445)","(4.0, 5.9, 5.7125)","(7.5, 9.8, 9.072727272727272)"
05-01-2023 14:24:45.507579,"(4.0, 5.1, 4.495)","(5.0, 6.6, 5.894117647058823)","(20.0, 65.0, 36.91304347826087)","(4.2, 5.8, 5.4625)","(5.5, 11.5, 10.593333333333334)","(4.0, 5.9, 5.7125)","(7.5, 9.8, 9.072727272727272)"
05-01-2023 14:24:46.568727,"(4.0, 5.1, 4.495)","(5.0, 6.6, 5.894117647058823)","(20.0, 65.0, 36.91304347826087)","(4.2, 5.8, 5.4625)","(5.5, 11.5, 10.593333333333334)","(4.0, 5.9, 5.7125)","(7.5, 9.8, 9.072727272727272)"
05-01-2023 14:24:47.654197,"(4.0, 5.1, 4.495)","(5.0, 6.6, 5.894117647058823)","(20.0, 65.0, 36.91304347826087)","(4.2, 5.8, 5.4625)","(5.5, 11.5, 10.593333333333334)","(4.0, 5.9, 5.7125)","(7.5, 9.8, 9.072727272727272)"
05-01-2023 14:24:48.740283,"(4.0, 5.1, 4.495)","(5.0, 6.6, 5.894117647058823)","(20.0, 65.0, 36.91304347826087)","(4.2, 5.8, 5.4625)","(5.5, 11.5, 11.4)","(4.0, 5.9, 5.7125)","(7.5, 9.8, 9.181818181818182)"
