,Rubys And Pearls,Latrell Bar Cool,Identity Thief,Cosmic Tom Tom,Maywyns Nifty,Sirius Kyle,Sirius Keith,Magic Madness
16-12-2022 14:49:05.385275,"(4.2, 4.9, 4.875)","(3.5, 4.9, 4.492857142857143)","(6.0, 8.0, 6.65)","(6.5, 9.8, 9.433333333333334)","(5.5, 10.0, 9.925)","(7.0, 19.0, 15.666666666666668)","(7.0, 17.5, 16.666666666666668)","(31.0, 140.0, 53.6)"
16-12-2022 14:49:06.559209,"(4.2, 4.9, 4.842857142857143)","(3.5, 4.9, 4.492857142857143)","(6.0, 8.0, 7.4)","(6.5, 9.8, 9.433333333333334)","(5.5, 10.0, 9.925)","(7.0, 19.0, 15.666666666666668)","(7.0, 17.5, 16.666666666666668)","(31.0, 140.0, 53.6)"
16-12-2022 14:49:07.738579,"(4.2, 4.9, 4.842857142857143)","(3.5, 4.9, 4.675000000000001)","(6.0, 8.0, 7.475)","(6.5, 9.8, 9.433333333333334)","(5.5, 10.0, 9.833333333333334)","(7.0, 19.0, 15.666666666666668)","(7.0, 17.5, 16.666666666666668)","(31.0, 140.0, 53.6)"
16-12-2022 14:49:08.914257,"(4.2, 4.9, 4.842857142857143)","(3.5, 4.9, 4.675000000000001)","(6.0, 8.0, 7.475)","(6.5, 9.0, 7.9411764705882355)","(5.5, 10.0, 9.833333333333334)","(7.0, 19.0, 16.846153846153847)","(7.0, 17.5, 16.666666666666668)","(31.0, 140.0, 53.6)"
16-12-2022 14:49:10.119988,"(4.2, 4.9, 4.875)","(3.5, 4.9, 4.675000000000001)","(6.0, 8.0, 7.475)","(6.5, 9.0, 8.366666666666667)","(5.5, 11.5, 9.625)","(7.0, 19.0, 16.846153846153847)","(7.0, 17.5, 16.666666666666668)","(31.0, 140.0, 53.6)"
16-12-2022 14:49:11.228320,"(4.2, 4.9, 4.842857142857143)","(3.5, 4.9, 4.514285714285714)","(6.0, 8.0, 7.55)","(6.5, 9.2, 8.366666666666667)","(5.5, 11.0, 9.625)","(7.0, 19.0, 16.846153846153847)","(7.0, 17.5, 16.666666666666668)","(31.0, 140.0, 53.6)"
16-12-2022 14:49:12.362487,"(4.2, 4.9, 4.842857142857143)","(3.5, 4.9, 4.681818181818182)","(6.0, 8.0, 7.55)","(6.5, 9.0, 7.5)","(5.5, 11.0, 9.90909090909091)","(7.0, 19.0, 16.846153846153847)","(7.0, 17.5, 16.666666666666668)","(31.0, 140.0, 53.6)"
16-12-2022 14:49:13.482743,"(4.2, 4.9, 4.842857142857143)","(3.5, 4.9, 4.681818181818182)","(6.0, 8.0, 7.55)","(6.5, 9.0, 8.718181818181819)","(5.5, 11.0, 10.1)","(7.0, 19.0, 16.846153846153847)","(7.0, 17.5, 16.666666666666668)","(31.0, 140.0, 53.6)"
16-12-2022 14:49:14.661574,"(4.2, 4.9, 4.875)","(3.5, 4.9, 4.681818181818182)","(6.0, 8.0, 7.475)","(6.5, 9.0, 9.15)","(5.5, 11.0, 9.476923076923077)","(7.0, 19.0, 15.666666666666668)","(7.0, 17.5, 16.666666666666668)","(31.0, 140.0, 53.6)"
16-12-2022 14:49:15.951399,"(4.2, 4.9, 4.875)","(3.5, 4.9, 4.5)","(6.0, 8.0, 7.55)","(6.5, 9.8, 8.936363636363637)","(5.5, 11.0, 10.228571428571428)","(7.0, 19.0, 15.666666666666668)","(7.0, 17.5, 16.666666666666668)","(31.0, 140.0, 53.6)"
16-12-2022 14:49:17.173075,"(4.2, 4.9, 4.842857142857143)","(3.5, 4.9, 4.5)","(6.0, 8.0, 7.55)","(6.5, 9.8, 8.936363636363637)","(5.5, 11.0, 10.228571428571428)","(7.0, 19.0, 15.666666666666668)","(7.0, 17.5, 16.666666666666668)","(31.0, 140.0, 53.6)"
16-12-2022 14:49:18.491710,"(4.2, 4.9, 4.842857142857143)","(3.5, 4.9, 4.709090909090909)","(6.0, 8.0, 7.55)","(6.5, 9.8, 8.936363636363637)","(5.5, 11.0, 9.92)","(7.0, 19.0, 15.666666666666668)","(7.0, 17.5, 16.666666666666668)","(31.0, 140.0, 53.6)"
16-12-2022 14:49:19.722447,"(4.2, 4.9, 4.842857142857143)","(3.5, 4.9, 4.709090909090909)","(6.0, 8.0, 7.55)","(6.5, 9.8, 9.23)","(5.5, 11.0, 9.92)","(7.0, 19.0, 15.666666666666668)","(7.0, 17.5, 16.666666666666668)","(31.0, 140.0, 53.6)"
16-12-2022 14:49:20.961987,"(4.2, 4.9, 4.875)","(3.5, 4.9, 4.41)","(6.0, 8.0, 7.3)","(6.5, 9.8, 9.4)","(5.5, 11.0, 10.0)","(7.0, 19.0, 15.666666666666668)","(7.0, 17.5, 16.666666666666668)","(31.0, 140.0, 53.6)"
16-12-2022 14:49:22.205169,"(4.2, 4.9, 4.783333333333333)","(3.5, 4.9, 4.41)","(6.0, 8.0, 7.152941176470588)","(6.5, 9.6, 9.06)","(5.5, 11.0, 10.28)","(7.0, 19.0, 15.555555555555555)","(7.0, 17.5, 16.666666666666668)","(31.0, 140.0, 53.6)"
16-12-2022 14:49:23.342152,"(4.2, 4.9, 4.783333333333333)","(3.5, 4.9, 4.55)","(6.0, 8.0, 7.152941176470588)","(6.5, 9.6, 9.116666666666667)","(5.5, 11.0, 10.28)","(7.0, 20.0, 15.0)","(7.0, 17.5, 16.666666666666668)","(31.0, 140.0, 53.6)"
16-12-2022 14:49:24.633349,"(4.2, 4.9, 4.7625)","(3.5, 4.9, 4.55)","(6.0, 8.0, 6.338461538461539)","(6.5, 9.4, 8.882758620689655)","(5.5, 11.0, 10.314285714285713)","(7.0, 20.0, 16.266666666666666)","(7.0, 17.5, 16.666666666666668)","(31.0, 140.0, 53.6)"
16-12-2022 14:49:25.937293,"(4.2, 4.9, 4.8)","(3.5, 4.9, 4.55)","(6.0, 8.0, 6.729411764705882)","(6.5, 9.8, 8.473684210526317)","(5.5, 11.0, 10.424)","(7.0, 20.0, 16.266666666666666)","(7.0, 17.5, 14.583333333333334)","(31.0, 140.0, 62.90909090909091)"
16-12-2022 14:49:27.406508,"(4.2, 4.9, 4.783333333333333)","(3.5, 4.9, 4.573333333333333)","(6.0, 8.0, 6.870588235294118)","(6.5, 9.8, 8.600000000000001)","(5.5, 11.0, 10.424)","(6.5, 20.0, 16.266666666666666)","(7.0, 17.5, 14.423076923076923)","(31.0, 140.0, 83.46666666666667)"
16-12-2022 14:49:28.650316,"(4.2, 4.9, 4.783333333333333)","(3.5, 4.9, 4.573333333333333)","(6.0, 8.0, 6.870588235294118)","(6.5, 9.8, 7.50909090909091)","(5.5, 11.0, 10.6625)","(6.5, 20.0, 16.266666666666666)","(7.0, 17.5, 14.423076923076923)","(31.0, 140.0, 83.46666666666667)"
16-12-2022 14:49:29.844793,"(4.2, 4.9, 4.7625)","(3.5, 4.9, 4.55)","(6.0, 8.0, 6.338461538461539)","(6.5, 9.8, 7.50909090909091)","(5.5, 11.0, 10.475)","(6.5, 20.0, 16.266666666666666)","(7.0, 17.5, 13.970588235294118)","(31.0, 140.0, 83.46666666666667)"
16-12-2022 14:49:31.062126,"(4.2, 4.9, 4.827586206896552)","(3.5, 4.9, 4.55)","(6.0, 8.0, 6.870588235294118)","(6.5, 9.8, 8.066666666666666)","(5.5, 11.0, 10.475)","(6.5, 20.0, 17.0)","(7.0, 17.5, 14.868421052631579)","(31.0, 140.0, 83.46666666666667)"
16-12-2022 14:49:32.377639,"(4.2, 4.9, 4.783333333333333)","(3.5, 4.9, 4.573333333333333)","(6.0, 8.0, 6.870588235294118)","(6.5, 9.0, 8.2)","(5.5, 11.0, 10.475)","(6.5, 20.0, 17.0)","(7.0, 17.0, 15.5)","(31.0, 140.0, 83.46666666666667)"
16-12-2022 14:49:33.710610,"(4.2, 4.9, 4.783333333333333)","(3.5, 4.9, 4.55)","(6.0, 8.0, 6.870588235294118)","(6.5, 9.2, 8.085714285714285)","(5.5, 11.0, 10.58)","(7.0, 20.0, 16.291666666666668)","(7.5, 18.0, 13.67741935483871)","(31.0, 140.0, 94.52631578947368)"
16-12-2022 14:49:35.037510,"(4.2, 4.9, 4.7625)","(3.5, 4.9, 4.55)","(6.0, 8.0, 6.338461538461539)","(6.5, 8.4, 8.085714285714285)","(5.5, 11.0, 10.58)","(7.0, 19.5, 16.64814814814815)","(7.5, 19.0, 16.392857142857142)","(31.0, 140.0, 86.0)"
16-12-2022 14:49:36.491260,"(4.2, 4.9, 4.8)","(3.5, 4.9, 4.62)","(6.0, 8.0, 6.870588235294118)","(6.5, 8.4, 8.085714285714285)","(5.5, 11.0, 10.58)","(7.0, 19.5, 16.64814814814815)","(7.5, 18.0, 16.392857142857142)","(31.0, 140.0, 74.76923076923077)"
16-12-2022 14:49:37.819266,"(4.2, 4.9, 4.7625)","(3.5, 4.9, 4.573333333333333)","(6.0, 8.0, 6.870588235294118)","(6.5, 8.4, 8.085714285714285)","(5.5, 11.0, 10.58)","(7.0, 19.5, 14.833333333333334)","(7.5, 18.0, 16.392857142857142)","(31.0, 140.0, 74.76923076923077)"
16-12-2022 14:49:39.328098,"(4.2, 4.9, 4.7625)","(3.5, 4.9, 4.573333333333333)","(6.0, 8.0, 6.870588235294118)","(6.5, 8.4, 8.066666666666666)","(5.5, 11.0, 10.58)","(7.0, 19.5, 15.026315789473685)","(7.5, 18.0, 16.392857142857142)","(31.0, 140.0, 74.76923076923077)"
16-12-2022 14:49:40.632923,"(4.2, 4.9, 4.7625)","(3.5, 4.9, 4.55)","(6.0, 8.0, 6.870588235294118)","(6.5, 8.4, 7.694117647058824)","(5.5, 11.0, 10.58)","(7.0, 19.5, 15.928571428571429)","(7.5, 18.0, 16.392857142857142)","(31.0, 140.0, 74.76923076923077)"
16-12-2022 14:49:41.914559,"(4.2, 4.9, 4.8)","(3.5, 4.9, 4.573333333333333)","(6.0, 8.0, 6.870588235294118)","(6.5, 8.6, 7.694117647058824)","(5.5, 11.0, 10.58)","(7.0, 19.5, 15.928571428571429)","(7.5, 18.0, 16.392857142857142)","(31.0, 140.0, 74.76923076923077)"
16-12-2022 14:49:43.268159,"(4.2, 4.9, 4.7625)","(3.5, 4.9, 4.573333333333333)","(6.0, 8.0, 6.870588235294118)","(6.5, 8.6, 8.16470588235294)","(5.5, 11.0, 10.58)","(7.0, 19.5, 15.928571428571429)","(7.5, 18.0, 16.392857142857142)","(31.0, 140.0, 74.76923076923077)"
16-12-2022 14:49:44.811924,"(4.2, 4.9, 4.7625)","(3.5, 4.9, 4.55)","(6.0, 8.0, 6.523076923076923)","(6.5, 8.4, 7.9)","(5.5, 11.0, 10.58)","(7.0, 19.5, 16.86842105263158)","(7.5, 18.0, 16.392857142857142)","(31.0, 140.0, 74.76923076923077)"
16-12-2022 14:49:46.303694,"(4.2, 4.9, 4.8)","(3.5, 4.9, 4.55)","(6.0, 8.0, 6.870588235294118)","(6.5, 8.6, 7.828571428571429)","(5.5, 11.0, 10.58)","(7.0, 19.5, 16.86842105263158)","(7.5, 18.0, 16.81578947368421)","(31.0, 140.0, 74.76923076923077)"
16-12-2022 14:49:47.713767,"(4.2, 4.9, 4.7625)","(3.5, 4.9, 4.55)","(6.0, 8.0, 6.870588235294118)","(6.5, 8.4, 7.316666666666666)","(5.5, 11.0, 10.58)","(7.0, 19.5, 16.86842105263158)","(7.5, 18.0, 16.81578947368421)","(31.0, 140.0, 74.76923076923077)"
16-12-2022 14:49:49.032158,"(4.2, 4.9, 4.7625)","(3.5, 4.9, 4.573333333333333)","(6.0, 8.0, 6.870588235294118)","(6.5, 8.6, 7.316666666666666)","(5.5, 11.0, 10.58)","(7.0, 19.5, 16.86842105263158)","(7.5, 18.0, 16.81578947368421)","(31.0, 140.0, 74.76923076923077)"
16-12-2022 14:49:50.354364,"(4.2, 4.9, 4.7625)","(3.5, 4.9, 4.6375)","(6.0, 8.0, 6.85)","(6.0, 8.4, 8.84)","(6.0, 11.0, 10.3)","(7.5, 19.5, 16.852941176470587)","(7.5, 18.0, 16.75)","(31.0, 140.0, 69.33333333333334)"
16-12-2022 14:49:51.673667,"(4.2, 4.9, 4.35)","(3.5, 4.9, 4.59375)","(6.0, 7.8, 6.111111111111112)","(6.0, 9.4, 8.76842105263158)","(6.0, 11.0, 10.475)","(7.5, 19.5, 15.409090909090908)","(7.5, 18.0, 16.0)","(31.0, 140.0, 44.0)"
16-12-2022 14:49:52.959057,"(4.2, 4.9, 4.663157894736842)","(3.5, 4.9, 4.59375)","(6.0, 7.8, 7.0)","(6.0, 9.4, 8.76842105263158)","(6.0, 11.0, 10.475)","(7.5, 19.5, 15.8)","(7.5, 18.0, 16.0)","(31.0, 140.0, 83.0)"
16-12-2022 14:49:54.146768,"(4.2, 4.9, 4.663157894736842)","(3.5, 4.9, 4.59375)","(6.0, 7.6, 7.454545454545454)","(6.0, 9.2, 9.077777777777778)","(6.0, 11.0, 10.475)","(7.5, 19.0, 15.8)","(7.5, 18.0, 16.0)","(31.0, 130.0, 83.0)"
16-12-2022 14:49:55.453438,"(4.2, 4.9, 4.663157894736842)","(3.5, 4.9, 4.666666666666667)","(6.0, 7.6, 6.9411764705882355)","(6.0, 9.2, 9.033333333333333)","(6.0, 11.0, 10.475)","(7.5, 19.0, 16.666666666666668)","(7.5, 18.0, 16.2)","(31.0, 130.0, 83.0)"
16-12-2022 14:49:57.135299,"(4.2, 4.9, 4.627272727272727)","(3.5, 4.9, 4.666666666666667)","(6.0, 7.4, 6.445454545454545)","(6.0, 9.2, 9.033333333333333)","(6.0, 11.0, 10.6)","(7.5, 19.0, 17.8)","(7.5, 18.0, 16.357142857142858)","(31.0, 130.0, 83.0)"
16-12-2022 14:49:58.609917,"(4.2, 4.9, 4.54)","(3.5, 4.8, 4.514285714285714)","(6.0, 7.2, 6.311111111111111)","(6.0, 9.2, 9.033333333333333)","(6.0, 10.5, 9.9375)","(7.5, 18.5, 17.0)","(7.5, 17.5, 15.605263157894736)","(31.0, 130.0, 83.0)"
16-12-2022 14:50:00.001855,"(4.2, 4.9, 4.54)","(3.5, 4.8, 4.514285714285714)","(6.0, 7.2, 6.133333333333334)","(6.0, 9.2, 9.033333333333333)","(6.0, 10.5, 9.9375)","(7.5, 18.5, 17.0)","(7.5, 17.5, 15.605263157894736)","(31.0, 130.0, 83.0)"
16-12-2022 14:50:01.527489,"(4.2, 4.9, 4.54)","(3.5, 4.8, 4.728888888888889)","(6.0, 7.2, 6.133333333333334)","(6.0, 9.2, 7.800000000000001)","(6.0, 10.5, 9.9375)","(7.5, 18.5, 17.0)","(7.5, 17.5, 15.605263157894736)","(31.0, 130.0, 83.0)"
16-12-2022 14:50:02.932964,"(4.2, 4.9, 4.525)","(3.5, 4.8, 4.728888888888889)","(6.0, 7.2, 6.085714285714285)","(6.0, 8.4, 7.800000000000001)","(6.0, 10.5, 9.9375)","(7.5, 18.5, 17.0)","(7.5, 17.5, 15.605263157894736)","(31.0, 130.0, 83.0)"
16-12-2022 14:50:04.313648,"(4.2, 4.9, 4.6)","(3.5, 4.8, 4.728888888888889)","(6.0, 7.2, 6.12)","(6.0, 8.4, 7.976470588235294)","(6.0, 10.5, 9.9375)","(7.5, 18.5, 17.66)","(7.5, 17.5, 15.605263157894736)","(31.0, 130.0, 83.0)"
16-12-2022 14:50:05.668842,"(4.2, 4.9, 4.6)","(3.5, 4.8, 4.7441860465116275)","(6.0, 7.0, 6.3125)","(6.0, 8.4, 7.976470588235294)","(6.0, 10.5, 10.05)","(7.5, 18.5, 17.66)","(7.5, 17.5, 15.605263157894736)","(31.0, 130.0, 83.0)"
16-12-2022 14:50:07.005993,"(4.2, 4.9, 4.508695652173913)","(3.5, 4.8, 4.7441860465116275)","(6.0, 7.0, 6.3125)","(6.0, 8.4, 7.976470588235294)","(6.0, 10.5, 10.05)","(7.5, 18.5, 17.66)","(7.5, 17.5, 15.605263157894736)","(31.0, 130.0, 44.0)"
16-12-2022 14:50:08.363464,"(4.2, 4.9, 4.508695652173913)","(3.5, 4.8, 4.7441860465116275)","(6.0, 7.0, 6.223529411764706)","(6.0, 8.4, 7.976470588235294)","(6.0, 10.5, 10.05)","(7.5, 18.5, 17.586956521739133)","(7.5, 17.5, 15.605263157894736)","(31.0, 140.0, 60.5)"
16-12-2022 14:50:09.732659,"(4.2, 4.9, 4.508695652173913)","(3.5, 4.8, 4.7441860465116275)","(6.0, 7.0, 6.114285714285715)","(6.0, 8.4, 9.798967297762479)","(6.0, 10.5, 9.714285714285715)","(7.5, 18.5, 16.90625)","(7.5, 17.5, 15.363636363636363)","(31.0, 140.0, 106.5)"
16-12-2022 14:50:11.275222,"(4.2, 4.5, 4.38)","(3.5, 4.7, 4.633333333333334)","(6.0, 6.2, 6.3375)","(6.0, 9.8, 9.995883361921098)","(6.0, 9.8, 9.16923076923077)","(7.5, 17.0, 17.642857142857142)","(7.5, 15.5, 15.842105263157894)","(31.0, 130.0, 56.8)"
16-12-2022 14:50:12.725700,"(4.2, 4.5, 4.336363636363637)","(3.5, 4.8, 4.65)","(6.0, 6.6, 6.3375)","(6.5, 10.0, 9.995897435897437)","(6.0, 10.0, 9.16923076923077)","(7.0, 18.5, 17.642857142857142)","(7.5, 17.5, 15.842105263157894)","(31.0, 140.0, 56.8)"
16-12-2022 14:50:14.412120,"(4.2, 4.5, 4.336363636363637)","(3.5, 4.8, 4.65)","(6.0, 6.6, 6.0)","(6.5, 10.0, 9.995897435897437)","(6.0, 10.0, 9.4)","(7.0, 18.5, 17.919354838709676)","(7.5, 17.5, 16.1875)","(31.0, 140.0, 76.4)"
16-12-2022 14:50:16.086252,"(4.2, 4.6, 4.35)","(3.5, 4.8, 4.6125)","(6.0, 6.6, 6.3)","(6.5, 10.0, 9.995897435897437)","(6.0, 10.0, 9.368421052631579)","(7.5, 18.5, 17.919354838709676)","(7.5, 17.5, 15.1)","(31.0, 140.0, 116.57142857142857)"
16-12-2022 14:50:17.888113,"(4.2, 4.5, 4.35)","(3.5, 4.8, 4.6125)","(6.0, 6.6, 6.3)","(6.5, 10.0, 9.995862068965517)","(6.0, 10.0, 9.368421052631579)","(7.5, 18.5, 17.919354838709676)","(7.5, 17.5, 15.1)","(31.0, 130.0, 116.57142857142857)"
16-12-2022 14:50:19.314905,"(4.2, 4.5, 4.35)","(3.5, 4.8, 4.6125)","(6.0, 6.6, 6.05)","(6.5, 10.0, 9.995862068965517)","(6.0, 10.0, 9.435294117647059)","(7.5, 18.5, 17.919354838709676)","(7.5, 17.5, 15.1)","(31.0, 130.0, 78.0)"
16-12-2022 14:50:20.720858,"(4.2, 4.7, 4.427272727272728)","(3.5, 4.7, 4.672727272727273)","(6.0, 6.8, 6.05)","(6.5, 10.0, 9.995862068965517)","(6.0, 10.0, 9.4)","(7.5, 18.5, 17.818181818181817)","(7.5, 17.5, 16.3)","(31.0, 120.0, 56.92307692307692)"
16-12-2022 14:50:22.139628,"(4.2, 4.6, 4.530769230769231)","(3.5, 4.7, 4.557894736842106)","(6.0, 6.8, 5.925)","(6.5, 10.0, 9.995862068965517)","(6.0, 9.8, 9.3)","(7.5, 18.5, 17.666666666666668)","(7.5, 17.5, 16.5)","(31.0, 120.0, 56.92307692307692)"
16-12-2022 14:50:23.587665,"(4.2, 4.5, 4.245454545454545)","(3.5, 4.6, 4.495238095238095)","(6.0, 6.6, 6.133333333333333)","(6.5, 10.0, 9.991695501730105)","(6.0, 9.6, 9.3)","(7.5, 18.5, 17.666666666666668)","(7.5, 17.0, 16.23913043478261)","(31.0, 120.0, 56.92307692307692)"
16-12-2022 14:50:25.004023,"(4.2, 4.5, 4.209090909090909)","(3.5, 4.5, 4.383333333333333)","(6.0, 6.4, 6.030769230769231)","(6.5, 11.0, 10.981314878892734)","(6.0, 9.6, 9.225)","(7.5, 18.5, 17.666666666666668)","(7.5, 17.0, 16.46969696969697)","(31.0, 120.0, 56.92307692307692)"
16-12-2022 14:50:26.465557,"(4.2, 4.5, 4.18)","(3.5, 4.5, 4.383333333333333)","(6.0, 6.4, 6.030769230769231)","(6.5, 11.0, 10.138461538461538)","(6.0, 9.6, 9.225)","(7.5, 18.5, 17.785714285714285)","(7.5, 17.0, 15.727272727272727)","(31.0, 120.0, 74.44444444444444)"
16-12-2022 14:50:27.981869,"(4.2, 4.5, 4.16)","(3.5, 4.5, 4.383333333333333)","(6.0, 6.4, 6.030769230769231)","(6.5, 11.0, 10.138461538461538)","(6.0, 9.6, 9.225)","(7.5, 18.5, 17.785714285714285)","(7.5, 17.0, 15.727272727272727)","(31.0, 120.0, 74.44444444444444)"
16-12-2022 14:50:29.367969,"(4.2, 4.5, 4.18)","(3.5, 4.5, 4.36)","(6.0, 6.4, 6.030769230769231)","(6.5, 11.0, 10.138461538461538)","(6.0, 9.6, 9.225)","(7.5, 18.5, 17.785714285714285)","(7.5, 17.0, 15.727272727272727)","(31.0, 120.0, 85.83333333333333)"
16-12-2022 14:50:30.708374,"(4.2, 4.5, 4.18)","(3.5, 4.5, 4.36)","(6.0, 6.4, 6.030769230769231)","(6.5, 11.0, 10.138461538461538)","(6.0, 9.6, 9.225)","(7.5, 18.5, 17.785714285714285)","(7.5, 17.0, 15.727272727272727)","(31.0, 120.0, 85.83333333333333)"
16-12-2022 14:50:32.225214,"(4.2, 4.5, 4.18)","(3.5, 4.5, 4.36)","(6.0, 6.4, 6.030769230769231)","(6.5, 11.0, 10.138461538461538)","(6.0, 9.6, 9.225)","(7.5, 18.5, 17.785714285714285)","(7.5, 17.0, 15.727272727272727)","(31.0, 120.0, 85.83333333333333)"
16-12-2022 14:50:33.831002,"(4.2, 4.5, 4.168965517241379)","(3.5, 4.5, 4.370588235294117)","(6.0, 6.4, 6.133333333333334)","(6.5, 11.0, 10.513043478260869)","(6.0, 9.6, 9.225)","(7.5, 18.5, 17.785714285714285)","(7.5, 17.0, 15.727272727272727)","(31.0, 100.0, 55.0)"
16-12-2022 14:50:37.572687,"(4.2, 4.5, 4.168965517241379)","(3.5, 4.5, 4.4)","(6.0, 6.4, 6.085714285714285)","(6.5, 11.0, 10.48421052631579)","(6.0, 9.6, 9.225)","(7.5, 18.5, 17.785714285714285)","(7.5, 17.0, 15.727272727272727)","(31.0, 100.0, 55.0)"
16-12-2022 14:50:39.269622,"(4.2, 4.4, 4.1187499999999995)","(3.5, 4.5, 4.4222222222222225)","(6.0, 6.2, 6.085714285714285)","(6.5, 11.0, 10.55)","(6.0, 9.6, 8.5)","(7.5, 18.5, 17.810344827586206)","(7.5, 17.0, 15.727272727272727)","(31.0, 100.0, 74.28571428571428)"
16-12-2022 14:50:40.802798,"(4.2, 4.4, 4.1187499999999995)","(3.5, 4.5, 4.4222222222222225)","(6.0, 6.2, 6.085714285714285)","(6.5, 11.0, 10.55)","(6.0, 8.8, 8.246153846153847)","(7.5, 18.5, 17.85483870967742)","(7.5, 17.0, 16.0)","(31.0, 100.0, 74.28571428571428)"
16-12-2022 14:50:42.323873,"(4.2, 4.3, 4.1125)","(3.5, 4.5, 4.4222222222222225)","(6.0, 6.2, 6.04)","(6.5, 11.0, 10.55)","(6.0, 8.8, 8.213333333333333)","(7.5, 18.5, 17.85483870967742)","(7.5, 17.0, 16.0)","(31.0, 100.0, 58.0)"
16-12-2022 14:50:43.775733,"(4.2, 4.3, 4.1125)","(3.5, 4.5, 4.3933333333333335)","(6.0, 6.4, 6.066666666666666)","(6.5, 11.0, 10.466666666666667)","(6.0, 8.8, 8.311111111111112)","(7.5, 18.5, 17.5625)","(7.5, 17.0, 16.0)","(31.0, 100.0, 68.5)"
16-12-2022 14:50:47.349202,"(4.2, 4.3, 4.110526315789473)","(3.5, 4.5, 4.3933333333333335)","(6.0, 6.2, 6.010526315789473)","(6.5, 11.0, 10.466666666666667)","(6.0, 8.8, 8.311111111111112)","(7.5, 18.5, 17.692307692307693)","(7.5, 17.0, 16.0)","(31.0, 90.0, 79.77777777777777)"
16-12-2022 14:50:48.939428,"(4.2, 4.3, 4.108333333333333)","(3.5, 4.5, 4.275)","(6.0, 6.2, 5.937931034482759)","(6.5, 11.0, 10.526315789473685)","(6.0, 8.8, 8.222222222222223)","(7.5, 18.5, 17.9)","(7.5, 17.0, 16.346153846153847)","(31.0, 90.0, 68.0)"
16-12-2022 14:50:50.878593,"(4.2, 4.3, 4.108333333333333)","(3.5, 4.4, 4.233333333333333)","(6.0, 6.2, 5.96)","(6.5, 11.0, 10.735294117647058)","(6.0, 8.8, 8.290909090909091)","(7.5, 18.5, 18.5)","(7.5, 17.5, 16.346153846153847)","(31.0, 90.0, 68.0)"
16-12-2022 14:50:52.690963,"(4.2, 4.3, 4.108333333333333)","(3.5, 4.3, 4.233333333333333)","(6.0, 6.2, 5.9)","(6.5, 11.0, 10.727272727272727)","(6.0, 8.8, 8.433333333333334)","(7.5, 19.0, 18.5)","(7.5, 17.5, 16.346153846153847)","(31.0, 90.0, 68.0)"
16-12-2022 14:50:55.295798,"(4.2, 4.2, 4.094736842105263)","(3.5, 4.3, 4.190476190476191)","(6.0, 6.2, 5.9)","(6.5, 11.0, 10.727272727272727)","(6.0, 8.8, 8.4)","(7.5, 19.0, 18.5)","(7.5, 17.5, 16.346153846153847)","(31.0, 90.0, 68.0)"
16-12-2022 14:50:57.771379,"(4.2, 4.2, 4.062068965517241)","(3.6, 4.4, 4.25)","(5.5, 6.2, 5.9)","(7.0, 11.0, 10.630434782608695)","(6.0, 8.8, 8.52)","(8.0, 19.0, 18.5)","(8.5, 17.5, 16.52777777777778)","(31.0, 85.0, 72.46428571428571)"
16-12-2022 14:50:59.153924,"(4.2, 4.2, 4.062068965517241)","(3.6, 4.3, 4.166666666666666)","(5.5, 6.2, 5.8769230769230765)","(7.0, 11.0, 10.527777777777779)","(6.0, 8.8, 8.426666666666668)","(8.0, 19.0, 18.71875)","(8.5, 17.5, 16.1875)","(31.0, 85.0, 65.41176470588235)"
16-12-2022 14:51:00.541609,"(4.2, 4.2, 4.085714285714285)","(3.6, 4.3, 4.166666666666666)","(5.5, 6.0, 5.822222222222222)","(7.0, 11.0, 10.527777777777779)","(6.0, 8.8, 8.4625)","(8.0, 19.0, 18.71875)","(8.5, 17.5, 16.6)","(31.0, 85.0, 65.41176470588235)"
16-12-2022 14:51:01.964532,"(4.2, 4.2, 4.085714285714285)","(3.6, 4.3, 4.11578947368421)","(5.5, 6.0, 5.9314285714285715)","(7.0, 11.0, 10.527777777777779)","(6.0, 8.8, 8.433333333333334)","(8.0, 19.0, 18.71875)","(8.5, 17.0, 16.6)","(31.0, 85.0, 66.5)"
16-12-2022 14:51:03.447609,"(4.2, 4.2, 4.073684210526316)","(3.6, 4.4, 4.1187499999999995)","(5.5, 6.0, 5.9025)","(7.0, 11.0, 10.404255319148936)","(6.0, 8.8, 8.433333333333334)","(8.0, 19.0, 18.71875)","(8.5, 17.0, 16.6)","(31.0, 85.0, 66.5)"
16-12-2022 14:51:05.096885,"(4.2, 4.2, 4.073684210526316)","(3.6, 4.4, 4.1187499999999995)","(5.5, 6.0, 5.88)","(7.0, 11.0, 10.404255319148936)","(6.0, 8.8, 8.433333333333334)","(8.0, 19.0, 18.71875)","(8.5, 17.0, 16.684210526315788)","(31.0, 85.0, 70.9047619047619)"
16-12-2022 14:51:06.458954,"(4.2, 4.2, 4.073684210526316)","(3.6, 4.4, 4.166666666666666)","(5.5, 6.0, 5.85)","(7.0, 11.0, 10.404255319148936)","(6.0, 8.8, 8.433333333333334)","(8.0, 19.0, 20.333333333333332)","(8.5, 17.0, 16.684210526315788)","(31.0, 85.0, 70.9047619047619)"
