,Special Ella,Big Time Yonkers,Homebush Red,Homebush Allison,Goldstar Jericho,Wild Thyme,Homebush Ari,Know Vibes
09-01-2023 11:40:18.259273,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.04615384615384)","(10.0, 36.0, 33.892307692307696)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 22.0375)","(12.0, 44.0, 40.599999999999994)","(19.0, 180.0, 89.72222222222223)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:19.330832,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.04615384615384)","(10.0, 36.0, 33.892307692307696)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 22.0375)","(12.0, 44.0, 40.599999999999994)","(19.0, 180.0, 89.72222222222223)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:20.443584,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.04615384615384)","(10.0, 36.0, 33.892307692307696)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 22.0375)","(12.0, 44.0, 40.599999999999994)","(19.0, 180.0, 89.72222222222223)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:21.588957,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.04615384615384)","(10.0, 36.0, 33.892307692307696)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 22.0375)","(12.0, 44.0, 40.599999999999994)","(19.0, 180.0, 89.72222222222223)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:22.714518,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.04615384615384)","(10.0, 36.0, 33.892307692307696)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 22.0375)","(12.0, 44.0, 40.599999999999994)","(19.0, 180.0, 89.72222222222223)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:23.913293,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.04615384615384)","(10.0, 36.0, 33.892307692307696)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 22.0375)","(12.0, 44.0, 40.599999999999994)","(19.0, 180.0, 89.72222222222223)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:25.056671,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.04615384615384)","(10.0, 36.0, 33.892307692307696)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 22.0375)","(12.0, 44.0, 40.599999999999994)","(19.0, 180.0, 89.72222222222223)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:26.208077,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.04615384615384)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:27.359701,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:28.550050,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:29.703405,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:30.857297,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:31.987041,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:33.109251,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:34.226702,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:35.351717,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:36.488353,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:37.640618,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:38.829302,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:40.033829,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:41.222743,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:42.403174,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:43.577567,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:44.784395,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:45.977456,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:47.164421,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:48.331424,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:49.451373,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:50.581970,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:51.619648,"(1.45, 2.32, 2.239733333333333)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:52.615709,"(1.45, 2.32, 2.1591891891891892)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:53.603299,"(1.45, 2.32, 2.1591891891891892)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:54.666910,"(1.45, 2.32, 2.1591891891891892)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:55.730041,"(1.45, 2.32, 2.1591891891891892)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:56.879971,"(1.45, 2.32, 2.1591891891891892)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:57.997366,"(1.45, 2.32, 2.1591891891891892)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:40:59.103296,"(1.45, 2.32, 2.1591891891891892)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:00.287499,"(1.45, 2.32, 2.1591891891891892)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:01.451359,"(1.45, 2.32, 2.1591891891891892)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:02.615606,"(1.45, 2.32, 2.1591891891891892)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.7)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:03.804545,"(1.45, 2.32, 2.1591891891891892)","(10.0, 34.0, 32.07692307692308)","(10.0, 36.0, 33.92307692307693)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.7)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:04.970827,"(1.45, 2.32, 2.1591891891891892)","(10.0, 34.0, 32.07692307692308)","(10.0, 36.0, 33.92307692307693)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.7)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:06.134630,"(1.45, 2.32, 2.1591891891891892)","(10.0, 34.0, 32.07692307692308)","(10.0, 36.0, 33.92307692307693)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.7)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:07.323977,"(1.45, 2.32, 2.1591891891891892)","(10.0, 34.0, 32.07692307692308)","(10.0, 36.0, 33.92307692307693)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.7)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:08.456172,"(1.45, 2.32, 2.1591891891891892)","(10.0, 34.0, 32.07692307692308)","(10.0, 36.0, 33.92307692307693)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.7)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:09.642533,"(1.45, 2.32, 2.1591891891891892)","(10.0, 34.0, 32.07692307692308)","(10.0, 36.0, 33.92307692307693)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.7)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:10.808065,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.07692307692308)","(10.0, 36.0, 33.92307692307693)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.7)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:11.977908,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.07692307692308)","(10.0, 36.0, 33.92307692307693)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.7)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:13.173949,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.07692307692308)","(10.0, 36.0, 33.892307692307696)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.599999999999994)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:14.357117,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.04615384615384)","(10.0, 36.0, 33.892307692307696)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.599999999999994)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:15.525284,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.04615384615384)","(10.0, 36.0, 33.892307692307696)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.599999999999994)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:16.692507,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.04615384615384)","(10.0, 36.0, 33.892307692307696)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.599999999999994)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:17.892232,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.04615384615384)","(10.0, 36.0, 33.892307692307696)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:19.034900,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:20.216462,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:21.360807,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:22.478290,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:23.547552,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:24.586782,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:25.620831,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:26.599938,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:27.651341,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:28.778259,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:29.884526,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:31.087658,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:32.262586,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:33.384349,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:34.545148,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:35.743790,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:36.931652,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:38.183646,"(1.45, 2.32, 2.1714634146341463)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:39.415127,"(1.45, 2.32, 2.2628440366972473)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:40.633845,"(1.45, 2.32, 2.2628440366972473)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:41.860709,"(1.45, 2.32, 2.2628440366972473)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.200000000000003)"
09-01-2023 11:41:43.090300,"(1.45, 2.32, 2.2628440366972473)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.03636363636364)"
09-01-2023 11:41:44.300343,"(1.45, 2.32, 2.16425)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.03636363636364)"
09-01-2023 11:41:45.509094,"(1.45, 2.32, 2.16425)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.03636363636364)"
09-01-2023 11:41:46.756771,"(1.45, 2.32, 2.16425)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.03636363636364)"
09-01-2023 11:41:48.029785,"(1.45, 2.32, 2.16425)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.03636363636364)"
09-01-2023 11:41:49.274069,"(1.45, 2.32, 2.16425)","(10.0, 34.0, 32.06153846153846)","(10.0, 36.0, 33.907692307692315)","(31.0, 330.0, 204.16666666666669)","(8.0, 23.0, 21.914285714285715)","(12.0, 44.0, 40.95454545454545)","(19.0, 180.0, 99.0)","(9.0, 19.0, 18.03636363636364)"
