,Apache Don,Bokarm Pete,Sudden Comfort,Wisdom,Kingsbrae Wilma,Double Happiness,Kingsbrae Kota
12-01-2023 11:43:12.976566,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:13.910232,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:14.893126,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:15.859312,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:16.819003,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:17.836662,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:18.761149,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:19.697199,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:20.687156,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:21.641731,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:22.665836,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:23.694447,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:24.723811,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:25.718205,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:26.644189,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:27.540366,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:28.496957,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:29.583494,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 378.6363636363636)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:30.628650,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 500.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:31.647480,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:32.656522,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.285454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:33.580481,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.336363636363636)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:34.520041,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.471428571428571)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:35.456470,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:36.469601,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:37.447677,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:38.375393,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:39.323025,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:40.235915,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:41.180548,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:42.188738,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:43.242634,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:44.366246,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:45.454308,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:46.441747,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:47.346053,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 130.0, 105.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:48.310214,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:49.364976,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:50.466665,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:51.472154,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:52.433152,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:53.401450,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:54.377944,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:55.368720,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:56.379415,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:57.435043,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:58.517081,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:43:59.512027,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:00.418377,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:01.387365,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:02.348531,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:03.402009,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:04.449758,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:05.540032,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3727272727272726)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:06.618032,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:07.663708,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.3)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:08.651678,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:09.561044,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:10.458281,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:11.428582,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:12.411176,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:13.402641,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:14.401013,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:15.405913,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:16.362442,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:17.295039,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:18.280231,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:19.216954,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:20.246344,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:21.214252,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:22.159304,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 120.0, 109.64705882352942)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:23.081482,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:24.089394,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:25.081707,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:26.169653,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:27.254639,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:28.295257,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 400.0, 227.5)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:29.349662,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 400.0, 261.1538461538462)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:30.329114,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 390.0, 246.42857142857142)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:31.268275,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:32.155038,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:33.100929,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:34.120528,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:35.101910,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:36.115722,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:37.118623,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:38.103638,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.4999999999999996)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:39.050383,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.0963636363636367)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:40.014647,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.0963636363636367)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:41.011454,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.322857142857143)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:42.024626,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.125454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:43.100486,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.125454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
12-01-2023 11:44:44.140244,"(1.9, 2.3, 2.1359999999999997)","(2.4, 4.1, 3.125454545454545)","(5.5, 9.8, 6.2615384615384615)","(31.0, 110.0, 90.5)","(51.0, 380.0, 240.71428571428572)","(13.0, 32.0, 20.4375)","(31.0, 290.0, 83.6)"
