,Headbanger,Sonnys Amazing,Holzhauer,Our Holla Star,Allthewaytoroyalty,Cc Jones Nz
10-01-2023 18:56:41.709415,"(3.9, 6.0, 5.16)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.25, 3.025)","(12.0, 20.0, 17.5)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:56:42.623572,"(3.9, 6.0, 5.16)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.25, 3.025)","(12.0, 20.0, 17.5)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:56:43.581092,"(3.9, 6.0, 5.16)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.25, 3.025)","(12.0, 20.0, 17.5)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:56:44.500913,"(3.9, 6.0, 5.16)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.25, 3.025)","(12.0, 20.0, 17.5)","(5.0, 7.4, 7.036363636363637)","(5.0, 99999, 99990)"
10-01-2023 18:56:45.598903,"(3.9, 6.0, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.25, 3.025)","(12.0, 20.0, 17.5)","(5.0, 7.4, 6.640000000000001)","(5.0, 99999, 99990)"
10-01-2023 18:56:46.726075,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.25, 3.025)","(12.0, 20.0, 17.5)","(5.0, 7.4, 6.640000000000001)","(5.0, 99999, 99990)"
10-01-2023 18:56:47.804621,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.25, 3.025)","(12.0, 20.0, 17.5)","(5.0, 7.4, 6.640000000000001)","(5.0, 99999, 99990)"
10-01-2023 18:56:48.776389,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.25, 3.025)","(12.0, 20.0, 17.5)","(5.0, 7.4, 6.640000000000001)","(5.0, 99999, 99990)"
10-01-2023 18:56:49.681428,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.25, 3.025)","(12.0, 20.0, 17.5)","(5.0, 7.4, 6.640000000000001)","(5.0, 99999, 99990)"
10-01-2023 18:56:50.871593,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.25, 3.025)","(12.0, 20.0, 17.5)","(5.0, 7.4, 6.640000000000001)","(5.0, 99999, 99990)"
10-01-2023 18:56:51.988601,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.25, 3.025)","(12.0, 20.0, 17.5)","(5.0, 7.4, 6.640000000000001)","(5.0, 99999, 99990)"
10-01-2023 18:56:53.211233,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.25, 2.9499999999999997)","(12.0, 20.0, 17.5)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:56:54.292431,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.2, 2.933333333333333)","(12.0, 20.0, 17.5)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:56:55.173760,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.2, 2.933333333333333)","(12.0, 20.0, 17.666666666666668)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:56:56.234985,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.2, 2.933333333333333)","(12.0, 20.0, 17.666666666666668)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:56:57.317081,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.2, 2.933333333333333)","(12.0, 20.0, 17.4)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:56:58.311273,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.2, 2.912)","(12.0, 20.0, 17.4)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:56:59.344513,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.2, 2.912)","(12.0, 20.0, 17.4)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:57:00.392423,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.2, 2.912)","(12.0, 20.0, 17.4)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:57:01.373660,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.2, 2.912)","(12.0, 20.0, 17.4)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:57:02.303411,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.2, 2.912)","(12.0, 20.0, 17.4)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:57:03.253871,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.2, 2.912)","(12.0, 20.0, 17.4)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:57:04.235355,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.2, 2.912)","(12.0, 20.0, 17.4)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:57:05.278368,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.2, 2.912)","(12.0, 20.0, 17.4)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:57:06.307307,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.2, 2.912)","(12.0, 20.0, 17.4)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:57:07.289355,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.2, 2.912)","(12.0, 20.0, 17.4)","(5.0, 6.2, 5.5600000000000005)","(5.0, 99999, 99990)"
10-01-2023 18:57:08.293505,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.2, 2.912)","(12.0, 20.0, 17.4)","(5.0, 6.2, 5.5600000000000005)","(5.0, 99999, 99990)"
10-01-2023 18:57:09.218117,"(3.9, 5.7, 4.819999999999999)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.2, 2.912)","(12.0, 20.0, 17.4)","(5.0, 6.2, 5.5600000000000005)","(5.0, 99999, 99990)"
10-01-2023 18:57:10.221402,"(3.9, 5.6, 5.128571428571428)","(5.5, 7.8, 7.371428571428572)","(2.6, 3.2, 2.967741935483871)","(12.0, 20.0, 17.4)","(5.0, 6.2, 5.5600000000000005)","(5.0, 99999, 99990)"
10-01-2023 18:57:11.304108,"(3.9, 5.7, 4.86923076923077)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.2, 2.912)","(12.0, 20.0, 17.4)","(5.0, 7.6, 5.95)","(5.0, 99999, 99990)"
10-01-2023 18:57:12.347870,"(3.9, 5.7, 4.9)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.2, 2.912)","(12.0, 20.0, 17.4)","(5.0, 7.6, 5.95)","(5.0, 99999, 99990)"
10-01-2023 18:57:13.452975,"(3.9, 5.7, 4.9)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.2, 2.912)","(12.0, 20.0, 17.4)","(5.0, 7.6, 7.05)","(5.0, 99999, 99990)"
10-01-2023 18:57:14.555357,"(3.9, 5.7, 4.9)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.2, 2.912)","(12.0, 20.0, 17.4)","(5.0, 7.6, 7.05)","(5.0, 99999, 99990)"
10-01-2023 18:57:15.539880,"(3.9, 5.7, 4.9)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.2, 3.08)","(12.0, 20.0, 17.4)","(5.0, 7.6, 7.05)","(5.0, 99999, 99990)"
10-01-2023 18:57:16.453616,"(3.9, 5.7, 4.9)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.2, 3.045714285714286)","(12.0, 20.0, 17.4)","(5.0, 7.6, 7.05)","(5.0, 99999, 99990)"
10-01-2023 18:57:17.507590,"(3.9, 5.7, 4.9)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 3.0033333333333334)","(12.0, 20.0, 17.4)","(5.0, 7.6, 6.8125)","(5.0, 99999, 99990)"
10-01-2023 18:57:18.656725,"(3.9, 5.7, 4.9)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 2.980909090909091)","(12.0, 20.0, 17.4)","(5.0, 7.6, 6.8125)","(5.0, 99999, 99990)"
10-01-2023 18:57:19.934671,"(3.9, 5.7, 4.9)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 3.01)","(12.0, 20.0, 17.4)","(5.0, 7.6, 6.8125)","(5.0, 99999, 99990)"
10-01-2023 18:57:20.924225,"(3.9, 5.7, 4.9)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 3.01)","(12.0, 20.0, 17.4)","(5.0, 7.6, 6.8125)","(5.0, 99999, 99990)"
10-01-2023 18:57:21.963205,"(3.9, 5.7, 4.9)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 3.105)","(12.0, 20.0, 17.4)","(5.0, 7.6, 6.8125)","(5.0, 99999, 99990)"
10-01-2023 18:57:23.144148,"(3.9, 5.7, 4.9)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 3.1445454545454545)","(12.0, 20.0, 17.4)","(5.0, 7.6, 6.8125)","(5.0, 99999, 99990)"
10-01-2023 18:57:24.359197,"(3.9, 5.7, 4.9)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 3.1445454545454545)","(12.0, 20.0, 17.4)","(5.0, 7.6, 6.8125)","(5.0, 99999, 99990)"
10-01-2023 18:57:25.643715,"(3.9, 5.7, 4.9)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 3.1445454545454545)","(12.0, 20.0, 17.4)","(5.0, 7.6, 5.769230769230769)","(5.0, 99999, 99990)"
10-01-2023 18:57:26.765689,"(3.9, 5.7, 4.9)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 3.1445454545454545)","(12.0, 19.5, 16.5)","(5.0, 6.2, 5.769230769230769)","(5.0, 99999, 99990)"
10-01-2023 18:57:27.758567,"(3.9, 5.7, 4.9)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 3.1445454545454545)","(12.0, 20.0, 17.4)","(5.0, 6.2, 5.3999999999999995)","(5.0, 99999, 99990)"
10-01-2023 18:57:28.691230,"(3.9, 5.7, 4.9)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 3.1445454545454545)","(12.0, 20.0, 17.4)","(5.0, 6.2, 5.3999999999999995)","(5.0, 99999, 99990)"
10-01-2023 18:57:29.791487,"(3.9, 5.7, 4.9)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 3.1445454545454545)","(12.0, 20.0, 17.4)","(5.0, 6.2, 5.3999999999999995)","(5.0, 99999, 99990)"
10-01-2023 18:57:30.877087,"(3.9, 5.7, 4.9)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 3.1445454545454545)","(12.0, 20.0, 17.4)","(5.0, 6.2, 5.3999999999999995)","(5.0, 99999, 99990)"
10-01-2023 18:57:31.889119,"(3.9, 5.7, 4.9)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 3.1445454545454545)","(12.0, 20.0, 17.4)","(5.0, 6.2, 5.3999999999999995)","(5.0, 99999, 99990)"
10-01-2023 18:57:32.828958,"(3.9, 5.6, 5.05)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 3.1445454545454545)","(12.0, 20.0, 17.4)","(5.0, 7.6, 5.95)","(5.0, 99999, 99990)"
10-01-2023 18:57:33.786229,"(3.9, 5.6, 5.05)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 3.1445454545454545)","(12.0, 20.0, 17.4)","(5.0, 7.6, 5.95)","(5.0, 99999, 99990)"
10-01-2023 18:57:34.776488,"(3.9, 5.6, 5.05)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 3.1445454545454545)","(12.0, 20.0, 17.4)","(5.0, 7.6, 5.95)","(5.0, 99999, 99990)"
10-01-2023 18:57:35.671907,"(3.9, 5.6, 5.05)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 3.1445454545454545)","(12.0, 20.0, 17.4)","(5.0, 7.6, 5.95)","(5.0, 99999, 99990)"
10-01-2023 18:57:36.633729,"(3.9, 5.6, 5.05)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 3.1445454545454545)","(12.0, 20.0, 17.4)","(5.0, 7.6, 7.05)","(5.0, 99999, 99990)"
10-01-2023 18:57:37.648976,"(3.9, 5.6, 4.9399999999999995)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 3.1445454545454545)","(12.0, 20.0, 17.4)","(5.0, 7.6, 7.05)","(5.0, 99999, 99990)"
10-01-2023 18:57:38.657169,"(3.9, 5.6, 4.9399999999999995)","(5.5, 8.0, 7.733333333333333)","(2.6, 3.25, 3.1445454545454545)","(12.0, 20.0, 17.4)","(5.0, 7.6, 7.05)","(5.0, 99999, 99990)"
10-01-2023 18:57:39.593215,"(3.9, 5.6, 4.9399999999999995)","(5.5, 8.0, 7.4)","(2.6, 3.25, 3.1445454545454545)","(12.0, 20.0, 17.4)","(5.0, 7.6, 6.8125)","(5.0, 99999, 99990)"
10-01-2023 18:57:40.625411,"(3.9, 5.6, 4.9399999999999995)","(5.5, 8.0, 7.4)","(2.6, 3.25, 3.115)","(12.0, 20.0, 17.4)","(5.0, 7.6, 6.1)","(5.0, 99999, 99990)"
10-01-2023 18:57:41.612903,"(3.9, 5.6, 4.9399999999999995)","(5.5, 8.0, 7.4)","(2.6, 3.25, 3.142)","(12.0, 20.0, 17.4)","(5.0, 7.6, 6.1)","(5.0, 99999, 99990)"
10-01-2023 18:57:42.588002,"(3.9, 5.6, 4.9399999999999995)","(5.5, 8.0, 7.4)","(2.6, 3.25, 3.142)","(12.0, 20.0, 17.4)","(5.0, 7.6, 6.1)","(5.0, 99999, 99990)"
10-01-2023 18:57:43.653620,"(3.9, 5.6, 4.9399999999999995)","(5.5, 8.0, 7.4)","(2.6, 3.25, 3.142)","(12.0, 20.0, 17.4)","(5.0, 7.6, 6.1)","(5.0, 99999, 99990)"
10-01-2023 18:57:44.648137,"(3.9, 5.6, 4.9399999999999995)","(5.5, 8.0, 7.4)","(2.6, 3.25, 3.1825)","(12.0, 20.0, 17.4)","(5.0, 7.6, 6.1)","(5.0, 99999, 99990)"
10-01-2023 18:57:45.761180,"(3.9, 5.6, 4.9399999999999995)","(5.5, 8.0, 7.4)","(2.6, 3.25, 3.1825)","(12.0, 20.0, 17.4)","(5.0, 7.6, 6.1)","(5.0, 99999, 99990)"
10-01-2023 18:57:46.832617,"(3.9, 5.6, 4.9399999999999995)","(5.5, 7.8, 7.5)","(2.6, 3.25, 3.1825)","(12.0, 20.0, 17.4)","(5.0, 7.6, 6.1)","(5.0, 99999, 99990)"
10-01-2023 18:57:47.824907,"(3.9, 5.6, 4.9399999999999995)","(5.5, 7.8, 7.5)","(2.6, 3.25, 3.1825)","(12.0, 20.0, 17.4)","(5.0, 7.6, 6.1)","(5.0, 99999, 99990)"
10-01-2023 18:57:48.819995,"(3.9, 5.6, 4.9399999999999995)","(5.5, 7.8, 7.5)","(2.6, 3.25, 3.1825)","(12.0, 20.0, 17.4)","(5.0, 7.6, 6.1)","(5.0, 99999, 99990)"
10-01-2023 18:57:49.803684,"(3.9, 5.6, 4.9399999999999995)","(5.5, 7.8, 7.5)","(2.6, 3.25, 3.1825)","(12.0, 20.0, 17.4)","(5.0, 7.6, 6.0)","(5.0, 99999, 99990)"
10-01-2023 18:57:50.786187,"(3.9, 5.6, 4.9399999999999995)","(5.5, 7.8, 7.5)","(2.6, 3.25, 3.1825)","(12.0, 20.0, 17.4)","(5.0, 6.4, 5.76)","(5.0, 99999, 99990)"
10-01-2023 18:57:51.725680,"(3.9, 5.6, 5.128571428571428)","(5.5, 7.8, 7.5)","(2.6, 3.25, 3.1825)","(12.0, 20.0, 17.4)","(5.0, 6.4, 5.76)","(5.0, 99999, 99990)"
10-01-2023 18:57:52.656598,"(3.9, 5.6, 5.128571428571428)","(5.5, 7.8, 7.5)","(2.6, 3.25, 3.1825)","(12.0, 20.0, 17.4)","(5.0, 6.4, 5.76)","(5.0, 99999, 99990)"
10-01-2023 18:57:53.763675,"(3.9, 5.6, 5.128571428571428)","(5.5, 7.8, 7.5)","(2.6, 3.25, 3.1825)","(12.0, 20.0, 17.4)","(5.0, 6.4, 5.76)","(5.0, 99999, 99990)"
10-01-2023 18:57:54.805266,"(3.9, 5.5, 4.833333333333333)","(5.5, 7.8, 7.5)","(2.6, 3.25, 3.1825)","(12.0, 20.0, 17.4)","(5.0, 6.4, 5.76)","(5.0, 99999, 99990)"
10-01-2023 18:57:55.791971,"(3.9, 5.5, 4.833333333333333)","(5.5, 7.8, 7.5)","(2.6, 3.25, 3.1825)","(12.0, 20.0, 17.4)","(5.0, 6.4, 5.76)","(5.0, 99999, 99990)"
10-01-2023 18:57:56.713219,"(3.9, 5.5, 4.833333333333333)","(5.5, 7.8, 7.5)","(2.6, 3.25, 3.178)","(12.0, 20.0, 17.4)","(5.0, 6.4, 5.76)","(5.0, 99999, 99990)"
10-01-2023 18:57:57.695746,"(3.9, 5.5, 4.833333333333333)","(5.5, 7.8, 7.5)","(2.6, 3.25, 3.178)","(12.0, 20.0, 17.4)","(5.0, 6.4, 5.76)","(5.0, 99999, 99990)"
10-01-2023 18:57:58.737931,"(3.9, 5.5, 4.833333333333333)","(5.5, 7.8, 7.5)","(2.6, 3.25, 3.178)","(12.0, 20.0, 17.4)","(5.0, 6.4, 5.76)","(5.0, 99999, 99990)"
10-01-2023 18:57:59.714458,"(3.9, 5.5, 4.833333333333333)","(5.5, 7.8, 7.5)","(2.6, 3.25, 3.178)","(12.0, 20.0, 17.4)","(5.0, 6.4, 5.75)","(5.0, 99999, 99990)"
10-01-2023 18:58:00.684291,"(3.9, 5.5, 4.833333333333333)","(5.5, 7.8, 7.35)","(2.6, 3.25, 3.178)","(12.0, 20.0, 17.4)","(5.0, 6.2, 5.75)","(5.0, 99999, 99990)"
10-01-2023 18:58:01.714906,"(3.9, 5.5, 4.833333333333333)","(5.5, 7.8, 7.35)","(2.6, 3.25, 3.178)","(12.0, 20.0, 17.4)","(5.0, 6.2, 5.75)","(5.0, 99999, 99990)"
10-01-2023 18:58:02.716097,"(3.9, 5.5, 4.966666666666667)","(5.5, 7.8, 7.35)","(2.6, 3.25, 3.19)","(12.0, 20.0, 17.4)","(5.0, 6.2, 5.75)","(5.0, 99999, 99990)"
10-01-2023 18:58:03.591541,"(3.9, 5.5, 4.966666666666667)","(5.5, 7.8, 7.35)","(2.6, 3.25, 3.19)","(12.0, 20.0, 17.4)","(5.0, 6.2, 5.75)","(5.0, 99999, 99990)"
10-01-2023 18:58:04.527143,"(3.9, 5.5, 4.966666666666667)","(5.5, 7.8, 7.35)","(2.6, 3.25, 3.19)","(12.0, 20.0, 17.4)","(5.0, 6.2, 5.75)","(5.0, 99999, 99990)"
10-01-2023 18:58:05.583615,"(3.9, 5.5, 4.966666666666667)","(5.5, 7.8, 7.35)","(2.6, 3.25, 3.19)","(12.0, 20.0, 17.4)","(5.0, 6.2, 5.75)","(5.0, 99999, 99990)"
10-01-2023 18:58:06.663325,"(3.9, 5.5, 4.966666666666667)","(5.5, 7.8, 7.35)","(2.6, 3.25, 3.15)","(12.0, 20.0, 17.4)","(5.0, 6.2, 5.75)","(5.0, 99999, 99990)"
10-01-2023 18:58:07.656460,"(3.9, 5.5, 4.966666666666667)","(5.5, 7.8, 7.35)","(2.6, 3.25, 3.15)","(12.0, 20.0, 17.4)","(5.0, 6.2, 5.75)","(5.0, 99999, 99990)"
10-01-2023 18:58:08.573769,"(3.9, 5.5, 4.966666666666667)","(5.5, 7.8, 7.35)","(2.6, 3.25, 3.15)","(12.0, 20.0, 17.4)","(5.0, 6.2, 5.75)","(5.0, 99999, 99990)"
10-01-2023 18:58:09.528679,"(3.9, 5.5, 5.055555555555555)","(5.5, 7.8, 7.35)","(2.6, 3.25, 3.15)","(12.0, 20.0, 17.0)","(5.0, 6.2, 5.75)","(5.0, 99999, 99990)"
10-01-2023 18:58:10.577261,"(3.9, 5.5, 5.055555555555555)","(5.5, 7.8, 7.35)","(2.6, 3.25, 3.15)","(12.0, 20.0, 17.0)","(5.0, 6.2, 5.75)","(5.0, 99999, 99990)"
10-01-2023 18:58:11.559265,"(3.9, 5.5, 5.055555555555555)","(5.5, 7.8, 7.35)","(2.6, 3.25, 3.15)","(12.0, 20.0, 18.166666666666664)","(5.0, 6.2, 5.75)","(5.0, 99999, 99990)"
10-01-2023 18:58:12.546198,"(3.9, 5.5, 5.055555555555555)","(5.5, 7.8, 7.35)","(2.6, 3.25, 3.15)","(12.0, 19.5, 17.7)","(5.0, 6.2, 5.75)","(5.0, 99999, 99990)"
10-01-2023 18:58:13.633254,"(3.9, 5.5, 4.966666666666667)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3000000000000003)","(12.0, 19.5, 18.0)","(5.0, 6.2, 5.6499999999999995)","(5.0, 99999, 99990)"
10-01-2023 18:58:14.640742,"(3.9, 5.5, 4.966666666666667)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3000000000000003)","(12.0, 19.5, 18.15)","(5.0, 6.2, 5.6499999999999995)","(5.0, 99999, 99990)"
10-01-2023 18:58:15.693433,"(3.9, 5.5, 4.966666666666667)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.31875)","(12.0, 19.5, 18.15)","(5.0, 6.2, 5.6499999999999995)","(5.0, 99999, 99990)"
10-01-2023 18:58:16.607461,"(3.9, 5.5, 4.966666666666667)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.31875)","(12.0, 19.5, 18.15)","(5.0, 6.2, 5.6499999999999995)","(5.0, 99999, 99990)"
10-01-2023 18:58:17.478690,"(3.9, 5.5, 4.966666666666667)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.31875)","(12.0, 19.5, 18.15)","(5.0, 6.2, 5.6499999999999995)","(5.0, 99999, 99990)"
10-01-2023 18:58:18.557661,"(3.9, 5.5, 4.966666666666667)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3125)","(12.0, 19.5, 17.863636363636363)","(5.0, 6.2, 5.6499999999999995)","(5.0, 99999, 99990)"
10-01-2023 18:58:19.601367,"(3.9, 5.5, 4.966666666666667)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3312500000000003)","(12.0, 19.5, 17.863636363636363)","(5.0, 6.2, 5.6499999999999995)","(5.0, 99999, 99990)"
10-01-2023 18:58:20.651151,"(3.9, 5.5, 4.966666666666667)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3312500000000003)","(12.0, 19.5, 17.863636363636363)","(5.0, 6.2, 5.6499999999999995)","(5.0, 99999, 99990)"
10-01-2023 18:58:21.620288,"(3.9, 5.5, 4.888888888888889)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3312500000000003)","(12.0, 19.5, 17.863636363636363)","(5.0, 6.2, 5.6499999999999995)","(5.0, 99999, 99990)"
10-01-2023 18:58:22.623551,"(3.9, 5.4, 4.95)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3312500000000003)","(12.0, 19.5, 17.863636363636363)","(5.0, 6.2, 5.6499999999999995)","(5.0, 99999, 99990)"
10-01-2023 18:58:23.512444,"(3.9, 5.4, 4.95)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3312500000000003)","(12.0, 19.5, 17.863636363636363)","(5.0, 6.2, 5.75)","(5.0, 99999, 99990)"
10-01-2023 18:58:24.445703,"(3.9, 5.4, 4.95)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3312500000000003)","(12.0, 21.0, 20.25)","(5.0, 6.2, 5.975)","(5.0, 99999, 99990)"
10-01-2023 18:58:25.441045,"(3.9, 5.4, 4.95)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3125)","(12.0, 21.0, 18.333333333333332)","(5.0, 6.2, 5.975)","(5.0, 99999, 99990)"
10-01-2023 18:58:26.537645,"(3.9, 5.4, 4.95)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3312500000000003)","(12.0, 21.0, 18.333333333333332)","(5.0, 6.2, 5.975)","(5.0, 99999, 99990)"
10-01-2023 18:58:27.638989,"(3.9, 5.4, 4.95)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3312500000000003)","(12.0, 21.0, 19.0)","(5.0, 6.2, 5.975)","(5.0, 99999, 99990)"
10-01-2023 18:58:28.741189,"(3.9, 5.4, 4.95)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3312500000000003)","(12.0, 21.0, 19.0)","(5.0, 6.2, 5.975)","(5.0, 99999, 99990)"
10-01-2023 18:58:29.800098,"(3.9, 5.4, 4.95)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3312500000000003)","(12.0, 21.0, 19.0)","(5.0, 6.2, 5.975)","(5.0, 99999, 99990)"
10-01-2023 18:58:30.656037,"(3.9, 5.4, 4.95)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3312500000000003)","(12.0, 21.0, 19.0)","(5.0, 6.2, 5.975)","(5.0, 99999, 99990)"
10-01-2023 18:58:31.637585,"(3.9, 5.4, 4.95)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3312500000000003)","(12.0, 21.0, 19.0)","(5.0, 6.2, 5.975)","(5.0, 99999, 99990)"
10-01-2023 18:58:32.640754,"(3.9, 5.4, 4.95)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3312500000000003)","(12.0, 21.0, 19.0)","(5.0, 6.2, 5.975)","(5.0, 99999, 99990)"
10-01-2023 18:58:33.708489,"(3.9, 5.4, 4.95)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3312500000000003)","(12.0, 21.0, 19.0)","(5.0, 6.2, 5.975)","(5.0, 99999, 99990)"
10-01-2023 18:58:34.757264,"(3.9, 5.4, 4.95)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3312500000000003)","(12.0, 21.0, 18.5)","(5.0, 6.2, 5.975)","(5.0, 99999, 99990)"
10-01-2023 18:58:35.750066,"(3.9, 5.4, 4.95)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3312500000000003)","(12.0, 21.0, 18.5)","(5.0, 6.2, 5.975)","(5.0, 99999, 99990)"
10-01-2023 18:58:36.658830,"(3.9, 5.4, 4.95)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3312500000000003)","(12.0, 20.0, 17.77777777777778)","(5.0, 6.2, 5.975)","(5.0, 99999, 99990)"
10-01-2023 18:58:37.559676,"(3.9, 5.4, 4.95)","(5.5, 7.8, 7.4)","(2.6, 3.35, 3.3312500000000003)","(12.0, 21.0, 18.0)","(5.0, 6.2, 5.975)","(5.0, 99999, 99990)"
