,Stone,Amarillo Slim,Pattys Regret,Barefoot Di,Starlight Belle,Malis Whitey,Blackpool Coco,Midnight Image
16-12-2022 13:28:47.113205,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 15.56)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.5, 6.9)","(13.0, 27.0, 24.0)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:28:48.524615,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 15.56)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.5, 6.9)","(13.0, 27.0, 24.0)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:28:49.702446,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 15.56)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.5, 6.9)","(13.0, 27.0, 24.0)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:28:50.889242,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 15.56)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.5, 6.9)","(13.0, 27.0, 24.0)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:28:51.941598,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 15.56)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.5, 6.9)","(13.0, 27.0, 24.0)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:28:53.117508,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 15.56)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.5, 6.9)","(13.0, 27.0, 24.0)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:28:54.363963,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 15.56)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.5, 6.9)","(13.0, 27.0, 24.0)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:28:55.607185,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 15.56)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.5, 6.9)","(13.0, 27.0, 24.0)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:28:56.820373,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 15.56)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.5, 6.9)","(13.0, 27.0, 24.0)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:28:58.094906,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 15.56)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.5, 6.9)","(13.0, 27.0, 24.0)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:28:59.359494,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 15.56)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.5, 6.9)","(13.0, 27.0, 24.0)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:00.688382,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 16.2)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.5, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 19.333333333333332)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:01.858714,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 33.63636363636364)","(7.5, 17.0, 16.2)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:03.247003,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 16.0)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:04.779936,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 16.0)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:05.963349,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 16.0)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:07.111190,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 15.375)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:08.458759,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 16.1875)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:09.622153,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 16.1875)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:10.839837,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 16.1875)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:12.109177,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 16.1875)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:13.495898,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 16.1875)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:15.069251,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 16.1875)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:16.227597,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 16.1875)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:17.331094,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 16.1875)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:18.497425,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 38.75)","(7.5, 17.0, 16.1875)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:19.682803,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 33.63636363636364)","(7.5, 17.0, 16.1875)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:21.204407,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 33.63636363636364)","(7.5, 17.0, 16.1875)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:23.166359,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 33.63636363636364)","(7.5, 17.0, 16.1875)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:24.409480,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 33.63636363636364)","(7.5, 17.0, 16.1875)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:26.131832,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 33.63636363636364)","(7.5, 17.0, 16.1875)","(3.0, 4.6, 3.4285714285714284)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:27.437446,"(4.0, 7.0, 4.592105263157895)","(21.0, 70.0, 33.63636363636364)","(7.5, 17.0, 16.1875)","(3.0, 4.6, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:28.848128,"(4.0, 7.0, 4.438000000000001)","(21.0, 70.0, 33.63636363636364)","(7.5, 17.0, 16.1875)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:30.201979,"(4.0, 7.0, 4.438000000000001)","(21.0, 70.0, 33.63636363636364)","(7.5, 17.0, 16.1875)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:31.806515,"(4.0, 7.0, 4.438000000000001)","(21.0, 70.0, 33.63636363636364)","(7.5, 17.0, 16.1875)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:32.955560,"(4.0, 7.0, 4.438000000000001)","(21.0, 70.0, 33.63636363636364)","(7.5, 17.0, 16.1875)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:34.164160,"(4.0, 7.0, 4.438000000000001)","(21.0, 70.0, 33.63636363636364)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:35.334284,"(4.0, 7.0, 4.438000000000001)","(21.0, 70.0, 33.63636363636364)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:36.600104,"(4.0, 7.0, 4.438000000000001)","(21.0, 70.0, 33.63636363636364)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:37.947106,"(4.0, 7.0, 4.438000000000001)","(21.0, 70.0, 33.63636363636364)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:39.214831,"(4.0, 7.0, 4.438000000000001)","(21.0, 70.0, 33.63636363636364)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:40.576133,"(4.0, 7.0, 4.438000000000001)","(21.0, 70.0, 33.63636363636364)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:41.730233,"(4.0, 7.0, 4.438000000000001)","(21.0, 70.0, 33.63636363636364)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 17.75)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:42.880726,"(4.0, 7.0, 4.438000000000001)","(21.0, 65.0, 36.875)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 22.714285714285715)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:44.105275,"(4.0, 7.0, 4.438000000000001)","(21.0, 65.0, 36.875)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 30.0, 22.714285714285715)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:45.592135,"(4.0, 7.0, 4.438000000000001)","(21.0, 65.0, 36.875)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 30.0, 22.714285714285715)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:46.880666,"(4.0, 7.0, 4.438000000000001)","(21.0, 65.0, 36.875)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 30.0, 22.714285714285715)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:48.008604,"(4.0, 7.0, 4.438000000000001)","(21.0, 65.0, 36.875)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 30.0, 22.714285714285715)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:49.183330,"(4.0, 7.0, 4.438000000000001)","(21.0, 65.0, 36.875)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 30.0, 22.714285714285715)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:50.543634,"(4.0, 7.0, 4.438000000000001)","(21.0, 65.0, 36.875)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 30.0, 22.714285714285715)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:51.800728,"(4.0, 7.0, 4.438000000000001)","(21.0, 65.0, 36.875)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 30.0, 22.714285714285715)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:53.089643,"(4.0, 7.0, 4.438000000000001)","(21.0, 65.0, 36.875)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 30.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:54.212920,"(4.0, 7.0, 4.438000000000001)","(21.0, 65.0, 36.875)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:55.265934,"(4.0, 7.0, 4.438000000000001)","(21.0, 65.0, 36.875)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:56.341668,"(4.0, 7.0, 4.438000000000001)","(21.0, 65.0, 36.875)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:57.543328,"(4.0, 7.0, 4.438000000000001)","(21.0, 65.0, 36.875)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:58.803684,"(4.0, 7.0, 4.438000000000001)","(21.0, 65.0, 36.875)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:29:59.876335,"(4.0, 7.0, 4.438000000000001)","(21.0, 65.0, 36.875)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:00.934618,"(4.0, 7.0, 4.438000000000001)","(21.0, 65.0, 36.875)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:02.097688,"(4.0, 7.0, 4.438000000000001)","(21.0, 65.0, 36.875)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:03.253615,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 33.125)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:04.422078,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:05.596900,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:06.815007,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:08.060136,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:09.315666,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:10.504973,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:11.639660,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:12.677024,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:13.773396,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:14.905340,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:16.028439,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:17.183966,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:18.306401,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:19.392437,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:20.796968,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:22.152067,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:23.428250,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:24.645318,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:25.747198,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 7.65)","(13.0, 27.0, 25.333333333333336)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:26.880543,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.9)","(13.0, 27.0, 24.0)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:28.139968,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.5, 6.9)","(13.0, 27.0, 24.0)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
16-12-2022 13:30:29.436209,"(4.0, 7.0, 4.438000000000001)","(21.0, 55.0, 35.55555555555556)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.5, 6.9)","(13.0, 27.0, 24.0)","(15.0, 32.0, 21.444444444444443)","(3.8, 5.6, 3.85)"
