,Stone,Amarillo Slim,Pattys Regret,Barefoot Di,Starlight Belle,Malis Whitey,Blackpool Coco,Midnight Image
16-12-2022 13:32:51.272702,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.977272727272727)"
16-12-2022 13:32:52.457473,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.7210526315789476)"
16-12-2022 13:32:53.717674,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:32:54.904869,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:32:56.017521,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:32:57.458715,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:32:59.140607,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:00.388584,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:01.610798,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:02.857692,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:04.071719,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:05.304250,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:06.540626,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:07.792183,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:09.040477,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:10.312535,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:11.709145,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:13.071343,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:14.575547,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:15.848024,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:17.114555,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:18.310763,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:19.443642,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:20.651931,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:21.858431,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:23.064936,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:24.316883,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:25.780184,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:27.461027,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:28.759536,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:29.980590,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:31.171102,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:32.358701,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:33.553288,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:34.820458,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:36.020478,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:37.313843,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:38.617323,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.0, 16.35)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 24.2)","(15.0, 32.0, 21.444444444444443)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:39.906277,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.0, 16.717391304347824)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 32.0, 19.333333333333332)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:41.174765,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 32.0, 19.333333333333332)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:42.560731,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 32.0, 19.333333333333332)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:43.718397,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 32.0, 19.333333333333332)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:44.927464,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 32.0, 19.333333333333332)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:46.073212,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 32.0, 19.333333333333332)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:47.240564,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.0, 16.535714285714285)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 32.0, 19.333333333333332)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:48.396892,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 17.0, 13.966666666666667)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 32.0, 19.333333333333332)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:49.595041,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 14.5, 14.0)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 32.0, 19.333333333333332)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:50.800370,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 14.5, 14.0)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 32.0, 19.333333333333332)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:52.029454,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 14.5, 14.0)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 32.0, 19.333333333333332)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:53.154157,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 14.5, 14.0)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 32.0, 19.333333333333332)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:54.217644,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 14.5, 14.0)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 32.0, 19.333333333333332)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:55.377506,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 14.5, 14.0)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 32.0, 19.333333333333332)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:56.541812,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 14.5, 14.0)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 32.0, 19.333333333333332)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:57.756837,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 14.5, 14.0)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 32.0, 19.333333333333332)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:33:58.980934,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 14.5, 14.0)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 32.0, 19.333333333333332)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:00.177024,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 14.5, 14.0)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 32.0, 19.333333333333332)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:01.339074,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 14.5, 14.0)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 32.0, 19.333333333333332)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:02.393382,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 14.5, 14.0)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 32.0, 20.555555555555557)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:03.442037,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 15.5, 14.617647058823529)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:04.516451,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 15.5, 15.633333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:05.615419,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 16.0, 15.633333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:06.659181,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 16.0, 15.633333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 20.555555555555557)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:07.717680,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 16.0, 15.633333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:08.754129,"(4.0, 7.0, 4.31969696969697)","(21.0, 55.0, 30.666666666666664)","(7.5, 16.0, 15.633333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:09.880616,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 16.0, 15.633333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:11.009359,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 16.0, 15.633333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:12.225562,"(4.0, 6.8, 5.09)","(21.0, 55.0, 30.666666666666664)","(7.5, 16.0, 15.633333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:13.391067,"(4.0, 6.8, 5.09)","(21.0, 50.0, 32.5)","(7.5, 16.0, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:14.477940,"(4.0, 6.8, 5.09)","(21.0, 50.0, 32.5)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:15.518370,"(4.0, 6.8, 5.09)","(21.0, 50.0, 32.5)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:16.560147,"(4.0, 6.8, 5.09)","(21.0, 50.0, 32.5)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:17.667543,"(4.0, 6.8, 5.09)","(21.0, 50.0, 32.5)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:18.794272,"(4.0, 6.8, 5.09)","(21.0, 50.0, 32.5)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:19.934113,"(4.0, 6.8, 5.09)","(21.0, 50.0, 32.5)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:21.036173,"(4.0, 6.8, 5.09)","(21.0, 50.0, 32.5)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:22.108422,"(4.0, 6.8, 5.09)","(21.0, 50.0, 32.5)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:23.183727,"(4.0, 6.8, 5.09)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:24.288686,"(4.0, 6.8, 5.09)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
16-12-2022 13:34:25.428805,"(4.0, 6.8, 5.09)","(21.0, 55.0, 34.72222222222222)","(7.5, 17.5, 17.03333333333333)","(3.0, 4.7, 3.4953846153846153)","(6.5, 12.0, 6.488888888888889)","(13.0, 27.0, 25.444444444444443)","(15.0, 30.0, 18.666666666666668)","(3.9, 5.9, 3.6884615384615387)"
