,Aston Autumn,Aussie Bullseye,Fly Slip,Twister Giblet,Creditor,Jamilla Bale,Ranger Ricksen,Why Not Emily
10-01-2023 13:40:26.499275,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 52.5)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:27.758120,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 52.5)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:28.993954,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 52.5)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:30.277943,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 52.5)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:31.506842,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 52.5)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:32.775098,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 52.5)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:34.011317,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 67.19999999999999)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:35.234891,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 67.19999999999999)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:36.529045,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 67.19999999999999)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:37.784817,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 67.19999999999999)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:39.104659,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 67.19999999999999)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:40.471381,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 67.19999999999999)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:41.939853,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 67.19999999999999)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:43.350712,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 66.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:44.936383,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:46.228072,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:47.489548,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:48.764651,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:50.170931,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:51.561802,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:53.082350,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:54.359611,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:55.719818,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:57.125981,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:58.456019,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:40:59.779242,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:01.165407,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:02.447175,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:03.805700,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:05.071935,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:06.339073,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 56.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:07.636132,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 56.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:08.914469,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:10.220644,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:11.415309,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:12.625867,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:13.808107,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:14.968311,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:16.105365,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:17.319478,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:18.504771,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:19.674826,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:20.788540,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:21.947507,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:23.084991,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 70.85714285714286)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:24.289170,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 68.4)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:25.516260,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 68.4)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:26.695013,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 68.4)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:27.897346,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 68.4)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:29.126213,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 68.4)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:30.293395,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 68.4)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:31.478406,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 68.4)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:32.618579,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 68.4)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:33.757706,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:34.990144,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:36.193291,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:37.369947,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:38.615458,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:39.851779,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:41.135808,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 39.27272727272727)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:42.361000,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 56.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:43.583781,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:44.771624,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:45.917439,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:47.086428,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:48.264593,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:49.505279,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.0)","(4.8, 8.2, 6.8)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:50.791464,"(2.7, 3.75, 2.8507692307692305)","(14.0, 32.0, 17.0)","(4.8, 8.0, 6.68)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:51.966564,"(2.7, 3.7, 2.8507692307692305)","(14.0, 32.0, 17.0)","(4.8, 8.0, 6.68)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:53.159343,"(2.7, 3.7, 2.8507692307692305)","(14.0, 32.0, 17.0)","(4.8, 8.0, 6.68)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:54.341243,"(2.7, 3.7, 2.8507692307692305)","(14.0, 32.0, 17.416666666666668)","(4.8, 8.0, 6.68)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:55.476707,"(2.7, 3.7, 2.8507692307692305)","(14.0, 32.0, 17.416666666666668)","(4.8, 8.0, 6.68)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:56.642783,"(2.7, 3.7, 2.8507692307692305)","(14.0, 32.0, 17.416666666666668)","(4.8, 8.0, 6.68)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:57.913633,"(2.7, 3.7, 2.843076923076923)","(14.0, 32.0, 17.416666666666668)","(4.8, 8.0, 6.68)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:41:59.137046,"(2.7, 3.6, 2.843076923076923)","(14.0, 32.0, 17.416666666666668)","(4.8, 8.0, 6.68)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 9.6, 6.545454545454546)","(41.0, 300.0, 156.0)"
10-01-2023 13:42:00.392302,"(2.7, 3.6, 2.843076923076923)","(14.0, 32.0, 17.416666666666668)","(4.8, 8.0, 6.228571428571429)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 9.6, 6.32)","(41.0, 300.0, 156.0)"
10-01-2023 13:42:01.825896,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.416666666666668)","(4.8, 8.0, 6.228571428571429)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 9.6, 6.6909090909090905)","(41.0, 300.0, 156.0)"
10-01-2023 13:42:03.245199,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.416666666666668)","(4.8, 8.0, 6.228571428571429)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 9.6, 6.6909090909090905)","(41.0, 300.0, 156.0)"
10-01-2023 13:42:04.441212,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.416666666666668)","(4.8, 8.0, 6.057142857142857)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 9.6, 6.6909090909090905)","(41.0, 300.0, 156.0)"
10-01-2023 13:42:05.607439,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.416666666666668)","(4.8, 8.0, 6.171428571428571)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 9.6, 6.914285714285715)","(41.0, 300.0, 156.0)"
10-01-2023 13:42:06.747545,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.416666666666668)","(4.8, 8.0, 6.171428571428571)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 8.4, 6.914285714285715)","(41.0, 300.0, 156.0)"
10-01-2023 13:42:07.865199,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.416666666666668)","(4.8, 8.0, 6.171428571428571)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 8.4, 6.914285714285715)","(41.0, 300.0, 156.0)"
10-01-2023 13:42:08.938465,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.416666666666668)","(4.8, 8.0, 6.171428571428571)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 8.4, 6.914285714285715)","(41.0, 300.0, 156.0)"
10-01-2023 13:42:10.079775,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.416666666666668)","(4.8, 8.0, 6.171428571428571)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 8.4, 6.914285714285715)","(41.0, 300.0, 156.0)"
10-01-2023 13:42:11.218946,"(2.7, 3.8, 2.858461538461538)","(14.0, 32.0, 17.416666666666668)","(4.8, 8.0, 6.171428571428571)","(31.0, 120.0, 54.0)","(2.6, 4.4, 4.050000000000001)","(26.0, 80.0, 48.0)","(4.8, 8.4, 6.914285714285715)","(41.0, 300.0, 156.0)"
