,Savvy Valentino,Hint Of Stars,Commander Harry,Prospectus,Beaufort Park,Golwen,The Yachtsman
08-01-2023 15:25:39.189898,"(31.0, 50.0, 47.0)","(6.0, 12.5, 10.227272727272727)","(3.8, 4.7, 4.678947368421053)","(2.05, 2.16, 2.1222410147991546)","(3.6, 5.1, 5.091836734693877)","(71.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:40.144680,"(31.0, 50.0, 47.0)","(6.0, 12.5, 10.227272727272727)","(3.8, 4.7, 4.678947368421053)","(2.05, 2.16, 2.1222410147991546)","(3.6, 5.1, 5.091836734693877)","(71.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:41.087386,"(31.0, 50.0, 47.0)","(6.0, 12.5, 10.227272727272727)","(3.8, 4.7, 4.678947368421053)","(2.05, 2.16, 2.1222410147991546)","(3.6, 5.1, 4.966666666666667)","(71.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:41.996398,"(31.0, 50.0, 47.0)","(6.0, 12.5, 10.227272727272727)","(3.8, 4.7, 4.678947368421053)","(2.05, 2.16, 2.1222410147991546)","(3.6, 5.1, 4.966666666666667)","(71.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:42.920416,"(31.0, 50.0, 47.0)","(6.0, 12.5, 10.227272727272727)","(3.8, 4.7, 4.678947368421053)","(2.05, 2.16, 2.1222410147991546)","(3.6, 5.1, 4.966666666666667)","(71.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:43.881864,"(31.0, 50.0, 47.0)","(6.0, 12.5, 10.227272727272727)","(3.8, 4.7, 4.678947368421053)","(2.05, 2.16, 2.1222410147991546)","(3.6, 5.1, 5.0)","(71.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:44.822121,"(31.0, 50.0, 47.0)","(6.0, 12.5, 10.290909090909091)","(3.8, 4.7, 4.655555555555556)","(2.05, 2.16, 2.1222410147991546)","(3.6, 5.1, 5.0)","(71.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:45.748351,"(31.0, 50.0, 47.0)","(6.0, 12.5, 10.290909090909091)","(3.8, 4.7, 4.655555555555556)","(2.05, 2.16, 2.1222410147991546)","(3.6, 5.1, 5.0)","(71.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:46.636943,"(31.0, 50.0, 47.0)","(6.0, 12.5, 10.290909090909091)","(3.8, 4.7, 4.655555555555556)","(2.05, 2.16, 2.1222410147991546)","(3.6, 5.1, 5.0)","(71.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:47.579328,"(31.0, 50.0, 47.0)","(6.0, 12.0, 10.9)","(3.8, 4.7, 4.5200000000000005)","(2.05, 2.16, 2.1222410147991546)","(3.6, 5.1, 5.0)","(71.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:48.512545,"(31.0, 50.0, 47.0)","(6.0, 12.0, 10.9)","(3.8, 4.7, 4.5200000000000005)","(2.05, 2.16, 2.121837606837607)","(3.6, 5.1, 5.0)","(71.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:49.469753,"(31.0, 50.0, 47.0)","(6.0, 12.0, 10.9)","(3.8, 4.7, 4.5200000000000005)","(2.05, 2.16, 2.121837606837607)","(3.6, 5.1, 5.0)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:50.385876,"(31.0, 50.0, 47.0)","(6.0, 12.0, 10.9)","(3.8, 4.7, 4.5200000000000005)","(2.05, 2.16, 2.121837606837607)","(3.6, 5.1, 5.0)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:51.307705,"(31.0, 50.0, 47.0)","(6.0, 12.0, 10.9)","(3.8, 4.7, 4.5200000000000005)","(2.05, 2.16, 2.121837606837607)","(3.6, 5.1, 5.0)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:52.248939,"(31.0, 50.0, 47.0)","(6.0, 12.0, 11.911999999999999)","(3.8, 4.7, 4.5200000000000005)","(2.05, 2.16, 2.121837606837607)","(3.6, 5.1, 5.0)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:53.230253,"(31.0, 50.0, 47.0)","(6.0, 12.0, 10.9)","(3.8, 4.7, 4.5200000000000005)","(2.05, 2.16, 2.121837606837607)","(3.6, 5.1, 5.0)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:54.132001,"(31.0, 50.0, 47.0)","(6.0, 12.0, 10.9)","(3.8, 4.7, 4.5200000000000005)","(2.05, 2.16, 2.121837606837607)","(3.6, 5.1, 5.0)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:55.084133,"(31.0, 50.0, 47.0)","(6.0, 12.0, 10.9)","(3.8, 4.7, 4.5200000000000005)","(2.05, 2.16, 2.121837606837607)","(3.6, 5.1, 5.0)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:56.005369,"(31.0, 50.0, 47.0)","(6.0, 12.0, 10.9)","(3.8, 4.7, 4.5200000000000005)","(2.05, 2.16, 2.121837606837607)","(3.6, 5.1, 5.0)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:56.921076,"(31.0, 50.0, 47.0)","(6.0, 12.0, 10.9)","(3.8, 4.7, 4.5200000000000005)","(2.05, 2.16, 2.121837606837607)","(3.6, 5.1, 5.0)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:57.869650,"(31.0, 50.0, 47.0)","(6.0, 12.0, 10.9)","(3.8, 4.7, 4.5200000000000005)","(2.05, 2.16, 2.121837606837607)","(3.6, 5.1, 5.0)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:58.877254,"(31.0, 50.0, 47.0)","(6.0, 12.0, 10.166666666666668)","(3.8, 4.7, 4.5200000000000005)","(2.05, 2.16, 2.121837606837607)","(3.6, 5.1, 5.0)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:25:59.770072,"(31.0, 50.0, 47.0)","(6.0, 12.0, 10.075000000000001)","(3.8, 4.7, 4.5200000000000005)","(2.05, 2.16, 2.121837606837607)","(3.6, 5.1, 5.0)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:26:00.685438,"(31.0, 50.0, 47.0)","(6.0, 12.0, 10.075000000000001)","(3.8, 4.7, 4.666666666666667)","(2.05, 2.16, 2.121837606837607)","(3.6, 5.1, 5.0)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:26:01.667221,"(31.0, 50.0, 47.6)","(6.0, 12.0, 10.8625)","(3.8, 4.8, 4.485436893203884)","(2.05, 2.16, 2.121853448275862)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:26:02.620395,"(31.0, 50.0, 47.6)","(6.0, 12.0, 10.8625)","(3.8, 4.8, 4.485436893203884)","(2.05, 2.16, 2.121853448275862)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:26:03.539910,"(31.0, 50.0, 47.6)","(6.0, 12.0, 10.8625)","(3.8, 4.8, 4.485436893203884)","(2.05, 2.16, 2.121853448275862)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:26:04.456626,"(31.0, 50.0, 47.6)","(6.0, 12.0, 10.631578947368421)","(3.8, 4.8, 4.485436893203884)","(2.05, 2.16, 2.121861471861472)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:26:05.392026,"(31.0, 50.0, 47.6)","(6.0, 12.0, 10.776470588235295)","(3.8, 4.8, 4.485436893203884)","(2.05, 2.16, 2.121861471861472)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:26:06.328417,"(31.0, 50.0, 47.6)","(6.0, 12.0, 10.776470588235295)","(3.8, 4.8, 4.485436893203884)","(2.05, 2.16, 2.121861471861472)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:26:07.307768,"(31.0, 50.0, 47.6)","(6.0, 12.0, 10.776470588235295)","(3.8, 4.8, 4.485436893203884)","(2.05, 2.16, 2.121861471861472)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:26:08.243783,"(31.0, 50.0, 47.6)","(6.0, 12.0, 10.776470588235295)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.121861471861472)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:26:09.194055,"(31.0, 50.0, 47.6)","(6.0, 12.0, 10.776470588235295)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.121861471861472)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:26:10.106557,"(31.0, 50.0, 47.6)","(6.0, 12.0, 10.776470588235295)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.121861471861472)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:26:11.089832,"(31.0, 50.0, 47.6)","(6.0, 12.0, 10.776470588235295)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.121861471861472)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:26:12.042474,"(31.0, 50.0, 47.6)","(6.0, 12.0, 11.380645161290323)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.121861471861472)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 140.0)","(71.0, 190.0, 170.0)"
08-01-2023 15:26:12.981962,"(31.0, 50.0, 48.5)","(6.0, 12.0, 11.380645161290323)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.121906873614191)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 166.0)","(71.0, 190.0, 169.16666666666666)"
08-01-2023 15:26:13.945925,"(31.0, 50.0, 48.5)","(6.0, 12.0, 11.380645161290323)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.121906873614191)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 166.0)","(71.0, 190.0, 169.16666666666666)"
08-01-2023 15:26:14.861129,"(31.0, 50.0, 48.5)","(6.0, 12.0, 11.380645161290323)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.121906873614191)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 166.0)","(71.0, 190.0, 169.16666666666666)"
08-01-2023 15:26:15.775402,"(31.0, 50.0, 48.5)","(6.0, 12.0, 11.380645161290323)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.121906873614191)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 166.0)","(71.0, 190.0, 169.16666666666666)"
08-01-2023 15:26:16.756552,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.380645161290323)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.121906873614191)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 142.5)","(71.0, 190.0, 140.0)"
08-01-2023 15:26:17.710902,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.380645161290323)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.121906873614191)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 142.5)","(71.0, 190.0, 140.0)"
08-01-2023 15:26:18.629361,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.380645161290323)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.121906873614191)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 142.5)","(71.0, 190.0, 140.0)"
08-01-2023 15:26:19.560278,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.380645161290323)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.121906873614191)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 166.0)","(71.0, 190.0, 157.5)"
08-01-2023 15:26:20.504429,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.571428571428571)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400696055684456)","(3.6, 5.2, 4.88)","(81.0, 190.0, 166.0)","(71.0, 190.0, 157.5)"
08-01-2023 15:26:21.455480,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.44)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400696055684456)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 166.0)","(71.0, 190.0, 157.5)"
08-01-2023 15:26:22.388392,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.44)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400696055684456)","(3.6, 5.2, 4.91764705882353)","(81.0, 190.0, 166.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:23.381762,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.44)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.141058434399118)","(3.6, 5.2, 5.05)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:24.294262,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.494444444444444)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.141058434399118)","(3.6, 5.2, 5.075)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:25.206017,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.494444444444444)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.141058434399118)","(3.6, 5.2, 5.075)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:26.184756,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.494444444444444)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.141058434399118)","(3.6, 5.2, 5.075)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:27.160167,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.494444444444444)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.141058434399118)","(3.6, 5.2, 5.075)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:28.076444,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.494444444444444)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.141058434399118)","(3.6, 5.2, 5.075)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:28.992614,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.494444444444444)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.141058434399118)","(3.6, 5.2, 5.075)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:29.955486,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.494444444444444)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.141058434399118)","(3.6, 5.2, 5.075)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:30.908498,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.494444444444444)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.141058434399118)","(3.6, 5.2, 5.075)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:31.847609,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.494444444444444)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.141058434399118)","(3.6, 5.2, 5.075)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:32.768401,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.494444444444444)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.141058434399118)","(3.6, 5.2, 5.075)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:33.696399,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.494444444444444)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.141058434399118)","(3.6, 5.2, 5.075)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:34.637224,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.494444444444444)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.141058434399118)","(3.6, 5.2, 5.075)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:35.606826,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 10.133333333333333)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.141058434399118)","(3.6, 5.2, 5.075)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:36.559750,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 10.133333333333333)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.141058434399118)","(3.6, 5.2, 5.075)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:37.466496,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 10.133333333333333)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.141058434399118)","(3.6, 5.2, 5.075)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:38.431142,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 10.133333333333333)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.141058434399118)","(3.6, 5.2, 5.075)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:39.364849,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 10.133333333333333)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.141058434399118)","(3.6, 5.2, 5.075)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:40.286210,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 10.879999999999999)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.141058434399118)","(3.6, 5.2, 4.953846153846154)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:41.277653,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.3)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.141113689095128)","(3.6, 5.1, 5.0)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:42.230632,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.3)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 5.0)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:43.114149,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.3)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 5.0)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:44.074415,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.3)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 5.0)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:45.065773,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.3)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 5.0)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:46.015366,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.3)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 5.0)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:46.983121,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.486666666666666)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:47.899438,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.486666666666666)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:48.850450,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.486666666666666)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:49.781869,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.486666666666666)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:50.738982,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.486666666666666)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:51.716577,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.486666666666666)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:52.617329,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.486666666666666)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:53.533051,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 11.486666666666666)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:54.551399,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 10.833333333333334)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:55.472504,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 10.833333333333334)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 178.75)"
08-01-2023 15:26:56.397869,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 10.833333333333334)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 177.72727272727275)"
08-01-2023 15:26:57.343738,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 10.833333333333334)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 177.72727272727275)"
08-01-2023 15:26:58.262571,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 10.833333333333334)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 177.72727272727275)"
08-01-2023 15:26:59.219563,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 10.833333333333334)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 177.72727272727275)"
08-01-2023 15:27:00.187916,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 10.833333333333334)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 177.72727272727275)"
08-01-2023 15:27:01.139503,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 10.833333333333334)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 177.72727272727275)"
08-01-2023 15:27:02.064110,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 10.833333333333334)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 177.72727272727275)"
08-01-2023 15:27:02.982775,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 10.833333333333334)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 177.72727272727275)"
08-01-2023 15:27:03.940697,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 10.833333333333334)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 177.72727272727275)"
08-01-2023 15:27:04.878067,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 10.833333333333334)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 177.72727272727275)"
08-01-2023 15:27:05.797874,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 10.833333333333334)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 177.72727272727275)"
08-01-2023 15:27:06.704185,"(31.0, 50.0, 49.333333333333336)","(6.0, 12.0, 10.833333333333334)","(3.8, 4.8, 4.510714285714286)","(2.05, 2.16, 2.1400734394124847)","(3.6, 5.1, 4.864705882352941)","(81.0, 190.0, 130.0)","(71.0, 190.0, 177.72727272727275)"
