,Savvy Valentino,Hint Of Stars,Commander Harry,Prospectus,Beaufort Park,Golwen,The Yachtsman
08-01-2023 15:31:05.716890,"(31.0, 55.0, 46.49090909090909)","(6.0, 12.5, 12.232142857142858)","(3.8, 4.8, 4.633333333333333)","(2.0, 2.1, 2.0651756007393716)","(3.7, 5.7, 5.629411764705883)","(81.0, 200.0, 174.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:06.599966,"(31.0, 55.0, 46.49090909090909)","(6.0, 12.5, 11.5)","(3.8, 4.8, 4.633333333333333)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.468421052631579)","(81.0, 200.0, 174.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:07.495452,"(31.0, 55.0, 46.49090909090909)","(6.0, 12.5, 11.5)","(3.8, 4.8, 4.633333333333333)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.468421052631579)","(81.0, 200.0, 174.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:08.403763,"(31.0, 55.0, 46.49090909090909)","(6.0, 12.5, 11.5)","(3.8, 4.8, 4.633333333333333)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.468421052631579)","(81.0, 200.0, 174.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:09.286649,"(31.0, 55.0, 46.49090909090909)","(6.0, 12.5, 11.5)","(3.8, 4.8, 4.633333333333333)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.455555555555556)","(81.0, 200.0, 174.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:10.176266,"(31.0, 55.0, 46.49090909090909)","(6.0, 12.5, 11.5)","(3.8, 4.8, 4.633333333333333)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.455555555555556)","(81.0, 200.0, 174.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:11.079057,"(31.0, 55.0, 46.49090909090909)","(6.0, 12.5, 11.5)","(3.8, 4.8, 4.633333333333333)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.455555555555556)","(81.0, 200.0, 174.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:11.981223,"(31.0, 55.0, 46.49090909090909)","(6.0, 12.5, 11.5)","(3.8, 4.8, 4.633333333333333)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.455555555555556)","(81.0, 200.0, 174.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:12.871511,"(31.0, 55.0, 46.49090909090909)","(6.0, 12.5, 11.5)","(3.8, 4.8, 4.404938271604939)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.2272727272727275)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:13.756321,"(31.0, 55.0, 46.49090909090909)","(6.0, 13.0, 12.68695652173913)","(3.8, 4.8, 4.404938271604939)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.2)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:14.663164,"(31.0, 55.0, 46.49090909090909)","(6.0, 13.0, 12.68695652173913)","(3.8, 4.8, 4.404938271604939)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.2)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:15.548027,"(31.0, 55.0, 46.49090909090909)","(6.0, 13.0, 12.52)","(3.8, 4.8, 4.404938271604939)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.2)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:16.444207,"(31.0, 55.0, 46.49090909090909)","(6.0, 13.0, 11.866666666666667)","(3.8, 4.8, 4.404938271604939)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.2)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:17.348554,"(31.0, 55.0, 46.49090909090909)","(6.0, 13.0, 11.866666666666667)","(3.8, 4.8, 4.404938271604939)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.2)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:18.244331,"(31.0, 55.0, 46.49090909090909)","(6.0, 13.0, 11.866666666666667)","(3.8, 4.8, 4.404938271604939)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.2)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:19.110233,"(31.0, 55.0, 46.49090909090909)","(6.0, 13.0, 11.866666666666667)","(3.8, 4.8, 4.404938271604939)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.166666666666667)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:20.006483,"(31.0, 55.0, 46.49090909090909)","(6.0, 13.0, 11.866666666666667)","(3.8, 4.8, 4.404938271604939)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.166666666666667)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:20.921406,"(31.0, 55.0, 46.49090909090909)","(6.0, 12.5, 11.533333333333333)","(3.8, 4.8, 4.404938271604939)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.1875)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:21.806454,"(31.0, 55.0, 46.49090909090909)","(6.0, 12.5, 12.023076923076923)","(3.8, 4.8, 4.404938271604939)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.1875)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:22.703175,"(31.0, 55.0, 46.49090909090909)","(6.0, 12.0, 11.9)","(3.8, 4.8, 4.404938271604939)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.023809523809524)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:23.579044,"(31.0, 55.0, 46.49090909090909)","(6.0, 12.0, 11.266666666666667)","(3.8, 4.8, 4.404938271604939)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.023809523809524)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:24.470706,"(31.0, 55.0, 46.49090909090909)","(6.0, 12.0, 11.266666666666667)","(3.8, 4.8, 4.404938271604939)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.023809523809524)","(81.0, 200.0, 135.0)","(71.0, 190.0, 163.75)"
08-01-2023 15:31:25.381553,"(31.0, 55.0, 46.49090909090909)","(6.0, 12.0, 11.266666666666667)","(3.8, 4.8, 4.404938271604939)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.023809523809524)","(81.0, 200.0, 147.5)","(71.0, 190.0, 156.66666666666669)"
08-01-2023 15:31:26.276700,"(31.0, 55.0, 46.49090909090909)","(6.0, 12.0, 11.266666666666667)","(3.8, 4.8, 4.404938271604939)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.023809523809524)","(81.0, 200.0, 147.5)","(71.0, 190.0, 156.66666666666669)"
08-01-2023 15:31:27.159056,"(31.0, 55.0, 46.49090909090909)","(6.0, 12.0, 11.266666666666667)","(3.8, 4.8, 4.404938271604939)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.023809523809524)","(81.0, 200.0, 135.0)","(71.0, 190.0, 156.66666666666669)"
08-01-2023 15:31:28.054368,"(31.0, 55.0, 46.49090909090909)","(6.0, 12.0, 11.266666666666667)","(3.8, 4.8, 4.404938271604939)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.023809523809524)","(81.0, 200.0, 135.0)","(71.0, 190.0, 156.66666666666669)"
08-01-2023 15:31:28.937761,"(31.0, 55.0, 46.49090909090909)","(6.0, 12.0, 11.266666666666667)","(3.8, 4.8, 4.404938271604939)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.023809523809524)","(81.0, 200.0, 135.0)","(71.0, 190.0, 156.66666666666669)"
08-01-2023 15:31:29.833271,"(31.0, 55.0, 46.49090909090909)","(6.0, 12.0, 11.266666666666667)","(3.8, 4.8, 4.404938271604939)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.5, 5.023809523809524)","(81.0, 200.0, 135.0)","(71.0, 190.0, 156.66666666666669)"
08-01-2023 15:31:30.737902,"(31.0, 55.0, 44.6)","(6.0, 12.0, 11.56)","(3.8, 4.8, 4.423529411764706)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.4, 5.25)","(81.0, 200.0, 135.0)","(71.0, 190.0, 156.66666666666669)"
08-01-2023 15:31:31.631780,"(31.0, 55.0, 45.46666666666667)","(6.0, 12.0, 11.56)","(3.8, 4.8, 4.486274509803922)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.4, 5.336842105263158)","(81.0, 200.0, 135.0)","(71.0, 190.0, 156.66666666666669)"
08-01-2023 15:31:32.525331,"(31.0, 55.0, 46.2)","(6.0, 12.0, 11.56)","(3.8, 4.8, 4.486274509803922)","(2.0, 2.1, 2.0817441860465116)","(3.7, 5.4, 5.336842105263158)","(81.0, 200.0, 135.0)","(71.0, 190.0, 156.66666666666669)"
08-01-2023 15:31:33.416215,"(31.0, 55.0, 46.2)","(6.0, 12.0, 11.0)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0613658536585366)","(3.7, 5.4, 5.347826086956522)","(81.0, 200.0, 135.0)","(71.0, 190.0, 156.66666666666669)"
08-01-2023 15:31:34.324534,"(31.0, 55.0, 46.2)","(6.0, 12.0, 11.0)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0613658536585366)","(3.7, 5.4, 5.347826086956522)","(81.0, 200.0, 135.0)","(71.0, 190.0, 156.66666666666669)"
08-01-2023 15:31:35.213207,"(31.0, 55.0, 46.2)","(6.0, 12.0, 11.0)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0613671875)","(3.7, 5.4, 5.347826086956522)","(81.0, 200.0, 135.0)","(71.0, 190.0, 156.66666666666669)"
08-01-2023 15:31:36.122663,"(31.0, 55.0, 46.2)","(6.0, 12.0, 11.0)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0613671875)","(3.7, 5.4, 5.347826086956522)","(81.0, 200.0, 135.0)","(71.0, 190.0, 156.66666666666669)"
08-01-2023 15:31:37.007527,"(31.0, 55.0, 46.2)","(6.0, 12.0, 11.0)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0613671875)","(3.7, 5.4, 5.347826086956522)","(81.0, 200.0, 135.0)","(71.0, 190.0, 156.66666666666669)"
08-01-2023 15:31:37.890721,"(31.0, 55.0, 46.2)","(6.0, 12.0, 11.0)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0613671875)","(3.7, 5.4, 5.347826086956522)","(81.0, 200.0, 135.0)","(71.0, 190.0, 156.66666666666669)"
08-01-2023 15:31:38.795598,"(31.0, 55.0, 46.2)","(6.0, 12.0, 11.0)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0613671875)","(3.7, 5.4, 5.347826086956522)","(81.0, 200.0, 135.0)","(71.0, 190.0, 156.66666666666669)"
08-01-2023 15:31:39.692218,"(31.0, 55.0, 46.2)","(6.0, 12.0, 11.0)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0613671875)","(3.7, 5.4, 5.347826086956522)","(81.0, 200.0, 135.0)","(71.0, 190.0, 156.66666666666669)"
08-01-2023 15:31:40.568141,"(31.0, 55.0, 46.2)","(6.0, 12.0, 11.0)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0613671875)","(3.7, 5.4, 5.347826086956522)","(81.0, 200.0, 135.0)","(71.0, 190.0, 156.66666666666669)"
08-01-2023 15:31:41.456520,"(31.0, 55.0, 46.2)","(6.0, 12.0, 11.0)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0613671875)","(3.7, 5.4, 5.347826086956522)","(81.0, 200.0, 135.0)","(71.0, 190.0, 156.66666666666669)"
08-01-2023 15:31:42.355987,"(31.0, 55.0, 46.2)","(6.0, 12.0, 11.0)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0613671875)","(3.7, 5.4, 5.347826086956522)","(81.0, 200.0, 135.0)","(71.0, 190.0, 156.66666666666669)"
08-01-2023 15:31:43.267977,"(31.0, 55.0, 46.2)","(6.0, 12.0, 11.0)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0613671875)","(3.7, 5.4, 5.242424242424242)","(81.0, 200.0, 135.0)","(71.0, 190.0, 179.0)"
08-01-2023 15:31:44.174210,"(31.0, 55.0, 46.78947368421053)","(6.0, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0613671875)","(3.7, 5.4, 5.163636363636364)","(81.0, 200.0, 135.0)","(71.0, 190.0, 179.0)"
08-01-2023 15:31:45.073614,"(31.0, 55.0, 48.57142857142857)","(6.0, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0613671875)","(3.7, 5.4, 5.163636363636364)","(81.0, 200.0, 135.0)","(71.0, 190.0, 179.0)"
08-01-2023 15:31:45.962597,"(31.0, 55.0, 48.57142857142857)","(6.0, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0613671875)","(3.7, 5.4, 5.163636363636364)","(81.0, 200.0, 135.0)","(71.0, 190.0, 179.0)"
08-01-2023 15:31:46.878957,"(31.0, 55.0, 48.57142857142857)","(6.0, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0613671875)","(3.7, 5.4, 5.163636363636364)","(81.0, 200.0, 135.0)","(71.0, 190.0, 179.0)"
08-01-2023 15:31:47.765663,"(31.0, 55.0, 48.57142857142857)","(6.0, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.060900900900901)","(3.7, 5.4, 5.163636363636364)","(81.0, 200.0, 135.0)","(71.0, 190.0, 179.0)"
08-01-2023 15:31:48.662307,"(31.0, 55.0, 48.57142857142857)","(6.0, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.163636363636364)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:49.545147,"(31.0, 55.0, 50.916666666666664)","(6.0, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.163636363636364)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:50.449630,"(31.0, 55.0, 50.916666666666664)","(6.0, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.163636363636364)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:51.342229,"(31.0, 55.0, 50.916666666666664)","(6.0, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.163636363636364)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:52.264023,"(31.0, 55.0, 50.916666666666664)","(6.0, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.163636363636364)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:53.160042,"(31.0, 55.0, 50.916666666666664)","(6.0, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.163636363636364)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:54.049277,"(31.0, 55.0, 50.916666666666664)","(6.0, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.163636363636364)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:54.931288,"(31.0, 55.0, 50.916666666666664)","(6.0, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.163636363636364)","(81.0, 200.0, 135.0)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:55.825931,"(31.0, 55.0, 50.916666666666664)","(6.0, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.242424242424242)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:56.707534,"(31.0, 55.0, 50.916666666666664)","(6.0, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.242424242424242)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:57.635330,"(31.0, 55.0, 50.916666666666664)","(6.0, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.242424242424242)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:58.516154,"(31.0, 55.0, 50.916666666666664)","(6.0, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.242424242424242)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 142.5)"
08-01-2023 15:31:59.402491,"(31.0, 55.0, 50.916666666666664)","(6.0, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.242424242424242)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 142.5)"
08-01-2023 15:32:00.337412,"(31.0, 55.0, 50.916666666666664)","(6.0, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.242424242424242)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 142.5)"
08-01-2023 15:32:01.241395,"(31.0, 55.0, 49.75)","(6.5, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.242424242424242)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 142.5)"
08-01-2023 15:32:02.120390,"(31.0, 55.0, 49.75)","(6.5, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.242424242424242)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 142.5)"
08-01-2023 15:32:02.993172,"(31.0, 55.0, 49.75)","(6.5, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.242424242424242)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 142.5)"
08-01-2023 15:32:03.903557,"(31.0, 55.0, 49.75)","(6.5, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.242424242424242)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 142.5)"
08-01-2023 15:32:04.790853,"(31.0, 55.0, 49.75)","(6.5, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.242424242424242)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 179.0)"
08-01-2023 15:32:05.698900,"(31.0, 55.0, 49.75)","(6.5, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.242424242424242)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 179.0)"
08-01-2023 15:32:06.581915,"(31.0, 55.0, 49.75)","(6.5, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.242424242424242)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 179.0)"
08-01-2023 15:32:07.462995,"(31.0, 55.0, 49.75)","(6.5, 12.0, 11.933333333333334)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.242424242424242)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 179.0)"
08-01-2023 15:32:08.350864,"(31.0, 55.0, 49.75)","(6.5, 12.0, 11.75)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.242424242424242)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 179.0)"
08-01-2023 15:32:09.259856,"(31.0, 55.0, 49.75)","(6.5, 12.0, 11.75)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.242424242424242)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:10.144340,"(31.0, 55.0, 49.75)","(6.5, 12.0, 11.75)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:11.036028,"(31.0, 55.0, 49.75)","(6.5, 12.0, 11.863636363636363)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:11.916823,"(31.0, 55.0, 49.75)","(6.5, 12.0, 11.863636363636363)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:12.800522,"(31.0, 55.0, 49.75)","(6.5, 12.0, 11.863636363636363)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:13.690330,"(31.0, 55.0, 49.75)","(6.5, 12.0, 11.863636363636363)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:14.585798,"(31.0, 55.0, 49.75)","(6.5, 12.0, 11.863636363636363)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:15.457098,"(31.0, 55.0, 48.583333333333336)","(6.5, 12.0, 11.863636363636363)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:16.361189,"(31.0, 55.0, 48.583333333333336)","(6.5, 12.0, 11.863636363636363)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:17.263245,"(31.0, 55.0, 48.583333333333336)","(6.5, 12.0, 11.863636363636363)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:18.157293,"(31.0, 55.0, 48.583333333333336)","(6.5, 12.0, 11.863636363636363)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:19.043115,"(31.0, 55.0, 48.583333333333336)","(6.5, 12.0, 11.863636363636363)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:19.911414,"(31.0, 55.0, 48.583333333333336)","(6.5, 12.0, 11.863636363636363)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:20.795237,"(31.0, 55.0, 48.583333333333336)","(6.5, 12.0, 11.863636363636363)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:21.681651,"(31.0, 55.0, 48.583333333333336)","(6.5, 12.0, 11.863636363636363)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:22.601199,"(31.0, 55.0, 48.583333333333336)","(6.5, 12.0, 11.863636363636363)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:23.465297,"(31.0, 55.0, 48.583333333333336)","(6.5, 12.0, 11.863636363636363)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.06086258776329)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:24.350850,"(31.0, 55.0, 50.470588235294116)","(6.5, 12.0, 11.863636363636363)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0636909871244637)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:25.233803,"(31.0, 55.0, 50.470588235294116)","(6.5, 12.0, 11.863636363636363)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0636909871244637)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:26.144503,"(31.0, 55.0, 50.470588235294116)","(6.5, 12.0, 11.863636363636363)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0636909871244637)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:27.030124,"(31.0, 55.0, 50.470588235294116)","(6.5, 12.0, 11.863636363636363)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0636909871244637)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
08-01-2023 15:32:27.926575,"(31.0, 55.0, 50.470588235294116)","(6.5, 12.0, 11.863636363636363)","(3.8, 4.8, 4.514285714285714)","(2.0, 2.08, 2.0636909871244637)","(3.7, 5.4, 5.266666666666667)","(81.0, 200.0, 178.33333333333334)","(71.0, 190.0, 140.0)"
