,Bettys Star,Yarramundi Garth,Finniss Spice,Blaze Victorem,Silk Sonic
11-01-2023 13:18:43.275497,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:18:44.145969,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:18:45.099115,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:18:46.047807,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:18:47.001349,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:18:47.868198,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:18:48.806225,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:18:49.752044,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:18:50.719647,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:18:51.624387,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:18:52.437912,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:18:53.258956,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:18:54.152953,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:18:55.069910,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:18:55.997741,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:18:56.869566,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:18:57.774362,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:18:58.593854,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:18:59.542483,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:00.481658,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:01.290815,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:02.127690,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:03.021237,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:03.891247,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:04.720655,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:05.543223,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:06.451028,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:07.303382,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:08.152594,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:09.089288,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:09.882399,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:10.702490,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:11.660775,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:12.544052,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:13.387566,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:14.256534,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:15.055959,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:15.886889,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:16.828596,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:17.673931,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:18.553077,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:19.451212,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:20.329685,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:21.214992,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:22.016605,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:22.928135,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:23.759116,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:24.682910,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:25.635910,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:26.479372,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:27.311994,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:28.218781,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:29.107190,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:29.949891,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:30.868181,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:31.689618,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:32.511489,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:33.387473,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:34.230997,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:35.180659,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:36.014108,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:36.942997,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:37.958852,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:38.774094,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:39.729141,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:40.732873,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:41.635986,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:42.530900,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:43.545927,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:44.392077,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:45.243455,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.0)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 114.0)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:46.133928,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 20.708333333333332)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:46.976241,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 20.708333333333332)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:48.151854,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 20.708333333333332)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:48.976189,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 20.708333333333332)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:49.943890,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 20.708333333333332)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:50.952502,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 20.708333333333332)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:51.875516,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 20.708333333333332)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:52.727848,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 20.708333333333332)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:53.631507,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 20.708333333333332)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:54.607890,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 20.708333333333332)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:55.542354,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 20.708333333333332)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:56.408758,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 20.708333333333332)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:57.207781,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 20.708333333333332)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:58.102035,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 20.708333333333332)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:58.962117,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 20.708333333333332)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:19:59.839724,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 20.708333333333332)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:20:00.763665,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 20.708333333333332)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:20:01.649688,"(1.9, 2.52, 1.9759459459459459)","(12.0, 28.0, 20.708333333333332)","(4.8, 9.4, 8.057142857142857)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:20:02.437332,"(1.9, 2.52, 2.084285714285714)","(12.0, 28.0, 21.653846153846153)","(4.8, 8.8, 7.262500000000001)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:20:03.326579,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 21.653846153846153)","(4.8, 8.8, 7.262500000000001)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:20:04.210081,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.0625)","(4.8, 8.8, 7.262500000000001)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:20:05.124359,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.0625)","(4.8, 8.8, 7.262500000000001)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:20:05.999055,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.0625)","(4.8, 8.8, 7.262500000000001)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:20:06.835368,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 7.262500000000001)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:20:07.669876,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 7.262500000000001)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 3.0285714285714285)"
11-01-2023 13:20:08.667268,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 7.2)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.3, 2.968)"
11-01-2023 13:20:09.592385,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 7.2)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 2.968)"
11-01-2023 13:20:10.430573,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 7.2)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 3.08)"
11-01-2023 13:20:11.288047,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 7.2)","(26.0, 200.0, 108.94117647058823)","(2.6, 3.85, 2.9633333333333334)"
11-01-2023 13:20:12.171165,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 7.2)","(26.0, 200.0, 108.94117647058823)","(2.6, 3.85, 2.9633333333333334)"
11-01-2023 13:20:13.308476,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 6.2)","(26.0, 200.0, 108.94117647058823)","(2.6, 3.85, 2.8972727272727274)"
11-01-2023 13:20:14.238634,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 6.2)","(26.0, 200.0, 108.94117647058823)","(2.6, 3.85, 2.895714285714286)"
11-01-2023 13:20:15.089644,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 6.9)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 2.895714285714286)"
11-01-2023 13:20:16.021948,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 6.685714285714286)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 2.88)"
11-01-2023 13:20:16.823531,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 6.685714285714286)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 2.88)"
11-01-2023 13:20:17.753771,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 6.685714285714286)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 2.9114285714285715)"
11-01-2023 13:20:18.641085,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 7.56923076923077)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 2.9114285714285715)"
11-01-2023 13:20:19.437439,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 7.5)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 2.9114285714285715)"
11-01-2023 13:20:20.279449,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 7.5)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 2.9114285714285715)"
11-01-2023 13:20:21.147631,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 7.5)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 2.9114285714285715)"
11-01-2023 13:20:22.010110,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 7.5)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 2.9114285714285715)"
11-01-2023 13:20:22.869232,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 7.5)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 2.88)"
11-01-2023 13:20:23.719141,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 7.5)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 2.88)"
11-01-2023 13:20:24.594552,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 7.5)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 3.2273684210526317)"
11-01-2023 13:20:25.514634,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 7.5)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 3.2273684210526317)"
11-01-2023 13:20:26.391616,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 7.5)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 3.2273684210526317)"
11-01-2023 13:20:27.211797,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 7.5)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 3.2273684210526317)"
11-01-2023 13:20:27.982583,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.8, 7.5)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 3.2273684210526317)"
11-01-2023 13:20:28.898221,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.2, 6.66)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 3.2273684210526317)"
11-01-2023 13:20:29.936731,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 17.375)","(4.8, 8.2, 6.66)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 3.2273684210526317)"
11-01-2023 13:20:30.761582,"(1.9, 2.48, 2.0136363636363637)","(12.0, 28.0, 21.46153846153846)","(4.8, 8.2, 6.66)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 3.2273684210526317)"
11-01-2023 13:20:31.626445,"(1.9, 2.48, 2.2399999999999998)","(12.0, 28.0, 22.333333333333332)","(4.8, 8.2, 6.66)","(26.0, 200.0, 108.94117647058823)","(2.6, 4.2, 3.2273684210526317)"
