,Balts Obsession,Free At Night,Aston Rupiah,Flash Fever,Midnight Image,Cry Wolf,Paw Baby,Ruthless Runner
10-01-2023 21:12:29.463530,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9473076923076922)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 7.175000000000001)"
10-01-2023 21:12:30.554408,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9473076923076922)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 7.175000000000001)"
10-01-2023 21:12:31.675454,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9473076923076922)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 7.175000000000001)"
10-01-2023 21:12:32.779423,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9473076923076922)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 7.175000000000001)"
10-01-2023 21:12:33.825489,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9473076923076922)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 7.175000000000001)"
10-01-2023 21:12:34.899530,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9473076923076922)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 7.175000000000001)"
10-01-2023 21:12:35.932419,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9473076923076922)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 7.175000000000001)"
10-01-2023 21:12:36.981424,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9473076923076922)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 7.175000000000001)"
10-01-2023 21:12:38.354215,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9473076923076922)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 7.175000000000001)"
10-01-2023 21:12:39.438186,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9473076923076922)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 7.175000000000001)"
10-01-2023 21:12:40.586612,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9418421052631578)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 7.175000000000001)"
10-01-2023 21:12:41.862623,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9418421052631578)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 7.175000000000001)"
10-01-2023 21:12:43.227868,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9418421052631578)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 7.175000000000001)"
10-01-2023 21:12:44.624786,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9418421052631578)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 7.175000000000001)"
10-01-2023 21:12:45.875110,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9418421052631578)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 7.175000000000001)"
10-01-2023 21:12:47.181116,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9418421052631578)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 7.175000000000001)"
10-01-2023 21:12:48.401095,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9418421052631578)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 7.175000000000001)"
10-01-2023 21:12:49.578285,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9418421052631578)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 7.175000000000001)"
10-01-2023 21:12:50.756068,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9418421052631578)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 7.175000000000001)"
10-01-2023 21:12:51.807431,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9418421052631578)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 7.175000000000001)"
10-01-2023 21:12:52.874062,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9418421052631578)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:12:53.913244,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.38, 1.9444444444444444)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:12:54.965053,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.32, 1.9444444444444444)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:12:56.008867,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.32, 1.9444444444444444)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:12:57.012019,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.32, 1.9444444444444444)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:12:58.049225,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.32, 1.9444444444444444)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:12:59.267771,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.32, 1.9444444444444444)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:00.419771,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.32, 1.9444444444444444)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:01.516851,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.32, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:02.888446,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:04.041897,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:05.304141,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:06.515782,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:07.657465,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:08.858465,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:09.982723,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:10.991672,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:12.034732,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:13.059571,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:14.151434,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:15.372662,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:16.616597,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:17.910306,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:19.274671,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:20.528535,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:21.743590,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:22.871252,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:24.019264,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:25.144038,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:26.205474,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:27.241517,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:28.288150,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:29.365926,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:30.489571,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:31.682320,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:32.850039,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:33.987266,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 21.076923076923077)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 16.010526315789473)","(6.0, 11.0, 10.442857142857143)"
10-01-2023 21:13:35.090711,"(5.0, 10.0, 5.325)","(9.0, 22.0, 11.0)","(17.0, 55.0, 38.75)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:36.088472,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:37.115669,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:38.127192,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:39.125385,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:40.117309,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:41.116736,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:42.183301,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:43.268314,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:44.704101,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:45.747251,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:46.914760,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:48.054153,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:49.314985,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:50.525210,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:51.739892,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:52.809842,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:53.952488,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:55.039975,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:56.130827,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:57.233493,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:58.342992,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:13:59.477647,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:14:00.580217,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:14:01.631343,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
10-01-2023 21:14:02.650311,"(5.0, 10.0, 6.7)","(9.0, 22.0, 15.4)","(17.0, 55.0, 30.9375)","(11.0, 22.0, 19.7)","(21.0, 100.0, 71.42857142857143)","(1.95, 2.3, 1.9608333333333332)","(7.5, 17.0, 13.933333333333334)","(6.0, 11.0, 8.814285714285715)"
