,Autumn Leaf,Canada Bay,Clovelly,Fearless Thinking,Impacting,Matronymic,Prior Thoughts,So Rosie,Amberina,Fooled Again,Cashmere Inn
08-01-2023 15:47:43.827235,"(31.0, 65.0, 55.0)","(4.8, 6.0, 5.728571428571429)","(2.4, 2.8, 2.609677419354839)","(18.0, 30.0, 27.0)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 19.333333333333332)","(21.0, 29.0, 27.0)","(14.0, 27.0, 25.53846153846154)","(3.4, 4.2, 3.963888888888889)","(31.0, 50.0, 44.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:47:45.264945,"(31.0, 65.0, 55.0)","(4.8, 6.0, 5.728571428571429)","(2.4, 2.8, 2.609677419354839)","(18.0, 30.0, 27.0)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 19.333333333333332)","(21.0, 29.0, 27.0)","(14.0, 27.0, 25.53846153846154)","(3.4, 4.2, 3.963888888888889)","(31.0, 50.0, 44.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:47:46.644766,"(31.0, 65.0, 55.0)","(4.8, 6.0, 5.728571428571429)","(2.4, 2.8, 2.6275083056478405)","(18.0, 30.0, 27.0)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 19.333333333333332)","(21.0, 29.0, 27.0)","(14.0, 27.0, 25.53846153846154)","(3.4, 4.2, 3.963888888888889)","(31.0, 50.0, 44.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:47:48.064897,"(31.0, 65.0, 55.0)","(4.8, 6.0, 5.728571428571429)","(2.4, 2.8, 2.6275083056478405)","(18.0, 30.0, 27.0)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 19.333333333333332)","(21.0, 29.0, 27.0)","(14.0, 27.0, 25.53846153846154)","(3.4, 4.2, 3.963888888888889)","(31.0, 50.0, 44.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:47:49.519966,"(31.0, 65.0, 55.0)","(4.8, 6.0, 5.800000000000001)","(2.4, 2.8, 2.69)","(18.0, 30.0, 27.0)","(71.0, 80.0, 73.33333333333333)","(11.0, 25.0, 19.333333333333332)","(21.0, 29.0, 27.0)","(14.0, 27.0, 25.53846153846154)","(3.4, 4.2, 4.014285714285714)","(31.0, 50.0, 44.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:47:50.945766,"(31.0, 65.0, 55.0)","(4.8, 5.9, 5.800000000000001)","(2.4, 2.78, 2.769411764705882)","(18.0, 30.0, 28.846153846153847)","(71.0, 80.0, 75.55555555555556)","(11.0, 25.0, 19.333333333333332)","(21.0, 29.0, 28.454545454545453)","(14.0, 27.0, 26.136363636363637)","(3.4, 4.1, 4.014285714285714)","(31.0, 50.0, 47.33333333333333)","(71.0, 230.0, 147.5)"
08-01-2023 15:47:52.310994,"(31.0, 65.0, 55.0)","(4.8, 5.9, 5.800000000000001)","(2.4, 2.78, 2.769411764705882)","(18.0, 30.0, 28.846153846153847)","(71.0, 80.0, 75.55555555555556)","(11.0, 25.0, 19.333333333333332)","(21.0, 29.0, 28.454545454545453)","(14.0, 27.0, 26.136363636363637)","(3.4, 4.1, 4.014285714285714)","(31.0, 50.0, 47.33333333333333)","(71.0, 230.0, 147.5)"
08-01-2023 15:47:53.735167,"(31.0, 65.0, 55.0)","(4.8, 5.9, 5.800000000000001)","(2.4, 2.78, 2.769411764705882)","(18.0, 30.0, 28.846153846153847)","(71.0, 80.0, 75.55555555555556)","(11.0, 25.0, 19.333333333333332)","(21.0, 29.0, 28.454545454545453)","(14.0, 27.0, 26.136363636363637)","(3.4, 4.1, 4.014285714285714)","(31.0, 50.0, 47.33333333333333)","(71.0, 230.0, 147.5)"
08-01-2023 15:47:55.197141,"(31.0, 65.0, 55.0)","(4.8, 5.9, 5.800000000000001)","(2.4, 2.78, 2.7636363636363637)","(18.0, 30.0, 28.846153846153847)","(71.0, 80.0, 75.55555555555556)","(11.0, 25.0, 19.333333333333332)","(21.0, 29.0, 28.454545454545453)","(14.0, 27.0, 26.136363636363637)","(3.4, 4.1, 4.014285714285714)","(31.0, 50.0, 47.33333333333333)","(71.0, 230.0, 147.5)"
08-01-2023 15:47:56.677389,"(31.0, 65.0, 55.0)","(4.8, 5.9, 5.82)","(2.4, 2.78, 2.7636363636363637)","(18.0, 30.0, 28.846153846153847)","(71.0, 80.0, 75.55555555555556)","(11.0, 25.0, 19.333333333333332)","(21.0, 29.0, 28.454545454545453)","(14.0, 27.0, 26.136363636363637)","(3.4, 4.1, 4.014285714285714)","(31.0, 50.0, 47.142857142857146)","(71.0, 230.0, 147.5)"
08-01-2023 15:47:58.184501,"(31.0, 65.0, 55.0)","(4.8, 5.9, 5.82)","(2.4, 2.78, 2.7636363636363637)","(18.0, 30.0, 28.846153846153847)","(71.0, 80.0, 75.55555555555556)","(11.0, 25.0, 19.333333333333332)","(21.0, 29.0, 28.454545454545453)","(14.0, 27.0, 26.136363636363637)","(3.4, 4.1, 4.014285714285714)","(31.0, 50.0, 47.142857142857146)","(71.0, 230.0, 147.5)"
08-01-2023 15:47:59.576178,"(31.0, 65.0, 55.0)","(4.8, 5.9, 5.82)","(2.4, 2.78, 2.7636363636363637)","(18.0, 30.0, 28.846153846153847)","(71.0, 80.0, 75.55555555555556)","(11.0, 25.0, 19.333333333333332)","(21.0, 29.0, 28.454545454545453)","(14.0, 27.0, 26.136363636363637)","(3.4, 4.1, 4.014285714285714)","(31.0, 50.0, 47.142857142857146)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:01.002999,"(31.0, 65.0, 55.0)","(4.8, 5.9, 5.82)","(2.4, 2.78, 2.7636363636363637)","(18.0, 30.0, 28.846153846153847)","(71.0, 80.0, 75.55555555555556)","(11.0, 25.0, 19.333333333333332)","(21.0, 29.0, 28.454545454545453)","(14.0, 27.0, 26.136363636363637)","(3.4, 4.1, 4.014285714285714)","(31.0, 50.0, 47.142857142857146)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:02.448643,"(31.0, 65.0, 55.0)","(4.8, 5.9, 5.82)","(2.4, 2.78, 2.7636363636363637)","(18.0, 30.0, 28.846153846153847)","(71.0, 80.0, 75.55555555555556)","(11.0, 25.0, 23.866666666666667)","(21.0, 29.0, 27.0)","(14.0, 27.0, 25.615384615384613)","(3.4, 4.1, 4.014285714285714)","(31.0, 50.0, 48.333333333333336)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:03.956107,"(31.0, 65.0, 55.0)","(4.8, 5.9, 5.82)","(2.4, 2.78, 2.7636363636363637)","(18.0, 30.0, 28.846153846153847)","(71.0, 80.0, 75.55555555555556)","(11.0, 25.0, 23.866666666666667)","(21.0, 29.0, 27.0)","(14.0, 27.0, 25.615384615384613)","(3.4, 4.1, 4.014285714285714)","(31.0, 50.0, 48.333333333333336)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:05.328689,"(31.0, 65.0, 55.0)","(4.8, 5.9, 5.82)","(2.4, 2.78, 2.7636363636363637)","(18.0, 30.0, 28.846153846153847)","(71.0, 80.0, 75.55555555555556)","(11.0, 25.0, 23.866666666666667)","(21.0, 29.0, 27.0)","(14.0, 27.0, 25.615384615384613)","(3.4, 4.1, 4.014285714285714)","(31.0, 50.0, 48.333333333333336)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:06.689911,"(31.0, 65.0, 55.0)","(4.8, 5.9, 5.82)","(2.4, 2.78, 2.7636363636363637)","(18.0, 30.0, 28.846153846153847)","(71.0, 80.0, 75.55555555555556)","(10.0, 25.0, 23.866666666666667)","(21.0, 29.0, 27.0)","(14.0, 27.0, 25.615384615384613)","(3.4, 4.1, 4.014285714285714)","(31.0, 50.0, 48.333333333333336)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:08.038435,"(31.0, 65.0, 55.0)","(4.8, 5.9, 5.82)","(2.4, 2.78, 2.7636363636363637)","(18.0, 30.0, 28.846153846153847)","(71.0, 80.0, 75.55555555555556)","(10.0, 25.0, 23.866666666666667)","(21.0, 29.0, 27.0)","(14.0, 27.0, 25.615384615384613)","(3.4, 4.1, 4.014285714285714)","(31.0, 50.0, 47.142857142857146)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:09.423944,"(31.0, 65.0, 55.0)","(4.8, 5.9, 5.82)","(2.4, 2.78, 2.7636363636363637)","(18.0, 30.0, 28.846153846153847)","(71.0, 80.0, 75.55555555555556)","(10.0, 25.0, 23.866666666666667)","(21.0, 29.0, 27.0)","(14.0, 27.0, 25.615384615384613)","(3.4, 4.1, 4.014285714285714)","(31.0, 50.0, 47.142857142857146)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:10.857473,"(31.0, 65.0, 55.0)","(4.8, 5.9, 5.82)","(2.4, 2.78, 2.7686614173228343)","(18.0, 30.0, 29.210526315789473)","(71.0, 80.0, 76.36363636363636)","(10.0, 25.0, 24.055555555555557)","(21.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.014285714285714)","(31.0, 50.0, 48.18181818181818)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:12.295415,"(31.0, 65.0, 55.0)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.7686614173228343)","(18.0, 30.0, 29.166666666666668)","(71.0, 80.0, 141.0)","(10.0, 25.0, 24.055555555555557)","(21.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 3.963888888888889)","(31.0, 50.0, 175.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:13.906714,"(31.0, 85.0, 59.285714285714285)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.7686614173228343)","(18.0, 30.0, 27.6)","(71.0, 150.0, 137.14285714285714)","(10.0, 25.0, 24.055555555555557)","(21.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.014285714285714)","(31.0, 220.0, 86.5)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:15.391398,"(31.0, 85.0, 59.285714285714285)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.752307692307692)","(18.0, 30.0, 27.6)","(71.0, 150.0, 141.0)","(10.0, 25.0, 24.055555555555557)","(21.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.014285714285714)","(31.0, 220.0, 86.5)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:17.223150,"(31.0, 85.0, 59.285714285714285)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.752307692307692)","(18.0, 30.0, 27.6)","(71.0, 150.0, 141.0)","(10.0, 25.0, 24.055555555555557)","(21.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.014285714285714)","(31.0, 220.0, 113.2)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:19.277053,"(31.0, 85.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.752307692307692)","(18.0, 30.0, 27.6)","(71.0, 150.0, 141.0)","(10.0, 25.0, 24.055555555555557)","(21.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.014285714285714)","(31.0, 220.0, 113.2)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:20.990417,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.752307692307692)","(18.0, 30.0, 28.5)","(71.0, 150.0, 141.0)","(10.0, 25.0, 24.055555555555557)","(21.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.2, 3.963888888888889)","(31.0, 220.0, 113.2)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:22.489773,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.752307692307692)","(18.0, 30.0, 28.5)","(71.0, 150.0, 141.0)","(10.0, 25.0, 24.055555555555557)","(21.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.2, 4.014285714285714)","(31.0, 220.0, 113.2)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:23.950814,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.752307692307692)","(18.0, 30.0, 28.5)","(71.0, 150.0, 141.0)","(10.0, 25.0, 24.055555555555557)","(21.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.014285714285714)","(31.0, 220.0, 86.5)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:25.457272,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.752307692307692)","(18.0, 30.0, 28.5)","(71.0, 150.0, 128.75)","(10.0, 25.0, 24.055555555555557)","(21.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.014285714285714)","(31.0, 220.0, 160.66666666666669)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:26.879069,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.752307692307692)","(18.0, 30.0, 25.5)","(71.0, 150.0, 128.75)","(10.0, 25.0, 24.055555555555557)","(21.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 3.963888888888889)","(31.0, 220.0, 160.66666666666669)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:28.339293,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.752307692307692)","(18.0, 30.0, 25.5)","(71.0, 150.0, 128.75)","(10.0, 25.0, 24.055555555555557)","(21.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.2, 4.014285714285714)","(31.0, 220.0, 160.66666666666669)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:29.802254,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.752307692307692)","(18.0, 30.0, 23.25)","(71.0, 150.0, 128.75)","(10.0, 25.0, 24.055555555555557)","(21.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.014285714285714)","(31.0, 220.0, 88.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:31.263151,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.7042105263157894)","(18.0, 30.0, 23.25)","(71.0, 150.0, 128.75)","(10.0, 25.0, 24.055555555555557)","(21.0, 29.0, 28.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.014285714285714)","(31.0, 220.0, 88.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:32.771037,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.7042105263157894)","(18.0, 30.0, 23.25)","(71.0, 150.0, 128.75)","(10.0, 25.0, 24.055555555555557)","(26.0, 29.0, 28.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.014285714285714)","(31.0, 220.0, 88.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:34.222742,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.7042105263157894)","(18.0, 30.0, 23.25)","(71.0, 150.0, 128.75)","(10.0, 25.0, 24.055555555555557)","(26.0, 29.0, 28.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.04)","(31.0, 220.0, 88.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:35.574076,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.7042105263157894)","(18.0, 30.0, 23.25)","(71.0, 150.0, 128.75)","(10.0, 25.0, 24.055555555555557)","(26.0, 29.0, 28.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.04)","(31.0, 220.0, 88.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:36.915084,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.7042105263157894)","(18.0, 30.0, 23.25)","(71.0, 150.0, 128.75)","(10.0, 25.0, 24.055555555555557)","(26.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.04)","(31.0, 220.0, 88.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:38.271438,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.7042105263157894)","(18.0, 30.0, 27.923076923076923)","(71.0, 150.0, 128.75)","(10.0, 25.0, 24.055555555555557)","(26.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.04)","(31.0, 220.0, 154.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:39.628328,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.7042105263157894)","(18.0, 30.0, 27.923076923076923)","(71.0, 150.0, 128.75)","(10.0, 25.0, 24.055555555555557)","(26.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.04)","(31.0, 220.0, 154.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:40.928974,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.7042105263157894)","(18.0, 30.0, 27.923076923076923)","(71.0, 150.0, 128.75)","(10.0, 25.0, 24.055555555555557)","(26.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.04)","(31.0, 220.0, 154.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:42.173047,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.7042105263157894)","(18.0, 30.0, 27.923076923076923)","(71.0, 150.0, 128.75)","(10.0, 25.0, 24.055555555555557)","(26.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.04)","(31.0, 220.0, 154.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:43.487039,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.7042105263157894)","(18.0, 30.0, 27.923076923076923)","(71.0, 150.0, 128.75)","(10.0, 25.0, 24.055555555555557)","(26.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.04)","(31.0, 220.0, 154.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:44.849587,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.7042105263157894)","(18.0, 30.0, 27.923076923076923)","(71.0, 150.0, 128.75)","(10.0, 25.0, 24.055555555555557)","(26.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.04)","(31.0, 220.0, 154.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:46.198267,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.7042105263157894)","(18.0, 30.0, 27.923076923076923)","(71.0, 150.0, 128.75)","(10.0, 25.0, 24.055555555555557)","(26.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.04)","(31.0, 220.0, 154.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:47.446126,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.7042105263157894)","(18.0, 30.0, 27.923076923076923)","(71.0, 150.0, 128.75)","(10.0, 25.0, 24.055555555555557)","(26.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.04)","(31.0, 220.0, 154.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:48.632698,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.7042105263157894)","(18.0, 30.0, 27.923076923076923)","(71.0, 150.0, 128.75)","(10.0, 25.0, 24.055555555555557)","(26.0, 29.0, 27.0)","(14.0, 27.0, 26.142857142857142)","(3.4, 4.1, 4.04)","(31.0, 220.0, 154.0)","(71.0, 230.0, 147.5)"
08-01-2023 15:48:49.865050,"(31.0, 95.0, 63.57142857142857)","(4.8, 5.9, 5.8500000000000005)","(2.4, 2.78, 2.7042105263157894)","(18.0, 30.0, 28.5)","(71.0, 150.0, 128.75)","(10.0, 25.0, 23.166666666666668)","(26.0, 29.0, 27.0)","(14.0, 27.0, 25.238095238095237)","(3.4, 4.1, 4.04)","(31.0, 220.0, 162.57142857142858)","(71.0, 230.0, 116.66666666666666)"
08-01-2023 15:48:51.151868,"(31.0, 90.0, 68.57142857142857)","(4.8, 5.9, 5.865217391304348)","(2.4, 2.78, 2.7243478260869565)","(18.0, 29.0, 25.0)","(71.0, 150.0, 133.0)","(10.0, 24.0, 20.5)","(26.0, 29.0, 26.5)","(14.0, 26.0, 22.25)","(3.4, 4.1, 4.08)","(31.0, 210.0, 163.14285714285714)","(71.0, 220.0, 142.5)"
08-01-2023 15:48:52.389673,"(31.0, 90.0, 68.57142857142857)","(4.8, 5.9, 5.865217391304348)","(2.4, 2.78, 2.7243478260869565)","(18.0, 29.0, 25.0)","(71.0, 150.0, 133.0)","(10.0, 24.0, 20.5)","(26.0, 29.0, 26.5)","(14.0, 26.0, 22.25)","(3.4, 4.1, 4.08)","(31.0, 210.0, 102.0)","(71.0, 220.0, 142.5)"
08-01-2023 15:48:53.630455,"(31.0, 90.0, 68.57142857142857)","(4.8, 5.9, 5.865217391304348)","(2.4, 2.78, 2.7243478260869565)","(18.0, 29.0, 25.0)","(71.0, 150.0, 133.0)","(10.0, 24.0, 19.333333333333332)","(26.0, 29.0, 26.5)","(14.0, 26.0, 22.25)","(3.4, 4.1, 4.08)","(31.0, 210.0, 102.0)","(71.0, 220.0, 142.5)"
08-01-2023 15:48:54.877209,"(31.0, 90.0, 68.57142857142857)","(4.8, 5.9, 5.865217391304348)","(2.4, 2.78, 2.7243478260869565)","(18.0, 29.0, 25.0)","(71.0, 150.0, 133.0)","(10.0, 24.0, 20.5)","(26.0, 29.0, 26.5)","(14.0, 26.0, 22.25)","(3.4, 4.1, 4.08)","(31.0, 210.0, 102.0)","(71.0, 220.0, 142.5)"
08-01-2023 15:48:56.144780,"(31.0, 90.0, 68.57142857142857)","(4.8, 5.9, 5.840740740740741)","(2.4, 2.78, 2.7325925925925927)","(18.0, 29.0, 25.0)","(71.0, 150.0, 133.0)","(10.0, 24.0, 20.5)","(26.0, 29.0, 26.5)","(14.0, 26.0, 22.25)","(3.4, 4.1, 4.08)","(31.0, 210.0, 102.0)","(71.0, 220.0, 142.5)"
08-01-2023 15:48:57.396019,"(31.0, 90.0, 68.57142857142857)","(4.8, 5.7, 5.3307692307692305)","(2.4, 2.78, 2.7325925925925927)","(18.0, 29.0, 25.0)","(71.0, 150.0, 133.0)","(10.0, 24.0, 20.5)","(26.0, 29.0, 26.5)","(14.0, 26.0, 22.25)","(3.4, 4.1, 4.08)","(31.0, 210.0, 102.0)","(71.0, 220.0, 142.5)"
08-01-2023 15:48:58.654303,"(31.0, 90.0, 68.57142857142857)","(4.8, 5.7, 5.3307692307692305)","(2.4, 2.78, 2.7325925925925927)","(18.0, 29.0, 25.0)","(71.0, 150.0, 133.0)","(10.0, 24.0, 20.5)","(26.0, 29.0, 26.5)","(14.0, 26.0, 22.25)","(3.4, 4.1, 4.08)","(31.0, 210.0, 102.0)","(71.0, 220.0, 142.5)"
08-01-2023 15:48:59.935714,"(31.0, 90.0, 68.57142857142857)","(4.8, 5.9, 5.544444444444444)","(2.4, 2.78, 2.7243478260869565)","(18.0, 29.0, 25.0)","(71.0, 150.0, 133.0)","(10.0, 24.0, 20.5)","(26.0, 29.0, 26.5)","(14.0, 26.0, 22.25)","(3.4, 4.1, 4.08)","(31.0, 210.0, 102.0)","(71.0, 220.0, 142.5)"
08-01-2023 15:49:01.158593,"(31.0, 90.0, 68.57142857142857)","(4.8, 5.9, 5.544444444444444)","(2.4, 2.78, 2.7243478260869565)","(18.0, 29.0, 27.76923076923077)","(71.0, 150.0, 133.0)","(10.0, 24.0, 20.5)","(26.0, 29.0, 26.5)","(14.0, 26.0, 24.92857142857143)","(3.4, 4.1, 4.08)","(31.0, 210.0, 102.0)","(71.0, 220.0, 142.5)"
08-01-2023 15:49:02.395637,"(31.0, 90.0, 68.57142857142857)","(4.8, 5.9, 5.8319148936170215)","(2.4, 2.78, 2.7243478260869565)","(18.0, 29.0, 27.76923076923077)","(71.0, 150.0, 133.0)","(10.0, 24.0, 20.5)","(26.0, 29.0, 27.333333333333332)","(14.0, 26.0, 25.0)","(3.4, 4.1, 4.003773584905661)","(31.0, 210.0, 163.71428571428572)","(71.0, 220.0, 175.71428571428572)"
08-01-2023 15:49:03.672491,"(31.0, 90.0, 68.57142857142857)","(4.8, 5.9, 5.8304347826086955)","(2.4, 2.78, 2.7243478260869565)","(18.0, 29.0, 27.76923076923077)","(71.0, 150.0, 133.0)","(10.0, 24.0, 20.5)","(26.0, 29.0, 27.333333333333332)","(14.0, 26.0, 25.0)","(3.4, 4.2, 4.003773584905661)","(31.0, 210.0, 163.71428571428572)","(71.0, 220.0, 175.71428571428572)"
08-01-2023 15:49:04.945126,"(31.0, 90.0, 68.57142857142857)","(4.8, 5.9, 5.550000000000001)","(2.4, 2.78, 2.7243478260869565)","(18.0, 29.0, 27.76923076923077)","(71.0, 150.0, 133.0)","(10.0, 24.0, 20.5)","(26.0, 29.0, 27.333333333333332)","(14.0, 26.0, 25.0)","(3.4, 4.2, 4.003773584905661)","(31.0, 210.0, 163.71428571428572)","(71.0, 220.0, 175.71428571428572)"
08-01-2023 15:49:06.205293,"(31.0, 90.0, 68.57142857142857)","(4.8, 5.9, 5.550000000000001)","(2.4, 2.78, 2.7243478260869565)","(18.0, 29.0, 27.76923076923077)","(71.0, 150.0, 133.0)","(10.0, 24.0, 20.5)","(26.0, 29.0, 27.333333333333332)","(14.0, 26.0, 25.0)","(3.4, 4.2, 4.003773584905661)","(31.0, 210.0, 163.71428571428572)","(71.0, 220.0, 175.71428571428572)"
08-01-2023 15:49:07.443094,"(31.0, 90.0, 68.57142857142857)","(4.8, 5.9, 5.550000000000001)","(2.4, 2.78, 2.7243478260869565)","(18.0, 29.0, 27.76923076923077)","(71.0, 150.0, 133.0)","(10.0, 24.0, 20.5)","(26.0, 29.0, 27.333333333333332)","(14.0, 26.0, 25.0)","(3.4, 4.2, 4.003773584905661)","(31.0, 210.0, 163.71428571428572)","(71.0, 220.0, 175.71428571428572)"
08-01-2023 15:49:08.651975,"(31.0, 90.0, 68.57142857142857)","(4.8, 5.9, 5.550000000000001)","(2.4, 2.78, 2.7243478260869565)","(18.0, 29.0, 27.76923076923077)","(71.0, 150.0, 133.0)","(10.0, 24.0, 20.5)","(26.0, 29.0, 27.333333333333332)","(14.0, 26.0, 25.0)","(3.4, 4.2, 4.003773584905661)","(31.0, 210.0, 163.71428571428572)","(71.0, 220.0, 175.71428571428572)"
08-01-2023 15:49:09.876215,"(31.0, 90.0, 68.57142857142857)","(4.8, 5.9, 5.550000000000001)","(2.4, 2.78, 2.7243478260869565)","(18.0, 29.0, 27.76923076923077)","(71.0, 150.0, 133.0)","(10.0, 24.0, 20.5)","(26.0, 29.0, 27.333333333333332)","(14.0, 26.0, 25.0)","(3.4, 4.2, 4.003773584905661)","(31.0, 210.0, 103.33333333333334)","(71.0, 220.0, 175.71428571428572)"
