,Cosmic Bruce,Head Bin,Sugar Your Sweet,Moraine Chloe,Umbilical Man,Tiggys Em,Inga Sally,Rebels Spark
09-01-2023 14:15:44.308592,"(2.7, 4.2, 3.045)","(14.0, 32.0, 21.72222222222222)","(26.0, 250.0, 108.57142857142857)","(2.8, 4.1, 3.2127272727272724)","(11.0, 38.0, 32.875)","(11.0, 21.0, 15.0)","(8.0, 15.0, 10.66)","(5.0, 7.6, 4.918749999999999)"
09-01-2023 14:15:45.500989,"(2.7, 4.2, 3.045)","(14.0, 32.0, 20.4375)","(26.0, 250.0, 92.85714285714286)","(2.8, 4.1, 3.2127272727272724)","(11.0, 38.0, 29.200000000000003)","(11.0, 21.0, 15.0)","(8.0, 15.0, 10.683333333333334)","(5.0, 7.6, 4.311428571428571)"
09-01-2023 14:15:46.609993,"(2.7, 4.2, 3.612903225806452)","(14.0, 32.0, 21.72222222222222)","(26.0, 290.0, 104.28571428571429)","(2.8, 4.1, 3.2127272727272724)","(11.0, 38.0, 29.200000000000003)","(11.0, 21.0, 15.0)","(8.0, 15.0, 10.683333333333334)","(5.0, 4.7, 4.214285714285714)"
09-01-2023 14:15:47.736145,"(2.7, 4.0, 3.2285714285714286)","(14.0, 32.0, 21.72222222222222)","(26.0, 290.0, 104.28571428571429)","(2.8, 4.1, 3.3)","(11.0, 38.0, 29.166666666666668)","(11.0, 21.0, 15.0)","(8.0, 15.0, 10.683333333333334)","(5.0, 4.7, 4.32)"
09-01-2023 14:15:48.871543,"(2.7, 3.9, 3.165)","(14.0, 32.0, 21.72222222222222)","(26.0, 290.0, 104.28571428571429)","(2.8, 4.1, 3.3)","(11.0, 38.0, 29.166666666666668)","(11.0, 21.0, 15.0)","(8.0, 15.0, 10.683333333333334)","(5.0, 4.6, 4.32)"
09-01-2023 14:15:49.988153,"(2.7, 3.9, 3.165)","(14.0, 32.0, 21.72222222222222)","(26.0, 290.0, 104.28571428571429)","(2.8, 4.1, 3.2127272727272724)","(11.0, 38.0, 29.166666666666668)","(11.0, 23.0, 15.666666666666666)","(8.0, 15.0, 10.989999999999998)","(5.0, 4.6, 4.32)"
09-01-2023 14:15:51.074177,"(2.7, 3.9, 3.165)","(14.0, 32.0, 21.72222222222222)","(26.0, 290.0, 104.28571428571429)","(2.8, 4.1, 3.2127272727272724)","(11.0, 38.0, 29.166666666666668)","(11.0, 23.0, 15.666666666666666)","(8.0, 17.5, 12.384615384615383)","(4.6, 4.6, 4.32)"
09-01-2023 14:15:52.170746,"(2.7, 3.9, 3.165)","(14.0, 32.0, 21.72222222222222)","(26.0, 290.0, 104.28571428571429)","(2.8, 4.1, 3.2127272727272724)","(11.0, 38.0, 29.166666666666668)","(11.0, 23.0, 15.666666666666666)","(8.0, 17.5, 12.384615384615383)","(4.6, 4.6, 4.32)"
09-01-2023 14:15:53.302612,"(2.7, 3.9, 3.165)","(14.0, 32.0, 21.72222222222222)","(26.0, 290.0, 104.28571428571429)","(2.8, 4.1, 3.2127272727272724)","(11.0, 38.0, 29.166666666666668)","(11.0, 24.0, 14.0)","(8.0, 17.5, 12.384615384615383)","(4.6, 4.6, 4.214285714285714)"
09-01-2023 14:15:54.540926,"(2.7, 3.9, 3.165)","(14.0, 32.0, 21.72222222222222)","(26.0, 290.0, 104.28571428571429)","(2.8, 4.1, 3.2127272727272724)","(11.0, 38.0, 29.166666666666668)","(11.0, 24.0, 14.0)","(8.0, 17.5, 12.384615384615383)","(4.6, 4.7, 4.214285714285714)"
09-01-2023 14:15:55.832075,"(2.7, 3.9, 3.165)","(14.0, 32.0, 21.72222222222222)","(26.0, 290.0, 104.28571428571429)","(2.8, 4.1, 3.2127272727272724)","(11.0, 38.0, 33.18181818181819)","(11.0, 24.0, 14.0)","(8.0, 17.5, 12.384615384615383)","(4.6, 4.7, 4.2625)"
09-01-2023 14:15:57.098878,"(2.7, 4.2, 3.7733333333333334)","(14.0, 32.0, 21.72222222222222)","(26.0, 290.0, 87.77777777777777)","(2.8, 4.1, 3.2127272727272724)","(11.0, 38.0, 33.18181818181819)","(11.0, 24.0, 14.0)","(8.0, 17.5, 12.384615384615383)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:15:58.283740,"(2.7, 4.2, 3.5700000000000003)","(14.0, 32.0, 17.0)","(26.0, 290.0, 87.77777777777777)","(2.8, 4.1, 3.033333333333333)","(11.0, 38.0, 33.18181818181819)","(11.0, 24.0, 14.0)","(8.0, 17.5, 12.384615384615383)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:15:59.485236,"(2.7, 4.2, 3.5700000000000003)","(14.0, 32.0, 17.0)","(26.0, 290.0, 87.77777777777777)","(2.8, 4.1, 3.033333333333333)","(11.0, 38.0, 33.18181818181819)","(11.0, 24.0, 14.0)","(8.0, 17.5, 12.384615384615383)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:00.692533,"(2.7, 4.2, 3.5700000000000003)","(14.0, 32.0, 17.0)","(26.0, 290.0, 87.77777777777777)","(2.8, 4.1, 3.033333333333333)","(11.0, 38.0, 33.18181818181819)","(11.0, 24.0, 14.0)","(8.0, 17.5, 12.384615384615383)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:02.004838,"(2.7, 4.2, 3.5700000000000003)","(14.0, 32.0, 17.0)","(26.0, 290.0, 87.77777777777777)","(2.8, 4.1, 3.033333333333333)","(11.0, 38.0, 33.18181818181819)","(11.0, 24.0, 14.0)","(8.0, 17.5, 12.384615384615383)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:03.217783,"(2.7, 4.2, 3.5700000000000003)","(14.0, 32.0, 17.0)","(26.0, 290.0, 68.85714285714286)","(2.8, 4.1, 3.033333333333333)","(11.0, 38.0, 42.470588235294116)","(11.0, 24.0, 14.416666666666666)","(8.0, 17.5, 12.75)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:04.402844,"(2.7, 4.2, 3.5700000000000003)","(14.0, 32.0, 19.142857142857142)","(26.0, 290.0, 64.25)","(2.8, 4.1, 3.033333333333333)","(11.0, 70.0, 42.470588235294116)","(11.0, 24.0, 14.416666666666666)","(8.0, 17.5, 12.75)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:05.543938,"(2.7, 4.2, 3.5700000000000003)","(14.0, 32.0, 19.142857142857142)","(26.0, 290.0, 64.25)","(2.8, 4.1, 3.033333333333333)","(11.0, 70.0, 42.705882352941174)","(11.0, 24.0, 14.416666666666666)","(8.0, 17.5, 11.129999999999999)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:06.716227,"(2.7, 4.2, 4.02)","(14.0, 32.0, 19.142857142857142)","(26.0, 290.0, 64.25)","(2.8, 4.1, 3.033333333333333)","(11.0, 70.0, 42.705882352941174)","(11.0, 24.0, 14.416666666666666)","(8.0, 17.5, 11.129999999999999)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:07.843834,"(2.7, 4.2, 3.58)","(14.0, 32.0, 19.142857142857142)","(26.0, 290.0, 64.25)","(2.8, 4.1, 3.033333333333333)","(11.0, 70.0, 42.705882352941174)","(11.0, 24.0, 14.416666666666666)","(8.0, 17.5, 11.581818181818182)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:09.022584,"(2.7, 4.2, 3.58)","(14.0, 32.0, 19.142857142857142)","(26.0, 290.0, 64.25)","(2.8, 4.1, 3.033333333333333)","(11.0, 70.0, 42.705882352941174)","(11.0, 24.0, 14.416666666666666)","(8.0, 17.5, 11.581818181818182)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:10.169878,"(2.7, 4.2, 3.58)","(14.0, 32.0, 19.142857142857142)","(26.0, 290.0, 64.25)","(2.8, 4.1, 3.033333333333333)","(11.0, 70.0, 42.705882352941174)","(11.0, 24.0, 14.416666666666666)","(8.0, 17.5, 9.7125)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:11.162735,"(2.7, 4.2, 3.58)","(14.0, 32.0, 19.142857142857142)","(26.0, 290.0, 64.25)","(2.8, 4.1, 3.033333333333333)","(11.0, 70.0, 31.666666666666668)","(11.0, 24.0, 14.416666666666666)","(8.0, 17.5, 9.7125)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:12.231402,"(2.7, 4.2, 3.137142857142857)","(14.0, 32.0, 19.142857142857142)","(26.0, 290.0, 64.25)","(2.8, 4.1, 3.033333333333333)","(11.0, 70.0, 40.55555555555556)","(11.0, 24.0, 14.416666666666666)","(8.0, 21.0, 9.414285714285715)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:13.408657,"(2.7, 4.2, 3.58)","(14.0, 32.0, 19.142857142857142)","(26.0, 290.0, 59.55555555555556)","(2.8, 4.1, 3.033333333333333)","(11.0, 44.0, 40.611111111111114)","(11.0, 24.0, 13.333333333333334)","(8.0, 15.5, 9.414285714285715)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:14.613300,"(2.7, 4.2, 3.58)","(14.0, 32.0, 19.142857142857142)","(26.0, 280.0, 59.55555555555556)","(2.8, 4.1, 3.033333333333333)","(11.0, 44.0, 29.0)","(11.0, 24.0, 13.777777777777779)","(8.0, 15.5, 9.414285714285715)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:15.842129,"(2.7, 4.2, 3.58)","(14.0, 32.0, 19.142857142857142)","(26.0, 280.0, 59.55555555555556)","(2.8, 4.1, 3.033333333333333)","(11.0, 44.0, 29.0)","(11.0, 24.0, 13.777777777777779)","(8.0, 15.5, 9.414285714285715)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:17.197069,"(2.7, 4.2, 3.58)","(14.0, 32.0, 19.142857142857142)","(26.0, 280.0, 59.55555555555556)","(2.8, 4.1, 3.033333333333333)","(11.0, 44.0, 29.0)","(11.0, 24.0, 13.777777777777779)","(8.0, 15.5, 9.414285714285715)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:18.350490,"(2.7, 4.2, 3.58)","(14.0, 32.0, 19.142857142857142)","(26.0, 280.0, 59.55555555555556)","(2.8, 4.1, 3.033333333333333)","(11.0, 44.0, 29.0)","(11.0, 24.0, 13.777777777777779)","(8.0, 15.5, 9.414285714285715)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:19.464651,"(2.7, 4.2, 3.58)","(14.0, 32.0, 19.142857142857142)","(26.0, 280.0, 63.111111111111114)","(2.8, 4.1, 3.033333333333333)","(11.0, 44.0, 29.0)","(11.0, 24.0, 13.777777777777779)","(8.0, 15.5, 9.414285714285715)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:20.584359,"(2.7, 4.2, 3.58)","(14.0, 32.0, 19.142857142857142)","(26.0, 280.0, 63.111111111111114)","(2.8, 4.1, 3.033333333333333)","(11.0, 44.0, 29.0)","(11.0, 24.0, 13.777777777777779)","(8.0, 15.5, 9.414285714285715)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:21.735493,"(2.7, 4.2, 3.58)","(14.0, 32.0, 19.142857142857142)","(26.0, 280.0, 63.111111111111114)","(2.8, 4.1, 3.033333333333333)","(11.0, 44.0, 29.0)","(11.0, 24.0, 13.777777777777779)","(8.0, 15.5, 9.585714285714285)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:22.769510,"(2.7, 4.2, 3.137142857142857)","(14.0, 32.0, 19.142857142857142)","(26.0, 280.0, 63.111111111111114)","(2.8, 4.1, 3.033333333333333)","(11.0, 44.0, 29.0)","(11.0, 24.0, 13.777777777777779)","(8.0, 15.5, 9.585714285714285)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:23.931092,"(2.7, 4.2, 3.58)","(14.0, 32.0, 19.142857142857142)","(26.0, 280.0, 63.111111111111114)","(2.8, 4.1, 3.033333333333333)","(11.0, 44.0, 29.0)","(11.0, 24.0, 13.777777777777779)","(8.0, 15.5, 9.585714285714285)","(4.6, 4.7, 4.222727272727273)"
09-01-2023 14:16:25.256820,"(2.8, 4.2, 3.58)","(15.0, 32.0, 19.142857142857142)","(26.0, 280.0, 63.111111111111114)","(2.9, 4.1, 3.033333333333333)","(12.0, 44.0, 29.0)","(11.0, 24.0, 13.777777777777779)","(8.5, 15.5, 9.585714285714285)","(3.9, 4.7, 4.222727272727273)"
09-01-2023 14:16:26.831762,"(2.8, 4.2, 3.58)","(15.0, 32.0, 19.142857142857142)","(26.0, 280.0, 64.88888888888889)","(2.9, 4.1, 3.033333333333333)","(12.0, 44.0, 29.0)","(11.0, 24.0, 18.25)","(8.5, 15.5, 9.585714285714285)","(3.9, 4.7, 4.222727272727273)"
09-01-2023 14:16:28.092513,"(2.8, 4.2, 3.58)","(15.0, 32.0, 19.142857142857142)","(26.0, 280.0, 64.88888888888889)","(2.9, 4.1, 3.1399999999999997)","(12.0, 44.0, 29.0)","(11.0, 24.0, 18.25)","(8.5, 15.5, 9.666666666666666)","(3.9, 4.7, 4.222727272727273)"
09-01-2023 14:16:29.448544,"(2.8, 4.2, 3.58)","(15.0, 32.0, 19.142857142857142)","(26.0, 280.0, 64.88888888888889)","(2.9, 4.1, 3.1399999999999997)","(12.0, 44.0, 29.0)","(11.0, 24.0, 18.25)","(8.5, 15.0, 10.566666666666666)","(3.9, 4.7, 4.222727272727273)"
09-01-2023 14:16:30.778301,"(2.8, 4.2, 3.58)","(15.0, 32.0, 19.142857142857142)","(26.0, 280.0, 64.88888888888889)","(2.9, 4.1, 3.1399999999999997)","(12.0, 44.0, 29.0)","(11.0, 24.0, 18.25)","(8.5, 14.5, 10.566666666666666)","(3.9, 4.7, 4.222727272727273)"
09-01-2023 14:16:31.933761,"(2.8, 4.2, 3.58)","(15.0, 32.0, 19.142857142857142)","(26.0, 280.0, 64.88888888888889)","(2.9, 4.1, 3.1399999999999997)","(12.0, 44.0, 29.0)","(11.0, 24.0, 18.25)","(8.5, 14.5, 10.566666666666666)","(3.9, 4.7, 4.222727272727273)"
09-01-2023 14:16:33.130471,"(2.8, 4.2, 3.58)","(15.0, 32.0, 19.142857142857142)","(26.0, 280.0, 64.88888888888889)","(2.9, 4.1, 3.1399999999999997)","(12.0, 44.0, 29.0)","(11.0, 24.0, 18.25)","(8.5, 14.5, 10.566666666666666)","(3.9, 4.7, 4.222727272727273)"
09-01-2023 14:16:34.210265,"(2.8, 4.2, 3.58)","(15.0, 32.0, 19.142857142857142)","(26.0, 280.0, 64.88888888888889)","(2.9, 4.1, 3.1399999999999997)","(12.0, 44.0, 38.1)","(11.0, 24.0, 18.25)","(8.5, 14.5, 10.566666666666666)","(3.9, 4.7, 4.222727272727273)"
09-01-2023 14:16:35.587975,"(2.8, 4.2, 3.58)","(15.0, 32.0, 19.142857142857142)","(26.0, 280.0, 64.88888888888889)","(2.9, 4.1, 3.1399999999999997)","(12.0, 44.0, 29.5)","(11.0, 24.0, 18.25)","(8.5, 14.5, 10.566666666666666)","(3.9, 4.7, 4.222727272727273)"
09-01-2023 14:16:36.680076,"(2.8, 4.2, 3.58)","(15.0, 32.0, 19.142857142857142)","(26.0, 280.0, 64.88888888888889)","(2.9, 4.1, 3.1399999999999997)","(12.0, 44.0, 29.5)","(11.0, 24.0, 18.25)","(8.5, 14.5, 10.566666666666666)","(3.9, 4.7, 4.222727272727273)"
09-01-2023 14:16:37.842465,"(2.8, 4.2, 3.58)","(16.0, 34.0, 19.714285714285715)","(26.0, 280.0, 64.88888888888889)","(2.9, 4.1, 3.1399999999999997)","(12.0, 44.0, 29.5)","(12.0, 24.0, 18.25)","(8.5, 14.5, 10.566666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:16:39.008130,"(2.8, 4.2, 3.58)","(16.0, 34.0, 19.714285714285715)","(26.0, 280.0, 64.88888888888889)","(2.9, 4.1, 3.3)","(12.0, 44.0, 29.5)","(12.0, 24.0, 18.25)","(8.5, 14.5, 10.566666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:16:40.196704,"(2.8, 4.2, 3.58)","(16.0, 34.0, 19.714285714285715)","(26.0, 280.0, 66.66666666666667)","(2.9, 4.1, 3.2418181818181817)","(12.0, 44.0, 29.5)","(12.0, 24.0, 18.25)","(8.5, 14.5, 10.566666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:16:41.399186,"(2.8, 4.2, 3.58)","(16.0, 34.0, 19.714285714285715)","(26.0, 280.0, 66.66666666666667)","(2.9, 4.1, 3.2418181818181817)","(12.0, 44.0, 29.5)","(12.0, 24.0, 18.25)","(8.5, 14.5, 10.566666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:16:42.887751,"(2.8, 4.2, 3.58)","(16.0, 34.0, 19.714285714285715)","(26.0, 280.0, 66.66666666666667)","(2.9, 4.1, 3.2418181818181817)","(12.0, 44.0, 29.5)","(12.0, 24.0, 18.25)","(8.5, 14.5, 10.566666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:16:44.022802,"(2.8, 4.2, 3.58)","(16.0, 34.0, 19.714285714285715)","(26.0, 280.0, 66.66666666666667)","(2.9, 4.1, 3.2418181818181817)","(12.0, 44.0, 29.75)","(12.0, 24.0, 18.25)","(8.5, 14.5, 10.566666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:16:45.254039,"(2.8, 4.2, 4.02)","(16.0, 34.0, 17.333333333333332)","(26.0, 250.0, 66.25)","(2.9, 4.1, 3.2418181818181817)","(12.0, 44.0, 29.75)","(12.0, 24.0, 18.5)","(8.5, 14.5, 10.566666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:16:46.503306,"(2.8, 4.2, 4.062222222222222)","(16.0, 34.0, 19.714285714285715)","(26.0, 250.0, 66.25)","(2.9, 4.1, 3.2418181818181817)","(12.0, 44.0, 26.75)","(12.0, 24.0, 18.5)","(8.5, 14.5, 10.566666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:16:47.651088,"(2.8, 4.2, 4.096666666666667)","(16.0, 34.0, 19.714285714285715)","(26.0, 250.0, 66.25)","(2.9, 4.1, 3.2418181818181817)","(12.0, 38.0, 26.75)","(12.0, 24.0, 18.5)","(8.5, 14.5, 10.566666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:16:48.795597,"(2.8, 4.2, 4.096666666666667)","(16.0, 36.0, 20.285714285714285)","(26.0, 250.0, 60.0)","(2.9, 4.1, 3.2418181818181817)","(12.0, 38.0, 26.75)","(12.0, 24.0, 18.5)","(8.5, 14.5, 10.566666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:16:49.910308,"(2.8, 4.2, 4.062222222222222)","(16.0, 36.0, 20.285714285714285)","(26.0, 240.0, 60.0)","(2.9, 4.1, 3.2418181818181817)","(12.0, 38.0, 26.75)","(12.0, 24.0, 18.5)","(8.5, 14.5, 10.566666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:16:51.028590,"(2.8, 4.6, 3.969230769230769)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 60.0)","(2.9, 4.1, 3.2418181818181817)","(12.0, 38.0, 26.75)","(12.0, 24.0, 18.5)","(8.5, 14.5, 9.666666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:16:52.147791,"(2.8, 4.6, 3.897142857142857)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 60.0)","(2.9, 4.1, 3.2418181818181817)","(12.0, 38.0, 26.75)","(12.0, 24.0, 18.5)","(8.5, 15.0, 9.666666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:16:53.233530,"(2.8, 4.6, 3.897142857142857)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 60.0)","(2.9, 4.1, 3.2418181818181817)","(12.0, 38.0, 26.75)","(12.0, 24.0, 18.5)","(8.5, 15.0, 9.666666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:16:54.330532,"(2.8, 4.6, 3.897142857142857)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 60.0)","(2.9, 4.1, 3.2418181818181817)","(12.0, 38.0, 36.19230769230769)","(12.0, 24.0, 18.5)","(8.5, 15.0, 9.666666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:16:55.403261,"(2.8, 4.6, 3.897142857142857)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 60.0)","(2.9, 4.1, 3.2418181818181817)","(12.0, 38.0, 26.5)","(12.0, 24.0, 18.5)","(8.5, 15.0, 9.666666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:16:56.476617,"(2.8, 4.6, 3.897142857142857)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 60.0)","(2.9, 4.1, 3.2418181818181817)","(12.0, 38.0, 32.375)","(12.0, 24.0, 18.5)","(8.5, 15.0, 9.666666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:16:57.600829,"(2.8, 4.6, 3.897142857142857)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 61.77777777777778)","(2.9, 4.1, 3.2418181818181817)","(12.0, 38.0, 27.0)","(12.0, 24.0, 18.5)","(8.5, 15.0, 9.666666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:16:58.862317,"(2.8, 4.6, 3.897142857142857)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 61.77777777777778)","(2.9, 4.1, 3.2418181818181817)","(12.0, 38.0, 27.0)","(12.0, 24.0, 18.5)","(8.5, 15.0, 9.666666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:17:00.186499,"(2.8, 4.6, 3.897142857142857)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 61.77777777777778)","(2.9, 4.1, 3.2418181818181817)","(12.0, 38.0, 27.0)","(12.0, 24.0, 18.5)","(8.5, 15.0, 9.666666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:17:01.455015,"(2.8, 4.6, 3.897142857142857)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 61.77777777777778)","(2.9, 4.1, 3.2418181818181817)","(12.0, 38.0, 27.0)","(12.0, 24.0, 18.5)","(8.5, 15.0, 9.666666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:17:02.725262,"(2.8, 4.6, 3.897142857142857)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 61.77777777777778)","(2.9, 4.1, 3.1399999999999997)","(12.0, 38.0, 41.625)","(12.0, 24.0, 16.666666666666668)","(8.5, 15.0, 9.666666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:17:04.137849,"(2.8, 4.6, 3.985)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 63.55555555555556)","(2.9, 4.1, 3.1399999999999997)","(12.0, 50.0, 30.5)","(12.0, 24.0, 16.666666666666668)","(8.5, 15.0, 9.666666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:17:05.461934,"(2.8, 4.6, 3.2114285714285713)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 63.55555555555556)","(2.9, 4.1, 3.1399999999999997)","(12.0, 44.0, 30.5)","(12.0, 24.0, 16.666666666666668)","(8.5, 15.0, 9.666666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:17:06.729965,"(2.8, 4.6, 3.2114285714285713)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 63.55555555555556)","(2.9, 4.1, 3.1399999999999997)","(12.0, 44.0, 30.5)","(12.0, 24.0, 16.666666666666668)","(8.5, 15.0, 9.666666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:17:07.976687,"(2.8, 4.6, 3.2114285714285713)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 63.55555555555556)","(2.9, 4.1, 3.1399999999999997)","(12.0, 44.0, 30.5)","(12.0, 24.0, 16.666666666666668)","(8.5, 15.0, 9.666666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:17:09.163256,"(2.8, 4.6, 3.2114285714285713)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 63.55555555555556)","(2.9, 4.1, 3.6279999999999997)","(12.0, 44.0, 30.5)","(12.0, 24.0, 17.0)","(8.5, 15.0, 9.666666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:17:10.300250,"(2.8, 4.6, 3.2114285714285713)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 63.55555555555556)","(2.9, 4.1, 3.6279999999999997)","(12.0, 44.0, 30.5)","(12.0, 24.0, 17.0)","(8.5, 15.0, 9.666666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:17:11.433016,"(2.8, 4.6, 3.2114285714285713)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 63.55555555555556)","(2.9, 4.1, 3.3266666666666667)","(12.0, 44.0, 30.5)","(12.0, 24.0, 17.0)","(8.5, 15.0, 9.666666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:17:12.688175,"(2.8, 4.6, 3.2114285714285713)","(16.0, 36.0, 17.666666666666668)","(26.0, 220.0, 73.33333333333333)","(2.9, 4.1, 3.3266666666666667)","(12.0, 44.0, 30.5)","(12.0, 24.0, 17.0)","(8.5, 15.0, 9.666666666666666)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:17:13.953721,"(2.8, 4.6, 3.2114285714285713)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 73.33333333333333)","(2.9, 4.1, 3.3266666666666667)","(12.0, 44.0, 31.5)","(12.0, 24.0, 17.0)","(8.5, 15.0, 9.5)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:17:15.302764,"(2.8, 4.6, 3.2114285714285713)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 63.55555555555556)","(2.9, 4.1, 3.0866666666666664)","(12.0, 46.0, 31.5)","(12.0, 24.0, 15.25)","(8.5, 15.0, 9.833333333333334)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:17:16.796075,"(2.8, 4.6, 3.2114285714285713)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 63.55555555555556)","(2.9, 4.1, 3.0866666666666664)","(12.0, 46.0, 31.5)","(12.0, 24.0, 15.25)","(8.5, 15.0, 9.833333333333334)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:17:18.117446,"(2.8, 4.6, 3.2114285714285713)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 63.55555555555556)","(2.9, 4.1, 3.0866666666666664)","(12.0, 46.0, 38.875)","(12.0, 24.0, 15.25)","(8.5, 15.0, 10.285714285714286)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:17:19.398050,"(2.8, 4.6, 3.2114285714285713)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 63.55555555555556)","(2.9, 4.1, 3.0866666666666664)","(12.0, 46.0, 32.0)","(12.0, 24.0, 15.25)","(8.5, 15.0, 11.333333333333334)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:17:20.691457,"(2.8, 4.3, 3.09)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 63.55555555555556)","(2.9, 4.1, 3.0866666666666664)","(12.0, 46.0, 32.0)","(12.0, 24.0, 15.25)","(8.5, 15.0, 11.9)","(3.8, 4.7, 4.222727272727273)"
09-01-2023 14:17:22.082754,"(2.8, 4.2, 3.0477777777777777)","(16.0, 36.0, 20.285714285714285)","(26.0, 220.0, 63.55555555555556)","(2.9, 4.1, 3.0866666666666664)","(12.0, 46.0, 32.0)","(12.0, 24.0, 15.25)","(8.5, 15.0, 12.272727272727273)","(3.8, 4.7, 4.222727272727273)"
